0000000182afabe8 (__DATA,__data) external _NDR_record
0000000180ad2560 (__DATA_CONST,__const) non-external _err_codes_execd
0000000180ad2660 (__DATA_CONST,__const) non-external _err_codes_io
0000000180ad2108 (__DATA_CONST,__const) non-external _err_codes_kern
0000000180ad2858 (__DATA_CONST,__const) non-external _err_codes_loader
0000000180ad2c40 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000180ad2bb8 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000180ad2b00 (__DATA_CONST,__const) non-external _err_codes_mach_send
0000000180ad2828 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000180ad2ac0 (__DATA_CONST,__const) non-external _err_codes_mig
0000000180ad2580 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000180ad2500 (__DATA_CONST,__const) non-external _err_codes_netname
0000000180ad25d0 (__DATA_CONST,__const) non-external _err_codes_ns
0000000180ad2a78 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000180ad2a18 (__DATA_CONST,__const) non-external _err_codes_send
0000000180ad2798 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000180ad25a0 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000180ad2598 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000180ad22d0 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180ad26d8 (__DATA_CONST,__const) non-external _err_codes_us
0000000180ad28c0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180ad29b0 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180ad2018 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180ad2090 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000180ad1cf8 (__DATA_CONST,__const) non-external _err_os_sub
0000000180ad1d98 (__DATA_CONST,__const) non-external _err_server_sub
0000000180a16af0 (__TEXT,__const) non-external _err_us_sub
0000000182afac70 (__DATA,__common) external _errno
0000000180a11ec8 (__TEXT,__text) external _etap_trace_thread
00000001809fca30 (__TEXT,__text) external _exc_server
00000001809fc9fc (__TEXT,__text) external _exc_server_routine
00000001809fc048 (__TEXT,__text) external _exception_raise
00000001809fc1c4 (__TEXT,__text) external _exception_raise_state
00000001809fc438 (__TEXT,__text) external _exception_raise_state_identity
00000001809e7760 (__TEXT,__text) external _exchangedata
00000001809ec5b4 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00000001809ec588 (__TEXT,__text) external _exclaves_audio_buffer_create
00000001809ec558 (__TEXT,__text) external _exclaves_boot
00000001809ec1b8 (__TEXT,__text) external _exclaves_endpoint_call
00000001809ec2bc (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00000001809ec290 (__TEXT,__text) external _exclaves_inbound_buffer_create
00000001809ec47c (__TEXT,__text) external _exclaves_launch_conclave
00000001809ec4c0 (__TEXT,__text) external _exclaves_lookup_service
00000001809ec414 (__TEXT,__text) external _exclaves_named_buffer_copyin
00000001809ec448 (__TEXT,__text) external _exclaves_named_buffer_copyout
00000001809ec2f0 (__TEXT,__text) external _exclaves_named_buffer_create
00000001809ec6a8 (__TEXT,__text) external _exclaves_notification_create
00000001809ec25c (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00000001809ec230 (__TEXT,__text) external _exclaves_outbound_buffer_create
00000001809ec5e8 (__TEXT,__text) external _exclaves_sensor_create
00000001809ec618 (__TEXT,__text) external _exclaves_sensor_start
00000001809ec678 (__TEXT,__text) external _exclaves_sensor_status
00000001809ec648 (__TEXT,__text) external _exclaves_sensor_stop
00000001809f26b0 (__TEXT,__text) external _execve
00000001809e778c (__TEXT,__text) external _faccessat
00000001809e77b8 (__TEXT,__text) external _fchdir
00000001809e77e4 (__TEXT,__text) external _fchflags
00000001809f069c (__TEXT,__text) external _fchmod
00000001809e7810 (__TEXT,__text) external _fchmodat
00000001809e783c (__TEXT,__text) external _fchown
00000001809e7868 (__TEXT,__text) external _fchownat
00000001809e7894 (__TEXT,__text) external _fclonefileat
00000001809f2d44 (__TEXT,__text) external _fcntl
00000001809f29c8 (__TEXT,__text) external _fcntl$NOCANCEL
00000001809e78c0 (__TEXT,__text) external _fdatasync
00000001809e78ec (__TEXT,__text) external _ffsctl
00000001809e7918 (__TEXT,__text) external _fgetattrlist
00000001809e7944 (__TEXT,__text) external _fgetxattr
00000001809e7970 (__TEXT,__text) external _fhopen
00000001809e799c (__TEXT,__text) external _fileport_makefd
00000001809e79c8 (__TEXT,__text) external _fileport_makeport
00000001809e79f4 (__TEXT,__text) external _flistxattr
00000001809e7a20 (__TEXT,__text) external _flock
00000001809e7a4c (__TEXT,__text) external _fmount
00000001809e7a78 (__TEXT,__text) external _fpathconf
00000001809ebba8 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
00000001809e7aa4 (__TEXT,__text) external _freadlink
00000001809e7ad0 (__TEXT,__text) external _fremovexattr
00000001809f6c7c (__TEXT,__text) external _fs_snapshot_create
00000001809f6ccc (__TEXT,__text) external _fs_snapshot_delete
00000001809f6c98 (__TEXT,__text) external _fs_snapshot_list
00000001809f6d3c (__TEXT,__text) external _fs_snapshot_mount
00000001809f6ce8 (__TEXT,__text) external _fs_snapshot_rename
00000001809f6d04 (__TEXT,__text) external _fs_snapshot_revert
00000001809f6d20 (__TEXT,__text) external _fs_snapshot_root
00000001809e7afc (__TEXT,__text) external _fsctl
00000001809e7b28 (__TEXT,__text) external _fsetattrlist
00000001809e7b54 (__TEXT,__text) external _fsetxattr
00000001809e7b80 (__TEXT,__text) external _fsgetpath
00000001809e7bac (__TEXT,__text) external _fsgetpath_ext
00000001809e7bd8 (__TEXT,__text) external _fstat
00000001809e7bd8 (__TEXT,__text) external _fstat64
00000001809e7c04 (__TEXT,__text) external _fstatat
00000001809e7c04 (__TEXT,__text) external _fstatat64
00000001809e7c30 (__TEXT,__text) external _fstatfs
00000001809e7c30 (__TEXT,__text) external _fstatfs64
00000001809e7c5c (__TEXT,__text) external _fsync
00000001809e51d8 (__TEXT,__text) external _fsync$NOCANCEL
00000001809e7c88 (__TEXT,__text) external _ftruncate
00000001809efecc (__TEXT,__text) external _futimens
00000001809e7cb4 (__TEXT,__text) external _futimes
0000000182afabf0 (__DATA,__crash_info) non-external _gCRAnnotations
00000001809e5204 (__TEXT,__text) external _getattrlist
00000001809e7ce0 (__TEXT,__text) external _getattrlistat
00000001809e7d0c (__TEXT,__text) external _getattrlistbulk
00000001809fb3fc (__TEXT,__text) external _getaudit
00000001809e7d38 (__TEXT,__text) external _getaudit_addr
00000001809e7d64 (__TEXT,__text) external _getauid
00000001809e7d90 (__TEXT,__text) external _getdirentries
00000001809e7dbc (__TEXT,__text) external _getdirentriesattr
00000001809e7de8 (__TEXT,__text) external _getdtablesize
00000001809e7e14 (__TEXT,__text) external _getegid
00000001809e7e40 (__TEXT,__text) external _getentropy
00000001809e7e6c (__TEXT,__text) external _geteuid
00000001809e7e98 (__TEXT,__text) external _getfh
00000001809e7ec4 (__TEXT,__text) external _getfsstat
00000001809e7ec4 (__TEXT,__text) external _getfsstat64
00000001809e7ef0 (__TEXT,__text) external _getgid
00000001809e7f1c (__TEXT,__text) external _getgroups
00000001809efc00 (__TEXT,__text) external _gethostuuid
00000001809edb0c (__TEXT,__text) external _getiopolicy_np
00000001809e7f48 (__TEXT,__text) external _getitimer
00000001809e52b4 (__TEXT,__text) external _getpeername
00000001809e7f74 (__TEXT,__text) external _getpgid
00000001809e7fa0 (__TEXT,__text) external _getpgrp
00000001809e52e0 (__TEXT,__text) external _getpid
00000001809e7fcc (__TEXT,__text) external _getppid
00000001809e7ff8 (__TEXT,__text) external _getpriority
00000001809f2ee0 (__TEXT,__text) external _getrlimit
00000001809e8024 (__TEXT,__text) external _getrusage
00000001809e535c (__TEXT,__text) external _getsgroups_np
00000001809e8050 (__TEXT,__text) external _getsid
00000001809e5388 (__TEXT,__text) external _getsockname
00000001809e807c (__TEXT,__text) external _getsockopt
00000001809e80a8 (__TEXT,__text) external _getuid
00000001809e543c (__TEXT,__text) external _getwgroups_np
00000001809e80d4 (__TEXT,__text) external _getxattr
00000001809e8100 (__TEXT,__text) external _grab_pgo_data
00000001809e812c (__TEXT,__text) external _graftdmg
00000001809e8158 (__TEXT,__text) external _guarded_close_np
00000001809e8184 (__TEXT,__text) external _guarded_kqueue_np
00000001809ebc24 (__TEXT,__text) external _guarded_open_dprotected_np
00000001809fb854 (__TEXT,__text) external _guarded_open_np
00000001809e81b0 (__TEXT,__text) external _guarded_pwrite_np
00000001809e81dc (__TEXT,__text) external _guarded_write_np
00000001809e8208 (__TEXT,__text) external _guarded_writev_np
0000000180a1a10c (__TEXT,__cstring) non-external _hex
00000001809ebc74 (__TEXT,__text) external _host_check_multiuser_mode
00000001809ebc7c (__TEXT,__text) external _host_create_mach_voucher
00000001809e46e4 (__TEXT,__text) external _host_create_mach_voucher_trap
00000001809fd018 (__TEXT,__text) external _host_default_memory_manager
00000001809febd4 (__TEXT,__text) external _host_get_UNDServer
00000001809ebc54 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00000001809fcabc (__TEXT,__text) external _host_get_boot_info
00000001809fd70c (__TEXT,__text) external _host_get_clock_control
00000001809ffc18 (__TEXT,__text) external _host_get_clock_service
00000001809fe06c (__TEXT,__text) external _host_get_exception_ports
00000001809ffab8 (__TEXT,__text) external _host_get_io_main
00000001809ebcf4 (__TEXT,__text) external _host_get_io_master
00000001809ebc6c (__TEXT,__text) external _host_get_multiuser_config_flags
00000001809fdc94 (__TEXT,__text) external _host_get_special_port
00000001809ff210 (__TEXT,__text) external _host_info
00000001809ff434 (__TEXT,__text) external _host_kernel_version
0000000180a00868 (__TEXT,__text) external _host_lockgroup_info
00000001809ec0ac (__TEXT,__text) external _host_page_size
00000001809fcdf4 (__TEXT,__text) external _host_priv_statistics
00000001809ff918 (__TEXT,__text) external _host_processor_info
00000001809fe938 (__TEXT,__text) external _host_processor_set_priv
00000001809fe7b4 (__TEXT,__text) external _host_processor_sets
00000001809fd588 (__TEXT,__text) external _host_processors
00000001809fccd4 (__TEXT,__text) external _host_reboot
0000000180a01128 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000180a012bc (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000180a00734 (__TEXT,__text) external _host_request_notification
00000001809fef24 (__TEXT,__text) external _host_security_create_task_token
00000001809ff0c8 (__TEXT,__text) external _host_security_set_task_token
00000001809ed968 (__TEXT,__text) external _host_self
00000001809e4594 (__TEXT,__text) external _host_self_trap
00000001809feab0 (__TEXT,__text) external _host_set_UNDServer
0000000180a01444 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00000001809fdf34 (__TEXT,__text) external _host_set_exception_ports
0000000180a0177c (__TEXT,__text) external _host_set_multiuser_config_flags
00000001809fde00 (__TEXT,__text) external _host_set_special_port
0000000180a00510 (__TEXT,__text) external _host_statistics
0000000180a009fc (__TEXT,__text) external _host_statistics64
00000001809fe340 (__TEXT,__text) external _host_swap_exception_ports
00000001809fff0c (__TEXT,__text) external _host_virtual_physical_table_info
0000000182afabc8 (__DATA,__data) external _important_boost_assertion_token
0000000182b72d70 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
00000001809eba9c (__TEXT,__text) non-external _internal_catch_exception_raise
0000000182afabb8 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00000001809eb970 (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000182afabb0 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00000001809eb830 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000182afaba8 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00000001809f2f60 (__TEXT,__text) external _ioctl
00000001809e8234 (__TEXT,__text) external _issetugid
0000000182afb2f8 (__DATA,__bss) non-external _kAccountingThreshold
00000001809e8260 (__TEXT,__text) external _kas_info
00000001809f6f48 (__TEXT,__text) external _kdebug_is_enabled
00000001809f7134 (__TEXT,__text) external _kdebug_signpost
00000001809f7200 (__TEXT,__text) external _kdebug_signpost_end
00000001809f713c (__TEXT,__text) non-external _kdebug_signpost_internal
00000001809f71f0 (__TEXT,__text) external _kdebug_signpost_start
00000001809f6fbc (__TEXT,__text) external _kdebug_timestamp
00000001809f6fd4 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00000001809f6ff0 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00000001809f700c (__TEXT,__text) external _kdebug_trace
00000001809f708c (__TEXT,__text) external _kdebug_trace_string
00000001809f6ec4 (__TEXT,__text) external _kdebug_typefilter
0000000182afb320 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00000001809f6fa8 (__TEXT,__text) external _kdebug_using_continuous_time
00000001809e828c (__TEXT,__text) external _kevent
00000001809e82b8 (__TEXT,__text) external _kevent64
00000001809e82e4 (__TEXT,__text) external _kevent_id
00000001809e8310 (__TEXT,__text) external _kevent_qos
00000001809fed34 (__TEXT,__text) external _kext_request
00000001809f69f8 (__TEXT,__text) external _kill
00000001809fdaec (__TEXT,__text) external _kmod_control
00000001809fd87c (__TEXT,__text) external _kmod_create
00000001809fd9cc (__TEXT,__text) external _kmod_destroy
00000001809ffd88 (__TEXT,__text) external _kmod_get_info
00000001809fb4e8 (__TEXT,__text) external _kpersona_alloc
00000001809fb568 (__TEXT,__text) external _kpersona_dealloc
00000001809fb6b8 (__TEXT,__text) external _kpersona_find
00000001809fb79c (__TEXT,__text) external _kpersona_find_by_type
00000001809fb5ac (__TEXT,__text) external _kpersona_get
00000001809fb5ec (__TEXT,__text) external _kpersona_getpath
00000001809fb630 (__TEXT,__text) external _kpersona_info
00000001809fb528 (__TEXT,__text) external _kpersona_palloc
00000001809fb674 (__TEXT,__text) external _kpersona_pidinfo
00000001809e833c (__TEXT,__text) external _kqueue
00000001809e5678 (__TEXT,__text) external _lchown
00000001809e8368 (__TEXT,__text) external _ledger
00000001809e8394 (__TEXT,__text) external _link
00000001809e83c0 (__TEXT,__text) external _linkat
00000001809e83ec (__TEXT,__text) external _lio_listio
00000001809e56a4 (__TEXT,__text) external _listen
00000001809e8418 (__TEXT,__text) external _listxattr
0000000180a0bae8 (__TEXT,__text) external _lock_set_create
0000000180a0bc54 (__TEXT,__text) external _lock_set_destroy
00000001809f0698 (__TEXT,__text) external _log_data_as_kernel
00000001809e56fc (__TEXT,__text) external _lseek
00000001809e8444 (__TEXT,__text) external _lstat
00000001809e8444 (__TEXT,__text) external _lstat64
00000001809e4420 (__TEXT,__text) external _mach_absolute_time
00000001809e44a4 (__TEXT,__text) external _mach_absolute_time_kernel
00000001809efbe4 (__TEXT,__text) external _mach_approximate_time
00000001809efcdc (__TEXT,__text) external _mach_boottime_usec
00000001809eb778 (__TEXT,__text) external _mach_continuous_approximate_time
00000001809eb700 (__TEXT,__text) external _mach_continuous_time
00000001809e44b0 (__TEXT,__text) external _mach_continuous_time_kernel
00000001809ec024 (__TEXT,__text) external _mach_error
0000000182afac38 (__DATA,__common) external _mach_error_full_diag
00000001809ec000 (__TEXT,__text) external _mach_error_string
00000001809ebe74 (__TEXT,__text) non-external _mach_error_string_int
00000001809ebcf8 (__TEXT,__text) external _mach_error_type
0000000180a15134 (__TEXT,__text) external _mach_eventlink_associate
0000000180a14e74 (__TEXT,__text) external _mach_eventlink_create
0000000180a15014 (__TEXT,__text) external _mach_eventlink_destroy
0000000180a1527c (__TEXT,__text) external _mach_eventlink_disassociate
00000001809efe30 (__TEXT,__text) external _mach_eventlink_signal
00000001809efe8c (__TEXT,__text) external _mach_eventlink_signal_wait_until
00000001809efe4c (__TEXT,__text) external _mach_eventlink_wait_until
00000001809e4630 (__TEXT,__text) external _mach_generate_activity_id
00000001809f2b64 (__TEXT,__text) external _mach_get_times
00000001809edd60 (__TEXT,__text) external _mach_host_self
00000001809e9ff8 (__TEXT,__text) external _mach_host_special_port_description
0000000180ad1b60 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00000001809ea058 (__TEXT,__text) external _mach_host_special_port_for_id
0000000182afaa30 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00000001809ec0c0 (__TEXT,__text) external _mach_init
0000000182afb2e8 (__DATA,__bss) non-external _mach_init.mach_init_inited
00000001809ec0f8 (__TEXT,__text) non-external _mach_init_doit
0000000180a07220 (__TEXT,__text) external _mach_make_memory_entry
0000000180a142f4 (__TEXT,__text) external _mach_make_memory_entry_64
0000000180a14bbc (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180a14d3c (__TEXT,__text) external _mach_memory_entry_ownership
0000000180a14a60 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000180a01564 (__TEXT,__text) external _mach_memory_info
00000001809ff788 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000180a00380 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00000001809ec850 (__TEXT,__text) external _mach_msg
00000001809ec744 (__TEXT,__text) external _mach_msg2_internal
00000001809e4660 (__TEXT,__text) external _mach_msg2_trap
00000001809ecb0c (__TEXT,__text) external _mach_msg_destroy
00000001809ecc5c (__TEXT,__text) non-external _mach_msg_destroy_port
00000001809ec874 (__TEXT,__text) external _mach_msg_overwrite
00000001809e45ac (__TEXT,__text) external _mach_msg_overwrite_trap
00000001809ed45c (__TEXT,__text) external _mach_msg_priority_encode
00000001809ed44c (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00000001809ed490 (__TEXT,__text) external _mach_msg_priority_overide_qos
00000001809ed4a0 (__TEXT,__text) external _mach_msg_priority_qos
00000001809ed4b0 (__TEXT,__text) external _mach_msg_priority_relpri
00000001809ecad0 (__TEXT,__text) external _mach_msg_receive
00000001809eca94 (__TEXT,__text) external _mach_msg_send
00000001809ed0c0 (__TEXT,__text) external _mach_msg_server
00000001809ed058 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00000001809ed438 (__TEXT,__text) external _mach_msg_server_importance
00000001809ecd80 (__TEXT,__text) external _mach_msg_server_once
00000001809e45a0 (__TEXT,__text) external _mach_msg_trap
0000000180a080c0 (__TEXT,__text) external _mach_notify_dead_name
0000000180a07ffc (__TEXT,__text) external _mach_notify_no_senders
0000000180a07f20 (__TEXT,__text) external _mach_notify_port_deleted
0000000180a07f88 (__TEXT,__text) external _mach_notify_port_destroyed
0000000180a08064 (__TEXT,__text) external _mach_notify_send_once
00000001809fa2a4 (__TEXT,__text) external _mach_port_allocate
00000001809fa628 (__TEXT,__text) external _mach_port_allocate_full
00000001809fa2a0 (__TEXT,__text) external _mach_port_allocate_name
00000001809fa624 (__TEXT,__text) external _mach_port_allocate_qos
00000001809fac34 (__TEXT,__text) external _mach_port_assert_attributes
00000001809faa4c (__TEXT,__text) external _mach_port_construct
00000001809fa318 (__TEXT,__text) external _mach_port_deallocate
00000001809fa314 (__TEXT,__text) external _mach_port_destroy
00000001809fa6e4 (__TEXT,__text) external _mach_port_destruct
00000001809fa8d8 (__TEXT,__text) external _mach_port_dnrequest_info
00000001809fa990 (__TEXT,__text) external _mach_port_extract_member
00000001809fa58c (__TEXT,__text) external _mach_port_extract_right
00000001809fa594 (__TEXT,__text) external _mach_port_get_attributes
00000001809faa00 (__TEXT,__text) external _mach_port_get_context
00000001809fa374 (__TEXT,__text) external _mach_port_get_refs
00000001809fac30 (__TEXT,__text) external _mach_port_get_service_port_info
00000001809fa3f8 (__TEXT,__text) external _mach_port_get_set_status
00000001809fa630 (__TEXT,__text) external _mach_port_get_srights
00000001809faac4 (__TEXT,__text) external _mach_port_guard
00000001809fac24 (__TEXT,__text) external _mach_port_guard_with_flags
00000001809fa920 (__TEXT,__text) external _mach_port_insert_member
00000001809fa514 (__TEXT,__text) external _mach_port_insert_right
00000001809fac2c (__TEXT,__text) external _mach_port_is_connection_for_service
00000001809fa8dc (__TEXT,__text) external _mach_port_kernel_object
00000001809faa44 (__TEXT,__text) external _mach_port_kobject
00000001809faa48 (__TEXT,__text) external _mach_port_kobject_description
00000001809fa378 (__TEXT,__text) external _mach_port_mod_refs
00000001809fa3fc (__TEXT,__text) external _mach_port_move_member
00000001809fa228 (__TEXT,__text) external _mach_port_names
00000001809fa3f0 (__TEXT,__text) external _mach_port_peek
00000001809fa29c (__TEXT,__text) external _mach_port_rename
00000001809fa46c (__TEXT,__text) external _mach_port_request_notification
00000001809fa620 (__TEXT,__text) external _mach_port_set_attributes
00000001809faa40 (__TEXT,__text) external _mach_port_set_context
00000001809fa3f4 (__TEXT,__text) external _mach_port_set_mscount
00000001809fa590 (__TEXT,__text) external _mach_port_set_seqno
00000001809fa638 (__TEXT,__text) external _mach_port_space_basic_info
00000001809fa634 (__TEXT,__text) external _mach_port_space_info
00000001809fac28 (__TEXT,__text) external _mach_port_swap_guard
00000001809fa22c (__TEXT,__text) external _mach_port_type
00000001809fab3c (__TEXT,__text) external _mach_port_unguard
0000000180a0a628 (__TEXT,__text) external _mach_ports_lookup
0000000180a0a4f4 (__TEXT,__text) external _mach_ports_register
00000001809e4570 (__TEXT,__text) external _mach_reply_port
00000001809eddf4 (__TEXT,__text) external _mach_right_recv_construct
00000001809edeb8 (__TEXT,__text) external _mach_right_recv_destruct
00000001809edf50 (__TEXT,__text) external _mach_right_send_create
00000001809ee144 (__TEXT,__text) external _mach_right_send_once_consume
00000001809ee0d8 (__TEXT,__text) external _mach_right_send_once_create
00000001809ee02c (__TEXT,__text) external _mach_right_send_release
00000001809edfb8 (__TEXT,__text) external _mach_right_send_retain
00000001809fa7b8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00000001809fa864 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00000001809efcec (__TEXT,__text) external _mach_task_is_self
00000001809edd64 (__TEXT,__text) external _mach_task_self
0000000182afb2d0 (__DATA,__common) external _mach_task_self_
00000001809ea018 (__TEXT,__text) external _mach_task_special_port_description
0000000180ad1c78 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000001809ea120 (__TEXT,__text) external _mach_task_special_port_for_id
0000000182afab28 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00000001809edd68 (__TEXT,__text) external _mach_thread_self
00000001809ea038 (__TEXT,__text) external _mach_thread_special_port_description
0000000180ad1cd8 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000001809ea130 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000182afab88 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00000001809f6e6c (__TEXT,__text) external _mach_timebase_info
0000000182afb314 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00000001809e4720 (__TEXT,__text) external _mach_timebase_info_trap
00000001809fac38 (__TEXT,__text) external _mach_vm_allocate
0000000180a066c0 (__TEXT,__text) external _mach_vm_behavior_set
0000000180a06328 (__TEXT,__text) external _mach_vm_copy
00000001809facec (__TEXT,__text) external _mach_vm_deallocate
0000000180a07a0c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000180a07b2c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000180a07c4c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000180a05db4 (__TEXT,__text) external _mach_vm_inherit
0000000180a06978 (__TEXT,__text) external _mach_vm_machine_attribute
00000001809fae68 (__TEXT,__text) external _mach_vm_map
0000000180a0659c (__TEXT,__text) external _mach_vm_msync
0000000180a07518 (__TEXT,__text) external _mach_vm_page_info
0000000180a06c6c (__TEXT,__text) external _mach_vm_page_query
0000000180a07704 (__TEXT,__text) external _mach_vm_page_range_query
00000001809fad94 (__TEXT,__text) external _mach_vm_protect
00000001809fb380 (__TEXT,__text) external _mach_vm_purgable_control
0000000180a07d6c (__TEXT,__text) external _mach_vm_range_create
00000001809fb0dc (__TEXT,__text) external _mach_vm_read
0000000180a06064 (__TEXT,__text) external _mach_vm_read_list
0000000180a06448 (__TEXT,__text) external _mach_vm_read_overwrite
00000001809ee558 (__TEXT,__text) external _mach_vm_reclaim_is_available
00000001809ee57c (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00000001809ee2bc (__TEXT,__text) external _mach_vm_reclaim_mark_free
00000001809ee434 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00000001809ee1f4 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00000001809ee5a0 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00000001809ee544 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180a06ff0 (__TEXT,__text) external _mach_vm_region
0000000180a06dd4 (__TEXT,__text) external _mach_vm_region_recurse
00000001809fafa4 (__TEXT,__text) external _mach_vm_remap
00000001809fb040 (__TEXT,__text) external _mach_vm_remap_new
00000001809fe67c (__TEXT,__text) external _mach_vm_wire
0000000180a061ec (__TEXT,__text) external _mach_vm_write
0000000180a15aa0 (__TEXT,__text) external _mach_voucher_attr_command
00000001809ed43c (__TEXT,__text) external _mach_voucher_deallocate
0000000180a15d04 (__TEXT,__text) external _mach_voucher_debug_info
0000000180a15848 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
0000000180a153a8 (__TEXT,__text) external _mach_voucher_extract_attr_content
00000001809fabac (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00000001809e46f0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00000001809e472c (__TEXT,__text) external _mach_wait_until
0000000180a00e08 (__TEXT,__text) external _mach_zone_force_gc
0000000180a01d54 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180a01bc0 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000180a00c38 (__TEXT,__text) external _mach_zone_info
0000000180a01a10 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000180a0189c (__TEXT,__text) external _mach_zone_info_for_zone
00000001809e46a8 (__TEXT,__text) external _macx_backing_store_recovery
00000001809e469c (__TEXT,__text) external _macx_backing_store_suspend
00000001809e4678 (__TEXT,__text) external _macx_swapoff
00000001809e466c (__TEXT,__text) external _macx_swapon
00000001809e4690 (__TEXT,__text) external _macx_triggers
00000001809e8470 (__TEXT,__text) external _madvise
00000001809e9818 (__TEXT,__text) non-external (was a private external) _malloc
00000001809e994c (__TEXT,__text) non-external _malloc_type_malloc
00000001809e99f4 (__TEXT,__text) non-external _malloc_type_realloc
0000000182afb2f0 (__DATA,__bss) non-external _master_host_port
00000001809e9ac0 (__TEXT,__text) non-external _memcpy
00000001809e849c (__TEXT,__text) external _memorystatus_control
00000001809e84c8 (__TEXT,__text) external _memorystatus_get_level
00000001809ed4c8 (__TEXT,__text) external _mig_allocate
00000001809ed71c (__TEXT,__text) external _mig_dealloc_reply_port
00000001809fa678 (__TEXT,__text) external _mig_dealloc_special_reply_port
00000001809ed524 (__TEXT,__text) external _mig_deallocate
00000001809ed688 (__TEXT,__text) external _mig_get_reply_port
00000001809fa63c (__TEXT,__text) external _mig_get_special_reply_port
00000001809ed794 (__TEXT,__text) external _mig_put_reply_port
00000001809ed654 (__TEXT,__text) external _mig_reply_setup
00000001809ed798 (__TEXT,__text) external _mig_strncpy
00000001809ed7e0 (__TEXT,__text) external _mig_strncpy_zerofill
00000001809e84f4 (__TEXT,__text) external _mincore
00000001809e8520 (__TEXT,__text) external _minherit
00000001809e4750 (__TEXT,__text) external _mk_timer_arm
00000001809e4768 (__TEXT,__text) external _mk_timer_arm_leeway
00000001809e475c (__TEXT,__text) external _mk_timer_cancel
00000001809e4738 (__TEXT,__text) external _mk_timer_create
00000001809e4744 (__TEXT,__text) external _mk_timer_destroy
00000001809e854c (__TEXT,__text) external _mkdir
00000001809e8578 (__TEXT,__text) external _mkdirat
00000001809e85a4 (__TEXT,__text) external _mkfifo
