000000018244b868 (__DATA,__data) external _NDR_record
0000000180427238 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180427328 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180426990 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180426a08 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000180426670 (__DATA_CONST,__const) non-external _err_os_sub
0000000180426710 (__DATA_CONST,__const) non-external _err_server_sub
0000000180385a10 (__TEXT,__const) non-external _err_us_sub
000000018244b8f0 (__DATA,__common) external _errno
00000001803811f0 (__TEXT,__text) external _etap_trace_thread
000000018036d030 (__TEXT,__text) external _exc_server
000000018036d000 (__TEXT,__text) external _exc_server_routine
000000018036c48c (__TEXT,__text) external _exception_raise
000000018036c5fc (__TEXT,__text) external _exception_raise_state
000000018036c82c (__TEXT,__text) external _exception_raise_state_identity
0000000180358a34 (__TEXT,__text) external _exchangedata
0000000180363054 (__TEXT,__text) external _execve
0000000180358a60 (__TEXT,__text) external _faccessat
0000000180358a8c (__TEXT,__text) external _fchdir
0000000180358ab8 (__TEXT,__text) external _fchflags
0000000180360e6c (__TEXT,__text) external _fchmod
0000000180358ae4 (__TEXT,__text) external _fchmodat
0000000180358b10 (__TEXT,__text) external _fchown
0000000180358b3c (__TEXT,__text) external _fchownat
0000000180358b68 (__TEXT,__text) external _fclonefileat
0000000180363710 (__TEXT,__text) external _fcntl
00000001803633ac (__TEXT,__text) external _fcntl$NOCANCEL
0000000180358b94 (__TEXT,__text) external _fdatasync
0000000180358bc0 (__TEXT,__text) external _ffsctl
0000000180358bec (__TEXT,__text) external _fgetattrlist
0000000180358c18 (__TEXT,__text) external _fgetxattr
0000000180358c44 (__TEXT,__text) external _fhopen
0000000180358c70 (__TEXT,__text) external _fileport_makefd
0000000180358c9c (__TEXT,__text) external _fileport_makeport
0000000180358cc8 (__TEXT,__text) external _flistxattr
0000000180358cf4 (__TEXT,__text) external _flock
0000000180358d20 (__TEXT,__text) external _fmount
0000000180358d4c (__TEXT,__text) external _fpathconf
000000018035ca0c (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000180358d78 (__TEXT,__text) external _freadlink
0000000180358da4 (__TEXT,__text) external _fremovexattr
000000018036738c (__TEXT,__text) external _fs_snapshot_create
00000001803673dc (__TEXT,__text) external _fs_snapshot_delete
00000001803673a8 (__TEXT,__text) external _fs_snapshot_list
000000018036744c (__TEXT,__text) external _fs_snapshot_mount
00000001803673f8 (__TEXT,__text) external _fs_snapshot_rename
0000000180367414 (__TEXT,__text) external _fs_snapshot_revert
0000000180367430 (__TEXT,__text) external _fs_snapshot_root
0000000180358dd0 (__TEXT,__text) external _fsctl
0000000180358dfc (__TEXT,__text) external _fsetattrlist
0000000180358e28 (__TEXT,__text) external _fsetxattr
0000000180358e54 (__TEXT,__text) external _fsgetpath
0000000180358e80 (__TEXT,__text) external _fsgetpath_ext
0000000180358eac (__TEXT,__text) external _fstat
0000000180358eac (__TEXT,__text) external _fstat64
0000000180358ed8 (__TEXT,__text) external _fstatat
0000000180358ed8 (__TEXT,__text) external _fstatat64
0000000180358f04 (__TEXT,__text) external _fstatfs
0000000180358f04 (__TEXT,__text) external _fstatfs64
0000000180358f30 (__TEXT,__text) external _fsync
00000001803564ac (__TEXT,__text) external _fsync$NOCANCEL
0000000180358f5c (__TEXT,__text) external _ftruncate
0000000180360694 (__TEXT,__text) external _futimens
0000000180358f88 (__TEXT,__text) external _futimes
000000018244b870 (__DATA,__crash_info) non-external _gCRAnnotations
00000001803564d8 (__TEXT,__text) external _getattrlist
0000000180358fb4 (__TEXT,__text) external _getattrlistat
0000000180358fe0 (__TEXT,__text) external _getattrlistbulk
000000018036b920 (__TEXT,__text) external _getaudit
000000018035900c (__TEXT,__text) external _getaudit_addr
0000000180359038 (__TEXT,__text) external _getauid
0000000180359064 (__TEXT,__text) external _getdirentries
0000000180359090 (__TEXT,__text) external _getdirentriesattr
00000001803590bc (__TEXT,__text) external _getdtablesize
00000001803590e8 (__TEXT,__text) external _getegid
0000000180359114 (__TEXT,__text) external _getentropy
0000000180359140 (__TEXT,__text) external _geteuid
000000018035916c (__TEXT,__text) external _getfh
0000000180359198 (__TEXT,__text) external _getfsstat
0000000180359198 (__TEXT,__text) external _getfsstat64
00000001803591c4 (__TEXT,__text) external _getgid
00000001803591f0 (__TEXT,__text) external _getgroups
00000001803603c4 (__TEXT,__text) external _gethostuuid
000000018035e46c (__TEXT,__text) external _getiopolicy_np
000000018035921c (__TEXT,__text) external _getitimer
0000000180356588 (__TEXT,__text) external _getpeername
0000000180359248 (__TEXT,__text) external _getpgid
0000000180359274 (__TEXT,__text) external _getpgrp
00000001803565b4 (__TEXT,__text) external _getpid
00000001803592a0 (__TEXT,__text) external _getppid
00000001803592cc (__TEXT,__text) external _getpriority
00000001803638a0 (__TEXT,__text) external _getrlimit
00000001803592f8 (__TEXT,__text) external _getrusage
0000000180356630 (__TEXT,__text) external _getsgroups_np
0000000180359324 (__TEXT,__text) external _getsid
000000018035665c (__TEXT,__text) external _getsockname
0000000180359350 (__TEXT,__text) external _getsockopt
000000018035937c (__TEXT,__text) external _getuid
0000000180356710 (__TEXT,__text) external _getwgroups_np
00000001803593a8 (__TEXT,__text) external _getxattr
00000001803593d4 (__TEXT,__text) external _grab_pgo_data
0000000180359400 (__TEXT,__text) external _graftdmg
000000018035942c (__TEXT,__text) external _guarded_close_np
0000000180359458 (__TEXT,__text) external _guarded_kqueue_np
000000018035ca88 (__TEXT,__text) external _guarded_open_dprotected_np
000000018036bcbc (__TEXT,__text) external _guarded_open_np
0000000180359484 (__TEXT,__text) external _guarded_pwrite_np
00000001803594b0 (__TEXT,__text) external _guarded_write_np
00000001803594dc (__TEXT,__text) external _guarded_writev_np
0000000180389148 (__TEXT,__cstring) non-external _hex
000000018035cad8 (__TEXT,__text) external _host_check_multiuser_mode
000000018035cae0 (__TEXT,__text) external _host_create_mach_voucher
00000001803559e4 (__TEXT,__text) external _host_create_mach_voucher_trap
000000018036d554 (__TEXT,__text) external _host_default_memory_manager
000000018036ef8c (__TEXT,__text) external _host_get_UNDServer
000000018035cab8 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000018036d0b8 (__TEXT,__text) external _host_get_boot_info
000000018036dc28 (__TEXT,__text) external _host_get_clock_control
000000018036fed8 (__TEXT,__text) external _host_get_clock_service
000000018036e56c (__TEXT,__text) external _host_get_exception_ports
000000018036fd80 (__TEXT,__text) external _host_get_io_main
000000018035cb58 (__TEXT,__text) external _host_get_io_master
000000018035cad0 (__TEXT,__text) external _host_get_multiuser_config_flags
000000018036e1a0 (__TEXT,__text) external _host_get_special_port
000000018036f5a8 (__TEXT,__text) external _host_info
000000018036f780 (__TEXT,__text) external _host_kernel_version
0000000180370a94 (__TEXT,__text) external _host_lockgroup_info
000000018035cf2c (__TEXT,__text) external _host_page_size
000000018036d37c (__TEXT,__text) external _host_priv_statistics
000000018036fbec (__TEXT,__text) external _host_processor_info
000000018036ecf8 (__TEXT,__text) external _host_processor_set_priv
000000018036eb84 (__TEXT,__text) external _host_processor_sets
000000018036dab4 (__TEXT,__text) external _host_processors
000000018036d260 (__TEXT,__text) external _host_reboot
0000000180371260 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00000001803713ec (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000180370964 (__TEXT,__text) external _host_request_notification
000000018036f2c4 (__TEXT,__text) external _host_security_create_task_token
000000018036f464 (__TEXT,__text) external _host_security_set_task_token
000000018035e2b0 (__TEXT,__text) external _host_self
0000000180355894 (__TEXT,__text) external _host_self_trap
000000018036ee6c (__TEXT,__text) external _host_set_UNDServer
0000000180371570 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000018036e438 (__TEXT,__text) external _host_set_exception_ports
0000000180371894 (__TEXT,__text) external _host_set_multiuser_config_flags
000000018036e308 (__TEXT,__text) external _host_set_special_port
000000018037078c (__TEXT,__text) external _host_statistics
0000000180370c18 (__TEXT,__text) external _host_statistics64
000000018036e7d4 (__TEXT,__text) external _host_swap_exception_ports
00000001803701b4 (__TEXT,__text) external _host_virtual_physical_table_info
000000018244b848 (__DATA,__data) external _important_boost_assertion_token
0000000182489ba8 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
000000018244b838 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000018244b830 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000018244b828 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000180363920 (__TEXT,__text) external _ioctl
0000000180359508 (__TEXT,__text) external _issetugid
000000018244bf78 (__DATA,__bss) non-external _kAccountingThreshold
0000000180359534 (__TEXT,__text) external _kas_info
0000000180367658 (__TEXT,__text) external _kdebug_is_enabled
0000000180367844 (__TEXT,__text) external _kdebug_signpost
0000000180367910 (__TEXT,__text) external _kdebug_signpost_end
000000018036784c (__TEXT,__text) non-external _kdebug_signpost_internal
0000000180367900 (__TEXT,__text) external _kdebug_signpost_start
00000001803676cc (__TEXT,__text) external _kdebug_timestamp
00000001803676e4 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180367700 (__TEXT,__text) external _kdebug_timestamp_from_continuous
000000018036771c (__TEXT,__text) external _kdebug_trace
000000018036779c (__TEXT,__text) external _kdebug_trace_string
00000001803675d4 (__TEXT,__text) external _kdebug_typefilter
000000018244bfa0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00000001803676b8 (__TEXT,__text) external _kdebug_using_continuous_time
0000000180359560 (__TEXT,__text) external _kevent
000000018035958c (__TEXT,__text) external _kevent64
00000001803595b8 (__TEXT,__text) external _kevent_id
00000001803595e4 (__TEXT,__text) external _kevent_qos
000000018036f0e4 (__TEXT,__text) external _kext_request
0000000180367144 (__TEXT,__text) external _kill
000000018036dff8 (__TEXT,__text) external _kmod_control
000000018036dd90 (__TEXT,__text) external _kmod_create
000000018036dedc (__TEXT,__text) external _kmod_destroy
0000000180370040 (__TEXT,__text) external _kmod_get_info
000000018036b9f4 (__TEXT,__text) external _kpersona_alloc
000000018036ba74 (__TEXT,__text) external _kpersona_dealloc
000000018036bbc4 (__TEXT,__text) external _kpersona_find
000000018036bc58 (__TEXT,__text) external _kpersona_find_by_type
000000018036bab8 (__TEXT,__text) external _kpersona_get
000000018036baf8 (__TEXT,__text) external _kpersona_getpath
000000018036bb3c (__TEXT,__text) external _kpersona_info
000000018036ba34 (__TEXT,__text) external _kpersona_palloc
000000018036bb80 (__TEXT,__text) external _kpersona_pidinfo
0000000180359610 (__TEXT,__text) external _kqueue
000000018035694c (__TEXT,__text) external _lchown
000000018035963c (__TEXT,__text) external _ledger
0000000180359668 (__TEXT,__text) external _link
0000000180359694 (__TEXT,__text) external _linkat
00000001803596c0 (__TEXT,__text) external _lio_listio
0000000180356978 (__TEXT,__text) external _listen
00000001803596ec (__TEXT,__text) external _listxattr
000000018037b418 (__TEXT,__text) external _lock_set_create
000000018037b580 (__TEXT,__text) external _lock_set_destroy
0000000180360e68 (__TEXT,__text) external _log_data_as_kernel
00000001803569d0 (__TEXT,__text) external _lseek
0000000180359718 (__TEXT,__text) external _lstat
0000000180359718 (__TEXT,__text) external _lstat64
0000000180355720 (__TEXT,__text) external _mach_absolute_time
00000001803557a4 (__TEXT,__text) external _mach_absolute_time_kernel
00000001803603a8 (__TEXT,__text) external _mach_approximate_time
00000001803604a0 (__TEXT,__text) external _mach_boottime_usec
000000018035c958 (__TEXT,__text) external _mach_continuous_approximate_time
000000018035c8e4 (__TEXT,__text) external _mach_continuous_time
00000001803557b0 (__TEXT,__text) external _mach_continuous_time_kernel
000000018035cea8 (__TEXT,__text) external _mach_error
000000018244b8b8 (__DATA,__common) external _mach_error_full_diag
000000018035ce84 (__TEXT,__text) external _mach_error_string
000000018035cce4 (__TEXT,__text) non-external _mach_error_string_int
000000018035cb5c (__TEXT,__text) external _mach_error_type
000000018038429c (__TEXT,__text) external _mach_eventlink_associate
0000000180383ff0 (__TEXT,__text) external _mach_eventlink_create
0000000180384184 (__TEXT,__text) external _mach_eventlink_destroy
00000001803843e0 (__TEXT,__text) external _mach_eventlink_disassociate
00000001803605f8 (__TEXT,__text) external _mach_eventlink_signal
0000000180360654 (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000180360614 (__TEXT,__text) external _mach_eventlink_wait_until
0000000180355930 (__TEXT,__text) external _mach_generate_activity_id
000000018036353c (__TEXT,__text) external _mach_get_times
000000018035e6b4 (__TEXT,__text) external _mach_host_self
000000018035b140 (__TEXT,__text) external _mach_host_special_port_description
00000001804264e0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
000000018035b1a0 (__TEXT,__text) external _mach_host_special_port_for_id
000000018244b6b0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
000000018035cf40 (__TEXT,__text) external _mach_init
000000018244bf68 (__DATA,__bss) non-external _mach_init.mach_init_inited
000000018035cf78 (__TEXT,__text) non-external _mach_init_doit
00000001803770fc (__TEXT,__text) external _mach_make_memory_entry
00000001803834f8 (__TEXT,__text) external _mach_make_memory_entry_64
0000000180383d48 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180383ebc (__TEXT,__text) external _mach_memory_entry_ownership
0000000180383bf0 (__TEXT,__text) external _mach_memory_entry_purgable_control
000000018037168c (__TEXT,__text) external _mach_memory_info
000000018036fa60 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000180370600 (__TEXT,__text) external _mach_memory_object_memory_entry_64
000000018035d144 (__TEXT,__text) external _mach_msg
000000018035d038 (__TEXT,__text) external _mach_msg2_internal
0000000180355960 (__TEXT,__text) external _mach_msg2_trap
000000018035d428 (__TEXT,__text) external _mach_msg_destroy
000000018035d584 (__TEXT,__text) non-external _mach_msg_destroy_port
000000018035d168 (__TEXT,__text) external _mach_msg_overwrite
00000001803558ac (__TEXT,__text) external _mach_msg_overwrite_trap
000000018035dd9c (__TEXT,__text) external _mach_msg_priority_encode
000000018035dd8c (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
000000018035ddd0 (__TEXT,__text) external _mach_msg_priority_overide_qos
000000018035dde0 (__TEXT,__text) external _mach_msg_priority_qos
000000018035ddf0 (__TEXT,__text) external _mach_msg_priority_relpri
000000018035d3ec (__TEXT,__text) external _mach_msg_receive
000000018035d3b0 (__TEXT,__text) external _mach_msg_send
000000018035d9e4 (__TEXT,__text) external _mach_msg_server
000000018035d97c (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
000000018035dd78 (__TEXT,__text) external _mach_msg_server_importance
000000018035d6a8 (__TEXT,__text) external _mach_msg_server_once
00000001803558a0 (__TEXT,__text) external _mach_msg_trap
0000000180377dac (__TEXT,__text) external _mach_notify_dead_name
0000000180377cf4 (__TEXT,__text) external _mach_notify_no_senders
0000000180377c28 (__TEXT,__text) external _mach_notify_port_deleted
0000000180377c8c (__TEXT,__text) external _mach_notify_port_destroyed
0000000180377d58 (__TEXT,__text) external _mach_notify_send_once
000000018036a7d8 (__TEXT,__text) external _mach_port_allocate
000000018036ab5c (__TEXT,__text) external _mach_port_allocate_full
000000018036a7d4 (__TEXT,__text) external _mach_port_allocate_name
000000018036ab58 (__TEXT,__text) external _mach_port_allocate_qos
000000018036b160 (__TEXT,__text) external _mach_port_assert_attributes
000000018036af78 (__TEXT,__text) external _mach_port_construct
000000018036a84c (__TEXT,__text) external _mach_port_deallocate
000000018036a848 (__TEXT,__text) external _mach_port_destroy
000000018036ac18 (__TEXT,__text) external _mach_port_destruct
000000018036ae0c (__TEXT,__text) external _mach_port_dnrequest_info
000000018036aec0 (__TEXT,__text) external _mach_port_extract_member
000000018036aac0 (__TEXT,__text) external _mach_port_extract_right
000000018036aac8 (__TEXT,__text) external _mach_port_get_attributes
000000018036af30 (__TEXT,__text) external _mach_port_get_context
000000018036a8a8 (__TEXT,__text) external _mach_port_get_refs
000000018036b15c (__TEXT,__text) external _mach_port_get_service_port_info
000000018036a92c (__TEXT,__text) external _mach_port_get_set_status
000000018036ab64 (__TEXT,__text) external _mach_port_get_srights
000000018036aff0 (__TEXT,__text) external _mach_port_guard
000000018036b150 (__TEXT,__text) external _mach_port_guard_with_flags
000000018036ae50 (__TEXT,__text) external _mach_port_insert_member
000000018036aa48 (__TEXT,__text) external _mach_port_insert_right
000000018036b158 (__TEXT,__text) external _mach_port_is_connection_for_service
000000018036ae10 (__TEXT,__text) external _mach_port_kernel_object
000000018036af70 (__TEXT,__text) external _mach_port_kobject
000000018036af74 (__TEXT,__text) external _mach_port_kobject_description
000000018036a8ac (__TEXT,__text) external _mach_port_mod_refs
000000018036a930 (__TEXT,__text) external _mach_port_move_member
000000018036a75c (__TEXT,__text) external _mach_port_names
000000018036a924 (__TEXT,__text) external _mach_port_peek
000000018036a7d0 (__TEXT,__text) external _mach_port_rename
000000018036a9a0 (__TEXT,__text) external _mach_port_request_notification
000000018036ab54 (__TEXT,__text) external _mach_port_set_attributes
000000018036af6c (__TEXT,__text) external _mach_port_set_context
000000018036a928 (__TEXT,__text) external _mach_port_set_mscount
000000018036aac4 (__TEXT,__text) external _mach_port_set_seqno
000000018036ab6c (__TEXT,__text) external _mach_port_space_basic_info
000000018036ab68 (__TEXT,__text) external _mach_port_space_info
000000018036b154 (__TEXT,__text) external _mach_port_swap_guard
000000018036a760 (__TEXT,__text) external _mach_port_type
000000018036b068 (__TEXT,__text) external _mach_port_unguard
000000018037a1a8 (__TEXT,__text) external _mach_ports_lookup
000000018037a074 (__TEXT,__text) external _mach_ports_register
0000000180355870 (__TEXT,__text) external _mach_reply_port
000000018035e748 (__TEXT,__text) external _mach_right_recv_construct
000000018035e810 (__TEXT,__text) external _mach_right_recv_destruct
000000018035e8a8 (__TEXT,__text) external _mach_right_send_create
000000018035eaa0 (__TEXT,__text) external _mach_right_send_once_consume
000000018035ea30 (__TEXT,__text) external _mach_right_send_once_create
000000018035e984 (__TEXT,__text) external _mach_right_send_release
000000018035e910 (__TEXT,__text) external _mach_right_send_retain
000000018036acec (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000018036ad98 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00000001803604b0 (__TEXT,__text) external _mach_task_is_self
000000018035e6b8 (__TEXT,__text) external _mach_task_self
000000018244bf50 (__DATA,__common) external _mach_task_self_
000000018035b160 (__TEXT,__text) external _mach_task_special_port_description
00000001804265f0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
000000018035b268 (__TEXT,__text) external _mach_task_special_port_for_id
000000018244b7a8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
000000018035e6bc (__TEXT,__text) external _mach_thread_self
000000018035b180 (__TEXT,__text) external _mach_thread_special_port_description
0000000180426650 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
000000018035b278 (__TEXT,__text) external _mach_thread_special_port_for_id
000000018244b808 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
000000018036757c (__TEXT,__text) external _mach_timebase_info
000000018244bf94 (__DATA,__bss) non-external _mach_timebase_info.cached_info
0000000180355a14 (__TEXT,__text) external _mach_timebase_info_trap
000000018036b164 (__TEXT,__text) external _mach_vm_allocate
00000001803765d0 (__TEXT,__text) external _mach_vm_behavior_set
0000000180376238 (__TEXT,__text) external _mach_vm_copy
000000018036b214 (__TEXT,__text) external _mach_vm_deallocate
00000001803778d0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00000001803779f0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000180377b0c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000180375cc8 (__TEXT,__text) external _mach_vm_inherit
0000000180376884 (__TEXT,__text) external _mach_vm_machine_attribute
000000018036b390 (__TEXT,__text) external _mach_vm_map
00000001803764ac (__TEXT,__text) external _mach_vm_msync
00000001803773f0 (__TEXT,__text) external _mach_vm_page_info
0000000180376b74 (__TEXT,__text) external _mach_vm_page_query
00000001803775cc (__TEXT,__text) external _mach_vm_page_range_query
000000018036b2bc (__TEXT,__text) external _mach_vm_protect
000000018036b8a4 (__TEXT,__text) external _mach_vm_purgable_control
000000018036b600 (__TEXT,__text) external _mach_vm_read
0000000180375f74 (__TEXT,__text) external _mach_vm_read_list
0000000180376358 (__TEXT,__text) external _mach_vm_read_overwrite
000000018035ee84 (__TEXT,__text) external _mach_vm_reclaim_is_available
000000018035ec1c (__TEXT,__text) external _mach_vm_reclaim_mark_free
000000018035ed60 (__TEXT,__text) external _mach_vm_reclaim_mark_used
000000018035eb50 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
000000018035eea4 (__TEXT,__text) external _mach_vm_reclaim_synchronize
000000018035ee70 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180376ee4 (__TEXT,__text) external _mach_vm_region
0000000180376cd4 (__TEXT,__text) external _mach_vm_region_recurse
000000018036b4c8 (__TEXT,__text) external _mach_vm_remap
000000018036b564 (__TEXT,__text) external _mach_vm_remap_new
000000018036ea50 (__TEXT,__text) external _mach_vm_wire
00000001803760fc (__TEXT,__text) external _mach_vm_write
0000000180384aa8 (__TEXT,__text) external _mach_voucher_attr_command
000000018035dd7c (__TEXT,__text) external _mach_voucher_deallocate
0000000180384cb8 (__TEXT,__text) external _mach_voucher_debug_info
00000001803848c0 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
0000000180384508 (__TEXT,__text) external _mach_voucher_extract_attr_content
000000018036b0d8 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00000001803559f0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000180355a20 (__TEXT,__text) external _mach_wait_until
0000000180370fb0 (__TEXT,__text) external _mach_zone_force_gc
0000000180371e28 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180371ca4 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000180370df0 (__TEXT,__text) external _mach_zone_info
0000000180371b24 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00000001803719b0 (__TEXT,__text) external _mach_zone_info_for_zone
00000001803559a8 (__TEXT,__text) external _macx_backing_store_recovery
000000018035599c (__TEXT,__text) external _macx_backing_store_suspend
0000000180355978 (__TEXT,__text) external _macx_swapoff
000000018035596c (__TEXT,__text) external _macx_swapon
0000000180355990 (__TEXT,__text) external _macx_triggers
0000000180359744 (__TEXT,__text) external _madvise
000000018035aac0 (__TEXT,__text) non-external (was a private external) _malloc
000000018244bf70 (__DATA,__bss) non-external _master_host_port
000000018035ac04 (__TEXT,__text) non-external _memcpy
0000000180359770 (__TEXT,__text) external _memorystatus_control
000000018035979c (__TEXT,__text) external _memorystatus_get_level
000000018035de08 (__TEXT,__text) external _mig_allocate
000000018035e064 (__TEXT,__text) external _mig_dealloc_reply_port
000000018036abac (__TEXT,__text) external _mig_dealloc_special_reply_port
000000018035de64 (__TEXT,__text) external _mig_deallocate
000000018035dfcc (__TEXT,__text) external _mig_get_reply_port
000000018036ab70 (__TEXT,__text) external _mig_get_special_reply_port
000000018035e0dc (__TEXT,__text) external _mig_put_reply_port
000000018035df98 (__TEXT,__text) external _mig_reply_setup
000000018035e0e0 (__TEXT,__text) external _mig_strncpy
000000018035e128 (__TEXT,__text) external _mig_strncpy_zerofill
00000001803597c8 (__TEXT,__text) external _mincore
00000001803597f4 (__TEXT,__text) external _minherit
0000000180355a44 (__TEXT,__text) external _mk_timer_arm
0000000180355a5c (__TEXT,__text) external _mk_timer_arm_leeway
0000000180355a50 (__TEXT,__text) external _mk_timer_cancel
0000000180355a2c (__TEXT,__text) external _mk_timer_create
0000000180355a38 (__TEXT,__text) external _mk_timer_destroy
0000000180359820 (__TEXT,__text) external _mkdir
000000018035984c (__TEXT,__text) external _mkdirat
0000000180359878 (__TEXT,__text) external _mkfifo
00000001803598a4 (__TEXT,__text) external _mkfifoat
00000001803598d0 (__TEXT,__text) external _mknod
00000001803598fc (__TEXT,__text) external _mknodat
0000000180359928 (__TEXT,__text) external _mlock
0000000180359954 (__TEXT,__text) external _mlockall
00000001803672a8 (__TEXT,__text) external _mmap
0000000180359980 (__TEXT,__text) external _mount
0000000180356e74 (__TEXT,__text) external _mprotect
00000001803599ac (__TEXT,__text) external _mremap_encrypted
000000018035e29c (__TEXT,__text) external _msg_receive
000000018035e28c (__TEXT,__text) external _msg_rpc
000000018035e294 (__TEXT,__text) external _msg_send
0000000180356ea0 (__TEXT,__text) external _msgctl
00000001803599d8 (__TEXT,__text) external _msgget
0000000180359a04 (__TEXT,__text) external _msgrcv
0000000180356ecc (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180359a30 (__TEXT,__text) external _msgsnd
0000000180356ef8 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180355d24 (__TEXT,__text) external _msgsys
0000000180356f50 (__TEXT,__text) external _msync
0000000180356f7c (__TEXT,__text) external _msync$NOCANCEL
0000000180359a5c (__TEXT,__text) external _munlock
0000000180359a88 (__TEXT,__text) external _munlockall
000000018036bd18 (__TEXT,__text) external _munmap
0000000180359ab4 (__TEXT,__text) external _necp_client_action
0000000180359ae0 (__TEXT,__text) external _necp_match_policy
0000000180359b0c (__TEXT,__text) external _necp_open
0000000180359b38 (__TEXT,__text) external _necp_session_action
0000000180359b64 (__TEXT,__text) external _necp_session_open
0000000180359b90 (__TEXT,__text) external _net_qos_guideline
0000000180359bbc (__TEXT,__text) external _netagent_trigger
000000018037958c (__TEXT,__text) external _netname_check_in
0000000180379958 (__TEXT,__text) external _netname_check_out
000000018037971c (__TEXT,__text) external _netname_look_up
0000000180379ae4 (__TEXT,__text) external _netname_version
0000000180360504 (__TEXT,__text) external _nfsclnt
0000000180359be8 (__TEXT,__text) external _nfssvc
000000018244b858 (__DATA,__data) external _non_boost_assertion_token
000000018244b850 (__DATA,__data) external _normal_boost_assertion_token
0000000180359c14 (__TEXT,__text) external _ntp_adjtime
0000000180359c40 (__TEXT,__text) external _ntp_gettime
0000000180359c6c (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180368fc4 (__TEXT,__text) external _open
0000000180360590 (__TEXT,__text) external _open$NOCANCEL
0000000180369ab0 (__TEXT,__text) external _open_dprotected_np
0000000180368ff8 (__TEXT,__text) external _openat
00000001803605c4 (__TEXT,__text) external _openat$NOCANCEL
0000000180369b6c (__TEXT,__text) external _openat_authenticated_np
0000000180369b0c (__TEXT,__text) external _openat_dprotected_np
0000000180359c98 (__TEXT,__text) external _openbyid_np
000000018035c624 (__TEXT,__text) external _os_buflet_get_data_address
000000018035c5f4 (__TEXT,__text) external _os_buflet_get_data_length
000000018035c62c (__TEXT,__text) external _os_buflet_get_data_limit
000000018035c5ec (__TEXT,__text) external _os_buflet_get_data_offset
000000018035c63c (__TEXT,__text) external _os_buflet_get_gro_len
000000018035c644 (__TEXT,__text) external _os_buflet_get_next_buf
000000018035c614 (__TEXT,__text) external _os_buflet_get_object_address
000000018035c61c (__TEXT,__text) external _os_buflet_get_object_limit
000000018035c634 (__TEXT,__text) external _os_buflet_get_object_offset
000000018035c608 (__TEXT,__text) external _os_buflet_set_data_length
000000018035c5fc (__TEXT,__text) external _os_buflet_set_data_offset
000000018036473c (__TEXT,__text) external _os_channel_advance_slot
0000000180365200 (__TEXT,__text) external _os_channel_attr_clone
0000000180365164 (__TEXT,__text) external _os_channel_attr_create
0000000180365438 (__TEXT,__text) external _os_channel_attr_destroy
00000001803656a4 (__TEXT,__text) external _os_channel_attr_get
0000000180365858 (__TEXT,__text) external _os_channel_attr_get_key
0000000180365514 (__TEXT,__text) external _os_channel_attr_set
