00000001ffdd2e50 (__TEXT,__text) external _AAArchiveStreamCancel
00000001ffdf1c08 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00000001ffdf1d4c (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00000001ffe1b79c (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00000001ffe1bc34 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00000001ffe1bf4c (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00000001ffe1c090 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00000001ffe1c17c (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000020a775c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001ffdf849c (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000001ffe1cd20 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00000001ffe19734 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00000001ffe19740 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00000001ffe19608 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00000001ffe01ec0 (__TEXT,__text) non-external (was a private external) _aaComputeHashes
00000001ffe01c24 (__TEXT,__text) non-external (was a private external) _aaComputeHashesFD
00000001ffe1b784 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00000001ffe1ae6c (__TEXT,__text) non-external _aaDecompressionStreamClose
00000001ffe1af10 (__TEXT,__text) non-external _aaDecompressionStreamRead
00000001ffe1ad2c (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00000001ffe1aba4 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00000001ffe14f80 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00000001ffe142d8 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00000001ffe14874 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00000001ffe14714 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00000001ffe030a4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00000001ffe02a64 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00000001ffe0367c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesAreEqual
00000001ffe02148 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00000001ffe0277c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00000001ffe03820 (__TEXT,__text) non-external (was a private external) _aaEntryHashesAreEqual
00000001ffe037b0 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesAreEqual
00000001ffe02118 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00000001ffe1236c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00000001ffe119a4 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00000001ffe11e74 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00000001ffe11d24 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00000001ffe15e38 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00000001ffe1606c (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00000001ffe15f14 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00000001ffe18424 (__TEXT,__text) non-external _aaFileStreamAbort
00000001ffe1837c (__TEXT,__text) non-external _aaFileStreamClose
00000001ffe183f4 (__TEXT,__text) non-external _aaFileStreamPRead
00000001ffe1840c (__TEXT,__text) non-external _aaFileStreamPWrite
00000001ffe183c4 (__TEXT,__text) non-external _aaFileStreamRead
00000001ffe18430 (__TEXT,__text) non-external _aaFileStreamSeek
00000001ffe18448 (__TEXT,__text) non-external _aaFileStreamTruncate
00000001ffe183dc (__TEXT,__text) non-external _aaFileStreamWrite
00000001ffe01f94 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00000001ffe0edf8 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00000001ffe0f4d8 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00000001ffe18bb4 (__TEXT,__text) non-external _aaMagicStreamAbort
00000001ffe18a6c (__TEXT,__text) non-external _aaMagicStreamClose
00000001ffe18aa0 (__TEXT,__text) non-external _aaMagicStreamRead
00000001ffe1a0f4 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00000001ffe188a0 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00000001ffe18858 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00000001ffe188d4 (__TEXT,__text) non-external _aaSharedBufferRead
00000001ffe1889c (__TEXT,__text) non-external _aaSharedBufferWrite
00000001ffe18f6c (__TEXT,__text) non-external _aaTeeStreamAbort
00000001ffe18ca8 (__TEXT,__text) non-external _aaTeeStreamClose
00000001ffe18e04 (__TEXT,__text) non-external _aaTeeStreamPWrite
00000001ffe18cc4 (__TEXT,__text) non-external _aaTeeStreamWrite
00000001ffe186c8 (__TEXT,__text) non-external _aaTempFileStreamClose
00000001ffe03634 (__TEXT,__text) non-external (was a private external) _aaTimespecAreEqual
00000001ffe159dc (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00000001ffdd8a38 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000001ffdd8644 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00000001ffdead68 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00000001ffde9d78 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00000001ffde9aa4 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00000001ffde9a04 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00000001ffdec374 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00000001ffdebc1c (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00000001ffdd89cc (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000001ffdd8660 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00000001ffdd8590 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000001ffdd873c (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00000001ffdeb0d4 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00000001ffdeafac (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00000001ffdeaf48 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00000001ffdfbc68 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00000001ffdfadbc (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00000001ffddd63c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000001ffdd8c38 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00000001ffdd9d2c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00000001ffdd8c28 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00000001ffde1150 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00000001ffde029c (__TEXT,__text) non-external _aeaInputStreamCancel
00000001ffde0300 (__TEXT,__text) non-external _aeaInputStreamClose
00000001ffde04c8 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00000001ffde09e8 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00000001ffde0080 (__TEXT,__text) non-external _aeaInputStreamRead
00000001ffde54e8 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00000001ffe236ed (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00000001ffdd88dc (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00000001ffde2b7c (__TEXT,__text) non-external _aeaOutputStreamAbort
00000001ffde2b98 (__TEXT,__text) non-external _aeaOutputStreamClose
00000001ffde32c8 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00000001ffde3738 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00000001ffde1614 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00000001ffde1ac8 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00000001ffde2948 (__TEXT,__text) non-external _aeaOutputStreamWrite
00000001ffde22b8 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00000001ffdec2cc (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00000001ffdd8584 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00000001ffdd8900 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00000001ffe14260 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00000001ffe141f0 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00000001ffdd2f00 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00000001ffdf8048 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00000001ffe10f5c (__TEXT,__text) non-external _append_field
00000001ffe0e490 (__TEXT,__text) non-external _applyEntryAttributes
00000001ffdf6b3c (__TEXT,__text) non-external (was a private external) _areFilesEqual
00000001ffdf6e3c (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00000001ffdd58a0 (__TEXT,__text) non-external _asyncContext
00000001ffde96e8 (__TEXT,__text) non-external _asyncContext
00000001ffdd5b84 (__TEXT,__text) non-external _asyncProgress
00000001ffde99ec (__TEXT,__text) non-external _asyncProgress
00000001ffdd5b6c (__TEXT,__text) non-external _asyncSelect
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
00000001ffe01328 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00000001ffdef350 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00000001ffdfe3c4 (__TEXT,__text) non-external _chunkAppendHole
00000001ffdfe378 (__TEXT,__text) non-external _chunkDestroy
00000001ffdefa78 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00000001ffe0abb8 (__TEXT,__text) non-external _cmpNodesProc
00000001ffdd2a08 (__TEXT,__text) non-external _cmpRange
00000001ffdd5214 (__TEXT,__text) non-external _cmp_entries_clc
00000001ffdd51e0 (__TEXT,__text) non-external _cmp_entries_hlc
00000001ffdd52ac (__TEXT,__text) non-external _cmp_entries_offset
00000001ffdd5248 (__TEXT,__text) non-external _cmp_entries_slc
00000001ffe08288 (__TEXT,__text) non-external _cmp_keys
00000001ffdd5b9c (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00000001ffdf59fc (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000001ffdf5938 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00000001ffdf99d4 (__TEXT,__text) non-external _convertStreamAbort
00000001ffdf9c6c (__TEXT,__text) non-external _convertStreamBeginBlob
00000001ffdf896c (__TEXT,__text) non-external _convertStreamClose
00000001ffdf9e30 (__TEXT,__text) non-external _convertStreamEndBlob
00000001ffdf9bec (__TEXT,__text) non-external _convertStreamEndEntry
00000001ffdf9b24 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00000001ffdf95f4 (__TEXT,__text) non-external _convertStreamWriteBlob
00000001ffdf89e4 (__TEXT,__text) non-external _convertStreamWriteHeader
00000001ffdf6108 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000001ffdf6510 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000001ffe08bd0 (__TEXT,__text) non-external _create
00000001ffdf875c (__TEXT,__text) non-external _createErrorContextKey
00000001ffdf818c (__TEXT,__text) non-external (was a private external) _createThread
00000001ffde7f4c (__TEXT,__text) non-external _currentWriteBufferFull
00000001ffe18130 (__TEXT,__text) non-external _decodeStreamAbort
00000001ffe178c4 (__TEXT,__text) non-external _decodeStreamClose
00000001ffe17104 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00000001ffe174b8 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00000001ffe1733c (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00000001ffe17f20 (__TEXT,__text) non-external _decodeStreamReadBlob
00000001ffe171fc (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00000001ffe179f4 (__TEXT,__text) non-external _decodeStreamReadHeader
00000001ffe1702c (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00000001ffdd29f4 (__TEXT,__text) non-external _decryptAsyncCancel
00000001ffdd1538 (__TEXT,__text) non-external _decryptAsyncClose
00000001ffdd171c (__TEXT,__text) non-external _decryptAsyncGetRange
00000001ffdd1874 (__TEXT,__text) non-external _decryptAsyncProcess
00000001ffdfada4 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00000001ffdfac30 (__TEXT,__text) non-external _decryptToFileAsyncClose
00000001ffdfadac (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00000001ffdfadb4 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001ffde73c8 (__TEXT,__text) non-external _ecc65537Inv
00000001ffde6fb8 (__TEXT,__text) non-external _ecc65537PolyEval
00000001ffde7240 (__TEXT,__text) non-external _ecc65537Solve
00000001ffde7034 (__TEXT,__text) non-external _ecc65537Triangulate
00000001ffe16a60 (__TEXT,__text) non-external _encoderStreamAbort
00000001ffe168ac (__TEXT,__text) non-external _encoderStreamClose
00000001ffe16c14 (__TEXT,__text) non-external _encoderStreamWriteBlob
00000001ffe16a7c (__TEXT,__text) non-external _encoderStreamWriteHeader
00000001ffdf7b38 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00000001ffe008b0 (__TEXT,__text) non-external _entryMessage
00000001ffe0e26c (__TEXT,__text) non-external _entryRelease
00000001ffdf7434 (__TEXT,__text) non-external (was a private external) _enumerateTree
00000001ffdf759c (__TEXT,__text) non-external _enumerateTree_rec
00000001ffe09860 (__TEXT,__text) non-external _expandDirThreadProc
00000001ffe0e24c (__TEXT,__text) non-external _extractStreamAbort
00000001ffe0c388 (__TEXT,__text) non-external _extractStreamClose
00000001ffe0eb54 (__TEXT,__text) non-external _extractStreamEntryEnd
00000001ffe0ec34 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00000001ffe0e9ac (__TEXT,__text) non-external _extractStreamStateFail
00000001ffe0dc4c (__TEXT,__text) non-external _extractStreamWriteBlob
00000001ffe0d050 (__TEXT,__text) non-external _extractStreamWriteHeader
00000001ffe010fc (__TEXT,__text) non-external _extractThread
00000001ffe0e3cc (__TEXT,__text) non-external _extractThreadFailEntry
00000001ffe0b710 (__TEXT,__text) non-external _extractThreadProc
00000001ffe0ea8c (__TEXT,__text) non-external _extractThreadSendCommand
00000001ffe00cf4 (__TEXT,__text) non-external _extractToDirAsyncCancel
00000001ffe00b24 (__TEXT,__text) non-external _extractToDirAsyncClose
00000001ffe00cf8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00000001ffe00d8c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000001ffde4c40 (__TEXT,__text) non-external _findFirst
                 (undefined) external _flistxattr (from libSystem)
00000001ffe16ec4 (__TEXT,__text) non-external _flushOBuf
00000001ffdf26c8 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
000000020e2cbc20 (__DATA,__bss) non-external _gErrorContextKey
00000001ffdf712c (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00000001ffdf56ac (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00000001ffdf86f4 (__TEXT,__text) non-external _getErrorContextKey
000000020e2cbc10 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00000001ffdfc698 (__TEXT,__text) non-external _getFieldBlob
00000001ffdf69dc (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000001ffdf694c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00000001ffdf6fd0 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00000001ffdf7090 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00000001ffdf68b0 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00000001ffdf71cc (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00000001ffdf71dc (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00000001ffdf7288 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000001ffdf6ef8 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00000001ffdd6c14 (__TEXT,__text) non-external _getHeader
00000001ffe0a760 (__TEXT,__text) non-external _getPath
00000001ffdf5660 (__TEXT,__text) non-external (was a private external) _getRealTime
00000001ffdf5d80 (__TEXT,__text) non-external (was a private external) _getTempDir
00000001ffe013b4 (__TEXT,__text) non-external _getTempSegmentFilename
00000001ffdf7a34 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00000001ffe1ef84 (__TEXT,__text) non-external _graisAbort
00000001ffe1d4b4 (__TEXT,__text) non-external _graisClose
00000001ffe1eb84 (__TEXT,__text) non-external _graisPRead
00000001ffe1eb68 (__TEXT,__text) non-external _graisRead
00000001ffe1ef38 (__TEXT,__text) non-external _graisSeek
00000001ffe097a0 (__TEXT,__text) non-external _increaseCapacity
00000001ffe0f2c8 (__TEXT,__text) non-external _init_blob_with_magic
00000001ffdf5e2c (__TEXT,__text) non-external (was a private external) _isDirEmpty
00000001ffe1409c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00000001ffdf84ec (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00000001ffdf7c60 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000001ffe173f8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00000001ffdfe54c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00000001ffe12e84 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00000001ffe011d4 (__TEXT,__text) non-external _loadTempSegment
00000001ffe00d94 (__TEXT,__text) non-external _loadThread
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000001ffdf5778 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000001ffdedb5c (__TEXT,__text) non-external _memoryInputStreamCancel
00000001ffdedb40 (__TEXT,__text) non-external _memoryInputStreamClose
00000001ffdedb90 (__TEXT,__text) non-external _memoryInputStreamPRead
00000001ffdedb70 (__TEXT,__text) non-external _memoryInputStreamRead
00000001ffdedc10 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
00000001ffe0a0a8 (__TEXT,__text) non-external _normalize
00000001ffdf5838 (__TEXT,__text) non-external (was a private external) _normalizePath
00000001ffe0145c (__TEXT,__text) non-external _notifySegmentAvailable
00000001ffe2c130 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001ffdd5dac (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000001ffdf5c98 (__TEXT,__text) non-external (was a private external) _pathIsValid
00000001ffdd6b68 (__TEXT,__text) non-external _pcRead
00000001ffdd601c (__TEXT,__text) non-external _pcWrite
00000001ffdfce14 (__TEXT,__text) non-external (was a private external) _pc_log_error
00000001ffe1f108 (__TEXT,__text) non-external _pc_log_error.cold.1
00000001ffdfcf28 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
                 (undefined) external _pread (from libSystem)
00000001ffde917c (__TEXT,__text) non-external _processEntry
00000001ffdfaae0 (__TEXT,__text) non-external _processSegment
00000001ffe005e8 (__TEXT,__text) non-external _processSegment
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00000001ffdd2a24 (__TEXT,__text) non-external _pushPaddingRange
00000001ffdd1438 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00000001ffde6544 (__TEXT,__text) non-external _randomAccessWorkerProc
00000001ffdf1fd0 (__TEXT,__text) non-external _rangeInputStreamCancel
00000001ffdf1f9c (__TEXT,__text) non-external _rangeInputStreamClose
00000001ffdf1ff4 (__TEXT,__text) non-external _rangeInputStreamRead
00000001ffdd78a8 (__TEXT,__text) non-external (was a private external) _reStringAppend
