0000000180f8133c (__TEXT,__text) external _APL_dgemm
0000000181142dc8 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
000000018117fde4 (__TEXT,__text) external _cblas_ctrmv
000000018112fe34 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001811536e8 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
000000018116d7f8 (__TEXT,__text) external _cblas_ctrsm
000000018111d8e0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
0000000181143e24 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000181180868 (__TEXT,__text) external _cblas_ctrsv
00000001811308b8 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
0000000181154188 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
000000018115eb0c (__TEXT,__text) external _cblas_dasum
0000000180fded90 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
000000018110cee4 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
000000018115eb68 (__TEXT,__text) external _cblas_daxpy
0000000180fdedec (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
000000018110cf38 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
000000018115ec44 (__TEXT,__text) external _cblas_dcopy
0000000180fdeec8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
000000018110cff8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
000000018115eab8 (__TEXT,__text) external _cblas_ddot
0000000180fded3c (__TEXT,__text) external _cblas_ddot$NEWLAPACK
000000018110cea0 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
000000018116213c (__TEXT,__text) external _cblas_dgbmv
00000001810f9bb0 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
0000000181112a7c (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
000000018115f9ac (__TEXT,__text) external _cblas_dgemm
000000018109cce0 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00000001811104e0 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
000000018109cd50 (__TEXT,__text) external _cblas_dgemm_singlecore
0000000180e02600 (__TEXT,__text) external _cblas_dgemv
0000000180e52d8c (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
000000018110bb44 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180e52df0 (__TEXT,__text) external _cblas_dgemv_singlecore
0000000180e01a14 (__TEXT,__text) external _cblas_dger
0000000180e52b48 (__TEXT,__text) external _cblas_dger$NEWLAPACK
000000018110ba54 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
000000018115eca8 (__TEXT,__text) external _cblas_dnrm2
0000000180fdef2c (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
000000018110d04c (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
000000018115ed78 (__TEXT,__text) external _cblas_drot
0000000180fdf030 (__TEXT,__text) external _cblas_drot$NEWLAPACK
000000018110d128 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
000000018117b3f8 (__TEXT,__text) external _cblas_drotg
0000000181129264 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
000000018114f1c0 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
000000018115ee20 (__TEXT,__text) external _cblas_drotm
0000000180fdf0d8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
000000018110d1c0 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
000000018117b4ec (__TEXT,__text) external _cblas_drotmg
0000000181129358 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
000000018114f2b4 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
0000000181162548 (__TEXT,__text) external _cblas_dsbmv
00000001810faf1c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
0000000181112e88 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180e019e0 (__TEXT,__text) external _cblas_dscal
0000000180fdef50 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
000000018110d068 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
000000018115d278 (__TEXT,__text) external _cblas_dsdot
0000000180e166b4 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
0000000181107d68 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
000000018115d9e0 (__TEXT,__text) external _cblas_dspmv
0000000180e54ef4 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
000000018110bea8 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
0000000181162e34 (__TEXT,__text) external _cblas_dspr
00000001810fef70 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00000001811136d4 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
0000000181163034 (__TEXT,__text) external _cblas_dspr2
00000001810ff674 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00000001811138d8 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
000000018115ecf8 (__TEXT,__text) external _cblas_dswap
0000000180fdefb0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
000000018110d0b8 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
000000018115cabc (__TEXT,__text) external _cblas_dsymm
0000000180e15ef8 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00000001811075fc (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
0000000181161e70 (__TEXT,__text) external _cblas_dsymv
00000001810efc98 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00000001811127cc (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
000000018115d828 (__TEXT,__text) external _cblas_dsyr
0000000180e52e54 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
000000018110bb94 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
000000018115d8e8 (__TEXT,__text) external _cblas_dsyr2
0000000180e52f14 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
000000018110bc5c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
000000018115ef04 (__TEXT,__text) external _cblas_dsyr2k
000000018103c6f4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
000000018110f64c (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
000000018115f2ac (__TEXT,__text) external _cblas_dsyrk
000000018108003c (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
000000018110f990 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00000001811628a4 (__TEXT,__text) external _cblas_dtbmv
00000001810fc09c (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00000001811131c4 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
0000000181162b6c (__TEXT,__text) external _cblas_dtbsv
00000001810fd2c4 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
000000018111344c (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00000001811632a8 (__TEXT,__text) external _cblas_dtpmv
000000018110261c (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
0000000181113b28 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00000001811634f4 (__TEXT,__text) external _cblas_dtpsv
00000001811058b0 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
0000000181113d54 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
000000018115f5e8 (__TEXT,__text) external _cblas_dtrmm
0000000181084f8c (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
0000000181110144 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180e020e0 (__TEXT,__text) external _cblas_dtrmv
0000000180e5300c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
000000018110bd54 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
000000018115ceac (__TEXT,__text) external _cblas_dtrsm
0000000180e162e8 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00000001811079b4 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
0000000181161c00 (__TEXT,__text) external _cblas_dtrsv
00000001810ee764 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
0000000181112588 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00000001811821a4 (__TEXT,__text) external _cblas_dzasum
00000001811321f4 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
0000000181155a80 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181182208 (__TEXT,__text) external _cblas_dznrm2
0000000181132258 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
0000000181155ae0 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00000001811897f8 (__TEXT,__text) external _cblas_errprn
000000018113afac (__TEXT,__text) external _cblas_errprn$NEWLAPACK
000000018115ca64 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181181f50 (__TEXT,__text) external _cblas_icamax
0000000181131fa0 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
0000000181155838 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180e01790 (__TEXT,__text) external _cblas_idamax
0000000181106830 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
0000000181114338 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
0000000181163740 (__TEXT,__text) external _cblas_isamax
000000018110620c (__TEXT,__text) external _cblas_isamax$NEWLAPACK
0000000181113f80 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00000001811822f8 (__TEXT,__text) external _cblas_izamax
0000000181132348 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
0000000181155bcc (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
000000018115d390 (__TEXT,__text) external _cblas_sasum
0000000180e167cc (__TEXT,__text) external _cblas_sasum$NEWLAPACK
0000000181107e50 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
000000018115d3ec (__TEXT,__text) external _cblas_saxpy
0000000180e16828 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
0000000181107ea4 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
000000018118207c (__TEXT,__text) external _cblas_scasum
00000001811320cc (__TEXT,__text) external _cblas_scasum$NEWLAPACK
0000000181155960 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00000001811820d8 (__TEXT,__text) external _cblas_scnrm2
0000000181132128 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001811559b8 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
000000018115d4c8 (__TEXT,__text) external _cblas_scopy
0000000180e16904 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
0000000181107f64 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
000000018115d348 (__TEXT,__text) external _cblas_sdot
0000000180e16784 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
0000000181107e18 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
000000018115d2cc (__TEXT,__text) external _cblas_sdsdot
0000000180e16708 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
0000000181107dac (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
0000000181160348 (__TEXT,__text) external _cblas_sgbmv
00000001810df900 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
0000000181110de4 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
000000018115d7b8 (__TEXT,__text) external _cblas_sgemm
0000000180e186bc (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00000001811081fc (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
0000000180e1872c (__TEXT,__text) external _cblas_sgemm_singlecore
000000018115e770 (__TEXT,__text) external _cblas_sgemv
0000000180f86f34 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
000000018110cb58 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
0000000180f86f98 (__TEXT,__text) external _cblas_sgemv_singlecore
000000018115e680 (__TEXT,__text) external _cblas_sger
0000000180f86d04 (__TEXT,__text) external _cblas_sger$NEWLAPACK
000000018110ca68 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
000000018115d52c (__TEXT,__text) external _cblas_snrm2
0000000180e16968 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
0000000181107fb8 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
000000018115d630 (__TEXT,__text) external _cblas_srot
0000000180e16a6c (__TEXT,__text) external _cblas_srot$NEWLAPACK
0000000181108094 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
000000018117b7c8 (__TEXT,__text) external _cblas_srotg
0000000181129634 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
000000018114f590 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
000000018115d6d8 (__TEXT,__text) external _cblas_srotm
0000000180e16b14 (__TEXT,__text) external _cblas_srotm$NEWLAPACK
000000018110812c (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
000000018117b8b8 (__TEXT,__text) external _cblas_srotmg
0000000181129724 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
000000018114f680 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
0000000181160754 (__TEXT,__text) external _cblas_ssbmv
00000001810e05d0 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00000001811111f0 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
000000018115d550 (__TEXT,__text) external _cblas_sscal
0000000180e1698c (__TEXT,__text) external _cblas_sscal$NEWLAPACK
0000000181107fd4 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
0000000181160ab0 (__TEXT,__text) external _cblas_sspmv
00000001810e10d8 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
000000018111152c (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
0000000181160d6c (__TEXT,__text) external _cblas_sspr
00000001810e1770 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001811117dc (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
0000000181160f6c (__TEXT,__text) external _cblas_sspr2
00000001810e1ee4 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00000001811119d0 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
000000018115d5b0 (__TEXT,__text) external _cblas_sswap
0000000180e169ec (__TEXT,__text) external _cblas_sswap$NEWLAPACK
0000000181108024 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
000000018115fa1c (__TEXT,__text) external _cblas_ssymm
00000001810d0f28 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
0000000181110538 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
000000018116007c (__TEXT,__text) external _cblas_ssymv
00000001810dc7ec (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
0000000181110b34 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
000000018115e7d4 (__TEXT,__text) external _cblas_ssyr
0000000180f86ffc (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
000000018110cba8 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
000000018115e888 (__TEXT,__text) external _cblas_ssyr2
0000000180f870b0 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
000000018110cc64 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
000000018115dbd8 (__TEXT,__text) external _cblas_ssyr2k
0000000180e65478 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
000000018110c088 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
000000018115df80 (__TEXT,__text) external _cblas_ssyrk
0000000180eceb24 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
000000018110c3cc (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00000001811611d8 (__TEXT,__text) external _cblas_stbmv
00000001810e3144 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
0000000181111c20 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00000001811614a0 (__TEXT,__text) external _cblas_stbsv
00000001810e4694 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
0000000181111ea8 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
0000000181161768 (__TEXT,__text) external _cblas_stpmv
00000001810e7af8 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
0000000181112130 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00000001811619b4 (__TEXT,__text) external _cblas_stpsv
00000001810eba0c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
000000018111235c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
000000018115e2bc (__TEXT,__text) external _cblas_strmm
0000000180f81a40 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
000000018110c6cc (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
000000018115e96c (__TEXT,__text) external _cblas_strmv
0000000180f87194 (__TEXT,__text) external _cblas_strmv$NEWLAPACK
000000018110cd4c (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
0000000181163998 (__TEXT,__text) external _cblas_strsm
0000000181106464 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
0000000181113f84 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
000000018115fe0c (__TEXT,__text) external _cblas_strsv
00000001810db35c (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001811108f0 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
0000000181189760 (__TEXT,__text) external _cblas_xerbla
000000018113af14 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
000000018115c9cc (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
0000000181182700 (__TEXT,__text) external _cblas_zaxpy
0000000181132750 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
0000000181155fc8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181182810 (__TEXT,__text) external _cblas_zcopy
0000000181132860 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001811560d4 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181182904 (__TEXT,__text) external _cblas_zdotc_sub
0000000181132954 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001811561bc (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
0000000181182a7c (__TEXT,__text) external _cblas_zdotu_sub
0000000181132a98 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001811562fc (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
0000000181182bc0 (__TEXT,__text) external _cblas_zdrot
0000000181132bdc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
000000018115643c (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181182c50 (__TEXT,__text) external _cblas_zdscal
0000000181132c6c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001811564c8 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00000001811832a0 (__TEXT,__text) external _cblas_zgbmv
000000018113311c (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
0000000181156948 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
000000018117179c (__TEXT,__text) external _cblas_zgemm
000000018111f608 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
0000000181145af0 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00000001811839cc (__TEXT,__text) external _cblas_zgemv
0000000181133814 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
000000018115701c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
0000000181184648 (__TEXT,__text) external _cblas_zgerc
0000000181134490 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
0000000181157cd4 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181184d24 (__TEXT,__text) external _cblas_zgeru
0000000181134b6c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001811583a0 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
0000000181185488 (__TEXT,__text) external _cblas_zhbmv
00000001811352d0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
0000000181158afc (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
000000018117264c (__TEXT,__text) external _cblas_zhemm
00000001811204b8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
0000000181146938 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
000000018118570c (__TEXT,__text) external _cblas_zhemv
00000001811358ac (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
0000000181158d98 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
0000000181185de0 (__TEXT,__text) external _cblas_zher
0000000181136264 (__TEXT,__text) external _cblas_zher$NEWLAPACK
000000018115949c (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001811864f8 (__TEXT,__text) external _cblas_zher2
000000018113697c (__TEXT,__text) external _cblas_zher2$NEWLAPACK
0000000181159bbc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
0000000181173700 (__TEXT,__text) external _cblas_zher2k
000000018112156c (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
0000000181147978 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181174a3c (__TEXT,__text) external _cblas_zherk
0000000181122978 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
0000000181148be4 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
0000000181186b28 (__TEXT,__text) external _cblas_zhpmv
0000000181136fac (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
000000018115a1cc (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
0000000181186d58 (__TEXT,__text) external _cblas_zhpr
00000001811374c8 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
000000018115a408 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
0000000181186ec8 (__TEXT,__text) external _cblas_zhpr2
0000000181137838 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
000000018115a580 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181182d38 (__TEXT,__text) external _cblas_zrotg
0000000181132d54 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001811565ac (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181182eb8 (__TEXT,__text) external _cblas_zscal
0000000181132ed4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
000000018115672c (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
000000018118322c (__TEXT,__text) external _cblas_zswap
00000001811330a8 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001811568d8 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181177264 (__TEXT,__text) external _cblas_zsymm
00000001811251a0 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
000000018114b388 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
0000000181178320 (__TEXT,__text) external _cblas_zsyr2k
000000018112625c (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
000000018114c3d0 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
0000000181179598 (__TEXT,__text) external _cblas_zsyrk
00000001811274d4 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
000000018114d4f8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
0000000181187480 (__TEXT,__text) external _cblas_ztbmv
0000000181137df0 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
000000018115ab1c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
0000000181187728 (__TEXT,__text) external _cblas_ztbsv
00000001811384bc (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
000000018115adf0 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00000001811879d0 (__TEXT,__text) external _cblas_ztpmv
0000000181138cfc (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
000000018115b0c4 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
0000000181187c20 (__TEXT,__text) external _cblas_ztpsv
00000001811392f8 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
000000018115b324 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
000000018117a270 (__TEXT,__text) external _cblas_ztrmm
00000001811281ac (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
000000018114e15c (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
000000018118834c (__TEXT,__text) external _cblas_ztrmv
0000000181139a88 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
000000018115b57c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181175898 (__TEXT,__text) external _cblas_ztrsm
00000001811237d4 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00000001811499fc (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
0000000181188c84 (__TEXT,__text) external _cblas_ztrsv
000000018113a3c0 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
000000018115bed4 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180e082c4 (__TEXT,__text) external _ccopy
00000001810831f4 (__TEXT,__text) external _ccopy$NEWLAPACK
000000018110feb0 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180e082c4 (__TEXT,__text) external _ccopy_
0000000180e082ec (__TEXT,__text) external _cdotc
0000000181083234 (__TEXT,__text) external _cdotc$NEWLAPACK
000000018110fef0 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180e082ec (__TEXT,__text) external _cdotc_
0000000180e08314 (__TEXT,__text) external _cdotu
000000018108325c (__TEXT,__text) external _cdotu$NEWLAPACK
000000018110ff18 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180e08314 (__TEXT,__text) external _cdotu_
0000000180e06670 (__TEXT,__text) external _cgbmv
0000000180e4f7f0 (__TEXT,__text) external _cgbmv$NEWLAPACK
000000018110875c (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180e06670 (__TEXT,__text) external _cgbmv_
0000000180e035d4 (__TEXT,__text) external _cgemm
0000000180fdf544 (__TEXT,__text) external _cgemm$NEWLAPACK
000000018110d4ec (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180e035d4 (__TEXT,__text) external _cgemm_
0000000180e06594 (__TEXT,__text) external _cgemv
0000000180e4f468 (__TEXT,__text) external _cgemv$NEWLAPACK
00000001811083ec (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180e06594 (__TEXT,__text) external _cgemv_
0000000180e070e0 (__TEXT,__text) external _cgerc
0000000180e4fa28 (__TEXT,__text) external _cgerc$NEWLAPACK
0000000181108984 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180e070e0 (__TEXT,__text) external _cgerc_
0000000180e07144 (__TEXT,__text) external _cgeru
0000000180e4fae8 (__TEXT,__text) external _cgeru$NEWLAPACK
0000000181108a3c (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180e07144 (__TEXT,__text) external _cgeru_
0000000180e06810 (__TEXT,__text) external _chbmv
0000000180e4fba8 (__TEXT,__text) external _chbmv$NEWLAPACK
