00007ff8062fa58c (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff806472778 (__TEXT,__text) external __ZN3icu11PluralRules16getStaticClassIDEv
00007ff806473480 (__TEXT,__text) external __ZN3icu11PluralRules17internalForLocaleERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff806473330 (__TEXT,__text) external __ZN3icu11PluralRules18createDefaultRulesER10UErrorCode
00007ff80647428c (__TEXT,__text) external __ZN3icu11PluralRules19getAllKeywordValuesERKNS_13UnicodeStringEPdiR10UErrorCode
00007ff806472ac6 (__TEXT,__text) external __ZN3icu11PluralRules19getAvailableLocalesER10UErrorCode
00007ff806473802 (__TEXT,__text) external __ZN3icu11PluralRules19getRuleFromResourceERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff806473690 (__TEXT,__text) external __ZN3icu11PluralRules20createSharedInstanceERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff80647427e (__TEXT,__text) external __ZN3icu11PluralRules21getUniqueKeywordValueERKNS_13UnicodeStringE
00007ff806473798 (__TEXT,__text) external __ZN3icu11PluralRules9forLocaleERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff806473788 (__TEXT,__text) external __ZN3icu11PluralRules9forLocaleERKNS_6LocaleER10UErrorCode
00007ff8064727c2 (__TEXT,__text) external __ZN3icu11PluralRulesC1ER10UErrorCode
00007ff80647290c (__TEXT,__text) external __ZN3icu11PluralRulesC1ERKS0_
00007ff8064727a4 (__TEXT,__text) external __ZN3icu11PluralRulesC2ER10UErrorCode
00007ff8064727e0 (__TEXT,__text) external __ZN3icu11PluralRulesC2ERKS0_
00007ff806472988 (__TEXT,__text) external __ZN3icu11PluralRulesD0Ev
00007ff80647297e (__TEXT,__text) external __ZN3icu11PluralRulesD1Ev
00007ff80647292e (__TEXT,__text) external __ZN3icu11PluralRulesD2Ev
00007ff806472802 (__TEXT,__text) external __ZN3icu11PluralRulesaSERKS0_
00007ff80637d14c (__TEXT,__text) external __ZN3icu11ReplaceableD0Ev
00007ff80637d146 (__TEXT,__text) external __ZN3icu11ReplaceableD1Ev
00007ff80637d13c (__TEXT,__text) external __ZN3icu11ReplaceableD2Ev
00007ff80631e634 (__TEXT,__text) external __ZN3icu11StringPiece3setEPKc
00007ff80631e65c (__TEXT,__text) external __ZN3icu11StringPiece4findES0_i
00007ff80651b7b8 (__TEXT,__const) external __ZN3icu11StringPiece4nposE
00007ff80631e6c8 (__TEXT,__text) external __ZN3icu11StringPiece7compareES0_
00007ff80631e54c (__TEXT,__text) external __ZN3icu11StringPieceC1EPKc
00007ff80631e59e (__TEXT,__text) external __ZN3icu11StringPieceC1ERKS0_i
00007ff80631e5fe (__TEXT,__text) external __ZN3icu11StringPieceC1ERKS0_ii
00007ff80631e524 (__TEXT,__text) external __ZN3icu11StringPieceC2EPKc
00007ff80631e574 (__TEXT,__text) external __ZN3icu11StringPieceC2ERKS0_i
00007ff80631e5c8 (__TEXT,__text) external __ZN3icu11StringPieceC2ERKS0_ii
00007ff806373f58 (__TEXT,__text) external __ZN3icu11SymbolTableD0Ev
00007ff806373f52 (__TEXT,__text) external __ZN3icu11SymbolTableD1Ev
00007ff806373f4c (__TEXT,__text) external __ZN3icu11SymbolTableD2Ev
00007ff8064cb258 (__TEXT,__text) external __ZN3icu11TextTrieMap12addChildNodeEPNS_13CharacterNodeEDsR10UErrorCode
00007ff8064cb03c (__TEXT,__text) external __ZN3icu11TextTrieMap3putEPKDsPvR10UErrorCode
00007ff8064cafce (__TEXT,__text) external __ZN3icu11TextTrieMap3putERKNS_13UnicodeStringEPvRNS_12ZNStringPoolER10UErrorCode
00007ff8064cb0e2 (__TEXT,__text) external __ZN3icu11TextTrieMap7putImplERKNS_13UnicodeStringEPvR10UErrorCode
00007ff8064cb412 (__TEXT,__text) external __ZN3icu11TextTrieMap9buildTrieER10UErrorCode
00007ff8064cb35a (__TEXT,__text) external __ZN3icu11TextTrieMap9growNodesEv
00007ff8064caeb6 (__TEXT,__text) external __ZN3icu11TextTrieMapC1EaPFvPvE
00007ff8064cae8a (__TEXT,__text) external __ZN3icu11TextTrieMapC2EaPFvPvE
00007ff8064cafa8 (__TEXT,__text) external __ZN3icu11TextTrieMapD0Ev
00007ff8064caf9e (__TEXT,__text) external __ZN3icu11TextTrieMapD1Ev
00007ff8064caee2 (__TEXT,__text) external __ZN3icu11TextTrieMapD2Ev
00007ff8062d537c (__TEXT,__text) external __ZN3icu12ByteSinkUtil12appendChangeEPKhS2_PKDsiRNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff8062d50ec (__TEXT,__text) external __ZN3icu12ByteSinkUtil12appendChangeEiPKDsiRNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff8062d5482 (__TEXT,__text) external __ZN3icu12ByteSinkUtil14appendTwoBytesEiRNS_8ByteSinkE
00007ff8062d53b6 (__TEXT,__text) external __ZN3icu12ByteSinkUtil15appendCodePointEiiRNS_8ByteSinkEPNS_5EditsE
00007ff8062d550a (__TEXT,__text) external __ZN3icu12ByteSinkUtil15appendUnchangedEPKhS2_RNS_8ByteSinkEjPNS_5EditsER10UErrorCode
00007ff8062d54bc (__TEXT,__text) external __ZN3icu12ByteSinkUtil23appendNonEmptyUnchangedEPKhiRNS_8ByteSinkEjPNS_5EditsE
00007ff806373350 (__TEXT,__text) external __ZN3icu12CacheKeyBaseD0Ev
00007ff80637334a (__TEXT,__text) external __ZN3icu12CacheKeyBaseD1Ev
00007ff806373340 (__TEXT,__text) external __ZN3icu12CacheKeyBaseD2Ev
00007ff8063bbb20 (__TEXT,__text) external __ZN3icu12ChoiceFormat10setChoicesEPKdPKNS_13UnicodeStringEi
00007ff8063bbb4a (__TEXT,__text) external __ZN3icu12ChoiceFormat10setChoicesEPKdPKaPKNS_13UnicodeStringEi
00007ff8063bbb6c (__TEXT,__text) external __ZN3icu12ChoiceFormat10setChoicesEPKdPKaPKNS_13UnicodeStringEiR10UErrorCode
00007ff8063bbab4 (__TEXT,__text) external __ZN3icu12ChoiceFormat12applyPatternERKNS_13UnicodeStringER10UErrorCode
00007ff8063bbae0 (__TEXT,__text) external __ZN3icu12ChoiceFormat12applyPatternERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff8063bc1fe (__TEXT,__text) external __ZN3icu12ChoiceFormat13parseArgumentERKNS_14MessagePatternEiRKNS_13UnicodeStringERNS_13ParsePositionE
00007ff8063bc04e (__TEXT,__text) external __ZN3icu12ChoiceFormat14findSubMessageERKNS_14MessagePatternEid
00007ff8063bb604 (__TEXT,__text) external __ZN3icu12ChoiceFormat16getStaticClassIDEv
00007ff8063bc31e (__TEXT,__text) external __ZN3icu12ChoiceFormat25matchStringUntilLimitPartERKNS_14MessagePatternEiiRKNS_13UnicodeStringEi
00007ff8063bb998 (__TEXT,__text) external __ZN3icu12ChoiceFormat4dtosEdRNS_13UnicodeStringE
00007ff8063bb6fe (__TEXT,__text) external __ZN3icu12ChoiceFormatC1EPKdPKNS_13UnicodeStringEi
00007ff8063bb786 (__TEXT,__text) external __ZN3icu12ChoiceFormatC1EPKdPKaPKNS_13UnicodeStringEi
00007ff8063bb67a (__TEXT,__text) external __ZN3icu12ChoiceFormatC1ERKNS_13UnicodeStringER10UErrorCode
00007ff8063bb87a (__TEXT,__text) external __ZN3icu12ChoiceFormatC1ERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff8063bb7d4 (__TEXT,__text) external __ZN3icu12ChoiceFormatC1ERKS0_
00007ff8063bb684 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2EPKdPKNS_13UnicodeStringEi
00007ff8063bb708 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2EPKdPKaPKNS_13UnicodeStringEi
00007ff8063bb620 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2ERKNS_13UnicodeStringER10UErrorCode
00007ff8063bb818 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2ERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff8063bb790 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2ERKS0_
00007ff8063bb962 (__TEXT,__text) external __ZN3icu12ChoiceFormatD0Ev
00007ff8063bb934 (__TEXT,__text) external __ZN3icu12ChoiceFormatD1Ev
00007ff8063bb906 (__TEXT,__text) external __ZN3icu12ChoiceFormatD2Ev
00007ff8063bb8c4 (__TEXT,__text) external __ZN3icu12ChoiceFormataSERKS0_
00007ff80655e720 (__TEXT,__const) external __ZN3icu12CollationFCD8lcccBitsE
00007ff80655f050 (__TEXT,__const) external __ZN3icu12CollationFCD8tcccBitsE
00007ff80655df20 (__TEXT,__const) external __ZN3icu12CollationFCD9lcccIndexE
00007ff80655e850 (__TEXT,__const) external __ZN3icu12CollationFCD9tcccIndexE
00007ff8064b1398 (__TEXT,__text) external __ZN3icu12CollationKey10reallocateEii
00007ff8064b1416 (__TEXT,__text) external __ZN3icu12CollationKey10setToBogusEv
00007ff8064b129a (__TEXT,__text) external __ZN3icu12CollationKey16getStaticClassIDEv
00007ff8064b156c (__TEXT,__text) external __ZN3icu12CollationKey5resetEv
00007ff8064b1552 (__TEXT,__text) external __ZN3icu12CollationKey9setLengthEi
00007ff8064b142e (__TEXT,__text) external __ZN3icu12CollationKeyC1EPKhi
00007ff8064b14f2 (__TEXT,__text) external __ZN3icu12CollationKeyC1ERKS0_
00007ff8064b12d4 (__TEXT,__text) external __ZN3icu12CollationKeyC1Ev
00007ff8064b12f2 (__TEXT,__text) external __ZN3icu12CollationKeyC2EPKhi
00007ff8064b1438 (__TEXT,__text) external __ZN3icu12CollationKeyC2ERKS0_
00007ff8064b12b6 (__TEXT,__text) external __ZN3icu12CollationKeyC2Ev
00007ff8064b1536 (__TEXT,__text) external __ZN3icu12CollationKeyD0Ev
00007ff8064b152c (__TEXT,__text) external __ZN3icu12CollationKeyD1Ev
00007ff8064b14fc (__TEXT,__text) external __ZN3icu12CollationKeyD2Ev
00007ff8064b15d6 (__TEXT,__text) external __ZN3icu12CollationKeyaSERKS0_
00007ff8063dd03e (__TEXT,__text) external __ZN3icu12CurrencyUnit16getStaticClassIDEv
00007ff8063dce26 (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ENS_11StringPieceER10UErrorCode
00007ff8063dcd44 (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ENS_14ConstChar16PtrER10UErrorCode
00007ff8063dcf0e (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ERKNS_11MeasureUnitER10UErrorCode
00007ff8063dce64 (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ERKS0_
00007ff8063dcf8e (__TEXT,__text) external __ZN3icu12CurrencyUnitC1Ev
00007ff8063dcd4e (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ENS_11StringPieceER10UErrorCode
00007ff8063dcc60 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ENS_14ConstChar16PtrER10UErrorCode
00007ff8063dce98 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ERKNS_11MeasureUnitER10UErrorCode
00007ff8063dce30 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ERKS0_
00007ff8063dcf18 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2Ev
00007ff8063dd022 (__TEXT,__text) external __ZN3icu12CurrencyUnitD0Ev
00007ff8063dd018 (__TEXT,__text) external __ZN3icu12CurrencyUnitD1Ev
00007ff8063dd00e (__TEXT,__text) external __ZN3icu12CurrencyUnitD2Ev
00007ff8063dcf98 (__TEXT,__text) external __ZN3icu12CurrencyUnitaSERKS0_
00007ff8062deefc (__TEXT,__text) external __ZN3icu12DateInterval16getStaticClassIDEv
00007ff8062defb0 (__TEXT,__text) external __ZN3icu12DateIntervalC1ERKS0_
00007ff8062def32 (__TEXT,__text) external __ZN3icu12DateIntervalC1Edd
00007ff8062def7c (__TEXT,__text) external __ZN3icu12DateIntervalC2ERKS0_
00007ff8062def18 (__TEXT,__text) external __ZN3icu12DateIntervalC2Edd
00007ff8062def60 (__TEXT,__text) external __ZN3icu12DateIntervalD0Ev
00007ff8062def56 (__TEXT,__text) external __ZN3icu12DateIntervalD1Ev
00007ff8062def4c (__TEXT,__text) external __ZN3icu12DateIntervalD2Ev
00007ff8062def9a (__TEXT,__text) external __ZN3icu12DateIntervalaSERKS0_
00007ff80640cdbe (__TEXT,__text) external __ZN3icu12DateTimeRule16getStaticClassIDEv
00007ff80640cf1c (__TEXT,__text) external __ZN3icu12DateTimeRuleC1ERKS0_
00007ff80640ce06 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1EiiiNS0_12TimeRuleTypeE
00007ff80640cec4 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1EiiiaiNS0_12TimeRuleTypeE
00007ff80640ce62 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1EiiiiNS0_12TimeRuleTypeE
00007ff80640cef6 (__TEXT,__text) external __ZN3icu12DateTimeRuleC2ERKS0_
00007ff80640cdda (__TEXT,__text) external __ZN3icu12DateTimeRuleC2EiiiNS0_12TimeRuleTypeE
00007ff80640ce92 (__TEXT,__text) external __ZN3icu12DateTimeRuleC2EiiiaiNS0_12TimeRuleTypeE
00007ff80640ce32 (__TEXT,__text) external __ZN3icu12DateTimeRuleC2EiiiiNS0_12TimeRuleTypeE
00007ff80640cf56 (__TEXT,__text) external __ZN3icu12DateTimeRuleD0Ev
00007ff80640cf4c (__TEXT,__text) external __ZN3icu12DateTimeRuleD1Ev
00007ff80640cf42 (__TEXT,__text) external __ZN3icu12DateTimeRuleD2Ev
00007ff80640cfac (__TEXT,__text) external __ZN3icu12DateTimeRuleaSERKS0_
00007ff80647721e (__TEXT,__text) external __ZN3icu12FixedDecimal18createWithExponentEdii
00007ff806476c0e (__TEXT,__text) external __ZN3icu12FixedDecimal19getFractionalDigitsEdi
00007ff8064773e8 (__TEXT,__text) external __ZN3icu12FixedDecimal26adjustForMinFractionDigitsEi
00007ff806476d62 (__TEXT,__text) external __ZN3icu12FixedDecimal4initEd
00007ff806476b8a (__TEXT,__text) external __ZN3icu12FixedDecimal4initEdix
00007ff806476b36 (__TEXT,__text) external __ZN3icu12FixedDecimal4initEdixi
00007ff8064769b8 (__TEXT,__text) external __ZN3icu12FixedDecimal4initEdixii
00007ff806477278 (__TEXT,__text) external __ZN3icu12FixedDecimal8decimalsEd
00007ff806477334 (__TEXT,__text) external __ZN3icu12FixedDecimal9quickInitEd
00007ff8064770f8 (__TEXT,__text) external __ZN3icu12FixedDecimalC1ERKNS_13UnicodeStringER10UErrorCode
00007ff80647714a (__TEXT,__text) external __ZN3icu12FixedDecimalC1ERKS0_
00007ff806473e9e (__TEXT,__text) external __ZN3icu12FixedDecimalC1Ed
00007ff806476cf2 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edi
00007ff806476b9a (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edix
00007ff806476b44 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edixi
00007ff806476af4 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edixii
00007ff806476dd6 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Ev
00007ff806476e02 (__TEXT,__text) external __ZN3icu12FixedDecimalC2ERKNS_13UnicodeStringER10UErrorCode
00007ff806477102 (__TEXT,__text) external __ZN3icu12FixedDecimalC2ERKS0_
00007ff806476d42 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Ed
00007ff806476bbe (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edi
00007ff806476b66 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edix
00007ff806476b14 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edixi
00007ff806476998 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edixii
00007ff806476daa (__TEXT,__text) external __ZN3icu12FixedDecimalC2Ev
00007ff8064771d0 (__TEXT,__text) external __ZN3icu12FixedDecimalD0Ev
00007ff806473ebe (__TEXT,__text) external __ZN3icu12FixedDecimalD1Ev
00007ff806477192 (__TEXT,__text) external __ZN3icu12FixedDecimalD2Ev
00007ff806460552 (__TEXT,__text) external __ZN3icu12NumberFormat10setContextE15UDisplayContextR10UErrorCode
00007ff8064600de (__TEXT,__text) external __ZN3icu12NumberFormat10setLenientEa
00007ff8064604ae (__TEXT,__text) external __ZN3icu12NumberFormat11setCurrencyEPKDsR10UErrorCode
00007ff806460302 (__TEXT,__text) external __ZN3icu12NumberFormat12makeInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff806460724 (__TEXT,__text) external __ZN3icu12NumberFormat12makeInstanceERKNS_6LocaleE18UNumberFormatStyleaR10UErrorCode
00007ff8064600ec (__TEXT,__text) external __ZN3icu12NumberFormat14createInstanceER10UErrorCode
00007ff806460110 (__TEXT,__text) external __ZN3icu12NumberFormat14createInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff806460188 (__TEXT,__text) external __ZN3icu12NumberFormat14createInstanceERKNS_6LocaleER10UErrorCode
00007ff80646047c (__TEXT,__text) external __ZN3icu12NumberFormat15setDateSettingsEv
00007ff806460356 (__TEXT,__text) external __ZN3icu12NumberFormat15setGroupingUsedEa
00007ff80646106c (__TEXT,__text) external __ZN3icu12NumberFormat15setRoundingModeENS0_13ERoundingModeE
00007ff80645f65c (__TEXT,__text) external __ZN3icu12NumberFormat16getStaticClassIDEv
00007ff806460710 (__TEXT,__text) external __ZN3icu12NumberFormat16isStyleSupportedE18UNumberFormatStyle
00007ff806460244 (__TEXT,__text) external __ZN3icu12NumberFormat19getAvailableLocalesERi
00007ff8064600d0 (__TEXT,__text) external __ZN3icu12NumberFormat19setParseIntegerOnlyEa
00007ff806460312 (__TEXT,__text) external __ZN3icu12NumberFormat20createSharedInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff8064601d0 (__TEXT,__text) external __ZN3icu12NumberFormat21createPercentInstanceER10UErrorCode
00007ff8064601f6 (__TEXT,__text) external __ZN3icu12NumberFormat21createPercentInstanceERKNS_6LocaleER10UErrorCode
00007ff80646019a (__TEXT,__text) external __ZN3icu12NumberFormat22createCurrencyInstanceER10UErrorCode
00007ff8064601be (__TEXT,__text) external __ZN3icu12NumberFormat22createCurrencyInstanceERKNS_6LocaleER10UErrorCode
00007ff80646024e (__TEXT,__text) external __ZN3icu12NumberFormat22internalCreateInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff806460370 (__TEXT,__text) external __ZN3icu12NumberFormat23setMaximumIntegerDigitsEi
00007ff8064603b6 (__TEXT,__text) external __ZN3icu12NumberFormat23setMinimumIntegerDigitsEi
00007ff80646020a (__TEXT,__text) external __ZN3icu12NumberFormat24createScientificInstanceER10UErrorCode
00007ff806460230 (__TEXT,__text) external __ZN3icu12NumberFormat24createScientificInstanceERKNS_6LocaleER10UErrorCode
00007ff806567060 (__TEXT,__const) external __ZN3icu12NumberFormat24gDefaultMaxIntegerDigitsE
00007ff806567064 (__TEXT,__const) external __ZN3icu12NumberFormat24gDefaultMinIntegerDigitsE
00007ff8064603fc (__TEXT,__text) external __ZN3icu12NumberFormat24setMaximumFractionDigitsEi
00007ff806460442 (__TEXT,__text) external __ZN3icu12NumberFormat24setMinimumFractionDigitsEi
00007ff80645f760 (__TEXT,__text) external __ZN3icu12NumberFormatC2ERKS0_
00007ff80645f66a (__TEXT,__text) external __ZN3icu12NumberFormatC2Ev
00007ff80645f6c2 (__TEXT,__text) external __ZN3icu12NumberFormatD0Ev
00007ff80645f6bc (__TEXT,__text) external __ZN3icu12NumberFormatD1Ev
00007ff80645f6b2 (__TEXT,__text) external __ZN3icu12NumberFormatD2Ev
00007ff80645f78c (__TEXT,__text) external __ZN3icu12NumberFormataSERKS0_
00007ff806306eac (__TEXT,__text) external __ZN3icu12PatternProps12isIdentifierEPKDsi
00007ff806306c46 (__TEXT,__text) external __ZN3icu12PatternProps12isWhiteSpaceEi
00007ff806306ee8 (__TEXT,__text) external __ZN3icu12PatternProps14skipIdentifierEPKDsi
00007ff806306c8a (__TEXT,__text) external __ZN3icu12PatternProps14skipWhiteSpaceEPKDsi
00007ff806306cde (__TEXT,__text) external __ZN3icu12PatternProps14skipWhiteSpaceERKNS_13UnicodeStringEi
00007ff806306d74 (__TEXT,__text) external __ZN3icu12PatternProps14trimWhiteSpaceEPKDsRi
00007ff806306bce (__TEXT,__text) external __ZN3icu12PatternProps20isSyntaxOrWhiteSpaceEi
00007ff806306b54 (__TEXT,__text) external __ZN3icu12PatternProps8isSyntaxEi
00007ff806471316 (__TEXT,__text) external __ZN3icu12PluralFormat11copyObjectsERKS0_
00007ff806470fac (__TEXT,__text) external __ZN3icu12PluralFormat12applyPatternERKNS_13UnicodeStringER10UErrorCode
00007ff806472706 (__TEXT,__text) external __ZN3icu12PluralFormat14PluralSelectorD0Ev
00007ff806472700 (__TEXT,__text) external __ZN3icu12PluralFormat14PluralSelectorD1Ev
00007ff8064726fa (__TEXT,__text) external __ZN3icu12PluralFormat14PluralSelectorD2Ev
00007ff806471c5e (__TEXT,__text) external __ZN3icu12PluralFormat14findSubMessageERKNS_14MessagePatternEiRKNS0_14PluralSelectorEPvdR10UErrorCode
00007ff806472114 (__TEXT,__text) external __ZN3icu12PluralFormat15setNumberFormatEPKNS_12NumberFormatER10UErrorCode
00007ff806470bcc (__TEXT,__text) external __ZN3icu12PluralFormat16getStaticClassIDEv
00007ff8064720ec (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapter5resetEv
00007ff80647272c (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapterD0Ev
00007ff806471426 (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapterD1Ev
00007ff80647270c (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapterD2Ev
00007ff806470c6a (__TEXT,__text) external __ZN3icu12PluralFormat4initEPKNS_11PluralRulesE11UPluralTypeR10UErrorCode
00007ff806472068 (__TEXT,__text) external __ZN3icu12PluralFormat9setLocaleERKNS_6LocaleER10UErrorCode
00007ff80647201a (__TEXT,__text) external __ZN3icu12PluralFormat9toPatternERNS_13UnicodeStringE
00007ff806470cd2 (__TEXT,__text) external __ZN3icu12PluralFormatC1ER10UErrorCode
00007ff806470dec (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_11PluralRulesER10UErrorCode
00007ff806471144 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_11PluralRulesERKNS_13UnicodeStringER10UErrorCode
00007ff806471000 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_13UnicodeStringER10UErrorCode
00007ff806470f10 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff806471290 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleE11UPluralTypeRKNS_13UnicodeStringER10UErrorCode
00007ff806470d5a (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleER10UErrorCode
00007ff806470e80 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleERKNS_11PluralRulesER10UErrorCode
00007ff8064711ec (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleERKNS_11PluralRulesERKNS_13UnicodeStringER10UErrorCode
00007ff806471098 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleERKNS_13UnicodeStringER10UErrorCode
00007ff8064713b0 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKS0_
00007ff806470be8 (__TEXT,__text) external __ZN3icu12PluralFormatC2ER10UErrorCode
00007ff806470d64 (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_11PluralRulesER10UErrorCode
00007ff8064710a2 (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_11PluralRulesERKNS_13UnicodeStringER10UErrorCode
00007ff806470f1a (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_13UnicodeStringER10UErrorCode
00007ff806470e8a (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff8064711f6 (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_6LocaleE11UPluralTypeRKNS_13UnicodeStringER10UErrorCode
00007ff806470cdc (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_6LocaleER10UErrorCode
00007ff806470df6 (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_6LocaleERKNS_11PluralRulesER10UErrorCode
00007ff80647114e (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_6LocaleERKNS_11PluralRulesERKNS_13UnicodeStringER10UErrorCode
00007ff80647100a (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_6LocaleERKNS_13UnicodeStringER10UErrorCode
00007ff80647129a (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKS0_
00007ff806471450 (__TEXT,__text) external __ZN3icu12PluralFormatD0Ev
00007ff806471446 (__TEXT,__text) external __ZN3icu12PluralFormatD1Ev
00007ff8064713ba (__TEXT,__text) external __ZN3icu12PluralFormatD2Ev
00007ff806472192 (__TEXT,__text) external __ZN3icu12PluralFormataSERKS0_
00007ff80648857a (__TEXT,__text) external __ZN3icu12RegexCompile10compileSetEPNS_10UnicodeSetE
00007ff806488836 (__TEXT,__text) external __ZN3icu12RegexCompile10nextCharLLEv
00007ff806488814 (__TEXT,__text) external __ZN3icu12RegexCompile10peekCharLLEv
00007ff806487f90 (__TEXT,__text) external __ZN3icu12RegexCompile11blockTopLocEa
00007ff806487c24 (__TEXT,__text) external __ZN3icu12RegexCompile11fixLiteralsEa
00007ff806488464 (__TEXT,__text) external __ZN3icu12RegexCompile11literalCharEi
00007ff806487f3c (__TEXT,__text) external __ZN3icu12RegexCompile12allocateDataEi
00007ff806488652 (__TEXT,__text) external __ZN3icu12RegexCompile13scanNamedCharEv
00007ff806488b66 (__TEXT,__text) external __ZN3icu12RegexCompile13scanPosixPropEv
00007ff806484314 (__TEXT,__text) external __ZN3icu12RegexCompile14doParseActionsEi
00007ff806486b8c (__TEXT,__text) external __ZN3icu12RegexCompile14matchStartTypeEv
00007ff806488d7a (__TEXT,__text) external __ZN3icu12RegexCompile14maxMatchLengthEii
00007ff806486750 (__TEXT,__text) external __ZN3icu12RegexCompile14minMatchLengthEii
00007ff80648831a (__TEXT,__text) external __ZN3icu12RegexCompile15compileIntervalEii
00007ff8064877e2 (__TEXT,__text) external __ZN3icu12RegexCompile16handleCloseParenEv
00007ff80648638c (__TEXT,__text) external __ZN3icu12RegexCompile17allocateStackDataEi
00007ff80648931a (__TEXT,__text) external __ZN3icu12RegexCompile20createSetForPropertyERKNS_13UnicodeStringEa
00007ff8064881ce (__TEXT,__text) external __ZN3icu12RegexCompile21compileInlineIntervalEv
00007ff806489200 (__TEXT,__text) external __ZN3icu12RegexCompile27findCaseInsensitiveStartersEiPNS_10UnicodeSetE
00007ff8064862b8 (__TEXT,__text) external __ZN3icu12RegexCompile5errorE10UErrorCode
00007ff806487eaa (__TEXT,__text) external __ZN3icu12RegexCompile7buildOpEii
00007ff806483c18 (__TEXT,__text) external __ZN3icu12RegexCompile7compileEP5UTextR11UParseErrorR10UErrorCode
00007ff806483b58 (__TEXT,__text) external __ZN3icu12RegexCompile7compileERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff8064889c6 (__TEXT,__text) external __ZN3icu12RegexCompile7setEvalEi
00007ff806488018 (__TEXT,__text) external __ZN3icu12RegexCompile8appendOpEi
00007ff8064877c4 (__TEXT,__text) external __ZN3icu12RegexCompile8appendOpEii
00007ff8064880ac (__TEXT,__text) external __ZN3icu12RegexCompile8insertOpEi
