00007ff843894c30 (__DATA,__data) non-external _C
                 (undefined) external ___recvfrom (from libsystem_kernel)
                 (undefined) external ___recvfrom_nocancel (from libsystem_kernel)
00007ff802d19d6b (__TEXT,__text) external ___rshift_D2A
00007ff802d85920 (__TEXT,__const) non-external (was a private external) ___rune_depreciated_msg
00007ff802d152c1 (__TEXT,__text) external ___rv_alloc_D2A
00007ff802d15caa (__TEXT,__text) external ___s2b_D2A
00007ff8436b8510 (__DATA_DIRTY,__data) external ___sF
00007ff8436b86f0 (__DATA_DIRTY,__data) non-external ___sFX
00007ff802d259cc (__TEXT,__text) external ___sclose
00007ff8436ba750 (__DATA_DIRTY,__bss) non-external ___scounted
00007ff8436bb258 (__DATA_DIRTY,__common) external ___sdidinit
                 (undefined) external ___semwait_signal (from libsystem_kernel)
                 (undefined) external ___semwait_signal_nocancel (from libsystem_kernel)
                 (undefined) external ___sendto (from libsystem_kernel)
                 (undefined) external ___sendto_nocancel (from libsystem_kernel)
00007ff802d0a473 (__TEXT,__text) non-external (was a private external) ___setenv_locked
                 (undefined) external ___setlogin (from libsystem_kernel)
00007ff802d5d3c6 (__TEXT,__text) external ___setonlyClocaleconv
00007ff802d286f0 (__TEXT,__text) non-external (was a private external) ___setrunelocale
00007ff843895d60 (__DATA,__bss) non-external ___setrunelocale.CachedRuneLocale
00007ff843896750 (__DATA,__bss) non-external ___setrunelocale.cache_lock
                 (undefined) external ___settimeofday (from libsystem_kernel)
00007ff802d7aa14 (__TEXT,__text) non-external ___setup_vars
00007ff802d78eb0 (__TEXT,__text) non-external (was a private external) ___setutxent
00007ff802d159f9 (__TEXT,__text) external ___sflags
00007ff802d15462 (__TEXT,__text) external ___sflush
00007ff802d15a90 (__TEXT,__text) external ___sfp
00007ff802d15c5a (__TEXT,__text) non-external (was a private external) ___sfprelease
00007ff802d09c56 (__TEXT,__text) external ___sfvwrite
00007ff802d48c20 (__TEXT,__text) non-external (was a private external) ___sgetrune
00007ff8436b9700 (__DATA_DIRTY,__data) external ___sglue
                 (undefined) external ___sigaltstack (from libsystem_kernel)
00007ff802d10e1d (__TEXT,__text) external ___sinit
00007ff802d3b9d0 (__TEXT,__text) external ___slbexpand
00007ff802d1a00f (__TEXT,__text) external ___smakebuf
00007ff802d82ff1 (__TEXT,__text) non-external ___smakebuf.cold.1
00007ff802d0a03f (__TEXT,__text) external ___snprintf_chk
00007ff802d8176e (__TEXT,__text) external ___snprintf_object_size_chk
00007ff802d4f7d6 (__TEXT,__text) external ___split_page
00007ff802d6be26 (__TEXT,__text) non-external ___sprint
00007ff802d11add (__TEXT,__text) external ___sprintf_chk
00007ff802d818bd (__TEXT,__text) external ___sprintf_object_size_chk
00007ff802d48cf5 (__TEXT,__text) non-external (was a private external) ___sputrune
00007ff802d36ce1 (__TEXT,__text) external ___sread
00007ff802d10cdc (__TEXT,__text) external ___srefill
00007ff802d10d03 (__TEXT,__text) non-external (was a private external) ___srefill0
00007ff802d1158c (__TEXT,__text) non-external (was a private external) ___srefill1
00007ff802d2c187 (__TEXT,__text) external ___srget
00007ff802d36e51 (__TEXT,__text) external ___sseek
00007ff802d83569 (__TEXT,__text) external ___stack_chk_fail
00007ff8436bb290 (__DATA_DIRTY,__common) external ___stack_chk_guard
                 (undefined) external ___stat64_extended (from libsystem_kernel)
                 (undefined) external ___stat_extended (from libsystem_kernel)
00007ff8438967c0 (__DATA,__bss) non-external ___stderr_evp
00007ff843894df8 (__DATA,__data) external ___stderrp
00007ff8438967b0 (__DATA,__bss) non-external ___stdin_evp
00007ff843894de8 (__DATA,__data) external ___stdinp
00007ff802d819b6 (__TEXT,__text) non-external (was a private external) ___stdio_init
00007ff8436bb210 (__DATA_DIRTY,__bss) non-external ___stdout_evp
00007ff843894df0 (__DATA,__data) external ___stdoutp
00007ff802d81868 (__TEXT,__text) external ___stpcpy_chk
00007ff802d81990 (__TEXT,__text) external ___stpncpy_chk
00007ff802d83bcd (__TEXT,__text) non-external ___stpncpy_chk.cold.1
00007ff802d0b140 (__TEXT,__text) external ___strcat_chk
00007ff802d54034 (__TEXT,__text) external ___strcp_D2A
00007ff802d131aa (__TEXT,__text) external ___strcpy_chk
00007ff843895de8 (__DATA,__bss) non-external ___strerror_ebuf
00007ff802d0e756 (__TEXT,__text) external ___strlcat_chk
00007ff802d0a939 (__TEXT,__text) external ___strlcpy_chk
00007ff802d0bda8 (__TEXT,__text) external ___strncat_chk
00007ff802d12038 (__TEXT,__text) external ___strncpy_chk
00007ff802d83b78 (__TEXT,__text) non-external ___strncpy_chk.cold.1
00007ff802d351fb (__TEXT,__text) external ___sum_D2A
00007ff802d6791c (__TEXT,__text) external ___svfscanf
00007ff802d0ea1e (__TEXT,__text) non-external (was a private external) ___svfscanf_l
00007ff802d86400 (__TEXT,__const) non-external ___svfscanf_l.basefix
00007ff802d399d4 (__TEXT,__text) external ___swbuf
00007ff802d1a272 (__TEXT,__text) external ___swhatbuf
00007ff802d38fad (__TEXT,__text) external ___swrite
00007ff802d27be0 (__TEXT,__text) external ___swsetup
                 (undefined) external ___sysctl (from libsystem_kernel)
00007ff843894e68 (__DATA,__data) non-external ___systemfn_mutex
00007ff843894ed0 (__DATA,__data) non-external ___systemfn_mutex
00007ff802d85b90 (__TEXT,__const) external ___tens_D2A
                 (undefined) external ___thread_selfusage (from libsystem_kernel)
00007ff802d41e6f (__TEXT,__text) non-external ___thread_stack_async_pcs
00007ff802d419c0 (__TEXT,__text) non-external ___thread_stack_pcs
00007ff802d2a287 (__TEXT,__text) non-external (was a private external) ___time_load_locale
00007ff843896828 (__DATA,__bss) non-external ___time_load_locale.cache
00007ff802d85b60 (__TEXT,__const) external ___tinytens_D2A
00007ff802d0beb0 (__TEXT,__text) external ___tolower
00007ff802d5dc80 (__TEXT,__text) external ___tolower_l
00007ff802d0bef6 (__TEXT,__text) external ___toupper
00007ff802d5dc5f (__TEXT,__text) external ___toupper_l
00007ff802d35353 (__TEXT,__text) external ___trailz_D2A
00007ff802d2cedf (__TEXT,__text) external ___ulp_D2A
00007ff802d0a128 (__TEXT,__text) non-external ___ultoa
00007ff802d0a23a (__TEXT,__text) non-external ___ultoa
                 (undefined) external ___umask_extended (from libsystem_kernel)
00007ff802d2c20f (__TEXT,__text) external ___ungetc
00007ff802d672b5 (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff802d0acb9 (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff802d869a0 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff802d79915 (__TEXT,__text) non-external (was a private external) ___utmpxname
00007ff843895de0 (__DATA,__bss) non-external ___utx__
00007ff802d857b4 (__TEXT,__const) non-external (was a private external) ___utx_magic__
00007ff802d053b4 (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff802d056f8 (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff802d83131 (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff802d863c0 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff802d863d0 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff802d67b79 (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff802d86430 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff802d86440 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff802d6c043 (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff802d86530 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff802d17f19 (__TEXT,__text) external ___vsnprintf_chk
00007ff802d81819 (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff802d5c74d (__TEXT,__text) non-external (was a private external) ___wcollate_range_cmp
00007ff802d5e810 (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff802d5e4ca (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff802d5db7c (__TEXT,__text) external ___wcwidth
00007ff802d5dca1 (__TEXT,__text) external ___wcwidth_l
00007ff802d286c8 (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff843894988 (__DATA,__data) external ___xlocale_C_collate
00007ff802d25db8 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff802d45511 (__TEXT,__text) non-external ___xlocale_release
00007ff802d36ea0 (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff802d81e84 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff843894c38 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff802d7870a (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff802d17b3b (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff802d736ae (__TEXT,__text) external __allocenvstate
00007ff802d5409d (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff802d5a411 (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff802d5a45e (__TEXT,__text) non-external __ascii_mbrtowc
00007ff802d5a4a1 (__TEXT,__text) non-external __ascii_mbsinit
00007ff802d5a4ac (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff802d5a53f (__TEXT,__text) non-external __ascii_wcrtomb
00007ff802d5a56d (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff802d41288 (__TEXT,__text) external __atexit_receipt
00007ff843896008 (__DATA,__bss) non-external __atexit_receipt_enabled
00007ff802d19055 (__TEXT,__text) non-external __backtrace_snprintf
00007ff802d3be0e (__TEXT,__text) non-external __boottime_fallback_usec
00007ff840084e40 (__DATA_CONST,__const) external __c_locale
00007ff802d2ef8f (__TEXT,__text) external __cleanup
00007ff802d432e2 (__TEXT,__text) external __closeutx
00007ff802d5afe8 (__TEXT,__text) external __collate_lookup
00007ff802d5c3d6 (__TEXT,__text) non-external (was a private external) __collate_sxfrm
00007ff802d82e2f (__TEXT,__text) non-external __collate_sxfrm.cold.1
00007ff802d5c151 (__TEXT,__text) non-external (was a private external) __collate_wxfrm
00007ff802d82e0c (__TEXT,__text) non-external __collate_wxfrm.cold.1
00007ff802d736b8 (__TEXT,__text) external __copyenv
00007ff843894e60 (__DATA,__data) external __cthread_init_routine
00007ff802d73730 (__TEXT,__text) external __deallocenvstate
00007ff802d36ba8 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_get_image_uuid (from libdyld)
                 (undefined) external __dyld_get_shared_cache_range (from libdyld)
                 (undefined) external __dyld_get_shared_cache_uuid (from libdyld)
                 (undefined) external __dyld_images_for_addresses (from libdyld)
                 (undefined) external __dyld_stack_range (from libdyld)
00007ff8438968f0 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff8438968e8 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff802d54363 (__TEXT,__text) non-external (was a private external) __e_visprintf
00007ff802d78fce (__TEXT,__text) external __endutxent
00007ff802d83974 (__TEXT,__text) non-external __endutxent.cold.1
00007ff802d8399c (__TEXT,__text) non-external __endutxent.cold.2
00007ff802d66720 (__TEXT,__text) non-external __ensurespace
                 (undefined) external __exit (from libsystem_kernel)
00007ff802d3c037 (__TEXT,__text) non-external __ffpp_strtoencf32_l
00007ff802d819f2 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
00007ff802d81a15 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
00007ff802d846d0 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00007ff802d3c2d4 (__TEXT,__text) non-external __ffpp_strtoencf64_l
00007ff802d81a38 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
00007ff802d81a5b (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
00007ff802d81a7e (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
00007ff802d84a70 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
00007ff802d3c77b (__TEXT,__text) non-external __ffpp_strtoencf80_l
00007ff802d81aa1 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.1
00007ff802d81ac4 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.2
00007ff802d84c20 (__TEXT,__const) non-external __ffpp_strtoencf80_l.longDoublePowerOf10
00007ff802d7fcfe (__TEXT,__text) non-external (was a private external) __filldir
00007ff802d57694 (__TEXT,__text) non-external (was a private external) __filldir$INODE64
00007ff802d80686 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff802d0baca (__TEXT,__text) non-external (was a private external) __fixtelldir$INODE64
00007ff802d62b90 (__TEXT,__text) external __flockfile_debug_stub
00007ff802d38bae (__TEXT,__text) external __fseeko
00007ff802d36cf2 (__TEXT,__text) external __ftello
00007ff802d2efa0 (__TEXT,__text) external __fwalk
                 (undefined) external __get_cpu_capabilities (from libsystem_kernel)
00007ff802d7193a (__TEXT,__text) external __getenvp
00007ff802d79276 (__TEXT,__text) external __getutxent
00007ff802d839c4 (__TEXT,__text) non-external __getutxent.cold.1
00007ff802d839ec (__TEXT,__text) non-external __getutxent.cold.2
00007ff802d792ec (__TEXT,__text) external __getutxid
00007ff802d83a14 (__TEXT,__text) non-external __getutxid.cold.1
00007ff802d83a3c (__TEXT,__text) non-external __getutxid.cold.2
00007ff802d79452 (__TEXT,__text) external __getutxline
00007ff802d83a64 (__TEXT,__text) non-external __getutxline.cold.1
00007ff802d83a8c (__TEXT,__text) non-external __getutxline.cold.2
00007ff802d166f0 (__TEXT,__text) external __inet_aton_check
00007ff802d25d62 (__TEXT,__text) external __init_clock_port
00007ff802d6f043 (__TEXT,__text) external __int_to_time
00007ff802d120f1 (__TEXT,__text) non-external __isort
00007ff802d12282 (__TEXT,__text) non-external __isort
00007ff802d7362e (__TEXT,__text) non-external __legacy_crt1_environ
00007ff8436bb1f0 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_child
00007ff8436bb190 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_child_v2
00007ff8436bb1e8 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_parent
00007ff8436bb188 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_parent_v2
00007ff8436bb1e0 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_prepare
00007ff8436bb1c8 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_prepare_v2
00007ff802d485af (__TEXT,__text) external __libc_fork_child
00007ff802d25cb8 (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff802d485a3 (__TEXT,__text) external __libc_fork_parent
00007ff802d48597 (__TEXT,__text) external __libc_fork_prepare
00007ff802d25c2a (__TEXT,__text) external __libc_initializer
00007ff802d5d436 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff802d5d407 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff802d5d3d8 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff802d6f031 (__TEXT,__text) external __long_to_time
00007ff802d3bcd4 (__TEXT,__text) non-external __mach_boottime_usec
00007ff802d412be (__TEXT,__text) non-external (was a private external) __maybe_call_atexit_receipt_handler
00007ff84389600c (__DATA,__bss) non-external __maybe_call_atexit_receipt_handler.already_did
00007ff8436bb180 (__DATA_DIRTY,__bss) non-external __mh_execute_header_pointer
00007ff802d35049 (__TEXT,__text) non-external __mkdtemp_action
00007ff802d3b00a (__TEXT,__text) non-external __mkfilex_np
00007ff802d25707 (__TEXT,__text) non-external __mkostemps_action
00007ff802d138da (__TEXT,__text) non-external __mkpath
00007ff802d3681d (__TEXT,__text) external __mkpath_np
00007ff802d6462e (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff802d8300c (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff802d64578 (__TEXT,__text) external __mktemp
00007ff802d1a9c9 (__TEXT,__text) non-external __mktemp_action
00007ff802d5dcd4 (__TEXT,__text) non-external (was a private external) __none_init
00007ff802d31a11 (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff802d5dd21 (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff802d5dd2c (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff802d2ef61 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff802d5dd9c (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
00007ff843896740 (__DATA,__bss) non-external __onlyClocaleconv
00007ff802d4323b (__TEXT,__text) external __openutx
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff802d81f47 (__TEXT,__text) external __os_assert_log
00007ff802d82260 (__TEXT,__text) external __os_assert_log_ctx
00007ff802d2bd48 (__TEXT,__text) external __os_assumes_log
00007ff802d820af (__TEXT,__text) external __os_assumes_log_ctx
00007ff802d11cbc (__TEXT,__text) external __os_avoid_tail_call
00007ff802d81f2b (__TEXT,__text) external __os_crash
00007ff843896900 (__DATA,__common) external __os_crash_callback
00007ff802d49278 (__TEXT,__text) external __os_crash_fmt
00007ff802d823d8 (__TEXT,__text) non-external __os_crash_fmt.cold.1
00007ff802d4923c (__TEXT,__text) external __os_crash_msg
00007ff802d81ce7 (__TEXT,__text) external __os_debug_log
00007ff802d434db (__TEXT,__text) external __os_debug_log_error_offset
00007ff802d2bf49 (__TEXT,__text) external __os_debug_log_error_str
00007ff802d2bf5f (__TEXT,__text) non-external __os_debug_log_init
00007ff802d4356a (__TEXT,__text) non-external __os_debug_log_open_file
00007ff802d43355 (__TEXT,__text) weak external __os_debug_log_redirect_func
00007ff802d4335d (__TEXT,__text) non-external __os_debug_log_write
00007ff802d434f0 (__TEXT,__text) non-external __os_debug_log_write_error
00007ff802d49338 (__TEXT,__text) non-external __os_get_build
00007ff802d492c4 (__TEXT,__text) non-external __os_get_image_uuid
                 (undefined) external __os_log_default (from libsystem_trace)
00007ff802d2befe (__TEXT,__text) non-external __os_log_redirect
                 (undefined) external __os_log_send_and_compose_impl (from libsystem_trace)
                 (undefined) external __os_once (from libsystem_platform)
00007ff802d0a87d (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff802d0a3fb (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff802d0a812 (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840085080 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff802d88a30 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff802d25c7c (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff802d74a9e (__TEXT,__text) non-external __psort
00007ff802d75557 (__TEXT,__text) non-external __psort
00007ff802d75fbd (__TEXT,__text) non-external __psort
00007ff802d8366f (__TEXT,__text) non-external __psort.cold.1
00007ff802d836ab (__TEXT,__text) non-external __psort.cold.1
00007ff802d836e7 (__TEXT,__text) non-external __psort.cold.1
00007ff802d74a49 (__TEXT,__text) non-external __psort_parallel
00007ff802d75502 (__TEXT,__text) non-external __psort_parallel
00007ff802d75f63 (__TEXT,__text) non-external __psort_parallel
00007ff802d72001 (__TEXT,__text) external __putenvp
00007ff802d79529 (__TEXT,__text) external __pututxline
00007ff802d83ab4 (__TEXT,__text) non-external __pututxline.cold.1
00007ff802d83adc (__TEXT,__text) non-external __pututxline.cold.2
00007ff802d41f1e (__TEXT,__text) non-external __pwuid_r
00007ff802d35700 (__TEXT,__text) non-external __qsort
00007ff802d35f4e (__TEXT,__text) non-external __qsort
00007ff843894c60 (__DATA,__data) external __rand48_add
00007ff843894900 (__DATA,__data) external __rand48_mult
00007ff8436b84c0 (__DATA_DIRTY,__data) external __rand48_seed
00007ff802d7ff74 (__TEXT,__text) external __readdir_unlocked
00007ff802d0b935 (__TEXT,__text) external __readdir_unlocked$INODE64
00007ff802d0bb0c (__TEXT,__text) external __reclaim_telldir
00007ff802d868a4 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff8436bb270 (__DATA_DIRTY,__common) non-external (was a private external) __saved_environ
00007ff802d805fa (__TEXT,__text) external __seekdir
00007ff802d36b11 (__TEXT,__text) external __seekdir$INODE64
00007ff802d73772 (__TEXT,__text) external __setenvp
00007ff802d78eec (__TEXT,__text) external __setutxent
00007ff802d83928 (__TEXT,__text) non-external __setutxent.cold.1
00007ff802d8394e (__TEXT,__text) non-external __setutxent.cold.2
00007ff802d48709 (__TEXT,__text) external __sigaction_nobind
00007ff843896958 (__DATA,__common) external __sigintr
00007ff802d59099 (__TEXT,__text) external __signal_nobind
00007ff802d3bbf1 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff802d58f3b (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff802d115e5 (__TEXT,__text) external __sread
00007ff802d1a445 (__TEXT,__text) external __sseek
00007ff802d2646e (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff802d47280 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff802d0dd19 (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff802d0dd05 (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff802d1dd5c (__TEXT,__text) non-external (was a private external) __st_time1
00007ff802d0c066 (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff802d79be8 (__TEXT,__text) non-external __strfmon
00007ff802d2d284 (__TEXT,__text) non-external __strptime0
00007ff802d86670 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff802d46a90 (__TEXT,__text) external __subsystem_init
00007ff802d17d4c (__TEXT,__text) external __swrite
00007ff802d41e46 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff802d1383b (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff802d6f004 (__TEXT,__text) external __time32_to_time
00007ff802d6f016 (__TEXT,__text) external __time64_to_time
00007ff802d6f03a (__TEXT,__text) external __time_to_int
00007ff802d6f028 (__TEXT,__text) external __time_to_long
00007ff802d6f00d (__TEXT,__text) external __time_to_time32
00007ff802d6f01f (__TEXT,__text) external __time_to_time64
                 (undefined) external __tlv_atexit (from libdyld)
                 (undefined) external __tlv_exit (from libdyld)
00007ff802d737f0 (__TEXT,__text) external __unsetenvp
00007ff802d4316e (__TEXT,__text) non-external (was a private external) __utmpx32_64
00007ff802d431d5 (__TEXT,__text) non-external (was a private external) __utmpx64_32
00007ff802d4218a (__TEXT,__text) non-external (was a private external) __utmpx_asl
00007ff802d869b1 (__TEXT,__const) non-external (was a private external) __utmpx_vers
00007ff802d425ec (__TEXT,__text) non-external (was a private external) __utmpx_working_copy
00007ff843896010 (__DATA,__bss) non-external __utmpx_working_copy.idzero
00007ff802d799e9 (__TEXT,__text) external __utmpxname
00007ff802d83b04 (__TEXT,__text) non-external __utmpxname.cold.1
00007ff802d83b2c (__TEXT,__text) non-external __utmpxname.cold.2
00007ff802d3557b (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff802d3a564 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff802d3539e (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff802d274a4 (__TEXT,__text) non-external __yconv
00007ff802d71808 (__TEXT,__text) external _a64l
00007ff802d853d0 (__TEXT,__const) non-external _a64toi
00007ff802d83376 (__TEXT,__text) external _abort
00007ff802d834b5 (__TEXT,__text) external _abort_report_np
                 (undefined) external _abort_with_payload (from libsystem_kernel)
00007ff802d718b0 (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff802d45adb (__TEXT,__text) external _acl_add_flag_np
00007ff802d45b46 (__TEXT,__text) external _acl_add_perm
00007ff802d455fe (__TEXT,__text) external _acl_calc_mask
00007ff802d45ae5 (__TEXT,__text) external _acl_clear_flags_np
00007ff802d45b69 (__TEXT,__text) external _acl_clear_perms
00007ff802d45614 (__TEXT,__text) external _acl_copy_entry
00007ff802d45cc0 (__TEXT,__text) external _acl_copy_ext
00007ff802d136cc (__TEXT,__text) external _acl_copy_ext_native
00007ff802d45d92 (__TEXT,__text) external _acl_copy_int
00007ff802d3ab1d (__TEXT,__text) external _acl_copy_int_native
00007ff802d45738 (__TEXT,__text) external _acl_create_entry
00007ff802d45675 (__TEXT,__text) external _acl_create_entry_np
00007ff802d45ac5 (__TEXT,__text) external _acl_delete_def_file
00007ff802d45747 (__TEXT,__text) external _acl_delete_entry
00007ff802d4591e (__TEXT,__text) external _acl_delete_fd_np
00007ff802d45934 (__TEXT,__text) external _acl_delete_file_np
00007ff802d45af3 (__TEXT,__text) external _acl_delete_flag_np
00007ff802d4594a (__TEXT,__text) external _acl_delete_link_np
00007ff802d45b77 (__TEXT,__text) external _acl_delete_perm
00007ff802d1360c (__TEXT,__text) external _acl_dup
00007ff840084e50 (__DATA_CONST,__const) non-external _acl_flags
00007ff802d13792 (__TEXT,__text) external _acl_free
00007ff802d45e36 (__TEXT,__text) external _acl_from_text
00007ff802d3ba39 (__TEXT,__text) external _acl_get_entry
00007ff802d45960 (__TEXT,__text) external _acl_get_fd
00007ff802d35073 (__TEXT,__text) external _acl_get_fd_np
00007ff802d33cf6 (__TEXT,__text) external _acl_get_file
00007ff802d33d05 (__TEXT,__text) non-external _acl_get_file1
00007ff802d3bb07 (__TEXT,__text) external _acl_get_flag_np
00007ff802d3baba (__TEXT,__text) external _acl_get_flagset_np
00007ff802d4596f (__TEXT,__text) external _acl_get_link_np
00007ff802d45b9c (__TEXT,__text) external _acl_get_perm_np
00007ff802d45bc2 (__TEXT,__text) external _acl_get_permset
00007ff802d45c43 (__TEXT,__text) external _acl_get_permset_mask_np
00007ff802d457ff (__TEXT,__text) external _acl_get_qualifier
00007ff802d45862 (__TEXT,__text) external _acl_get_tag_type
00007ff802d3aba6 (__TEXT,__text) external _acl_init
00007ff802d45c34 (__TEXT,__text) external _acl_maximal_permset_mask_np
00007ff840084f10 (__DATA_CONST,__const) non-external _acl_perms
00007ff802d459e7 (__TEXT,__text) external _acl_set_fd
00007ff802d4597b (__TEXT,__text) external _acl_set_fd_np
00007ff802d459f1 (__TEXT,__text) external _acl_set_file
00007ff802d45aff (__TEXT,__text) external _acl_set_flagset_np
00007ff802d45a5d (__TEXT,__text) external _acl_set_link_np
00007ff802d45bfc (__TEXT,__text) external _acl_set_permset
