00007ff802954960 (__TEXT,__text) external _APL_dgemm
00007ff802a04fa4 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff802a1626d (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff802a2e4cd (__TEXT,__text) external _cblas_ctrmm
00007ff8029df005 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff8029fd334 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff802a36c99 (__TEXT,__text) external _cblas_ctrmv
00007ff802a058f0 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff802a16bb6 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff802a251e0 (__TEXT,__text) external _cblas_ctrsm
00007ff8029389c0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff8029f10ac (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff802a377be (__TEXT,__text) external _cblas_ctrsv
00007ff802a06415 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff802a17726 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff802a271cc (__TEXT,__text) external _cblas_dasum
00007ff802957b80 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff8029f38b5 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff802a27200 (__TEXT,__text) external _cblas_daxpy
00007ff802957bb4 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff8029f38e6 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff802a272f2 (__TEXT,__text) external _cblas_dcopy
00007ff802957ca6 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff8029f39c0 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff802a2716c (__TEXT,__text) external _cblas_ddot
00007ff802957b20 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff8029f385e (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff802a22665 (__TEXT,__text) external _cblas_dgbmv
00007ff8028c4604 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff8029ee423 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff802a2cd86 (__TEXT,__text) external _cblas_dgemm
00007ff8029b85ec (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff8029fb8be (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff8029b8642 (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff802876180 (__TEXT,__text) external _cblas_dgemv
00007ff8028c31a3 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff8029ee0b1 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff8028c31f0 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff802872b86 (__TEXT,__text) external _cblas_dger
00007ff8028c2ee0 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff8029edf7a (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff802a2736b (__TEXT,__text) external _cblas_dnrm2
00007ff802957d1f (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff8029f3a2a (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff802a27459 (__TEXT,__text) external _cblas_drot
00007ff802957e41 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff8029f3b36 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff802a3334a (__TEXT,__text) external _cblas_drotg
00007ff8029ff718 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff802a10d97 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff802a274e3 (__TEXT,__text) external _cblas_drotm
00007ff802957ecb (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff8029f3bb6 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff802a3347a (__TEXT,__text) external _cblas_drotmg
00007ff8029ff848 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff802a10ec7 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff802a22a11 (__TEXT,__text) external _cblas_dsbmv
00007ff8028cd180 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff8029ee7fd (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff802872b52 (__TEXT,__text) external _cblas_dscal
00007ff802957d4d (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff8029f3a58 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff802a212b8 (__TEXT,__text) external _cblas_dsdot
00007ff80289b986 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff8029ea041 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff802a20d1a (__TEXT,__text) external _cblas_dspmv
00007ff802891baa (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff8029e9a90 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff802a2af57 (__TEXT,__text) external _cblas_dspr
00007ff802995593 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff8029f9514 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff802a24678 (__TEXT,__text) external _cblas_dspr2
00007ff802910c45 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff8029f0502 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff802a273c7 (__TEXT,__text) external _cblas_dswap
00007ff802957daf (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff8029f3ab2 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff802a20996 (__TEXT,__text) external _cblas_dsymm
00007ff802890b8c (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff8029e9700 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff802a2558b (__TEXT,__text) external _cblas_dsymv
00007ff80293996d (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff8029f1469 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff802a2247b (__TEXT,__text) external _cblas_dsyr
00007ff8028c3240 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff8029ee0ec (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff802a22542 (__TEXT,__text) external _cblas_dsyr2
00007ff8028c3307 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff8029ee1bd (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff802a27cad (__TEXT,__text) external _cblas_dsyr2k
00007ff80295e15b (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff8029f6270 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff802a2ac45 (__TEXT,__text) external _cblas_dsyrk
00007ff802994bcb (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff8029f91d7 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff802a21815 (__TEXT,__text) external _cblas_dtbmv
00007ff8028a08bc (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff8029ea529 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff802a23573 (__TEXT,__text) external _cblas_dtbsv
00007ff8028e3ee8 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff8029ef3e3 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff802a29c11 (__TEXT,__text) external _cblas_dtpmv
00007ff80297dcc2 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff8029f81c7 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff802a23eba (__TEXT,__text) external _cblas_dtpsv
00007ff8028f24d7 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff8029efd14 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff802a2bef3 (__TEXT,__text) external _cblas_dtrmm
00007ff8029a6b80 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff8029faa28 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff8028734ef (__TEXT,__text) external _cblas_dtrmv
00007ff8028c342a (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff8029ee2e0 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff802a20e8d (__TEXT,__text) external _cblas_dtrsm
00007ff802892d4b (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff8029e9c10 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff802a22291 (__TEXT,__text) external _cblas_dtrsv
00007ff8028bdf30 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff8029eaf91 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff802a21a37 (__TEXT,__text) external _cblas_dzasum
00007ff8028a1612 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff8029ea74a (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff802a38546 (__TEXT,__text) external _cblas_dznrm2
00007ff802a0719d (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff802a18551 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff802a3e2b9 (__TEXT,__text) external _cblas_errprn
00007ff802a0f084 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff802a201d9 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff802a22cec (__TEXT,__text) external _cblas_icamax
00007ff8028ce535 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff8029eeb11 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff8028727e0 (__TEXT,__text) external _cblas_idamax
00007ff802948148 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff8029f272b (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff802a2b9e6 (__TEXT,__text) external _cblas_isamax
00007ff80299a78d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff8029fa024 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff802a23cb9 (__TEXT,__text) external _cblas_izamax
00007ff8028ec4ac (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff8029efb22 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff802a213f7 (__TEXT,__text) external _cblas_sasum
00007ff80289bac5 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff8029ea15f (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff802a2142b (__TEXT,__text) external _cblas_saxpy
00007ff80289baf9 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff8029ea190 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff802a2deea (__TEXT,__text) external _cblas_scasum
00007ff8029cbf1a (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff8029fca7a (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff802a25fe7 (__TEXT,__text) external _cblas_scnrm2
00007ff80293fb8c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff8029f2356 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff802a2151b (__TEXT,__text) external _cblas_scopy
00007ff80289bbe9 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff8029ea268 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff802a21397 (__TEXT,__text) external _cblas_sdot
00007ff80289ba65 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff8029ea10e (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff802a21318 (__TEXT,__text) external _cblas_sdsdot
00007ff80289b9e6 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff8029ea098 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff802a2db3e (__TEXT,__text) external _cblas_sgbmv
00007ff8029c3a9f (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff8029fc6a0 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff802a21ac6 (__TEXT,__text) external _cblas_sgemm
00007ff8028a9940 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff8029ea7d9 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff8028a9996 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff802a26e06 (__TEXT,__text) external _cblas_sgemv
00007ff8029554b3 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff8029f34f6 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff802955500 (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff802a26cc6 (__TEXT,__text) external _cblas_sger
00007ff8029551f4 (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff8029f33b7 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff802a21594 (__TEXT,__text) external _cblas_snrm2
00007ff80289bc62 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff8029ea2d2 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff802a216b6 (__TEXT,__text) external _cblas_srot
00007ff80289bd84 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff8029ea3de (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff802a3396b (__TEXT,__text) external _cblas_srotg
00007ff8029ffd39 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff802a113b8 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff802a21740 (__TEXT,__text) external _cblas_srotm
00007ff80289be0e (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff8029ea45e (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff802a33a7c (__TEXT,__text) external _cblas_srotmg
00007ff8029ffe4a (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff802a114c9 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff802a2439d (__TEXT,__text) external _cblas_ssbmv
00007ff80290d67b (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff8029f01ee (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff802a215c2 (__TEXT,__text) external _cblas_sscal
00007ff80289bc90 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff8029ea300 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff802a2623f (__TEXT,__text) external _cblas_sspmv
00007ff802947fd5 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff8029f25ab (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff802a247f4 (__TEXT,__text) external _cblas_sspr
00007ff802928096 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff8029f0686 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff802a267ad (__TEXT,__text) external _cblas_sspr2
00007ff802952ab3 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff8029f2e90 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff802a21624 (__TEXT,__text) external _cblas_sswap
00007ff80289bcf2 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff8029ea35a (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff802a2d7ba (__TEXT,__text) external _cblas_ssymm
00007ff8029bcdb0 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff8029fc310 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff802a263b2 (__TEXT,__text) external _cblas_ssymv
00007ff8029492c8 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff8029f2a8a (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff802a26e53 (__TEXT,__text) external _cblas_ssyr
00007ff802955550 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff8029f3531 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff802a26f19 (__TEXT,__text) external _cblas_ssyr2
00007ff802955616 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff8029f35fd (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff802a23295 (__TEXT,__text) external _cblas_ssyr2k
00007ff8028e0b0e (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff8029ef102 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff802a2572a (__TEXT,__text) external _cblas_ssyrk
00007ff80293adb0 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff8029f160f (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff802a28d24 (__TEXT,__text) external _cblas_stbmv
00007ff802967b32 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff8029f72c9 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff802a23795 (__TEXT,__text) external _cblas_stbsv
00007ff8028e9e92 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff8029ef604 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff802a2e117 (__TEXT,__text) external _cblas_stpmv
00007ff8029d8084 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff8029fcca3 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff802a2df49 (__TEXT,__text) external _cblas_stpsv
00007ff8029d0bd8 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff8029fcad9 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff802a26929 (__TEXT,__text) external _cblas_strmm
00007ff802954e57 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff8029f3014 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff802a2702f (__TEXT,__text) external _cblas_strmv
00007ff80295572c (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff8029f371b (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff802a2e873 (__TEXT,__text) external _cblas_strsm
00007ff8029e5360 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff8029fd6e0 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff802a26055 (__TEXT,__text) external _cblas_strsv
00007ff802945b0e (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff8029f23c3 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff802a3e257 (__TEXT,__text) external _cblas_xerbla
00007ff802a0f022 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff802a20173 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff802a27949 (__TEXT,__text) external _cblas_zaxpy
00007ff80295cca8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff8029f5f0b (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff802a21fac (__TEXT,__text) external _cblas_zcopy
00007ff8028b8ef3 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff8029eac9d (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff802a21f13 (__TEXT,__text) external _cblas_zdotc_sub
00007ff8028ad4a5 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff8029eac15 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff802a2d5ef (__TEXT,__text) external _cblas_zdotu_sub
00007ff8029bca2f (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff8029fc158 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff802a29fb7 (__TEXT,__text) external _cblas_zdrot
00007ff80298d4e0 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff8029f8571 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff802a2d688 (__TEXT,__text) external _cblas_zdscal
00007ff8029bcc53 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff8029fc1e0 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff802a389f4 (__TEXT,__text) external _cblas_zgbmv
00007ff802a074bd (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff802a18874 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff802a2d0b7 (__TEXT,__text) external _cblas_zgemm
00007ff8029b982f (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff8029fbbeb (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff802a39140 (__TEXT,__text) external _cblas_zgemv
00007ff802a07bd0 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff802a18fa0 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff802a2c290 (__TEXT,__text) external _cblas_zgerc
00007ff8029b22d0 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff8029fadcb (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff802a2e2ca (__TEXT,__text) external _cblas_zgeru
00007ff8029d8237 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff8029fce5d (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff802a39f70 (__TEXT,__text) external _cblas_zhbmv
00007ff802a08a00 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff802a19de0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff802a24e57 (__TEXT,__text) external _cblas_zhemm
00007ff8029286f9 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff8029f0d1c (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff802a3a1af (__TEXT,__text) external _cblas_zhemv
00007ff802a090c1 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff802a1a4ac (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff802a292cf (__TEXT,__text) external _cblas_zher
00007ff80296ce78 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff8029f787a (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff802a3aa40 (__TEXT,__text) external _cblas_zher2
00007ff802a09cf7 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff802a1b16c (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff802a2bbb7 (__TEXT,__text) external _cblas_zher2k
00007ff8029a1f62 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff8029fa6da (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff802a21b1c (__TEXT,__text) external _cblas_zherk
00007ff8028ad0ae (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff8029ea81c (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff802a3b1f9 (__TEXT,__text) external _cblas_zhpmv
00007ff802a0a4b0 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff802a1b925 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff802a3b3f1 (__TEXT,__text) external _cblas_zhpr
00007ff802a0aa69 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff802a1bb2d (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff802a3b527 (__TEXT,__text) external _cblas_zhpr2
00007ff802a0adca (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff802a1be92 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff802a38643 (__TEXT,__text) external _cblas_zrotg
00007ff802a07270 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff802a18627 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff802a2871e (__TEXT,__text) external _cblas_zscal
00007ff802964cc0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff8029f6cf4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff802a28314 (__TEXT,__text) external _cblas_zswap
00007ff802963b51 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff8029f68e1 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff802a275c0 (__TEXT,__text) external _cblas_zsymm
00007ff802959edc (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff8029f5b7b (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff802a2cddc (__TEXT,__text) external _cblas_zsyr2k
00007ff8029b869b (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff8029fb901 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff802a22ec0 (__TEXT,__text) external _cblas_zsyrk
00007ff8028ceb07 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff8029eeccf (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff802a3bc50 (__TEXT,__text) external _cblas_ztbmv
00007ff802a0b4f3 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff802a1c5a0 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff802a3be97 (__TEXT,__text) external _cblas_ztbsv
00007ff802a0bdac (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff802a1ce9a (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff802a3c0de (__TEXT,__text) external _cblas_ztpmv
00007ff802a0c844 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff802a1d973 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff802a3c2e3 (__TEXT,__text) external _cblas_ztpsv
00007ff802a0cf21 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff802a1e045 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff802a28378 (__TEXT,__text) external _cblas_ztrmm
00007ff802963c3b (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff8029f6948 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00007ff802a3cad1 (__TEXT,__text) external _cblas_ztrmv
00007ff802a0d80c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00007ff802a1e92c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00007ff802a25a3c (__TEXT,__text) external _cblas_ztrsm
00007ff80293bd63 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00007ff8029f194c (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00007ff802a3d586 (__TEXT,__text) external _cblas_ztrsv
00007ff802a0e2c1 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00007ff802a1f42e (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
00007ff80287b170 (__TEXT,__text) external _ccopy
00007ff80299b71e (__TEXT,__text) external _ccopy$NEWLAPACK
00007ff8029fa3d3 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
