00007ff8400f6df0 (__DATA,__data) external _NDR_record
00007ff8010cc024 (__TEXT,__text) external _chroot
00007ff8010dd7af (__TEXT,__text) external _clock_alarm
00007ff8010dd4a6 (__TEXT,__text) external _clock_alarm_reply
00007ff8010dd61e (__TEXT,__text) external _clock_get_attributes
00007ff8010dd50d (__TEXT,__text) external _clock_get_time
00007ff8010dd37a (__TEXT,__text) external _clock_set_attributes
00007ff8010dd28f (__TEXT,__text) external _clock_set_time
00007ff8010ce3cd (__TEXT,__text) external _clock_sleep
00007ff8010ca268 (__TEXT,__text) external _clock_sleep_trap
00007ff8010ce2c4 (__TEXT,__text) external _clonefile
00007ff8010cc03c (__TEXT,__text) external _clonefileat
00007ff8010cc054 (__TEXT,__text) external _close
00007ff8010ca9e0 (__TEXT,__text) external _close$NOCANCEL
00007ff8010d8852 (__TEXT,__text) external _coalition_create
00007ff8010d88cf (__TEXT,__text) external _coalition_info_debug_info
00007ff8010d895b (__TEXT,__text) external _coalition_info_pid_list
00007ff8010d88a3 (__TEXT,__text) external _coalition_info_resource_usage
00007ff8010d8927 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8010d88fb (__TEXT,__text) external _coalition_info_set_name
00007ff8010d8980 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8010cc06c (__TEXT,__text) external _coalition_policy_get
00007ff8010cc084 (__TEXT,__text) external _coalition_policy_set
00007ff8010d8882 (__TEXT,__text) external _coalition_reap
00007ff8010d8861 (__TEXT,__text) external _coalition_terminate
00007ff8010caa40 (__TEXT,__text) external _connect
00007ff8010caa58 (__TEXT,__text) external _connect$NOCANCEL
00007ff8010cc09c (__TEXT,__text) external _connectx
00007ff8010cc0b4 (__TEXT,__text) external _csops
00007ff8010cc0cc (__TEXT,__text) external _csops_audittoken
00007ff8010d8a52 (__TEXT,__text) external _csr_check
00007ff8010d8a72 (__TEXT,__text) external _csr_get_active_config
00007ff8010ca310 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8010d8c39 (__TEXT,__text) external _debug_syscall_reject
00007ff8010d8b40 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400f6de8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8010cc0e4 (__TEXT,__text) external _disconnectx
00007ff8010ce7d6 (__TEXT,__text) non-external _do_compat
00007ff8010cc0fc (__TEXT,__text) external _dup
00007ff8010cc114 (__TEXT,__text) external _dup2
00007ff8400b4e30 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400b4cc0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400b5030 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400b4d00 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400b4e00 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400b4800 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400b5000 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff8400b5710 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff8400b5680 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff8400b55c0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff8400b4fd0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff8400b5500 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400b4d20 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400b4ca0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff8400b4d70 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400b54b0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff8400b5450 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400b4f40 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400b4d40 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400b4d38 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff8400b49d0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff8400b4e80 (__DATA_CONST,__const) non-external _err_codes_us
00007ff8400b5070 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff8400b57e0 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff8400b5160 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff8400b5540 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff8400b5760 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400b4c00 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400b51d0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8010f4ff0 (__TEXT,__const) non-external _err_us_sub
00007ff8400b5820 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400f6fc8 (__DATA,__common) external _errno
00007ff8010f106d (__TEXT,__text) external _etap_trace_thread
00007ff8010da021 (__TEXT,__text) non-external _eth_rule_iterate
00007ff8010de1d9 (__TEXT,__text) external _exc_server
00007ff8010ddeb2 (__TEXT,__text) external _exc_server_routine
00007ff8010dd8b1 (__TEXT,__text) external _exception_raise
00007ff8010dd9fb (__TEXT,__text) external _exception_raise_state
00007ff8010ddc4e (__TEXT,__text) external _exception_raise_state_identity
00007ff8010cc12c (__TEXT,__text) external _exchangedata
00007ff8010cf1ec (__TEXT,__text) external _exclaves_aoe_enumerate_and_setup_services
00007ff8010cf216 (__TEXT,__text) external _exclaves_aoe_get_all_service_infos
00007ff8010cf269 (__TEXT,__text) external _exclaves_aoe_message_loop
00007ff8010cf2bb (__TEXT,__text) external _exclaves_aoe_message_loop_with_service_id
00007ff8010cf1c7 (__TEXT,__text) external _exclaves_aoe_setup
00007ff8010cf240 (__TEXT,__text) external _exclaves_aoe_work_loop
00007ff8010cf292 (__TEXT,__text) external _exclaves_aoe_work_loop_with_service_id
00007ff8010ceda1 (__TEXT,__text) external _exclaves_arbitrated_buffer_copyout
00007ff8010ced79 (__TEXT,__text) external _exclaves_arbitrated_buffer_create
00007ff8010ced26 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff8010ced4f (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff8010cecfe (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff8010cecd5 (__TEXT,__text) external _exclaves_boot
00007ff8010cf0c6 (__TEXT,__text) external _exclaves_daemon_notification_deregister
00007ff8010cefc5 (__TEXT,__text) external _exclaves_daemon_notification_register
00007ff8010ceac1 (__TEXT,__text) external _exclaves_endpoint_call
00007ff8010cebab (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff8010ceb7d (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff8010cee77 (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff8010cebe6 (__TEXT,__text) external _exclaves_launch_conclave
00007ff8010cec19 (__TEXT,__text) external _exclaves_lookup_service
00007ff8010cebda (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff8010cebe0 (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff8010cebd4 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff8010cef04 (__TEXT,__text) external _exclaves_notification_create
00007ff8010ceb54 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff8010ceb26 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff8010cedcb (__TEXT,__text) external _exclaves_sensor_create
00007ff8010cedf6 (__TEXT,__text) external _exclaves_sensor_start
00007ff8010cee4c (__TEXT,__text) external _exclaves_sensor_status
00007ff8010cee21 (__TEXT,__text) external _exclaves_sensor_stop
00007ff8010d522c (__TEXT,__text) external _execve
00007ff8010cc144 (__TEXT,__text) external _faccessat
00007ff8010cc15c (__TEXT,__text) external _fchdir
00007ff8010cc174 (__TEXT,__text) external _fchflags
00007ff8010d3571 (__TEXT,__text) external _fchmod
00007ff8010cc18c (__TEXT,__text) external _fchmodat
00007ff8010cc1a4 (__TEXT,__text) external _fchown
00007ff8010cc1bc (__TEXT,__text) external _fchownat
00007ff8010cc1d4 (__TEXT,__text) external _fclonefileat
00007ff8010d5829 (__TEXT,__text) external _fcntl
00007ff8010d548d (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8010cc1ec (__TEXT,__text) external _fdatasync
00007ff8010cc204 (__TEXT,__text) external _ffsctl
00007ff8010cc21c (__TEXT,__text) external _fgetattrlist
00007ff8010cc234 (__TEXT,__text) external _fgetxattr
00007ff8010cc24c (__TEXT,__text) external _fhopen
00007ff8010cc264 (__TEXT,__text) external _fileport_makefd
00007ff8010cc27c (__TEXT,__text) external _fileport_makeport
00007ff8010cc294 (__TEXT,__text) external _flistxattr
00007ff8010cc2ac (__TEXT,__text) external _flock
00007ff8010cc2c4 (__TEXT,__text) external _fmount
00007ff8010cc2dc (__TEXT,__text) external _fpathconf
00007ff8010ce5b2 (__TEXT,__text) non-external _fprintf_stderr
00007ff8010cc2f4 (__TEXT,__text) external _freadlink
00007ff8010cc30c (__TEXT,__text) external _fremovexattr
00007ff8010d8a84 (__TEXT,__text) external _fs_snapshot_create
00007ff8010d8ace (__TEXT,__text) external _fs_snapshot_delete
00007ff8010d8a9b (__TEXT,__text) external _fs_snapshot_list
00007ff8010d8b2b (__TEXT,__text) external _fs_snapshot_mount
00007ff8010d8ae5 (__TEXT,__text) external _fs_snapshot_rename
00007ff8010d8afd (__TEXT,__text) external _fs_snapshot_revert
00007ff8010d8b14 (__TEXT,__text) external _fs_snapshot_root
00007ff8010cc324 (__TEXT,__text) external _fsctl
00007ff8010cc33c (__TEXT,__text) external _fsetattrlist
00007ff8010cc354 (__TEXT,__text) external _fsetxattr
00007ff8010cc36c (__TEXT,__text) external _fsgetpath
00007ff8010cc384 (__TEXT,__text) external _fsgetpath_ext
00007ff8010cc39c (__TEXT,__text) external _fstat
00007ff8010cc39c (__TEXT,__text) external _fstat64
00007ff8010cc3b4 (__TEXT,__text) external _fstatat
00007ff8010cc3b4 (__TEXT,__text) external _fstatat64
00007ff8010cc3cc (__TEXT,__text) external _fstatfs
00007ff8010cc3cc (__TEXT,__text) external _fstatfs64
00007ff8010d315b (__TEXT,__text) external _fstatfs_ext
00007ff8010cc3e4 (__TEXT,__text) external _fsync
00007ff8010cac28 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8010cc3fc (__TEXT,__text) external _ftruncate
00007ff8010cc414 (__TEXT,__text) external _funmount
00007ff8010d2b04 (__TEXT,__text) external _futimens
00007ff8010cc42c (__TEXT,__text) external _futimes
00007ff8400f6df8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8010cac40 (__TEXT,__text) external _getattrlist
00007ff8010cc444 (__TEXT,__text) external _getattrlistat
00007ff8010cc45c (__TEXT,__text) external _getattrlistbulk
00007ff8010dce53 (__TEXT,__text) external _getaudit
00007ff8010cc474 (__TEXT,__text) external _getaudit_addr
00007ff8010cc48c (__TEXT,__text) external _getauid
00007ff8010cc4a4 (__TEXT,__text) external _getdirentries
00007ff8010cc4bc (__TEXT,__text) external _getdirentriesattr
00007ff8010cc4d4 (__TEXT,__text) external _getdtablesize
00007ff8010cc4ec (__TEXT,__text) external _getegid
00007ff8010cc504 (__TEXT,__text) external _getentropy
00007ff8010cc51c (__TEXT,__text) external _geteuid
00007ff8010cc534 (__TEXT,__text) external _getfh
00007ff8010cc54c (__TEXT,__text) external _getfsstat
00007ff8010cc54c (__TEXT,__text) external _getfsstat64
00007ff8010cc564 (__TEXT,__text) external _getgid
00007ff8010cc57c (__TEXT,__text) external _getgroups
00007ff8010d270c (__TEXT,__text) external _gethostuuid
00007ff8010d052f (__TEXT,__text) external _getiopolicy_np
00007ff8010cc594 (__TEXT,__text) external _getitimer
00007ff8010caca0 (__TEXT,__text) external _getpeername
00007ff8010cc5ac (__TEXT,__text) external _getpgid
00007ff8010cc5c4 (__TEXT,__text) external _getpgrp
00007ff8010cacb8 (__TEXT,__text) external _getpid
00007ff8010cc5dc (__TEXT,__text) external _getppid
00007ff8010cc5f4 (__TEXT,__text) external _getpriority
00007ff8010d5a38 (__TEXT,__text) external _getrlimit
00007ff8010cc60c (__TEXT,__text) external _getrusage
00007ff8010cad04 (__TEXT,__text) external _getsgroups_np
00007ff8010cc624 (__TEXT,__text) external _getsid
00007ff8010cad1c (__TEXT,__text) external _getsockname
00007ff8010cc63c (__TEXT,__text) external _getsockopt
00007ff8010cc654 (__TEXT,__text) external _getuid
00007ff8010cad8c (__TEXT,__text) external _getwgroups_np
00007ff8010cc66c (__TEXT,__text) external _getxattr
00007ff8010cc684 (__TEXT,__text) external _grab_pgo_data
00007ff8010cc69c (__TEXT,__text) external _graftdmg
00007ff8010cc6b4 (__TEXT,__text) external _guarded_close_np
00007ff8010cc6cc (__TEXT,__text) external _guarded_kqueue_np
00007ff8010ce672 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8010dd187 (__TEXT,__text) external _guarded_open_np
00007ff8010cc6e4 (__TEXT,__text) external _guarded_pwrite_np
00007ff8010cc6fc (__TEXT,__text) external _guarded_write_np
00007ff8010cc714 (__TEXT,__text) external _guarded_writev_np
00007ff8010f99e0 (__TEXT,__cstring) non-external _hex
00007ff8010ce72c (__TEXT,__text) external _host_check_multiuser_mode
00007ff8010ce732 (__TEXT,__text) external _host_create_mach_voucher
00007ff8010ca280 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8010de6d2 (__TEXT,__text) external _host_default_memory_manager
00007ff8010dfe03 (__TEXT,__text) external _host_get_UNDServer
00007ff8010ce715 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8010de256 (__TEXT,__text) external _host_get_boot_info
00007ff8010dec9c (__TEXT,__text) external _host_get_clock_control
00007ff8010e0bb4 (__TEXT,__text) external _host_get_clock_service
00007ff8010df479 (__TEXT,__text) external _host_get_exception_ports
00007ff8010e0a92 (__TEXT,__text) external _host_get_io_main
00007ff8010ce77e (__TEXT,__text) external _host_get_io_master
00007ff8010ce726 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8010df148 (__TEXT,__text) external _host_get_special_port
00007ff8010e0357 (__TEXT,__text) external _host_info
00007ff8010e053d (__TEXT,__text) external _host_kernel_version
00007ff8010e1605 (__TEXT,__text) external _host_lockgroup_info
00007ff8010ce9dd (__TEXT,__text) external _host_page_size
00007ff8010de4ec (__TEXT,__text) external _host_priv_statistics
00007ff8010e0942 (__TEXT,__text) external _host_processor_info
00007ff8010dfbdb (__TEXT,__text) external _host_processor_set_priv
00007ff8010dfa99 (__TEXT,__text) external _host_processor_sets
00007ff8010deb5a (__TEXT,__text) external _host_processors
00007ff8010de3fe (__TEXT,__text) external _host_reboot
00007ff8010e1d54 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8010e1eb8 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8010e1507 (__TEXT,__text) external _host_request_notification
00007ff8010e00c9 (__TEXT,__text) external _host_security_create_task_token
00007ff8010e0244 (__TEXT,__text) external _host_security_set_task_token
00007ff8010d0329 (__TEXT,__text) external _host_self
00007ff8010ca124 (__TEXT,__text) external _host_self_trap
00007ff8010dfd07 (__TEXT,__text) external _host_set_UNDServer
00007ff8010e2000 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8010df373 (__TEXT,__text) external _host_set_exception_ports
00007ff8010e22cd (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8010df275 (__TEXT,__text) external _host_set_special_port
00007ff8010e1321 (__TEXT,__text) external _host_statistics
00007ff8010e1752 (__TEXT,__text) external _host_statistics64
00007ff8010df6f8 (__TEXT,__text) external _host_swap_exception_ports
00007ff8010e0e27 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8010cd314 (__TEXT,__text) external _i386_get_ldt
00007ff8010cd328 (__TEXT,__text) external _i386_set_ldt
00007ff8400f6dd0 (__DATA,__data) external _important_boost_assertion_token
00007ff8010d9f7c (__TEXT,__text) non-external _inet_rule_iterate
00007ff8400b62a0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8010ce51d (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400f6dc0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8010ce488 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400f6db8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8010ce3f3 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400f6db0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8010d5aa8 (__TEXT,__text) external _ioctl
00007ff8010cc72c (__TEXT,__text) external _issetugid
00007ff8010cc744 (__TEXT,__text) external _kas_info
00007ff8010d8cf2 (__TEXT,__text) external _kdebug_is_enabled
00007ff8010d8e8c (__TEXT,__text) external _kdebug_signpost
00007ff8010d8f2f (__TEXT,__text) external _kdebug_signpost_end
00007ff8010d8e94 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8010d8f23 (__TEXT,__text) external _kdebug_signpost_start
00007ff8010d8d4f (__TEXT,__text) external _kdebug_timestamp
00007ff8010d8d8a (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8010d8da4 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8010d8dbe (__TEXT,__text) external _kdebug_trace
00007ff8010d8e17 (__TEXT,__text) external _kdebug_trace_string
00007ff8010d8c8b (__TEXT,__text) external _kdebug_typefilter
00007ff8400f6f80 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff8010d8d3c (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8010cc75c (__TEXT,__text) external _kevent
00007ff8010cc774 (__TEXT,__text) external _kevent64
00007ff8010cc78c (__TEXT,__text) external _kevent_id
00007ff8010cc7a4 (__TEXT,__text) external _kevent_qos
00007ff8010dff25 (__TEXT,__text) external _kext_request
00007ff8010d8843 (__TEXT,__text) external _kill
00007ff8010defe5 (__TEXT,__text) external _kmod_control
00007ff8010dedcd (__TEXT,__text) external _kmod_create
00007ff8010deef7 (__TEXT,__text) external _kmod_destroy
00007ff8010e0ce5 (__TEXT,__text) external _kmod_get_info
00007ff8010dcf17 (__TEXT,__text) external _kpersona_alloc
00007ff8010dcf73 (__TEXT,__text) external _kpersona_dealloc
00007ff8010dd062 (__TEXT,__text) external _kpersona_find
00007ff8010dd0fe (__TEXT,__text) external _kpersona_find_by_type
00007ff8010dcfa3 (__TEXT,__text) external _kpersona_get
00007ff8010dcfd0 (__TEXT,__text) external _kpersona_getpath
00007ff8010dd000 (__TEXT,__text) external _kpersona_info
00007ff8010dcf45 (__TEXT,__text) external _kpersona_palloc
00007ff8010dd031 (__TEXT,__text) external _kpersona_pidinfo
00007ff8010cc7bc (__TEXT,__text) external _kqueue
00007ff8010caec4 (__TEXT,__text) external _lchown
00007ff8010cc7d4 (__TEXT,__text) external _ledger
00007ff8010cc7ec (__TEXT,__text) external _link
00007ff8010cc804 (__TEXT,__text) external _linkat
00007ff8010cc81c (__TEXT,__text) external _lio_listio
00007ff8010caedc (__TEXT,__text) external _listen
00007ff8010cc834 (__TEXT,__text) external _listxattr
00007ff8010eb97a (__TEXT,__text) external _lock_set_create
00007ff8010ebaa7 (__TEXT,__text) external _lock_set_destroy
00007ff8010d356c (__TEXT,__text) external _log_data_as_kernel
00007ff8010caf0c (__TEXT,__text) external _lseek
00007ff8010cc84c (__TEXT,__text) external _lstat
00007ff8010cc84c (__TEXT,__text) external _lstat64
00007ff8010ca000 (__TEXT,__text) external _mach_absolute_time
00007ff8010d26f4 (__TEXT,__text) external _mach_approximate_time
00007ff8010d277c (__TEXT,__text) external _mach_boottime_usec
00007ff8010ce380 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8010ce35b (__TEXT,__text) external _mach_continuous_time
00007ff8010ce958 (__TEXT,__text) external _mach_error
00007ff8400f6f98 (__DATA,__common) external _mach_error_full_diag
00007ff8010ce941 (__TEXT,__text) external _mach_error_string
00007ff8010ce84d (__TEXT,__text) non-external _mach_error_string_int
00007ff8010ce783 (__TEXT,__text) external _mach_error_type
00007ff8010f420f (__TEXT,__text) external _mach_eventlink_associate
00007ff8010f3fd2 (__TEXT,__text) external _mach_eventlink_create
00007ff8010f412b (__TEXT,__text) external _mach_eventlink_destroy
00007ff8010f4320 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8010d2a8d (__TEXT,__text) external _mach_eventlink_signal
00007ff8010d2ad0 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8010d2a9c (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8010ca1c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff8010d569c (__TEXT,__text) external _mach_get_times
00007ff8010d06ee (__TEXT,__text) external _mach_host_self
00007ff8010cd787 (__TEXT,__text) external _mach_host_special_port_description
00007ff8400b4660 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8010cd7c9 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400f6c30 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8010ce9ea (__TEXT,__text) external _mach_init
00007ff8400f6f50 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff8010cea07 (__TEXT,__text) non-external _mach_init_doit
00007ff8010e73f4 (__TEXT,__text) external _mach_make_memory_entry
00007ff8010f335c (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8010f3c41 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8010f3e90 (__TEXT,__text) external _mach_memory_entry_get_page_counts
00007ff8010f3d8e (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8010f3b11 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8010e20ee (__TEXT,__text) external _mach_memory_info
00007ff8010e29f2 (__TEXT,__text) external _mach_memory_info_redacted
00007ff8010e07f6 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8010e11d5 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8010cf41d (__TEXT,__text) external _mach_msg
00007ff8010cf2e4 (__TEXT,__text) external _mach_msg2_internal
00007ff8010ca1f0 (__TEXT,__text) external _mach_msg2_trap
00007ff8010cf727 (__TEXT,__text) external _mach_msg_destroy
00007ff8010cf864 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8010cf436 (__TEXT,__text) external _mach_msg_overwrite
00007ff8010ca13c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8010cff37 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8010cff2d (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8010cff71 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8010cff80 (__TEXT,__text) external _mach_msg_priority_qos
00007ff8010cff8f (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8010cf6ff (__TEXT,__text) external _mach_msg_receive
00007ff8010cf6d8 (__TEXT,__text) external _mach_msg_send
00007ff8010cfbdf (__TEXT,__text) external _mach_msg_server
00007ff8010cfb9b (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8010cff1b (__TEXT,__text) external _mach_msg_server_importance
00007ff8010cf928 (__TEXT,__text) external _mach_msg_server_once
00007ff8010ca130 (__TEXT,__text) external _mach_msg_trap
00007ff8010e86d3 (__TEXT,__text) external _mach_notify_dead_name
00007ff8010e8627 (__TEXT,__text) external _mach_notify_no_senders
00007ff8010e8566 (__TEXT,__text) external _mach_notify_port_deleted
00007ff8010e85c7 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8010e8688 (__TEXT,__text) external _mach_notify_send_once
00007ff8010dc0d7 (__TEXT,__text) external _mach_port_allocate
00007ff8010dc303 (__TEXT,__text) external _mach_port_allocate_full
00007ff8010dc0d2 (__TEXT,__text) external _mach_port_allocate_name
00007ff8010dc2fe (__TEXT,__text) external _mach_port_allocate_qos
00007ff8010dc71b (__TEXT,__text) external _mach_port_assert_attributes
00007ff8010dc5f8 (__TEXT,__text) external _mach_port_construct
00007ff8010dc11e (__TEXT,__text) external _mach_port_deallocate
00007ff8010dc119 (__TEXT,__text) external _mach_port_destroy
00007ff8010dc396 (__TEXT,__text) external _mach_port_destruct
00007ff8010dc505 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8010dc57e (__TEXT,__text) external _mach_port_extract_member
00007ff8010dc28e (__TEXT,__text) external _mach_port_extract_right
00007ff8010dc298 (__TEXT,__text) external _mach_port_get_attributes
00007ff8010dc5be (__TEXT,__text) external _mach_port_get_context
00007ff8010dc149 (__TEXT,__text) external _mach_port_get_refs
00007ff8010dc716 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8010dc19b (__TEXT,__text) external _mach_port_get_set_status
00007ff8010dc30d (__TEXT,__text) external _mach_port_get_srights
00007ff8010dc63d (__TEXT,__text) external _mach_port_guard
00007ff8010dc707 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8010dc53e (__TEXT,__text) external _mach_port_insert_member
00007ff8010dc24b (__TEXT,__text) external _mach_port_insert_right
00007ff8010dc711 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8010dc50a (__TEXT,__text) external _mach_port_kernel_object
00007ff8010dc5ee (__TEXT,__text) external _mach_port_kobject
00007ff8010dc5f3 (__TEXT,__text) external _mach_port_kobject_description
00007ff8010dc14e (__TEXT,__text) external _mach_port_mod_refs
00007ff8010dc1a0 (__TEXT,__text) external _mach_port_move_member
00007ff8010dc086 (__TEXT,__text) external _mach_port_names
00007ff8010dc191 (__TEXT,__text) external _mach_port_peek
00007ff8010dc0cd (__TEXT,__text) external _mach_port_rename
00007ff8010dc1e0 (__TEXT,__text) external _mach_port_request_notification
00007ff8010dc2f9 (__TEXT,__text) external _mach_port_set_attributes
00007ff8010dc5e9 (__TEXT,__text) external _mach_port_set_context
00007ff8010dc196 (__TEXT,__text) external _mach_port_set_mscount
00007ff8010dc293 (__TEXT,__text) external _mach_port_set_seqno
00007ff8010dc317 (__TEXT,__text) external _mach_port_space_basic_info
00007ff8010dc312 (__TEXT,__text) external _mach_port_space_info
00007ff8010dc70c (__TEXT,__text) external _mach_port_swap_guard
00007ff8010dc08b (__TEXT,__text) external _mach_port_type
00007ff8010dc680 (__TEXT,__text) external _mach_port_unguard
00007ff8010d282a (__TEXT,__text) external _mach_ports_lookup
00007ff8010d27c6 (__TEXT,__text) external _mach_ports_register
00007ff8010ca100 (__TEXT,__text) external _mach_reply_port
00007ff8010d0768 (__TEXT,__text) external _mach_right_recv_construct
00007ff8010d0815 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8010d0876 (__TEXT,__text) external _mach_right_send_create
00007ff8010d09cb (__TEXT,__text) external _mach_right_send_once_consume
00007ff8010d097d (__TEXT,__text) external _mach_right_send_once_create
00007ff8010d0904 (__TEXT,__text) external _mach_right_send_release
00007ff8010d08b8 (__TEXT,__text) external _mach_right_send_retain
00007ff8010dc41e (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8010dc4af (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8010d278a (__TEXT,__text) external _mach_task_is_self
00007ff8010d06f3 (__TEXT,__text) external _mach_task_self
00007ff8400f7628 (__DATA,__common) external _mach_task_self_
00007ff8010cd79d (__TEXT,__text) external _mach_task_special_port_description
00007ff8400b4780 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8010cd863 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400f6d30 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8010d06f8 (__TEXT,__text) external _mach_thread_self
00007ff8010cd7b3 (__TEXT,__text) external _mach_thread_special_port_description
00007ff8400b47e0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
