                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff812df46e4 (__TEXT,__text) external _CMCloneProfileRef
00007ff812df4576 (__TEXT,__text) non-external ___CMConvertRGBFloatBitmap_block_invoke
00007ff812df44f0 (__TEXT,__text) non-external ___CMConvertXYZFloatBitmap_block_invoke
00007ff812df4349 (__TEXT,__text) non-external ___CMCopyProfileDescriptionString_block_invoke
00007ff812df4153 (__TEXT,__text) non-external ___CMCopyProfileLocalizedStringDictionary_block_invoke
00007ff812df425d (__TEXT,__text) non-external ___CMCopyProfileLocalizedString_block_invoke
00007ff812df443d (__TEXT,__text) non-external ___CMCopyProfile_block_invoke
00007ff812df4062 (__TEXT,__text) non-external ___CMCountProfileElements_block_invoke
00007ff812df3f76 (__TEXT,__text) non-external ___CMFloatBitmapMakeChunky_block_invoke
00007ff812df3e9a (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
00007ff812df3e17 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
00007ff812df3d91 (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
00007ff812df3d0b (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
00007ff812df3c85 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
00007ff812df3bea (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
00007ff812df3b37 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
00007ff812df3a9c (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
00007ff812df39fe (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
00007ff812df3963 (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
00007ff812df38c8 (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
00007ff812df382d (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
00007ff812df362d (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
00007ff812df372d (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
00007ff812df3523 (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
00007ff812df3432 (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
00007ff812df3318 (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
00007ff812df3227 (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
00007ff812df2fb5 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
00007ff812df2eab (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
00007ff812df3127 (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
00007ff812df2d49 (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
00007ff812df2c3f (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
00007ff812df2b35 (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
00007ff812df2aaf (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
00007ff812df2995 (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
00007ff812df2895 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
00007ff812df2773 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
00007ff812df2687 (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
00007ff812df2601 (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
00007ff812df2515 (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
00007ff812df2429 (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
00007ff812df2294 (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
00007ff812df2211 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
00007ff812df2317 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
00007ff812df218d (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
00007ff812df20f2 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
00007ff812df2054 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
00007ff812df1fb6 (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
00007ff812df1ef8 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
00007ff812df1e72 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
00007ff812df1dd7 (__TEXT,__text) non-external ___CMNewProfile_block_invoke
00007ff812df1d51 (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
00007ff812df1ccb (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
00007ff812df1bdd (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
00007ff812df1aec (__TEXT,__text) non-external ___CMProfileModified_block_invoke
00007ff812df1a66 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
00007ff812df19c8 (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
00007ff812df1944 (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
00007ff812df18c0 (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
00007ff812df1827 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
00007ff812df1789 (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
00007ff812df16d6 (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
00007ff812df163d (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
00007ff812df15a4 (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
00007ff812df151e (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
00007ff812df146b (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
00007ff812df13e5 (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
00007ff812df128b (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
00007ff812df11f2 (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
00007ff812df1329 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
00007ff812df1159 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
00007ff812df10d3 (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
00007ff812df4b6c (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
00007ff812df1038 (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
00007ff812df0fb5 (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
00007ff812df0f31 (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
00007ff812df0e92 (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
00007ff812df0da1 (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
00007ff812df0cee (__TEXT,__text) non-external ___CWCheckColors_block_invoke
00007ff812df013e (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
00007ff812df00bb (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
00007ff812df0c50 (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
00007ff812df0ad8 (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
00007ff812df0a5a (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
00007ff812df09a7 (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
00007ff812df0927 (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
00007ff812df0874 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
00007ff812df07d9 (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
00007ff812df4ecc (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
00007ff812df495f (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
00007ff812df4aeb (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
00007ff812df060f (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
00007ff812df48c4 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
00007ff812df0478 (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
00007ff812df03d9 (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
00007ff812df0358 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
00007ff812df026d (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
00007ff812df0025 (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
00007ff812deffa2 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00007ff841821850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841823150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8418220d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff841822110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff841822150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ff841822190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00007ff8418221d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.114
00007ff841822210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
00007ff841821950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff841822250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ff841822290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ff8418222d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.126
00007ff841822310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.129
00007ff841822350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ff841822390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ff8418223d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ff841822410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ff841822450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ff841822490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ff841821990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8418224d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ff841822510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.153
00007ff841822550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.156
00007ff841822590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00007ff8418225d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.162
00007ff841822610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
00007ff841822650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.168
00007ff841822690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ff8418226d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ff841822710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.177
00007ff8418219d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff841822750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.180
00007ff841822790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00007ff8418227d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.186
00007ff841822810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.189
00007ff841822850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.192
00007ff841822890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00007ff8418228d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.198
00007ff841822910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.201
00007ff841822950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.204
00007ff841822990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00007ff841821a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8418229d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.210
00007ff841822a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.213
00007ff841822a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.216
00007ff841822a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00007ff841822ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.222
00007ff841822b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.225
00007ff841822b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.228
00007ff841822b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00007ff841822bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.234
00007ff841822c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.237
00007ff841821a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff841822c50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.240
00007ff841822c90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00007ff841822cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.246
00007ff841822d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.249
00007ff841822d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.252
00007ff841822d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00007ff841822dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.258
00007ff841822e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.261
00007ff841822e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.264
00007ff841822e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00007ff841821a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff841822ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.270
00007ff841822f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.273
00007ff841822f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.276
00007ff841822f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00007ff841822fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.282
00007ff841823010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.285
00007ff841823050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.288
00007ff841823090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00007ff8418230d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.294
00007ff841823110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.297
00007ff841821890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff841821ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff841821b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff841821b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.36
00007ff841821b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff841821bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff841821c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff841821c50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff841821c90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff841821cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff841821d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8418218d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff841821d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff841821d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff841821dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff841821e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff841821e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff841821e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff841821ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff841821f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff841821f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ff841821f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff841821910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff841821fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff841822010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff841822050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff841822090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff841821870 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841823170 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841821930 (__DATA_CONST,__const) non-external ___block_literal_global.10
00007ff8418220b0 (__DATA_CONST,__const) non-external ___block_literal_global.100
00007ff8418220f0 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff841822130 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff841822170 (__DATA_CONST,__const) non-external ___block_literal_global.109
00007ff8418221b0 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff8418221f0 (__DATA_CONST,__const) non-external ___block_literal_global.115
00007ff841822230 (__DATA_CONST,__const) non-external ___block_literal_global.118
00007ff841822270 (__DATA_CONST,__const) non-external ___block_literal_global.121
00007ff8418222b0 (__DATA_CONST,__const) non-external ___block_literal_global.124
00007ff8418222f0 (__DATA_CONST,__const) non-external ___block_literal_global.127
00007ff841821970 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff841822330 (__DATA_CONST,__const) non-external ___block_literal_global.130
00007ff841822370 (__DATA_CONST,__const) non-external ___block_literal_global.133
00007ff8418223b0 (__DATA_CONST,__const) non-external ___block_literal_global.136
00007ff8418223f0 (__DATA_CONST,__const) non-external ___block_literal_global.139
00007ff841822430 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ff841822470 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ff8418224b0 (__DATA_CONST,__const) non-external ___block_literal_global.148
00007ff8418224f0 (__DATA_CONST,__const) non-external ___block_literal_global.151
00007ff841822530 (__DATA_CONST,__const) non-external ___block_literal_global.154
00007ff841822570 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff8418219b0 (__DATA_CONST,__const) non-external ___block_literal_global.16
00007ff8418225b0 (__DATA_CONST,__const) non-external ___block_literal_global.160
00007ff8418225f0 (__DATA_CONST,__const) non-external ___block_literal_global.163
00007ff841822630 (__DATA_CONST,__const) non-external ___block_literal_global.166
00007ff841822670 (__DATA_CONST,__const) non-external ___block_literal_global.169
00007ff8418226b0 (__DATA_CONST,__const) non-external ___block_literal_global.172
00007ff8418226f0 (__DATA_CONST,__const) non-external ___block_literal_global.175
00007ff841822730 (__DATA_CONST,__const) non-external ___block_literal_global.178
00007ff841822770 (__DATA_CONST,__const) non-external ___block_literal_global.181
00007ff8418227b0 (__DATA_CONST,__const) non-external ___block_literal_global.184
00007ff8418227f0 (__DATA_CONST,__const) non-external ___block_literal_global.187
00007ff8418219f0 (__DATA_CONST,__const) non-external ___block_literal_global.19
00007ff841822830 (__DATA_CONST,__const) non-external ___block_literal_global.190
00007ff841822870 (__DATA_CONST,__const) non-external ___block_literal_global.193
00007ff8418228b0 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff8418228f0 (__DATA_CONST,__const) non-external ___block_literal_global.199
00007ff841822930 (__DATA_CONST,__const) non-external ___block_literal_global.202
00007ff841822970 (__DATA_CONST,__const) non-external ___block_literal_global.205
00007ff8418229b0 (__DATA_CONST,__const) non-external ___block_literal_global.208
00007ff8418229f0 (__DATA_CONST,__const) non-external ___block_literal_global.211
00007ff841822a30 (__DATA_CONST,__const) non-external ___block_literal_global.214
00007ff841822a70 (__DATA_CONST,__const) non-external ___block_literal_global.217
00007ff841821a30 (__DATA_CONST,__const) non-external ___block_literal_global.22
00007ff841822ab0 (__DATA_CONST,__const) non-external ___block_literal_global.220
00007ff841822af0 (__DATA_CONST,__const) non-external ___block_literal_global.223
00007ff841822b30 (__DATA_CONST,__const) non-external ___block_literal_global.226
00007ff841822b70 (__DATA_CONST,__const) non-external ___block_literal_global.229
00007ff841822bb0 (__DATA_CONST,__const) non-external ___block_literal_global.232
00007ff841822bf0 (__DATA_CONST,__const) non-external ___block_literal_global.235
00007ff841822c30 (__DATA_CONST,__const) non-external ___block_literal_global.238
00007ff841822c70 (__DATA_CONST,__const) non-external ___block_literal_global.241
00007ff841822cb0 (__DATA_CONST,__const) non-external ___block_literal_global.244
00007ff841822cf0 (__DATA_CONST,__const) non-external ___block_literal_global.247
00007ff841821a70 (__DATA_CONST,__const) non-external ___block_literal_global.25
00007ff841822d30 (__DATA_CONST,__const) non-external ___block_literal_global.250
00007ff841822d70 (__DATA_CONST,__const) non-external ___block_literal_global.253
00007ff841822db0 (__DATA_CONST,__const) non-external ___block_literal_global.256
00007ff841822df0 (__DATA_CONST,__const) non-external ___block_literal_global.259
00007ff841822e30 (__DATA_CONST,__const) non-external ___block_literal_global.262
00007ff841822e70 (__DATA_CONST,__const) non-external ___block_literal_global.265
00007ff841822eb0 (__DATA_CONST,__const) non-external ___block_literal_global.268
00007ff841822ef0 (__DATA_CONST,__const) non-external ___block_literal_global.271
00007ff841822f30 (__DATA_CONST,__const) non-external ___block_literal_global.274
00007ff841822f70 (__DATA_CONST,__const) non-external ___block_literal_global.277
00007ff841821ab0 (__DATA_CONST,__const) non-external ___block_literal_global.28
00007ff841822fb0 (__DATA_CONST,__const) non-external ___block_literal_global.280
00007ff841822ff0 (__DATA_CONST,__const) non-external ___block_literal_global.283
00007ff841823030 (__DATA_CONST,__const) non-external ___block_literal_global.286
00007ff841823070 (__DATA_CONST,__const) non-external ___block_literal_global.289
00007ff8418230b0 (__DATA_CONST,__const) non-external ___block_literal_global.292
00007ff8418230f0 (__DATA_CONST,__const) non-external ___block_literal_global.295
00007ff841823130 (__DATA_CONST,__const) non-external ___block_literal_global.298
00007ff841821af0 (__DATA_CONST,__const) non-external ___block_literal_global.31
00007ff841821b30 (__DATA_CONST,__const) non-external ___block_literal_global.34
00007ff841821b70 (__DATA_CONST,__const) non-external ___block_literal_global.37
00007ff8418218b0 (__DATA_CONST,__const) non-external ___block_literal_global.4
00007ff841821bb0 (__DATA_CONST,__const) non-external ___block_literal_global.40
00007ff841821bf0 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff841821c30 (__DATA_CONST,__const) non-external ___block_literal_global.46
00007ff841821c70 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff841821cb0 (__DATA_CONST,__const) non-external ___block_literal_global.52
00007ff841821cf0 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff841821d30 (__DATA_CONST,__const) non-external ___block_literal_global.58
00007ff841821d70 (__DATA_CONST,__const) non-external ___block_literal_global.61
00007ff841821db0 (__DATA_CONST,__const) non-external ___block_literal_global.64
00007ff841821df0 (__DATA_CONST,__const) non-external ___block_literal_global.67
00007ff8418218f0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff841821e30 (__DATA_CONST,__const) non-external ___block_literal_global.70
00007ff841821e70 (__DATA_CONST,__const) non-external ___block_literal_global.73
00007ff841821eb0 (__DATA_CONST,__const) non-external ___block_literal_global.76
00007ff841821ef0 (__DATA_CONST,__const) non-external ___block_literal_global.79
00007ff841821f30 (__DATA_CONST,__const) non-external ___block_literal_global.82
00007ff841821f70 (__DATA_CONST,__const) non-external ___block_literal_global.85
00007ff841821fb0 (__DATA_CONST,__const) non-external ___block_literal_global.88
00007ff841821ff0 (__DATA_CONST,__const) non-external ___block_literal_global.91
00007ff841822030 (__DATA_CONST,__const) non-external ___block_literal_global.94
00007ff841822070 (__DATA_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ff84381f090 (__DATA,__bss) non-external _fetchApplicationName.aName
00007ff84381f4b0 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00007ff812df5280 (__TEXT,__const) external _kCMIlluminantD50
00007ff812df528c (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00007ff812defc0f (__TEXT,__text) non-external _logLegacyCall
00007ff84381ea10 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
