00000001c25b2f00 (__TEXT,__text) external _CGLGetCurrentContext
00000001c25aeb3c (__TEXT,__text) external _glGetQueryIndexediv
00000001c25ae40c (__TEXT,__text) external _glGetQueryObjecti64v
00000001c25b26e4 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001c25ac1d4 (__TEXT,__text) external _glGetQueryObjectiv
00000001c25b0c28 (__TEXT,__text) external _glGetQueryObjectivARB
00000001c25ae430 (__TEXT,__text) external _glGetQueryObjectui64v
00000001c25b2708 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001c25ac1f8 (__TEXT,__text) external _glGetQueryObjectuiv
00000001c25b0c4c (__TEXT,__text) external _glGetQueryObjectuivARB
00000001c25ac1b0 (__TEXT,__text) external _glGetQueryiv
00000001c25b0c04 (__TEXT,__text) external _glGetQueryivARB
00000001c25ad1e0 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001c25b1c14 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001c25ae3a4 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001c25ae3c8 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001c25ae380 (__TEXT,__text) external _glGetSamplerParameterfv
00000001c25ae35c (__TEXT,__text) external _glGetSamplerParameteriv
00000001c25ab2e8 (__TEXT,__text) external _glGetSeparableFilter
00000001c25ace10 (__TEXT,__text) external _glGetShaderInfoLog
00000001c25aec54 (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001c25acf0c (__TEXT,__text) external _glGetShaderSource
00000001c25b1300 (__TEXT,__text) external _glGetShaderSourceARB
00000001c25acda0 (__TEXT,__text) external _glGetShaderiv
00000001c25a9368 (__TEXT,__text) external _glGetString
00000001c25adcec (__TEXT,__text) external _glGetStringi
00000001c25ae8a8 (__TEXT,__text) external _glGetSubroutineIndex
00000001c25ae884 (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001c25ae080 (__TEXT,__text) external _glGetSynciv
00000001c25a9384 (__TEXT,__text) external _glGetTexEnvfv
00000001c25a93a8 (__TEXT,__text) external _glGetTexEnviv
00000001c25a93cc (__TEXT,__text) external _glGetTexGendv
00000001c25a93f0 (__TEXT,__text) external _glGetTexGenfv
00000001c25a9414 (__TEXT,__text) external _glGetTexGeniv
00000001c25a9438 (__TEXT,__text) external _glGetTexImage
00000001c25a9464 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001c25a948c (__TEXT,__text) external _glGetTexLevelParameteriv
00000001c25adc14 (__TEXT,__text) external _glGetTexParameterIiv
00000001c25b25f4 (__TEXT,__text) external _glGetTexParameterIivEXT
00000001c25adc38 (__TEXT,__text) external _glGetTexParameterIuiv
00000001c25b2618 (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001c25b291c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001c25a94b4 (__TEXT,__text) external _glGetTexParameterfv
00000001c25a94d8 (__TEXT,__text) external _glGetTexParameteriv
00000001c25ad68c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001c25b1fc8 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001c25addb8 (__TEXT,__text) external _glGetUniformBlockIndex
00000001c25b2068 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001c25add38 (__TEXT,__text) external _glGetUniformIndices
00000001c25ace60 (__TEXT,__text) external _glGetUniformLocation
00000001c25b1264 (__TEXT,__text) external _glGetUniformLocationARB
00000001c25b2088 (__TEXT,__text) external _glGetUniformOffsetEXT
00000001c25ae97c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001c25ae860 (__TEXT,__text) external _glGetUniformdv
00000001c25acebc (__TEXT,__text) external _glGetUniformfv
00000001c25b12b8 (__TEXT,__text) external _glGetUniformfvARB
00000001c25acee4 (__TEXT,__text) external _glGetUniformiv
00000001c25b12dc (__TEXT,__text) external _glGetUniformivARB
00000001c25ada3c (__TEXT,__text) external _glGetUniformuiv
00000001c25b24f4 (__TEXT,__text) external _glGetUniformuivEXT
00000001c25ad744 (__TEXT,__text) external _glGetVertexAttribIiv
00000001c25b2384 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001c25ad768 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001c25b23a8 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001c25af770 (__TEXT,__text) external _glGetVertexAttribLdv
00000001c25ac90c (__TEXT,__text) external _glGetVertexAttribPointerv
00000001c25afec0 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001c25ac8a0 (__TEXT,__text) external _glGetVertexAttribdv
00000001c25afe54 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001c25ac8c4 (__TEXT,__text) external _glGetVertexAttribfv
00000001c25afe78 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001c25ac8e8 (__TEXT,__text) external _glGetVertexAttribiv
00000001c25afe9c (__TEXT,__text) external _glGetVertexAttribivARB
00000001c25a94fc (__TEXT,__text) external _glHint
00000001c25ab458 (__TEXT,__text) external _glHistogram
00000001c25a951c (__TEXT,__text) external _glIndexMask
00000001c25a9538 (__TEXT,__text) external _glIndexPointer
00000001c25a955c (__TEXT,__text) external _glIndexd
00000001c25a9574 (__TEXT,__text) external _glIndexdv
00000001c25a9590 (__TEXT,__text) external _glIndexf
00000001c25a95a8 (__TEXT,__text) external _glIndexfv
00000001c25a95c4 (__TEXT,__text) external _glIndexi
00000001c25a95e0 (__TEXT,__text) external _glIndexiv
00000001c25a95fc (__TEXT,__text) external _glIndexs
00000001c25a9618 (__TEXT,__text) external _glIndexsv
00000001c25a9634 (__TEXT,__text) external _glIndexub
00000001c25a9650 (__TEXT,__text) external _glIndexubv
00000001c25a966c (__TEXT,__text) external _glInitNames
00000001c25b2780 (__TEXT,__text) external _glInsertEventMarkerEXT
00000001c25a9684 (__TEXT,__text) external _glInterleavedArrays
00000001c25ac27c (__TEXT,__text) external _glIsBuffer
00000001c25b0cd0 (__TEXT,__text) external _glIsBufferARB
00000001c25a96a8 (__TEXT,__text) external _glIsEnabled
00000001c25b26a8 (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001c25ad5c0 (__TEXT,__text) external _glIsEnabledi
00000001c25b299c (__TEXT,__text) external _glIsFenceAPPLE
00000001c25ad204 (__TEXT,__text) external _glIsFramebuffer
00000001c25b1c38 (__TEXT,__text) external _glIsFramebufferEXT
00000001c25a96c4 (__TEXT,__text) external _glIsList
00000001c25b1574 (__TEXT,__text) external _glIsNamedStringARB
00000001c25acd84 (__TEXT,__text) external _glIsProgram
00000001c25af94c (__TEXT,__text) external _glIsProgramARB
00000001c25aede8 (__TEXT,__text) external _glIsProgramPipeline
00000001c25ac158 (__TEXT,__text) external _glIsQuery
00000001c25b0bac (__TEXT,__text) external _glIsQueryARB
00000001c25ad13c (__TEXT,__text) external _glIsRenderbuffer
00000001c25b1b70 (__TEXT,__text) external _glIsRenderbufferEXT
00000001c25ae24c (__TEXT,__text) external _glIsSampler
00000001c25acd68 (__TEXT,__text) external _glIsShader
00000001c25adfe0 (__TEXT,__text) external _glIsSync
00000001c25a96e0 (__TEXT,__text) external _glIsTexture
00000001c25aea68 (__TEXT,__text) external _glIsTransformFeedback
00000001c25ad4f0 (__TEXT,__text) external _glIsVertexArray
00000001c25b2aec (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001c25b2818 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001c25b272c (__TEXT,__text) external _glLabelObjectEXT
00000001c25b2d0c (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001c25a96fc (__TEXT,__text) external _glLightModelf
00000001c25a9718 (__TEXT,__text) external _glLightModelfv
00000001c25a9738 (__TEXT,__text) external _glLightModeli
00000001c25a9758 (__TEXT,__text) external _glLightModeliv
00000001c25a9778 (__TEXT,__text) external _glLightf
00000001c25a9798 (__TEXT,__text) external _glLightfv
00000001c25a97bc (__TEXT,__text) external _glLighti
00000001c25a97e0 (__TEXT,__text) external _glLightiv
00000001c25a9804 (__TEXT,__text) external _glLineStipple
00000001c25a9824 (__TEXT,__text) external _glLineWidth
00000001c25aca48 (__TEXT,__text) external _glLinkProgram
00000001c25b0ed8 (__TEXT,__text) external _glLinkProgramARB
00000001c25a983c (__TEXT,__text) external _glListBase
00000001c25a9858 (__TEXT,__text) external _glLoadIdentity
00000001c25a9870 (__TEXT,__text) external _glLoadMatrixd
00000001c25a988c (__TEXT,__text) external _glLoadMatrixf
00000001c25a98a8 (__TEXT,__text) external _glLoadName
00000001c25ab924 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001c25b06d0 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001c25ab940 (__TEXT,__text) external _glLoadTransposeMatrixf
00000001c25b06ec (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001c25b1698 (__TEXT,__text) external _glLockArraysEXT
00000001c25a98c4 (__TEXT,__text) external _glLogicOp
00000001c25a98e0 (__TEXT,__text) external _glMap1d
00000001c25a9908 (__TEXT,__text) external _glMap1f
00000001c25a9930 (__TEXT,__text) external _glMap2d
00000001c25a9960 (__TEXT,__text) external _glMap2f
00000001c25ac310 (__TEXT,__text) external _glMapBuffer
00000001c25b0d64 (__TEXT,__text) external _glMapBufferARB
00000001c25ad448 (__TEXT,__text) external _glMapBufferRange
00000001c25a9990 (__TEXT,__text) external _glMapGrid1d
00000001c25a99ac (__TEXT,__text) external _glMapGrid1f
00000001c25a99c8 (__TEXT,__text) external _glMapGrid2d
00000001c25a99e8 (__TEXT,__text) external _glMapGrid2f
00000001c25b2838 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001c25b2864 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001c25b2890 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001c25b28c4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001c25a9a08 (__TEXT,__text) external _glMaterialf
00000001c25a9a28 (__TEXT,__text) external _glMaterialfv
00000001c25a9a4c (__TEXT,__text) external _glMateriali
00000001c25a9a70 (__TEXT,__text) external _glMaterialiv
00000001c25a9a94 (__TEXT,__text) external _glMatrixMode
00000001c25aeb64 (__TEXT,__text) external _glMinSampleShading
00000001c25b1454 (__TEXT,__text) external _glMinSampleShadingARB
00000001c25ab480 (__TEXT,__text) external _glMinmax
00000001c25a9ab0 (__TEXT,__text) external _glMultMatrixd
00000001c25a9acc (__TEXT,__text) external _glMultMatrixf
00000001c25ab95c (__TEXT,__text) external _glMultTransposeMatrixd
00000001c25b0708 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001c25ab978 (__TEXT,__text) external _glMultTransposeMatrixf
00000001c25b0724 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001c25abefc (__TEXT,__text) external _glMultiDrawArrays
00000001c25b1ac8 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001c25b2b78 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001c25abf24 (__TEXT,__text) external _glMultiDrawElements
00000001c25adf74 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001c25b1af0 (__TEXT,__text) external _glMultiDrawElementsEXT
00000001c25b2d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001c25b2d5c (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001c25b2ba0 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001c25ab514 (__TEXT,__text) external _glMultiTexCoord1d
00000001c25b02c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001c25ab530 (__TEXT,__text) external _glMultiTexCoord1dv
00000001c25b02dc (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001c25ab550 (__TEXT,__text) external _glMultiTexCoord1f
00000001c25b02fc (__TEXT,__text) external _glMultiTexCoord1fARB
00000001c25ab56c (__TEXT,__text) external _glMultiTexCoord1fv
00000001c25b0318 (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001c25ab58c (__TEXT,__text) external _glMultiTexCoord1i
00000001c25b0338 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001c25ab5ac (__TEXT,__text) external _glMultiTexCoord1iv
00000001c25b0358 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001c25ab5cc (__TEXT,__text) external _glMultiTexCoord1s
00000001c25b0378 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001c25ab5ec (__TEXT,__text) external _glMultiTexCoord1sv
00000001c25b0398 (__TEXT,__text) external _glMultiTexCoord1svARB
00000001c25ab60c (__TEXT,__text) external _glMultiTexCoord2d
00000001c25b03b8 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001c25ab628 (__TEXT,__text) external _glMultiTexCoord2dv
00000001c25b03d4 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001c25ab648 (__TEXT,__text) external _glMultiTexCoord2f
00000001c25b03f4 (__TEXT,__text) external _glMultiTexCoord2fARB
00000001c25ab664 (__TEXT,__text) external _glMultiTexCoord2fv
00000001c25b0410 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001c25ab684 (__TEXT,__text) external _glMultiTexCoord2i
00000001c25b0430 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001c25ab6a8 (__TEXT,__text) external _glMultiTexCoord2iv
00000001c25b0454 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001c25ab6c8 (__TEXT,__text) external _glMultiTexCoord2s
00000001c25b0474 (__TEXT,__text) external _glMultiTexCoord2sARB
00000001c25ab6ec (__TEXT,__text) external _glMultiTexCoord2sv
00000001c25b0498 (__TEXT,__text) external _glMultiTexCoord2svARB
00000001c25ab70c (__TEXT,__text) external _glMultiTexCoord3d
00000001c25b04b8 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001c25ab728 (__TEXT,__text) external _glMultiTexCoord3dv
00000001c25b04d4 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001c25ab748 (__TEXT,__text) external _glMultiTexCoord3f
00000001c25b04f4 (__TEXT,__text) external _glMultiTexCoord3fARB
00000001c25ab764 (__TEXT,__text) external _glMultiTexCoord3fv
00000001c25b0510 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001c25ab784 (__TEXT,__text) external _glMultiTexCoord3i
00000001c25b0530 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001c25ab7ac (__TEXT,__text) external _glMultiTexCoord3iv
00000001c25b0558 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001c25ab7cc (__TEXT,__text) external _glMultiTexCoord3s
00000001c25b0578 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001c25ab7f4 (__TEXT,__text) external _glMultiTexCoord3sv
00000001c25b05a0 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001c25ab814 (__TEXT,__text) external _glMultiTexCoord4d
00000001c25b05c0 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001c25ab830 (__TEXT,__text) external _glMultiTexCoord4dv
00000001c25b05dc (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001c25ab850 (__TEXT,__text) external _glMultiTexCoord4f
00000001c25b05fc (__TEXT,__text) external _glMultiTexCoord4fARB
00000001c25ab86c (__TEXT,__text) external _glMultiTexCoord4fv
00000001c25b0618 (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001c25ab88c (__TEXT,__text) external _glMultiTexCoord4i
00000001c25b0638 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001c25ab8b8 (__TEXT,__text) external _glMultiTexCoord4iv
00000001c25b0664 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001c25ab8d8 (__TEXT,__text) external _glMultiTexCoord4s
00000001c25b0684 (__TEXT,__text) external _glMultiTexCoord4sARB
00000001c25ab904 (__TEXT,__text) external _glMultiTexCoord4sv
00000001c25b06b0 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001c25b1500 (__TEXT,__text) external _glNamedStringARB
00000001c25a9ae8 (__TEXT,__text) external _glNewList
00000001c25a9b08 (__TEXT,__text) external _glNormal3b
00000001c25a9b2c (__TEXT,__text) external _glNormal3bv
00000001c25a9b48 (__TEXT,__text) external _glNormal3d
00000001c25a9b60 (__TEXT,__text) external _glNormal3dv
00000001c25a9b7c (__TEXT,__text) external _glNormal3f
00000001c25a9b94 (__TEXT,__text) external _glNormal3fv
00000001c25a9bb0 (__TEXT,__text) external _glNormal3i
00000001c25a9bd4 (__TEXT,__text) external _glNormal3iv
00000001c25a9bf0 (__TEXT,__text) external _glNormal3s
00000001c25a9c14 (__TEXT,__text) external _glNormal3sv
00000001c25a9c30 (__TEXT,__text) external _glNormalPointer
00000001c25b2c60 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001c25b2c84 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001c25a9c54 (__TEXT,__text) external _glOrtho
00000001c25b2dfc (__TEXT,__text) external _glPNTrianglesfATI
00000001c25b2e04 (__TEXT,__text) external _glPNTrianglesfATIX
00000001c25b2df8 (__TEXT,__text) external _glPNTrianglesiATI
00000001c25b2e00 (__TEXT,__text) external _glPNTrianglesiATIX
00000001c25a9c6c (__TEXT,__text) external _glPassThrough
00000001c25ae9e8 (__TEXT,__text) external _glPatchParameterfv
00000001c25ae9c8 (__TEXT,__text) external _glPatchParameteri
00000001c25aea84 (__TEXT,__text) external _glPauseTransformFeedback
00000001c25a9c84 (__TEXT,__text) external _glPixelMapfv
00000001c25a9ca8 (__TEXT,__text) external _glPixelMapuiv
00000001c25a9ccc (__TEXT,__text) external _glPixelMapusv
00000001c25a9cf0 (__TEXT,__text) external _glPixelStoref
00000001c25a9d0c (__TEXT,__text) external _glPixelStorei
00000001c25a9d2c (__TEXT,__text) external _glPixelTransferf
00000001c25a9d48 (__TEXT,__text) external _glPixelTransferi
00000001c25a9d68 (__TEXT,__text) external _glPixelZoom
00000001c25abe58 (__TEXT,__text) external _glPointParameterf
00000001c25b0968 (__TEXT,__text) external _glPointParameterfARB
00000001c25abe74 (__TEXT,__text) external _glPointParameterfv
00000001c25b0984 (__TEXT,__text) external _glPointParameterfvARB
00000001c25abe94 (__TEXT,__text) external _glPointParameteri
00000001c25b2e40 (__TEXT,__text) external _glPointParameteriNV
00000001c25abeb4 (__TEXT,__text) external _glPointParameteriv
00000001c25b2e60 (__TEXT,__text) external _glPointParameterivNV
00000001c25a9d80 (__TEXT,__text) external _glPointSize
00000001c25b2cd0 (__TEXT,__text) external _glPointSizePointerAPPLE
00000001c25a9d98 (__TEXT,__text) external _glPolygonMode
00000001c25a9db8 (__TEXT,__text) external _glPolygonOffset
00000001c25a9dd0 (__TEXT,__text) external _glPolygonStipple
00000001c25a9dec (__TEXT,__text) external _glPopAttrib
00000001c25a9e04 (__TEXT,__text) external _glPopClientAttrib
00000001c25b27c0 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001c25a9e1c (__TEXT,__text) external _glPopMatrix
00000001c25a9e34 (__TEXT,__text) external _glPopName
00000001c25adec8 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001c25a9e4c (__TEXT,__text) external _glPrioritizeTextures
00000001c25aecd8 (__TEXT,__text) external _glProgramBinary
00000001c25afee4 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001c25aff04 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001c25aff28 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001c25aff48 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001c25afff4 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001c25aff6c (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001c25aff8c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001c25affb0 (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001c25affd0 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001c25b001c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001c25aed00 (__TEXT,__text) external _glProgramParameteri
00000001c25b1e50 (__TEXT,__text) external _glProgramParameteriEXT
00000001c25b00d4 (__TEXT,__text) external _glProgramStringARB
00000001c25af3a8 (__TEXT,__text) external _glProgramUniform1d
00000001c25af428 (__TEXT,__text) external _glProgramUniform1dv
00000001c25aef14 (__TEXT,__text) external _glProgramUniform1f
00000001c25af034 (__TEXT,__text) external _glProgramUniform1fv
00000001c25aee6c (__TEXT,__text) external _glProgramUniform1i
00000001c25aef94 (__TEXT,__text) external _glProgramUniform1iv
00000001c25af158 (__TEXT,__text) external _glProgramUniform1ui
00000001c25af200 (__TEXT,__text) external _glProgramUniform1uiv
00000001c25af3c8 (__TEXT,__text) external _glProgramUniform2d
00000001c25af450 (__TEXT,__text) external _glProgramUniform2dv
00000001c25aef34 (__TEXT,__text) external _glProgramUniform2f
00000001c25af05c (__TEXT,__text) external _glProgramUniform2fv
00000001c25aee90 (__TEXT,__text) external _glProgramUniform2i
00000001c25aefbc (__TEXT,__text) external _glProgramUniform2iv
00000001c25af17c (__TEXT,__text) external _glProgramUniform2ui
00000001c25af228 (__TEXT,__text) external _glProgramUniform2uiv
00000001c25af3e8 (__TEXT,__text) external _glProgramUniform3d
00000001c25af478 (__TEXT,__text) external _glProgramUniform3dv
00000001c25aef54 (__TEXT,__text) external _glProgramUniform3f
00000001c25af084 (__TEXT,__text) external _glProgramUniform3fv
00000001c25aeeb8 (__TEXT,__text) external _glProgramUniform3i
00000001c25aefe4 (__TEXT,__text) external _glProgramUniform3iv
00000001c25af1a4 (__TEXT,__text) external _glProgramUniform3ui
00000001c25af250 (__TEXT,__text) external _glProgramUniform3uiv
00000001c25af408 (__TEXT,__text) external _glProgramUniform4d
00000001c25af4a0 (__TEXT,__text) external _glProgramUniform4dv
00000001c25aef74 (__TEXT,__text) external _glProgramUniform4f
00000001c25af0ac (__TEXT,__text) external _glProgramUniform4fv
00000001c25aeee4 (__TEXT,__text) external _glProgramUniform4i
00000001c25af00c (__TEXT,__text) external _glProgramUniform4iv
00000001c25af1d0 (__TEXT,__text) external _glProgramUniform4ui
00000001c25af278 (__TEXT,__text) external _glProgramUniform4uiv
00000001c25af4c8 (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001c25af0d4 (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001c25af54c (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001c25af2a0 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001c25af5a4 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001c25af2f8 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001c25af4f4 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001c25af100 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001c25af578 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001c25af2cc (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001c25af5fc (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001c25af350 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001c25af520 (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001c25af12c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001c25af5d0 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001c25af324 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001c25af628 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001c25af37c (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001c25adfa4 (__TEXT,__text) external _glProvokingVertex
00000001c25b26c8 (__TEXT,__text) external _glProvokingVertexEXT
00000001c25a9e70 (__TEXT,__text) external _glPushAttrib
00000001c25a9e8c (__TEXT,__text) external _glPushClientAttrib
00000001c25b27a0 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001c25a9ea8 (__TEXT,__text) external _glPushMatrix
00000001c25a9ec0 (__TEXT,__text) external _glPushName
00000001c25ae3ec (__TEXT,__text) external _glQueryCounter
00000001c25a9edc (__TEXT,__text) external _glRasterPos2d
00000001c25a9ef4 (__TEXT,__text) external _glRasterPos2dv
00000001c25a9f10 (__TEXT,__text) external _glRasterPos2f
00000001c25a9f28 (__TEXT,__text) external _glRasterPos2fv
00000001c25a9f44 (__TEXT,__text) external _glRasterPos2i
00000001c25a9f64 (__TEXT,__text) external _glRasterPos2iv
00000001c25a9f80 (__TEXT,__text) external _glRasterPos2s
00000001c25a9fa0 (__TEXT,__text) external _glRasterPos2sv
00000001c25a9fbc (__TEXT,__text) external _glRasterPos3d
00000001c25a9fd4 (__TEXT,__text) external _glRasterPos3dv
00000001c25a9ff0 (__TEXT,__text) external _glRasterPos3f
00000001c25aa008 (__TEXT,__text) external _glRasterPos3fv
00000001c25aa024 (__TEXT,__text) external _glRasterPos3i
00000001c25aa048 (__TEXT,__text) external _glRasterPos3iv
00000001c25aa064 (__TEXT,__text) external _glRasterPos3s
00000001c25aa088 (__TEXT,__text) external _glRasterPos3sv
00000001c25aa0a4 (__TEXT,__text) external _glRasterPos4d
00000001c25aa0bc (__TEXT,__text) external _glRasterPos4dv
00000001c25aa0d8 (__TEXT,__text) external _glRasterPos4f
00000001c25aa0f0 (__TEXT,__text) external _glRasterPos4fv
00000001c25aa10c (__TEXT,__text) external _glRasterPos4i
00000001c25aa134 (__TEXT,__text) external _glRasterPos4iv
00000001c25aa150 (__TEXT,__text) external _glRasterPos4s
00000001c25aa178 (__TEXT,__text) external _glRasterPos4sv
00000001c25aa194 (__TEXT,__text) external _glReadBuffer
00000001c25aa1b0 (__TEXT,__text) external _glReadPixels
00000001c25aa1e4 (__TEXT,__text) external _glRectd
00000001c25aa1fc (__TEXT,__text) external _glRectdv
00000001c25aa21c (__TEXT,__text) external _glRectf
00000001c25aa234 (__TEXT,__text) external _glRectfv
00000001c25aa254 (__TEXT,__text) external _glRecti
00000001c25aa27c (__TEXT,__text) external _glRectiv
00000001c25aa29c (__TEXT,__text) external _glRects
00000001c25aa2c4 (__TEXT,__text) external _glRectsv
00000001c25aec10 (__TEXT,__text) external _glReleaseShaderCompiler
00000001c25aa2e4 (__TEXT,__text) external _glRenderMode
00000001c25ad1b8 (__TEXT,__text) external _glRenderbufferStorage
00000001c25b1bec (__TEXT,__text) external _glRenderbufferStorageEXT
00000001c25ad3f0 (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001c25b1e24 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001c25ab4a4 (__TEXT,__text) external _glResetHistogram
00000001c25ab4c0 (__TEXT,__text) external _glResetMinmax
00000001c25aea9c (__TEXT,__text) external _glResumeTransformFeedback
00000001c25aa300 (__TEXT,__text) external _glRotated
00000001c25aa318 (__TEXT,__text) external _glRotatef
00000001c25abba0 (__TEXT,__text) external _glSampleCoverage
00000001c25b094c (__TEXT,__text) external _glSampleCoverageARB
00000001c25ae134 (__TEXT,__text) external _glSampleMaski
00000001c25b2ed8 (__TEXT,__text) external _glSamplePass
00000001c25b2ed4 (__TEXT,__text) external _glSamplePassARB
00000001c25ae314 (__TEXT,__text) external _glSamplerParameterIiv
00000001c25ae338 (__TEXT,__text) external _glSamplerParameterIuiv
00000001c25ae2d0 (__TEXT,__text) external _glSamplerParameterf
00000001c25ae2f0 (__TEXT,__text) external _glSamplerParameterfv
00000001c25ae288 (__TEXT,__text) external _glSamplerParameteri
00000001c25ae2ac (__TEXT,__text) external _glSamplerParameteriv
00000001c25aa330 (__TEXT,__text) external _glScaled
00000001c25aa348 (__TEXT,__text) external _glScalef
00000001c25aa360 (__TEXT,__text) external _glScissor
00000001c25af7f4 (__TEXT,__text) external _glScissorArrayv
00000001c25af818 (__TEXT,__text) external _glScissorIndexed
00000001c25af844 (__TEXT,__text) external _glScissorIndexedv
00000001c25abc48 (__TEXT,__text) external _glSecondaryColor3b
