00007ffb0b30a5c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0b3011e5 (__TEXT,__text) external _glGetPixelMapusv
00007ffb0b301204 (__TEXT,__text) external _glGetPointerv
00007ffb0b301223 (__TEXT,__text) external _glGetPolygonStipple
00007ffb0b30670b (__TEXT,__text) external _glGetProgramBinary
00007ffb0b30796b (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffb0b30798d (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffb0b304a70 (__TEXT,__text) external _glGetProgramInfoLog
00007ffb0b3079af (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffb0b3079d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb0b30688e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb0b306850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb0b306429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb0b307a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb0b304a04 (__TEXT,__text) external _glGetProgramiv
00007ffb0b307a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb0b3065ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb0b305ef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb0b309df0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb0b303ebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb0b308487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb0b305f13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb0b309e12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb0b303ede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb0b3084a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb0b303e9a (__TEXT,__text) external _glGetQueryiv
00007ffb0b308465 (__TEXT,__text) external _glGetQueryivARB
00007ffb0b304dce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb0b3093de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb0b305e8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb0b305eb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb0b305e6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb0b305e4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb0b3030bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb0b304a4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb0b3066b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb0b304b34 (__TEXT,__text) external _glGetShaderSource
00007ffb0b308b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb0b3049e2 (__TEXT,__text) external _glGetShaderiv
00007ffb0b301240 (__TEXT,__text) external _glGetString
00007ffb0b305828 (__TEXT,__text) external _glGetStringi
00007ffb0b306334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb0b306312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb0b305b91 (__TEXT,__text) external _glGetSynciv
00007ffb0b30125c (__TEXT,__text) external _glGetTexEnvfv
00007ffb0b30127e (__TEXT,__text) external _glGetTexEnviv
00007ffb0b3012a0 (__TEXT,__text) external _glGetTexGendv
00007ffb0b3012c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb0b3012e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb0b301306 (__TEXT,__text) external _glGetTexImage
00007ffb0b30132d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb0b301351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb0b30575d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb0b309d0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb0b30577f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb0b309d31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb0b309ffe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb0b301375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb0b301397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb0b30522e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb0b30974a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb0b3058e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb0b3097df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb0b30586e (__TEXT,__text) external _glGetUniformIndices
00007ffb0b304a95 (__TEXT,__text) external _glGetUniformLocation
00007ffb0b308a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb0b3097fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb0b306407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb0b3062f0 (__TEXT,__text) external _glGetUniformdv
00007ffb0b304aea (__TEXT,__text) external _glGetUniformfv
00007ffb0b308ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb0b304b0f (__TEXT,__text) external _glGetUniformiv
00007ffb0b308af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb0b3055a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb0b309c20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb0b3052d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb0b309aca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb0b3052fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb0b309aec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb0b3070f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb0b3045b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb0b307801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb0b30454d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb0b30779b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb0b30456f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb0b3077bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb0b304591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb0b3077df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb0b3013b9 (__TEXT,__text) external _glHint
00007ffb0b303206 (__TEXT,__text) external _glHistogram
00007ffb0b3013d7 (__TEXT,__text) external _glIndexMask
00007ffb0b3013f3 (__TEXT,__text) external _glIndexPointer
00007ffb0b301415 (__TEXT,__text) external _glIndexd
00007ffb0b30142f (__TEXT,__text) external _glIndexdv
00007ffb0b30144c (__TEXT,__text) external _glIndexf
00007ffb0b301466 (__TEXT,__text) external _glIndexfv
00007ffb0b301483 (__TEXT,__text) external _glIndexi
00007ffb0b30149f (__TEXT,__text) external _glIndexiv
00007ffb0b3014bc (__TEXT,__text) external _glIndexs
00007ffb0b3014d8 (__TEXT,__text) external _glIndexsv
00007ffb0b3014f5 (__TEXT,__text) external _glIndexub
00007ffb0b301511 (__TEXT,__text) external _glIndexubv
00007ffb0b30152e (__TEXT,__text) external _glInitNames
00007ffb0b309e7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb0b301545 (__TEXT,__text) external _glInterleavedArrays
00007ffb0b303f5c (__TEXT,__text) external _glIsBuffer
00007ffb0b308527 (__TEXT,__text) external _glIsBufferARB
00007ffb0b301567 (__TEXT,__text) external _glIsEnabled
00007ffb0b309db6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb0b305170 (__TEXT,__text) external _glIsEnabledi
00007ffb0b30a07a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb0b304df0 (__TEXT,__text) external _glIsFramebuffer
00007ffb0b309400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb0b301583 (__TEXT,__text) external _glIsList
00007ffb0b308d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb0b3049c6 (__TEXT,__text) external _glIsProgram
00007ffb0b3072b9 (__TEXT,__text) external _glIsProgramARB
00007ffb0b306834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb0b303e44 (__TEXT,__text) external _glIsQuery
00007ffb0b30840f (__TEXT,__text) external _glIsQueryARB
00007ffb0b304d32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb0b309342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb0b305d4a (__TEXT,__text) external _glIsSampler
00007ffb0b3049aa (__TEXT,__text) external _glIsShader
00007ffb0b305af2 (__TEXT,__text) external _glIsSync
00007ffb0b30159f (__TEXT,__text) external _glIsTexture
00007ffb0b3064e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb0b3050ad (__TEXT,__text) external _glIsVertexArray
00007ffb0b30a1c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb0b309f10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb0b309e34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb0b30a3c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb0b3015bb (__TEXT,__text) external _glLightModelf
00007ffb0b3015d7 (__TEXT,__text) external _glLightModelfv
00007ffb0b3015f6 (__TEXT,__text) external _glLightModeli
00007ffb0b301614 (__TEXT,__text) external _glLightModeliv
00007ffb0b301633 (__TEXT,__text) external _glLightf
00007ffb0b301651 (__TEXT,__text) external _glLightfv
00007ffb0b301673 (__TEXT,__text) external _glLighti
00007ffb0b301694 (__TEXT,__text) external _glLightiv
00007ffb0b3016b6 (__TEXT,__text) external _glLineStipple
00007ffb0b3016d4 (__TEXT,__text) external _glLineWidth
00007ffb0b3046b8 (__TEXT,__text) external _glLinkProgram
00007ffb0b308722 (__TEXT,__text) external _glLinkProgramARB
00007ffb0b3016ee (__TEXT,__text) external _glListBase
00007ffb0b30170a (__TEXT,__text) external _glLoadIdentity
00007ffb0b301721 (__TEXT,__text) external _glLoadMatrixd
00007ffb0b30173e (__TEXT,__text) external _glLoadMatrixf
00007ffb0b30175b (__TEXT,__text) external _glLoadName
00007ffb0b30369f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb0b307faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb0b3036bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb0b307fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb0b308e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb0b301777 (__TEXT,__text) external _glLogicOp
00007ffb0b301793 (__TEXT,__text) external _glMap1d
00007ffb0b3017b7 (__TEXT,__text) external _glMap1f
00007ffb0b3017db (__TEXT,__text) external _glMap2d
00007ffb0b30180f (__TEXT,__text) external _glMap2f
00007ffb0b303fea (__TEXT,__text) external _glMapBuffer
00007ffb0b3085b5 (__TEXT,__text) external _glMapBufferARB
00007ffb0b30500a (__TEXT,__text) external _glMapBufferRange
00007ffb0b301843 (__TEXT,__text) external _glMapGrid1d
00007ffb0b30185f (__TEXT,__text) external _glMapGrid1f
00007ffb0b30187b (__TEXT,__text) external _glMapGrid2d
00007ffb0b301899 (__TEXT,__text) external _glMapGrid2f
00007ffb0b309f2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb0b309f55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb0b309f7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb0b309fac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb0b3018b7 (__TEXT,__text) external _glMaterialf
00007ffb0b3018d5 (__TEXT,__text) external _glMaterialfv
00007ffb0b3018f7 (__TEXT,__text) external _glMateriali
00007ffb0b301918 (__TEXT,__text) external _glMaterialiv
00007ffb0b30193a (__TEXT,__text) external _glMatrixMode
00007ffb0b3065d2 (__TEXT,__text) external _glMinSampleShading
00007ffb0b308c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb0b30322a (__TEXT,__text) external _glMinmax
00007ffb0b301956 (__TEXT,__text) external _glMultMatrixd
00007ffb0b301973 (__TEXT,__text) external _glMultMatrixf
00007ffb0b3036d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb0b307fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb0b3036f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb0b308006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb0b303bea (__TEXT,__text) external _glMultiDrawArrays
00007ffb0b3092a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb0b30a243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb0b303c10 (__TEXT,__text) external _glMultiDrawElements
00007ffb0b305a83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb0b3092c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb0b30a3e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb0b30a411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb0b30a269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb0b3032bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb0b307bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb0b3032d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb0b307be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb0b3032f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb0b307c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb0b303312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb0b307c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb0b303331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb0b307c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb0b30334f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb0b307c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb0b30336e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb0b307c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb0b30338c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb0b307c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb0b3033ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb0b307cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb0b3033c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb0b307cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb0b3033e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb0b307cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb0b303402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb0b307d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb0b303421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb0b307d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb0b303442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb0b307d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb0b303461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb0b307d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb0b303482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb0b307d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb0b3034a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb0b307db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb0b3034bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb0b307dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb0b3034dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb0b307dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb0b3034f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb0b307e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb0b303517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb0b307e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb0b30353b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb0b307e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb0b30355a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb0b307e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb0b30357e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb0b307e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb0b30359d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb0b307ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb0b3035b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb0b307ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb0b3035d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb0b307ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb0b3035f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb0b307f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb0b303613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb0b307f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb0b30363a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb0b307f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb0b303659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb0b307f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb0b303680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb0b307f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb0b308cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb0b301990 (__TEXT,__text) external _glNewList
00007ffb0b3019ae (__TEXT,__text) external _glNormal3b
00007ffb0b3019cf (__TEXT,__text) external _glNormal3bv
00007ffb0b3019ec (__TEXT,__text) external _glNormal3d
00007ffb0b301a06 (__TEXT,__text) external _glNormal3dv
00007ffb0b301a23 (__TEXT,__text) external _glNormal3f
00007ffb0b301a3d (__TEXT,__text) external _glNormal3fv
00007ffb0b301a5a (__TEXT,__text) external _glNormal3i
00007ffb0b301a7b (__TEXT,__text) external _glNormal3iv
00007ffb0b301a98 (__TEXT,__text) external _glNormal3s
00007ffb0b301ab9 (__TEXT,__text) external _glNormal3sv
00007ffb0b301ad6 (__TEXT,__text) external _glNormalPointer
00007ffb0b30a326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb0b30a347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb0b301af8 (__TEXT,__text) external _glOrtho
00007ffb0b30a4a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb0b30a4b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb0b30a49f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb0b30a4ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb0b301b12 (__TEXT,__text) external _glPassThrough
00007ffb0b30646b (__TEXT,__text) external _glPatchParameterfv
00007ffb0b30644d (__TEXT,__text) external _glPatchParameteri
00007ffb0b306502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb0b301b2c (__TEXT,__text) external _glPixelMapfv
00007ffb0b301b4e (__TEXT,__text) external _glPixelMapuiv
00007ffb0b301b70 (__TEXT,__text) external _glPixelMapusv
00007ffb0b301b92 (__TEXT,__text) external _glPixelStoref
00007ffb0b301bae (__TEXT,__text) external _glPixelStorei
00007ffb0b301bcc (__TEXT,__text) external _glPixelTransferf
00007ffb0b301be8 (__TEXT,__text) external _glPixelTransferi
00007ffb0b301c06 (__TEXT,__text) external _glPixelZoom
00007ffb0b303b4e (__TEXT,__text) external _glPointParameterf
00007ffb0b3081c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb0b303b6a (__TEXT,__text) external _glPointParameterfv
00007ffb0b3081e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb0b303b89 (__TEXT,__text) external _glPointParameteri
00007ffb0b30a4ec (__TEXT,__text) external _glPointParameteriNV
00007ffb0b303ba7 (__TEXT,__text) external _glPointParameteriv
00007ffb0b30a50a (__TEXT,__text) external _glPointParameterivNV
00007ffb0b301c20 (__TEXT,__text) external _glPointSize
00007ffb0b30a38c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb0b301c3a (__TEXT,__text) external _glPolygonMode
00007ffb0b301c58 (__TEXT,__text) external _glPolygonOffset
00007ffb0b301c72 (__TEXT,__text) external _glPolygonStipple
00007ffb0b301c8f (__TEXT,__text) external _glPopAttrib
00007ffb0b301ca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb0b309ebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb0b301cbd (__TEXT,__text) external _glPopMatrix
00007ffb0b301cd4 (__TEXT,__text) external _glPopName
00007ffb0b3059d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb0b301ceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb0b306733 (__TEXT,__text) external _glProgramBinary
00007ffb0b307823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb0b307841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb0b307863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb0b307881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb0b307923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb0b3078a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb0b3078c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb0b3078e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb0b307901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb0b307947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb0b306758 (__TEXT,__text) external _glProgramParameteri
00007ffb0b3095f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb0b3079f3 (__TEXT,__text) external _glProgramStringARB
00007ffb0b306d7a (__TEXT,__text) external _glProgramUniform1d
00007ffb0b306df2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb0b306953 (__TEXT,__text) external _glProgramUniform1f
00007ffb0b306a5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb0b3068b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb0b3069cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb0b306b60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb0b306c00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb0b306d98 (__TEXT,__text) external _glProgramUniform2d
00007ffb0b306e16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb0b306971 (__TEXT,__text) external _glProgramUniform2f
00007ffb0b306a7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb0b3068d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb0b3069ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb0b306b81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb0b306c24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb0b306db6 (__TEXT,__text) external _glProgramUniform3d
00007ffb0b306e3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb0b30698f (__TEXT,__text) external _glProgramUniform3f
00007ffb0b306aa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb0b3068f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb0b306a13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb0b306ba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb0b306c48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb0b306dd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb0b306e5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb0b3069ad (__TEXT,__text) external _glProgramUniform4f
00007ffb0b306ac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb0b30691f (__TEXT,__text) external _glProgramUniform4i
00007ffb0b306a37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb0b306bcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb0b306c6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb0b306e82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb0b306aeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb0b306ef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb0b306c90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb0b306f45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb0b306cde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb0b306ea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb0b306b12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb0b306f1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb0b306cb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb0b306f93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb0b306d2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb0b306ed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb0b306b39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb0b306f6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb0b306d05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb0b306fba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb0b306d53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb0b305ab8 (__TEXT,__text) external _glProvokingVertex
00007ffb0b309dd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb0b301d0e (__TEXT,__text) external _glPushAttrib
00007ffb0b301d2a (__TEXT,__text) external _glPushClientAttrib
00007ffb0b309e9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb0b301d46 (__TEXT,__text) external _glPushMatrix
00007ffb0b301d5d (__TEXT,__text) external _glPushName
00007ffb0b305ed3 (__TEXT,__text) external _glQueryCounter
00007ffb0b301d79 (__TEXT,__text) external _glRasterPos2d
00007ffb0b301d93 (__TEXT,__text) external _glRasterPos2dv
00007ffb0b301db0 (__TEXT,__text) external _glRasterPos2f
00007ffb0b301dca (__TEXT,__text) external _glRasterPos2fv
00007ffb0b301de7 (__TEXT,__text) external _glRasterPos2i
00007ffb0b301e05 (__TEXT,__text) external _glRasterPos2iv
00007ffb0b301e22 (__TEXT,__text) external _glRasterPos2s
00007ffb0b301e40 (__TEXT,__text) external _glRasterPos2sv
00007ffb0b301e5d (__TEXT,__text) external _glRasterPos3d
00007ffb0b301e77 (__TEXT,__text) external _glRasterPos3dv
00007ffb0b301e94 (__TEXT,__text) external _glRasterPos3f
00007ffb0b301eae (__TEXT,__text) external _glRasterPos3fv
00007ffb0b301ecb (__TEXT,__text) external _glRasterPos3i
00007ffb0b301eec (__TEXT,__text) external _glRasterPos3iv
00007ffb0b301f09 (__TEXT,__text) external _glRasterPos3s
00007ffb0b301f2a (__TEXT,__text) external _glRasterPos3sv
00007ffb0b301f47 (__TEXT,__text) external _glRasterPos4d
00007ffb0b301f61 (__TEXT,__text) external _glRasterPos4dv
00007ffb0b301f7e (__TEXT,__text) external _glRasterPos4f
00007ffb0b301f98 (__TEXT,__text) external _glRasterPos4fv
00007ffb0b301fb5 (__TEXT,__text) external _glRasterPos4i
00007ffb0b301fd9 (__TEXT,__text) external _glRasterPos4iv
00007ffb0b301ff6 (__TEXT,__text) external _glRasterPos4s
00007ffb0b30201a (__TEXT,__text) external _glRasterPos4sv
00007ffb0b302037 (__TEXT,__text) external _glReadBuffer
00007ffb0b302053 (__TEXT,__text) external _glReadPixels
00007ffb0b302083 (__TEXT,__text) external _glRectd
