00007fff6e81f5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6e839dc1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007fff6e839de4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007fff6e820a6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007fff6e83ae40 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007fff6e83c518 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007fff6e83c848 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007fff6e83ce20 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007fff6e83d250 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007fff6e8243a3 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007fff6e83b2a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007fff6e83d6c8 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007fff6e83b4a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007fff6e83b8e8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007fff6e834d72 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007fff6e823406 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007fff6e8399ca (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007fff6e8399ed (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007fff6e839a10 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007fff6e83c290 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007fff6e83dae0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007fff6e836a1d (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007fff6e83ac10 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007fff6e83b0d0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007fff6e83b6d0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007fff6e838858 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007fff6e83c070 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007fff6e83c658 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007fff6e83dc20 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007fff6e81e925 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007fff6e838d93 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007fff6e81d5b2 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007fff6e83a5b0 (__TEXT,__const) non-external __ZL9crc32_tab
00007fff85d82030 (__DATA,__bss) non-external __ZL9gBootArgs
00007fff6e8222aa (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007fff6e8327b2 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007fff6e832974 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007fff6e82230a (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007fff6e8222c6 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007fff6e839776 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007fff6e832724 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007fff6e8222b8 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007fff6e82234a (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007fff6e83276e (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007fff6e82f100 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007fff6e82f57e (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007fff6e82ef22 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007fff6e82f258 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6e82f450 (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6e82f6f6 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007fff6e82f620 (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007fff6e82f748 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007fff6e82f7b2 (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007fff6e8224bc (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007fff6e82247c (__TEXT,__text) external __ZN12IODMACommand4initEv
00007fff6e82ede8 (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007fff6e82ed5a (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007fff6e82eda4 (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007fff6e822a7e (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007fff6e836126 (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007fff6e8365e6 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e822bce (__TEXT,__text) external __ZN12IOUserClient20_ExternalMethod_ImplEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSAction
00007fff6e8368ac (__TEXT,__text) external __ZN12IOUserClient22AsyncCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniPKyjE
00007fff6e8368b8 (__TEXT,__text) external __ZN12IOUserClient22AsyncCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniPKyjEPK11OSMetaClass
00007fff6e835f54 (__TEXT,__text) external __ZN12IOUserClient22_ExternalMethod_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS6_S8_P8OSActionE
00007fff6e836272 (__TEXT,__text) external __ZN12IOUserClient23CopyClientMemoryForTypeEyPyPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6e836840 (__TEXT,__text) external __ZN12IOUserClient28CreateActionKernelCompletionEmPP8OSAction
00007fff6e836940 (__TEXT,__text) external __ZN12IOUserClient30CopyClientMemoryForType_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPyPP18IOMemoryDescriptorE
00007fff6e836446 (__TEXT,__text) external __ZN12IOUserClient32CreateMemoryDescriptorFromClientEyjPK16IOAddressSegmentPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6e8369aa (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
00007fff6e822668 (__TEXT,__text) external __ZN12IOUserClient4freeEv
00007fff6e8224fc (__TEXT,__text) external __ZN12IOUserClient4initEv
00007fff6e835f04 (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
00007fff6e835f0e (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00007fff6e83700a (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
00007fff6e836bbc (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007fff6e83718a (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007fff6e82032e (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00007fff6e836c44 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007fff6e836e8a (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
00007fff6e8202ca (__TEXT,__text) external __ZN12IOUserServer4freeEv
00007fff6e8202ba (__TEXT,__text) external __ZN12IOUserServer4initEv
00007fff6e836cee (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyPPS_
00007fff6e836b44 (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
00007fff6e820314 (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
00007fff6e836b4e (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
00007fff6e825bc8 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
00007fff6e825d28 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
00007fff6e825d36 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
00007fff6e825bbe (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
00007fff6e825aa6 (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
00007fff6e825c50 (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
00007fff6e825ab6 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
00007fff6e825b70 (__TEXT,__text) external __ZN12OSDictionary4freeEv
00007fff6e825c8a (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
00007fff6e825c40 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
00007fff6e825d16 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
00007fff6e8309f8 (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007fff6e81ea76 (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007fff6e830be4 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007fff6e8206a2 (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007fff6e82076c (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007fff6e830b92 (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007fff6e81e984 (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007fff6e820664 (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007fff6e820440 (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007fff6e820368 (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007fff6e8203a8 (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007fff6e82004a (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007fff6e83940f (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007fff6e839432 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007fff6e839455 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007fff6e839478 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007fff6e83949b (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007fff6e81e8d4 (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007fff6e81e8e6 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007fff6e8308b6 (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007fff6e830828 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007fff6e830872 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007fff6e8378ca (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007fff6e81d644 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007fff6e81dd34 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007fff6e81de5e (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007fff6e838b55 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007fff6e838b78 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007fff6e81ddd2 (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007fff6e81e430 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007fff6e838d07 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007fff6e838d2a (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007fff6e838d4d (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007fff6e838d70 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007fff6e81df52 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007fff6e838bf3 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007fff6e838c16 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007fff6e81d63a (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007fff6e81d65c (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007fff6e823624 (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007fff6e826d1e (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007fff6e839d35 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007fff6e826d0a (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007fff6e826d14 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007fff6e826d5e (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007fff6e839d58 (__TEXT,__text) non-external __ZN15OSSerialization4freeEv.cold.1
00007fff6e83109e (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007fff6e83143a (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007fff6e82088e (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007fff6e830d6e (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007fff6e8314e2 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007fff6e830f3a (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007fff6e83148c (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007fff6e820876 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007fff6e820866 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007fff6e830de2 (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007fff6e830cd2 (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007fff6e8312d6 (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007fff6e830cdc (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007fff6e8377bc (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007fff6e837240 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007fff6e8372da (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007fff6e837966 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007fff6e8379ae (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007fff6e837a42 (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007fff6e837f80 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007fff6e831e64 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007fff6e832006 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007fff6e83249a (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007fff6e8324f0 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007fff6e8321d2 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007fff6e832316 (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007fff6e832574 (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007fff6e832614 (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007fff6e8212fa (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007fff6e83963b (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007fff6e822216 (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007fff6e8221d6 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007fff6e831dd6 (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007fff6e822278 (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007fff6e839753 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007fff6e831e20 (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007fff6e8329e8 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007fff6e832f38 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007fff6e837810 (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007fff6e8326fc (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007fff6e832790 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007fff6e837882 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007fff6e82ed32 (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007fff6e82edc6 (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007fff6e835b52 (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e835c88 (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
00007fff6e821bd4 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007fff6e8219a0 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_
00007fff6e83965e (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.1
00007fff6e839681 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.2
00007fff6e835980 (__TEXT,__text) external __ZN21IOTimerDispatchSource13Create_InvokeE5IORPCPFiP15IODispatchQueuePPS_E
00007fff6e835de2 (__TEXT,__text) external __ZN21IOTimerDispatchSource13TimerOccurredE5IORPCP8OSActionyPFiP15OSMetaClassBaseS0_E
00007fff6e821ae8 (__TEXT,__text) external __ZN21IOTimerDispatchSource15SetHandler_ImplEP8OSAction
00007fff6e821c5a (__TEXT,__text) external __ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy
00007fff6e821d30 (__TEXT,__text) external __ZN21IOTimerDispatchSource17CheckForWork_ImplE5IORPCb
00007fff6e8357d0 (__TEXT,__text) external __ZN21IOTimerDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007fff6e83585c (__TEXT,__text) external __ZN21IOTimerDispatchSource17WakeAtTime_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyE
00007fff6e821d88 (__TEXT,__text) external __ZN21IOTimerDispatchSource18TimerOccurred_ImplEP8OSActiony
00007fff6e8358b8 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyE
00007fff6e835e42 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyEPK11OSMetaClass
00007fff6e821b2c (__TEXT,__text) external __ZN21IOTimerDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007fff6e821b86 (__TEXT,__text) external __ZN21IOTimerDispatchSource4freeEv
00007fff6e821b3c (__TEXT,__text) external __ZN21IOTimerDispatchSource4initEv
00007fff6e835a16 (__TEXT,__text) external __ZN21IOTimerDispatchSource6CreateEP15IODispatchQueuePPS_
00007fff6e835640 (__TEXT,__text) external __ZN21IOTimerDispatchSource8DispatchE5IORPC
00007fff6e83564a (__TEXT,__text) external __ZN21IOTimerDispatchSource9_DispatchEPS_5IORPC
00007fff6e835ed0 (__TEXT,__text) external __ZN21IOUserClientMetaClass3NewEP8OSObject
00007fff6e836104 (__TEXT,__text) external __ZN21IOUserClientMetaClass8DispatchE5IORPC
00007fff6e836b1c (__TEXT,__text) external __ZN21IOUserServerMetaClass3NewEP8OSObject
00007fff6e836ccc (__TEXT,__text) external __ZN21IOUserServerMetaClass8DispatchE5IORPC
00007fff6e837858 (__TEXT,__text) external __ZN21OSCollectionMetaClass3NewEP8OSObject
00007fff6e837912 (__TEXT,__text) external __ZN21OSDictionaryMetaClass3NewEP8OSObject
00007fff6e838128 (__TEXT,__text) external __ZN21_IOBlockStorageDevice16DoAsyncReadWriteEP18IOMemoryDescriptoryyP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e838252 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyProducerDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007fff6e838414 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyReceiverDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007fff6e8386c0 (__TEXT,__text) external __ZN21_IOBlockStorageDevice23DoAsyncReadWrite_InvokeE5IORPCP15OSMetaClassBasePFiS2_P18IOMemoryDescriptoryyP8OSActionE
00007fff6e83807e (__TEXT,__text) external __ZN21_IOBlockStorageDevice26DoAsyncReadWriteCompletionEP8OSActioniyPFiP15OSMetaClassBase5IORPCE
00007fff6e838798 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyProducerDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007fff6e8387f8 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyReceiverDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007fff6e8385d6 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CreateActionKernelCompletionEmPP8OSAction
00007fff6e838642 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyE
00007fff6e83864e (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyEPK11OSMetaClass
00007fff6e837ff0 (__TEXT,__text) external __ZN21_IOBlockStorageDevice8DispatchE5IORPC
00007fff6e83803a (__TEXT,__text) external __ZN21_IOBlockStorageDevice9_DispatchEPS_5IORPC
00007fff6e82ec54 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor13Create_InvokeE5IORPCPFiyyyPPS_E
00007fff6e822414 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor15GetAddressRangeEP16IOAddressSegment
00007fff6e82ecc2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor16SetLength_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007fff6e8223b4 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4freeEv
00007fff6e822358 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4initEv
00007fff6e82e984 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor6CreateEyyyPPS_
00007fff6e82e8f6 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor8DispatchE5IORPC
00007fff6e82eafc (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9SetLengthEyPFiP15OSMetaClassBase5IORPCE
00007fff6e82e940 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9_DispatchEPS_5IORPC
00007fff6e830800 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass3NewEP8OSObject
00007fff6e830894 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass8DispatchE5IORPC
00007fff6e837f38 (__TEXT,__text) external __ZN24OSSerializationMetaClass3NewEP8OSObject
00007fff6e82fcfc (__TEXT,__text) external __ZN25IODataQueueDispatchSource10CopyMemoryEPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6e821568 (__TEXT,__text) external __ZN25IODataQueueDispatchSource11Cancel_ImplEU13block_pointerFvvE
