0000000191254b84 (__TEXT,__text) non-external +[CalAlarm alarm]
00000001d22d0b88 (__DATA_CONST,__const) external _CalEventsChangedNotification
00000001d22d0b50 (__DATA_CONST,__const) external _CalGroupACAccountIDKey
00000001d22d0b48 (__DATA_CONST,__const) external _CalGroupExchangeAutodiscoverURLKey
00000001d22d0b40 (__DATA_CONST,__const) external _CalGroupExchangeRootFolderIDKey
00000001d22d0b38 (__DATA_CONST,__const) external _CalGroupIsDelegateKey
00000001d22d0b28 (__DATA_CONST,__const) external _CalGroupIsEnabledForCalendarKey
00000001d22d0b30 (__DATA_CONST,__const) external _CalGroupIsEnabledForRemindersKey
00000001d22d0b60 (__DATA_CONST,__const) external _CalGroupIsManuallyConfigured
00000001d22d0b70 (__DATA_CONST,__const) external _CalGroupIsMarkedForDeletionKey
00000001d22d0b78 (__DATA_CONST,__const) external _CalGroupPasswordKey
00000001d22d0b68 (__DATA_CONST,__const) external _CalGroupPrincipalURLKey
00000001d22d0b00 (__DATA_CONST,__const) external _CalGroupTypeCalDAV
00000001d22d0b20 (__DATA_CONST,__const) external _CalGroupTypeExchange
00000001d22d0b08 (__DATA_CONST,__const) external _CalGroupTypeIMAP
00000001d22d0b10 (__DATA_CONST,__const) external _CalGroupTypeLocal
00000001d22d0b18 (__DATA_CONST,__const) external _CalGroupTypeSubscription
00000001d22d0b58 (__DATA_CONST,__const) external _CalGroupUseKerberosKey
00000001d22d0bb0 (__DATA_CONST,__const) external _CalInsertedRecordsKey
00000001d22d0bc8 (__DATA_CONST,__const) external _CalSenderProcessIDKey
00000001d22d0c50 (__DATA_CONST,__const) external _CalStoreAPI_NS_Log
                 (undefined) external _CalStoreLogActual (from CalendarAgentLink)
                 (undefined) external _CalStoreLogCurrentLevel (from CalendarAgentLink)
00000001d22d0ba8 (__DATA_CONST,__const) external _CalTasksChangedExternallyNotification
00000001d22d0b90 (__DATA_CONST,__const) external _CalTasksChangedNotification
00000001d22d0bb8 (__DATA_CONST,__const) external _CalUpdatedRecordsKey
00000001d22d0bd0 (__DATA_CONST,__const) external _CalUserUIDKey
                 (undefined) external _NSInvalidArgumentException (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
                 (undefined) external _OBJC_CLASS_$_CalAgentLink (from CalendarAgentLink)
00000001d937be68 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalAlarm
00000001d937bcd8 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalAttendee
00000001d937be18 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalCalendar
00000001d937c048 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalCalendarItem
00000001d937bff8 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalCalendarItemPredicate
00000001d937bdf0 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalCalendarStore
00000001d937beb8 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalEvent
00000001d937bc88 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalEventPredicate
00000001d937bd28 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalGroup
00000001d937bf58 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalNthWeekDay
00000001d937bc38 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalPredicate
00000001d937bfa8 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalRecurrenceEnd
00000001d937bf08 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalRecurrenceRule
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALDailyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALMonthlyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALWeeklyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALYearlyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCoreRecurrenceRule (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedAlarm (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedAttachment (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedAttendee (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalDAVAccount (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalDAVCalendar (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalDAVPrincipal (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalendar (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedEvent (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedExchangeAccount (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedExchangePrincipal (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedGroup (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedPrincipal (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedTask (from CalendarAgentLink)
00000001d937c098 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalTask
00000001d937bda0 (__AUTH,__objc_data) external _OBJC_CLASS_$_CalTaskPredicate
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSColorSpace (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
00000001d6b03d0c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._absoluteTrigger
00000001d6b03cf8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._action
00000001d6b03d00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._emailAddress
00000001d6b03cf0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._objectID
00000001d6b03d08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._relativeTrigger
00000001d6b03cf4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._reserved
00000001d6b03cfc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._sound
00000001d6b03d04 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._url
00000001d6b03c98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._address
00000001d6b03c9c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._commonName
00000001d6b03c90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._objectID
00000001d6b03c94 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._reserved
00000001d6b03ca0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._status
00000001d6b03cd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._color
00000001d6b03cd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._group
00000001d6b03cec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._isEditable
00000001d6b03cdc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._notes
00000001d6b03ccc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._objectID
00000001d6b03cd4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._reserved
00000001d6b03ce0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._title
00000001d6b03ce4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._type
00000001d6b03ce8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._uid
00000001d6b03d8c (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._alarms
00000001d6b03d74 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._calendar
00000001d6b03d88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._dateStamp
00000001d6b03d78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._notes
00000001d6b03d6c (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._objectID
00000001d6b03d70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._reserved
00000001d6b03d80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._title
00000001d6b03d84 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._uid
00000001d6b03d7c (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._url
00000001d6b03d68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItemPredicate._calendars
00000001d6b03cc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarStore._reserved
00000001d6b03d18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._attendees
00000001d6b03d20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._endDate
00000001d6b03d28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._isAllDay
00000001d6b03d2c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._isDetached
00000001d6b03d1c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._location
00000001d6b03d10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._occurrence
00000001d6b03d24 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._recurrenceRule
00000001d6b03d14 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._startDate
00000001d6b03c88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalEventPredicate._endDate
00000001d6b03c84 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalEventPredicate._startDate
00000001d6b03c8c (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalEventPredicate._uid
00000001d6b03cc0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._emailAddress
00000001d6b03cbc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._externalServerURL
00000001d6b03cc4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._fullName
00000001d6b03ca4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._managedObjectIDString
00000001d6b03ca8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._reserved
00000001d6b03cb8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._serverURL
00000001d6b03cac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._title
00000001d6b03cb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._type
00000001d6b03cb4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._uid
00000001d6b03d58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalNthWeekDay._dayOfTheWeek
00000001d6b03d5c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalNthWeekDay._weekNumber
00000001d6b03c80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalPredicate._subpredicate
00000001d6b03d60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceEnd._endDate
00000001d6b03d64 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceEnd._occurrenceCount
00000001d6b03d40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._daysOfTheMonth
00000001d6b03d44 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._daysOfTheWeek
00000001d6b03d48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._firstDayOfTheWeek
00000001d6b03d38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._monthsOfTheYear
00000001d6b03d3c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._nthWeekDaysOfTheMonth
00000001d6b03d30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._objectID
00000001d6b03d54 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._recurrenceEnd
00000001d6b03d4c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._recurrenceInterval
00000001d6b03d50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._recurrenceType
00000001d6b03d34 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._reserved
00000001d6b03d90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._completedDate
00000001d6b03d94 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._dueDate
00000001d6b03d98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._priority
00000001d937be90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalAlarm
00000001d937bd00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalAttendee
00000001d937be40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalCalendar
00000001d937c070 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalCalendarItem
00000001d937c020 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalCalendarItemPredicate
00000001d937bdc8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalCalendarStore
00000001d937bee0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalEvent
00000001d937bcb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalEventPredicate
00000001d937bd50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalGroup
00000001d937bf80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalNthWeekDay
00000001d937bc60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalPredicate
00000001d937bfd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalRecurrenceEnd
00000001d937bf30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalRecurrenceRule
00000001d937c0c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalTask
00000001d937bd78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalTaskPredicate
                 (undefined) external _OBJC_METACLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _TCCAccessPreflight (from TCC)
                 (undefined) external _TCCAccessRequest (from TCC)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __NSMethodExceptionProem (from Foundation)
00000001daf71a38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALDailyRecurrence_$_LegacyTranslation
00000001daf71ab8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALMonthlyRecurrence_$_LegacyTranslation
00000001daf71a78 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALWeeklyRecurrence_$_LegacyTranslation
00000001daf71af8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALYearlyRecurrence_$_LegacyTranslation
00000001daf71b78 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteManagedEvent_$_CalStoreUtils
00000001daf71b38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSDate_$_CalStoreUtils
0000000191261788 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalAlarm
0000000191261630 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendar
0000000191261458 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendarStore
00000001912618d8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalEvent
0000000191261090 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalEventPredicate
00000001912611a0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalGroup
0000000191261c50 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalNthWeekDay
0000000191261d08 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceEnd
0000000191261a90 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceRule
0000000191261f60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalTask
0000000191261440 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalTaskPredicate
0000000191261cd0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSDate(CalStoreUtils)
00000001912617a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAlarm
0000000191261128 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAttendee
0000000191261668 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendar
0000000191261df8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarItem
0000000191261da8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarItemPredicate
0000000191261520 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarStore
0000000191261908 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalEvent
00000001912610b0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalEventPredicate
00000001912611e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalGroup
0000000191261c68 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalNthWeekDay
0000000191261048 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalPredicate
0000000191261d28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceEnd
0000000191261ac8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceRule
0000000191261bf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALDailyRecurrence(LegacyTranslation)
0000000191261c08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALMonthlyRecurrence(LegacyTranslation)
0000000191261c20 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALWeeklyRecurrence(LegacyTranslation)
0000000191261c38 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALYearlyRecurrence(LegacyTranslation)
0000000191261de0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteManagedEvent(CalStoreUtils)
0000000191261f80 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalTask
0000000191261ce8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSDate(CalStoreUtils)
00000001d22d13c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAlarm
00000001d22d0de8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAttendee
00000001d22d11c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendar
00000001d22d1aa8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarItem
00000001d22d1a40 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarItemPredicate
00000001d22d1158 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarStore
00000001d22d1530 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalEvent
00000001d22d0d40 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalEventPredicate
00000001d22d0f08 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalGroup
00000001d22d1910 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalNthWeekDay
00000001d22d0d18 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalPredicate
00000001d22d19c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceEnd
00000001d22d1700 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceRule
00000001d22d1c58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalTask
00000001d22d14c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAlarm
00000001d22d0e90 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAttendee
00000001d22d12e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendar
00000001d22d1bd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendarItem
00000001d22d1638 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalEvent
00000001d22d1030 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalGroup
00000001d22d1958 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalNthWeekDay
00000001d22d1a08 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceEnd
00000001d22d1848 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceRule
00000001d22d1cc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalTask
00000001d22d10d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_CalendarAgentClient
00000001d22d0da8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d0ec8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d1180 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d1380 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d16c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d18d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d1980 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d1a68 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001d22d1128 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_CalendarAgentClient
00000001d22d0dc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d0ee8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d11a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d13a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d16e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d18f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d19a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d1a88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001d22d13a8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAlarm
00000001d22d0dd0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAttendee
00000001d22d11a8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendar
00000001d22d1a90 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendarItem
00000001d22d1140 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendarStore
00000001d22d0ef0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalGroup
00000001d22d18f8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalNthWeekDay
00000001d22d19a8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceEnd
