00007ff90d0974ef (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90d088765 (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00007ff90d0887a1 (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00007ff90d08878d (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00007ff90d088797 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00007ff90d08876f (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00007ff90d088779 (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00007ff90d093f15 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00007ff90d093c5b (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00007ff90d093c19 (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00007ff90d093b2e (__TEXT,__text) non-external -[SPInstallationPolicy init]
00007ff90d093dbd (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00007ff90d093d8e (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00007ff90d08a269 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00007ff90d08a1fb (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00007ff90d08a0a4 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00007ff90d08a23d (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00007ff90d09004f (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00007ff90d08ffff (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00007ff90d090013 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff90d08fe22 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff90d08fc53 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff90d08fae6 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff90d08fad8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff90d09003b (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff90d090027 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff90d09001d (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff90d090031 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff90d090045 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff90d08fff5 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff90d090009 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff90d08b30e (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff90d08acae (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff90d08a762 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff90d08a827 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff90d08a724 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff90d08a716 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff90d08ac56 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff90d08b304 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff90d08a6d4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff90d08b0ba (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff90d08a385 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff90d08a9b1 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff90d08af12 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff90d08aff5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff90d08ac82 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff90d08ad7c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff90d08b2d8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff90d08b2ac (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff90d08b280 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff90d08b254 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff90d08a8ec (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff90d08ae41 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff90d08b22a (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff90d08b200 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff90d08b13b (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff90d08ab8f (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff90d08aaa0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff90d08f9ef (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff90d08f5e2 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff90d08f7c5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff90d08f528 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff90d08f46e (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff90d08f8da (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff90d08081c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff90d0807c3 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff90d0807cd (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff90d0807eb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff90d0807b1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff90d0807d7 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff90d08066a (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff90d080215 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90d080455 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff90d080333 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90d080207 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff90d0807f5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff90d080444 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff90d080812 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff90d080808 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff90d08076e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff90d0807ff (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff90d0807e1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90d07fbaf (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff90d07f948 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff90d07f81a (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff90d07f98a (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff90d07fa76 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff90d083591 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff90d083460 (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff90d08338f (__TEXT,__text) non-external -[SPMetrics init]
00007ff90d0834a2 (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff90d0964fb (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff90d0964f1 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90d0964e7 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff90d096193 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff90d096222 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff90d0964dd (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff90d096134 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff90d0960c8 (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff90d096119 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff90d09602c (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff90d095f10 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff90d095d38 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff90d095fe1 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff90d096092 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff90d0960d2 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff90d096123 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff90d09609c (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff90d096108 (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff90d0960ed (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff90d096081 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff90d0960b7 (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff90d0960fe (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff90d0960e3 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff90d096077 (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff90d0960ad (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff90d083367 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff90d082fc7 (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff90d08326d (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff90d08319f (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff90d083009 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff90d08333b (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff90d0830d7 (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff90d082e28 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff90d07feda (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff90d07fe11 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff90d07fd56 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff90d07fe89 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff90d07fbe2 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff90d07fe6e (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff90d07febf (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff90d07fdff (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff90d07fea4 (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff90d07fe93 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff90d07fe78 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff90d07fec9 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff90d07feae (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff90d07fe5d (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff90d07fe53 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff90d081cd6 (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00007ff90d081cbb (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00007ff90d081c98 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00007ff90d081c07 (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00007ff90d081cc5 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00007ff90d0801df (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00007ff90d080006 (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00007ff90d080048 (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00007ff90d07ff23 (__TEXT,__text) non-external -[SPScriptScanner init]
00007ff90d080fac (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff90d080f87 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff90d080fa2 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff90d080ac8 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff90d080865 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff90d080f98 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff90d07f249 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff90d07f2cd (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff90d07f2b9 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff90d07f110 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff90d07f25b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff90d07f1d7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff90d07f2d7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff90d07f2c3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff90d09e268 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90d09e390 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90d09e464 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90d09e340 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff90d09e2e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90d09e3c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90d09e474 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90d09e368 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90d09e2f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
00007ff90d09e288 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90d09e450 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90d09739d (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff90d0972c1 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943db0508 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff90d090d27 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff9410bf598 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLFileResourceIdentifierKey (from CoreFoundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
00007ff943400eb0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff943400e88 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff943400e60 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff943400e38 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff943400e10 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff943400de8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff943401180 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff943400dc0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff943400d98 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff943400d70 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff943400d48 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff943401158 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff943400d20 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff943400cf8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff943400cd0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff943400ca8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyExportedObject
00007ff943401130 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff943400c80 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff943401108 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff9434010e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff943401270 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff943401248 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff943401220 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff9434010b8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff943401090 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff943400c58 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff943401068 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff943400c30 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff943401040 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff943400c08 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff943400be0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff943db01b0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanEvaluation
00007ff943db0160 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanner
00007ff943400bb8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff943401018 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943dafd50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943dafd58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943dafd60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff943db0140 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943db0138 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff943db0148 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943dafdc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff943dafdd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff943dafdd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff943dafdf0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943dafdc0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff943dafde0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff943dafde8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943db0118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943db0120 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943dafd88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff943dafd80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff943dafd70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff943dafd78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff943dafd90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff943dafd98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff943db00b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._backingStore
00007ff943db0060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._backingStoreChecked
00007ff943daff60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff943daffc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff943daffa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
