00007ff80cd67d70 (__TEXT,__const) non-external _A1_Table
00007ff80c51b010 (__TEXT,__text) non-external _Do_vConvert_XRGBFFFFToPlanarF_CV
00007ff80c293b60 (__TEXT,__text) non-external _Do_vImageAlphaBlend_ARGB8888
00007ff80c293e10 (__TEXT,__text) non-external _Do_vImageAlphaBlend_ARGBFFFF
00007ff80c2996c0 (__TEXT,__text) non-external _Do_vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGB8888
00007ff80c299970 (__TEXT,__text) non-external _Do_vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGBFFFF
00007ff80c299160 (__TEXT,__text) non-external _Do_vImageAlphaBlend_NonpremultipliedToPremultiplied_Planar8
00007ff80c299410 (__TEXT,__text) non-external _Do_vImageAlphaBlend_NonpremultipliedToPremultiplied_PlanarF
00007ff80c2934b0 (__TEXT,__text) non-external _Do_vImageAlphaBlend_Planar8
00007ff80c293810 (__TEXT,__text) non-external _Do_vImageAlphaBlend_PlanarF
00007ff80c29a160 (__TEXT,__text) non-external _Do_vImageClipToAlpha_ARGB8888
00007ff80c29a430 (__TEXT,__text) non-external _Do_vImageClipToAlpha_ARGBFFFF
00007ff80c299c20 (__TEXT,__text) non-external _Do_vImageClipToAlpha_Planar8
00007ff80c299ed0 (__TEXT,__text) non-external _Do_vImageClipToAlpha_PlanarF
00007ff80c29a1f0 (__TEXT,__text) non-external _Do_vImageClipToAlpha_RGBA8888
00007ff80c29a670 (__TEXT,__text) non-external _Do_vImageClipToAlpha_RGBAFFFF
00007ff80c54c670 (__TEXT,__text) non-external _Do_vImageConvert_420Yp10_CbCr10ToARGB16F
00007ff80c54a240 (__TEXT,__text) non-external _Do_vImageConvert_420Yp10_CbCr10ToXRGB2101010W
00007ff80c544f40 (__TEXT,__text) non-external _Do_vImageConvert_420Yp8_Cb8_Cr8ToARGB8888
00007ff80c26c2d0 (__TEXT,__text) non-external _Do_vImageConvert_420Yp8_CbCr8ToARGB8888
00007ff80c54d630 (__TEXT,__text) non-external _Do_vImageConvert_422CbYpCrYp10ToARGB16F
00007ff80c54aeb0 (__TEXT,__text) non-external _Do_vImageConvert_422CbYpCrYp10ToXRGB2101010W
00007ff80c5470e0 (__TEXT,__text) non-external _Do_vImageConvert_422CbYpCrYp16ToARGB16U
00007ff80c546990 (__TEXT,__text) non-external _Do_vImageConvert_422CbYpCrYp16ToARGB8888
00007ff80c542b90 (__TEXT,__text) non-external _Do_vImageConvert_422CbYpCrYp8ToARGB8888
00007ff80c5432d0 (__TEXT,__text) non-external _Do_vImageConvert_422CbYpCrYp8_AA8ToARGB8888
00007ff80c548dc0 (__TEXT,__text) non-external _Do_vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00007ff80c548690 (__TEXT,__text) non-external _Do_vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00007ff80c54bdb0 (__TEXT,__text) non-external _Do_vImageConvert_422Yp10_CbCr10ToARGB16F
00007ff80c549b10 (__TEXT,__text) non-external _Do_vImageConvert_422Yp10_CbCr10ToXRGB2101010W
00007ff80c546250 (__TEXT,__text) non-external _Do_vImageConvert_444AYpCbCr16ToARGB16U
00007ff80c545b30 (__TEXT,__text) non-external _Do_vImageConvert_444AYpCbCr16ToARGB8888
00007ff80c5439f0 (__TEXT,__text) non-external _Do_vImageConvert_444AYpCbCr8ToARGB8888
00007ff80c547f50 (__TEXT,__text) non-external _Do_vImageConvert_444CrYpCb10ToARGB16Q12
00007ff80c547820 (__TEXT,__text) non-external _Do_vImageConvert_444CrYpCb10ToARGB8888
00007ff80c544130 (__TEXT,__text) non-external _Do_vImageConvert_444CrYpCb8ToARGB8888
00007ff80c54b5a0 (__TEXT,__text) non-external _Do_vImageConvert_444Yp10_CbCr10ToARGB16F
00007ff80c549480 (__TEXT,__text) non-external _Do_vImageConvert_444Yp10_CbCr10ToXRGB2101010W
00007ff80c54cee0 (__TEXT,__text) non-external _Do_vImageConvert_444YpCbCr10ToARGB16F
00007ff80c54a8c0 (__TEXT,__text) non-external _Do_vImageConvert_444YpCbCr10ToXRGB2101010W
00007ff80c54cb10 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16FTo420Yp10_CbCr10
00007ff80c54d9e0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16FTo422CbYpCrYp10
00007ff80c54c1b0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16FTo422Yp10_CbCr10
00007ff80c54b9a0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16FTo444Yp10_CbCr10
00007ff80c54d270 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16FTo444YpCbCr10
00007ff80c549150 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff80c5482e0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16Q12To444CrYpCb10
00007ff80c547470 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16UTo422CbYpCrYp16
00007ff80c5465e0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB16UTo444AYpCbCr16
00007ff80c545370 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To420Yp8_Cb8_Cr8
00007ff80c545780 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To420Yp8_CbCr8
00007ff80c546d30 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To422CbYpCrYp16
00007ff80c542f20 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To422CbYpCrYp8
00007ff80c543640 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To422CbYpCrYp8_AA8
00007ff80c548a20 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff80c545ec0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To444AYpCbCr16
00007ff80c543d80 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To444AYpCbCr8
00007ff80c544b40 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To444CbYpCrA8
00007ff80c547bb0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To444CrYpCb10
00007ff80c5444c0 (__TEXT,__text) non-external _Do_vImageConvert_ARGB8888To444CrYpCb8
00007ff80c54a5b0 (__TEXT,__text) non-external _Do_vImageConvert_XRGB2101010WTo420Yp10_CbCr10
00007ff80c54b1c0 (__TEXT,__text) non-external _Do_vImageConvert_XRGB2101010WTo422CbYpCrYp10
00007ff80c549e50 (__TEXT,__text) non-external _Do_vImageConvert_XRGB2101010WTo422Yp10_CbCr10
00007ff80c5497c0 (__TEXT,__text) non-external _Do_vImageConvert_XRGB2101010WTo444Yp10_CbCr10
00007ff80c54aba0 (__TEXT,__text) non-external _Do_vImageConvert_XRGB2101010WTo444YpCbCr10
00007ff80c54e500 (__TEXT,__text) non-external _Do_vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff80c54e140 (__TEXT,__text) non-external _Do_vImageExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff80c54dd80 (__TEXT,__text) non-external _Do_vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff80c3f2380 (__TEXT,__text) non-external _Do_vImageLookupTable
00007ff80c3f25e0 (__TEXT,__text) non-external _Do_vImageLookupTableWithClipping
00007ff80c295830 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlendDarken_RGBA8888
00007ff80c2955e0 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlendLighten_RGBA8888
00007ff80c295140 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlendMultiply_RGBA8888
00007ff80c295390 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlendScreen_RGBA8888
00007ff80c294e20 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00007ff80c294ee0 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00007ff80c2945f0 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_ARGB8888
00007ff80c294af0 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_ARGBFFFF
00007ff80c294870 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_BGRA8888
00007ff80c294d70 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_BGRAFFFF
00007ff80c294090 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_Planar8
00007ff80c294340 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_PlanarF
00007ff80c296090 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_ARGB8888
00007ff80c296330 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007ff80c295ad0 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_Planar8
00007ff80c295dc0 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_PlanarF
00007ff80c2977b0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGB16Q12
00007ff80c297570 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGB16U
00007ff80c296950 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGB8888
00007ff80c296bc0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGBFFFF
00007ff80c2965f0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_Planar8
00007ff80c2968a0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_PlanarF
00007ff80c2970f0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA16F
00007ff80c297840 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA16Q12
00007ff80c297330 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA16U
00007ff80c296c50 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA8888
00007ff80c296e90 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBAFFFF
00007ff80c298820 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGB16Q12
00007ff80c2980a0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGB16U
00007ff80c297e30 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGB8888
00007ff80c2982e0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGBFFFF
00007ff80c297ad0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_Planar8
00007ff80c297d80 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_PlanarF
00007ff80c298f00 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA16F
00007ff80c298a60 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA16Q12
00007ff80c2985e0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA16U
00007ff80c298370 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA8888
00007ff80c298ca0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBAFFFF
00007ff80c3f3ee0 (__TEXT,__text) non-external (was a private external) _Do_vInvert16U
00007ff843b79dd0 (__DATA,__bss) non-external _Do_vInvert16U.vInvert_16U
00007ff80c3f3aa0 (__TEXT,__text) non-external (was a private external) _Do_vInvert8
00007ff843b79dc8 (__DATA,__bss) non-external _Do_vInvert8.vInvert_8
00007ff80c3f4330 (__TEXT,__text) non-external (was a private external) _Do_vInvertF
00007ff843b79dd8 (__DATA,__bss) non-external _Do_vInvertF.vInvert_F
00007ff80c3f3600 (__TEXT,__text) non-external (was a private external) _Do_vMultiDimensionalInterpolatedLookupTable16Q12
00007ff843b79dc0 (__DATA,__bss) non-external _Do_vMultiDimensionalInterpolatedLookupTable16Q12.vMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff80c21bc40 (__TEXT,__text) non-external (was a private external) _Do_vMultiDimensionalInterpolatedLookupTableCreate
00007ff80c222f80 (__TEXT,__text) non-external (was a private external) _Do_vMultiDimensionalInterpolatedLookupTableF
00007ff843b79328 (__DATA,__bss) non-external _Do_vMultiDimensionalInterpolatedLookupTableF.vMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff80c35aa50 (__TEXT,__text) non-external (was a private external) _EdgeExtend_ARGB8888
00007ff80c34b430 (__TEXT,__text) non-external (was a private external) _EdgeExtend_ARGBFFFF
00007ff80c34fdf0 (__TEXT,__text) non-external (was a private external) _EdgeExtend_Planar8
00007ff80c347380 (__TEXT,__text) non-external (was a private external) _EdgeExtend_PlanarF
00007ff80c27d330 (__TEXT,__text) non-external _EncodeImage
00007ff80c283530 (__TEXT,__text) non-external (was a private external) _EncodeImageDefault
00007ff80c27de40 (__TEXT,__text) non-external _EncodeImageLossless
00007ff80c27dfe0 (__TEXT,__text) non-external _EncodeImagePalette
00007ff80c290520 (__TEXT,__text) non-external _EncodeImageWithMehtod
00007ff80c25dab0 (__TEXT,__text) non-external (was a private external) _FindDeviationFromCanonicalRGBToYpCbCrMatrix
00007ff80c252bc0 (__TEXT,__text) non-external (was a private external) _FindDeviationFromCanonicalYpCbCrToARGBMatrix
00007ff80c52a110 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB16Q12
00007ff80c52a0b0 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB16U
00007ff80c26da10 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB8888
00007ff80c52a000 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB8888ToRGB888
00007ff80c52a1f0 (__TEXT,__text) non-external (was a private external) _Flatten_ARGBFFFF
00007ff80c52a250 (__TEXT,__text) non-external (was a private external) _Flatten_ARGBFFFFToRGBFFF
00007ff80c529fa0 (__TEXT,__text) non-external (was a private external) _Flatten_BGRA8888ToRGB888
00007ff80c52a170 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16AlphaFirst
00007ff80c52a1b0 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16AlphaLast
00007ff80c52a330 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16Q12AlphaFirst
00007ff80c52a370 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16Q12AlphaLast
00007ff80c52a030 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky8AlphaFirst
00007ff80c52a070 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky8AlphaLast
00007ff80c52a2b0 (__TEXT,__text) non-external (was a private external) _Flatten_ChunkyFAlphaFirst
00007ff80c52a2f0 (__TEXT,__text) non-external (was a private external) _Flatten_ChunkyFAlphaLast
00007ff80c529d50 (__TEXT,__text) non-external (was a private external) _Flatten_Print
00007ff80c52a140 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA16Q12
00007ff80c52a0e0 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA16U
00007ff80c24a840 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA8888
00007ff80c529fd0 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA8888ToRGB888
00007ff80c52a220 (__TEXT,__text) non-external (was a private external) _Flatten_RGBAFFFF
00007ff80c52a280 (__TEXT,__text) non-external (was a private external) _Flatten_RGBAFFFFToRGBFFF
00007ff80c32b6c0 (__TEXT,__text) non-external _FloatConvolve8888_GCDWork
00007ff80c426730 (__TEXT,__text) non-external (was a private external) _GPUGetSession
00007ff80ccdbc80 (__TEXT,__text) non-external _GPUGetSession.cold.1
00007ff843b79de8 (__DATA,__bss) non-external _GPUGetSession.once
00007ff843b79de0 (__DATA,__bss) non-external _GPUGetSession.vImage_GPUSession
00007ff80c53f9a0 (__TEXT,__text) non-external _Gamma8to16Q12Pass_Print
00007ff80c22a970 (__TEXT,__text) non-external _Gamma8to16Q12Pass_dtor
00007ff80c25dbf0 (__TEXT,__text) non-external _GammaPolynomialData_dtor
00007ff80c38b960 (__TEXT,__text) non-external _GaussianBoxDiff8_GCDWork
00007ff80c283330 (__TEXT,__text) non-external _GenBoxConvolve16F
00007ff80c3a7de0 (__TEXT,__text) non-external _GenConvolve16F
00007ff80c32b4a0 (__TEXT,__text) non-external _GenConvolveFloatKernel_ARGB8888
00007ff80c328f40 (__TEXT,__text) non-external (was a private external) _GetEdgeCases
00007ff80c20a330 (__TEXT,__text) non-external (was a private external) _GetLogicalCPUs
00007ff80c52e8e0 (__TEXT,__text) non-external _GetMap8888
00007ff80cd6ad70 (__TEXT,__const) non-external _GetMap8888.kRemapTable
00007ff840d17e30 (__DATA_CONST,__const) non-external (was a private external) _GetMinimumBufferSize
00007ff80c326150 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGB8888
00007ff80c326610 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGB8888_MultiKernel
00007ff80c3263b0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGBFFFF
00007ff80c3266e0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGBFFFF_MultiKernel
00007ff80c326770 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_Integer_Box
00007ff80c326850 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_Integer_Tent
00007ff80c325ca0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_Planar8
00007ff80c325ef0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_PlanarF
00007ff80c326960 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_PlanarF_Box
00007ff80c20c350 (__TEXT,__text) non-external (was a private external) _GetPhysicalCPUs
00007ff80c53be70 (__TEXT,__text) non-external _GetPixelForBackgroundColor
00007ff80c2bae80 (__TEXT,__text) non-external _HLGSceneRefMap_GCDWork
00007ff80c53fb00 (__TEXT,__text) non-external _HLGSceneReferredMappingData_dtor
00007ff80cd6ad20 (__TEXT,__const) non-external _HasAlpha.HasAlphaTable
00007ff80cd6ad68 (__TEXT,__const) non-external _HasAlphaChannel.HasAlphaChannelTable
00007ff80cd7859a (__TEXT,__const) non-external _HasAlphaChannel.HasAlphaChannelTable
00007ff80c52ec30 (__TEXT,__text) non-external _I2DPass_Print
00007ff80c52e9c0 (__TEXT,__text) non-external _I2DPass_dtor
00007ff80c27cf60 (__TEXT,__text) non-external _ImagePaletteCreate
00007ff80c54f450 (__TEXT,__text) non-external (was a private external) _ImageTilingInfo_Print
00007ff80c229b80 (__TEXT,__text) non-external (was a private external) _ImageTilingInfo_Release
00007ff80c426760 (__TEXT,__text) non-external _InitAccGPUSession
00007ff80c203fe0 (__TEXT,__text) non-external (was a private external) _InitCGInterfaces
00007ff80c208cc0 (__TEXT,__text) non-external (was a private external) _InitPass
00007ff80c4095f0 (__TEXT,__text) non-external (was a private external) _InitReverseTableFromGamma
00007ff80c409540 (__TEXT,__text) non-external (was a private external) _InitTableFromGamma
00007ff80c409760 (__TEXT,__text) non-external (was a private external) _InitTableFromPolynomial
                 (undefined) weak external _Init_CGInterfaces (from libCGInterfaces)
00007ff80ccdbe82 (__TEXT,__delay_stubs) non-external (was a private external) _Init_CGInterfaces$delayInitStub
00007ff80c292e00 (__TEXT,__text) external _Init_vImage
00007ff80c409ff0 (__TEXT,__text) non-external (was a private external) _InterpolatedLookup_BuildTable16Q12
00007ff80cce0c90 (__TEXT,__const) non-external (was a private external) _InvAlpha
00007ff80c523dd0 (__TEXT,__text) non-external _Invert_16U
00007ff80c523d00 (__TEXT,__text) non-external _Invert_8
00007ff80c523e40 (__TEXT,__text) non-external _Invert_F
00007ff80c53aa60 (__TEXT,__text) non-external _IsCGBitmapAlphaInfoValidForPackedFormat
00007ff80c53fa10 (__TEXT,__text) non-external _LUT1DTableData_dtor
00007ff80c22ab90 (__TEXT,__text) non-external _LUTNDTableData_dtor
00007ff80c537190 (__TEXT,__text) non-external _LUTPass_LookupTable_8to64U
00007ff80c537110 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar128
00007ff80c536f90 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar16
00007ff80c275310 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar24
00007ff80c537010 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar48
00007ff80c537090 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar96
00007ff80c23d7b0 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanarF
00007ff80c536f10 (__TEXT,__text) non-external _LUTPass_TableLookup_Planar8
00007ff80c23df50 (__TEXT,__text) non-external _LUTPass_dtor
00007ff80c2404d0 (__TEXT,__text) non-external (was a private external) _Lanczos3
00007ff80c253f30 (__TEXT,__text) non-external (was a private external) _Lanczos5
00007ff80c5267c0 (__TEXT,__text) non-external _LinearTransform_16Q12to8
00007ff80c524080 (__TEXT,__text) non-external _LinearTransform_16U
00007ff80c526910 (__TEXT,__text) non-external _LinearTransform_16Uto8
00007ff80c524340 (__TEXT,__text) non-external _LinearTransform_16UtoF
00007ff80c523eb0 (__TEXT,__text) non-external _LinearTransform_8
00007ff80c524260 (__TEXT,__text) non-external _LinearTransform_8to16Q12
00007ff80c526830 (__TEXT,__text) non-external _LinearTransform_8to16U
00007ff80c5242d0 (__TEXT,__text) non-external _LinearTransform_8toF
00007ff80c5241f0 (__TEXT,__text) non-external _LinearTransform_F
00007ff80c526980 (__TEXT,__text) non-external _LinearTransform_Fto16U
00007ff80c5268a0 (__TEXT,__text) non-external _LinearTransform_Fto8
00007ff80c203fa0 (__TEXT,__text) non-external (was a private external) _LoadCGInterfaces
00007ff84370e088 (__DATA_DIRTY,__bss) non-external _LoadCGInterfaces.pred
00007ff80c251a30 (__TEXT,__text) non-external _LoadY00
00007ff80c283f30 (__TEXT,__text) non-external _LoadYCC
00007ff80c219cc0 (__TEXT,__text) non-external _LookupTable_Planar8toPlanar16
00007ff80c53faf0 (__TEXT,__text) non-external _LuminanceScalingData_dtor
00007ff80c2ba6a0 (__TEXT,__text) non-external _LuminanceScaling_GCDWork
00007ff80c456230 (__TEXT,__text) non-external _Mapping_CreateFromImageMap_Image8U
00007ff80c454eb0 (__TEXT,__text) non-external _Mapping_CreateFromMap_Image8U
00007ff80c22a5e0 (__TEXT,__text) non-external _MatrixData_dtor
00007ff80c3ee9f0 (__TEXT,__text) non-external (was a private external) _MatrixMultiply_PlanarF_disp
00007ff80c438880 (__TEXT,__text) non-external (was a private external) _MultithreadFunction
00007ff80c438aa0 (__TEXT,__text) non-external (was a private external) _MultithreadTwoBufferFunction
00007ff80c246de0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ARGB8888
00007ff80c52a7e0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ARGBFFFF
00007ff80c52a760 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Chunky16U
00007ff80c52a640 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Chunky8
00007ff80c52a800 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ChunkyF
00007ff80c52a7a0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Planar16U
00007ff80c52a620 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Planar8
00007ff80c52a7c0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_PlanarF
00007ff80c2bb660 (__TEXT,__text) non-external _PQEETFToneMap_GCDWork
00007ff80c53fb10 (__TEXT,__text) non-external _PQToneMappingData_dtor
00007ff80c22a9a0 (__TEXT,__text) non-external _ParameterTableData_dtor
00007ff80c52aae0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGB16U
00007ff80c52a9e0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGB8888
00007ff80c52ac20 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGBFFFF
00007ff80c52ab70 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_Chunky16U
00007ff80c52aa50 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_Chunky8
00007ff80c52acb0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ChunkyF
00007ff80c540ea0 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB16U
00007ff80c245930 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB8888
00007ff80c540f80 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff80c248b40 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB16U
00007ff80c229a80 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB8888
00007ff80c52ac00 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGBFFFF
00007ff80c52ab50 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky16U
00007ff80c52aa30 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky8
00007ff80c52ac90 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ChunkyF
00007ff80c540ec0 (__TEXT,__text) non-external _PermuteInsertPass_Print16
00007ff80c540de0 (__TEXT,__text) non-external _PermuteInsertPass_Print8
00007ff80c540fa0 (__TEXT,__text) non-external _PermuteInsertPass_PrintF
00007ff80c52ad40 (__TEXT,__text) non-external (was a private external) _PermutePass_Print
00007ff80c39dcf0 (__TEXT,__text) non-external _PerspectiveWarp_ARGB16F_GCDWork
00007ff80c39d1b0 (__TEXT,__text) non-external _PerspectiveWarp_ARGB16U_GCDWork
00007ff80c39c650 (__TEXT,__text) non-external _PerspectiveWarp_ARGB8888_GCDWork
00007ff80c39d770 (__TEXT,__text) non-external _PerspectiveWarp_Planar16F_GCDWork
00007ff80c39cc30 (__TEXT,__text) non-external _PerspectiveWarp_Planar16U_GCDWork
00007ff80c39c0d0 (__TEXT,__text) non-external _PerspectiveWarp_Planar8_GCDWork
00007ff80c4074f0 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8
00007ff80c216db0 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8to16
00007ff80c407890 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8toF
00007ff80c407c60 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeInterpolatedTableF
00007ff80c217650 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeTable16Q12
00007ff80c328fd0 (__TEXT,__text) non-external (was a private external) _PixelCopy
00007ff80cd665e0 (__TEXT,__const) non-external (was a private external) _PixelSize
00007ff80cd63ad0 (__TEXT,__const) non-external (was a private external) _Planar16FtoPlanar8_LUT
00007ff80c22f710 (__TEXT,__text) non-external (was a private external) _Planar16Q12to8
00007ff80c213000 (__TEXT,__text) non-external (was a private external) _Planar16Q12toARGB8888
00007ff80c527a10 (__TEXT,__text) non-external (was a private external) _Planar16Q12toF
00007ff80c2361f0 (__TEXT,__text) non-external (was a private external) _Planar16Q12toRGB888
00007ff80c527b10 (__TEXT,__text) non-external (was a private external) _Planar16ToChunky
00007ff80c527a90 (__TEXT,__text) non-external (was a private external) _Planar16UTo16U
00007ff80c24cd20 (__TEXT,__text) non-external (was a private external) _Planar16UtoARGB16U
00007ff80cd41640 (__TEXT,__const) non-external (was a private external) _Planar16UtoPlanar16F
00007ff80c24e1d0 (__TEXT,__text) non-external (was a private external) _Planar16UtoRGB16U
00007ff80c22fdc0 (__TEXT,__text) non-external (was a private external) _Planar8ToChunky
00007ff80c210900 (__TEXT,__text) non-external _Planar8to16Q12
00007ff80c53f410 (__TEXT,__text) non-external _Planar8toF
00007ff80cd630d0 (__TEXT,__const) non-external (was a private external) _Planar8toPlanar16F_LUT
