0000000284477888 (__TEXT,__text) non-external _Done_iODBC
0000000291d54eb8 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
0000000291d54f68 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
0000000291d55268 (__DATA_CONST,__const) non-external __mask_SQL_UNION
0000000291d55218 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
0000000291d54bd0 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
000000028448f378 (__TEXT,__text) non-external __trace_bufferlen
000000028448ea00 (__TEXT,__text) non-external __trace_c_type
000000028448b680 (__TEXT,__text) non-external __trace_colattr2_type
000000028448ba10 (__TEXT,__text) non-external __trace_colattr3_data
000000028448b6d8 (__TEXT,__text) non-external __trace_colattr3_type
0000000284487714 (__TEXT,__text) non-external __trace_connattr_type
000000028448f6d4 (__TEXT,__text) non-external __trace_connopt_type
0000000284491938 (__TEXT,__text) non-external __trace_connstr
0000000284491c68 (__TEXT,__text) non-external __trace_connstr_hidepwd
0000000284491ba0 (__TEXT,__text) non-external __trace_connstr_w
0000000284490b3c (__TEXT,__text) non-external __trace_data
0000000284487a10 (__TEXT,__text) non-external __trace_desc_null
000000028448af40 (__TEXT,__text) non-external __trace_descfield_type
00000002844907b0 (__TEXT,__text) non-external __trace_diag_type
000000028448d2f4 (__TEXT,__text) non-external __trace_direction
0000000284491a48 (__TEXT,__text) non-external __trace_drvcn_completion
000000028448842c (__TEXT,__text) non-external __trace_envattr_type
0000000284488cb8 (__TEXT,__text) non-external __trace_fetchtype
000000028449222c (__TEXT,__text) non-external __trace_freestmt_option
000000028448c928 (__TEXT,__text) non-external __trace_func_name
000000028448c85c (__TEXT,__text) non-external __trace_func_result
0000000284488f4c (__TEXT,__text) non-external __trace_getinfo
000000028448e318 (__TEXT,__text) non-external __trace_handle
000000028448e2a4 (__TEXT,__text) non-external __trace_handle_p
000000028448e240 (__TEXT,__text) non-external __trace_handletype
000000028448ed7c (__TEXT,__text) non-external __trace_inouttype
000000028448e3dc (__TEXT,__text) non-external __trace_integer
000000028448e57c (__TEXT,__text) non-external __trace_integer_p
000000028448e6b0 (__TEXT,__text) non-external __trace_len
000000028448e718 (__TEXT,__text) non-external __trace_len_p
000000028448e44c (__TEXT,__text) non-external __trace_pointer
000000028448e060 (__TEXT,__text) non-external __trace_print_function
0000000284488dc4 (__TEXT,__text) non-external __trace_scrollopt_type
0000000284488ae8 (__TEXT,__text) non-external __trace_setpos_irow
0000000284488b78 (__TEXT,__text) non-external __trace_setpos_lock
0000000284488b20 (__TEXT,__text) non-external __trace_setpos_oper
000000028448e36c (__TEXT,__text) non-external __trace_smallint
000000028448e494 (__TEXT,__text) non-external __trace_smallint_p
0000000284488720 (__TEXT,__text) non-external __trace_spcols_null
00000002844886c8 (__TEXT,__text) non-external __trace_spcols_scope
0000000284488668 (__TEXT,__text) non-external __trace_spcols_type
000000028448f29c (__TEXT,__text) non-external __trace_sql_subtype
000000028448ede4 (__TEXT,__text) non-external __trace_sql_type
000000028448f00c (__TEXT,__text) non-external __trace_sql_type_p
0000000284491eec (__TEXT,__text) non-external __trace_stats_accuracy
0000000284491e8c (__TEXT,__text) non-external __trace_stats_unique
000000028448fa9c (__TEXT,__text) non-external __trace_stmtattr_type
00000002844903f8 (__TEXT,__text) non-external __trace_stmtopt_type
000000028448e800 (__TEXT,__text) non-external __trace_string
000000028448e8e4 (__TEXT,__text) non-external __trace_string_w
000000028448e664 (__TEXT,__text) non-external __trace_stringlen
0000000291d55db0 (__DATA_CONST,__const) non-external __trace_sym_handletype
0000000284491224 (__TEXT,__text) non-external __trace_tran_completion
0000000284491568 (__TEXT,__text) non-external __trace_typeinfo
000000028448e414 (__TEXT,__text) non-external __trace_uinteger
000000028448e5f0 (__TEXT,__text) non-external __trace_uinteger_p
000000028448e6e4 (__TEXT,__text) non-external __trace_ulen
000000028448e78c (__TEXT,__text) non-external __trace_ulen_p
000000028448e3a4 (__TEXT,__text) non-external __trace_usmallint
000000028448e508 (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
000000029807d4f2 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000028449321c (__TEXT,__text) non-external _dm_SQL_A2W
0000000284493788 (__TEXT,__text) non-external _dm_SQL_U8toW
0000000284493190 (__TEXT,__text) non-external _dm_SQL_W2A
00000002844934d0 (__TEXT,__text) non-external _dm_SQL_WtoU8
00000002844932a8 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
00000002844939ac (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
0000000284493360 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
0000000284493418 (__TEXT,__text) non-external _dm_strcpy_A2W
0000000284493474 (__TEXT,__text) non-external _dm_strcpy_W2A
0000000284494e50 (__TEXT,__text) non-external _do_create_dsns
000000029807d4b0 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000029807d490 (__DATA,__common) non-external _ierror
0000000284494fa4 (__TEXT,__text) non-external _install_from_ini
0000000284495430 (__TEXT,__text) non-external _install_from_string
000000029807cef8 (__DATA,__data) external _iodbc_version
000000029807d3d0 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000029807d418 (__DATA,__data) non-external _numerrors
000000029807cf00 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
000000029807d420 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
0000000284495634 (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
0000000291d54040 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
000000029807d470 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
000000028448a7f0 (__TEXT,__text) non-external _trace_SQLAllocConnect
000000028448f608 (__TEXT,__text) non-external _trace_SQLAllocEnv
000000028448b4b0 (__TEXT,__text) non-external _trace_SQLAllocHandle
000000028448d1f0 (__TEXT,__text) non-external _trace_SQLAllocStmt
000000028448b400 (__TEXT,__text) non-external _trace_SQLBindCol
000000028448c0b4 (__TEXT,__text) non-external _trace_SQLBindParameter
000000028448f458 (__TEXT,__text) non-external _trace_SQLBrowseConnect
000000028448f530 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
00000002844885cc (__TEXT,__text) non-external _trace_SQLBulkOperations
0000000284490a8c (__TEXT,__text) non-external _trace_SQLCancel
000000028448d2ac (__TEXT,__text) non-external _trace_SQLCloseCursor
000000028448b950 (__TEXT,__text) non-external _trace_SQLColAttribute
000000028448be08 (__TEXT,__text) non-external _trace_SQLColAttributeW
000000028448bec8 (__TEXT,__text) non-external _trace_SQLColAttributes
000000028448bf94 (__TEXT,__text) non-external _trace_SQLColAttributesW
0000000284490578 (__TEXT,__text) non-external _trace_SQLColumnPrivileges
0000000284490694 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
000000028448a8e8 (__TEXT,__text) non-external _trace_SQLColumns
000000028448aa04 (__TEXT,__text) non-external _trace_SQLColumnsW
000000028448fe68 (__TEXT,__text) non-external _trace_SQLConnect
000000028448ff54 (__TEXT,__text) non-external _trace_SQLConnectW
0000000284488c60 (__TEXT,__text) non-external _trace_SQLCopyDesc
000000028448d37c (__TEXT,__text) non-external _trace_SQLDataSources
000000028448d47c (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000284487aa4 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000284487bb0 (__TEXT,__text) non-external _trace_SQLDescribeColW
00000002844904b8 (__TEXT,__text) non-external _trace_SQLDescribeParam
000000028448d264 (__TEXT,__text) non-external _trace_SQLDisconnect
0000000284491838 (__TEXT,__text) non-external _trace_SQLDriverConnect
0000000284491aa0 (__TEXT,__text) non-external _trace_SQLDriverConnectW
000000028448c384 (__TEXT,__text) non-external _trace_SQLDrivers
000000028448c484 (__TEXT,__text) non-external _trace_SQLDriversW
000000028448a788 (__TEXT,__text) non-external _trace_SQLEndTran
0000000284487f2c (__TEXT,__text) non-external _trace_SQLError
000000028448802c (__TEXT,__text) non-external _trace_SQLErrorW
000000028448cf8c (__TEXT,__text) non-external _trace_SQLExecDirect
000000028448d010 (__TEXT,__text) non-external _trace_SQLExecDirectW
0000000284488620 (__TEXT,__text) non-external _trace_SQLExecute
0000000284488d1c (__TEXT,__text) non-external _trace_SQLExtendedFetch
000000028448d684 (__TEXT,__text) non-external _trace_SQLFetch
000000028448f66c (__TEXT,__text) non-external _trace_SQLFetchScroll
0000000284490040 (__TEXT,__text) non-external _trace_SQLForeignKeys
00000002844901c0 (__TEXT,__text) non-external _trace_SQLForeignKeysW
00000002844903b0 (__TEXT,__text) non-external _trace_SQLFreeConnect
0000000284488aa0 (__TEXT,__text) non-external _trace_SQLFreeEnv
000000028448a734 (__TEXT,__text) non-external _trace_SQLFreeHandle
0000000284492284 (__TEXT,__text) non-external _trace_SQLFreeStmt
00000002844878c8 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
000000028448796c (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
000000028448f8fc (__TEXT,__text) non-external _trace_SQLGetConnectOption
000000028448f964 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
000000028448b538 (__TEXT,__text) non-external _trace_SQLGetCursorName
000000028448b5dc (__TEXT,__text) non-external _trace_SQLGetCursorNameW
0000000284491118 (__TEXT,__text) non-external _trace_SQLGetData
000000028448b2a0 (__TEXT,__text) non-external _trace_SQLGetDescField
000000028448b350 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000284487cbc (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000284487df4 (__TEXT,__text) non-external _trace_SQLGetDescRecW
0000000284490918 (__TEXT,__text) non-external _trace_SQLGetDiagField
00000002844909dc (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
000000028448823c (__TEXT,__text) non-external _trace_SQLGetDiagRec
0000000284488334 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
00000002844884b8 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
000000028448cf14 (__TEXT,__text) non-external _trace_SQLGetFunctions
0000000284488e9c (__TEXT,__text) non-external _trace_SQLGetInfo
000000028448a3e4 (__TEXT,__text) non-external _trace_SQLGetInfoW
000000028448fd34 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
000000028448fdd8 (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
0000000284490450 (__TEXT,__text) non-external _trace_SQLGetStmtOption
0000000284491790 (__TEXT,__text) non-external _trace_SQLGetTypeInfo
00000002844917e4 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
00000002844911dc (__TEXT,__text) non-external _trace_SQLMoreResults
000000028448ad68 (__TEXT,__text) non-external _trace_SQLNativeSql
000000028448ae54 (__TEXT,__text) non-external _trace_SQLNativeSqlW
000000028448ab20 (__TEXT,__text) non-external _trace_SQLNumParams
0000000284490340 (__TEXT,__text) non-external _trace_SQLNumResultCols
000000028448c060 (__TEXT,__text) non-external _trace_SQLParamData
000000028448a864 (__TEXT,__text) non-external _trace_SQLParamOptions
00000002844922d8 (__TEXT,__text) non-external _trace_SQLPrepare
000000028449235c (__TEXT,__text) non-external _trace_SQLPrepareW
000000028448c584 (__TEXT,__text) non-external _trace_SQLPrimaryKeys
000000028448c670 (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
000000028448a494 (__TEXT,__text) non-external _trace_SQLProcedureColumns
000000028448a5b0 (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
000000028448c1ac (__TEXT,__text) non-external _trace_SQLProcedures
000000028448c298 (__TEXT,__text) non-external _trace_SQLProceduresW
0000000284490ad4 (__TEXT,__text) non-external _trace_SQLPutData
000000028448855c (__TEXT,__text) non-external _trace_SQLRowCount
0000000284491da4 (__TEXT,__text) non-external _trace_SQLSetConnectAttr
0000000284491e18 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
000000028448f9cc (__TEXT,__text) non-external _trace_SQLSetConnectOption
000000028448fa34 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
000000028448d57c (__TEXT,__text) non-external _trace_SQLSetCursorName
000000028448d600 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
000000028448812c (__TEXT,__text) non-external _trace_SQLSetDescField
00000002844881b4 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
000000028448c75c (__TEXT,__text) non-external _trace_SQLSetDescRec
000000028448d094 (__TEXT,__text) non-external _trace_SQLSetEnvAttr
0000000284488bd0 (__TEXT,__text) non-external _trace_SQLSetPos
0000000284488e28 (__TEXT,__text) non-external _trace_SQLSetScrollOptions
000000028448d108 (__TEXT,__text) non-external _trace_SQLSetStmtAttr
000000028448d17c (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
000000028448a6cc (__TEXT,__text) non-external _trace_SQLSetStmtOption
0000000284488780 (__TEXT,__text) non-external _trace_SQLSpecialColumns
0000000284488910 (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
0000000284491f4c (__TEXT,__text) non-external _trace_SQLStatistics
00000002844920bc (__TEXT,__text) non-external _trace_SQLStatisticsW
000000028448ab90 (__TEXT,__text) non-external _trace_SQLTablePrivileges
000000028448ac7c (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
0000000284491330 (__TEXT,__text) non-external _trace_SQLTables
000000028449144c (__TEXT,__text) non-external _trace_SQLTablesW
0000000284491288 (__TEXT,__text) non-external _trace_SQLTransact
000000029807d450 (__DATA,__bss) non-external _trace_appname
000000028448dc40 (__TEXT,__text) non-external _trace_emit
000000028448deb8 (__TEXT,__text) non-external _trace_emit_binary
000000028448dca8 (__TEXT,__text) non-external _trace_emit_string
000000028448dc8c (__TEXT,__text) non-external _trace_emitc
000000029807d458 (__DATA,__bss) non-external _trace_fname
000000029807d460 (__DATA,__bss) non-external _trace_fp
000000029807d468 (__DATA,__bss) non-external _trace_fp_close
000000028448d708 (__TEXT,__text) non-external _trace_get_filename
000000028448d6cc (__TEXT,__text) non-external _trace_set_appname
000000028448d714 (__TEXT,__text) non-external _trace_set_filename
000000028448d9e8 (__TEXT,__text) non-external _trace_start
000000028448db8c (__TEXT,__text) non-external _trace_stop
000000028448d970 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
0000000284493940 (__TEXT,__text) non-external _utf8_len
0000000284493a4c (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
000000029807d4f0 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
