00007ff84391b6b0 (__DATA,__data) external _NDR_record
00007ff802e03de4 (__TEXT,__text) external _change_fdguard_np
00007ff802e020c0 (__TEXT,__text) external _chdir
00007ff802e0731c (__TEXT,__text) external _chflags
00007ff802e039f4 (__TEXT,__text) external _chmod
00007ff802e06d30 (__TEXT,__text) external _chown
00007ff802e0bc48 (__TEXT,__text) external _chroot
00007ff802e19744 (__TEXT,__text) external _clock_alarm
00007ff802e19558 (__TEXT,__text) external _clock_alarm_reply
00007ff802e195be (__TEXT,__text) external _clock_get_attributes
00007ff802e05023 (__TEXT,__text) external _clock_get_time
00007ff802e19432 (__TEXT,__text) external _clock_set_attributes
00007ff802e1934f (__TEXT,__text) external _clock_set_time
00007ff802e0a7ea (__TEXT,__text) external _clock_sleep
00007ff802e00bbc (__TEXT,__text) external _clock_sleep_trap
00007ff802e08bee (__TEXT,__text) external _clonefile
00007ff802e04a10 (__TEXT,__text) external _clonefileat
00007ff802e015b0 (__TEXT,__text) external _close
00007ff802e01fb0 (__TEXT,__text) external _close$NOCANCEL
00007ff802e15f46 (__TEXT,__text) external _coalition_create
00007ff802e15fc3 (__TEXT,__text) external _coalition_info_debug_info
00007ff802e1604f (__TEXT,__text) external _coalition_info_pid_list
00007ff802e15f97 (__TEXT,__text) external _coalition_info_resource_usage
00007ff802e1601b (__TEXT,__text) external _coalition_info_set_efficiency
00007ff802e15fef (__TEXT,__text) external _coalition_info_set_name
00007ff802e16074 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff802e0bc60 (__TEXT,__text) external _coalition_policy_get
00007ff802e0bc78 (__TEXT,__text) external _coalition_policy_set
00007ff802e15f76 (__TEXT,__text) external _coalition_reap
00007ff802e15f55 (__TEXT,__text) external _coalition_terminate
00007ff802e04234 (__TEXT,__text) external _connect
00007ff802e040c0 (__TEXT,__text) external _connect$NOCANCEL
00007ff802e0427c (__TEXT,__text) external _connectx
00007ff802e021bc (__TEXT,__text) external _csops
00007ff802e012a0 (__TEXT,__text) external _csops_audittoken
00007ff802e01356 (__TEXT,__text) external _csr_check
00007ff802e07bda (__TEXT,__text) external _csr_get_active_config
00007ff802e00c64 (__TEXT,__text) external _debug_control_port_for_pid
00007ff802e1622d (__TEXT,__text) external _debug_syscall_reject
00007ff802e16134 (__TEXT,__text) external _debug_syscall_reject_config
00007ff84391b6a8 (__DATA,__data) external _denap_boost_assertion_token
00007ff802e0bc90 (__TEXT,__text) external _disconnectx
00007ff802e05db4 (__TEXT,__text) non-external _do_compat
00007ff802e042dc (__TEXT,__text) external _dup
00007ff802e07904 (__TEXT,__text) external _dup2
00007ff840090400 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840090290 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840090600 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400902d0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400903d0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840091400 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff840091030 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff802e2b800 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff8400912c0 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff802e2b840 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff8400911e0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff802e2b810 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff84008fdd0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840090e40 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff840090eb0 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff840090e50 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff8400905d0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840090ce0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840090c50 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840090b90 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff8400905a0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840090ad0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400902f0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840090270 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840090340 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840090a80 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840090a20 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840090510 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840090310 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840090308 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84008ffa0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840090450 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840090640 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840090db0 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff840090730 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840091430 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff802e2b7f0 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff840090b10 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840090fb0 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff840090d30 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400901d0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400907a0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff802e2b7c0 (__TEXT,__const) non-external _err_us_sub
00007ff840090df0 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8436e5120 (__DATA_DIRTY,__common) external _errno
00007ff802e28b1e (__TEXT,__text) external _etap_trace_thread
00007ff802e171be (__TEXT,__text) non-external _eth_rule_iterate
00007ff802e1a122 (__TEXT,__text) external _exc_server
00007ff802e19dfb (__TEXT,__text) external _exc_server_routine
00007ff802e19840 (__TEXT,__text) external _exception_raise
00007ff802e1997b (__TEXT,__text) external _exception_raise_state
00007ff802e19bb0 (__TEXT,__text) external _exception_raise_state_identity
00007ff802e0aa80 (__TEXT,__text) external _exchangedata
00007ff802e0edfe (__TEXT,__text) external _exclaves_aoe_enumerate_and_setup_services
00007ff802e0ee28 (__TEXT,__text) external _exclaves_aoe_get_all_service_infos
00007ff802e0ee7b (__TEXT,__text) external _exclaves_aoe_message_loop
00007ff802e0eecd (__TEXT,__text) external _exclaves_aoe_message_loop_with_service_id
00007ff802e0edd9 (__TEXT,__text) external _exclaves_aoe_setup
00007ff802e0ee52 (__TEXT,__text) external _exclaves_aoe_work_loop
00007ff802e0eea4 (__TEXT,__text) external _exclaves_aoe_work_loop_with_service_id
00007ff802e0e9f8 (__TEXT,__text) external _exclaves_arbitrated_buffer_copyout
00007ff802e0e9d0 (__TEXT,__text) external _exclaves_arbitrated_buffer_create
00007ff802e0e97d (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff802e0e9a6 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff802e0e955 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff802e0e92c (__TEXT,__text) external _exclaves_boot
00007ff802e0ecda (__TEXT,__text) external _exclaves_daemon_notification_deregister
00007ff802e0ebdb (__TEXT,__text) external _exclaves_daemon_notification_register
00007ff802e0e754 (__TEXT,__text) external _exclaves_endpoint_call
00007ff802e0e83e (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff802e0e810 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff802e0eace (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff802e0e879 (__TEXT,__text) external _exclaves_launch_conclave
00007ff802e0e8ac (__TEXT,__text) external _exclaves_lookup_service
00007ff802e0e86d (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff802e0e873 (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff802e0e867 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff802e0eb5b (__TEXT,__text) external _exclaves_notification_create
00007ff802e0e7e7 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff802e0e7b9 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff802e0ea22 (__TEXT,__text) external _exclaves_sensor_create
00007ff802e0ea4d (__TEXT,__text) external _exclaves_sensor_start
00007ff802e0eaa3 (__TEXT,__text) external _exclaves_sensor_status
00007ff802e0ea78 (__TEXT,__text) external _exclaves_sensor_stop
00007ff802e078d8 (__TEXT,__text) external _execve
00007ff84391b750 (__DATA,__bss) non-external _execve_with_filter
00007ff802e0bca8 (__TEXT,__text) external _faccessat
00007ff802e0bcc0 (__TEXT,__text) external _fchdir
00007ff802e04fbc (__TEXT,__text) external _fchflags
00007ff802e0434e (__TEXT,__text) external _fchmod
00007ff802e0bcd8 (__TEXT,__text) external _fchmodat
00007ff802e05314 (__TEXT,__text) external _fchown
00007ff802e0bcf0 (__TEXT,__text) external _fchownat
00007ff802e0bd08 (__TEXT,__text) external _fclonefileat
00007ff802e01390 (__TEXT,__text) external _fcntl
00007ff802e03e85 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff802e0bd20 (__TEXT,__text) external _fdatasync
00007ff802e06c38 (__TEXT,__text) external _ffsctl
00007ff802e03870 (__TEXT,__text) external _fgetattrlist
00007ff802e042c4 (__TEXT,__text) external _fgetxattr
00007ff802e0bd38 (__TEXT,__text) external _fhopen
00007ff802e05934 (__TEXT,__text) external _fileport_makefd
00007ff802e05ae8 (__TEXT,__text) external _fileport_makeport
00007ff802e0a9f8 (__TEXT,__text) external _flistxattr
00007ff802e03c80 (__TEXT,__text) external _flock
00007ff802e0bd50 (__TEXT,__text) external _fmount
00007ff802e0bd68 (__TEXT,__text) external _fpathconf
00007ff802e0e47f (__TEXT,__text) non-external _fprintf_stderr
00007ff802e0bd80 (__TEXT,__text) external _freadlink
00007ff802e0bd98 (__TEXT,__text) external _fremovexattr
00007ff802e160a8 (__TEXT,__text) external _fs_snapshot_create
00007ff802e160c2 (__TEXT,__text) external _fs_snapshot_delete
00007ff802e0781b (__TEXT,__text) external _fs_snapshot_list
00007ff802e1611f (__TEXT,__text) external _fs_snapshot_mount
00007ff802e160d9 (__TEXT,__text) external _fs_snapshot_rename
00007ff802e160f1 (__TEXT,__text) external _fs_snapshot_revert
00007ff802e16108 (__TEXT,__text) external _fs_snapshot_root
00007ff802e03858 (__TEXT,__text) external _fsctl
00007ff802e052fc (__TEXT,__text) external _fsetattrlist
00007ff802e04e6c (__TEXT,__text) external _fsetxattr
00007ff802e038e0 (__TEXT,__text) external _fsgetpath
00007ff802e0bdb0 (__TEXT,__text) external _fsgetpath_ext
00007ff802e0bdc8 (__TEXT,__text) external _fstat
00007ff802e01340 (__TEXT,__text) external _fstat$INODE64
00007ff802e01340 (__TEXT,__text) external _fstat64
00007ff802e0bde0 (__TEXT,__text) external _fstatat
00007ff802e03928 (__TEXT,__text) external _fstatat$INODE64
00007ff802e03928 (__TEXT,__text) external _fstatat64
00007ff802e0a300 (__TEXT,__text) external _fstatfs
00007ff802e02268 (__TEXT,__text) external _fstatfs$INODE64
00007ff802e02268 (__TEXT,__text) external _fstatfs64
00007ff802e11e45 (__TEXT,__text) external _fstatfs_ext
00007ff802e03958 (__TEXT,__text) external _fsync
00007ff802e0b2c0 (__TEXT,__text) external _fsync$NOCANCEL
00007ff802e036a4 (__TEXT,__text) external _ftruncate
00007ff802e0bdf8 (__TEXT,__text) external _funmount
00007ff802e1183f (__TEXT,__text) external _futimens
00007ff802e04fd4 (__TEXT,__text) external _futimes
00007ff84391b3a0 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff802e012f8 (__TEXT,__text) external _getattrlist
00007ff802e0be10 (__TEXT,__text) external _getattrlistat
00007ff802e036d4 (__TEXT,__text) external _getattrlistbulk
00007ff802e190d5 (__TEXT,__text) external _getaudit
00007ff802e027b4 (__TEXT,__text) external _getaudit_addr
00007ff802e0be28 (__TEXT,__text) external _getauid
00007ff802e0be40 (__TEXT,__text) external _getdirentries
00007ff802e0be58 (__TEXT,__text) external _getdirentriesattr
00007ff802e07c58 (__TEXT,__text) external _getdtablesize
00007ff802e021a4 (__TEXT,__text) external _getegid
00007ff802e00f10 (__TEXT,__text) external _getentropy
00007ff802e01b94 (__TEXT,__text) external _geteuid
00007ff802e0be70 (__TEXT,__text) external _getfh
00007ff802e0be88 (__TEXT,__text) external _getfsstat
00007ff802e02fd4 (__TEXT,__text) external _getfsstat$INODE64
00007ff802e02fd4 (__TEXT,__text) external _getfsstat64
00007ff802e03e40 (__TEXT,__text) external _getgid
00007ff802e0532c (__TEXT,__text) external _getgroups
00007ff802e05129 (__TEXT,__text) external _gethostuuid
00007ff802e04452 (__TEXT,__text) external _getiopolicy_np
00007ff802e0bea0 (__TEXT,__text) external _getitimer
00007ff802e04338 (__TEXT,__text) external _getpeername
00007ff802e08f90 (__TEXT,__text) external _getpgid
00007ff802e078c0 (__TEXT,__text) external _getpgrp
00007ff802e00f34 (__TEXT,__text) external _getpid
00007ff802e05b30 (__TEXT,__text) external _getppid
00007ff802e077a4 (__TEXT,__text) external _getpriority
00007ff802e02790 (__TEXT,__text) external _getrlimit
00007ff802e06afc (__TEXT,__text) external _getrusage
00007ff802e0b2d8 (__TEXT,__text) external _getsgroups_np
00007ff802e0beb8 (__TEXT,__text) external _getsid
00007ff802e06c50 (__TEXT,__text) external _getsockname
00007ff802e04294 (__TEXT,__text) external _getsockopt
00007ff802e02174 (__TEXT,__text) external _getuid
00007ff802e0b2f0 (__TEXT,__text) external _getwgroups_np
00007ff802e03264 (__TEXT,__text) external _getxattr
00007ff802e0bed0 (__TEXT,__text) external _grab_pgo_data
00007ff802e0bee8 (__TEXT,__text) external _graftdmg
00007ff802e03940 (__TEXT,__text) external _guarded_close_np
00007ff802e0957c (__TEXT,__text) external _guarded_kqueue_np
00007ff802e0e538 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff802e03732 (__TEXT,__text) external _guarded_open_np
00007ff802e037f4 (__TEXT,__text) external _guarded_pwrite_np
00007ff802e06eb8 (__TEXT,__text) external _guarded_write_np
00007ff802e0bf00 (__TEXT,__text) external _guarded_writev_np
00007ff802e320a0 (__TEXT,__cstring) non-external _hex
00007ff802e0e5eb (__TEXT,__text) external _host_check_multiuser_mode
00007ff802e019f1 (__TEXT,__text) external _host_create_mach_voucher
00007ff802e00bd4 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff802e1a5e2 (__TEXT,__text) external _host_default_memory_manager
00007ff802e1baff (__TEXT,__text) external _host_get_UNDServer
00007ff802e0e5d4 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff802e1a19f (__TEXT,__text) external _host_get_boot_info
00007ff802e1ab69 (__TEXT,__text) external _host_get_clock_control
00007ff802e055e5 (__TEXT,__text) external _host_get_clock_service
00007ff802e1b1d9 (__TEXT,__text) external _host_get_exception_ports
00007ff802e1c51f (__TEXT,__text) external _host_get_io_main
00007ff802e0396d (__TEXT,__text) external _host_get_io_master
00007ff802e0e5e5 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff802e016cb (__TEXT,__text) external _host_get_special_port
00007ff802e04a27 (__TEXT,__text) external _host_info
00007ff802e1c00f (__TEXT,__text) external _host_kernel_version
00007ff802e1cbc9 (__TEXT,__text) external _host_lockgroup_info
00007ff802e0e738 (__TEXT,__text) external _host_page_size
00007ff802e1a40e (__TEXT,__text) external _host_priv_statistics
00007ff802e1c3dc (__TEXT,__text) external _host_processor_info
00007ff802e1b8f2 (__TEXT,__text) external _host_processor_set_priv
00007ff802e1b7d9 (__TEXT,__text) external _host_processor_sets
00007ff802e1aa50 (__TEXT,__text) external _host_processors
00007ff802e1a32b (__TEXT,__text) external _host_reboot
00007ff802e1d0ac (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff802e1d201 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff802e02551 (__TEXT,__text) external _host_request_notification
00007ff802e1bd8f (__TEXT,__text) external _host_security_create_task_token
00007ff802e1bf03 (__TEXT,__text) external _host_security_set_task_token
00007ff802e0f3de (__TEXT,__text) external _host_self
00007ff802e00a78 (__TEXT,__text) external _host_self_trap
00007ff802e1ba16 (__TEXT,__text) external _host_set_UNDServer
00007ff802e1d343 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff802e1b0d9 (__TEXT,__text) external _host_set_exception_ports
00007ff802e1d5d6 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff802e1afe1 (__TEXT,__text) external _host_set_special_port
00007ff802e0904d (__TEXT,__text) external _host_statistics
00007ff802e089ed (__TEXT,__text) external _host_statistics64
00007ff802e1b44a (__TEXT,__text) external _host_swap_exception_ports
00007ff802e1c740 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff802e0c680 (__TEXT,__text) external _i386_get_ldt
00007ff802e0c694 (__TEXT,__text) external _i386_set_ldt
00007ff84391b690 (__DATA,__data) external _important_boost_assertion_token
00007ff802e17128 (__TEXT,__text) non-external _inet_rule_iterate
00007ff840092040 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff802e0e3ea (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff84391b680 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff802e0e355 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff84391b678 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff802e0e2c0 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff84391b670 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff802e0417c (__TEXT,__text) external _ioctl
00007ff802e00894 (__TEXT,__text) external _issetugid
00007ff802e0bf18 (__TEXT,__text) external _kas_info
00007ff802e00783 (__TEXT,__text) external _kdebug_is_enabled
00007ff802e1641e (__TEXT,__text) external _kdebug_signpost
00007ff802e09041 (__TEXT,__text) external _kdebug_signpost_end
00007ff802e08fb2 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff802e08fa5 (__TEXT,__text) external _kdebug_signpost_start
00007ff802e163b4 (__TEXT,__text) external _kdebug_timestamp
00007ff802e163e8 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff802e16402 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff802e00838 (__TEXT,__text) external _kdebug_trace
00007ff802e02d9d (__TEXT,__text) external _kdebug_trace_string
00007ff802e007d0 (__TEXT,__text) external _kdebug_typefilter
00007ff8436e4a78 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff802e163a1 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff802e057c0 (__TEXT,__text) external _kevent
00007ff802e0a4c0 (__TEXT,__text) external _kevent64
00007ff802e022e0 (__TEXT,__text) external _kevent_id
00007ff802e022c8 (__TEXT,__text) external _kevent_qos
00007ff802e1bc05 (__TEXT,__text) external _kext_request
00007ff802e072f7 (__TEXT,__text) external _kill
00007ff802e1ae7c (__TEXT,__text) external _kmod_control
00007ff802e1ac87 (__TEXT,__text) external _kmod_create
00007ff802e1ad99 (__TEXT,__text) external _kmod_destroy
00007ff802e1c627 (__TEXT,__text) external _kmod_get_info
00007ff802e1917d (__TEXT,__text) external _kpersona_alloc
00007ff802e191d9 (__TEXT,__text) external _kpersona_dealloc
00007ff802e1926c (__TEXT,__text) external _kpersona_find
00007ff802e192f0 (__TEXT,__text) external _kpersona_find_by_type
00007ff802e03e11 (__TEXT,__text) external _kpersona_get
00007ff802e1920a (__TEXT,__text) external _kpersona_getpath
00007ff802e03c0a (__TEXT,__text) external _kpersona_info
00007ff802e191ab (__TEXT,__text) external _kpersona_palloc
00007ff802e1923b (__TEXT,__text) external _kpersona_pidinfo
00007ff802e057a8 (__TEXT,__text) external _kqueue
00007ff802e05344 (__TEXT,__text) external _lchown
00007ff802e0bf30 (__TEXT,__text) external _ledger
00007ff802e044c0 (__TEXT,__text) external _link
00007ff802e0bf48 (__TEXT,__text) external _linkat
00007ff802e0bf60 (__TEXT,__text) external _lio_listio
00007ff802e07850 (__TEXT,__text) external _listen
00007ff802e036ec (__TEXT,__text) external _listxattr
00007ff802e24820 (__TEXT,__text) external _lock_set_create
00007ff802e24942 (__TEXT,__text) external _lock_set_destroy
00007ff802e12141 (__TEXT,__text) external _log_data_as_kernel
00007ff802e02010 (__TEXT,__text) external _lseek
00007ff802e0a19c (__TEXT,__text) external _lstat
00007ff802e07dd8 (__TEXT,__text) external _lstat$INODE64
00007ff802e07dd8 (__TEXT,__text) external _lstat64
00007ff802e00ec5 (__TEXT,__text) external _mach_absolute_time
00007ff802e01ef5 (__TEXT,__text) external _mach_approximate_time
00007ff802e11025 (__TEXT,__text) external _mach_boottime_usec
00007ff802e0683d (__TEXT,__text) external _mach_continuous_approximate_time
00007ff802e00ea7 (__TEXT,__text) external _mach_continuous_time
00007ff802e0e6b3 (__TEXT,__text) external _mach_error
00007ff84391b6e8 (__DATA,__common) external _mach_error_full_diag
00007ff802e05c48 (__TEXT,__text) external _mach_error_string
00007ff802e05c5f (__TEXT,__text) non-external _mach_error_string_int
00007ff802e0e5f2 (__TEXT,__text) external _mach_error_type
00007ff802e2ae50 (__TEXT,__text) external _mach_eventlink_associate
00007ff802e2ac41 (__TEXT,__text) external _mach_eventlink_create
00007ff802e2ad85 (__TEXT,__text) external _mach_eventlink_destroy
00007ff802e2af5b (__TEXT,__text) external _mach_eventlink_disassociate
00007ff802e117c8 (__TEXT,__text) external _mach_eventlink_signal
00007ff802e1180b (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff802e117d7 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff802e00b14 (__TEXT,__text) external _mach_generate_activity_id
00007ff802e0247c (__TEXT,__text) external _mach_get_times
00007ff802e016c4 (__TEXT,__text) external _mach_host_self
00007ff802e0d6fc (__TEXT,__text) external _mach_host_special_port_description
00007ff84008fc30 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff802e0d73e (__TEXT,__text) external _mach_host_special_port_for_id
00007ff84391b4f0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff802e054b5 (__TEXT,__text) external _mach_init
00007ff8436e4a58 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff802e054d2 (__TEXT,__text) non-external _mach_init_doit
00007ff802e210dc (__TEXT,__text) external _mach_make_memory_entry
00007ff802e01d7b (__TEXT,__text) external _mach_make_memory_entry_64
00007ff802e2a8e1 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff802e2ab1a (__TEXT,__text) external _mach_memory_entry_get_page_counts
00007ff802e2aa1e (__TEXT,__text) external _mach_memory_entry_ownership
00007ff802e2a7bc (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff802e1d426 (__TEXT,__text) external _mach_memory_info
00007ff802e1dc60 (__TEXT,__text) external _mach_memory_info_redacted
00007ff802e1c296 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff802e1ca83 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff802e00e41 (__TEXT,__text) external _mach_msg
00007ff802e0eef6 (__TEXT,__text) external _mach_msg2_internal
00007ff84391b73c (__DATA,__bss) non-external _mach_msg2_supported
00007ff802e00b44 (__TEXT,__text) external _mach_msg2_trap
00007ff802e017f0 (__TEXT,__text) external _mach_msg_destroy
00007ff802e0192c (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff802e0791a (__TEXT,__text) external _mach_msg_overwrite
00007ff802e0f0eb (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff802e00a90 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff802e0f258 (__TEXT,__text) external _mach_msg_priority_encode
00007ff802e0f24e (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff802e0f292 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff802e0f2a1 (__TEXT,__text) external _mach_msg_priority_qos
00007ff802e0f2b0 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff802e0aa10 (__TEXT,__text) external _mach_msg_receive
00007ff802e04499 (__TEXT,__text) external _mach_msg_send
00007ff802e06fbd (__TEXT,__text) external _mach_msg_server
00007ff802e07c11 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff802e0f248 (__TEXT,__text) external _mach_msg_server_importance
00007ff802e09ab8 (__TEXT,__text) external _mach_msg_server_once
00007ff802e00a84 (__TEXT,__text) external _mach_msg_trap
00007ff802e222cd (__TEXT,__text) external _mach_notify_dead_name
00007ff802e22222 (__TEXT,__text) external _mach_notify_no_senders
00007ff802e22170 (__TEXT,__text) external _mach_notify_port_deleted
00007ff802e221d0 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff802e22282 (__TEXT,__text) external _mach_notify_send_once
00007ff802e0264b (__TEXT,__text) external _mach_port_allocate
00007ff802e18bdf (__TEXT,__text) external _mach_port_allocate_full
00007ff802e18bc2 (__TEXT,__text) external _mach_port_allocate_name
00007ff802e18bda (__TEXT,__text) external _mach_port_allocate_qos
00007ff802e18dc9 (__TEXT,__text) external _mach_port_assert_attributes
00007ff802e01a52 (__TEXT,__text) external _mach_port_construct
00007ff802e01baa (__TEXT,__text) external _mach_port_deallocate
00007ff802e05121 (__TEXT,__text) external _mach_port_destroy
00007ff802e02062 (__TEXT,__text) external _mach_port_destruct
00007ff802e18d35 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff802e0361b (__TEXT,__text) external _mach_port_extract_member
00007ff802e08d46 (__TEXT,__text) external _mach_port_extract_right
00007ff802e02c04 (__TEXT,__text) external _mach_port_get_attributes
00007ff802e04e83 (__TEXT,__text) external _mach_port_get_context
00007ff802e034a9 (__TEXT,__text) external _mach_port_get_refs
00007ff802e18dc4 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff802e0a693 (__TEXT,__text) external _mach_port_get_set_status
00007ff802e18be9 (__TEXT,__text) external _mach_port_get_srights
00007ff802e03003 (__TEXT,__text) external _mach_port_guard
00007ff802e18db5 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff802e0268f (__TEXT,__text) external _mach_port_insert_member
00007ff802e027fb (__TEXT,__text) external _mach_port_insert_right
00007ff802e18dbf (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff802e18d3a (__TEXT,__text) external _mach_port_kernel_object
00007ff802e18d68 (__TEXT,__text) external _mach_port_kobject
00007ff802e18d6d (__TEXT,__text) external _mach_port_kobject_description
00007ff802e01086 (__TEXT,__text) external _mach_port_mod_refs
00007ff802e04bfc (__TEXT,__text) external _mach_port_move_member
00007ff802e18bb6 (__TEXT,__text) external _mach_port_names
00007ff802e18bc9 (__TEXT,__text) external _mach_port_peek
00007ff802e18bbd (__TEXT,__text) external _mach_port_rename
00007ff802e02340 (__TEXT,__text) external _mach_port_request_notification
00007ff802e02c65 (__TEXT,__text) external _mach_port_set_attributes
00007ff802e0a5a7 (__TEXT,__text) external _mach_port_set_context
00007ff802e18bce (__TEXT,__text) external _mach_port_set_mscount
00007ff802e18bd3 (__TEXT,__text) external _mach_port_set_seqno
00007ff802e18bf3 (__TEXT,__text) external _mach_port_space_basic_info
00007ff802e18bee (__TEXT,__text) external _mach_port_space_info
00007ff802e18dba (__TEXT,__text) external _mach_port_swap_guard
00007ff802e02e2b (__TEXT,__text) external _mach_port_type
00007ff802e18d72 (__TEXT,__text) external _mach_port_unguard
00007ff802e0a316 (__TEXT,__text) external _mach_ports_lookup
00007ff802e11127 (__TEXT,__text) non-external _mach_ports_lookup_legacy
