0000000278182888 (__TEXT,__text) non-external _Done_iODBC
000000028e2b7a50 (__DATA_CONST,__const) non-external __mask_SQL_SUBQUERIES
000000028e2b7700 (__DATA_CONST,__const) non-external __mask_SQL_SYSTEM_FUNCTIONS
000000028e2b7720 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
000000028e2b77d0 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
000000028e2b7ad0 (__DATA_CONST,__const) non-external __mask_SQL_UNION
000000028e2b7a80 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
000000028e2b7438 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
000000027819a390 (__TEXT,__text) non-external __trace_bufferlen
00000002781999e4 (__TEXT,__text) non-external __trace_c_type
0000000278196690 (__TEXT,__text) non-external __trace_colattr2_type
0000000278196a20 (__TEXT,__text) non-external __trace_colattr3_data
00000002781966e8 (__TEXT,__text) non-external __trace_colattr3_type
0000000278192720 (__TEXT,__text) non-external __trace_connattr_type
000000027819a6ec (__TEXT,__text) non-external __trace_connopt_type
000000027819c938 (__TEXT,__text) non-external __trace_connstr
000000027819cc68 (__TEXT,__text) non-external __trace_connstr_hidepwd
000000027819cba0 (__TEXT,__text) non-external __trace_connstr_w
000000027819bb3c (__TEXT,__text) non-external __trace_data
0000000278192a1c (__TEXT,__text) non-external __trace_desc_null
0000000278195f50 (__TEXT,__text) non-external __trace_descfield_type
000000027819b7bc (__TEXT,__text) non-external __trace_diag_type
00000002781982cc (__TEXT,__text) non-external __trace_direction
000000027819ca48 (__TEXT,__text) non-external __trace_drvcn_completion
0000000278193438 (__TEXT,__text) non-external __trace_envattr_type
0000000278193cc4 (__TEXT,__text) non-external __trace_fetchtype
000000027819d224 (__TEXT,__text) non-external __trace_freestmt_option
0000000278197900 (__TEXT,__text) non-external __trace_func_name
0000000278197834 (__TEXT,__text) non-external __trace_func_result
0000000278193f58 (__TEXT,__text) non-external __trace_getinfo
00000002781992fc (__TEXT,__text) non-external __trace_handle
0000000278199288 (__TEXT,__text) non-external __trace_handle_p
0000000278199224 (__TEXT,__text) non-external __trace_handletype
0000000278199d60 (__TEXT,__text) non-external __trace_inouttype
00000002781993c0 (__TEXT,__text) non-external __trace_integer
0000000278199560 (__TEXT,__text) non-external __trace_integer_p
0000000278199694 (__TEXT,__text) non-external __trace_len
00000002781996fc (__TEXT,__text) non-external __trace_len_p
0000000278199430 (__TEXT,__text) non-external __trace_pointer
0000000278199044 (__TEXT,__text) non-external __trace_print_function
0000000278193dd0 (__TEXT,__text) non-external __trace_scrollopt_type
0000000278193af4 (__TEXT,__text) non-external __trace_setpos_irow
0000000278193b84 (__TEXT,__text) non-external __trace_setpos_lock
0000000278193b2c (__TEXT,__text) non-external __trace_setpos_oper
0000000278199350 (__TEXT,__text) non-external __trace_smallint
0000000278199478 (__TEXT,__text) non-external __trace_smallint_p
000000027819372c (__TEXT,__text) non-external __trace_spcols_null
00000002781936d4 (__TEXT,__text) non-external __trace_spcols_scope
0000000278193674 (__TEXT,__text) non-external __trace_spcols_type
000000027819a2b4 (__TEXT,__text) non-external __trace_sql_subtype
0000000278199dc8 (__TEXT,__text) non-external __trace_sql_type
0000000278199ff0 (__TEXT,__text) non-external __trace_sql_type_p
000000027819cee4 (__TEXT,__text) non-external __trace_stats_accuracy
000000027819ce84 (__TEXT,__text) non-external __trace_stats_unique
000000027819aaa8 (__TEXT,__text) non-external __trace_stmtattr_type
000000027819b404 (__TEXT,__text) non-external __trace_stmtopt_type
00000002781997e4 (__TEXT,__text) non-external __trace_string
00000002781998c8 (__TEXT,__text) non-external __trace_string_w
0000000278199648 (__TEXT,__text) non-external __trace_stringlen
000000028e2b8618 (__DATA_CONST,__const) non-external __trace_sym_handletype
000000027819c224 (__TEXT,__text) non-external __trace_tran_completion
000000027819c568 (__TEXT,__text) non-external __trace_typeinfo
00000002781993f8 (__TEXT,__text) non-external __trace_uinteger
00000002781995d4 (__TEXT,__text) non-external __trace_uinteger_p
00000002781996c8 (__TEXT,__text) non-external __trace_ulen
0000000278199770 (__TEXT,__text) non-external __trace_ulen_p
0000000278199388 (__TEXT,__text) non-external __trace_usmallint
00000002781994ec (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
00000002941649e2 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000027819e268 (__TEXT,__text) non-external _dm_SQL_A2W
000000027819e7f0 (__TEXT,__text) non-external _dm_SQL_U8toW
000000027819e1dc (__TEXT,__text) non-external _dm_SQL_W2A
000000027819e534 (__TEXT,__text) non-external _dm_SQL_WtoU8
000000027819e2f4 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
000000027819ea28 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
000000027819e3b8 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
000000027819e47c (__TEXT,__text) non-external _dm_strcpy_A2W
000000027819e4d8 (__TEXT,__text) non-external _dm_strcpy_W2A
000000027819fef0 (__TEXT,__text) non-external _do_create_dsns
00000002941649a0 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
0000000294164980 (__DATA,__common) non-external _ierror
00000002781a0044 (__TEXT,__text) non-external _install_from_ini
00000002781a051c (__TEXT,__text) non-external _install_from_string
00000002941643e8 (__DATA,__data) external _iodbc_version
00000002941648c0 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000294164908 (__DATA,__data) non-external _numerrors
00000002941643f0 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
0000000294164910 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
00000002781a0718 (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000028e2b68a8 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
0000000294164950 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
0000000278195800 (__TEXT,__text) non-external _trace_SQLAllocConnect
000000027819a620 (__TEXT,__text) non-external _trace_SQLAllocEnv
00000002781964c0 (__TEXT,__text) non-external _trace_SQLAllocHandle
00000002781981c8 (__TEXT,__text) non-external _trace_SQLAllocStmt
0000000278196410 (__TEXT,__text) non-external _trace_SQLBindCol
000000027819708c (__TEXT,__text) non-external _trace_SQLBindParameter
000000027819a470 (__TEXT,__text) non-external _trace_SQLBrowseConnect
000000027819a548 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
00000002781935d8 (__TEXT,__text) non-external _trace_SQLBulkOperations
000000027819ba8c (__TEXT,__text) non-external _trace_SQLCancel
0000000278198284 (__TEXT,__text) non-external _trace_SQLCloseCursor
0000000278196960 (__TEXT,__text) non-external _trace_SQLColAttribute
0000000278196de0 (__TEXT,__text) non-external _trace_SQLColAttributeW
0000000278196ea0 (__TEXT,__text) non-external _trace_SQLColAttributes
0000000278196f6c (__TEXT,__text) non-external _trace_SQLColAttributesW
000000027819b584 (__TEXT,__text) non-external _trace_SQLColumnPrivileges
000000027819b6a0 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
00000002781958f8 (__TEXT,__text) non-external _trace_SQLColumns
0000000278195a14 (__TEXT,__text) non-external _trace_SQLColumnsW
000000027819ae74 (__TEXT,__text) non-external _trace_SQLConnect
000000027819af60 (__TEXT,__text) non-external _trace_SQLConnectW
0000000278193c6c (__TEXT,__text) non-external _trace_SQLCopyDesc
0000000278198354 (__TEXT,__text) non-external _trace_SQLDataSources
0000000278198454 (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000278192ab0 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000278192bbc (__TEXT,__text) non-external _trace_SQLDescribeColW
000000027819b4c4 (__TEXT,__text) non-external _trace_SQLDescribeParam
000000027819823c (__TEXT,__text) non-external _trace_SQLDisconnect
000000027819c838 (__TEXT,__text) non-external _trace_SQLDriverConnect
000000027819caa0 (__TEXT,__text) non-external _trace_SQLDriverConnectW
000000027819735c (__TEXT,__text) non-external _trace_SQLDrivers
000000027819745c (__TEXT,__text) non-external _trace_SQLDriversW
0000000278195798 (__TEXT,__text) non-external _trace_SQLEndTran
0000000278192f38 (__TEXT,__text) non-external _trace_SQLError
0000000278193038 (__TEXT,__text) non-external _trace_SQLErrorW
0000000278197f64 (__TEXT,__text) non-external _trace_SQLExecDirect
0000000278197fe8 (__TEXT,__text) non-external _trace_SQLExecDirectW
000000027819362c (__TEXT,__text) non-external _trace_SQLExecute
0000000278193d28 (__TEXT,__text) non-external _trace_SQLExtendedFetch
000000027819865c (__TEXT,__text) non-external _trace_SQLFetch
000000027819a684 (__TEXT,__text) non-external _trace_SQLFetchScroll
000000027819b04c (__TEXT,__text) non-external _trace_SQLForeignKeys
000000027819b1cc (__TEXT,__text) non-external _trace_SQLForeignKeysW
000000027819b3bc (__TEXT,__text) non-external _trace_SQLFreeConnect
0000000278193aac (__TEXT,__text) non-external _trace_SQLFreeEnv
0000000278195744 (__TEXT,__text) non-external _trace_SQLFreeHandle
000000027819d27c (__TEXT,__text) non-external _trace_SQLFreeStmt
00000002781928d4 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
0000000278192978 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
000000027819a908 (__TEXT,__text) non-external _trace_SQLGetConnectOption
000000027819a970 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
0000000278196548 (__TEXT,__text) non-external _trace_SQLGetCursorName
00000002781965ec (__TEXT,__text) non-external _trace_SQLGetCursorNameW
000000027819c118 (__TEXT,__text) non-external _trace_SQLGetData
00000002781962b0 (__TEXT,__text) non-external _trace_SQLGetDescField
0000000278196360 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000278192cc8 (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000278192e00 (__TEXT,__text) non-external _trace_SQLGetDescRecW
000000027819b918 (__TEXT,__text) non-external _trace_SQLGetDiagField
000000027819b9dc (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
0000000278193248 (__TEXT,__text) non-external _trace_SQLGetDiagRec
0000000278193340 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
00000002781934c4 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
0000000278197eec (__TEXT,__text) non-external _trace_SQLGetFunctions
0000000278193ea8 (__TEXT,__text) non-external _trace_SQLGetInfo
00000002781953f4 (__TEXT,__text) non-external _trace_SQLGetInfoW
000000027819ad40 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
000000027819ade4 (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
000000027819b45c (__TEXT,__text) non-external _trace_SQLGetStmtOption
000000027819c790 (__TEXT,__text) non-external _trace_SQLGetTypeInfo
000000027819c7e4 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
000000027819c1dc (__TEXT,__text) non-external _trace_SQLMoreResults
0000000278195d78 (__TEXT,__text) non-external _trace_SQLNativeSql
0000000278195e64 (__TEXT,__text) non-external _trace_SQLNativeSqlW
0000000278195b30 (__TEXT,__text) non-external _trace_SQLNumParams
000000027819b34c (__TEXT,__text) non-external _trace_SQLNumResultCols
0000000278197038 (__TEXT,__text) non-external _trace_SQLParamData
0000000278195874 (__TEXT,__text) non-external _trace_SQLParamOptions
000000027819d2d0 (__TEXT,__text) non-external _trace_SQLPrepare
000000027819d354 (__TEXT,__text) non-external _trace_SQLPrepareW
000000027819755c (__TEXT,__text) non-external _trace_SQLPrimaryKeys
0000000278197648 (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
00000002781954a4 (__TEXT,__text) non-external _trace_SQLProcedureColumns
00000002781955c0 (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
0000000278197184 (__TEXT,__text) non-external _trace_SQLProcedures
0000000278197270 (__TEXT,__text) non-external _trace_SQLProceduresW
000000027819bad4 (__TEXT,__text) non-external _trace_SQLPutData
0000000278193568 (__TEXT,__text) non-external _trace_SQLRowCount
000000027819cd9c (__TEXT,__text) non-external _trace_SQLSetConnectAttr
000000027819ce10 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
000000027819a9d8 (__TEXT,__text) non-external _trace_SQLSetConnectOption
000000027819aa40 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
0000000278198554 (__TEXT,__text) non-external _trace_SQLSetCursorName
00000002781985d8 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
0000000278193138 (__TEXT,__text) non-external _trace_SQLSetDescField
00000002781931c0 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
0000000278197734 (__TEXT,__text) non-external _trace_SQLSetDescRec
000000027819806c (__TEXT,__text) non-external _trace_SQLSetEnvAttr
0000000278193bdc (__TEXT,__text) non-external _trace_SQLSetPos
0000000278193e34 (__TEXT,__text) non-external _trace_SQLSetScrollOptions
00000002781980e0 (__TEXT,__text) non-external _trace_SQLSetStmtAttr
0000000278198154 (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
00000002781956dc (__TEXT,__text) non-external _trace_SQLSetStmtOption
000000027819378c (__TEXT,__text) non-external _trace_SQLSpecialColumns
000000027819391c (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
000000027819cf44 (__TEXT,__text) non-external _trace_SQLStatistics
000000027819d0b4 (__TEXT,__text) non-external _trace_SQLStatisticsW
0000000278195ba0 (__TEXT,__text) non-external _trace_SQLTablePrivileges
0000000278195c8c (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
000000027819c330 (__TEXT,__text) non-external _trace_SQLTables
000000027819c44c (__TEXT,__text) non-external _trace_SQLTablesW
000000027819c288 (__TEXT,__text) non-external _trace_SQLTransact
0000000294164940 (__DATA,__bss) non-external _trace_appname
0000000278198c18 (__TEXT,__text) non-external _trace_emit
0000000278198e94 (__TEXT,__text) non-external _trace_emit_binary
0000000278198c80 (__TEXT,__text) non-external _trace_emit_string
0000000278198c64 (__TEXT,__text) non-external _trace_emitc
0000000294164948 (__DATA,__bss) non-external _trace_fname
0000000294164960 (__DATA,__bss) non-external _trace_fp
0000000294164968 (__DATA,__bss) non-external _trace_fp_close
00000002781986e0 (__TEXT,__text) non-external _trace_get_filename
00000002781986a4 (__TEXT,__text) non-external _trace_set_appname
00000002781986ec (__TEXT,__text) non-external _trace_set_filename
00000002781989c0 (__TEXT,__text) non-external _trace_start
0000000278198b64 (__TEXT,__text) non-external _trace_stop
0000000278198948 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
000000027819e9ac (__TEXT,__text) non-external _utf8_len
000000027819eacc (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
00000002941649e0 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
