00007ff800d5d500 (__TEXT,__text) external _APL_dgemm
00007ff800d44c0f (__TEXT,__text) external _cblas_ztrsm
00007ff800e03995 (__TEXT,__text) external _cblas_ztrsv
00007ff800c866ef (__TEXT,__text) external _ccopy
00007ff800c866ef (__TEXT,__text) external _ccopy_
00007ff800c86703 (__TEXT,__text) external _cdotc
00007ff800c86703 (__TEXT,__text) external _cdotc_
00007ff800c86725 (__TEXT,__text) external _cdotu
00007ff800c86725 (__TEXT,__text) external _cdotu_
00007ff800c84ef3 (__TEXT,__text) external _cgbmv
00007ff800c84ef3 (__TEXT,__text) external _cgbmv_
00007ff800c8245c (__TEXT,__text) external _cgemm
00007ff800c8245c (__TEXT,__text) external _cgemm_
00007ff800c84e2b (__TEXT,__text) external _cgemv
00007ff800c84e2b (__TEXT,__text) external _cgemv_
00007ff800c85802 (__TEXT,__text) external _cgerc
00007ff800c85802 (__TEXT,__text) external _cgerc_
00007ff800c85852 (__TEXT,__text) external _cgeru
00007ff800c85852 (__TEXT,__text) external _cgeru_
00007ff800c8505e (__TEXT,__text) external _chbmv
00007ff800c8505e (__TEXT,__text) external _chbmv_
00007ff800c8257e (__TEXT,__text) external _chemm
00007ff800c8257e (__TEXT,__text) external _chemm_
00007ff800c84fcd (__TEXT,__text) external _chemv
00007ff800c84fcd (__TEXT,__text) external _chemv_
00007ff800c858a2 (__TEXT,__text) external _cher
00007ff800c85913 (__TEXT,__text) external _cher2
00007ff800c85913 (__TEXT,__text) external _cher2_
00007ff800c82bdf (__TEXT,__text) external _cher2k
00007ff800c82bdf (__TEXT,__text) external _cher2k_
00007ff800c858a2 (__TEXT,__text) external _cher_
00007ff800c829ee (__TEXT,__text) external _cherk
00007ff800c829ee (__TEXT,__text) external _cherk_
00007ff800c850fb (__TEXT,__text) external _chpmv
00007ff800c850fb (__TEXT,__text) external _chpmv_
00007ff800c8599d (__TEXT,__text) external _chpr
00007ff800c85a05 (__TEXT,__text) external _chpr2
00007ff800c85a05 (__TEXT,__text) external _chpr2_
00007ff800c8599d (__TEXT,__text) external _chpr_
00007ff800c86747 (__TEXT,__text) external _crotg
00007ff800c86747 (__TEXT,__text) external _crotg_
00007ff800c86754 (__TEXT,__text) external _cscal
00007ff800c86754 (__TEXT,__text) external _cscal_
00007ff800c86765 (__TEXT,__text) external _csrot
00007ff800c86765 (__TEXT,__text) external _csrot_
00007ff800c86786 (__TEXT,__text) external _csscal
00007ff800c86786 (__TEXT,__text) external _csscal_
00007ff800c867a0 (__TEXT,__text) external _cswap
00007ff800c867a0 (__TEXT,__text) external _cswap_
00007ff800c82658 (__TEXT,__text) external _csymm
00007ff800c82658 (__TEXT,__text) external _csymm_
00007ff800c82cea (__TEXT,__text) external _csyr2k
00007ff800c82cea (__TEXT,__text) external _csyr2k_
00007ff800c82af0 (__TEXT,__text) external _csyrk
00007ff800c82af0 (__TEXT,__text) external _csyrk_
00007ff800c85292 (__TEXT,__text) external _ctbmv
00007ff800c85292 (__TEXT,__text) external _ctbmv_
00007ff800c855d7 (__TEXT,__text) external _ctbsv
00007ff800c855d7 (__TEXT,__text) external _ctbsv_
00007ff800c853b4 (__TEXT,__text) external _ctpmv
00007ff800c853b4 (__TEXT,__text) external _ctpmv_
00007ff800c856f9 (__TEXT,__text) external _ctpsv
00007ff800c856f9 (__TEXT,__text) external _ctpsv_
00007ff800c82732 (__TEXT,__text) external _ctrmm
00007ff800c82732 (__TEXT,__text) external _ctrmm_
00007ff800c85178 (__TEXT,__text) external _ctrmv
00007ff800c85178 (__TEXT,__text) external _ctrmv_
00007ff800c82890 (__TEXT,__text) external _ctrsm
00007ff800c82890 (__TEXT,__text) external _ctrsm_
00007ff800c854bd (__TEXT,__text) external _ctrsv
00007ff800c854bd (__TEXT,__text) external _ctrsv_
00007ff800c867f5 (__TEXT,__text) external _dasum
00007ff800c867f5 (__TEXT,__text) external _dasum_
00007ff800c86803 (__TEXT,__text) external _daxpy
00007ff800c86803 (__TEXT,__text) external _daxpy_
00007ff800c816fa (__TEXT,__text) external _dcabs1
00007ff800c816fa (__TEXT,__text) external _dcabs1_
00007ff800c86826 (__TEXT,__text) external _dcopy
00007ff800c86826 (__TEXT,__text) external _dcopy_
00007ff800c8683a (__TEXT,__text) external _ddot
00007ff800c8683a (__TEXT,__text) external _ddot_
00007ff800c84386 (__TEXT,__text) external _dgbmv
00007ff800c84386 (__TEXT,__text) external _dgbmv_
00007ff800cd60af (__TEXT,__text) external _dgeCopy
00007ff800cf30e2 (__TEXT,__text) external _dgePack_A_NoTran
00007ff800cf3010 (__TEXT,__text) external _dgePack_A_Tran
00007ff800cf33bd (__TEXT,__text) external _dgePack_B_NoTran
00007ff800cf323b (__TEXT,__text) external _dgePack_B_Tran
00007ff800cd606f (__TEXT,__text) external _dgeSetZero
00007ff800c81de0 (__TEXT,__text) external _dgemm
00007ff800c81de0 (__TEXT,__text) external _dgemm_
00007ff800c842de (__TEXT,__text) external _dgemv
00007ff800c842de (__TEXT,__text) external _dgemv_
00007ff800c84c0b (__TEXT,__text) external _dger
00007ff800c84c0b (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff800c8684b (__TEXT,__text) external _dnrm2
00007ff800c8684b (__TEXT,__text) external _dnrm2_
00007ff800defb97 (__TEXT,__text) external _double_general_add
00007ff800dfc0fe (__TEXT,__text) external _double_general_add_scalar
00007ff800df2b1b (__TEXT,__text) external _double_general_elementwise_product
00007ff800dfa3bc (__TEXT,__text) external _double_general_permute_cols
00007ff800dfa22a (__TEXT,__text) external _double_general_permute_rows
00007ff800e0297e (__TEXT,__text) external _double_general_product_scalar
00007ff800df2e4a (__TEXT,__text) external _double_general_splat
00007ff800df251b (__TEXT,__text) external _double_general_sub_scalar
00007ff800dfa187 (__TEXT,__text) external _double_general_transpose
00007ff800dfc9f8 (__TEXT,__text) external _double_inner_product_scalar
00007ff800df4ec6 (__TEXT,__text) external _double_outer_product_scalar
00007ff800c86859 (__TEXT,__text) external _drot
00007ff800c86859 (__TEXT,__text) external _drot_
00007ff800c8687a (__TEXT,__text) external _drotg
00007ff800c8687a (__TEXT,__text) external _drotg_
00007ff800c86887 (__TEXT,__text) external _drotm
00007ff800c86887 (__TEXT,__text) external _drotm_
00007ff800c8689b (__TEXT,__text) external _drotmg
00007ff800c8689b (__TEXT,__text) external _drotmg_
00007ff800c844e5 (__TEXT,__text) external _dsbmv
00007ff800c844e5 (__TEXT,__text) external _dsbmv_
00007ff800c868af (__TEXT,__text) external _dscal
00007ff800c868af (__TEXT,__text) external _dscal_
00007ff800c868f8 (__TEXT,__text) external _dsdot
00007ff800c868f8 (__TEXT,__text) external _dsdot_
00007ff800c84585 (__TEXT,__text) external _dspmv
00007ff800c84585 (__TEXT,__text) external _dspmv_
00007ff800c84d4b (__TEXT,__text) external _dspr
00007ff800c84db3 (__TEXT,__text) external _dspr2
00007ff800c84db3 (__TEXT,__text) external _dspr2_
00007ff800c84d4b (__TEXT,__text) external _dspr_
00007ff800c868c9 (__TEXT,__text) external _dswap
00007ff800c868c9 (__TEXT,__text) external _dswap_
00007ff800c81eec (__TEXT,__text) external _dsymm
00007ff800c81eec (__TEXT,__text) external _dsymm_
00007ff800c84453 (__TEXT,__text) external _dsymv
00007ff800c84453 (__TEXT,__text) external _dsymv_
00007ff800c84c50 (__TEXT,__text) external _dsyr
00007ff800c84cc1 (__TEXT,__text) external _dsyr2
00007ff800c84cc1 (__TEXT,__text) external _dsyr2_
00007ff800c82367 (__TEXT,__text) external _dsyr2k
00007ff800c82367 (__TEXT,__text) external _dsyr2k_
00007ff800c84c50 (__TEXT,__text) external _dsyr_
00007ff800c8227f (__TEXT,__text) external _dsyrk
00007ff800c8227f (__TEXT,__text) external _dsyrk_
00007ff800c84709 (__TEXT,__text) external _dtbmv
00007ff800c84709 (__TEXT,__text) external _dtbmv_
00007ff800c84a0c (__TEXT,__text) external _dtbsv
00007ff800c84a0c (__TEXT,__text) external _dtbsv_
00007ff800c84815 (__TEXT,__text) external _dtpmv
00007ff800c84815 (__TEXT,__text) external _dtpmv_
00007ff800c84b18 (__TEXT,__text) external _dtpsv
00007ff800c84b18 (__TEXT,__text) external _dtpsv_
00007ff800cd61a4 (__TEXT,__text) external _dtrCopyLower
00007ff800cd615e (__TEXT,__text) external _dtrSetZeroLower
00007ff800c81fcd (__TEXT,__text) external _dtrmm
00007ff800c81fcd (__TEXT,__text) external _dtrmm_
00007ff800c84605 (__TEXT,__text) external _dtrmv
00007ff800c84605 (__TEXT,__text) external _dtrmv_
00007ff800c82126 (__TEXT,__text) external _dtrsm
00007ff800c82126 (__TEXT,__text) external _dtrsm_
00007ff800c84908 (__TEXT,__text) external _dtrsv
00007ff800c84908 (__TEXT,__text) external _dtrsv_
00007ff800c86a40 (__TEXT,__text) external _dzasum
00007ff800c86a40 (__TEXT,__text) external _dzasum_
00007ff800c86a4e (__TEXT,__text) external _dznrm2
00007ff800c86a4e (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff800df1b57 (__TEXT,__text) external _float_general_add
00007ff800df23bc (__TEXT,__text) external _float_general_add_scalar
00007ff800df27f4 (__TEXT,__text) external _float_general_elementwise_product
00007ff800df1847 (__TEXT,__text) external _float_general_permute_cols
00007ff800df169f (__TEXT,__text) external _float_general_permute_rows
00007ff800df31c3 (__TEXT,__text) external _float_general_product_scalar
00007ff800df3ae9 (__TEXT,__text) external _float_general_splat
00007ff800df2ef5 (__TEXT,__text) external _float_general_sub_scalar
00007ff800df15fc (__TEXT,__text) external _float_general_transpose
00007ff800dfbe83 (__TEXT,__text) external _float_inner_product_scalar
00007ff800df1991 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff800c7e290 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff800c867b4 (__TEXT,__text) external _icamax
00007ff800c867b4 (__TEXT,__text) external _icamax_
00007ff800c868dd (__TEXT,__text) external _idamax
00007ff800c868dd (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff800c86909 (__TEXT,__text) external _isamax
00007ff800c86909 (__TEXT,__text) external _isamax_
00007ff800c86a5c (__TEXT,__text) external _izamax
00007ff800c86a5c (__TEXT,__text) external _izamax_
00007ff800c7e574 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff800c86924 (__TEXT,__text) external _sasum
00007ff800c86924 (__TEXT,__text) external _sasum_
00007ff800c86937 (__TEXT,__text) external _saxpy
00007ff800c86937 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff800c867cf (__TEXT,__text) external _scasum
00007ff800c867cf (__TEXT,__text) external _scasum_
00007ff800c867e2 (__TEXT,__text) external _scnrm2
00007ff800c867e2 (__TEXT,__text) external _scnrm2_
00007ff800c8695a (__TEXT,__text) external _scopy
00007ff800c8695a (__TEXT,__text) external _scopy_
00007ff800c8696e (__TEXT,__text) external _sdot
00007ff800c8696e (__TEXT,__text) external _sdot_
00007ff800c86984 (__TEXT,__text) external _sdsdot
00007ff800c86984 (__TEXT,__text) external _sdsdot_
00007ff800c83839 (__TEXT,__text) external _sgbmv
00007ff800c83839 (__TEXT,__text) external _sgbmv_
00007ff800cd640a (__TEXT,__text) external _sgeCopy
00007ff800d2231f (__TEXT,__text) external _sgePack_A_NoTran
00007ff800d22478 (__TEXT,__text) external _sgePack_A_Tran
00007ff800d2254a (__TEXT,__text) external _sgePack_B_NoTran
00007ff800d226bb (__TEXT,__text) external _sgePack_B_Tran
00007ff800cd63ca (__TEXT,__text) external _sgeSetZero
00007ff800c81764 (__TEXT,__text) external _sgemm
00007ff800c81764 (__TEXT,__text) external _sgemm_
00007ff800c83788 (__TEXT,__text) external _sgemv
00007ff800c83788 (__TEXT,__text) external _sgemv_
00007ff800c840be (__TEXT,__text) external _sger
00007ff800c840be (__TEXT,__text) external _sger_
00007ff800c869a9 (__TEXT,__text) external _snrm2
00007ff800c869a9 (__TEXT,__text) external _snrm2_
00007ff800c869bc (__TEXT,__text) external _srot
00007ff800c869bc (__TEXT,__text) external _srot_
00007ff800c869dd (__TEXT,__text) external _srotg
00007ff800c869dd (__TEXT,__text) external _srotg_
00007ff800c869ea (__TEXT,__text) external _srotm
00007ff800c869ea (__TEXT,__text) external _srotm_
00007ff800c869fe (__TEXT,__text) external _srotmg
00007ff800c869fe (__TEXT,__text) external _srotmg_
00007ff800c83998 (__TEXT,__text) external _ssbmv
00007ff800c83998 (__TEXT,__text) external _ssbmv_
00007ff800c86a12 (__TEXT,__text) external _sscal
00007ff800c86a12 (__TEXT,__text) external _sscal_
00007ff800c83a38 (__TEXT,__text) external _sspmv
00007ff800c83a38 (__TEXT,__text) external _sspmv_
00007ff800c841fe (__TEXT,__text) external _sspr
00007ff800c84266 (__TEXT,__text) external _sspr2
00007ff800c84266 (__TEXT,__text) external _sspr2_
00007ff800c841fe (__TEXT,__text) external _sspr_
00007ff800c86a2c (__TEXT,__text) external _sswap
00007ff800c86a2c (__TEXT,__text) external _sswap_
00007ff800c81870 (__TEXT,__text) external _ssymm
00007ff800c81870 (__TEXT,__text) external _ssymm_
00007ff800c83906 (__TEXT,__text) external _ssymv
00007ff800c83906 (__TEXT,__text) external _ssymv_
00007ff800c84103 (__TEXT,__text) external _ssyr
00007ff800c84174 (__TEXT,__text) external _ssyr2
00007ff800c84174 (__TEXT,__text) external _ssyr2_
00007ff800c81ceb (__TEXT,__text) external _ssyr2k
00007ff800c81ceb (__TEXT,__text) external _ssyr2k_
00007ff800c84103 (__TEXT,__text) external _ssyr_
00007ff800c81c03 (__TEXT,__text) external _ssyrk
00007ff800c81c03 (__TEXT,__text) external _ssyrk_
00007ff800c83bbc (__TEXT,__text) external _stbmv
00007ff800c83bbc (__TEXT,__text) external _stbmv_
00007ff800c83ebf (__TEXT,__text) external _stbsv
00007ff800c83ebf (__TEXT,__text) external _stbsv_
00007ff800c83cc8 (__TEXT,__text) external _stpmv
00007ff800c83cc8 (__TEXT,__text) external _stpmv_
00007ff800c83fcb (__TEXT,__text) external _stpsv
00007ff800c83fcb (__TEXT,__text) external _stpsv_
00007ff800cd64ff (__TEXT,__text) external _strCopyLower
00007ff800cd64b9 (__TEXT,__text) external _strSetZeroLower
00007ff800c81951 (__TEXT,__text) external _strmm
00007ff800c81951 (__TEXT,__text) external _strmm_
00007ff800c83ab8 (__TEXT,__text) external _strmv
00007ff800c83ab8 (__TEXT,__text) external _strmv_
00007ff800c81aaa (__TEXT,__text) external _strsm
00007ff800c81aaa (__TEXT,__text) external _strsm_
00007ff800c83dbb (__TEXT,__text) external _strsv
00007ff800c83dbb (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800dfa506 (__TEXT,__text) external _xerbla
00007ff800dfa506 (__TEXT,__text) external _xerbla_
00007ff800c81664 (__TEXT,__text) external _xerbla_array__
00007ff800c86a77 (__TEXT,__text) external _zaxpy
00007ff800c86a77 (__TEXT,__text) external _zaxpy_
00007ff800c86a8b (__TEXT,__text) external _zcopy
00007ff800c86a8b (__TEXT,__text) external _zcopy_
00007ff800c86a9f (__TEXT,__text) external _zdotc
00007ff800c86a9f (__TEXT,__text) external _zdotc_
00007ff800c86ac1 (__TEXT,__text) external _zdotu
00007ff800c86ac1 (__TEXT,__text) external _zdotu_
00007ff800c86b01 (__TEXT,__text) external _zdrot
00007ff800c86b01 (__TEXT,__text) external _zdrot_
00007ff800c86b22 (__TEXT,__text) external _zdscal
00007ff800c86b22 (__TEXT,__text) external _zdscal_
00007ff800c85b4b (__TEXT,__text) external _zgbmv
00007ff800c85b4b (__TEXT,__text) external _zgbmv_
00007ff800c82df2 (__TEXT,__text) external _zgemm
00007ff800c82df2 (__TEXT,__text) external _zgemm_
00007ff800c85a83 (__TEXT,__text) external _zgemv
00007ff800c85a83 (__TEXT,__text) external _zgemv_
00007ff800c8645a (__TEXT,__text) external _zgerc
00007ff800c8645a (__TEXT,__text) external _zgerc_
00007ff800c864aa (__TEXT,__text) external _zgeru
00007ff800c864aa (__TEXT,__text) external _zgeru_
00007ff800c85cb6 (__TEXT,__text) external _zhbmv
00007ff800c85cb6 (__TEXT,__text) external _zhbmv_
00007ff800c82f14 (__TEXT,__text) external _zhemm
00007ff800c82f14 (__TEXT,__text) external _zhemm_
00007ff800c85c25 (__TEXT,__text) external _zhemv
00007ff800c85c25 (__TEXT,__text) external _zhemv_
00007ff800c864fa (__TEXT,__text) external _zher
00007ff800c8656b (__TEXT,__text) external _zher2
00007ff800c8656b (__TEXT,__text) external _zher2_
00007ff800c83575 (__TEXT,__text) external _zher2k
00007ff800c83575 (__TEXT,__text) external _zher2k_
00007ff800c864fa (__TEXT,__text) external _zher_
00007ff800c83384 (__TEXT,__text) external _zherk
00007ff800c83384 (__TEXT,__text) external _zherk_
00007ff800c85d53 (__TEXT,__text) external _zhpmv
00007ff800c85d53 (__TEXT,__text) external _zhpmv_
00007ff800c865f5 (__TEXT,__text) external _zhpr
00007ff800c8665d (__TEXT,__text) external _zhpr2
00007ff800c8665d (__TEXT,__text) external _zhpr2_
00007ff800c865f5 (__TEXT,__text) external _zhpr_
00007ff800c86ae3 (__TEXT,__text) external _zrotg
00007ff800c86ae3 (__TEXT,__text) external _zrotg_
00007ff800c86af0 (__TEXT,__text) external _zscal
00007ff800c86af0 (__TEXT,__text) external _zscal_
00007ff800c86b3c (__TEXT,__text) external _zswap
00007ff800c86b3c (__TEXT,__text) external _zswap_
00007ff800c82fee (__TEXT,__text) external _zsymm
00007ff800c82fee (__TEXT,__text) external _zsymm_
00007ff800c83680 (__TEXT,__text) external _zsyr2k
00007ff800c83680 (__TEXT,__text) external _zsyr2k_
00007ff800c83486 (__TEXT,__text) external _zsyrk
00007ff800c83486 (__TEXT,__text) external _zsyrk_
00007ff800c85eea (__TEXT,__text) external _ztbmv
00007ff800c85eea (__TEXT,__text) external _ztbmv_
00007ff800c8622f (__TEXT,__text) external _ztbsv
00007ff800c8622f (__TEXT,__text) external _ztbsv_
00007ff800c8600c (__TEXT,__text) external _ztpmv
00007ff800c8600c (__TEXT,__text) external _ztpmv_
00007ff800c86351 (__TEXT,__text) external _ztpsv
00007ff800c86351 (__TEXT,__text) external _ztpsv_
00007ff800c830c8 (__TEXT,__text) external _ztrmm
00007ff800c830c8 (__TEXT,__text) external _ztrmm_
00007ff800c85dd0 (__TEXT,__text) external _ztrmv
00007ff800c85dd0 (__TEXT,__text) external _ztrmv_
00007ff800c83226 (__TEXT,__text) external _ztrsm
00007ff800c83226 (__TEXT,__text) external _ztrsm_
00007ff800c86115 (__TEXT,__text) external _ztrsv
00007ff800c86115 (__TEXT,__text) external _ztrsv_
