00007ff840097028 (__DATA,__data) non-external _C
00007ff800a87c59 (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff800abe422 (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff800ac09a0 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff800ac09b0 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff800a8ea8f (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff800ac0a20 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff800ac0a30 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff800a9317a (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff800ac0b20 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff800abd12a (__TEXT,__text) external ___vsnprintf_chk
00007ff800abce76 (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff800a7d14c (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff800a7ce0a (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff800a7b178 (__TEXT,__text) external ___wcwidth
00007ff800a7b2de (__TEXT,__text) external ___wcwidth_l
00007ff800a7c2f5 (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff800a5c709 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff800a5c736 (__TEXT,__text) non-external ___xlocale_release
00007ff800a5d72c (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff800abd4c0 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff8400975f8 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff800aad48c (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff800aad285 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff800aa658a (__TEXT,__text) external __allocenvstate
00007ff800a6c87e (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff800a76186 (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff800a761d3 (__TEXT,__text) non-external __ascii_mbrtowc
00007ff800a76219 (__TEXT,__text) non-external __ascii_mbsinit
00007ff800a76224 (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff800a762b7 (__TEXT,__text) non-external __ascii_wcrtomb
00007ff800a762e6 (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff800a52259 (__TEXT,__text) non-external __boottime_fallback_usec
00007ff840067968 (__DATA_CONST,__const) external __c_locale
00007ff800a810c5 (__TEXT,__text) external __cleanup
00007ff800aa6594 (__TEXT,__text) external __copyenv
00007ff840097f80 (__DATA,__data) external __cthread_init_routine
00007ff800aa661d (__TEXT,__text) external __deallocenvstate
00007ff800aa5eef (__TEXT,__text) non-external __do_nothing
00007ff800a5bb1e (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_images_for_addresses (from libdyld)
00007ff8400a4930 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff8400a4928 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff800a6ccf8 (__TEXT,__text) non-external (was a private external) __e_visprintf
                 (undefined) external __exit (from libsystem_kernel)
00007ff800a524a9 (__TEXT,__text) non-external __ffpp_strtoencf32_l
00007ff800abd149 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
00007ff800abd16c (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
00007ff800abf2d0 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00007ff800a527d6 (__TEXT,__text) non-external __ffpp_strtoencf64_l
00007ff800abd18f (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
00007ff800abd1b2 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
00007ff800abd1d5 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
00007ff800abf670 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
00007ff800a52d15 (__TEXT,__text) non-external __ffpp_strtoencf80_l
00007ff800abd1f8 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.1
00007ff800abd21b (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.2
00007ff800abf820 (__TEXT,__const) non-external __ffpp_strtoencf80_l.longDoublePowerOf10
00007ff800a71965 (__TEXT,__text) non-external (was a private external) __filldir
00007ff800a73d1a (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff800a7fc85 (__TEXT,__text) external __flockfile_debug_stub
00007ff800a8215b (__TEXT,__text) external __fseeko
00007ff800a8265c (__TEXT,__text) external __ftello
00007ff800a82bd8 (__TEXT,__text) external __fwalk
00007ff800aa0767 (__TEXT,__text) external __getenvp
00007ff800a590dc (__TEXT,__text) external __init_clock_port
00007ff800a9c72e (__TEXT,__text) external __int_to_time
00007ff800aa2de4 (__TEXT,__text) non-external __isort
00007ff800aa38c3 (__TEXT,__text) non-external __isort
00007ff840099c10 (__DATA,__bss) non-external __libSystem_atfork_child
00007ff840099bf8 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff840099c08 (__DATA,__bss) non-external __libSystem_atfork_parent
00007ff840099bf0 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff840099c00 (__DATA,__bss) non-external __libSystem_atfork_prepare
00007ff840099be8 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff800a5ed78 (__TEXT,__text) external __libc_fork_child
00007ff800a5ee22 (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff800a5ed6c (__TEXT,__text) external __libc_fork_parent
00007ff800a5ed60 (__TEXT,__text) external __libc_fork_prepare
00007ff800a5ecd0 (__TEXT,__text) external __libc_initializer
00007ff800a79e7f (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff800a79e50 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff800a79e21 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff800a9c71c (__TEXT,__text) external __long_to_time
00007ff800a51f30 (__TEXT,__text) non-external __mach_boottime_usec
00007ff840099be0 (__DATA,__bss) non-external __mh_execute_header_pointer
00007ff800a83db7 (__TEXT,__text) non-external __mkdtemp_action
00007ff800a83b76 (__TEXT,__text) non-external __mkostemps_action
00007ff800a5e0cb (__TEXT,__text) non-external __mkpath
00007ff800a5e0b4 (__TEXT,__text) external __mkpath_np
00007ff800a83f8a (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff800abe2fb (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff800a83e20 (__TEXT,__text) external __mktemp
00007ff800a83e62 (__TEXT,__text) non-external __mktemp_action
00007ff800a7b341 (__TEXT,__text) non-external (was a private external) __none_init
00007ff800a7b38e (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff800a7b3ba (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff800a7b3c5 (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff800a7b435 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff800a7b464 (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff800abd602 (__TEXT,__text) external __os_assert_log
00007ff800abd81c (__TEXT,__text) external __os_assert_log_ctx
00007ff800abd4f0 (__TEXT,__text) external __os_assumes_log
00007ff800abd6db (__TEXT,__text) external __os_assumes_log_ctx
00007ff800a5f637 (__TEXT,__text) external __os_avoid_tail_call
00007ff800abd4e3 (__TEXT,__text) external __os_crash
00007ff8400a4918 (__DATA,__common) external __os_crash_callback
00007ff800a5f63d (__TEXT,__text) non-external __os_get_build
                 (undefined) external __os_once (from libsystem_platform)
00007ff800aa5ef7 (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff800aa600a (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff800aa5f9f (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840067970 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff800ac2b50 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff800a5ede6 (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff800aa2441 (__TEXT,__text) external __putenvp
00007ff800aa256c (__TEXT,__text) non-external __qsort
00007ff800aa2fc9 (__TEXT,__text) non-external __qsort
00007ff840097660 (__DATA,__data) external __rand48_add
00007ff840097658 (__DATA,__data) external __rand48_mult
00007ff840097650 (__DATA,__data) external __rand48_seed
00007ff800a720aa (__TEXT,__text) external __readdir_unlocked
00007ff800a73d4b (__TEXT,__text) external __reclaim_telldir
00007ff800a5c773 (__TEXT,__text) non-external __releaselocale
00007ff800ac0e94 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff800a73c8b (__TEXT,__text) external __seekdir
00007ff800aa665f (__TEXT,__text) external __setenvp
00007ff800a5f423 (__TEXT,__text) external __sigaction_nobind
00007ff8400a4948 (__DATA,__common) external __sigintr
00007ff800a72fc5 (__TEXT,__text) external __signal_nobind
00007ff800a51b05 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800a72d57 (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff800a86bb5 (__TEXT,__text) external __sread
00007ff800a86cb7 (__TEXT,__text) external __sseek
00007ff800a999e2 (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff800a5d160 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff800a97d3e (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff800a5d16d (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff800a986ca (__TEXT,__text) non-external (was a private external) __st_time1
00007ff800a96b2f (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff800aadc0c (__TEXT,__text) non-external __strfmon
00007ff800a9ade4 (__TEXT,__text) non-external __strptime0
00007ff800ac0c30 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff800a5c94a (__TEXT,__text) external __subsystem_init
00007ff800a86c12 (__TEXT,__text) external __swrite
00007ff800a59bd3 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff800a59a06 (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff800a9c6ef (__TEXT,__text) external __time32_to_time
00007ff800a9c701 (__TEXT,__text) external __time64_to_time
00007ff800a9c725 (__TEXT,__text) external __time_to_int
00007ff800a9c713 (__TEXT,__text) external __time_to_long
00007ff800a9c6f8 (__TEXT,__text) external __time_to_time32
00007ff800a9c70a (__TEXT,__text) external __time_to_time64
00007ff800aa66dd (__TEXT,__text) external __unsetenvp
00007ff800a87746 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff800a87964 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff800a954f9 (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff800a9ab8c (__TEXT,__text) non-external __yconv
00007ff800a9ff9b (__TEXT,__text) external _a64l
00007ff800abe5ea (__TEXT,__text) external _abort
00007ff800abe730 (__TEXT,__text) external _abort_report_np
00007ff800aa0038 (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff800a54be0 (__TEXT,__text) non-external _addToMP
00007ff800a849fc (__TEXT,__text) non-external _addaster
00007ff800a72c98 (__TEXT,__text) non-external _addcmd
00007ff800a84ce7 (__TEXT,__text) non-external _addsarg
00007ff800a84bfd (__TEXT,__text) non-external _addtype
00007ff800a84e50 (__TEXT,__text) non-external _adduarg
00007ff800a859f4 (__TEXT,__text) non-external _addwaster
00007ff800a58150 (__TEXT,__text) non-external _advance_directory
00007ff800abd4a9 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff800a6c751 (__TEXT,__text) external _alarm
00007ff800a63d6e (__TEXT,__text) non-external _alloc_segs
00007ff800a72536 (__TEXT,__text) external _alphasort
00007ff800ac0da0 (__TEXT,__const) non-external _ambig
00007ff800a6c803 (__TEXT,__text) non-external _arc4_init
00007ff800abd978 (__TEXT,__text) non-external _arc4_init.cold.1
00007ff800a6c7ac (__TEXT,__text) external _arc4random
00007ff800a6c7a6 (__TEXT,__text) external _arc4random_addrandom
00007ff800a6c7db (__TEXT,__text) external _arc4random_buf
00007ff800a6c83e (__TEXT,__text) external _arc4random_stir
00007ff800a6c844 (__TEXT,__text) external _arc4random_uniform
00007ff800aaca5c (__TEXT,__text) non-external _arrayget
00007ff800a96912 (__TEXT,__text) external _asctime
00007ff800a967e5 (__TEXT,__text) external _asctime_r
00007ff800ac0b70 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff800ac0b50 (__TEXT,__const) non-external _asctime_r.wday_name
00007ff800a7fcef (__TEXT,__text) external _asprintf
00007ff800a7fdb3 (__TEXT,__text) external _asprintf_l
00007ff800a5d17a (__TEXT,__text) external _asxprintf
00007ff800a5dc34 (__TEXT,__text) external _asxprintf_exec
00007ff800aa0076 (__TEXT,__text) external _atexit
00007ff800aa01bd (__TEXT,__text) external _atexit_b
00007ff840097e40 (__DATA,__data) non-external _atexit_mutex
00007ff800aa00a8 (__TEXT,__text) non-external _atexit_register
00007ff800abe7f0 (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800aa045d (__TEXT,__text) external _atof
00007ff800aa0487 (__TEXT,__text) external _atof_l
00007ff800aa0496 (__TEXT,__text) external _atoi
00007ff800aa04c5 (__TEXT,__text) external _atoi_l
00007ff800aa04d9 (__TEXT,__text) external _atol
00007ff800aa0508 (__TEXT,__text) external _atol_l
00007ff800aa051c (__TEXT,__text) external _atoll
00007ff800aa054b (__TEXT,__text) external _atoll_l
00007ff800a55548 (__TEXT,__text) external _backtrace
00007ff800a5559e (__TEXT,__text) external _backtrace_async
00007ff800a5560a (__TEXT,__text) external _backtrace_from_fp
00007ff840096958 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff800a55661 (__TEXT,__text) external _backtrace_image_offsets
00007ff800a5552f (__TEXT,__text) external _backtrace_set_pcs_func
00007ff800a6c92e (__TEXT,__text) external _basename
00007ff840099c40 (__DATA,__bss) non-external _basename.bname
00007ff800a6c884 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff800a5ac74 (__TEXT,__text) external _bcopy
00007ff800a54ee1 (__TEXT,__text) non-external _bitCountMP
00007ff800abd405 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff800ac09c0 (__TEXT,__const) non-external _blanks
00007ff800ac0aa0 (__TEXT,__const) non-external _blanks
00007ff840098070 (__DATA,__data) non-external _blanks
00007ff800a592cc (__TEXT,__text) non-external _both_ftw
00007ff840099ad8 (__DATA,__bss) non-external _brapreg
00007ff800a5233c (__TEXT,__text) external _brk
00007ff800a52354 (__TEXT,__text) external _bsd_signal
00007ff800aa055f (__TEXT,__text) external _bsearch
00007ff800aa05d1 (__TEXT,__text) external _bsearch_b
00007ff800a62e7b (__TEXT,__text) non-external _bt_broot
00007ff800a62bdb (__TEXT,__text) non-external _bt_page
00007ff800a62fbd (__TEXT,__text) non-external _bt_preserve
00007ff800a62ffa (__TEXT,__text) non-external _bt_psplit
00007ff800a62ae8 (__TEXT,__text) non-external _bt_root
00007ff800a62d7e (__TEXT,__text) non-external _bt_rroot
00007ff800a7659d (__TEXT,__text) external _btowc
00007ff800a764d1 (__TEXT,__text) external _btowc_l
00007ff84009b7c0 (__DATA,__bss) non-external _buf_asctime
00007ff800a84fa5 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800abef20 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800abeef0 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800a7fbb7 (__TEXT,__text) external _catclose
00007ff800a7f8cd (__TEXT,__text) external _catgets
00007ff800a7f19d (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff800a73ef2 (__TEXT,__text) external _cfgetispeed
00007ff800a73ee8 (__TEXT,__text) external _cfgetospeed
00007ff800a73f24 (__TEXT,__text) external _cfmakeraw
00007ff800a73f08 (__TEXT,__text) external _cfsetispeed
00007ff800a73efc (__TEXT,__text) external _cfsetospeed
00007ff800a73f14 (__TEXT,__text) external _cfsetspeed
00007ff800a6f728 (__TEXT,__text) external _cgetcap
00007ff800a7003b (__TEXT,__text) external _cgetclose
00007ff800a6f7ad (__TEXT,__text) external _cgetent
00007ff800a6ffea (__TEXT,__text) external _cgetfirst
00007ff800a6ff90 (__TEXT,__text) external _cgetmatch
00007ff800a70078 (__TEXT,__text) external _cgetnext
00007ff800a7077e (__TEXT,__text) external _cgetnum
00007ff800a6f6a4 (__TEXT,__text) external _cgetset
00007ff800a70441 (__TEXT,__text) external _cgetstr
00007ff800a70698 (__TEXT,__text) external _cgetustr
00007ff800a77092 (__TEXT,__text) non-external _chainsearch
00007ff800ac06d0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff800a5837e (__TEXT,__text) non-external _check_env_var
00007ff800a7fe4f (__TEXT,__text) external _clearerr
00007ff800a7fe6f (__TEXT,__text) external _clearerr_unlocked
00007ff800a6c978 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff800a52178 (__TEXT,__text) external _clock_getres
00007ff800a51f90 (__TEXT,__text) external _clock_gettime
00007ff800a51d70 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8400a4904 (__DATA,__common) external _clock_port
00007ff8400a4900 (__DATA,__common) external _clock_sem
00007ff800a521fe (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff800a57eee (__TEXT,__text) non-external _close_directory
00007ff800a6c9f3 (__TEXT,__text) external _closedir
00007ff840068330 (__DATA_CONST,__const) non-external _cnames
00007ff800a650ef (__TEXT,__text) non-external _collect_data
00007ff800a652ae (__TEXT,__text) non-external _collect_key
00007ff800ac0ce0 (__TEXT,__const) non-external _command_substitution_str
00007ff800a581d7 (__TEXT,__text) external _compat_mode
00007ff800a55700 (__TEXT,__text) external _confstr
00007ff800a5d863 (__TEXT,__text) external _copy_printf_domain
00007ff800abb604 (__TEXT,__text) external _creat
00007ff800a5f6ba (__TEXT,__text) external _creat$NOCANCEL
00007ff800a6ca58 (__TEXT,__text) external _ctermid
00007ff840097668 (__DATA,__data) non-external _ctermid.def
00007ff800a6ca81 (__TEXT,__text) external _ctermid_r
00007ff800a98668 (__TEXT,__text) external _ctime
00007ff800a98683 (__TEXT,__text) external _ctime_r
00007ff840097710 (__DATA,__data) non-external _current_categories
00007ff800a7b99e (__TEXT,__text) non-external _currentlocale
00007ff840099f10 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff840099b38 (__DATA,__bss) non-external _curshell
00007ff840097ea8 (__DATA,__data) non-external _dash_prefix
00007ff8400a4968 (__DATA,__common) external _daylight
00007ff800a671d6 (__TEXT,__text) external _dbm_clearerr
00007ff800a67075 (__TEXT,__text) external _dbm_close
00007ff800a67166 (__TEXT,__text) external _dbm_delete
00007ff800a671ec (__TEXT,__text) external _dbm_dirfno
00007ff800a671c6 (__TEXT,__text) external _dbm_error
00007ff800a6707d (__TEXT,__text) external _dbm_fetch
00007ff800a670c2 (__TEXT,__text) external _dbm_firstkey
00007ff800a67117 (__TEXT,__text) external _dbm_nextkey
00007ff800a66f9f (__TEXT,__text) external _dbm_open
00007ff800a67191 (__TEXT,__text) external _dbm_store
00007ff800a636cd (__TEXT,__text) external _dbopen
00007ff840099cb8 (__DATA,__bss) non-external _dbp
00007ff840099af8 (__DATA,__bss) non-external _decpreg
00007ff800ac0e60 (__TEXT,__const) non-external _degrees
00007ff800a55bf6 (__TEXT,__text) external _devname
00007ff840099a58 (__DATA,__bss) non-external _devname.buf
00007ff800a55a78 (__TEXT,__text) external _devname_r
00007ff800a96923 (__TEXT,__text) external _difftime
00007ff800a5a2dd (__TEXT,__text) external _digittoint
00007ff800a5a555 (__TEXT,__text) external _digittoint_l
00007ff800a5f616 (__TEXT,__text) external _dirfd
00007ff800a6cb67 (__TEXT,__text) external _dirname
00007ff840099c48 (__DATA,__bss) non-external _dirname.dname
00007ff800a6caa2 (__TEXT,__text) external _dirname_r
00007ff800aa0647 (__TEXT,__text) external _div
00007ff840096960 (__DATA,__data) non-external _dktypenames
00007ff800a7597f (__TEXT,__text) non-external _do_hvis
00007ff800a75a7b (__TEXT,__text) non-external _do_mvis
00007ff800a75bf6 (__TEXT,__text) non-external _do_svis
00007ff800a691fc (__TEXT,__text) non-external _dorounding
00007ff800a7fe79 (__TEXT,__text) external _dprintf
00007ff800a7ff3d (__TEXT,__text) external _dprintf_l
00007ff800a6cbb1 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff800a5bae8 (__TEXT,__text) external _duplocale
00007ff800a5d221 (__TEXT,__text) external _dxprintf
00007ff800a5dce5 (__TEXT,__text) external _dxprintf_exec
00007ff800aa823b (__TEXT,__text) external _ecvt
00007ff840099d20 (__DATA,__bss) non-external _empty
00007ff840099d30 (__DATA,__bss) non-external _empty
00007ff840097ef8 (__DATA,__data) non-external _end_ptr
00007ff800a58c38 (__TEXT,__text) external _endttyent
00007ff800a58f7d (__TEXT,__text) external _endusershell
00007ff800aa0730 (__TEXT,__text) external _environ_lock_np
00007ff840099bd0 (__DATA,__bss) non-external _environ_pointer
00007ff800aa0746 (__TEXT,__text) external _environ_unlock_np
00007ff800a95975 (__TEXT,__text) non-external _eofread
00007ff800a95e3d (__TEXT,__text) non-external _eofread
00007ff800a6cc48 (__TEXT,__text) external _erand48
00007ff800abdac4 (__TEXT,__text) external _err
00007ff800a6ce67 (__TEXT,__text) external _err_set_exit
00007ff800a6cea3 (__TEXT,__text) external _err_set_exit_b
00007ff800a6ce4b (__TEXT,__text) external _err_set_file
00007ff800abdc4d (__TEXT,__text) external _errc
00007ff800abdcbd (__TEXT,__text) external _errx
00007ff800ac0200 (__TEXT,__const) non-external _escape
00007ff800a6cee5 (__TEXT,__text) external _execl
00007ff800a6d062 (__TEXT,__text) external _execle
00007ff800a6d1f7 (__TEXT,__text) external _execlp
00007ff800a6d3c1 (__TEXT,__text) external _execv
00007ff800a6d3eb (__TEXT,__text) external _execvP
00007ff800a6d424 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff800a6d371 (__TEXT,__text) external _execvp
00007ff800aa0677 (__TEXT,__text) external _exit
00007ff800a5ca83 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff800a81065 (__TEXT,__text) external _f_prealloc
00007ff800a53414 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff800a7ffd9 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800aa841c (__TEXT,__text) external _fcvt
00007ff800a800e2 (__TEXT,__text) external _fdopen
00007ff800abbfd2 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800a716a2 (__TEXT,__text) external _fdopendir
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff800a801e0 (__TEXT,__text) external _feof
00007ff800a8020b (__TEXT,__text) external _feof_unlocked
00007ff800a8021a (__TEXT,__text) external _ferror
00007ff800a80245 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff800a66f2d (__TEXT,__text) non-external _fetch_bitmap
00007ff800a59838 (__TEXT,__text) external _fflagstostr
00007ff800a80254 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800a80446 (__TEXT,__text) external _fgetc
00007ff800a804f6 (__TEXT,__text) external _fgetln
00007ff800a80686 (__TEXT,__text) external _fgetpos
00007ff800a806ab (__TEXT,__text) external _fgets
00007ff800a807c4 (__TEXT,__text) external _fgetwc
00007ff800a808ed (__TEXT,__text) external _fgetwc_l
00007ff800a80a0d (__TEXT,__text) external _fgetwln
00007ff800a80958 (__TEXT,__text) external _fgetwln_l
00007ff800a80be6 (__TEXT,__text) external _fgetws
00007ff800a80a35 (__TEXT,__text) external _fgetws_l
00007ff840097c88 (__DATA,__data) non-external _filelist_lock
00007ff800a80c0e (__TEXT,__text) external _fileno
00007ff800a80c32 (__TEXT,__text) external _fileno_unlocked
00007ff800a838fe (__TEXT,__text) non-external _find_temp_path
00007ff800a9c63c (__TEXT,__text) non-external _first_wday_of
00007ff800abf1a0 (__TEXT,__const) non-external _fiveToThe1000
00007ff800a7fc59 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800a644f4 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff800a9f205 (__TEXT,__text) external _fmemopen
00007ff800a9f497 (__TEXT,__text) non-external _fmemopen_close
00007ff800a9f384 (__TEXT,__text) non-external _fmemopen_read
00007ff800a9f43d (__TEXT,__text) non-external _fmemopen_seek
00007ff800a9f3ce (__TEXT,__text) non-external _fmemopen_write
00007ff840067ef0 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800a6d7c0 (__TEXT,__text) external _fmtcheck
00007ff800a6dd44 (__TEXT,__text) external _fmtmsg
00007ff800a6e2bf (__TEXT,__text) external _fnmatch
00007ff800a8116e (__TEXT,__text) external _fopen
00007ff800abc0cd (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800a5ee78 (__TEXT,__text) external _fork
00007ff800a81248 (__TEXT,__text) external _fprintf
00007ff800a8130c (__TEXT,__text) external _fprintf_l
00007ff840097ee8 (__DATA,__data) non-external _fptr
00007ff800a813a8 (__TEXT,__text) external _fpurge
00007ff800a81426 (__TEXT,__text) external _fputc
00007ff800a8148d (__TEXT,__text) external _fputs
00007ff800a815c8 (__TEXT,__text) external _fputwc
00007ff800a8162e (__TEXT,__text) external _fputwc_l
00007ff800a81804 (__TEXT,__text) external _fputws
