
/Volumes/macOS Mojave/usr/lib/libsandbox.1.dylib (for architecture x86_64):
0000000000045138 (__DATA,__data) non-external _.compoundliteral
000000000003f0d0 (__DATA,__const) non-external ___block_descriptor_tmp.829
000000000003e3e0 (__DATA,__const) non-external ___block_descriptor_tmp.83
000000000003e380 (__DATA,__const) non-external ___block_descriptor_tmp.84
000000000003de00 (__DATA,__const) non-external ___block_descriptor_tmp.89
000000000003daa0 (__DATA,__const) non-external ___block_descriptor_tmp.9
000000000003df10 (__DATA,__const) non-external ___block_descriptor_tmp.9.109
000000000003dc80 (__DATA,__const) non-external ___block_descriptor_tmp.9.72
000000000003f0f0 (__DATA,__const) non-external ___block_descriptor_tmp.911
000000000003f120 (__DATA,__const) non-external ___block_descriptor_tmp.958
000000000003e440 (__DATA,__const) non-external ___block_descriptor_tmp.96
000000000003e300 (__DATA,__const) non-external ___block_descriptor_tmp.97
000000000003d980 (__DATA,__const) non-external ___block_literal_global
000000000003f2c8 (__DATA,__const) non-external ___block_literal_global.1073
000000000003dfa0 (__DATA,__const) non-external ___block_literal_global.120
000000000003e120 (__DATA,__const) non-external ___block_literal_global.164
000000000003dbb0 (__DATA,__const) non-external ___block_literal_global.61
000000000003f1d8 (__DATA,__const) non-external ___block_literal_global.7
000000000003f0b0 (__DATA,__const) non-external ___block_literal_global.828
                 (undefined) external ___bzero (from libSystem)
00000000000196a0 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000000019454 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00000000000197fe (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
000000000001d379 (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000000001b392 (__TEXT,__text) non-external ___check_instruction_block_invoke
000000000001b2d3 (__TEXT,__text) non-external ___check_profile_block_invoke
0000000000018575 (__TEXT,__text) non-external ___combine_conditions_block_invoke
000000000001c94d (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
000000000001c350 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000000022abc (__TEXT,__text) non-external ___compile_block_invoke
000000000001b0c7 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000000025234 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000000025242 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
000000000001aaf7 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
000000000001b097 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00000000000233d8 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
000000000001bb58 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
000000000001cfd9 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00000000000234fe (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
000000000002352a (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000000022edb (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000000023239 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000000024701 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
0000000000045d58 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
000000000002358d (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00000000000192b0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
000000000002337e (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00000000000232b0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.8
0000000000018ab0 (__TEXT,__text) non-external ___cse_multiple_block_invoke
000000000000c261 (__TEXT,__text) non-external ___define_action_block_invoke
0000000000013c94 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000000012fba (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000000002360c (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000000023d6a (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
000000000000d68d (__TEXT,__text) non-external ___define_filter_block_invoke
0000000000020292 (__TEXT,__text) non-external ___define_network_filter_block_invoke
000000000000d4f7 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000000023c21 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000000023515 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000000023562 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000000022ef2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000000023271 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
000000000002476f (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000000018757 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000000018699 (__TEXT,__text) non-external ___eliminate_common_subexpressions_profile_block_invoke
000000000001a4b7 (__TEXT,__text) non-external ___eliminate_dead_code_profile_block_invoke
000000000001dd7e (__TEXT,__text) non-external ___emit_profile_block_invoke
0000000000022f06 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
000000000001a42c (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00000000000247c6 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
000000000001a06d (__TEXT,__text) non-external ___expand_logical_conditions_profile_block_invoke
000000000001bd56 (__TEXT,__text) non-external ___factor_block_invoke
000000000001bc99 (__TEXT,__text) non-external ___factor_profile_block_invoke
0000000000012ed5 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000000016565 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000000023197 (__TEXT,__text) non-external ___populate_variable_count_block_invoke
0000000000024a0c (__TEXT,__text) non-external ___push_byteset_block_invoke
000000000001fa58 (__TEXT,__text) non-external ___push_match_byteset_instr_block_invoke
000000000001b626 (__TEXT,__text) non-external ___reorder_block_invoke
000000000001bc04 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
000000000002329f (__TEXT,__text) non-external ___reorder_condition_list_block_invoke.3
000000000001b567 (__TEXT,__text) non-external ___reorder_profile_block_invoke
000000000001b26d (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
000000000001d03f (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000000016981 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00000000000251fc (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
000000000001399d (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00000000000251ed (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000000012f1c (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
0000000000020a34 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000000015006 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
0000000000020994 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000000013988 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00000000000245e4 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
000000000001bc81 (__TEXT,__text) non-external ___sb_condition_list_sort_block_invoke
0000000000010464 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000000012330 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000000014f05 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
000000000001fc30 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000000000b233 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000000015fce (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000000020278 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
000000000002097a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000000014b2b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000000014c06 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000000023b38 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000000023bf9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000000023b89 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000000023bdc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
000000000000b638 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke
00000000000139c4 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_2
000000000000b660 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_3
000000000000b6f6 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_4
000000000000bc10 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_5
000000000001b18e (__TEXT,__text) non-external ___sb_transform_resolve_jumps_profile_block_invoke
                 (undefined) external ___snprintf_chk (from libSystem)
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000000017901 (__TEXT,__text) non-external ___synthesize_logical_conditions_profile_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000000001c2d5 (__TEXT,__text) non-external ___visit_instructions_in_profile_block_invoke
000000000001c32c (__TEXT,__text) non-external ___visit_instructions_in_profile_block_invoke_2
000000000000b030 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000000000249e8 (__TEXT,__text) non-external __buffer_close
00000000000248c1 (__TEXT,__text) non-external __buffer_read
0000000000024997 (__TEXT,__text) non-external __buffer_seek
0000000000012583 (__TEXT,__text) non-external __calculate_graft_position
000000000002348a (__TEXT,__text) non-external __condition_list_diff
000000000000a9b3 (__TEXT,__text) non-external __define_list
000000000000ac02 (__TEXT,__text) non-external __define_symbol
0000000000012ab0 (__TEXT,__text) non-external __flatten
000000000001fdde (__TEXT,__text) non-external __free_error_pool
000000000000aa6f (__TEXT,__text) non-external __make_list_v
000000000001bbbe (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000000007a10 (__TEXT,__text) non-external __s_return
0000000000019ac5 (__TEXT,__text) non-external __sb_condition_list_remove_index
000000000001d2d2 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000000024bae (__TEXT,__text) non-external __sb_fsa_disjunction
0000000000012047 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000000024a75 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000000001e84b (__TEXT,__text) non-external __sb_fsa_serialize
00000000000242a6 (__TEXT,__text) non-external __sb_instr_error_with_formatv
000000000001b144 (__TEXT,__text) non-external __sb_pattern_is_literal
000000000000265b (__TEXT,__text) non-external __sb_realloc_vector
0000000000014c2b (__TEXT,__text) non-external __sb_value_is_equivalent
000000000002464b (__TEXT,__text) non-external __set_modifier_string
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000000014b7f (__TEXT,__text) non-external _all_args_pass_test
0000000000003b5f (__TEXT,__text) non-external _alloc_cellseg
000000000001532c (__TEXT,__text) non-external _alloc_literal
000000000000cdc0 (__TEXT,__text) non-external _arg_is_condition
0000000000013b6f (__TEXT,__text) non-external _arg_is_modifier
000000000000ce27 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00000000000108f0 (__TEXT,__text) non-external _assert_is_mutable
000000000002138c (__TEXT,__text) non-external _atom2str
0000000000006402 (__TEXT,__text) non-external _backchar
000000000000c192 (__TEXT,__text) non-external _backtrace_pop
0000000000004715 (__TEXT,__text) non-external _backtrace_push
0000000000020af1 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
0000000000020b28 (__TEXT,__text) non-external (was a private external) _bt_pointer_col
0000000000020b1a (__TEXT,__text) non-external (was a private external) _bt_pointer_line
0000000000020afe (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _calloc (from libSystem)
0000000000018195 (__TEXT,__text) non-external _can_combine_conjunction
0000000000018125 (__TEXT,__text) non-external _can_combine_disjunction
000000000001940d (__TEXT,__text) non-external _candidate_list_lookup
0000000000019dcb (__TEXT,__text) non-external _candidate_list_remove
000000000001cb5c (__TEXT,__text) non-external _candidate_set_release
000000000000cd24 (__TEXT,__text) non-external _car
000000000000cd72 (__TEXT,__text) non-external _cdr
000000000001d0f1 (__TEXT,__text) non-external _check_dependencies
0000000000000e60 (__TEXT,__text) non-external _compile
000000000000f65e (__TEXT,__text) non-external _compute_hash
000000000002503a (__TEXT,__text) non-external _compute_hash.1050
00000000000149d3 (__TEXT,__text) non-external _condition_free_callback
000000000001c3c5 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000000015526 (__TEXT,__text) non-external _construct_automaton
000000000001cc6d (__TEXT,__text) non-external _create_pattern_disjunctions
0000000000018813 (__TEXT,__text) non-external _cse
0000000000018b2b (__TEXT,__text) non-external _cse_inferior_list
00000000000189df (__TEXT,__text) non-external _cse_multiple
000000000001a60f (__TEXT,__text) non-external _dce
0000000000010c85 (__TEXT,__text) non-external _decorate_condition
000000000000bb7a (__TEXT,__text) non-external _define_filter
00000000000241f5 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
000000000003c3c0 (__DATA,__const) non-external _dispatch_table
0000000000015f58 (__TEXT,__text) non-external _dump_stack_restore
0000000000015eca (__TEXT,__text) non-external _dump_stack_stash
000000000001a525 (__TEXT,__text) non-external _eliminate_dead_code
000000000001f706 (__TEXT,__text) non-external _emit
000000000001de04 (__TEXT,__text) non-external _emit_instruction
0000000000023081 (__TEXT,__text) non-external _emit_modifier_string
000000000001faca (__TEXT,__text) non-external _emit_string
000000000001dc71 (__TEXT,__text) non-external _encode_address
0000000000015495 (__TEXT,__text) non-external _end_expression
0000000000009fab (__TEXT,__text) non-external _eqv
000000000001a0ad (__TEXT,__text) non-external _expand_logical_conditions
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000000003f1d (__TEXT,__text) non-external (was a private external) _fill_vector
000000000003e7f0 (__DATA,__const) non-external _filter_info
0000000000003eab (__TEXT,__text) non-external _find_consecutive_cells
0000000000007a83 (__TEXT,__text) non-external _find_slot_in_env
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
0000000000002510 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
000000000003a3d0 (__TEXT,__const) non-external _gLatinCaseFold
000000000003a5d0 (__TEXT,__const) non-external _gLowerCaseTable
000000000000bc3b (__TEXT,__text) non-external _gc
000000000000a945 (__TEXT,__text) non-external (was a private external) _gc_protect
000000000000abc0 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000000009e5f (__TEXT,__text) non-external (was a private external) _gensym
000000000000402a (__TEXT,__text) non-external _get_cell
0000000000006245 (__TEXT,__text) non-external _inchar
000000000002e710 (__TEXT,__const) non-external _init_scm
0000000000022773 (__TEXT,__text) non-external _inspect_iterate_items
0000000000009a7c (__TEXT,__text) non-external _is_any
0000000000020ade (__TEXT,__text) non-external (was a private external) _is_bt_pointer
000000000001480e (__TEXT,__text) non-external (was a private external) _is_character
0000000000020b87 (__TEXT,__text) non-external (was a private external) _is_closure
0000000000020bad (__TEXT,__text) non-external (was a private external) _is_continuation
0000000000020bd3 (__TEXT,__text) non-external (was a private external) _is_environment
0000000000020b60 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000000020b73 (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000000010d0a (__TEXT,__text) non-external (was a private external) _is_foreign_object
000000000000cec5 (__TEXT,__text) non-external (was a private external) _is_integer
0000000000020b9a (__TEXT,__text) non-external (was a private external) _is_macro
000000000000d46a (__TEXT,__text) non-external _is_nonneg
0000000000021ba3 (__TEXT,__text) non-external _is_num_integer
0000000000009f4a (__TEXT,__text) non-external (was a private external) _is_number
000000000000886e (__TEXT,__text) non-external (was a private external) _is_pair
0000000000020b37 (__TEXT,__text) non-external (was a private external) _is_port
0000000000014f6c (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000000020b4d (__TEXT,__text) non-external (was a private external) _is_proc
0000000000020bc0 (__TEXT,__text) non-external (was a private external) _is_promise
000000000000d454 (__TEXT,__text) non-external (was a private external) _is_string
000000000000d677 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000000020a43 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
000000000000ced2 (__TEXT,__text) non-external (was a private external) _ivalue
0000000000012d26 (__TEXT,__text) non-external _list_cost_estimate
0000000000014ac0 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
000000000000bfa7 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
000000000000788e (__TEXT,__text) non-external _mk_atom
000000000001527e (__TEXT,__text) non-external (was a private external) _mk_counted_string
000000000000acf3 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
000000000000ad2a (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000000010cd9 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
000000000000b6c7 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000000008680 (__TEXT,__text) non-external _mk_sharp_const
0000000000012f3c (__TEXT,__text) non-external _mk_sharp_integer
00000000000042c2 (__TEXT,__text) non-external (was a private external) _mk_string
00000000000040c9 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000000003d10 (__TEXT,__text) non-external _mk_vector
000000000003e720 (__DATA,__const) non-external _modifier_info
0000000000014fa5 (__TEXT,__text) non-external _move_to_next_node
00000000000183ee (__TEXT,__text) non-external _negate_instruction
000000000003f010 (__DATA,__const) non-external _network_filter_constants
0000000000003f6e (__TEXT,__text) non-external _new_frame_in_env
0000000000004398 (__TEXT,__text) non-external _new_slot_spec_in_env
0000000000009f60 (__TEXT,__text) non-external _num_eq
0000000000021ae2 (__TEXT,__text) non-external _num_ge
0000000000015450 (__TEXT,__text) non-external _num_gt
0000000000020a9a (__TEXT,__text) non-external _num_le
0000000000020a56 (__TEXT,__text) non-external _num_lt
0000000000045d70 (__DATA,__bss) non-external _num_one
0000000000045d60 (__DATA,__bss) non-external _num_zero
0000000000010d1d (__TEXT,__text) non-external (was a private external) _objvalue
0000000000004197 (__TEXT,__text) non-external _oblist_add_by_name
00000000000040f8 (__TEXT,__text) non-external _oblist_find_by_name
00000000000153b4 (__TEXT,__text) non-external _operand_release
000000000003f970 (__DATA,__const) non-external _operation_info
000000000003f4c0 (__DATA,__const) non-external _operation_names
0000000000014389 (__TEXT,__text) non-external _operator_precedence
0000000000004b6e (__TEXT,__text) non-external _opexe_0
0000000000007b30 (__TEXT,__text) non-external _opexe_1
0000000000008884 (__TEXT,__text) non-external _opexe_2
0000000000009a88 (__TEXT,__text) non-external _opexe_3
000000000000a11c (__TEXT,__text) non-external _opexe_4
0000000000006470 (__TEXT,__text) non-external _opexe_5
000000000001fff8 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
000000000000cd65 (__TEXT,__text) non-external (was a private external) _pair_car
000000000000cdb3 (__TEXT,__text) non-external (was a private external) _pair_cdr
000000000000f960 (__TEXT,__text) non-external _parse_pattern
000000000003a100 (__TEXT,__const) non-external _policy_scm
000000000000c223 (__TEXT,__text) non-external _port_close
000000000000451d (__TEXT,__text) non-external _port_from_string
000000000000d48e (__TEXT,__text) non-external _port_rep_from_file
0000000000035c40 (__TEXT,__const) non-external _prelude_scm
000000000001f669 (__TEXT,__text) non-external _previously_emitted_buffer
0000000000021b29 (__TEXT,__text) non-external _printatom
0000000000023f51 (__TEXT,__text) non-external _priortysort
000000000003d960 (__DATA,__const) non-external _profile_dirs
000000000001f2c8 (__TEXT,__text) non-external _push_bytes
0000000000015a7b (__TEXT,__text) non-external _push_byteset
000000000001f418 (__TEXT,__text) non-external _push_jne_instr
00000000000152d0 (__TEXT,__text) non-external _push_literal
000000000001f534 (__TEXT,__text) non-external _push_match_sequence_instr
0000000000013db1 (__TEXT,__text) non-external _push_operator
0000000000020c32 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000000020be6 (__TEXT,__text) non-external (was a private external) _putstr
                 (undefined) external _qsort_b (from libSystem)
00000000000077d9 (__TEXT,__text) non-external _readstr_upto
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
000000000001f134 (__TEXT,__text) non-external _recognizer_may_backtrack
000000000001f79a (__TEXT,__text) non-external _record_buffer_data
000000000001f8a0 (__TEXT,__text) non-external _record_condition_data
0000000000015014 (__TEXT,__text) non-external _regex_quote
000000000001b775 (__TEXT,__text) non-external _reorder_condition
000000000001b968 (__TEXT,__text) non-external _reorder_condition_list
00000000000149f2 (__TEXT,__text) non-external _reverse
000000000000b0e0 (__TEXT,__text) non-external (was a private external) _s_cons
000000000000ab99 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000000005f64 (__TEXT,__text) non-external _s_save
000000000001fe74 (__TEXT,__text) external _sandbox_apply
000000000001fe82 (__TEXT,__text) external _sandbox_apply_container
0000000000022303 (__TEXT,__text) external _sandbox_compile_entitlements
0000000000000cf3 (__TEXT,__text) external _sandbox_compile_file
0000000000000c65 (__TEXT,__text) external _sandbox_compile_named
00000000000222dd (__TEXT,__text) external _sandbox_compile_string
0000000000022aa4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000000000b34 (__TEXT,__text) external _sandbox_create_params
000000000001ff2e (__TEXT,__text) external _sandbox_free_params
000000000001ff00 (__TEXT,__text) external _sandbox_free_profile
000000000002232c (__TEXT,__text) external _sandbox_inspect_pid
000000000002243d (__TEXT,__text) external _sandbox_inspect_smemory
0000000000000b88 (__TEXT,__text) external _sandbox_set_param
00000000000224bd (__TEXT,__text) external _sandbox_set_user_state_item
0000000000022448 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00000000000224a5 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000000022457 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
000000000002275c (__TEXT,__text) external _sandbox_user_state_iterate_items
000000000000d337 (__TEXT,__text) non-external _sb_annotation_list_destroy
000000000001d8d1 (__TEXT,__text) non-external _sb_annotation_set_integer
000000000000254f (__TEXT,__text) non-external _sb_buffer_alloc
000000000001b0fa (__TEXT,__text) non-external _sb_buffer_compare_data
000000000001461a (__TEXT,__text) non-external _sb_buffer_get_byte_count
00000000000146a7 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000000019d2b (__TEXT,__text) non-external _sb_buffer_is_equivalent
00000000000101fb (__TEXT,__text) non-external _sb_buffer_release
00000000000148dd (__TEXT,__text) non-external _sb_buffer_retain
0000000000024853 (__TEXT,__text) non-external _sb_buffer_with_data_copy
0000000000014656 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00000000000157c0 (__TEXT,__text) non-external _sb_byteset_add_byte
000000000002458a (__TEXT,__text) non-external _sb_byteset_copy
0000000000015911 (__TEXT,__text) non-external _sb_byteset_get_population
000000000001f8fb (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00000000000159d0 (__TEXT,__text) non-external _sb_byteset_negate
0000000000015779 (__TEXT,__text) non-external _sb_byteset_new
00000000000158b5 (__TEXT,__text) non-external _sb_byteset_release
0000000000015862 (__TEXT,__text) non-external _sb_byteset_retain
0000000000015ce2 (__TEXT,__text) non-external _sb_byteset_union
00000000000023e9 (__TEXT,__text) non-external _sb_calloc
0000000000024e55 (__TEXT,__text) non-external _sb_condition_boolean
000000000001319f (__TEXT,__text) non-external _sb_condition_conjunction
00000000000251bf (__TEXT,__text) non-external _sb_condition_constant
0000000000010a1f (__TEXT,__text) non-external _sb_condition_disjunction
00000000000193ec (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000000013488 (__TEXT,__text) non-external _sb_condition_is_contrary
000000000001867a (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000000013143 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000000019634 (__TEXT,__text) non-external _sb_condition_is_pattern
000000000001d99e (__TEXT,__text) non-external _sb_condition_is_regex
000000000001978c (__TEXT,__text) non-external _sb_condition_is_transposable
000000000001067d (__TEXT,__text) non-external _sb_condition_list_append
0000000000019c6c (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000000001995a (__TEXT,__text) non-external _sb_condition_list_copy
00000000000138ea (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00000000000245f6 (__TEXT,__text) non-external _sb_condition_list_filter
0000000000012c67 (__TEXT,__text) non-external _sb_condition_list_get_hash
000000000001cbc4 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000000012e43 (__TEXT,__text) non-external _sb_condition_list_iterate
000000000001a398 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
000000000000cc9a (__TEXT,__text) non-external _sb_condition_list_new
000000000000d3ae (__TEXT,__text) non-external _sb_condition_list_release
0000000000019a65 (__TEXT,__text) non-external _sb_condition_list_remove
000000000001ab28 (__TEXT,__text) non-external _sb_condition_matches_subset
00000000000184c8 (__TEXT,__text) non-external _sb_condition_negation
00000000000207a3 (__TEXT,__text) non-external _sb_condition_network
000000000001030d (__TEXT,__text) non-external _sb_condition_new
0000000000010290 (__TEXT,__text) non-external _sb_condition_pattern
0000000000010e02 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000000010926 (__TEXT,__text) non-external _sb_condition_release
