000000018e1d9e84 (__TEXT,__text) non-external _Annihilate
000000018e1e77f4 (__TEXT,__text) non-external (was a private external) _get_pool_size
000000018e1f2a64 (__TEXT,__text) non-external (was a private external) _get_real_time
000000018e1e77d8 (__TEXT,__text) non-external (was a private external) _get_slice_height
000000018e1e77bc (__TEXT,__text) non-external (was a private external) _get_slice_width
                 (undefined) external _gettimeofday (from libSystem)
000000018e1ecd68 (__TEXT,__text) non-external _header_fetch_from_payload
000000018e217b74 (__TEXT,__text) non-external _init_block
000000018e1eca10 (__TEXT,__text) non-external (was a private external) _is_format_invalid
000000018e1ec8ec (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
000000018e1ed3c4 (__TEXT,__text) non-external _is_image_valid
000000018e1e0bac (__TEXT,__text) non-external (was a private external) _join_thread
000000018e23d230 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
000000018e21e988 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
000000018e21e9e8 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00000001e4311308 (__DATA_CONST,__const) non-external _kBrotliDictionary
000000018e21f241 (__TEXT,__const) non-external _kBrotliDictionaryData
000000018e21e8c8 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
000000018e21e928 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
000000018e27c998 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
000000018e23ef50 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00000001e43114f0 (__DATA_CONST,__const) non-external _kBrotliTransforms
000000018e21efc8 (__TEXT,__const) non-external _kCmdHistoSeed
000000018e23d362 (__TEXT,__const) non-external _kCmdLut
000000018e270874 (__TEXT,__const) non-external _kCodeLengthBits
000000018e23d330 (__TEXT,__const) non-external _kCodeLengthCodeOrder
000000018e270860 (__TEXT,__const) non-external _kCodeLengthDepth
000000018e23d342 (__TEXT,__const) non-external _kCodeLengthPrefixLength
000000018e23d352 (__TEXT,__const) non-external _kCodeLengthPrefixValue
000000018e23ee08 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
000000018e23edc8 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
000000018e23f44c (__TEXT,__const) non-external _kDistanceCacheIndex
000000018e23f48c (__TEXT,__const) non-external _kDistanceCacheOffset
000000018e23ed14 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
000000018e23ed00 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
000000018e23ed78 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
000000018e23ed64 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
000000018e2713c0 (__TEXT,__const) non-external _kNonZeroRepsBits
000000018e2708bc (__TEXT,__const) non-external _kNonZeroRepsDepth
000000018e26e4a0 (__TEXT,__const) non-external _kPrefixSuffix
000000018e26e57a (__TEXT,__const) non-external _kPrefixSuffixMap
000000018e272c80 (__TEXT,__const) non-external _kStaticCommandCodeBits
000000018e2729c0 (__TEXT,__const) non-external _kStaticCommandCodeDepth
000000018e23f53c (__TEXT,__const) non-external _kStaticDictionaryBuckets
000000018e28d1a6 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
000000018e27d1a6 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
000000018e24f53c (__TEXT,__const) non-external _kStaticDictionaryWords
000000018e273240 (__TEXT,__const) non-external _kStaticDistanceCodeBits
000000018e273200 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
000000018e26e5de (__TEXT,__const) non-external _kTransformsData
000000018e26f260 (__TEXT,__const) non-external _kZeroRepsBits
000000018e26e760 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
000000018e1c83bc (__TEXT,__text) non-external _longest_match
000000018e27805c (__TEXT,__const) non-external (was a private external) _lut_rle
000000018e1e0868 (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
000000018e1ea2f4 (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
000000018e1ea2e8 (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
000000018e1cd350 (__TEXT,__text) non-external (was a private external) _lz4_decode
000000018e1ccf40 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
000000018e1ccd68 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
000000018e1db4b0 (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
000000018e1ce064 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
000000018e1c9c98 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
000000018e1fdb48 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
000000018e1fdb48 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
000000018e1fdb48 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
000000018e1fdb14 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
000000018e1fd3c8 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
000000018e1fd480 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
000000018e1eaaa4 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
000000018e1ea9a0 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
000000018e1e6388 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
000000018e1fa1e8 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
000000018e1f8edc (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
000000018e1fa258 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
000000018e1f755c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
000000018e1fa21c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
000000018e1f8dc8 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
000000018e1fa260 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
000000018e1f7420 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
000000018e1f2320 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
000000018e1fa15c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
000000018e1e8944 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
000000018e1fa190 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
000000018e1fa1cc (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
000000018e1e8924 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
000000018e2790a0 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
000000018e1f7474 (__TEXT,__text) non-external _lzbitmap_init_encode_state
000000018e2788a0 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
000000018e1f76b0 (__TEXT,__text) non-external _lzbitmap_process_block
000000018e1fa27c (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
000000018e27a0a0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
000000018e2780a0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
000000018e21b638 (__TEXT,__text) non-external _lzfseBackendMatch
000000018e1ca220 (__TEXT,__text) non-external (was a private external) _lzfseDecode
000000018e1cd510 (__TEXT,__text) non-external _lzfseDecodeV1
000000018e21b344 (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
000000018e21b698 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
000000018e21b1a4 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
000000018e21b1fc (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
000000018e21ba38 (__TEXT,__text) non-external _lzfseEncodeMatches
000000018e21b1cc (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
000000018e21b2c4 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
000000018e21b748 (__TEXT,__text) non-external _lzfsePushMatch
000000018e1c9f5c (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
000000018e1c9e84 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
000000018e1f2314 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
000000018e20ebbc (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
000000018e20eb24 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
000000018e20eb04 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
000000018e1cb5cc (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
000000018e1eb960 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
000000018e1eb728 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
000000018e1eb958 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
000000018e1e97e0 (__TEXT,__text) non-external (was a private external) _lzfse_decode_literals
000000018e1e60e0 (__TEXT,__text) non-external (was a private external) _lzfse_decode_lmd
000000018e1ec514 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00000001ebcd0838 (__AUTH_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
000000018e1cb254 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
000000018e201790 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
000000018e201750 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
000000018e23ef08 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
000000018e23ef28 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
000000018e1c9c98 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
000000018e1e9d90 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
000000018e1e9d8c (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
000000018e1e9d60 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
000000018e1e9cfc (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
000000018e1c9e58 (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
000000018e1c9f38 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
000000018e1f2b44 (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
000000018e1f2afc (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
000000018e21e3ac (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
000000018e1f8d1c (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
000000018e1cb670 (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
000000018e1f8d78 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
000000018e1cb670 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
000000018e23f2f0 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
000000018e1c9e20 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
000000018e21dd7c (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
000000018e27d1a0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
000000018e1c9cc8 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
000000018e1c9d6c (__TEXT,__text) non-external (was a private external) _lzma_stream_process
000000018e21d978 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
000000018e21dcb4 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
000000018e1cad40 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00000001ebcd0038 (__AUTH_CONST,__const) non-external _lzvnDecode.opc_tbl
000000018e1f9430 (__TEXT,__text) non-external (was a private external) _lzvnEncode
000000018e1f93d4 (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
000000018e1dc054 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
000000018e1dbfb8 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
000000018e1dbfac (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
000000018e1e01d8 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
000000018e1e0104 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
000000018e1e00e4 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
000000018e1cb680 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
000000018e1cb670 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
000000018e1f9e4c (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
000000018e1f9e94 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
000000018e1f9e38 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
000000018e1c9c98 (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
000000018e1f8d18 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
000000018e1f8d14 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
000000018e1f8ce8 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
000000018e1f8cac (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
000000018e1f8c5c (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
000000018e1f8c88 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
000000018e200e5c (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
000000018e200e50 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
000000018e2160e0 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
000000018e1d4860 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
000000018e1d4298 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
000000018e1d4464 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
000000018e1d4574 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
000000018e1f29c8 (__TEXT,__text) non-external (was a private external) _parse_size
000000018e2734fc (__TEXT,__const) non-external _position_slot_base_position
000000018e273484 (__TEXT,__const) non-external _position_slot_extra_bits
000000018e1c8fbc (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
000000018e217b10 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
000000018e1cc818 (__TEXT,__text) non-external _readHuffmanTable
000000018e1f28f8 (__TEXT,__text) non-external (was a private external) _read_expected
000000018e1c6770 (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
000000018e1c90c4 (__TEXT,__text) non-external _scan_tree
000000018e1c91b8 (__TEXT,__text) non-external _send_tree
000000018e1fa12c (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
000000018e1fa0b8 (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
000000018e1fa0c8 (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
000000018e1fa08c (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
000000018e1fdb54 (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
000000018e1fdd30 (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
000000018e1eda80 (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
000000018e1edf9c (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
000000018e1e71e4 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
000000018e1e73e8 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat (from libSystem)
000000018e200878 (__TEXT,__text) non-external _staticHuffmanTable
00000001e7be5380 (__DATA,__data) non-external _static_bl_desc
00000001e7be5360 (__DATA,__data) non-external _static_d_desc
000000018e27b828 (__TEXT,__const) non-external _static_dtree
00000001e7be5340 (__DATA,__data) non-external _static_l_desc
000000018e27b3a8 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001e7be5320 (__DATA,__data) non-external (was a private external) _tc_quant16
000000018e1dbcbc (__TEXT,__text) non-external (was a private external) _thread_pool_create
000000018e1dbee8 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
000000018e1dbdec (__TEXT,__text) non-external _thread_pool_entry
000000018e1dbb0c (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
000000018e1dbc14 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
000000018e215f3c (__TEXT,__text) external _touchpadCodecCreate
000000018e1dc2a4 (__TEXT,__text) external _touchpadCodecDecodeImage
000000018e21606c (__TEXT,__text) external _touchpadCodecDestroy
000000018e21dd94 (__TEXT,__text) external _touchpadCodecEncodeImage
000000018e2156dc (__TEXT,__text) external _touchpadGetInfoWithCompressedBuffer
                 (undefined) external _write (from libSystem)
000000018e1f2960 (__TEXT,__text) non-external (was a private external) _write_expected
000000018e27c952 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
000000018e27c94c (__TEXT,__const) non-external (was a private external) _xz_header_magic
000000018e21dd0c (__TEXT,__text) non-external _xz_read_multi_byte
000000018e21dcbc (__TEXT,__text) non-external _xz_simple_crc32
000000018e20f024 (__TEXT,__text) external _yzip_codec_create
000000018e20f060 (__TEXT,__text) external _yzip_codec_destroy
000000018e20f0a4 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
000000018e1ecbb4 (__TEXT,__text) external _yzip_image_create
000000018e1ecd20 (__TEXT,__text) external _yzip_image_create_with_payload
000000018e1ed578 (__TEXT,__text) external _yzip_image_decode
000000018e1ecebc (__TEXT,__text) external _yzip_image_destroy
000000018e1ecec0 (__TEXT,__text) external _yzip_image_encode
000000018e1ed790 (__TEXT,__text) external _yzip_image_get_descriptor
000000018e1ed854 (__TEXT,__text) external _yzip_image_get_max_payload_size
000000018e1ed808 (__TEXT,__text) external _yzip_image_get_plane_descriptor
000000018e1ed8dc (__TEXT,__text) external _yzip_image_set_data
000000018e1eda74 (__TEXT,__text) external _yzip_image_set_identifier
000000018e1ed998 (__TEXT,__text) external _yzip_image_set_plane_data
000000018e1e7e14 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
000000018e1e7d04 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
000000018e1e7a88 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
000000018e1e88a0 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
000000018e1e830c (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
000000018e1e87c8 (__TEXT,__text) non-external _yzip_jobs_process
000000018e1e7a18 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
000000018e217434 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
000000018e2164b0 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
000000018e2163c4 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
000000018e21651c (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
000000018e216d14 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
000000018e1ce04c (__TEXT,__text) non-external (was a private external) _zError
00000001e43112b8 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
000000018e1c6a88 (__TEXT,__text) non-external (was a private external) _zcalloc
000000018e1c9c14 (__TEXT,__text) non-external (was a private external) _zcfree
000000018e1cd6c8 (__TEXT,__text) external _zero_coder_decode
000000018e1cd7cc (__TEXT,__text) external _zero_coder_encode
000000018e1cd910 (__TEXT,__text) non-external _zero_coder_init_luts
00000001e7be53a4 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00000001e7be54a8 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00000001e7be5ca8 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00000001e7be53a0 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
000000018e1ce044 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
000000018e1cbc20 (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
000000018e1cc1a8 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
000000018e273334 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
000000018e2732f8 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
000000018e1ce038 (__TEXT,__text) non-external (was a private external) _zlibVersion
000000018e2006ac (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
000000018e2006a0 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
000000018e1dc850 (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
000000018e1dc844 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
000000018e1fa088 (__TEXT,__text) non-external (was a private external) _zlib_free
000000018e1fa05c (__TEXT,__text) non-external (was a private external) _zlib_malloc
000000018e1c9c98 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
000000018e200e28 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
000000018e1cb670 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
000000018e200e34 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
000000018e200e20 (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
000000018e1c66c0 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
000000018e1c6eb8 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
000000018e21d950 (__TEXT,__text) non-external vec_table
