000000025ff386e4 (__TEXT,__text) external _AAAFSCGetMetadata
000000025feef6a0 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
000000025feef6ec (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
000000025feef704 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
000000025feef71c (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
000000025fef2848 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
000000025fef2928 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
000000025fef2978 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
000000025fef3238 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
000000025fef331c (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
000000025fef116c (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
000000025fef32b0 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
000000025fef2074 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
000000025fef21dc (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
000000025fef207c (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
000000025fef2114 (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
000000025fef215c (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
000000025fecef14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025feccb4c (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
000000025feccb0c (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
000000025fecbfb8 (__TEXT,__text) non-external (was a private external) _PCompressFilter
000000025fec3160 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
000000025fee0608 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
000000025fec3134 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
000000025fec3128 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
000000025fec3108 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
000000025fee05e8 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
000000025fecef70 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
000000025fecef48 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
000000025ff42dd0 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
000000025ff42da8 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
000000025fed1c08 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
000000025fed1be0 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
000000025fed3754 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
000000025fed377c (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
000000025fedf274 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
000000025fedf24c (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
000000025fee04a8 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
000000025fee04f0 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
000000025ff42df8 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
000000025ff431c8 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
000000025ff43354 (__TEXT,__text) non-external (was a private external) _PagedFileDump
000000025ff43a78 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
000000025ff43a28 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
000000025ff43ae4 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
000000025ff43a1c (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
000000025ff436b0 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
000000025ff43d00 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
000000025ff43604 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
000000025ff437d0 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
000000025feee8fc (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
000000025feee8e0 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
000000025feef2bc (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
000000025feef484 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
000000025fef7e54 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
000000025fef6c20 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
000000025fef6b3c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
000000025fef68a0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
000000025fef613c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
000000025fef5b14 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
000000025fef5eb4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
000000025fee0590 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
000000025fee0530 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
000000025ff01950 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
000000025fee3fc0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
000000025ff01954 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
000000025ff01958 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
000000025ff01990 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
000000025fed3ca8 (__TEXT,__text) non-external _RNG
000000025ff3f920 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
000000025ff3f724 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
000000025ff3f798 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
000000025fec8938 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
000000025fec87ac (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
000000025fec88b8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
000000025ff05a00 (__TEXT,__text) non-external (was a private external) _RawImageDiff
000000025fee0628 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
000000025fed45d8 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
000000025ff05518 (__TEXT,__text) non-external _SegmentStreamCancel
000000025ff04678 (__TEXT,__text) non-external _SegmentStreamClose
000000025ff04510 (__TEXT,__text) non-external _SegmentStreamCreate
000000025ff04d44 (__TEXT,__text) non-external _SegmentStreamPRead
000000025ff0538c (__TEXT,__text) non-external _SegmentStreamPWrite
000000025ff05520 (__TEXT,__text) non-external _SegmentStreamSimulate
000000025ff222e8 (__TEXT,__text) non-external _SemInit
000000025ff222e8 (__TEXT,__text) non-external _SemInit
000000025feda870 (__TEXT,__text) non-external _SharedArrayEnqueue
000000025feda870 (__TEXT,__text) non-external _SharedArrayEnqueue
000000025fee6c0c (__TEXT,__text) non-external _SharedArrayEnqueue
000000025fee6c0c (__TEXT,__text) non-external _SharedArrayEnqueue
000000025fee63d8 (__TEXT,__text) non-external _SharedArrayPush
000000025ff40c48 (__TEXT,__text) non-external _SharedArrayPush
000000025fee68d4 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
000000025fee603c (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
000000025fee6570 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
000000025fee64f4 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
000000025fee6588 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
000000025fee6998 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
000000025fee6de4 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
000000025fee6da0 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
000000025fee6d40 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
000000025fee6e34 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
000000025fee5bd8 (__TEXT,__text) non-external _SimStreamClose
000000025fee5d34 (__TEXT,__text) non-external _SimStreamPRead
000000025fee5d3c (__TEXT,__text) non-external _SimStreamPWrite
000000025fee5d44 (__TEXT,__text) non-external _SimStreamSimulate
000000025feedff4 (__TEXT,__text) non-external (was a private external) _StringTableAppend
000000025feee124 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
000000025feedfe8 (__TEXT,__text) non-external (was a private external) _StringTableClear
000000025feee5d8 (__TEXT,__text) non-external _StringTableCmp
000000025feedea8 (__TEXT,__text) non-external (was a private external) _StringTableCreate
000000025feedf9c (__TEXT,__text) non-external (was a private external) _StringTableDestroy
000000025feee53c (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
000000025feee3f4 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
000000025feee5d0 (__TEXT,__text) non-external (was a private external) _StringTableSize
000000025feee254 (__TEXT,__text) non-external (was a private external) _StringTableSort
000000025fef46a4 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
000000025fef5100 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
000000025fef5784 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
000000025fef5520 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
000000025fef5664 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
000000025ff3e3f8 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
000000025ff3e88c (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
000000025ff3ebac (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
000000025ff3ecf0 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
000000025ff3eddc (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
000000025fec2dec (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
000000025fec2d74 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000002729c4710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
000000025ff01730 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
000000025fedd150 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
000000025fedc0d8 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
000000025fedcc3c (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
000000025fec8954 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
000000025fec8b28 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
000000025fec9d38 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
000000025fec8aa4 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
000000025fef3630 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
000000025fef40cc (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
000000025ff12a2c (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
000000025ff14548 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
000000025fefd3d0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
000000025fefd5f0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
000000025fefd338 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
000000025fefd0cc (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
000000025fecaf2c (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
000000025fecb90c (__TEXT,__text) non-external _aaAssetExtractorProgress
000000025ff3f93c (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
000000025ff400d0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
000000025ff36888 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
000000025ff36870 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
000000025fed7f50 (__TEXT,__text) non-external _aaCacheStreamCancel
000000025fed7f5c (__TEXT,__text) non-external _aaCacheStreamClose
000000025fed7880 (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
000000025fed7be8 (__TEXT,__text) non-external _aaCacheStreamPRead
000000025fed7d80 (__TEXT,__text) non-external _aaCacheStreamPWrite
000000025fed7f40 (__TEXT,__text) non-external _aaCacheStreamRead
000000025fed7b68 (__TEXT,__text) non-external _aaCacheStreamSeek
000000025fed80a0 (__TEXT,__text) non-external _aaCacheStreamTruncate
000000025fed7f48 (__TEXT,__text) non-external _aaCacheStreamWrite
000000025ff194f0 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
000000025fee8374 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
000000025ff3ba18 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
000000025ff3ba24 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
000000025ff3bb78 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
000000025ff3b8ec (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
000000025ff19d4c (__TEXT,__text) non-external (was a private external) _aaCopyFile
000000025ff3d8cc (__TEXT,__text) non-external _aaDecompressionStreamAbort
000000025ff3d058 (__TEXT,__text) non-external _aaDecompressionStreamClose
000000025ff3d110 (__TEXT,__text) non-external _aaDecompressionStreamRead
000000025ff3cf7c (__TEXT,__text) non-external _aaDecompressionStreamReadInput
000000025ff3ce10 (__TEXT,__text) non-external _aaDecompressionStreamRefill
000000025ff2cd74 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
000000025ff2be90 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
000000025ff2c470 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
000000025ff2c310 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
000000025ff18c54 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
000000025ff18614 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
000000025ff19194 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
000000025ff17f58 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
000000025ff17924 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
000000025ff18260 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
000000025ff1939c (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
000000025ff17510 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
000000025ff177a8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
000000025ff19308 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
000000025ff178f4 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
000000025ff29f0c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
000000025ff29364 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
000000025ff2984c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
000000025ff296fc (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
000000025ff3361c (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
000000025ff338b8 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
000000025ff33760 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
000000025ff123e0 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
000000025ff36e48 (__TEXT,__text) non-external _aaFileStreamAbort
000000025ff368f8 (__TEXT,__text) non-external _aaFileStreamClose
000000025ff36e84 (__TEXT,__text) non-external _aaFileStreamFlush
000000025ff368b8 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
000000025ff36d38 (__TEXT,__text) non-external _aaFileStreamPRead
000000025ff36dc0 (__TEXT,__text) non-external _aaFileStreamPWrite
000000025ff36c30 (__TEXT,__text) non-external _aaFileStreamRead
000000025ff36e54 (__TEXT,__text) non-external _aaFileStreamSeek
000000025ff36e6c (__TEXT,__text) non-external _aaFileStreamTruncate
000000025ff36cb4 (__TEXT,__text) non-external _aaFileStreamWrite
000000025ff046dc (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
000000025feecab4 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
000000025ff27314 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
000000025ff2764c (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
000000025ff2795c (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
000000025ff25db8 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
000000025ff265f4 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
000000025ff03aec (__TEXT,__text) non-external _aaInPlaceStreamCancel
000000025ff03a10 (__TEXT,__text) non-external _aaInPlaceStreamClose
000000025ff03660 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
000000025ff03938 (__TEXT,__text) non-external _aaInPlaceStreamPRead
000000025ff03940 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
000000025ff03948 (__TEXT,__text) non-external _aaInPlaceStreamRead
000000025ff03960 (__TEXT,__text) non-external _aaInPlaceStreamSeek
000000025ff03954 (__TEXT,__text) non-external _aaInPlaceStreamWrite
000000025ff0ae58 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
000000025ff04af0 (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
000000025ff376a0 (__TEXT,__text) non-external _aaMagicStreamAbort
000000025ff37558 (__TEXT,__text) non-external _aaMagicStreamClose
000000025ff3758c (__TEXT,__text) non-external _aaMagicStreamRead
000000025ff04268 (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
000000025ff3c550 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
000000025ff3736c (__TEXT,__text) non-external _aaSharedBufferIStreamClose
000000025ff37324 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
000000025ff373a0 (__TEXT,__text) non-external _aaSharedBufferRead
000000025ff37368 (__TEXT,__text) non-external _aaSharedBufferWrite
000000025ff379fc (__TEXT,__text) non-external _aaTeeStreamAbort
000000025ff377a8 (__TEXT,__text) non-external _aaTeeStreamClose
000000025ff378d0 (__TEXT,__text) non-external _aaTeeStreamPWrite
000000025ff377c4 (__TEXT,__text) non-external _aaTeeStreamWrite
000000025ff36940 (__TEXT,__text) non-external _aaTempFileStreamClose
000000025ff2d824 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
000000025ff0eb9c (__TEXT,__text) non-external _add_control
000000025fecf474 (__TEXT,__text) non-external (was a private external) _aeaChecksum
000000025fecf048 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
000000025fee98cc (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
000000025fee88cc (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
000000025fee8614 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
000000025fee8574 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
000000025feeaf54 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
000000025feea7d8 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
000000025fecf408 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
000000025fecf064 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
000000025fecefa4 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
000000025fecf140 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
000000025fee9c9c (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
000000025fee9b74 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
000000025fee9b10 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
000000025ff0ca00 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
000000025ff0bb1c (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
000000025fed37a4 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
000000025fecf674 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
000000025fed069c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
000000025fecf664 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
000000025fed73e4 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
000000025fed6540 (__TEXT,__text) non-external _aeaInputStreamCancel
000000025fed65a4 (__TEXT,__text) non-external _aeaInputStreamClose
000000025fed6764 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
000000025fed6cac (__TEXT,__text) non-external _aeaInputStreamLoadSegment
000000025fed6324 (__TEXT,__text) non-external _aeaInputStreamRead
000000025fedfde4 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
000000025ff4a902 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
000000025fecf300 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
000000025fed9bc8 (__TEXT,__text) non-external _aeaOutputStreamAbort
000000025fed9be4 (__TEXT,__text) non-external _aeaOutputStreamClose
000000025feda2ec (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
000000025feda75c (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
000000025fed869c (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
000000025fed8b30 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
000000025fed998c (__TEXT,__text) non-external _aeaOutputStreamWrite
000000025fed9338 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
000000025feeaeac (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
000000025fecef98 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
000000025fecf324 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
000000025fedc6ec (__TEXT,__text) non-external _afStreamCancel
000000025fedc540 (__TEXT,__text) non-external _afStreamClose
000000025fedc9e0 (__TEXT,__text) non-external _afStreamCloseWithState
000000025fedc700 (__TEXT,__text) non-external _afStreamWrite
000000025ff3a284 (__TEXT,__text) non-external _afscStreamCancel
000000025ff39d54 (__TEXT,__text) non-external _afscStreamClose
000000025ff3a6b4 (__TEXT,__text) non-external _afscStreamCloseWithState
000000025ff37b8c (__TEXT,__text) non-external _afscStreamOpen
000000025ff3a298 (__TEXT,__text) non-external _afscStreamWrite
000000025fec22d4 (__TEXT,__text) non-external _aggregate_copy_fork
000000025fec2d14 (__TEXT,__text) non-external _aggregate_identical_forks
000000025fecda88 (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
000000025ff2be18 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
000000025ff2bdb0 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
000000025ff2bd40 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
000000025fec5908 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
000000025ff01158 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
000000025ff28804 (__TEXT,__text) non-external _append_field
000000025ff2522c (__TEXT,__text) non-external _applyEntryAttributes
000000025ff00b70 (__TEXT,__text) non-external _applyYEC
000000025fefbff0 (__TEXT,__text) non-external (was a private external) _areFilesEqual
000000025fefc2f4 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
000000025feca788 (__TEXT,__text) non-external _asyncContext
000000025fee8018 (__TEXT,__text) non-external _asyncContext
000000025fecaa7c (__TEXT,__text) non-external _asyncProgress
000000025fee832c (__TEXT,__text) non-external _asyncProgress
000000025fecaa64 (__TEXT,__text) non-external _asyncSelect
000000025fef0f20 (__TEXT,__text) non-external _bestMatchInRange
000000025ff03ce0 (__TEXT,__text) non-external _blockGetFromCache
000000025ff03b68 (__TEXT,__text) non-external _blockReader
000000025ff03e34 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
000000025ff09104 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
000000025ff09abc (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
000000025ff0a420 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
000000025ff098e8 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
000000025ff09d24 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
000000025ff09d8c (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
000000025ff09358 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
000000025ff09160 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000025ff096ec (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
000000025ff09880 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
000000025ff44630 (__TEXT,__text) non-external _cacheData
000000025fed85cc (__TEXT,__text) non-external _cacheFlush
000000025fed8470 (__TEXT,__text) non-external _cachePageEvict
000000025fed813c (__TEXT,__text) non-external _cachePageGet
000000025fed82b8 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
000000025fec9d08 (__TEXT,__text) non-external _cancelProc
000000025fef409c (__TEXT,__text) non-external _cancelProc
000000025feff878 (__TEXT,__text) non-external _cancelProc
000000025ff14518 (__TEXT,__text) non-external _cancelProc
000000025ff16d40 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
