00007ff90e132d86 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90e123c5b (__TEXT,__text) non-external -[SPExecutionPolicyItem cdHash]
00007ff90e123a02 (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
00007ff90e1237b3 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
00007ff90e123636 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
00007ff90e123628 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00007ff90e123c3d (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00007ff90e123c79 (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00007ff90e123c65 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00007ff90e123c6f (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00007ff90e123c47 (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00007ff90e123c51 (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00007ff90e12f616 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00007ff90e12f32a (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00007ff90e12f2e8 (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00007ff90e12f1fd (__TEXT,__text) non-external -[SPInstallationPolicy init]
00007ff90e12f4b3 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:]
00007ff90e12f494 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00007ff90e12f465 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00007ff90e125818 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00007ff90e1257aa (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00007ff90e125653 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00007ff90e1257ec (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00007ff90e12b6de (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00007ff90e12b68e (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00007ff90e12b6a2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff90e12b4b1 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff90e12b2e2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff90e12b136 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff90e12b128 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff90e12b6ca (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff90e12b6b6 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff90e12b6ac (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff90e12b6c0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff90e12b6d4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff90e12b684 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff90e12b698 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff90e1268ee (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff90e126288 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff90e125d24 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff90e125dec (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff90e125ce6 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff90e125cc5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff90e126230 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff90e1268e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff90e125c83 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff90e126698 (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff90e125934 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff90e125f7c (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff90e1264f2 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff90e1265d0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff90e12625c (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff90e126356 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff90e1268b8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff90e12688c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff90e126860 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff90e126834 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff90e125eb4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff90e12641e (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff90e12680a (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff90e1267e0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff90e126718 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff90e126166 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff90e126071 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff90e12b041 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff90e12ac4b (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff90e12ae29 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff90e12ab91 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff90e12aad7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff90e12af35 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff90e11b95d (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff90e11b904 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff90e11b90e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff90e11b92c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff90e11b8f2 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff90e11b918 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff90e11b7ab (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff90e11b333 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90e11b596 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff90e11b46b (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90e11b325 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff90e11b936 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff90e11b585 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff90e11b953 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff90e11b949 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff90e11b8af (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff90e11b940 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff90e11b922 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90e11ac60 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff90e11aa00 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff90e11a8d2 (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff90e11aa42 (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff90e11ab2e (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff90e11ea55 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff90e11e836 (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff90e11e765 (__TEXT,__text) non-external -[SPMetrics init]
00007ff90e11e878 (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff90e11e960 (__TEXT,__text) non-external -[SPMetrics reportMalwareBlock:path:error:]
00007ff90e131d82 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff90e131d78 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90e131d6e (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff90e131a15 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff90e131aa6 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff90e131d64 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff90e1319b6 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff90e1318ee (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff90e131984 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff90e13180d (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff90e1316f1 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff90e131519 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff90e1317c2 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff90e13188a (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff90e1318f8 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff90e13198e (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff90e131894 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff90e13195c (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff90e13192a (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff90e131862 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff90e1318c6 (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff90e131952 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff90e131920 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff90e131858 (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff90e1318bc (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff90e11e73d (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff90e11e39d (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff90e11e643 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff90e11e575 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff90e11e3df (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff90e11e711 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff90e11e4ad (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff90e11e1fe (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff90e11affe (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff90e11aec2 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff90e11ae07 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff90e11af68 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff90e11ac93 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff90e11af36 (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff90e11afcc (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff90e11aeb0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff90e11af9a (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff90e11af72 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff90e11af40 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff90e11afd6 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff90e11afa4 (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff90e11af0e (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff90e11af04 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff90e11ce1c (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00007ff90e11cdea (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00007ff90e11cdc7 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00007ff90e11cd36 (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00007ff90e11cdf4 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00007ff90e11b2fd (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00007ff90e11b12a (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00007ff90e11b16c (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00007ff90e11b047 (__TEXT,__text) non-external -[SPScriptScanner init]
00007ff90e11c0e1 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff90e11c0bc (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff90e11c0d7 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff90e11bbfe (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff90e11b9a6 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff90e11c0cd (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff90e11a249 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff90e11a2cd (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff90e11a2b9 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff90e11a110 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff90e11a25b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff90e11a1d7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff90e11a2d7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff90e11a2c3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff90e139bd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90e139cf8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90e139dcc (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90e139ca8 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff90e139c48 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90e139d28 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90e139ddc (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90e139cd0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90e139bf8 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90e139c58 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00007ff90e139db8 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90e132c37 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff90e132b5b (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943e8be38 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff90e12c3cc (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff9411e4160 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLFileResourceIdentifierKey (from CoreFoundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
00007ff9435129f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff9435129c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff9435129a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff943512978 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff943512950 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff943512928 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff943512cc0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff943512900 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff9435128d8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff9435128b0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff943512888 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff943512c98 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff943e8bae0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPCodeEvaluationProxy
00007ff943512860 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff943512838 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff943512810 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff9435127e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyExportedObject
00007ff943512c70 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff9435127c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff943512c48 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff943512c20 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff943512db0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff943512d88 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff943512d60 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff943512bf8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff943512bd0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff943512798 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff943512ba8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff943512770 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff943512b80 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff943512748 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff943512720 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff943e8ba90 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanEvaluation
00007ff943e8ba40 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanner
00007ff9435126f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff943512b58 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943e8b620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943e8b628 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943e8b630 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff943e8ba20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943e8ba18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff943e8ba28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943e8b6a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff943e8b6b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff943e8b6b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff943e8b6d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943e8b6a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff943e8b6c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff943e8b6c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943e8b9f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943e8ba00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943e8b658 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff943e8b650 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
