00000001e1cadf04 (__TEXT,__text) external _CGLGetCurrentContext
00000001e1ca8908 (__TEXT,__text) external _glGetProgramInfoLog
00000001e1cab5d0 (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00000001e1cab5f0 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00000001e1caa590 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00000001e1caa558 (__TEXT,__text) external _glGetProgramPipelineiv
00000001e1caa17c (__TEXT,__text) external _glGetProgramStageiv
00000001e1cab634 (__TEXT,__text) external _glGetProgramStringARB
00000001e1ca88a0 (__TEXT,__text) external _glGetProgramiv
00000001e1cab654 (__TEXT,__text) external _glGetProgramivARB
00000001e1caa2e4 (__TEXT,__text) external _glGetQueryIndexediv
00000001e1ca9c80 (__TEXT,__text) external _glGetQueryObjecti64v
00000001e1cad7d0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001e1ca7e18 (__TEXT,__text) external _glGetQueryObjectiv
00000001e1cac018 (__TEXT,__text) external _glGetQueryObjectivARB
00000001e1ca9ca0 (__TEXT,__text) external _glGetQueryObjectui64v
00000001e1cad7f0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001e1ca7e38 (__TEXT,__text) external _glGetQueryObjectuiv
00000001e1cac038 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001e1ca7df8 (__TEXT,__text) external _glGetQueryiv
00000001e1cabff8 (__TEXT,__text) external _glGetQueryivARB
00000001e1ca8c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001e1cace2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001e1ca9c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001e1ca9c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001e1ca9c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001e1ca9be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001e1ca70e0 (__TEXT,__text) external _glGetSeparableFilter
00000001e1ca88e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001e1caa3dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001e1ca89c8 (__TEXT,__text) external _glGetShaderSource
00000001e1cac624 (__TEXT,__text) external _glGetShaderSourceARB
00000001e1ca8880 (__TEXT,__text) external _glGetShaderiv
00000001e1ca5534 (__TEXT,__text) external _glGetString
00000001e1ca9624 (__TEXT,__text) external _glGetStringi
00000001e1caa09c (__TEXT,__text) external _glGetSubroutineIndex
00000001e1caa07c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001e1ca9958 (__TEXT,__text) external _glGetSynciv
00000001e1ca554c (__TEXT,__text) external _glGetTexEnvfv
00000001e1ca556c (__TEXT,__text) external _glGetTexEnviv
00000001e1ca558c (__TEXT,__text) external _glGetTexGendv
00000001e1ca55ac (__TEXT,__text) external _glGetTexGenfv
00000001e1ca55cc (__TEXT,__text) external _glGetTexGeniv
00000001e1ca55ec (__TEXT,__text) external _glGetTexImage
00000001e1ca5614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001e1ca5638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001e1ca9564 (__TEXT,__text) external _glGetTexParameterIiv
00000001e1cad6fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001e1ca9584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001e1cad71c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001e1cad9cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001e1ca565c (__TEXT,__text) external _glGetTexParameterfv
00000001e1ca567c (__TEXT,__text) external _glGetTexParameteriv
00000001e1ca907c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001e1cad180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001e1ca96dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001e1cad210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001e1ca9668 (__TEXT,__text) external _glGetUniformIndices
00000001e1ca892c (__TEXT,__text) external _glGetUniformLocation
00000001e1cac598 (__TEXT,__text) external _glGetUniformLocationARB
00000001e1cad22c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001e1caa15c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001e1caa05c (__TEXT,__text) external _glGetUniformdv
00000001e1ca8980 (__TEXT,__text) external _glGetUniformfv
00000001e1cac5e4 (__TEXT,__text) external _glGetUniformfvARB
00000001e1ca89a4 (__TEXT,__text) external _glGetUniformiv
00000001e1cac604 (__TEXT,__text) external _glGetUniformivARB
00000001e1ca93c0 (__TEXT,__text) external _glGetUniformuiv
00000001e1cad618 (__TEXT,__text) external _glGetUniformuivEXT
00000001e1ca9120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001e1cad4d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001e1ca9140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001e1cad4f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001e1caadcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001e1ca8470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001e1cab438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001e1ca8410 (__TEXT,__text) external _glGetVertexAttribdv
00000001e1cab3d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001e1ca8430 (__TEXT,__text) external _glGetVertexAttribfv
00000001e1cab3f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001e1ca8450 (__TEXT,__text) external _glGetVertexAttribiv
00000001e1cab418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001e1ca569c (__TEXT,__text) external _glHint
00000001e1ca7230 (__TEXT,__text) external _glHistogram
00000001e1ca56b8 (__TEXT,__text) external _glIndexMask
00000001e1ca56d0 (__TEXT,__text) external _glIndexPointer
00000001e1ca56f0 (__TEXT,__text) external _glIndexd
00000001e1ca5704 (__TEXT,__text) external _glIndexdv
00000001e1ca571c (__TEXT,__text) external _glIndexf
00000001e1ca5730 (__TEXT,__text) external _glIndexfv
00000001e1ca5748 (__TEXT,__text) external _glIndexi
00000001e1ca5760 (__TEXT,__text) external _glIndexiv
00000001e1ca5778 (__TEXT,__text) external _glIndexs
00000001e1ca5790 (__TEXT,__text) external _glIndexsv
00000001e1ca57a8 (__TEXT,__text) external _glIndexub
00000001e1ca57c0 (__TEXT,__text) external _glIndexubv
00000001e1ca57d8 (__TEXT,__text) external _glInitNames
00000001e1cad85c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001e1ca57ec (__TEXT,__text) external _glInterleavedArrays
00000001e1ca7eac (__TEXT,__text) external _glIsBuffer
00000001e1cac0ac (__TEXT,__text) external _glIsBufferARB
00000001e1ca580c (__TEXT,__text) external _glIsEnabled
00000001e1cad79c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001e1ca8fc8 (__TEXT,__text) external _glIsEnabledi
00000001e1cada3c (__TEXT,__text) external _glIsFenceAPPLE
00000001e1ca8c70 (__TEXT,__text) external _glIsFramebuffer
00000001e1cace4c (__TEXT,__text) external _glIsFramebufferEXT
00000001e1ca5824 (__TEXT,__text) external _glIsList
00000001e1cac854 (__TEXT,__text) external _glIsNamedStringARB
00000001e1ca8868 (__TEXT,__text) external _glIsProgram
00000001e1caaf70 (__TEXT,__text) external _glIsProgramARB
00000001e1caa540 (__TEXT,__text) external _glIsProgramPipeline
00000001e1ca7dac (__TEXT,__text) external _glIsQuery
00000001e1cabfac (__TEXT,__text) external _glIsQueryARB
00000001e1ca8bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001e1cacd9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001e1ca9af4 (__TEXT,__text) external _glIsSampler
00000001e1ca8850 (__TEXT,__text) external _glIsShader
00000001e1ca98cc (__TEXT,__text) external _glIsSync
00000001e1ca583c (__TEXT,__text) external _glIsTexture
00000001e1caa22c (__TEXT,__text) external _glIsTransformFeedback
00000001e1ca8f10 (__TEXT,__text) external _glIsVertexArray
00000001e1cadb60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001e1cad8e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001e1cad810 (__TEXT,__text) external _glLabelObjectEXT
00000001e1cadd40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001e1ca5854 (__TEXT,__text) external _glLightModelf
00000001e1ca586c (__TEXT,__text) external _glLightModelfv
00000001e1ca5888 (__TEXT,__text) external _glLightModeli
00000001e1ca58a4 (__TEXT,__text) external _glLightModeliv
00000001e1ca58c0 (__TEXT,__text) external _glLightf
00000001e1ca58dc (__TEXT,__text) external _glLightfv
00000001e1ca58fc (__TEXT,__text) external _glLighti
00000001e1ca591c (__TEXT,__text) external _glLightiv
00000001e1ca593c (__TEXT,__text) external _glLineStipple
00000001e1ca5958 (__TEXT,__text) external _glLineWidth
00000001e1ca858c (__TEXT,__text) external _glLinkProgram
00000001e1cac274 (__TEXT,__text) external _glLinkProgramARB
00000001e1ca596c (__TEXT,__text) external _glListBase
00000001e1ca5984 (__TEXT,__text) external _glLoadIdentity
00000001e1ca5998 (__TEXT,__text) external _glLoadMatrixd
00000001e1ca59b0 (__TEXT,__text) external _glLoadMatrixf
00000001e1ca59c8 (__TEXT,__text) external _glLoadName
00000001e1ca7664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001e1cabb50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001e1ca767c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001e1cabb68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001e1cac95c (__TEXT,__text) external _glLockArraysEXT
00000001e1ca59e0 (__TEXT,__text) external _glLogicOp
00000001e1ca59f8 (__TEXT,__text) external _glMap1d
00000001e1ca5a1c (__TEXT,__text) external _glMap1f
00000001e1ca5a40 (__TEXT,__text) external _glMap2d
00000001e1ca5a6c (__TEXT,__text) external _glMap2f
00000001e1ca7f30 (__TEXT,__text) external _glMapBuffer
00000001e1cac130 (__TEXT,__text) external _glMapBufferARB
00000001e1ca8e7c (__TEXT,__text) external _glMapBufferRange
00000001e1ca5a98 (__TEXT,__text) external _glMapGrid1d
00000001e1ca5ab0 (__TEXT,__text) external _glMapGrid1f
00000001e1ca5ac8 (__TEXT,__text) external _glMapGrid2d
00000001e1ca5ae4 (__TEXT,__text) external _glMapGrid2f
00000001e1cad8fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001e1cad924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001e1cad94c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001e1cad97c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001e1ca5b00 (__TEXT,__text) external _glMaterialf
00000001e1ca5b1c (__TEXT,__text) external _glMaterialfv
00000001e1ca5b3c (__TEXT,__text) external _glMateriali
00000001e1ca5b5c (__TEXT,__text) external _glMaterialiv
00000001e1ca5b7c (__TEXT,__text) external _glMatrixMode
00000001e1caa308 (__TEXT,__text) external _glMinSampleShading
00000001e1cac754 (__TEXT,__text) external _glMinSampleShadingARB
00000001e1ca7254 (__TEXT,__text) external _glMinmax
00000001e1ca5b94 (__TEXT,__text) external _glMultMatrixd
00000001e1ca5bac (__TEXT,__text) external _glMultMatrixf
00000001e1ca7694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001e1cabb80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001e1ca76ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001e1cabb98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001e1ca7ba0 (__TEXT,__text) external _glMultiDrawArrays
00000001e1cacd08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001e1cadbdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001e1ca7bc4 (__TEXT,__text) external _glMultiDrawElements
00000001e1ca986c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001e1cacd2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001e1cadd60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001e1cadd88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001e1cadc00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001e1ca72d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001e1cab7c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001e1ca72ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001e1cab7d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001e1ca7308 (__TEXT,__text) external _glMultiTexCoord1f
00000001e1cab7f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001e1ca7320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001e1cab80c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001e1ca733c (__TEXT,__text) external _glMultiTexCoord1i
00000001e1cab828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001e1ca7358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001e1cab844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001e1ca7374 (__TEXT,__text) external _glMultiTexCoord1s
00000001e1cab860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001e1ca7390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001e1cab87c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001e1ca73ac (__TEXT,__text) external _glMultiTexCoord2d
00000001e1cab898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001e1ca73c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001e1cab8b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001e1ca73e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001e1cab8cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001e1ca73f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001e1cab8e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001e1ca7414 (__TEXT,__text) external _glMultiTexCoord2i
00000001e1cab900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001e1ca7434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001e1cab920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001e1ca7450 (__TEXT,__text) external _glMultiTexCoord2s
00000001e1cab93c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001e1ca7470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001e1cab95c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001e1ca748c (__TEXT,__text) external _glMultiTexCoord3d
00000001e1cab978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001e1ca74a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001e1cab990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001e1ca74c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001e1cab9ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001e1ca74d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001e1cab9c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001e1ca74f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001e1cab9e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001e1ca7518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001e1caba04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001e1ca7534 (__TEXT,__text) external _glMultiTexCoord3s
00000001e1caba20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001e1ca7558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001e1caba44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001e1ca7574 (__TEXT,__text) external _glMultiTexCoord4d
00000001e1caba60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001e1ca758c (__TEXT,__text) external _glMultiTexCoord4dv
00000001e1caba78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001e1ca75a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001e1caba94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001e1ca75c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001e1cabaac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001e1ca75dc (__TEXT,__text) external _glMultiTexCoord4i
00000001e1cabac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001e1ca7604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001e1cabaf0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001e1ca7620 (__TEXT,__text) external _glMultiTexCoord4s
00000001e1cabb0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001e1ca7648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001e1cabb34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001e1cac7ec (__TEXT,__text) external _glNamedStringARB
00000001e1ca5bc4 (__TEXT,__text) external _glNewList
00000001e1ca5be0 (__TEXT,__text) external _glNormal3b
00000001e1ca5c00 (__TEXT,__text) external _glNormal3bv
00000001e1ca5c18 (__TEXT,__text) external _glNormal3d
00000001e1ca5c2c (__TEXT,__text) external _glNormal3dv
00000001e1ca5c44 (__TEXT,__text) external _glNormal3f
00000001e1ca5c58 (__TEXT,__text) external _glNormal3fv
00000001e1ca5c70 (__TEXT,__text) external _glNormal3i
00000001e1ca5c90 (__TEXT,__text) external _glNormal3iv
00000001e1ca5ca8 (__TEXT,__text) external _glNormal3s
00000001e1ca5cc8 (__TEXT,__text) external _glNormal3sv
00000001e1ca5ce0 (__TEXT,__text) external _glNormalPointer
00000001e1cadca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001e1cadcc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001e1ca5d00 (__TEXT,__text) external _glOrtho
00000001e1cade18 (__TEXT,__text) external _glPNTrianglesfATI
00000001e1cade20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001e1cade14 (__TEXT,__text) external _glPNTrianglesiATI
00000001e1cade1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001e1ca5d14 (__TEXT,__text) external _glPassThrough
00000001e1caa1bc (__TEXT,__text) external _glPatchParameterfv
00000001e1caa1a0 (__TEXT,__text) external _glPatchParameteri
00000001e1caa244 (__TEXT,__text) external _glPauseTransformFeedback
00000001e1ca5d28 (__TEXT,__text) external _glPixelMapfv
00000001e1ca5d48 (__TEXT,__text) external _glPixelMapuiv
00000001e1ca5d68 (__TEXT,__text) external _glPixelMapusv
00000001e1ca5d88 (__TEXT,__text) external _glPixelStoref
00000001e1ca5da0 (__TEXT,__text) external _glPixelStorei
00000001e1ca5dbc (__TEXT,__text) external _glPixelTransferf
00000001e1ca5dd4 (__TEXT,__text) external _glPixelTransferi
00000001e1ca5df0 (__TEXT,__text) external _glPixelZoom
00000001e1ca7b10 (__TEXT,__text) external _glPointParameterf
00000001e1cabdb8 (__TEXT,__text) external _glPointParameterfARB
00000001e1ca7b28 (__TEXT,__text) external _glPointParameterfv
00000001e1cabdd0 (__TEXT,__text) external _glPointParameterfvARB
00000001e1ca7b44 (__TEXT,__text) external _glPointParameteri
00000001e1cade54 (__TEXT,__text) external _glPointParameteriNV
00000001e1ca7b60 (__TEXT,__text) external _glPointParameteriv
00000001e1cade70 (__TEXT,__text) external _glPointParameterivNV
00000001e1ca5e04 (__TEXT,__text) external _glPointSize
00000001e1cadd0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001e1ca5e18 (__TEXT,__text) external _glPolygonMode
00000001e1ca5e34 (__TEXT,__text) external _glPolygonOffset
00000001e1ca5e48 (__TEXT,__text) external _glPolygonStipple
00000001e1ca5e60 (__TEXT,__text) external _glPopAttrib
00000001e1ca5e74 (__TEXT,__text) external _glPopClientAttrib
00000001e1cad894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001e1ca5e88 (__TEXT,__text) external _glPopMatrix
00000001e1ca5e9c (__TEXT,__text) external _glPopName
00000001e1ca97d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001e1ca5eb0 (__TEXT,__text) external _glPrioritizeTextures
00000001e1caa450 (__TEXT,__text) external _glProgramBinary
00000001e1cab458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001e1cab474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001e1cab494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001e1cab4b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001e1cab548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001e1cab4d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001e1cab4ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001e1cab50c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001e1cab528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001e1cab56c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001e1caa474 (__TEXT,__text) external _glProgramParameteri
00000001e1cad030 (__TEXT,__text) external _glProgramParameteriEXT
00000001e1cab610 (__TEXT,__text) external _glProgramStringARB
00000001e1caaa6c (__TEXT,__text) external _glProgramUniform1d
00000001e1caaadc (__TEXT,__text) external _glProgramUniform1dv
00000001e1caa64c (__TEXT,__text) external _glProgramUniform1f
00000001e1caa74c (__TEXT,__text) external _glProgramUniform1fv
00000001e1caa5b4 (__TEXT,__text) external _glProgramUniform1i
00000001e1caa6bc (__TEXT,__text) external _glProgramUniform1iv
00000001e1caa854 (__TEXT,__text) external _glProgramUniform1ui
00000001e1caa8ec (__TEXT,__text) external _glProgramUniform1uiv
00000001e1caaa88 (__TEXT,__text) external _glProgramUniform2d
00000001e1caab00 (__TEXT,__text) external _glProgramUniform2dv
00000001e1caa668 (__TEXT,__text) external _glProgramUniform2f
00000001e1caa770 (__TEXT,__text) external _glProgramUniform2fv
00000001e1caa5d4 (__TEXT,__text) external _glProgramUniform2i
00000001e1caa6e0 (__TEXT,__text) external _glProgramUniform2iv
00000001e1caa874 (__TEXT,__text) external _glProgramUniform2ui
00000001e1caa910 (__TEXT,__text) external _glProgramUniform2uiv
00000001e1caaaa4 (__TEXT,__text) external _glProgramUniform3d
00000001e1caab24 (__TEXT,__text) external _glProgramUniform3dv
00000001e1caa684 (__TEXT,__text) external _glProgramUniform3f
00000001e1caa794 (__TEXT,__text) external _glProgramUniform3fv
00000001e1caa5f8 (__TEXT,__text) external _glProgramUniform3i
00000001e1caa704 (__TEXT,__text) external _glProgramUniform3iv
00000001e1caa898 (__TEXT,__text) external _glProgramUniform3ui
00000001e1caa934 (__TEXT,__text) external _glProgramUniform3uiv
00000001e1caaac0 (__TEXT,__text) external _glProgramUniform4d
00000001e1caab48 (__TEXT,__text) external _glProgramUniform4dv
00000001e1caa6a0 (__TEXT,__text) external _glProgramUniform4f
00000001e1caa7b8 (__TEXT,__text) external _glProgramUniform4fv
00000001e1caa620 (__TEXT,__text) external _glProgramUniform4i
00000001e1caa728 (__TEXT,__text) external _glProgramUniform4iv
00000001e1caa8c0 (__TEXT,__text) external _glProgramUniform4ui
00000001e1caa958 (__TEXT,__text) external _glProgramUniform4uiv
00000001e1caab6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001e1caa7dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001e1caabe4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001e1caa97c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001e1caac34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001e1caa9cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001e1caab94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001e1caa804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001e1caac0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001e1caa9a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001e1caac84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001e1caaa1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001e1caabbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001e1caa82c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001e1caac5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001e1caa9f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001e1caacac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001e1caaa44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001e1ca9898 (__TEXT,__text) external _glProvokingVertex
00000001e1cad7b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001e1ca5ed0 (__TEXT,__text) external _glPushAttrib
00000001e1ca5ee8 (__TEXT,__text) external _glPushClientAttrib
00000001e1cad878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001e1ca5f00 (__TEXT,__text) external _glPushMatrix
00000001e1ca5f14 (__TEXT,__text) external _glPushName
00000001e1ca9c64 (__TEXT,__text) external _glQueryCounter
00000001e1ca5f2c (__TEXT,__text) external _glRasterPos2d
00000001e1ca5f40 (__TEXT,__text) external _glRasterPos2dv
00000001e1ca5f58 (__TEXT,__text) external _glRasterPos2f
00000001e1ca5f6c (__TEXT,__text) external _glRasterPos2fv
00000001e1ca5f84 (__TEXT,__text) external _glRasterPos2i
00000001e1ca5fa0 (__TEXT,__text) external _glRasterPos2iv
00000001e1ca5fb8 (__TEXT,__text) external _glRasterPos2s
00000001e1ca5fd4 (__TEXT,__text) external _glRasterPos2sv
00000001e1ca5fec (__TEXT,__text) external _glRasterPos3d
00000001e1ca6000 (__TEXT,__text) external _glRasterPos3dv
00000001e1ca6018 (__TEXT,__text) external _glRasterPos3f
00000001e1ca602c (__TEXT,__text) external _glRasterPos3fv
00000001e1ca6044 (__TEXT,__text) external _glRasterPos3i
00000001e1ca6064 (__TEXT,__text) external _glRasterPos3iv
00000001e1ca607c (__TEXT,__text) external _glRasterPos3s
00000001e1ca609c (__TEXT,__text) external _glRasterPos3sv
00000001e1ca60b4 (__TEXT,__text) external _glRasterPos4d
00000001e1ca60c8 (__TEXT,__text) external _glRasterPos4dv
00000001e1ca60e0 (__TEXT,__text) external _glRasterPos4f
00000001e1ca60f4 (__TEXT,__text) external _glRasterPos4fv
00000001e1ca610c (__TEXT,__text) external _glRasterPos4i
00000001e1ca6130 (__TEXT,__text) external _glRasterPos4iv
00000001e1ca6148 (__TEXT,__text) external _glRasterPos4s
00000001e1ca616c (__TEXT,__text) external _glRasterPos4sv
00000001e1ca6184 (__TEXT,__text) external _glReadBuffer
00000001e1ca619c (__TEXT,__text) external _glReadPixels
00000001e1ca61cc (__TEXT,__text) external _glRectd
00000001e1ca61e0 (__TEXT,__text) external _glRectdv
00000001e1ca61fc (__TEXT,__text) external _glRectf
00000001e1ca6210 (__TEXT,__text) external _glRectfv
00000001e1ca622c (__TEXT,__text) external _glRecti
00000001e1ca6250 (__TEXT,__text) external _glRectiv
00000001e1ca626c (__TEXT,__text) external _glRects
00000001e1ca6290 (__TEXT,__text) external _glRectsv
00000001e1caa3a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001e1ca62ac (__TEXT,__text) external _glRenderMode
00000001e1ca8c2c (__TEXT,__text) external _glRenderbufferStorage
00000001e1cace08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001e1ca8e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001e1cad008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001e1ca7274 (__TEXT,__text) external _glResetHistogram
00000001e1ca728c (__TEXT,__text) external _glResetMinmax
00000001e1caa258 (__TEXT,__text) external _glResumeTransformFeedback
00000001e1ca62c4 (__TEXT,__text) external _glRotated
00000001e1ca62d8 (__TEXT,__text) external _glRotatef
