00000001d7848550 (__DATA,__common) external _BC
000000019ebc1bc4 (__TEXT,__text) external _savetty
000000019ebbc99c (__TEXT,__text) external _scanw
000000019ebbcdc8 (__TEXT,__text) external _scr_dump
000000019ebbce34 (__TEXT,__text) external _scr_init
000000019ebbcd44 (__TEXT,__text) external _scr_restore
000000019ebbcee0 (__TEXT,__text) external _scr_set
000000019ebcd3dc (__TEXT,__text) external _scrl
000000019ebcd3f0 (__TEXT,__text) external _scroll
000000019ebbd228 (__TEXT,__text) external _scrollok
                 (undefined) external _select (from libSystem)
000000019ebb57ec (__TEXT,__text) external _set_curterm
000000019ebb64d4 (__TEXT,__text) external _set_escdelay
000000019ebbdc38 (__TEXT,__text) external _set_tabsize
000000019ebbd288 (__TEXT,__text) external _set_term
000000019ebb4694 (__TEXT,__text) external _setcchar
                 (undefined) external _setlocale (from libSystem)
000000019ebcd3f8 (__TEXT,__text) external _setscrreg
000000019ebbe04c (__TEXT,__text) external _setupterm
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sleep (from libSystem)
000000019ebbe6b4 (__TEXT,__text) external _slk_attr
000000019ebcd410 (__TEXT,__text) external _slk_attr_off
000000019ebcd420 (__TEXT,__text) external _slk_attr_on
000000019ebbe548 (__TEXT,__text) external _slk_attr_set
000000019ebbe5c8 (__TEXT,__text) external _slk_attroff
000000019ebbe61c (__TEXT,__text) external _slk_attron
000000019ebbe678 (__TEXT,__text) external _slk_attrset
000000019ebbe6dc (__TEXT,__text) external _slk_clear
000000019ebbe788 (__TEXT,__text) external _slk_color
000000019ebbe7e4 (__TEXT,__text) external _slk_init
000000019ebbe830 (__TEXT,__text) external _slk_label
000000019ebbe87c (__TEXT,__text) external _slk_noutrefresh
000000019ebbeb80 (__TEXT,__text) external _slk_refresh
000000019ebbe418 (__TEXT,__text) external _slk_restore
000000019ebbebf4 (__TEXT,__text) external _slk_set
000000019ebbef3c (__TEXT,__text) external _slk_touch
000000019ebbe440 (__TEXT,__text) external _slk_wset
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
000000019ebcd44c (__TEXT,__text) external _standend
000000019ebcd430 (__TEXT,__text) external _standout
000000019ebb4b74 (__TEXT,__text) external _start_color
                 (undefined) external _stat (from libSystem)
00000001d7848408 (__DATA,__common) external _stdscr
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001d31443b8 (__DATA_CONST,__const) external _strcodes
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001d31462f8 (__DATA_CONST,__const) external _strfnames
                 (undefined) external _strlen (from libSystem)
00000001d3145600 (__DATA_CONST,__const) external _strnames
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtol (from libSystem)
000000019ebbb48c (__TEXT,__text) external _subpad
000000019ebbab60 (__TEXT,__text) external _subwin
000000019ebc3030 (__TEXT,__text) external _syncok
                 (undefined) external _tcflush (from libSystem)
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcgetpgrp (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
000000019ebc21b8 (__TEXT,__text) external _term_attrs
000000019ebc2990 (__TEXT,__text) external _termattrs
000000019ebbf210 (__TEXT,__text) external _termname
000000019ebaa64c (__TEXT,__text) external _tgetent
000000019ebbef6c (__TEXT,__text) external _tgetflag
000000019ebbf01c (__TEXT,__text) external _tgetnum
000000019ebbf0dc (__TEXT,__text) external _tgetstr
000000019ebbf230 (__TEXT,__text) external _tgoto
000000019ebbf688 (__TEXT,__text) external _tigetflag
000000019ebbf734 (__TEXT,__text) external _tigetnum
000000019ebbf7f0 (__TEXT,__text) external _tigetstr
000000019ebcd464 (__TEXT,__text) external _timeout
000000019ebcd478 (__TEXT,__text) external _touchline
000000019ebcd480 (__TEXT,__text) external _touchwin
000000019ebbfd40 (__TEXT,__text) external _tparm
000000019ebc12c0 (__TEXT,__text) external _tputs
00000001d7848438 (__DATA,__common) external _ttytype
000000019ebbaeb8 (__TEXT,__text) external _typeahead
000000019ebca444 (__TEXT,__text) external _unctrl
000000019ebc1ff0 (__TEXT,__text) external _unget_wch
000000019ebc2178 (__TEXT,__text) external _ungetch
000000019ebb8128 (__TEXT,__text) external _ungetmouse
000000019ebcd4a0 (__TEXT,__text) external _untouchwin
000000019ebb5a80 (__TEXT,__text) external _use_default_colors
000000019ebbdc88 (__TEXT,__text) external _use_env
000000019ebb11cc (__TEXT,__text) external _use_extended_names
000000019ebb237c (__TEXT,__text) external _use_legacy_coding
000000019ebca458 (__TEXT,__text) external _use_screen
000000019ebca4b4 (__TEXT,__text) external _use_window
                 (undefined) external _vfprintf (from libSystem)
000000019ebc219c (__TEXT,__text) external _vid_attr
000000019ebc218c (__TEXT,__text) external _vid_puts
000000019ebc2964 (__TEXT,__text) external _vidattr
000000019ebc2240 (__TEXT,__text) external _vidputs
000000019ebcd4c0 (__TEXT,__text) external _vline
000000019ebce794 (__TEXT,__text) external _vline_set
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _vsscanf (from libSystem)
000000019ebcd4d8 (__TEXT,__text) external _vw_printw
000000019ebcd4dc (__TEXT,__text) external _vw_scanw
000000019ebbbac4 (__TEXT,__text) external _vwprintw
000000019ebbc918 (__TEXT,__text) external _vwscanw
000000019ebb25f8 (__TEXT,__text) external _wadd_wch
000000019ebb3658 (__TEXT,__text) external _wadd_wchnstr
000000019ebce7ac (__TEXT,__text) external _wadd_wchstr
000000019ebb2d58 (__TEXT,__text) external _waddch
000000019ebb353c (__TEXT,__text) external _waddchnstr
000000019ebcd4e0 (__TEXT,__text) external _waddchstr
000000019ebb3498 (__TEXT,__text) external _waddnstr
000000019ebb3a00 (__TEXT,__text) external _waddnwstr
000000019ebcd4e8 (__TEXT,__text) external _waddstr
000000019ebce7b4 (__TEXT,__text) external _waddwstr
000000019ebcd50c (__TEXT,__text) external _wattr_get
000000019ebc2dbc (__TEXT,__text) external _wattr_off
000000019ebc2dec (__TEXT,__text) external _wattr_on
000000019ebcd52c (__TEXT,__text) external _wattr_set
000000019ebcd4f8 (__TEXT,__text) external _wattroff
000000019ebcd4f0 (__TEXT,__text) external _wattron
000000019ebcd500 (__TEXT,__text) external _wattrset
000000019ebb3e8c (__TEXT,__text) external _wbkgd
000000019ebb3c50 (__TEXT,__text) external _wbkgdset
000000019ebb3c88 (__TEXT,__text) external _wbkgrnd
000000019ebb3b98 (__TEXT,__text) external _wbkgrndset
000000019ebb3ec4 (__TEXT,__text) external _wborder
000000019ebb42a0 (__TEXT,__text) external _wborder_set
000000019ebb4834 (__TEXT,__text) external _wchgat
000000019ebb48ec (__TEXT,__text) external _wclear
000000019ebb493c (__TEXT,__text) external _wclrtobot
000000019ebb4a1c (__TEXT,__text) external _wclrtoeol
000000019ebb57b8 (__TEXT,__text) external _wcolor_set
                 (undefined) external _wcrtomb (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsrtombs (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
                 (undefined) external _wctob (from libSystem)
000000019ebc3110 (__TEXT,__text) external _wcursyncup
                 (undefined) external _wcwidth (from libSystem)
000000019ebb58e0 (__TEXT,__text) external _wdelch
000000019ebcd540 (__TEXT,__text) external _wdeleteln
000000019ebb2708 (__TEXT,__text) external _wecho_wchar
000000019ebb2dbc (__TEXT,__text) external _wechochar
000000019ebb8440 (__TEXT,__text) external _wenclose
000000019ebb5c14 (__TEXT,__text) external _werase
000000019ebb5e40 (__TEXT,__text) external _wget_wch
000000019ebce7bc (__TEXT,__text) external _wget_wstr
000000019ebce7c4 (__TEXT,__text) external _wgetbkgrnd
000000019ebb6b64 (__TEXT,__text) external _wgetch
000000019ebb5fb8 (__TEXT,__text) external _wgetn_wstr
000000019ebb6bbc (__TEXT,__text) external _wgetnstr
000000019ebcd640 (__TEXT,__text) external _wgetparent
000000019ebcd6a4 (__TEXT,__text) external _wgetscrreg
000000019ebcd548 (__TEXT,__text) external _wgetstr
000000019ebb705c (__TEXT,__text) external _whline
000000019ebb71ac (__TEXT,__text) external _whline_set
000000019ebb72ec (__TEXT,__text) external _win_wch
000000019ebb7330 (__TEXT,__text) external _win_wchnstr
000000019ebce7dc (__TEXT,__text) external _win_wchstr
000000019ebc2e1c (__TEXT,__text) external _winch
000000019ebb73dc (__TEXT,__text) external _winchnstr
000000019ebcd550 (__TEXT,__text) external _winchstr
000000019ebb7c28 (__TEXT,__text) external _winnstr
000000019ebb7df8 (__TEXT,__text) external _winnwstr
000000019ebb76a4 (__TEXT,__text) external _wins_nwstr
000000019ebb7514 (__TEXT,__text) external _wins_wch
000000019ebce7e4 (__TEXT,__text) external _wins_wstr
000000019ebb7ac4 (__TEXT,__text) external _winsch
000000019ebb7b14 (__TEXT,__text) external _winsdelln
000000019ebcd558 (__TEXT,__text) external _winsertln
000000019ebb7b88 (__TEXT,__text) external _winsnstr
000000019ebcd560 (__TEXT,__text) external _winsstr
000000019ebcd568 (__TEXT,__text) external _winstr
000000019ebb7ec8 (__TEXT,__text) external _winwstr
                 (undefined) external _wmemchr (from libSystem)
                 (undefined) external _wmemcpy (from libSystem)
000000019ebb84d8 (__TEXT,__text) external _wmouse_trafo
000000019ebb8bd0 (__TEXT,__text) external _wmove
000000019ebbc3f8 (__TEXT,__text) external _wnoutrefresh
000000019ebbbb20 (__TEXT,__text) external _wprintw
000000019ebbc240 (__TEXT,__text) external _wredrawln
000000019ebbc364 (__TEXT,__text) external _wrefresh
000000019ebca704 (__TEXT,__text) external _wresize
                 (undefined) external _write (from libSystem)
000000019ebbc9d8 (__TEXT,__text) external _wscanw
000000019ebbd1b8 (__TEXT,__text) external _wscrl
000000019ebbd244 (__TEXT,__text) external _wsetscrreg
000000019ebcd580 (__TEXT,__text) external _wstandend
000000019ebcd570 (__TEXT,__text) external _wstandout
000000019ebc304c (__TEXT,__text) external _wsyncdown
000000019ebc2ea0 (__TEXT,__text) external _wsyncup
000000019ebbad14 (__TEXT,__text) external _wtimeout
000000019ebbf928 (__TEXT,__text) external _wtouchln
000000019ebc32b8 (__TEXT,__text) external _wunctrl
000000019ebc2a48 (__TEXT,__text) external _wvline
000000019ebc2b98 (__TEXT,__text) external _wvline_set
