000000020c0bce38 (__TEXT,__text) external _AAAFSCGetMetadata
000000020c07b43c (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
000000020c07b5a4 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
000000020c07b444 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
000000020c07b4dc (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
000000020c07b524 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
000000020c05b60c (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
000000020c05b5cc (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
000000020c05aa64 (__TEXT,__text) non-external (was a private external) _PCompressFilter
000000020c051b2c (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
000000020c06d758 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
000000020c051afc (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
000000020c051af0 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
000000020c051ad0 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
000000020c06d738 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
000000020c05d144 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
000000020c05d11c (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
000000020c0c6cf4 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
000000020c0c6ccc (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
000000020c05fe80 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
000000020c05fe58 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
000000020c0619c0 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
000000020c061a10 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
000000020c06c310 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
000000020c06c2e8 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
000000020c06d5e0 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
000000020c06d628 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
000000020c0c6d1c (__TEXT,__text) non-external (was a private external) _PagedFileCreate
000000020c0c70f0 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
000000020c0c727c (__TEXT,__text) non-external (was a private external) _PagedFileDump
000000020c0c7984 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
000000020c0c7930 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
000000020c0c79f0 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
000000020c0c7924 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
000000020c0c75cc (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
000000020c0c7c00 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
000000020c0c752c (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
000000020c0c76e0 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
000000020c077c60 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
000000020c077c44 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
000000020c0785e4 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
000000020c0787b8 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
000000020c08144c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
000000020c08011c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
000000020c080038 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
000000020c07fd9c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
000000020c07f658 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
000000020c07f02c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
000000020c07f3d0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
000000020c06d6d4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
000000020c06d668 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
000000020c08acec (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
000000020c06f3d0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
000000020c08acf0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
000000020c08acf4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
000000020c08ad2c (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
000000020c061fa8 (__TEXT,__text) non-external _RNG
000000020c0c36c0 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
000000020c0c348c (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
000000020c0c3514 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
000000020c0573c8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
000000020c057230 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
000000020c057344 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
000000020c0628f8 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
000000020c0a6c64 (__TEXT,__text) non-external _SemInit
000000020c0c4b98 (__TEXT,__text) non-external _SemInit
000000020c067e2c (__TEXT,__text) non-external _SharedArrayEnqueue
000000020c0710e0 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020c07e904 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020c09b598 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020c0708ac (__TEXT,__text) non-external _SharedArrayPush
000000020c0c4a7c (__TEXT,__text) non-external _SharedArrayPush
000000020c070da8 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
000000020c070520 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
000000020c070a44 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
000000020c0709c8 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
000000020c070a5c (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
000000020c070e6c (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
000000020c0712b8 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
000000020c071274 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
000000020c071214 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
000000020c071308 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
000000020c077354 (__TEXT,__text) non-external (was a private external) _StringTableAppend
000000020c077484 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
000000020c077348 (__TEXT,__text) non-external (was a private external) _StringTableClear
000000020c07793c (__TEXT,__text) non-external _StringTableCmp
000000020c077208 (__TEXT,__text) non-external (was a private external) _StringTableCreate
000000020c0772fc (__TEXT,__text) non-external (was a private external) _StringTableDestroy
000000020c0778a0 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
000000020c077758 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
000000020c077934 (__TEXT,__text) non-external (was a private external) _StringTableSize
000000020c0775b4 (__TEXT,__text) non-external (was a private external) _StringTableSort
000000020c07daa0 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
000000020c07e4e4 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
000000020c07ec9c (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
000000020c07ea38 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
000000020c07eb7c (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
000000020c0c20f8 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
000000020c0c258c (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
000000020c0c28a4 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
000000020c0c29e8 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
000000020c0c2ad4 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
000000020c051950 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
000000020c0518d8 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
0000000217b98e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
000000020c08aad8 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
000000020c06a1f8 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
000000020c069650 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
000000020c0573e4 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
000000020c0575b8 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
000000020c058800 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
000000020c057534 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
000000020c07ca08 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
000000020c07d4f4 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
000000020c097640 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
000000020c086998 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
000000020c086bb8 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
000000020c086900 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
000000020c086694 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
000000020c0599e0 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
000000020c05a3b8 (__TEXT,__text) non-external _aaAssetExtractorProgress
000000020c0c36dc (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
000000020c0c3e68 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
000000020c0baf50 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
000000020c09db84 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
000000020c072878 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
000000020c0c0214 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
000000020c0c0220 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
000000020c0c0388 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
000000020c0c00e8 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
000000020c09e438 (__TEXT,__text) non-external (was a private external) _aaCopyFile
000000020c0c20e0 (__TEXT,__text) non-external _aaDecompressionStreamAbort
000000020c0c188c (__TEXT,__text) non-external _aaDecompressionStreamClose
000000020c0c1944 (__TEXT,__text) non-external _aaDecompressionStreamRead
000000020c0c17b0 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
000000020c0c166c (__TEXT,__text) non-external _aaDecompressionStreamRefill
000000020c0b16c4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
000000020c0b0848 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
000000020c0b0de4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
000000020c0b0c84 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
000000020c09d2dc (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
000000020c09cc9c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
000000020c09d828 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
000000020c09c5b8 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
000000020c09bf84 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
000000020c09c8d4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
000000020c09da30 (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
000000020c09bb70 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
000000020c09be08 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
000000020c09d99c (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
000000020c09bf54 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
000000020c0ae850 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
000000020c0add40 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
000000020c0ae1ec (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
000000020c0ae09c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
000000020c0b7d04 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
000000020c0b7f9c (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
000000020c0b7e44 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
000000020c097004 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
000000020c0bb510 (__TEXT,__text) non-external _aaFileStreamAbort
000000020c0bafc0 (__TEXT,__text) non-external _aaFileStreamClose
000000020c0bb54c (__TEXT,__text) non-external _aaFileStreamFlush
000000020c0baf80 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
000000020c0bb400 (__TEXT,__text) non-external _aaFileStreamPRead
000000020c0bb488 (__TEXT,__text) non-external _aaFileStreamPWrite
000000020c0bb2f8 (__TEXT,__text) non-external _aaFileStreamRead
000000020c0bb51c (__TEXT,__text) non-external _aaFileStreamSeek
000000020c0bb534 (__TEXT,__text) non-external _aaFileStreamTruncate
000000020c0bb37c (__TEXT,__text) non-external _aaFileStreamWrite
000000020c0abc90 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
000000020c0abfc8 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
000000020c0ac2e8 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
000000020c0aa75c (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
000000020c0aaf70 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
000000020c08ce80 (__TEXT,__text) non-external _aaInPlaceStreamCancel
000000020c08cda4 (__TEXT,__text) non-external _aaInPlaceStreamClose
000000020c08ca04 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
000000020c08cccc (__TEXT,__text) non-external _aaInPlaceStreamPRead
000000020c08ccd4 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
000000020c08ccdc (__TEXT,__text) non-external _aaInPlaceStreamRead
000000020c08ccf4 (__TEXT,__text) non-external _aaInPlaceStreamSeek
000000020c08cce8 (__TEXT,__text) non-external _aaInPlaceStreamWrite
000000020c0bbd60 (__TEXT,__text) non-external _aaMagicStreamAbort
000000020c0bbc18 (__TEXT,__text) non-external _aaMagicStreamClose
000000020c0bbc4c (__TEXT,__text) non-external _aaMagicStreamRead
000000020c0c0db4 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
000000020c0bba34 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
000000020c0bb9ec (__TEXT,__text) non-external _aaSharedBufferOStreamClose
000000020c0bba68 (__TEXT,__text) non-external _aaSharedBufferRead
000000020c0bba30 (__TEXT,__text) non-external _aaSharedBufferWrite
000000020c0bc14c (__TEXT,__text) non-external _aaTeeStreamAbort
000000020c0bbe68 (__TEXT,__text) non-external _aaTeeStreamClose
000000020c0bbfd4 (__TEXT,__text) non-external _aaTeeStreamPWrite
000000020c0bbe84 (__TEXT,__text) non-external _aaTeeStreamWrite
000000020c0bb008 (__TEXT,__text) non-external _aaTempFileStreamClose
000000020c0b2170 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
000000020c093bb8 (__TEXT,__text) non-external _add_control
000000020c05d658 (__TEXT,__text) non-external (was a private external) _aeaChecksum
000000020c05d22c (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
000000020c073dd4 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
000000020c072df0 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
000000020c072b18 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
000000020c072a78 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
000000020c0754d4 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
000000020c074d68 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
000000020c05d5ec (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
000000020c05d248 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
000000020c05d178 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
000000020c05d324 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
000000020c0741c4 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
000000020c074094 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
000000020c074030 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
000000020c091940 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
000000020c090a88 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
000000020c061a6c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
000000020c05d858 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
000000020c05e8d4 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
000000020c05d848 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
000000020c0656e8 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
000000020c064804 (__TEXT,__text) non-external _aeaInputStreamCancel
000000020c064868 (__TEXT,__text) non-external _aeaInputStreamClose
000000020c064a30 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
000000020c064f68 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
000000020c0645e8 (__TEXT,__text) non-external _aeaInputStreamRead
000000020c06cf24 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
000000020c0cddde (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
000000020c05d4e4 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
000000020c067160 (__TEXT,__text) non-external _aeaOutputStreamAbort
000000020c06717c (__TEXT,__text) non-external _aeaOutputStreamClose
000000020c0678a4 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
000000020c067d18 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
000000020c065bac (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
000000020c0660a8 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
000000020c066f24 (__TEXT,__text) non-external _aeaOutputStreamWrite
000000020c0668d0 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
000000020c07542c (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
000000020c05d16c (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
000000020c05d508 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
000000020c069c58 (__TEXT,__text) non-external _afStreamCancel
000000020c069ab4 (__TEXT,__text) non-external _afStreamClose
000000020c069f58 (__TEXT,__text) non-external _afStreamCloseWithState
000000020c069c6c (__TEXT,__text) non-external _afStreamWrite
000000020c0bea34 (__TEXT,__text) non-external _afscStreamCancel
000000020c0be500 (__TEXT,__text) non-external _afscStreamClose
000000020c0bee64 (__TEXT,__text) non-external _afscStreamCloseWithState
000000020c0bc2dc (__TEXT,__text) non-external _afscStreamOpen
000000020c0bea48 (__TEXT,__text) non-external _afscStreamWrite
000000020c0b07d0 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
000000020c0b0768 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
000000020c0b06f8 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
000000020c054334 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
000000020c08a680 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
000000020c0ad198 (__TEXT,__text) non-external _append_field
000000020c0a9bcc (__TEXT,__text) non-external _applyEntryAttributes
000000020c08a04c (__TEXT,__text) non-external _applyYEC
000000020c0855c4 (__TEXT,__text) non-external (was a private external) _areFilesEqual
000000020c0858c4 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
000000020c059220 (__TEXT,__text) non-external _asyncContext
000000020c072518 (__TEXT,__text) non-external _asyncContext
000000020c059518 (__TEXT,__text) non-external _asyncProgress
000000020c072830 (__TEXT,__text) non-external _asyncProgress
000000020c059500 (__TEXT,__text) non-external _asyncSelect
000000020c07a2a0 (__TEXT,__text) non-external _bestMatchInRange
000000020c08d074 (__TEXT,__text) non-external _blockGetFromCache
000000020c08cefc (__TEXT,__text) non-external _blockReader
000000020c08d1d8 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
000000020c08ed24 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
000000020c08f6dc (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
000000020c090040 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
000000020c08f508 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
000000020c08f944 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
000000020c08f9ac (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
000000020c08ef78 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
000000020c08ed80 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000020c08f30c (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
000000020c08f4a0 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
000000020c0c84fc (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
000000020c0587d0 (__TEXT,__text) non-external _cancelProc
000000020c07d4c4 (__TEXT,__text) non-external _cancelProc
000000020c088e7c (__TEXT,__text) non-external _cancelProc
000000020c0991e8 (__TEXT,__text) non-external _cancelProc
000000020c09b26c (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
000000020c078970 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000020c095a7c (__TEXT,__text) non-external _chunkAppendHole
000000020c082b10 (__TEXT,__text) non-external _chunkAsyncCancel
000000020c0823c4 (__TEXT,__text) non-external _chunkAsyncClose
000000020c082764 (__TEXT,__text) non-external _chunkAsyncGetRange
000000020c082b34 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000020c082940 (__TEXT,__text) non-external _chunkAsyncProcess
000000020c095a30 (__TEXT,__text) non-external _chunkDestroy
000000020c093f3c (__TEXT,__text) non-external _chunk_compare_by_position
000000020c093f2c (__TEXT,__text) non-external _chunk_compare_by_rating
000000020c07b750 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000020c057450 (__TEXT,__text) non-external _closeProc
000000020c07cafc (__TEXT,__text) non-external _closeProc
000000020c086810 (__TEXT,__text) non-external _closeProc
000000020c097748 (__TEXT,__text) non-external _closeProc
000000020c05773c (__TEXT,__text) non-external _closeWithStateProc
000000020c07cb98 (__TEXT,__text) non-external _closeWithStateProc
000000020c087a0c (__TEXT,__text) non-external _closeWithStateProc
000000020c097804 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000020c0aa2a0 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000020c0a60b4 (__TEXT,__text) non-external _cmpNodesProc
000000020c053e24 (__TEXT,__text) non-external _cmpRange
000000020c056e84 (__TEXT,__text) non-external _cmp_entries_clc
000000020c056e50 (__TEXT,__text) non-external _cmp_entries_hlc
000000020c056f1c (__TEXT,__text) non-external _cmp_entries_offset
000000020c056eb8 (__TEXT,__text) non-external _cmp_entries_slc
000000020c0a36d8 (__TEXT,__text) non-external _cmp_keys
000000020c0974b8 (__TEXT,__text) non-external _cmp_markers
000000020c072a68 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000020c072a0c (__TEXT,__text) non-external _compositeChunkAsyncClose
000000020c072a58 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000020c072a70 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000020c072a60 (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000020c05a50c (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000020c0b6e4c (__TEXT,__text) non-external _computePatchesWorkerProc
000000020c0844ac (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000020c0843e8 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
