00007ff909279215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90926de92 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff90926df8c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff90926e4e8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff90926e4bc (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff90926e490 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff90926e464 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff90926dad7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff90926e051 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff90926e43a (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff90926e410 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff90926e34b (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff90926dd9f (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff90926dcb0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff909271f0a (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff909271afd (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff909271ce0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff909271a43 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff909271989 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff909271df5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff909264e10 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff909264db7 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff909264dc1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff909264ddf (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff909264da5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff909264dcb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff909264c5e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff909264809 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff909264a49 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff909264927 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff9092647fb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff909264de9 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff909264a38 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff909264e06 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff909264dfc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff909264d62 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff909264df3 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff909264dd5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90927824e (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff909278244 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90927823a (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff909277ee6 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff909277f75 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff909278230 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff909277e87 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff909277e1b (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff909277e6c (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff909277d7f (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff909277c63 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff909277a8b (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff909277d34 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff909277de5 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff909277e25 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff909277e76 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff909277def (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff909277e5b (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff909277e40 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff909277dd4 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff909277e0a (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff909277e51 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff909277e36 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff909277dca (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff909277e00 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff9092670db (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff909266d3b (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff909266fe1 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff909266f13 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff909266d7d (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff9092670af (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff909266e4b (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff909266b8b (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff9092655ba (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff909265595 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff9092655b0 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff9092650c9 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff909264e59 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff9092655a6 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff909264229 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff9092642ad (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff909264299 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff9092640f0 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff90926423b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff9092641b7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff9092642b7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff9092642a3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff90927ecf4 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90927edcc (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90927eea0 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90927ed7c (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff90927ed6c (__TEXT,__gcc_except_tab) non-external GCC_except_table13
00007ff90927edfc (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90927eeb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90927eda4 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90927ed14 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90927ee8c (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff9092790b1 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff909278fe5 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943739f68 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff9092732b6 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff940b4a520 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
00007ff943739550 (__DATA,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff943739b68 (__DATA,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff943739708 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff943739c08 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff943739b90 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff943739690 (__DATA,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff943739af0 (__DATA,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff943739910 (__DATA,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff943739618 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff943739a00 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff9437394d8 (__DATA,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff943739c30 (__DATA,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff9437397d0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff943739870 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff943739730 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff9437395a0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff9437399b0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff943739820 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff9437398c0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff9437393c0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff9437393e8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff943739780 (__DATA,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff943739960 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff943739aa0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff943739a50 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff943739640 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff943739500 (__DATA,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff943739460 (__DATA,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943739038 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943739040 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943739048 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff9437393a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943739398 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff9437393a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943739098 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff9437390a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff9437390a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff9437390c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943739090 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff9437390b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff9437390b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943739388 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943739390 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943739068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff943739060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff943739050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff943739058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff943739070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff943739078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff943739220 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff943739280 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff943739260 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00007ff943739268 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00007ff943739298 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00007ff9437392a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00007ff9437392a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00007ff943739240 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00007ff943739238 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00007ff9437392c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00007ff943739210 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00007ff943739320 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasResourceDirectorySlot
00007ff943739278 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00007ff9437392f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00007ff943739270 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00007ff943739328 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isMovedToTrash
00007ff9437392d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00007ff9437392d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00007ff9437392e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00007ff9437392e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00007ff943739258 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00007ff943739230 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00007ff943739228 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00007ff943739208 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00007ff943739250 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00007ff943739200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00007ff943739318 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00007ff9437392c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00007ff943739300 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._resourceDirectorySlotChecked
00007ff9437392b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00007ff943739290 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00007ff943739288 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00007ff9437392b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00007ff943739308 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._trashedMainExe
00007ff943739330 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._trashedURL
00007ff9437392f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00007ff943739248 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00007ff943739310 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._validationCategory
00007ff943739218 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00007ff9437391f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00007ff943738fa8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.bundleID
00007ff943738fa0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.cdhash
00007ff943738f78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.flags
00007ff943738f80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.rootID
00007ff943738f98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.signingID
00007ff943738f90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.teamID
00007ff943738f70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.uniqueID
00007ff943738f88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.url
00007ff9437393b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00007ff9437393b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00007ff943739128 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00007ff943739138 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00007ff943739108 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00007ff943739140 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00007ff943739110 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00007ff943739130 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00007ff943739118 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00007ff943739120 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00007ff943739180 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00007ff943739178 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00007ff943739188 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00007ff943739190 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00007ff943739100 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00007ff9437390e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00007ff9437390c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00007ff9437390f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00007ff9437390e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00007ff9437390f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00007ff9437390d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00007ff9437390d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00007ff9437391e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00007ff9437391e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00007ff9437391f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00007ff943739150 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00007ff943739148 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00007ff9437391c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00007ff9437391d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00007ff9437391b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00007ff9437391a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00007ff943739198 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00007ff9437391a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00007ff9437391d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00007ff9437391b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
