00007ff8400b8d80 (__DATA,__data) external _NDR_record
00007ff800bc0fec (__TEXT,__text) external _clonefileat
00007ff800bc1004 (__TEXT,__text) external _close
00007ff800bbf9c0 (__TEXT,__text) external _close$NOCANCEL
00007ff800bcd660 (__TEXT,__text) external _coalition_create
00007ff800bcd6dd (__TEXT,__text) external _coalition_info_debug_info
00007ff800bcd6b1 (__TEXT,__text) external _coalition_info_resource_usage
00007ff800bcd735 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800bcd709 (__TEXT,__text) external _coalition_info_set_name
00007ff800bcd769 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800bc101c (__TEXT,__text) external _coalition_policy_get
00007ff800bc1034 (__TEXT,__text) external _coalition_policy_set
00007ff800bcd690 (__TEXT,__text) external _coalition_reap
00007ff800bcd66f (__TEXT,__text) external _coalition_terminate
00007ff800bbfa20 (__TEXT,__text) external _connect
00007ff800bbfa38 (__TEXT,__text) external _connect$NOCANCEL
00007ff800bc104c (__TEXT,__text) external _connectx
00007ff800bc1064 (__TEXT,__text) external _csops
00007ff800bc107c (__TEXT,__text) external _csops_audittoken
00007ff800bcd837 (__TEXT,__text) external _csr_check
00007ff800bcd857 (__TEXT,__text) external _csr_get_active_config
00007ff800bbf304 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800bcda11 (__TEXT,__text) external _debug_syscall_reject
00007ff800bcd925 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400b8d78 (__DATA,__data) external _denap_boost_assertion_token
00007ff800bc1094 (__TEXT,__text) external _disconnectx
00007ff800bc3f02 (__TEXT,__text) non-external _do_compat
00007ff800bc10ac (__TEXT,__text) external _dup
00007ff800bc10c4 (__TEXT,__text) external _dup2
00007ff8400781f0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840078080 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400783f0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400780c0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400781c0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840077c60 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400783c0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff8400787d0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840078740 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840078680 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840078390 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840078640 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400780e0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840078060 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840078130 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400785f0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840078590 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840078300 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840078100 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400780f8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840077e30 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840078240 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840078430 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840078520 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840077b60 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840077be0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840077840 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400778e0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800be8f10 (__TEXT,__const) non-external _err_us_sub
00007ff8400b8e60 (__DATA,__common) external _errno
00007ff800be54b5 (__TEXT,__text) external _etap_trace_thread
00007ff800bd2cb7 (__TEXT,__text) external _exc_server
00007ff800bd29ae (__TEXT,__text) external _exc_server_routine
00007ff800bd23ad (__TEXT,__text) external _exception_raise
00007ff800bd24f7 (__TEXT,__text) external _exception_raise_state
00007ff800bd274a (__TEXT,__text) external _exception_raise_state_identity
00007ff800bc10dc (__TEXT,__text) external _exchangedata
00007ff800bc45b8 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800bc458f (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800bc4565 (__TEXT,__text) external _exclaves_boot
00007ff800bc420a (__TEXT,__text) external _exclaves_endpoint_call
00007ff800bc42f3 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800bc42c7 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800bc4479 (__TEXT,__text) external _exclaves_launch_conclave
00007ff800bc44b2 (__TEXT,__text) external _exclaves_lookup_service
00007ff800bc441b (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800bc444a (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800bc4321 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800bc4696 (__TEXT,__text) external _exclaves_notification_create
00007ff800bc4299 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800bc426d (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800bc45e6 (__TEXT,__text) external _exclaves_sensor_create
00007ff800bc4612 (__TEXT,__text) external _exclaves_sensor_start
00007ff800bc466a (__TEXT,__text) external _exclaves_sensor_status
00007ff800bc463e (__TEXT,__text) external _exclaves_sensor_stop
00007ff800bc9dd5 (__TEXT,__text) external _execve
00007ff800bc10f4 (__TEXT,__text) external _faccessat
00007ff800bc110c (__TEXT,__text) external _fchdir
00007ff800bc1124 (__TEXT,__text) external _fchflags
00007ff800bc819c (__TEXT,__text) external _fchmod
00007ff800bc113c (__TEXT,__text) external _fchmodat
00007ff800bc1154 (__TEXT,__text) external _fchown
00007ff800bc116c (__TEXT,__text) external _fchownat
00007ff800bc1184 (__TEXT,__text) external _fclonefileat
00007ff800bca3ad (__TEXT,__text) external _fcntl
00007ff800bca015 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800bc119c (__TEXT,__text) external _fdatasync
00007ff800bc11b4 (__TEXT,__text) external _ffsctl
00007ff800bc11cc (__TEXT,__text) external _fgetattrlist
00007ff800bc11e4 (__TEXT,__text) external _fgetxattr
00007ff800bc11fc (__TEXT,__text) external _fhopen
00007ff800bc1214 (__TEXT,__text) external _fileport_makefd
00007ff800bc122c (__TEXT,__text) external _fileport_makeport
00007ff800bc1244 (__TEXT,__text) external _flistxattr
00007ff800bc125c (__TEXT,__text) external _flock
00007ff800bc1274 (__TEXT,__text) external _fmount
00007ff800bc128c (__TEXT,__text) external _fpathconf
00007ff800bc3ce1 (__TEXT,__text) non-external _fprintf_stderr
00007ff800bc12a4 (__TEXT,__text) external _freadlink
00007ff800bc12bc (__TEXT,__text) external _fremovexattr
00007ff800bcd869 (__TEXT,__text) external _fs_snapshot_create
00007ff800bcd8b3 (__TEXT,__text) external _fs_snapshot_delete
00007ff800bcd880 (__TEXT,__text) external _fs_snapshot_list
00007ff800bcd910 (__TEXT,__text) external _fs_snapshot_mount
00007ff800bcd8ca (__TEXT,__text) external _fs_snapshot_rename
00007ff800bcd8e2 (__TEXT,__text) external _fs_snapshot_revert
00007ff800bcd8f9 (__TEXT,__text) external _fs_snapshot_root
00007ff800bc12d4 (__TEXT,__text) external _fsctl
00007ff800bc12ec (__TEXT,__text) external _fsetattrlist
00007ff800bc1304 (__TEXT,__text) external _fsetxattr
00007ff800bc131c (__TEXT,__text) external _fsgetpath
00007ff800bc1334 (__TEXT,__text) external _fsgetpath_ext
00007ff800bc134c (__TEXT,__text) external _fstat
00007ff800bc134c (__TEXT,__text) external _fstat64
00007ff800bc1364 (__TEXT,__text) external _fstatat
00007ff800bc1364 (__TEXT,__text) external _fstatat64
00007ff800bc137c (__TEXT,__text) external _fstatfs
00007ff800bc137c (__TEXT,__text) external _fstatfs64
00007ff800bc1394 (__TEXT,__text) external _fsync
00007ff800bbfc08 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800bc13ac (__TEXT,__text) external _ftruncate
00007ff800bc7a73 (__TEXT,__text) external _futimens
00007ff800bc13c4 (__TEXT,__text) external _futimes
00007ff8400b8d88 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800bbfc20 (__TEXT,__text) external _getattrlist
00007ff800bc13dc (__TEXT,__text) external _getattrlistat
00007ff800bc13f4 (__TEXT,__text) external _getattrlistbulk
00007ff800bd1951 (__TEXT,__text) external _getaudit
00007ff800bc140c (__TEXT,__text) external _getaudit_addr
00007ff800bc1424 (__TEXT,__text) external _getauid
00007ff800bc143c (__TEXT,__text) external _getdirentries
00007ff800bc1454 (__TEXT,__text) external _getdirentriesattr
00007ff800bc146c (__TEXT,__text) external _getdtablesize
00007ff800bc1484 (__TEXT,__text) external _getegid
00007ff800bc149c (__TEXT,__text) external _getentropy
00007ff800bc14b4 (__TEXT,__text) external _geteuid
00007ff800bc14cc (__TEXT,__text) external _getfh
00007ff800bc14e4 (__TEXT,__text) external _getfsstat
00007ff800bc14e4 (__TEXT,__text) external _getfsstat64
00007ff800bc14fc (__TEXT,__text) external _getgid
00007ff800bc1514 (__TEXT,__text) external _getgroups
00007ff800bc7678 (__TEXT,__text) external _gethostuuid
00007ff800bc59be (__TEXT,__text) external _getiopolicy_np
00007ff800bc152c (__TEXT,__text) external _getitimer
00007ff800bbfc80 (__TEXT,__text) external _getpeername
00007ff800bc1544 (__TEXT,__text) external _getpgid
00007ff800bc155c (__TEXT,__text) external _getpgrp
00007ff800bbfc98 (__TEXT,__text) external _getpid
00007ff800bc1574 (__TEXT,__text) external _getppid
00007ff800bc158c (__TEXT,__text) external _getpriority
00007ff800bca5b8 (__TEXT,__text) external _getrlimit
00007ff800bc15a4 (__TEXT,__text) external _getrusage
00007ff800bbfce4 (__TEXT,__text) external _getsgroups_np
00007ff800bc15bc (__TEXT,__text) external _getsid
00007ff800bbfcfc (__TEXT,__text) external _getsockname
00007ff800bc15d4 (__TEXT,__text) external _getsockopt
00007ff800bc15ec (__TEXT,__text) external _getuid
00007ff800bbfd6c (__TEXT,__text) external _getwgroups_np
00007ff800bc1604 (__TEXT,__text) external _getxattr
00007ff800bc161c (__TEXT,__text) external _grab_pgo_data
00007ff800bc1634 (__TEXT,__text) external _graftdmg
00007ff800bc164c (__TEXT,__text) external _guarded_close_np
00007ff800bc1664 (__TEXT,__text) external _guarded_kqueue_np
00007ff800bc3da1 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800bd1c85 (__TEXT,__text) external _guarded_open_np
00007ff800bc167c (__TEXT,__text) external _guarded_pwrite_np
00007ff800bc1694 (__TEXT,__text) external _guarded_write_np
00007ff800bc16ac (__TEXT,__text) external _guarded_writev_np
00007ff800bec550 (__TEXT,__cstring) non-external _hex
00007ff800bc3e5b (__TEXT,__text) external _host_check_multiuser_mode
00007ff800bc3e61 (__TEXT,__text) external _host_create_mach_voucher
00007ff800bbf274 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800bd3197 (__TEXT,__text) external _host_default_memory_manager
00007ff800bd48bd (__TEXT,__text) external _host_get_UNDServer
00007ff800bc3e44 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800bd2d26 (__TEXT,__text) external _host_get_boot_info
00007ff800bd3761 (__TEXT,__text) external _host_get_clock_control
00007ff800bd5663 (__TEXT,__text) external _host_get_clock_service
00007ff800bd3f3e (__TEXT,__text) external _host_get_exception_ports
00007ff800bd5541 (__TEXT,__text) external _host_get_io_main
00007ff800bc3ead (__TEXT,__text) external _host_get_io_master
00007ff800bc3e55 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800bd3c0d (__TEXT,__text) external _host_get_special_port
00007ff800bd4e11 (__TEXT,__text) external _host_info
00007ff800bd4ff7 (__TEXT,__text) external _host_kernel_version
00007ff800bd60b4 (__TEXT,__text) external _host_lockgroup_info
00007ff800bc4126 (__TEXT,__text) external _host_page_size
00007ff800bd2fb1 (__TEXT,__text) external _host_priv_statistics
00007ff800bd53f1 (__TEXT,__text) external _host_processor_info
00007ff800bd4695 (__TEXT,__text) external _host_processor_set_priv
00007ff800bd4553 (__TEXT,__text) external _host_processor_sets
00007ff800bd361f (__TEXT,__text) external _host_processors
00007ff800bd2ec3 (__TEXT,__text) external _host_reboot
00007ff800bd681f (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800bd6983 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800bd5fb6 (__TEXT,__text) external _host_request_notification
00007ff800bd4b83 (__TEXT,__text) external _host_security_create_task_token
00007ff800bd4cfe (__TEXT,__text) external _host_security_set_task_token
00007ff800bc57ad (__TEXT,__text) external _host_self
00007ff800bbf124 (__TEXT,__text) external _host_self_trap
00007ff800bd47c1 (__TEXT,__text) external _host_set_UNDServer
00007ff800bd6acb (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800bd3e38 (__TEXT,__text) external _host_set_exception_ports
00007ff800bd6d98 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800bd3d3a (__TEXT,__text) external _host_set_special_port
00007ff800bd5dd0 (__TEXT,__text) external _host_statistics
00007ff800bd6201 (__TEXT,__text) external _host_statistics64
00007ff800bd41b8 (__TEXT,__text) external _host_swap_exception_ports
00007ff800bd58d6 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800bc22ac (__TEXT,__text) external _i386_get_ldt
00007ff800bc22c0 (__TEXT,__text) external _i386_set_ldt
00007ff8400b8d60 (__DATA,__data) external _important_boost_assertion_token
00007ff840079220 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800bc3c65 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400b8d50 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800bc3be9 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400b8d48 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800bc3b6d (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400b8d40 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800bca628 (__TEXT,__text) external _ioctl
00007ff800bc16c4 (__TEXT,__text) external _issetugid
00007ff8400b8de8 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800bc16dc (__TEXT,__text) external _kas_info
00007ff800bcdacb (__TEXT,__text) external _kdebug_is_enabled
00007ff800bcdc6e (__TEXT,__text) external _kdebug_signpost
00007ff800bcdd11 (__TEXT,__text) external _kdebug_signpost_end
00007ff800bcdc76 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800bcdd05 (__TEXT,__text) external _kdebug_signpost_start
00007ff800bcdb28 (__TEXT,__text) external _kdebug_timestamp
00007ff800bcdb6a (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800bcdb84 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800bcdb9e (__TEXT,__text) external _kdebug_trace
00007ff800bcdbf7 (__TEXT,__text) external _kdebug_trace_string
00007ff800bcda63 (__TEXT,__text) external _kdebug_typefilter
00007ff8400b8e10 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800bcdb15 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800bc16f4 (__TEXT,__text) external _kevent
00007ff800bc170c (__TEXT,__text) external _kevent64
00007ff800bc1724 (__TEXT,__text) external _kevent_id
00007ff800bc173c (__TEXT,__text) external _kevent_qos
00007ff800bd49df (__TEXT,__text) external _kext_request
00007ff800bcd651 (__TEXT,__text) external _kill
00007ff800bd3aaa (__TEXT,__text) external _kmod_control
00007ff800bd3892 (__TEXT,__text) external _kmod_create
00007ff800bd39bc (__TEXT,__text) external _kmod_destroy
00007ff800bd5794 (__TEXT,__text) external _kmod_get_info
00007ff800bd1a15 (__TEXT,__text) external _kpersona_alloc
00007ff800bd1a71 (__TEXT,__text) external _kpersona_dealloc
00007ff800bd1b60 (__TEXT,__text) external _kpersona_find
00007ff800bd1bfc (__TEXT,__text) external _kpersona_find_by_type
00007ff800bd1aa1 (__TEXT,__text) external _kpersona_get
00007ff800bd1ace (__TEXT,__text) external _kpersona_getpath
00007ff800bd1afe (__TEXT,__text) external _kpersona_info
00007ff800bd1a43 (__TEXT,__text) external _kpersona_palloc
00007ff800bd1b2f (__TEXT,__text) external _kpersona_pidinfo
00007ff800bc1754 (__TEXT,__text) external _kqueue
00007ff800bbfea4 (__TEXT,__text) external _lchown
00007ff800bc176c (__TEXT,__text) external _ledger
00007ff800bc1784 (__TEXT,__text) external _link
00007ff800bc179c (__TEXT,__text) external _linkat
00007ff800bc17b4 (__TEXT,__text) external _lio_listio
00007ff800bbfebc (__TEXT,__text) external _listen
00007ff800bc17cc (__TEXT,__text) external _listxattr
00007ff800bdfd43 (__TEXT,__text) external _lock_set_create
00007ff800bdfe70 (__TEXT,__text) external _lock_set_destroy
00007ff800bc8197 (__TEXT,__text) external _log_data_as_kernel
00007ff800bbfeec (__TEXT,__text) external _lseek
00007ff800bc17e4 (__TEXT,__text) external _lstat
00007ff800bc17e4 (__TEXT,__text) external _lstat64
00007ff800bbf000 (__TEXT,__text) external _mach_absolute_time
00007ff800bc7660 (__TEXT,__text) external _mach_approximate_time
00007ff800bc76e8 (__TEXT,__text) external _mach_boottime_usec
00007ff800bc3af2 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800bc3acd (__TEXT,__text) external _mach_continuous_time
00007ff800bc4099 (__TEXT,__text) external _mach_error
00007ff8400b8e28 (__DATA,__common) external _mach_error_full_diag
00007ff800bc4082 (__TEXT,__text) external _mach_error_string
00007ff800bc3f89 (__TEXT,__text) non-external _mach_error_string_int
00007ff800bc3eb2 (__TEXT,__text) external _mach_error_type
00007ff800be81ce (__TEXT,__text) external _mach_eventlink_associate
00007ff800be7f96 (__TEXT,__text) external _mach_eventlink_create
00007ff800be80ea (__TEXT,__text) external _mach_eventlink_destroy
00007ff800be82df (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800bc79fc (__TEXT,__text) external _mach_eventlink_signal
00007ff800bc7a3f (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800bc7a0b (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800bbf1c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800bca220 (__TEXT,__text) external _mach_get_times
00007ff800bc5b97 (__TEXT,__text) external _mach_host_self
00007ff800bc271b (__TEXT,__text) external _mach_host_special_port_description
00007ff8400776a0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800bc275d (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400b8bc0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800bc4133 (__TEXT,__text) external _mach_init
00007ff8400b8dd8 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800bc4150 (__TEXT,__text) non-external _mach_init_doit
00007ff800bdbd07 (__TEXT,__text) external _mach_make_memory_entry
00007ff800be7590 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800be7d47 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800be7e94 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800be7c17 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800bd6bb9 (__TEXT,__text) external _mach_memory_info
00007ff800bd52a5 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800bd5c84 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800bc488c (__TEXT,__text) external _mach_msg
00007ff800bc4755 (__TEXT,__text) external _mach_msg2_internal
00007ff800bbf1f0 (__TEXT,__text) external _mach_msg2_trap
00007ff800bc4b74 (__TEXT,__text) external _mach_msg_destroy
00007ff800bc4cb0 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800bc48a5 (__TEXT,__text) external _mach_msg_overwrite
00007ff800bbf13c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800bc5384 (__TEXT,__text) external _mach_msg_priority_encode
00007ff800bc537a (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800bc53be (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800bc53cd (__TEXT,__text) external _mach_msg_priority_qos
00007ff800bc53dc (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800bc4b4c (__TEXT,__text) external _mach_msg_receive
00007ff800bc4b25 (__TEXT,__text) external _mach_msg_send
00007ff800bc502b (__TEXT,__text) external _mach_msg_server
00007ff800bc4fe7 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800bc5368 (__TEXT,__text) external _mach_msg_server_importance
00007ff800bc4d74 (__TEXT,__text) external _mach_msg_server_once
00007ff800bbf130 (__TEXT,__text) external _mach_msg_trap
00007ff800bdca62 (__TEXT,__text) external _mach_notify_dead_name
00007ff800bdc9b6 (__TEXT,__text) external _mach_notify_no_senders
00007ff800bdc8f5 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800bdc956 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800bdca17 (__TEXT,__text) external _mach_notify_send_once
00007ff800bd0d0a (__TEXT,__text) external _mach_port_allocate
00007ff800bd0f36 (__TEXT,__text) external _mach_port_allocate_full
00007ff800bd0d05 (__TEXT,__text) external _mach_port_allocate_name
00007ff800bd0f31 (__TEXT,__text) external _mach_port_allocate_qos
00007ff800bd1348 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800bd1225 (__TEXT,__text) external _mach_port_construct
00007ff800bd0d51 (__TEXT,__text) external _mach_port_deallocate
00007ff800bd0d4c (__TEXT,__text) external _mach_port_destroy
00007ff800bd0fc9 (__TEXT,__text) external _mach_port_destruct
00007ff800bd1138 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800bd11ab (__TEXT,__text) external _mach_port_extract_member
00007ff800bd0ec1 (__TEXT,__text) external _mach_port_extract_right
00007ff800bd0ecb (__TEXT,__text) external _mach_port_get_attributes
00007ff800bd11eb (__TEXT,__text) external _mach_port_get_context
00007ff800bd0d7c (__TEXT,__text) external _mach_port_get_refs
00007ff800bd1343 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800bd0dce (__TEXT,__text) external _mach_port_get_set_status
00007ff800bd0f40 (__TEXT,__text) external _mach_port_get_srights
00007ff800bd126a (__TEXT,__text) external _mach_port_guard
00007ff800bd1334 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800bd116b (__TEXT,__text) external _mach_port_insert_member
00007ff800bd0e7e (__TEXT,__text) external _mach_port_insert_right
00007ff800bd133e (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800bd113d (__TEXT,__text) external _mach_port_kernel_object
00007ff800bd121b (__TEXT,__text) external _mach_port_kobject
00007ff800bd1220 (__TEXT,__text) external _mach_port_kobject_description
00007ff800bd0d81 (__TEXT,__text) external _mach_port_mod_refs
00007ff800bd0dd3 (__TEXT,__text) external _mach_port_move_member
00007ff800bd0cb9 (__TEXT,__text) external _mach_port_names
00007ff800bd0dc4 (__TEXT,__text) external _mach_port_peek
00007ff800bd0d00 (__TEXT,__text) external _mach_port_rename
00007ff800bd0e13 (__TEXT,__text) external _mach_port_request_notification
00007ff800bd0f2c (__TEXT,__text) external _mach_port_set_attributes
00007ff800bd1216 (__TEXT,__text) external _mach_port_set_context
00007ff800bd0dc9 (__TEXT,__text) external _mach_port_set_mscount
00007ff800bd0ec6 (__TEXT,__text) external _mach_port_set_seqno
00007ff800bd0f4a (__TEXT,__text) external _mach_port_space_basic_info
00007ff800bd0f45 (__TEXT,__text) external _mach_port_space_info
00007ff800bd1339 (__TEXT,__text) external _mach_port_swap_guard
00007ff800bd0cbe (__TEXT,__text) external _mach_port_type
00007ff800bd12ad (__TEXT,__text) external _mach_port_unguard
00007ff800bc7799 (__TEXT,__text) external _mach_ports_lookup
00007ff800bc7732 (__TEXT,__text) external _mach_ports_register
00007ff800bbf100 (__TEXT,__text) external _mach_reply_port
00007ff800bc5c11 (__TEXT,__text) external _mach_right_recv_construct
00007ff800bc5cbf (__TEXT,__text) external _mach_right_recv_destruct
00007ff800bc5d20 (__TEXT,__text) external _mach_right_send_create
00007ff800bc5e75 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800bc5e27 (__TEXT,__text) external _mach_right_send_once_create
00007ff800bc5dae (__TEXT,__text) external _mach_right_send_release
00007ff800bc5d62 (__TEXT,__text) external _mach_right_send_retain
00007ff800bd1051 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800bd10e2 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800bc76f6 (__TEXT,__text) external _mach_task_is_self
00007ff800bc5b9c (__TEXT,__text) external _mach_task_self
00007ff8400b94c8 (__DATA,__common) external _mach_task_self_
00007ff800bc2731 (__TEXT,__text) external _mach_task_special_port_description
00007ff8400777c0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800bc27f7 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400b8cc0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800bc5ba1 (__TEXT,__text) external _mach_thread_self
00007ff800bc2747 (__TEXT,__text) external _mach_thread_special_port_description
00007ff840077820 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800bc2808 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400b8d20 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800bcda18 (__TEXT,__text) external _mach_timebase_info
00007ff8400b8e08 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800bbf2b0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800bd134d (__TEXT,__text) external _mach_vm_allocate
00007ff800bdb282 (__TEXT,__text) external _mach_vm_behavior_set
00007ff800bdaf83 (__TEXT,__text) external _mach_vm_copy
00007ff800bd13d4 (__TEXT,__text) external _mach_vm_deallocate
00007ff800bdc46f (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800bdc59f (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800bdc68a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800bdaad4 (__TEXT,__text) external _mach_vm_inherit
00007ff800bdb4ea (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800bd14d4 (__TEXT,__text) external _mach_vm_map
00007ff800bdb197 (__TEXT,__text) external _mach_vm_msync
00007ff800bdbf99 (__TEXT,__text) external _mach_vm_page_info
00007ff800bdb78b (__TEXT,__text) external _mach_vm_page_query
00007ff800bdc19e (__TEXT,__text) external _mach_vm_page_range_query
00007ff800bd1441 (__TEXT,__text) external _mach_vm_protect
00007ff800bd1907 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800bdc775 (__TEXT,__text) external _mach_vm_range_create
00007ff800bd16d6 (__TEXT,__text) external _mach_vm_read
00007ff800bdad05 (__TEXT,__text) external _mach_vm_read_list
00007ff800bdb06e (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800bc6248 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800bc625f (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff800bc5f28 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800bc605b (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
00007ff800bc6162 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff800bc5ef6 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff800bc6275 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff800bc6237 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
