00007ffa1e8fde3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8ec8f6 (__TEXT,__text) external __ZN12OSMappedFile4freeEv
00007ffa1e8ec8b6 (__TEXT,__text) external __ZN12OSMappedFile4initEv
00007ffa1e8f234c (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
00007ffa1e8f2110 (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
00007ffa1e8f22a4 (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
00007ffa1e8f22dc (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
00007ffa1e8f21a4 (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
00007ffa1e8f218c (__TEXT,__text) external __ZN12OSOrderedSet4initEv
00007ffa1e8f2208 (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
00007ffa1e8ecb4e (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
00007ffa1e8eca26 (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e8ecc30 (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e8ecd00 (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e90cf48 (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
00007ffa1e8ecda2 (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e90cf6b (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
00007ffa1e8eca88 (__TEXT,__text) external __ZN13IOCommandPool4freeEv
00007ffa1e8eca16 (__TEXT,__text) external __ZN13IOCommandPool4initEv
00007ffa1e8ecaea (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
00007ffa1e8fda20 (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
00007ffa1e8fd9c6 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00007ffa1e8fd8c6 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
00007ffa1e8fd874 (__TEXT,__text) external __ZN14IOReportLegend4freeEv
00007ffa1e8fd6d8 (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00007ffa1e8fd8b8 (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
00007ffa1e90b216 (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
00007ffa1e9009de (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007ffa1e8e735c (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007ffa1e900bb0 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007ffa1e8e92ec (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007ffa1e8e947e (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007ffa1e900b5e (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8e727a (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007ffa1e8e978e (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
00007ffa1e90cbbe (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
00007ffa1e90cbe1 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
00007ffa1e8e93e8 (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
00007ffa1e8e9412 (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
00007ffa1e90cb32 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
00007ffa1e8e92ae (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007ffa1e8e9062 (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007ffa1e8e8f3c (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007ffa1e8e95b2 (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
00007ffa1e90cb55 (__TEXT,__text) non-external __ZN15IODispatchQueue5SleepEPvy.cold.1
00007ffa1e90cb78 (__TEXT,__text) non-external __ZN15IODispatchQueue5SleepEPvy.cold.2
00007ffa1e90cb9b (__TEXT,__text) non-external __ZN15IODispatchQueue5SleepEPvy.cold.3
00007ffa1e8e8f7c (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007ffa1e8e8b78 (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007ffa1e90c948 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007ffa1e90c96b (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007ffa1e90c98e (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007ffa1e90c9b1 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007ffa1e90c9d4 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007ffa1e90c9f7 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00007ffa1e90ca1a (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
00007ffa1e90ca3d (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
00007ffa1e8e9828 (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
00007ffa1e8e71ae (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007ffa1e8e71c0 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007ffa1e9008ba (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e900840 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007ffa1e8e9834 (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
00007ffa1e900876 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007ffa1e8fd156 (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
00007ffa1e8fcd7c (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
00007ffa1e8fce04 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
00007ffa1e8fd24e (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
00007ffa1e8fd29a (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
00007ffa1e8fce0e (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
00007ffa1e90ddcd (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
00007ffa1e8fd46e (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
00007ffa1e8fd566 (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
00007ffa1e8fcf5c (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
00007ffa1e90dde4 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
00007ffa1e8fd57a (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
00007ffa1e8fd58e (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
00007ffa1e8fc6e4 (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
00007ffa1e8fd0c0 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
00007ffa1e8fd14c (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
00007ffa1e90ab10 (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007ffa1e8e5e74 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007ffa1e8e6596 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007ffa1e8e66d4 (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007ffa1e90bf30 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007ffa1e90bf53 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007ffa1e8e6640 (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007ffa1e8e6cc8 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007ffa1e90c105 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007ffa1e90c128 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007ffa1e90c14b (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007ffa1e90c16e (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007ffa1e90c191 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
00007ffa1e8e67ce (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007ffa1e90bfce (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007ffa1e90bff1 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007ffa1e90c014 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
00007ffa1e8e5e6a (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007ffa1e8e5ea4 (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007ffa1e8eee6c (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007ffa1e8f2a88 (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007ffa1e90d722 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007ffa1e8f2a74 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007ffa1e8f2a7e (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007ffa1e8f2ac8 (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007ffa1e90d745 (__TEXT,__text) non-external __ZN15OSSerialization4freeEv.cold.1
00007ffa1e90103c (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007ffa1e90139a (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007ffa1e8e996e (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007ffa1e900d3a (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffa1e901442 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007ffa1e900ef8 (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa1e9013ec (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007ffa1e8e9956 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007ffa1e8e9946 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007ffa1e900dae (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa1e900c9e (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007ffa1e90124c (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007ffa1e900ca8 (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007ffa1e8fb88a (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
00007ffa1e8fb0e6 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars12lockReporterEv
00007ffa1e8fb7c0 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars14copyChannelIDsEv
00007ffa1e8fb104 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars14unlockReporterEv
00007ffa1e8fbbe2 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars15getChannelIndexEyPi
00007ffa1e8fbb26 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars16getElementValuesEi
00007ffa1e90dae6 (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
00007ffa1e8fbab6 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
00007ffa1e90dac8 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
00007ffa1e8fbb5e (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
00007ffa1e90db04 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
00007ffa1e8fbc20 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
00007ffa1e8fb496 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17handleSwapCleanupEi
00007ffa1e90d9ea (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1e90da08 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1e90da2d (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1e90da59 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1e90da7e (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
00007ffa1e8fb17a (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17handleSwapPrepareEi
00007ffa1e90d8b9 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
00007ffa1e90d8d7 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
00007ffa1e90d8f5 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
00007ffa1e8fb75c (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars18handleCreateLegendEv
00007ffa1e8fb608 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e8fb0c8 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars18lockReporterConfigEv
00007ffa1e8fbb56 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars19updateChannelValuesEi
00007ffa1e8fb6c2 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
00007ffa1e90daaa (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
00007ffa1e8fbba4 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars20getFirstElementIndexEyPi
00007ffa1e8fb32e (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffa1e90d90c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffa1e90d92a (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffa1e90d948 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffa1e90d96d (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
00007ffa1e90d999 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
00007ffa1e90d9be (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
00007ffa1e8fb116 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars20unlockReporterConfigEv
00007ffa1e8fb554 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
00007ffa1e8fae42 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
00007ffa1e8fad3c (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
00007ffa1e8faf58 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsD0Ev
00007ffa1e8faf4e (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsD1Ev
00007ffa1e8faeac (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsD2Ev
00007ffa1e90d817 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
00007ffa1e90d83c (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
00007ffa1e90d868 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
00007ffa1e90d88d (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
00007ffa1e8fbdf2 (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
00007ffa1e8fbca4 (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
00007ffa1e8fbe90 (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
00007ffa1e8fbd54 (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
00007ffa1e90a9ba (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007ffa1e90bb80 (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
00007ffa1e90a48e (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007ffa1e90a528 (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007ffa1e90aa56 (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
00007ffa1e90abf4 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007ffa1e90ac3c (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007ffa1e90acbc (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007ffa1e90b26a (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007ffa1e8fee90 (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
00007ffa1e902310 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e902484 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007ffa1e9028a6 (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007ffa1e9028fc (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007ffa1e902612 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007ffa1e90273a (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007ffa1e902980 (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007ffa1e902a1e (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007ffa1e8ea470 (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007ffa1e90ccd2 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007ffa1e8eb598 (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007ffa1e8eb558 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007ffa1e902296 (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007ffa1e8eb5fa (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007ffa1e90ce0d (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007ffa1e9022cc (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007ffa1e902f04 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007ffa1e903680 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007ffa1e90aa0e (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007ffa1e8fc6d8 (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
00007ffa1e8fc5f2 (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
00007ffa1e8fc55e (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
00007ffa1e8fbf2c (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffa1e902da4 (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00007ffa1e9014ea (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
00007ffa1e9015fe (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
00007ffa1e902b06 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007ffa1e902b86 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007ffa1e909ea2 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
00007ffa1e909fb6 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00007ffa1e90aac8 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007ffa1e8fef2c (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007ffa1e8fefac (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007ffa1e8fd47e (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars14_getStateValueEyy29IOStateReporter_valueSelector
00007ffa1e8fcce6 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_
00007ffa1e90ddaf (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_.cold.1
00007ffa1e8fd1a4 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars16handleSetStateIDEyiy
00007ffa1e90ddfb (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy.cold.1
00007ffa1e8fcc46 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars17handleSwapCleanupEi
00007ffa1e90dcef (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1e90dd0d (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1e90dd32 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1e90dd5e (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1e90dd83 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.5
00007ffa1e8fc8ac (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars17handleSwapPrepareEi
00007ffa1e90dc67 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.1
00007ffa1e90dc85 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.2
00007ffa1e8fd5fc (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars19updateChannelValuesEi
00007ffa1e90de37 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars19updateChannelValuesEi.cold.1
00007ffa1e8fca62 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffa1e90dc9c (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffa1e90dcba (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffa1e90dcd8 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffa1e8fd2a4 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy
00007ffa1e90de19 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy.cold.1
00007ffa1e8fcebe (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars35handleOverrideChannelStateByIndicesEiiyyy
00007ffa1e8fd00c (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars36handleIncrementChannelStateByIndicesEiiyyy
00007ffa1e8fc7b0 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVarsC1EP9IOService19IOReportChannelTypeytx
00007ffa1e8fc7de (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVarsC2EP9IOService19IOReportChannelTypeytx
00007ffa1e8fc890 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVarsD0Ev
00007ffa1e8fc886 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVarsD1Ev
00007ffa1e8fc80c (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVarsD2Ev
00007ffa1e90dbc5 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.1
00007ffa1e90dbea (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.2
00007ffa1e90dc16 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.3
00007ffa1e90dc3b (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.4
00007ffa1e908618 (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffa1e908734 (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8eadc8 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
