00000001813258ec (__TEXT,__text) external _APL_dgemm
00000001816f3d8c (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
0000000181720340 (__TEXT,__text) external _cblas_ctbsv
00000001816e3548 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00000001816f4060 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00000001817205e8 (__TEXT,__text) external _cblas_ctpmv
00000001816e3ecc (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00000001816f4334 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
0000000181720838 (__TEXT,__text) external _cblas_ctpsv
00000001816e4614 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00000001816f4594 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
000000018170db58 (__TEXT,__text) external _cblas_ctrmm
00000001811f100c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00000001816cdd48 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181720df8 (__TEXT,__text) external _cblas_ctrmv
00000001816e4ef8 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001816f481c (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
000000018170ebac (__TEXT,__text) external _cblas_ctrsm
0000000180f9333c (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00000001816c76b0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000180f87bb8 (__TEXT,__text) external _cblas_ctrsm_spi$NEWLAPACK
00000001816c610c (__TEXT,__text) external _cblas_ctrsm_spi$NEWLAPACK$ILP64
0000000181314988 (__TEXT,__text) external _cblas_ctrsm_spi_mem_requirement$NEWLAPACK
00000001816d1194 (__TEXT,__text) external _cblas_ctrsm_spi_mem_requirement$NEWLAPACK$ILP64
0000000181721858 (__TEXT,__text) external _cblas_ctrsv
00000001816e5958 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00000001816f52a0 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00000001816ff8a0 (__TEXT,__text) external _cblas_dasum
0000000181385940 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00000001816d3e34 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00000001816ff8fc (__TEXT,__text) external _cblas_daxpy
000000018138599c (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00000001816d3e88 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00000001816ff9bc (__TEXT,__text) external _cblas_dcopy
0000000181385a5c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00000001816d3f2c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00000001816ff84c (__TEXT,__text) external _cblas_ddot
00000001813858ec (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00000001816d3df0 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
000000018170362c (__TEXT,__text) external _cblas_dgbmv
0000000181651580 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00000001816db898 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
0000000181700d64 (__TEXT,__text) external _cblas_dgemm
00000001815f1760 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00000001816d8d70 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00000001815f17d0 (__TEXT,__text) external _cblas_dgemm_singlecore
000000018131bc78 (__TEXT,__text) external _cblas_dgemm_spi$NEWLAPACK
00000001816d2834 (__TEXT,__text) external _cblas_dgemm_spi$NEWLAPACK$ILP64
0000000181312d7c (__TEXT,__text) external _cblas_dgemm_spi_mem_requirement$NEWLAPACK
00000001816cf5c4 (__TEXT,__text) external _cblas_dgemm_spi_mem_requirement$NEWLAPACK$ILP64
0000000180f66a7c (__TEXT,__text) external _cblas_dgemv
0000000181011648 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00000001816cbc40 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00000001810116ac (__TEXT,__text) external _cblas_dgemv_singlecore
0000000180f65c10 (__TEXT,__text) external _cblas_dger
0000000181011408 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00000001816cba04 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00000001816ffa20 (__TEXT,__text) external _cblas_dnrm2
0000000181385ac0 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00000001816d3f80 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00000001816ffaf4 (__TEXT,__text) external _cblas_drot
0000000181385bc8 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00000001816d4060 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
000000018171c370 (__TEXT,__text) external _cblas_drotg
00000001816de258 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00000001816f028c (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00000001816ffb6c (__TEXT,__text) external _cblas_drotm
0000000181385c40 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00000001816d40c8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
000000018171c464 (__TEXT,__text) external _cblas_drotmg
00000001816de34c (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00000001816f0380 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
0000000181703a88 (__TEXT,__text) external _cblas_dsbmv
0000000181652948 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00000001816dbcdc (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180f65bdc (__TEXT,__text) external _cblas_dscal
0000000181385ae8 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00000001816d3fa0 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00000001816fde14 (__TEXT,__text) external _cblas_dsdot
0000000180f91b84 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00000001816c7294 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00000001816fe638 (__TEXT,__text) external _cblas_dspmv
0000000181013acc (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00000001816cbf94 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00000001817043c0 (__TEXT,__text) external _cblas_dspr
00000001816a9340 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00000001816dc574 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00000001817045c0 (__TEXT,__text) external _cblas_dspr2
00000001816a9a28 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00000001816dc778 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00000001816ffa74 (__TEXT,__text) external _cblas_dswap
0000000181385b48 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00000001816d3ff0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00000001816fd66c (__TEXT,__text) external _cblas_dsymm
0000000180f8a418 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00000001816c6b34 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
0000000181703324 (__TEXT,__text) external _cblas_dsymv
0000000181647e90 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00000001816db5ac (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00000001816fe498 (__TEXT,__text) external _cblas_dsyr
0000000181011710 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00000001816cbc90 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00000001816fe550 (__TEXT,__text) external _cblas_dsyr2
00000001810117c8 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00000001816cbd50 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00000001816ffc20 (__TEXT,__text) external _cblas_dsyr2k
000000018140dcf8 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00000001816d68a4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001816fffc0 (__TEXT,__text) external _cblas_dsyrk
000000018154b60c (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00000001816d6ec0 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
0000000181703e30 (__TEXT,__text) external _cblas_dtbmv
0000000181653ad8 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00000001816dc064 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00000001817040f8 (__TEXT,__text) external _cblas_dtbsv
000000018165df18 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00000001816dc2ec (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
0000000181704834 (__TEXT,__text) external _cblas_dtpmv
00000001816acc58 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00000001816dc9c8 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
0000000181704a80 (__TEXT,__text) external _cblas_dtpsv
00000001816b01a8 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00000001816dcbf4 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001817002fc (__TEXT,__text) external _cblas_dtrmm
0000000181553af8 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00000001816d7a04 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180f662e0 (__TEXT,__text) external _cblas_dtrmv
00000001810118b0 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00000001816cbe3c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00000001816fda48 (__TEXT,__text) external _cblas_dtrsm
0000000180f8a7f4 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00000001816c6ee0 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
0000000181553eb8 (__TEXT,__text) external _cblas_dtrsm_spi$NEWLAPACK
00000001816d7da0 (__TEXT,__text) external _cblas_dtrsm_spi$NEWLAPACK$ILP64
0000000181314270 (__TEXT,__text) external _cblas_dtrsm_spi_mem_requirement$NEWLAPACK
00000001816d0a88 (__TEXT,__text) external _cblas_dtrsm_spi_mem_requirement$NEWLAPACK$ILP64
00000001817030b4 (__TEXT,__text) external _cblas_dtrsv
00000001816468e0 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00000001816db368 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00000001817231cc (__TEXT,__text) external _cblas_dzasum
00000001816e72cc (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00000001816f6bec (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181723230 (__TEXT,__text) external _cblas_dznrm2
00000001816e7330 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00000001816f6c4c (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
000000018172a8a8 (__TEXT,__text) external _cblas_errprn
00000001816ef3f8 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00000001816fcf6c (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181722f64 (__TEXT,__text) external _cblas_icamax
00000001816e7064 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00000001816f6990 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180f65990 (__TEXT,__text) external _cblas_idamax
00000001816c5008 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00000001816dd1d8 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
0000000181704ccc (__TEXT,__text) external _cblas_isamax
00000001816b28a0 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00000001816dce20 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
0000000181723310 (__TEXT,__text) external _cblas_izamax
00000001816e7410 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00000001816f6d24 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00000001816fdf2c (__TEXT,__text) external _cblas_sasum
0000000180f91c9c (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00000001816c737c (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00000001816fdf88 (__TEXT,__text) external _cblas_saxpy
0000000180f91cf8 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00000001816c73d0 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
0000000181723090 (__TEXT,__text) external _cblas_scasum
00000001816e7190 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00000001816f6ab8 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00000001817230ec (__TEXT,__text) external _cblas_scnrm2
00000001816e71ec (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001816f6b10 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00000001816fe048 (__TEXT,__text) external _cblas_scopy
0000000180f91db8 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00000001816c7474 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00000001816fdee4 (__TEXT,__text) external _cblas_sdot
0000000180f91c54 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00000001816c7344 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00000001816fde68 (__TEXT,__text) external _cblas_sdsdot
0000000180f91bd8 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00000001816c72d8 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
0000000181701728 (__TEXT,__text) external _cblas_sgbmv
000000018163748c (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00000001816d9b08 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00000001816fe2dc (__TEXT,__text) external _cblas_sgemm
0000000180f9bf8c (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00000001816c8224 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
0000000180f9bffc (__TEXT,__text) external _cblas_sgemm_singlecore
0000000181317990 (__TEXT,__text) external _cblas_sgemm_spi$NEWLAPACK
00000001816d1eac (__TEXT,__text) external _cblas_sgemm_spi$NEWLAPACK$ILP64
0000000181312870 (__TEXT,__text) external _cblas_sgemm_spi_mem_requirement$NEWLAPACK
00000001816cf0c8 (__TEXT,__text) external _cblas_sgemm_spi_mem_requirement$NEWLAPACK$ILP64
00000001816ff500 (__TEXT,__text) external _cblas_sgemv
000000018132c1ac (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00000001816d3aa4 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
000000018132c210 (__TEXT,__text) external _cblas_sgemv_singlecore
00000001816ff2cc (__TEXT,__text) external _cblas_sger
000000018132bf78 (__TEXT,__text) external _cblas_sger$NEWLAPACK
00000001816d3870 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00000001816fe0ac (__TEXT,__text) external _cblas_snrm2
0000000180f91e1c (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00000001816c74c8 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00000001816fe1b4 (__TEXT,__text) external _cblas_srot
0000000180f91f24 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00000001816c75a8 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
000000018171c748 (__TEXT,__text) external _cblas_srotg
00000001816de630 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00000001816f0664 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00000001816fe22c (__TEXT,__text) external _cblas_srotm
0000000180f91f9c (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00000001816c7610 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
000000018171c838 (__TEXT,__text) external _cblas_srotmg
00000001816de720 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00000001816f0754 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
0000000181701b84 (__TEXT,__text) external _cblas_ssbmv
00000001816381a4 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00000001816d9f4c (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00000001816fe0d4 (__TEXT,__text) external _cblas_sscal
0000000180f91e44 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00000001816c74e8 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
0000000181701f2c (__TEXT,__text) external _cblas_sspmv
0000000181638d58 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00000001816da2d4 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
0000000181702220 (__TEXT,__text) external _cblas_sspr
0000000181639428 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001816da5bc (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
0000000181702420 (__TEXT,__text) external _cblas_sspr2
0000000181639b78 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00000001816da7b0 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00000001816fe134 (__TEXT,__text) external _cblas_sswap
0000000180f91ea4 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00000001816c7538 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
0000000181700dd4 (__TEXT,__text) external _cblas_ssymm
0000000181626544 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00000001816d8dc8 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
0000000181701420 (__TEXT,__text) external _cblas_ssymv
0000000181634ea0 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00000001816d981c (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00000001816ff564 (__TEXT,__text) external _cblas_ssyr
000000018132c274 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00000001816d3af4 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00000001816ff618 (__TEXT,__text) external _cblas_ssyr2
000000018132c328 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00000001816d3bb0 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00000001816fe830 (__TEXT,__text) external _cblas_ssyr2k
00000001810c1af8 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00000001816cc468 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00000001816febd0 (__TEXT,__text) external _cblas_ssyrk
00000001811f9b0c (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00000001816ce468 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
000000018170268c (__TEXT,__text) external _cblas_stbmv
000000018163adac (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00000001816daa00 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
0000000181702954 (__TEXT,__text) external _cblas_stbsv
000000018163c2fc (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00000001816dac88 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
0000000181702c1c (__TEXT,__text) external _cblas_stpmv
000000018163fa14 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00000001816daf10 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
0000000181702e68 (__TEXT,__text) external _cblas_stpsv
0000000181643b64 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00000001816db13c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00000001816fef0c (__TEXT,__text) external _cblas_strmm
00000001813260bc (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00000001816d31b4 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00000001816ff6fc (__TEXT,__text) external _cblas_strmv
000000018132c40c (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00000001816d3c98 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
0000000181704f24 (__TEXT,__text) external _cblas_strsm
00000001816b2af8 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00000001816dce24 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00000001811cd5e8 (__TEXT,__text) external _cblas_strsm_spi$NEWLAPACK
00000001816cd98c (__TEXT,__text) external _cblas_strsm_spi$NEWLAPACK$ILP64
0000000181313b3c (__TEXT,__text) external _cblas_strsm_spi_mem_requirement$NEWLAPACK
00000001816d0360 (__TEXT,__text) external _cblas_strsm_spi_mem_requirement$NEWLAPACK$ILP64
00000001817011b0 (__TEXT,__text) external _cblas_strsv
0000000181633a38 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001816d95d8 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
000000018172a810 (__TEXT,__text) external _cblas_xerbla
00000001816ef360 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00000001816fced4 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
0000000181723708 (__TEXT,__text) external _cblas_zaxpy
00000001816e7808 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00000001816f7110 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181723830 (__TEXT,__text) external _cblas_zcopy
00000001816e7930 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001816f7234 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181723914 (__TEXT,__text) external _cblas_zdotc_sub
00000001816e7a14 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001816f7324 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
0000000181723a9c (__TEXT,__text) external _cblas_zdotu_sub
00000001816e7b68 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001816f7474 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
0000000181723bf0 (__TEXT,__text) external _cblas_zdrot
00000001816e7cbc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00000001816f75c4 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181723c80 (__TEXT,__text) external _cblas_zdscal
00000001816e7d4c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001816f7650 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00000001817242d0 (__TEXT,__text) external _cblas_zgbmv
00000001816e81fc (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00000001816f7ad8 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
0000000181712a10 (__TEXT,__text) external _cblas_zgemm
00000001811c19ac (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00000001816cd0f4 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
0000000180f9bad8 (__TEXT,__text) external _cblas_zgemm_spi$NEWLAPACK
00000001816c7dc0 (__TEXT,__text) external _cblas_zgemm_spi$NEWLAPACK$ILP64
00000001813136f4 (__TEXT,__text) external _cblas_zgemm_spi_mem_requirement$NEWLAPACK
00000001816cff24 (__TEXT,__text) external _cblas_zgemm_spi_mem_requirement$NEWLAPACK$ILP64
00000001817249b4 (__TEXT,__text) external _cblas_zgemv
000000018155429c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00000001816d815c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
000000018172568c (__TEXT,__text) external _cblas_zgerc
00000001816e88ac (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00000001816f81a8 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181725d94 (__TEXT,__text) external _cblas_zgeru
00000001816e8fb4 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001816f88ac (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
0000000181726524 (__TEXT,__text) external _cblas_zhbmv
00000001816e9744 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00000001816f9030 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
0000000181713884 (__TEXT,__text) external _cblas_zhemm
000000018124bb08 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00000001816ced48 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00000001817267a8 (__TEXT,__text) external _cblas_zhemv
00000001816e9d18 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00000001816f92cc (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
0000000181726eb8 (__TEXT,__text) external _cblas_zher
00000001816ea708 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00000001816f99b8 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001817275cc (__TEXT,__text) external _cblas_zher2
00000001816eae1c (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00000001816fa0dc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
000000018171485c (__TEXT,__text) external _cblas_zher2k
000000018123c658 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00000001816ce9cc (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181715b44 (__TEXT,__text) external _cblas_zherk
000000018109b538 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00000001816cc174 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
0000000181727bfc (__TEXT,__text) external _cblas_zhpmv
00000001816eb44c (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00000001816fa6ec (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
0000000181727e2c (__TEXT,__text) external _cblas_zhpr
00000001816eb964 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00000001816fa928 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
0000000181727f9c (__TEXT,__text) external _cblas_zhpr2
00000001816ebcd0 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00000001816faaa0 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181723d64 (__TEXT,__text) external _cblas_zrotg
00000001816e7e30 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001816f7730 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181723ee4 (__TEXT,__text) external _cblas_zscal
00000001816e7fb0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00000001816f78b0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
000000018172425c (__TEXT,__text) external _cblas_zswap
00000001816e8188 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001816f7a68 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181718254 (__TEXT,__text) external _cblas_zsymm
000000018140d924 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00000001816d6524 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
0000000181719234 (__TEXT,__text) external _cblas_zsyr2k
000000018132647c (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00000001816d3550 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
000000018171a538 (__TEXT,__text) external _cblas_zsyrk
00000001810d2680 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00000001816ccaa0 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
0000000181728554 (__TEXT,__text) external _cblas_ztbmv
00000001816ec288 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00000001816fb03c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00000001817287fc (__TEXT,__text) external _cblas_ztbsv
00000001816ec938 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00000001816fb310 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
