00000001bbb01d74 (__TEXT,__text) non-external -[CUICatalog(LIRepSelection) _LI_iconImageWithName:size:scale:idiom:subtype:gamut:layoutDirection:]
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
00000001bbaff6b0 (__TEXT,__text) non-external _outputPaddingForVariant
00000001bbafa7c4 (__TEXT,__text) non-external _outputSizeForVariant
00000001bbafbc70 (__TEXT,__text) non-external (was a private external) _outputVisibleImageBoundsForVariant
                 (undefined) external _readlink (from libSystem)
00000001bbaf8588 (__TEXT,__text) non-external _requestedResourceNameScaleForVariant
00000001bbaf8328 (__TEXT,__text) non-external _requestedResourceNameWidthForVariant
00000001bbafd6c4 (__TEXT,__text) non-external _safeDrawingRectForVariant
00000001bbafb858 (__TEXT,__text) non-external _scaleForVariant
00000001bbafbbf4 (__TEXT,__text) non-external _sideInsetForVariant
                 (undefined) external _sin (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00000001bbafbb00 (__TEXT,__text) non-external _topInsetForVariant
00000001bbafd33c (__TEXT,__text) non-external _unskewedCompositingFrameForDestinationFrame
