
/Volumes/macOS Mojave/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000002b568 (__DATA,__data) external _NDR_record
000000000002b648 (__DATA,__common) external _errno
0000000000016f8b (__TEXT,__text) external _etap_trace_thread
000000000000b4dd (__TEXT,__text) external _exc_server
000000000000b1d2 (__TEXT,__text) external _exc_server_routine
000000000000ac36 (__TEXT,__text) external _exception_raise
000000000000ad6e (__TEXT,__text) external _exception_raise_state
000000000000af8b (__TEXT,__text) external _exception_raise_state_identity
0000000000009698 (__TEXT,__text) external _exchangedata
000000000001fa3c (__TEXT,__text) external _execve
000000000001fa54 (__TEXT,__text) external _faccessat
000000000001fa6c (__TEXT,__text) external _fchdir
00000000000095ac (__TEXT,__text) external _fchflags
00000000000075c9 (__TEXT,__text) external _fchmod
000000000001fa84 (__TEXT,__text) external _fchmodat
0000000000004d84 (__TEXT,__text) external _fchown
000000000001fa9c (__TEXT,__text) external _fchownat
000000000001fab4 (__TEXT,__text) external _fclonefileat
0000000000002a3d (__TEXT,__text) external _fcntl
0000000000004c85 (__TEXT,__text) external _fcntl$NOCANCEL
000000000001facc (__TEXT,__text) external _fdatasync
000000000001fae4 (__TEXT,__text) external _ffsctl
00000000000076e8 (__TEXT,__text) external _fgetattrlist
0000000000004234 (__TEXT,__text) external _fgetxattr
000000000001fafc (__TEXT,__text) external _fhopen
0000000000006dec (__TEXT,__text) external _fileport_makefd
0000000000005b7c (__TEXT,__text) external _fileport_makeport
00000000000095f4 (__TEXT,__text) external _flistxattr
0000000000004264 (__TEXT,__text) external _flock
000000000001fb14 (__TEXT,__text) external _fmount
000000000001fb2c (__TEXT,__text) external _fpathconf
00000000000182d0 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000000006308 (__TEXT,__text) non-external (was a private external) _free
000000000001fb44 (__TEXT,__text) external _fremovexattr
000000000001c332 (__TEXT,__text) external _fs_snapshot_create
000000000001c34b (__TEXT,__text) external _fs_snapshot_delete
0000000000006819 (__TEXT,__text) external _fs_snapshot_list
000000000001c3b0 (__TEXT,__text) external _fs_snapshot_mount
000000000001c364 (__TEXT,__text) external _fs_snapshot_rename
000000000001c37e (__TEXT,__text) external _fs_snapshot_revert
000000000001c397 (__TEXT,__text) external _fs_snapshot_root
00000000000076d0 (__TEXT,__text) external _fsctl
000000000001fb5c (__TEXT,__text) external _fsetattrlist
0000000000004f6c (__TEXT,__text) external _fsetxattr
0000000000003bdc (__TEXT,__text) external _fsgetpath
000000000001fb74 (__TEXT,__text) external _fstat
0000000000002198 (__TEXT,__text) external _fstat$INODE64
0000000000002198 (__TEXT,__text) external _fstat64
000000000001fb8c (__TEXT,__text) external _fstatat
00000000000041ec (__TEXT,__text) external _fstatat$INODE64
00000000000041ec (__TEXT,__text) external _fstatat64
0000000000008e68 (__TEXT,__text) external _fstatfs
0000000000002efc (__TEXT,__text) external _fstatfs$INODE64
0000000000002efc (__TEXT,__text) external _fstatfs64
0000000000004f54 (__TEXT,__text) external _fsync
000000000001f15c (__TEXT,__text) external _fsync$NOCANCEL
000000000000424c (__TEXT,__text) external _ftruncate
00000000000197d2 (__TEXT,__text) external _futimens
00000000000095c4 (__TEXT,__text) external _futimes
000000000002b5a0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000000000030dc (__TEXT,__text) external _getattrlist
000000000001fba4 (__TEXT,__text) external _getattrlistat
0000000000004204 (__TEXT,__text) external _getattrlistbulk
000000000001eda5 (__TEXT,__text) external _getaudit
0000000000003ffc (__TEXT,__text) external _getaudit_addr
000000000001fbbc (__TEXT,__text) external _getauid
000000000001fbd4 (__TEXT,__text) external _getdirentries
000000000001fbec (__TEXT,__text) external _getdirentriesattr
0000000000008dc0 (__TEXT,__text) external _getdtablesize
0000000000002148 (__TEXT,__text) external _getegid
0000000000001c50 (__TEXT,__text) external _getentropy
00000000000020e8 (__TEXT,__text) external _geteuid
000000000001fc04 (__TEXT,__text) external _getfh
000000000001fc1c (__TEXT,__text) external _getfsstat
000000000000559c (__TEXT,__text) external _getfsstat$INODE64
000000000000559c (__TEXT,__text) external _getfsstat64
0000000000004294 (__TEXT,__text) external _getgid
0000000000009668 (__TEXT,__text) external _getgroups
0000000000005d85 (__TEXT,__text) external _gethostuuid
000000000000388d (__TEXT,__text) external _getiopolicy_np
000000000001fc34 (__TEXT,__text) external _getitimer
0000000000008724 (__TEXT,__text) external _getpeername
0000000000007c04 (__TEXT,__text) external _getpgid
0000000000007c1c (__TEXT,__text) external _getpgrp
0000000000001c70 (__TEXT,__text) external _getpid
0000000000003c98 (__TEXT,__text) external _getppid
0000000000003878 (__TEXT,__text) external _getpriority
000000000000215d (__TEXT,__text) external _getrlimit
00000000000039b8 (__TEXT,__text) external _getrusage
000000000001f174 (__TEXT,__text) external _getsgroups_np
000000000001fc4c (__TEXT,__text) external _getsid
0000000000006e04 (__TEXT,__text) external _getsockname
00000000000043f4 (__TEXT,__text) external _getsockopt
0000000000002100 (__TEXT,__text) external _getuid
000000000001f18c (__TEXT,__text) external _getwgroups_np
00000000000041d4 (__TEXT,__text) external _getxattr
000000000001fc64 (__TEXT,__text) external _grab_pgo_data
0000000000006794 (__TEXT,__text) external _guarded_close_np
000000000000825c (__TEXT,__text) external _guarded_kqueue_np
0000000000018396 (__TEXT,__text) external _guarded_open_dprotected_np
0000000000004bc9 (__TEXT,__text) external _guarded_open_np
0000000000004d9c (__TEXT,__text) external _guarded_pwrite_np
000000000001fc7c (__TEXT,__text) external _guarded_write_np
000000000001fc94 (__TEXT,__text) external _guarded_writev_np
00000000000255b0 (__TEXT,__cstring) non-external _hex
0000000000018445 (__TEXT,__text) external _host_check_multiuser_mode
00000000000023ca (__TEXT,__text) external _host_create_mach_voucher
0000000000001348 (__TEXT,__text) external _host_create_mach_voucher_trap
000000000000b91a (__TEXT,__text) external _host_default_memory_manager
000000000000ccb3 (__TEXT,__text) external _host_get_UNDServer
000000000001842e (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000000b54a (__TEXT,__text) external _host_get_boot_info
000000000000be36 (__TEXT,__text) external _host_get_clock_control
0000000000001865 (__TEXT,__text) external _host_get_clock_service
000000000000c42b (__TEXT,__text) external _host_get_exception_ports
00000000000042a9 (__TEXT,__text) external _host_get_io_master
000000000001843f (__TEXT,__text) external _host_get_multiuser_config_flags
00000000000022bd (__TEXT,__text) external _host_get_special_port
0000000000001560 (__TEXT,__text) external _host_info
000000000000d6a2 (__TEXT,__text) external _host_kernel_version
000000000000e074 (__TEXT,__text) external _host_lockgroup_info
00000000000185b3 (__TEXT,__text) external _host_page_size
000000000000b772 (__TEXT,__text) external _host_priv_statistics
000000000000d9fc (__TEXT,__text) external _host_processor_info
000000000000cad0 (__TEXT,__text) external _host_processor_set_priv
000000000000c9c4 (__TEXT,__text) external _host_processor_sets
000000000000bd2a (__TEXT,__text) external _host_processors
000000000000b699 (__TEXT,__text) external _host_reboot
000000000000e511 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000000000e63a (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000002de2 (__TEXT,__text) external _host_request_notification
000000000000cf10 (__TEXT,__text) external _host_security_create_task_token
000000000000d07a (__TEXT,__text) external _host_security_set_task_token
0000000000018a45 (__TEXT,__text) external _host_self
0000000000001204 (__TEXT,__text) external _host_self_trap
000000000000cbda (__TEXT,__text) external _host_set_UNDServer
000000000000e759 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000000c33a (__TEXT,__text) external _host_set_exception_ports
000000000000e9d2 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000000c250 (__TEXT,__text) external _host_set_special_port
0000000000007d99 (__TEXT,__text) external _host_statistics
0000000000006e7c (__TEXT,__text) external _host_statistics64
000000000000c66b (__TEXT,__text) external _host_swap_exception_ports
000000000000dc36 (__TEXT,__text) external _host_virtual_physical_table_info
000000000002039c (__TEXT,__text) external _i386_get_ldt
00000000000203b0 (__TEXT,__text) external _i386_set_ldt
000000000002b578 (__DATA,__data) external _important_boost_assertion_token
00000000000291f0 (__DATA,__const) external _internal_catch_exc_subsystem
0000000000018238 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise
000000000002b560 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00000000000181a0 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state
000000000002b558 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000000018108 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state_identity
000000000002b550 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000001aa9 (__TEXT,__text) external _ioctl
0000000000001a94 (__TEXT,__text) external _issetugid
000000000001fcac (__TEXT,__text) external _kas_info
0000000000001cf8 (__TEXT,__text) external _kdebug_is_enabled
000000000001c56d (__TEXT,__text) external _kdebug_signpost
0000000000007cb8 (__TEXT,__text) external _kdebug_signpost_end
0000000000007c3d (__TEXT,__text) non-external _kdebug_signpost_internal
0000000000007c31 (__TEXT,__text) external _kdebug_signpost_start
0000000000001ca1 (__TEXT,__text) external _kdebug_trace
000000000001c50a (__TEXT,__text) external _kdebug_trace_string
0000000000001d45 (__TEXT,__text) external _kdebug_typefilter
000000000002bcc0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
0000000000007780 (__TEXT,__text) external _kevent
0000000000009098 (__TEXT,__text) external _kevent64
0000000000002c78 (__TEXT,__text) external _kevent_id
0000000000002c20 (__TEXT,__text) external _kevent_qos
000000000000cdac (__TEXT,__text) external _kext_request
0000000000007be0 (__TEXT,__text) external _kill
000000000000c112 (__TEXT,__text) external _kmod_control
000000000000bf40 (__TEXT,__text) external _kmod_create
000000000000c039 (__TEXT,__text) external _kmod_destroy
000000000000db2a (__TEXT,__text) external _kmod_get_info
000000000001ee4d (__TEXT,__text) external _kpersona_alloc
000000000001ee7e (__TEXT,__text) external _kpersona_dealloc
000000000001ef5a (__TEXT,__text) external _kpersona_find
000000000001eeab (__TEXT,__text) external _kpersona_get
000000000002b598 (__DATA,__data) non-external _kpersona_get.p_id
000000000001eef8 (__TEXT,__text) external _kpersona_info
000000000001ef29 (__TEXT,__text) external _kpersona_pidinfo
0000000000007768 (__TEXT,__text) external _kqueue
000000000001f21c (__TEXT,__text) external _lchown
000000000001fcc4 (__TEXT,__text) external _ledger
000000000001fcdc (__TEXT,__text) external _link
000000000001fcf4 (__TEXT,__text) external _linkat
000000000001fd0c (__TEXT,__text) external _lio_listio
00000000000051c4 (__TEXT,__text) external _listen
0000000000004a98 (__TEXT,__text) external _listxattr
000000000000d18c (__TEXT,__text) external _lock_acquire
000000000000d4f0 (__TEXT,__text) external _lock_handoff
000000000000d5c9 (__TEXT,__text) external _lock_handoff_accept
000000000000d417 (__TEXT,__text) external _lock_make_stable
000000000000d265 (__TEXT,__text) external _lock_release
0000000000013e1c (__TEXT,__text) external _lock_set_create
0000000000013f29 (__TEXT,__text) external _lock_set_destroy
000000000000d33e (__TEXT,__text) external _lock_try
000000000000310c (__TEXT,__text) external _lseek
0000000000008e38 (__TEXT,__text) external _lstat
0000000000003a00 (__TEXT,__text) external _lstat$INODE64
0000000000003a00 (__TEXT,__text) external _lstat64
0000000000001c05 (__TEXT,__text) external _mach_absolute_time
00000000000028aa (__TEXT,__text) external _mach_approximate_time
00000000000197c4 (__TEXT,__text) external _mach_boottime_usec
00000000000177cc (__TEXT,__text) external _mach_continuous_approximate_time
0000000000002b71 (__TEXT,__text) external _mach_continuous_time
0000000000018530 (__TEXT,__text) external _mach_error
000000000002b600 (__DATA,__common) external _mach_error_full_diag
0000000000007055 (__TEXT,__text) external _mach_error_string
000000000000706c (__TEXT,__text) non-external (was a private external) _mach_error_string_int
000000000001844b (__TEXT,__text) external _mach_error_type
00000000000012a0 (__TEXT,__text) external _mach_generate_activity_id
0000000000002cfd (__TEXT,__text) external _mach_get_times
000000000000155b (__TEXT,__text) external _mach_host_self
0000000000009bdb (__TEXT,__text) external _mach_host_special_port_description
00000000000290a0 (__DATA,__const) non-external _mach_host_special_port_description.hsp_descs
0000000000009c09 (__TEXT,__text) external _mach_host_special_port_for_id
000000000002b400 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
000000000000108b (__TEXT,__text) external _mach_init
000000000002bca0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00000000000010a8 (__TEXT,__text) non-external _mach_init_doit
0000000000011874 (__TEXT,__text) external _mach_make_memory_entry
000000000000272e (__TEXT,__text) external _mach_make_memory_entry_64
000000000000e832 (__TEXT,__text) external _mach_memory_info
000000000000d8d9 (__TEXT,__text) external _mach_memory_object_memory_entry
000000000000df51 (__TEXT,__text) external _mach_memory_object_memory_entry_64
000000000000172c (__TEXT,__text) external _mach_msg
0000000000004889 (__TEXT,__text) external _mach_msg_destroy
00000000000049b4 (__TEXT,__text) non-external _mach_msg_destroy_port
000000000000563a (__TEXT,__text) external _mach_msg_overwrite
000000000000121c (__TEXT,__text) external _mach_msg_overwrite_trap
000000000000960a (__TEXT,__text) external _mach_msg_receive
0000000000003f28 (__TEXT,__text) external _mach_msg_send
00000000000185d0 (__TEXT,__text) external _mach_msg_server
00000000000188f2 (__TEXT,__text) external _mach_msg_server_importance
000000000000873c (__TEXT,__text) external _mach_msg_server_once
0000000000001210 (__TEXT,__text) external _mach_msg_trap
0000000000011eb4 (__TEXT,__text) external _mach_notify_dead_name
0000000000011e0d (__TEXT,__text) external _mach_notify_no_senders
0000000000011d60 (__TEXT,__text) external _mach_notify_port_deleted
0000000000011dbc (__TEXT,__text) external _mach_notify_port_destroyed
0000000000011e69 (__TEXT,__text) external _mach_notify_send_once
0000000000002c35 (__TEXT,__text) external _mach_port_allocate
000000000001eb24 (__TEXT,__text) external _mach_port_allocate_full
000000000001eb0b (__TEXT,__text) external _mach_port_allocate_name
000000000001eb1f (__TEXT,__text) external _mach_port_allocate_qos
0000000000001fb9 (__TEXT,__text) external _mach_port_construct
000000000000181f (__TEXT,__text) external _mach_port_deallocate
0000000000003f52 (__TEXT,__text) external _mach_port_destroy
0000000000003c3b (__TEXT,__text) external _mach_port_destruct
000000000001ec91 (__TEXT,__text) external _mach_port_dnrequest_info
00000000000037fe (__TEXT,__text) external _mach_port_extract_member
00000000000078aa (__TEXT,__text) external _mach_port_extract_right
0000000000003f7d (__TEXT,__text) external _mach_port_get_attributes
0000000000006c4c (__TEXT,__text) external _mach_port_get_context
0000000000003de0 (__TEXT,__text) external _mach_port_get_refs
0000000000009213 (__TEXT,__text) external _mach_port_get_set_status
000000000001eb2e (__TEXT,__text) external _mach_port_get_srights
0000000000004819 (__TEXT,__text) external _mach_port_guard
0000000000003791 (__TEXT,__text) external _mach_port_insert_member
0000000000002c8d (__TEXT,__text) external _mach_port_insert_right
000000000001ec96 (__TEXT,__text) external _mach_port_kernel_object
000000000001ec9b (__TEXT,__text) external _mach_port_kobject
0000000000001f37 (__TEXT,__text) external _mach_port_mod_refs
00000000000055f9 (__TEXT,__text) external _mach_port_move_member
000000000001eb01 (__TEXT,__text) external _mach_port_names
000000000001eb10 (__TEXT,__text) external _mach_port_peek
000000000001eb06 (__TEXT,__text) external _mach_port_rename
0000000000002f41 (__TEXT,__text) external _mach_port_request_notification
000000000000365d (__TEXT,__text) external _mach_port_set_attributes
0000000000009131 (__TEXT,__text) external _mach_port_set_context
000000000001eb15 (__TEXT,__text) external _mach_port_set_mscount
000000000001eb1a (__TEXT,__text) external _mach_port_set_seqno
000000000001eb38 (__TEXT,__text) external _mach_port_space_basic_info
000000000001eb33 (__TEXT,__text) external _mach_port_space_info
0000000000003cad (__TEXT,__text) external _mach_port_type
000000000001eca0 (__TEXT,__text) external _mach_port_unguard
0000000000008e7d (__TEXT,__text) external _mach_ports_lookup
00000000000079c7 (__TEXT,__text) external _mach_ports_register
00000000000011e0 (__TEXT,__text) external _mach_reply_port
0000000000018d72 (__TEXT,__text) external _mach_right_recv_construct
0000000000018e09 (__TEXT,__text) external _mach_right_recv_destruct
0000000000018e6d (__TEXT,__text) external _mach_right_send_create
0000000000018f55 (__TEXT,__text) external _mach_right_send_once_consume
0000000000018f01 (__TEXT,__text) external _mach_right_send_once_create
0000000000007cf1 (__TEXT,__text) external _mach_right_send_release
0000000000018eb2 (__TEXT,__text) external _mach_right_send_retain
000000000001eb9a (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001ec33 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000000018d6d (__TEXT,__text) external _mach_task_self
000000000002b60c (__DATA,__common) external _mach_task_self_
0000000000009bf2 (__TEXT,__text) external _mach_task_special_port_description
0000000000029190 (__DATA,__const) non-external _mach_task_special_port_description.tsp_descs
0000000000009c7e (__TEXT,__text) external _mach_task_special_port_for_id
000000000002b4f0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
000000000000184a (__TEXT,__text) external _mach_thread_self
0000000000002863 (__TEXT,__text) external _mach_timebase_info
000000000002bcb8 (__DATA,__bss) non-external _mach_timebase_info.cached_info
0000000000001360 (__TEXT,__text) external _mach_timebase_info_trap
0000000000001b91 (__TEXT,__text) external _mach_vm_allocate
0000000000011442 (__TEXT,__text) external _mach_vm_behavior_set
000000000001127f (__TEXT,__text) external _mach_vm_copy
000000000000313e (__TEXT,__text) external _mach_vm_deallocate
0000000000010e3b (__TEXT,__text) external _mach_vm_inherit
0000000000011523 (__TEXT,__text) external _mach_vm_machine_attribute
0000000000001478 (__TEXT,__text) external _mach_vm_map
0000000000011361 (__TEXT,__text) external _mach_vm_msync
0000000000011aaa (__TEXT,__text) external _mach_vm_page_info
000000000001176e (__TEXT,__text) external _mach_vm_page_query
0000000000011c57 (__TEXT,__text) external _mach_vm_page_range_query
00000000000031a7 (__TEXT,__text) external _mach_vm_protect
0000000000004db6 (__TEXT,__text) external _mach_vm_purgable_control
000000000001ed59 (__TEXT,__text) external _mach_vm_read
000000000001103e (__TEXT,__text) external _mach_vm_read_list
0000000000008621 (__TEXT,__text) external _mach_vm_read_overwrite
00000000000072cd (__TEXT,__text) external _mach_vm_region
000000000000840a (__TEXT,__text) external _mach_vm_region_recurse
000000000001ece0 (__TEXT,__text) external _mach_vm_remap
000000000000c8d1 (__TEXT,__text) external _mach_vm_wire
000000000001118d (__TEXT,__text) external _mach_vm_write
00000000000058e6 (__TEXT,__text) external _mach_voucher_attr_command
00000000000030af (__TEXT,__text) external _mach_voucher_deallocate
000000000001d59a (__TEXT,__text) external _mach_voucher_debug_info
000000000001d402 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00000000000080c1 (__TEXT,__text) external _mach_voucher_extract_attr_content
000000000000306c (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000001354 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
000000000000136c (__TEXT,__text) external _mach_wait_until
000000000000e2d6 (__TEXT,__text) external _mach_zone_force_gc
000000000000ee72 (__TEXT,__text) external _mach_zone_get_btlog_records
000000000000ed59 (__TEXT,__text) external _mach_zone_get_zlog_zones
000000000000e18b (__TEXT,__text) external _mach_zone_info
000000000000ebf1 (__TEXT,__text) external _mach_zone_info_for_largest_zone
000000000000eaab (__TEXT,__text) external _mach_zone_info_for_zone
000000000000130c (__TEXT,__text) external _macx_backing_store_recovery
0000000000001300 (__TEXT,__text) external _macx_backing_store_suspend
00000000000012dc (__TEXT,__text) external _macx_swapoff
00000000000012d0 (__TEXT,__text) external _macx_swapon
00000000000012f4 (__TEXT,__text) external _macx_triggers
0000000000003124 (__TEXT,__text) external _madvise
0000000000005e36 (__TEXT,__text) non-external (was a private external) _malloc
000000000002bca4 (__DATA,__bss) non-external _master_host_port
0000000000001812 (__TEXT,__text) non-external (was a private external) _memcpy
000000000001fd24 (__TEXT,__text) external _memorystatus_control
000000000001fd3c (__TEXT,__text) external _memorystatus_get_level
00000000000188f7 (__TEXT,__text) external _mig_allocate
0000000000003a2d (__TEXT,__text) external _mig_dealloc_reply_port
000000000001eb3d (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000000004279 (__TEXT,__text) external _mig_deallocate
0000000000001708 (__TEXT,__text) external _mig_get_reply_port
00000000000028c2 (__TEXT,__text) external _mig_get_special_reply_port
00000000000043a2 (__TEXT,__text) external _mig_put_reply_port
0000000000003daa (__TEXT,__text) external _mig_reply_setup
00000000000051f1 (__TEXT,__text) external _mig_strncpy
00000000000028ec (__TEXT,__text) external _mig_strncpy_zerofill
000000000001fd54 (__TEXT,__text) external _mincore
000000000001fd6c (__TEXT,__text) external _minherit
0000000000001390 (__TEXT,__text) external _mk_timer_arm
00000000000013a8 (__TEXT,__text) external _mk_timer_arm_leeway
000000000000139c (__TEXT,__text) external _mk_timer_cancel
0000000000001378 (__TEXT,__text) external _mk_timer_create
0000000000001384 (__TEXT,__text) external _mk_timer_destroy
00000000000030c4 (__TEXT,__text) external _mkdir
0000000000004ab0 (__TEXT,__text) external _mkdirat
000000000001fd84 (__TEXT,__text) external _mkfifo
000000000001fd9c (__TEXT,__text) external _mknod
0000000000006d94 (__TEXT,__text) external _mlock
000000000001fdb4 (__TEXT,__text) external _mlockall
0000000000002969 (__TEXT,__text) external _mmap
000000000001fdcc (__TEXT,__text) external _modwatch
0000000000009638 (__TEXT,__text) external _mount
0000000000001b7c (__TEXT,__text) external _mprotect
000000000001fde4 (__TEXT,__text) external _mremap_encrypted
0000000000018a35 (__TEXT,__text) external _msg_receive
0000000000018a29 (__TEXT,__text) external _msg_rpc
0000000000018a2f (__TEXT,__text) external _msg_send
000000000001f3cc (__TEXT,__text) external _msgctl
000000000001fdfc (__TEXT,__text) external _msgget
000000000001fe14 (__TEXT,__text) external _msgrcv
000000000001f3e4 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000001fe2c (__TEXT,__text) external _msgsnd
000000000001f3fc (__TEXT,__text) external _msgsnd$NOCANCEL
000000000001f414 (__TEXT,__text) external _msgsys
0000000000006bbc (__TEXT,__text) external _msync
000000000001f42c (__TEXT,__text) external _msync$NOCANCEL
0000000000006dac (__TEXT,__text) external _munlock
000000000001fe44 (__TEXT,__text) external _munlockall
0000000000002b8f (__TEXT,__text) external _munmap
0000000000004804 (__TEXT,__text) external _necp_client_action
00000000000085f4 (__TEXT,__text) external _necp_match_policy
00000000000047d4 (__TEXT,__text) external _necp_open
000000000001fe5c (__TEXT,__text) external _necp_session_action
000000000001fe74 (__TEXT,__text) external _necp_session_open
000000000001fe8c (__TEXT,__text) external _net_qos_guideline
000000000001fea4 (__TEXT,__text) external _netagent_trigger
0000000000013060 (__TEXT,__text) external _netname_check_in
000000000001334d (__TEXT,__text) external _netname_check_out
00000000000131a2 (__TEXT,__text) external _netname_look_up
0000000000013485 (__TEXT,__text) external _netname_version
000000000001febc (__TEXT,__text) external _nfsclnt
000000000001fed4 (__TEXT,__text) external _nfssvc
000000000002b588 (__DATA,__data) external _non_boost_assertion_token
000000000002b580 (__DATA,__data) external _normal_boost_assertion_token
000000000001feec (__TEXT,__text) external _ntp_adjtime
000000000001ff04 (__TEXT,__text) external _ntp_gettime
00000000000021e0 (__TEXT,__text) external _open
0000000000002180 (__TEXT,__text) external _open$NOCANCEL
00000000000071c7 (__TEXT,__text) external _open_dprotected_np
0000000000002a28 (__TEXT,__text) external _openat
000000000000749c (__TEXT,__text) external _openat$NOCANCEL
000000000001ff1c (__TEXT,__text) external _openbyid_np
000000000000a734 (__TEXT,__text) external _os_buflet_get_data_length
000000000000a773 (__TEXT,__text) external _os_buflet_get_data_limit
000000000000a72f (__TEXT,__text) external _os_buflet_get_data_offset
000000000000a76f (__TEXT,__text) external _os_buflet_get_object_address
000000000000a754 (__TEXT,__text) external _os_buflet_set_data_length
000000000000a739 (__TEXT,__text) external _os_buflet_set_data_offset
000000000001b047 (__TEXT,__text) external _os_channel_advance_slot
000000000001b669 (__TEXT,__text) external _os_channel_attr_clone
000000000001b63a (__TEXT,__text) external _os_channel_attr_create
000000000001b792 (__TEXT,__text) external _os_channel_attr_destroy
000000000001b8b8 (__TEXT,__text) external _os_channel_attr_get
000000000001b9f0 (__TEXT,__text) external _os_channel_attr_get_key
000000000001b7bf (__TEXT,__text) external _os_channel_attr_set
000000000001b6d4 (__TEXT,__text) external _os_channel_attr_set_key
000000000001b00d (__TEXT,__text) external _os_channel_available_slot_count
000000000001ada7 (__TEXT,__text) external _os_channel_create
000000000001a660 (__TEXT,__text) external _os_channel_create_extended
000000000001aee3 (__TEXT,__text) external _os_channel_destroy
000000000001b504 (__TEXT,__text) external _os_channel_flow_admissible
000000000001b4ff (__TEXT,__text) external _os_channel_get_advisory_region
000000000001adb6 (__TEXT,__text) external _os_channel_get_fd
000000000001b096 (__TEXT,__text) external _os_channel_get_next_slot
000000000001b483 (__TEXT,__text) external _os_channel_get_stats_region
000000000001ab2f (__TEXT,__text) non-external _os_channel_info2attr
000000000001ac43 (__TEXT,__text) non-external _os_channel_init_ring
000000000001af20 (__TEXT,__text) external _os_channel_is_defunct
000000000001ba41 (__TEXT,__text) external _os_channel_packet_alloc
000000000001bc0c (__TEXT,__text) external _os_channel_packet_free
000000000001bfb8 (__TEXT,__text) external _os_channel_packet_pool_purge
000000000001afec (__TEXT,__text) external _os_channel_pending
000000000001adb9 (__TEXT,__text) external _os_channel_read_attr
000000000001aea0 (__TEXT,__text) external _os_channel_read_nexus_extension_info
000000000001af2e (__TEXT,__text) external _os_channel_ring_id
000000000001b004 (__TEXT,__text) external _os_channel_ring_notify_time
000000000001affb (__TEXT,__text) external _os_channel_ring_sync_time
000000000001afad (__TEXT,__text) external _os_channel_rx_ring
000000000001b291 (__TEXT,__text) external _os_channel_set_slot_properties
000000000001bd5d (__TEXT,__text) external _os_channel_slot_attach_packet
000000000001be7c (__TEXT,__text) external _os_channel_slot_detach_packet
000000000001b385 (__TEXT,__text) external _os_channel_slot_get_packet
000000000001aec2 (__TEXT,__text) external _os_channel_sync
000000000001af7c (__TEXT,__text) external _os_channel_tx_ring
000000000001adf7 (__TEXT,__text) external _os_channel_write_attr
000000000000a708 (__TEXT,__text) external _os_copy_and_inet_checksum
000000000001db60 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001e04e (__TEXT,__text) external _os_cpu_in_cksum
000000000001e0f9 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000001ff34 (__TEXT,__text) external _os_fault_with_payload
000000000000a703 (__TEXT,__text) external _os_inet_checksum
000000000001c7db (__TEXT,__text) external _os_nexus_attr_clone
000000000001c7ac (__TEXT,__text) external _os_nexus_attr_create
000000000001c9e0 (__TEXT,__text) external _os_nexus_attr_destroy
000000000001c8ec (__TEXT,__text) external _os_nexus_attr_get
000000000001c80f (__TEXT,__text) external _os_nexus_attr_set
000000000001cc6b (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001cc8f (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000000001c9e5 (__TEXT,__text) external _os_nexus_controller_create
000000000001cc5f (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000000001cee6 (__TEXT,__text) external _os_nexus_controller_destroy
000000000001cc83 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001ca64 (__TEXT,__text) external _os_nexus_controller_get_fd
000000000001cda9 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001ca67 (__TEXT,__text) external _os_nexus_controller_register_provider
000000000001cd4a (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000000a406 (__TEXT,__text) external _os_packet_clear_flow_uuid
000000000000a4f8 (__TEXT,__text) external _os_packet_finalize
000000000000a419 (__TEXT,__text) external _os_packet_get_buflet_count
000000000000a411 (__TEXT,__text) external _os_packet_get_data_length
