00007ff80396f740 (__TEXT,__text) external _APL_dgemm
00007ff803a4e9fb (__TEXT,__text) external _cblas_ctrmm
00007ff8039f9abc (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff803a19e6a (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff803a57b0d (__TEXT,__text) external _cblas_ctrmv
00007ff803a22cfb (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff803a352c4 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff803a449d6 (__TEXT,__text) external _cblas_ctrsm
00007ff803953e20 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff803a0ccae (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff803a586db (__TEXT,__text) external _cblas_ctrsv
00007ff803a238c9 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff803a35e4e (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff803a46c6a (__TEXT,__text) external _cblas_dasum
00007ff803972ae0 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff803a0f654 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff803a46cac (__TEXT,__text) external _cblas_daxpy
00007ff803972b22 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff803a0f694 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff803a46daf (__TEXT,__text) external _cblas_dcopy
00007ff803972c25 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff803a0f780 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff803a46c0a (__TEXT,__text) external _cblas_ddot
00007ff803972a80 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff803a0f5fd (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff803a41d6c (__TEXT,__text) external _cblas_dgbmv
00007ff8038e1161 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff803a09fa4 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff803a4d21e (__TEXT,__text) external _cblas_dgemm
00007ff8039d4356 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff803a18409 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff8039d43ac (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff80388e4a0 (__TEXT,__text) external _cblas_dgemv
00007ff8038e018a (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff803a09c14 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff8038e01d7 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff80388aca4 (__TEXT,__text) external _cblas_dger
00007ff8038dfe60 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff803a098f7 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff803a46e39 (__TEXT,__text) external _cblas_dnrm2
00007ff803972caf (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff803a0f7fc (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff803a46f3f (__TEXT,__text) external _cblas_drot
00007ff803972e09 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff803a0f945 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff803a53ca7 (__TEXT,__text) external _cblas_drotg
00007ff803a1c64a (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff803a2eea4 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff803a46fd8 (__TEXT,__text) external _cblas_drotm
00007ff803972ea2 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff803a0f9d5 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff803a53dd0 (__TEXT,__text) external _cblas_drotmg
00007ff803a1c773 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff803a2efcd (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff803a4210d (__TEXT,__text) external _cblas_dsbmv
00007ff8038ea00b (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff803a0a378 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff80388ac50 (__TEXT,__text) external _cblas_dscal
00007ff803972cdd (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff803a0f82a (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff803a40685 (__TEXT,__text) external _cblas_dsdot
00007ff8038b968e (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff803a053d6 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff803a4012e (__TEXT,__text) external _cblas_dspmv
00007ff8038af888 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff803a04e5b (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff803a4abd0 (__TEXT,__text) external _cblas_dspr
00007ff8039b144b (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff803a158a5 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff803a43e79 (__TEXT,__text) external _cblas_dspr2
00007ff80392cb17 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff803a0c130 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff803a46ea3 (__TEXT,__text) external _cblas_dswap
00007ff803972d6d (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff803a0f8b5 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff803a3fd8c (__TEXT,__text) external _cblas_dsymm
00007ff8038ae7d8 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff803a04ac7 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff803a44d56 (__TEXT,__text) external _cblas_dsymv
00007ff803954d3e (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff803a0d02e (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff803a41b72 (__TEXT,__text) external _cblas_dsyr
00007ff8038e0227 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff803a09c4f (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff803a41c48 (__TEXT,__text) external _cblas_dsyr2
00007ff8038e02fd (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff803a09d32 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff803a477a8 (__TEXT,__text) external _cblas_dsyr2k
00007ff803979705 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff803a12569 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff803a4a867 (__TEXT,__text) external _cblas_dsyrk
00007ff8039b0a6b (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff803a1557e (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff803a40bc6 (__TEXT,__text) external _cblas_dtbmv
00007ff8038be6aa (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff803a0593b (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff803a42d48 (__TEXT,__text) external _cblas_dtbsv
00007ff803900127 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff803a0aff0 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff803a497d5 (__TEXT,__text) external _cblas_dtpmv
00007ff803999e43 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff803a14545 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff803a436be (__TEXT,__text) external _cblas_dtpsv
00007ff80390e493 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff803a0b940 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff803a4bc17 (__TEXT,__text) external _cblas_dtrmm
00007ff8039c257f (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff803a16e7a (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff80388b64f (__TEXT,__text) external _cblas_dtrmv
00007ff8038e0421 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff803a09e56 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff803a40291 (__TEXT,__text) external _cblas_dtrsm
00007ff8038b09c6 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff803a04fcd (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff803a4177c (__TEXT,__text) external _cblas_dtrsv
00007ff8038da8cf (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff803a06452 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff803a40dfb (__TEXT,__text) external _cblas_dzasum
00007ff8038bf2bf (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff803a05b67 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff803a59520 (__TEXT,__text) external _cblas_dznrm2
00007ff803a2470e (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff803a36c67 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff803a5fadc (__TEXT,__text) external _cblas_errprn
00007ff803a2ce86 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff803a3eedd (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff803a423e8 (__TEXT,__text) external _cblas_icamax
00007ff8038eb20e (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff803a0a68e (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff80388a8c0 (__TEXT,__text) external _cblas_idamax
00007ff803963308 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff803a0e279 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff803a4b6da (__TEXT,__text) external _cblas_isamax
00007ff8039b64dd (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff803a163d7 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff803a434be (__TEXT,__text) external _cblas_izamax
00007ff803908639 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff803a0b750 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff803a40764 (__TEXT,__text) external _cblas_sasum
00007ff8038b97cd (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff803a054f4 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff803a407a6 (__TEXT,__text) external _cblas_saxpy
00007ff8038b980f (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff803a05534 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff803a4e395 (__TEXT,__text) external _cblas_scasum
00007ff8039e7072 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff803a19589 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff803a4584c (__TEXT,__text) external _cblas_scnrm2
00007ff80395abb7 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff803a0de81 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff803a408a7 (__TEXT,__text) external _cblas_scopy
00007ff8038b9910 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff803a0561e (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff80388e568 (__TEXT,__text) external _cblas_sdot
00007ff8038b976d (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff803a054a3 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff803a406e5 (__TEXT,__text) external _cblas_sdsdot
00007ff8038b96ee (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff803a0542d (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff803a4dff4 (__TEXT,__text) external _cblas_sgbmv
00007ff8039def6e (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff803a191b5 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff803a40e8a (__TEXT,__text) external _cblas_sgemm
00007ff8038c7470 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff803a05bf6 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff8038c74c6 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff80388e51b (__TEXT,__text) external _cblas_sgemv
00007ff803970326 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff803a0f277 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff803970373 (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff803a465ad (__TEXT,__text) external _cblas_sger
00007ff80396fffd (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff803a0ef57 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff80388e4ed (__TEXT,__text) external _cblas_snrm2
00007ff8038b999a (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff803a0569a (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff803a40a5c (__TEXT,__text) external _cblas_srot
00007ff8038b9af3 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff803a057e2 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff803a54244 (__TEXT,__text) external _cblas_srotg
00007ff803a1cbe7 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff803a2f441 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff803a40af5 (__TEXT,__text) external _cblas_srotm
00007ff8038b9b8c (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff803a05872 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff803a54352 (__TEXT,__text) external _cblas_srotmg
00007ff803a1ccf5 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff803a2f54f (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff803a43b9e (__TEXT,__text) external _cblas_ssbmv
00007ff803929456 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff803a0be1a (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff803a40931 (__TEXT,__text) external _cblas_sscal
00007ff8038b99c8 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff803a056c8 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff803a45ad0 (__TEXT,__text) external _cblas_sspmv
00007ff8039631a5 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff803a0e107 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff803a43fe2 (__TEXT,__text) external _cblas_sspr
00007ff8039440ea (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff803a0c2a3 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff803a460c2 (__TEXT,__text) external _cblas_sspr2
00007ff80396d7c8 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff803a0ea4d (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff803a409c0 (__TEXT,__text) external _cblas_sswap
00007ff8038b9a57 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff803a05752 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff803a4dc52 (__TEXT,__text) external _cblas_ssymm
00007ff8039d82a0 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff803a18e21 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff803a45c33 (__TEXT,__text) external _cblas_ssymv
00007ff803964462 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff803a0e5f5 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff803a468d6 (__TEXT,__text) external _cblas_ssyr
00007ff8039703c3 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff803a0f2b2 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff803a469ab (__TEXT,__text) external _cblas_ssyr2
00007ff803970498 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff803a0f390 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff803a42a4a (__TEXT,__text) external _cblas_ssyr2k
00007ff8038fcd60 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff803a0acf6 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff803a44ee8 (__TEXT,__text) external _cblas_ssyrk
00007ff8039561a0 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff803a0d1c5 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff803a48856 (__TEXT,__text) external _cblas_stbmv
00007ff803982d94 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff803a135fc (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff803a42f7d (__TEXT,__text) external _cblas_stbsv
00007ff8039061be (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff803a0b21c (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff803a4e5b5 (__TEXT,__text) external _cblas_stpmv
00007ff8039f2f06 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff803a197a7 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff803a4e3f4 (__TEXT,__text) external _cblas_stpsv
00007ff8039ebc54 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff803a195e8 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff803a4622b (__TEXT,__text) external _cblas_strmm
00007ff80396fc7b (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff803a0ebc0 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff803a46ac2 (__TEXT,__text) external _cblas_strmv
00007ff8039705af (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff803a0f4af (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff803a4ed81 (__TEXT,__text) external _cblas_strsm
00007ff8039fff20 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff803a1a20c (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff803a458ba (__TEXT,__text) external _cblas_strsv
00007ff803960c20 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff803a0deee (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff803a5fab3 (__TEXT,__text) external _cblas_xerbla
00007ff803a2ce5d (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff803a3eeb3 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff803a4744a (__TEXT,__text) external _cblas_zaxpy
00007ff8039781fc (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff803a1222c (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff803a41410 (__TEXT,__text) external _cblas_zcopy
00007ff8038d60d6 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff803a06119 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff803a41377 (__TEXT,__text) external _cblas_zdotc_sub
00007ff8038cac9d (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff803a06091 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff803a4da72 (__TEXT,__text) external _cblas_zdotu_sub
00007ff8039d7f0a (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff803a18c53 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff803a49b8f (__TEXT,__text) external _cblas_zdrot
00007ff8039a97d0 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff803a148fd (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff803a4db0b (__TEXT,__text) external _cblas_zdscal
00007ff8039d812e (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff803a18cdb (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff803a599bb (__TEXT,__text) external _cblas_zgbmv
00007ff803a24a1e (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff803a36f7a (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff803a4d549 (__TEXT,__text) external _cblas_zgemm
00007ff8039d50f9 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff803a1870e (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff803a5a1b0 (__TEXT,__text) external _cblas_zgemv
00007ff803a251e0 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff803a376b0 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff803a4bf99 (__TEXT,__text) external _cblas_zgerc
00007ff8039cdf20 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff803a17211 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff803a4e77d (__TEXT,__text) external _cblas_zgeru
00007ff8039f30ce (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff803a19971 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff803a5b0c0 (__TEXT,__text) external _cblas_zhbmv
00007ff803a260f0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff803a38560 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff803a4463d (__TEXT,__text) external _cblas_zhemm
00007ff803944745 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff803a0c91e (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff803a5b39f (__TEXT,__text) external _cblas_zhemv
00007ff803a2686a (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff803a38c78 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff803a48e24 (__TEXT,__text) external _cblas_zher
00007ff8039882aa (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff803a13bb8 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff803a5bc9e (__TEXT,__text) external _cblas_zher2
00007ff803a27517 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff803a39963 (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff803a4b8f6 (__TEXT,__text) external _cblas_zher2k
00007ff8039bdd20 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff803a16b5e (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff803a40ee0 (__TEXT,__text) external _cblas_zherk
00007ff8038ca806 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff803a05c39 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff803a5c505 (__TEXT,__text) external _cblas_zhpmv
00007ff803a27d7e (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff803a3a133 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff803a5c78f (__TEXT,__text) external _cblas_zhpr
00007ff803a283dd (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff803a3a735 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff803a5c91e (__TEXT,__text) external _cblas_zhpr2
00007ff803a2879d (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff803a3aab7 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff803a59622 (__TEXT,__text) external _cblas_zrotg
00007ff803a247e9 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff803a36d45 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff803a48229 (__TEXT,__text) external _cblas_zscal
00007ff80397fef0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff803a12ffc (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff803a47e3f (__TEXT,__text) external _cblas_zswap
00007ff80397edd6 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff803a12bf3 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff803a470b1 (__TEXT,__text) external _cblas_zsymm
00007ff80397540d (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff803a11e9c (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff803a4d274 (__TEXT,__text) external _cblas_zsyr2k
00007ff8039d4405 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff803a1844c (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff803a425b9 (__TEXT,__text) external _cblas_zsyrk
00007ff8038eb3df (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff803a0a848 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff803a5d08f (__TEXT,__text) external _cblas_ztbmv
00007ff803a28f0e (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff803a3b1bf (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff803a5d3a8 (__TEXT,__text) external _cblas_ztbsv
00007ff803a298b2 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff803a3bb0d (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff803a5d6c1 (__TEXT,__text) external _cblas_ztpmv
00007ff803a2a432 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff803a3c630 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff803a5d93b (__TEXT,__text) external _cblas_ztpsv
00007ff803a2abbc (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff803a3cd61 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff803a47ea3 (__TEXT,__text) external _cblas_ztrmm
00007ff80397eec0 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff803a12c5a (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00007ff803a5e20d (__TEXT,__text) external _cblas_ztrmv
00007ff803a2b525 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00007ff803a3d678 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00007ff803a45251 (__TEXT,__text) external _cblas_ztrsm
00007ff803956c39 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00007ff803a0d4ec (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00007ff803a5ed5f (__TEXT,__text) external _cblas_ztrsv
00007ff803a2c077 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00007ff803a3e188 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
00007ff803898c8f (__TEXT,__text) external _ccopy
00007ff8039b74d8 (__TEXT,__text) external _ccopy$NEWLAPACK
00007ff803a1680f (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
00007ff803898c8f (__TEXT,__text) external _ccopy_
00007ff803898ca3 (__TEXT,__text) external _cdotc
00007ff8039b751c (__TEXT,__text) external _cdotc$NEWLAPACK
00007ff803a1685b (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
