00007ffa19327f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa19323d77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa19325362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa19322357 (__TEXT,__text) external _glGetProgramiv
00007ffa19325384 (__TEXT,__text) external _glGetProgramivARB
00007ffa19323efc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa19323841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa19327738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa19321810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa19325dd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa19323863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1932775a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa19321832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa19325df5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa193217ee (__TEXT,__text) external _glGetQueryiv
00007ffa19325db1 (__TEXT,__text) external _glGetQueryivARB
00007ffa19322721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa19326d26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa193237df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa19323801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa193237bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1932379b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa19320a14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa1932239e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa19324000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa19322487 (__TEXT,__text) external _glGetShaderSource
00007ffa19326464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa19322335 (__TEXT,__text) external _glGetShaderiv
00007ffa1931eb99 (__TEXT,__text) external _glGetString
00007ffa1932317b (__TEXT,__text) external _glGetStringi
00007ffa19323c84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa19323c62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa193234e2 (__TEXT,__text) external _glGetSynciv
00007ffa1931ebb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa1931ebd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa1931ebf9 (__TEXT,__text) external _glGetTexGendv
00007ffa1931ec1b (__TEXT,__text) external _glGetTexGenfv
00007ffa1931ec3d (__TEXT,__text) external _glGetTexGeniv
00007ffa1931ec5f (__TEXT,__text) external _glGetTexImage
00007ffa1931ec86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa1931ecaa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa193230b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa19327657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa193230d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa19327679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa19327946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa1931ecce (__TEXT,__text) external _glGetTexParameterfv
00007ffa1931ecf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa19322b81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa19327092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa19323235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa19327127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa193231c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa193223e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa193263cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa19327145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa19323d55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa19323c40 (__TEXT,__text) external _glGetUniformdv
00007ffa1932243d (__TEXT,__text) external _glGetUniformfv
00007ffa1932641e (__TEXT,__text) external _glGetUniformfvARB
00007ffa19322462 (__TEXT,__text) external _glGetUniformiv
00007ffa19326441 (__TEXT,__text) external _glGetUniformivARB
00007ffa19322ef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa19327568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa19322c2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa19327412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa19322c4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa19327434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa19324a40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa19321f06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1932514c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa19321ea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa193250e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa19321ec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa19325108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa19321ee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1932512a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa1931ed12 (__TEXT,__text) external _glHint
00007ffa19320b59 (__TEXT,__text) external _glHistogram
00007ffa1931ed30 (__TEXT,__text) external _glIndexMask
00007ffa1931ed4c (__TEXT,__text) external _glIndexPointer
00007ffa1931ed6e (__TEXT,__text) external _glIndexd
00007ffa1931ed88 (__TEXT,__text) external _glIndexdv
00007ffa1931eda5 (__TEXT,__text) external _glIndexf
00007ffa1931edbf (__TEXT,__text) external _glIndexfv
00007ffa1931eddc (__TEXT,__text) external _glIndexi
00007ffa1931edf8 (__TEXT,__text) external _glIndexiv
00007ffa1931ee15 (__TEXT,__text) external _glIndexs
00007ffa1931ee31 (__TEXT,__text) external _glIndexsv
00007ffa1931ee4e (__TEXT,__text) external _glIndexub
00007ffa1931ee6a (__TEXT,__text) external _glIndexubv
00007ffa1931ee87 (__TEXT,__text) external _glInitNames
00007ffa193277c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa1931ee9e (__TEXT,__text) external _glInterleavedArrays
00007ffa193218b0 (__TEXT,__text) external _glIsBuffer
00007ffa19325e73 (__TEXT,__text) external _glIsBufferARB
00007ffa1931eec0 (__TEXT,__text) external _glIsEnabled
00007ffa193276fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa19322ac3 (__TEXT,__text) external _glIsEnabledi
00007ffa193279c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa19322743 (__TEXT,__text) external _glIsFramebuffer
00007ffa19326d48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa1931eedc (__TEXT,__text) external _glIsList
00007ffa193266b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa19322319 (__TEXT,__text) external _glIsProgram
00007ffa19324c05 (__TEXT,__text) external _glIsProgramARB
00007ffa19324182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa19321798 (__TEXT,__text) external _glIsQuery
00007ffa19325d5b (__TEXT,__text) external _glIsQueryARB
00007ffa19322685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa19326c8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1932369a (__TEXT,__text) external _glIsSampler
00007ffa193222fd (__TEXT,__text) external _glIsShader
00007ffa19323443 (__TEXT,__text) external _glIsSync
00007ffa1931eef8 (__TEXT,__text) external _glIsTexture
00007ffa19323e34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa19322a00 (__TEXT,__text) external _glIsVertexArray
00007ffa19327b08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa19327858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1932777c (__TEXT,__text) external _glLabelObjectEXT
00007ffa19327d0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa1931ef14 (__TEXT,__text) external _glLightModelf
00007ffa1931ef30 (__TEXT,__text) external _glLightModelfv
00007ffa1931ef4f (__TEXT,__text) external _glLightModeli
00007ffa1931ef6d (__TEXT,__text) external _glLightModeliv
00007ffa1931ef8c (__TEXT,__text) external _glLightf
00007ffa1931efaa (__TEXT,__text) external _glLightfv
00007ffa1931efcc (__TEXT,__text) external _glLighti
00007ffa1931efed (__TEXT,__text) external _glLightiv
00007ffa1931f00f (__TEXT,__text) external _glLineStipple
00007ffa1931f02d (__TEXT,__text) external _glLineWidth
00007ffa1932200b (__TEXT,__text) external _glLinkProgram
00007ffa1932606e (__TEXT,__text) external _glLinkProgramARB
00007ffa1931f047 (__TEXT,__text) external _glListBase
00007ffa1931f063 (__TEXT,__text) external _glLoadIdentity
00007ffa1931f07a (__TEXT,__text) external _glLoadMatrixd
00007ffa1931f097 (__TEXT,__text) external _glLoadMatrixf
00007ffa1931f0b4 (__TEXT,__text) external _glLoadName
00007ffa19320ff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa193258fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1932100f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa19325917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa193267c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa1931f0d0 (__TEXT,__text) external _glLogicOp
00007ffa1931f0ec (__TEXT,__text) external _glMap1d
00007ffa1931f110 (__TEXT,__text) external _glMap1f
00007ffa1931f134 (__TEXT,__text) external _glMap2d
00007ffa1931f167 (__TEXT,__text) external _glMap2f
00007ffa1932193e (__TEXT,__text) external _glMapBuffer
00007ffa19325f01 (__TEXT,__text) external _glMapBufferARB
00007ffa1932295d (__TEXT,__text) external _glMapBufferRange
00007ffa1931f19a (__TEXT,__text) external _glMapGrid1d
00007ffa1931f1b6 (__TEXT,__text) external _glMapGrid1f
00007ffa1931f1d2 (__TEXT,__text) external _glMapGrid2d
00007ffa1931f1f0 (__TEXT,__text) external _glMapGrid2f
00007ffa19327876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1932789d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa193278c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa193278f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1931f20e (__TEXT,__text) external _glMaterialf
00007ffa1931f22c (__TEXT,__text) external _glMaterialfv
00007ffa1931f24e (__TEXT,__text) external _glMateriali
00007ffa1931f26f (__TEXT,__text) external _glMaterialiv
00007ffa1931f291 (__TEXT,__text) external _glMatrixMode
00007ffa19323f20 (__TEXT,__text) external _glMinSampleShading
00007ffa193265a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa19320b7d (__TEXT,__text) external _glMinmax
00007ffa1931f2ad (__TEXT,__text) external _glMultMatrixd
00007ffa1931f2ca (__TEXT,__text) external _glMultMatrixf
00007ffa1932102c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa19325934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa19321049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa19325951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1932153e (__TEXT,__text) external _glMultiDrawArrays
00007ffa19326be8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa19327b8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa19321564 (__TEXT,__text) external _glMultiDrawElements
00007ffa193233d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa19326c0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa19327d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa19327d58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa19327bb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa19320c0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa19325516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa19320c2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa19325532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa19320c49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa19325551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa19320c65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1932556d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa19320c84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1932558c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa19320ca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa193255aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa19320cc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa193255c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa19320cdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa193255e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa19320cfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa19325606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa19320d1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa19325622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa19320d39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa19325641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa19320d55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1932565d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa19320d74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1932567c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa19320d95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1932569d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa19320db4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa193256bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa19320dd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa193256dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa19320df4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa193256fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa19320e10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa19325718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa19320e2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa19325737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa19320e4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa19325753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa19320e6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa19325772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa19320e8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa19325796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa19320ead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa193257b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa19320ed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa193257d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa19320ef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa193257f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa19320f0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa19325814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa19320f2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa19325833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa19320f47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1932584f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa19320f66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1932586e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa19320f8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa19325895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa19320fac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa193258b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa19320fd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa193258db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa19326645 (__TEXT,__text) external _glNamedStringARB
00007ffa1931f2e7 (__TEXT,__text) external _glNewList
00007ffa1931f305 (__TEXT,__text) external _glNormal3b
00007ffa1931f326 (__TEXT,__text) external _glNormal3bv
00007ffa1931f343 (__TEXT,__text) external _glNormal3d
00007ffa1931f35d (__TEXT,__text) external _glNormal3dv
00007ffa1931f37a (__TEXT,__text) external _glNormal3f
00007ffa1931f394 (__TEXT,__text) external _glNormal3fv
00007ffa1931f3b1 (__TEXT,__text) external _glNormal3i
00007ffa1931f3d2 (__TEXT,__text) external _glNormal3iv
00007ffa1931f3ef (__TEXT,__text) external _glNormal3s
00007ffa1931f410 (__TEXT,__text) external _glNormal3sv
00007ffa1931f42d (__TEXT,__text) external _glNormalPointer
00007ffa19327c6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa19327c8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1931f44f (__TEXT,__text) external _glOrtho
00007ffa19327dec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa19327df8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa19327de6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa19327df2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1931f469 (__TEXT,__text) external _glPassThrough
00007ffa19323db9 (__TEXT,__text) external _glPatchParameterfv
00007ffa19323d9b (__TEXT,__text) external _glPatchParameteri
00007ffa19323e50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1931f483 (__TEXT,__text) external _glPixelMapfv
00007ffa1931f4a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa1931f4c7 (__TEXT,__text) external _glPixelMapusv
00007ffa1931f4e9 (__TEXT,__text) external _glPixelStoref
00007ffa1931f505 (__TEXT,__text) external _glPixelStorei
00007ffa1931f523 (__TEXT,__text) external _glPixelTransferf
00007ffa1931f53f (__TEXT,__text) external _glPixelTransferi
00007ffa1931f55d (__TEXT,__text) external _glPixelZoom
00007ffa193214a2 (__TEXT,__text) external _glPointParameterf
00007ffa19325b14 (__TEXT,__text) external _glPointParameterfARB
00007ffa193214be (__TEXT,__text) external _glPointParameterfv
00007ffa19325b30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa193214dd (__TEXT,__text) external _glPointParameteri
00007ffa19327e33 (__TEXT,__text) external _glPointParameteriNV
00007ffa193214fb (__TEXT,__text) external _glPointParameteriv
00007ffa19327e51 (__TEXT,__text) external _glPointParameterivNV
00007ffa1931f577 (__TEXT,__text) external _glPointSize
00007ffa19327cd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1931f591 (__TEXT,__text) external _glPolygonMode
00007ffa1931f5af (__TEXT,__text) external _glPolygonOffset
00007ffa1931f5c9 (__TEXT,__text) external _glPolygonStipple
00007ffa1931f5e6 (__TEXT,__text) external _glPopAttrib
00007ffa1931f5fd (__TEXT,__text) external _glPopClientAttrib
00007ffa19327805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1931f614 (__TEXT,__text) external _glPopMatrix
00007ffa1931f62b (__TEXT,__text) external _glPopName
00007ffa1932332c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1931f642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa19324081 (__TEXT,__text) external _glProgramBinary
00007ffa1932516e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1932518c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa193251ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa193251cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1932526e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa193251ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1932520c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1932522e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1932524c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa19325292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa193240a6 (__TEXT,__text) external _glProgramParameteri
00007ffa19326f3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1932533e (__TEXT,__text) external _glProgramStringARB
00007ffa193246c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa1932473e (__TEXT,__text) external _glProgramUniform1dv
00007ffa193242a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa193243a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa19324201 (__TEXT,__text) external _glProgramUniform1i
00007ffa19324318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa193244ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa1932454c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa193246e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa19324762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa193242be (__TEXT,__text) external _glProgramUniform2f
00007ffa193243cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa19324222 (__TEXT,__text) external _glProgramUniform2i
00007ffa1932433c (__TEXT,__text) external _glProgramUniform2iv
00007ffa193244ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa19324570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa19324702 (__TEXT,__text) external _glProgramUniform3d
00007ffa19324786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa193242dc (__TEXT,__text) external _glProgramUniform3f
00007ffa193243f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa19324246 (__TEXT,__text) external _glProgramUniform3i
00007ffa19324360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa193244f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa19324594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa19324720 (__TEXT,__text) external _glProgramUniform4d
00007ffa193247aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa193242fa (__TEXT,__text) external _glProgramUniform4f
00007ffa19324414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1932426d (__TEXT,__text) external _glProgramUniform4i
00007ffa19324384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa19324519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa193245b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa193247ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa19324438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa19324843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa193245dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa19324891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1932462a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa193247f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1932445f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1932486a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa19324603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa193248df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa19324678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1932481c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa19324486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa193248b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa19324651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa19324906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1932469f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa19323409 (__TEXT,__text) external _glProvokingVertex
00007ffa1932771c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa1931f665 (__TEXT,__text) external _glPushAttrib
00007ffa1931f681 (__TEXT,__text) external _glPushClientAttrib
00007ffa193277e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1931f69d (__TEXT,__text) external _glPushMatrix
00007ffa1931f6b4 (__TEXT,__text) external _glPushName
00007ffa19323823 (__TEXT,__text) external _glQueryCounter
00007ffa1931f6d0 (__TEXT,__text) external _glRasterPos2d
00007ffa1931f6ea (__TEXT,__text) external _glRasterPos2dv
00007ffa1931f707 (__TEXT,__text) external _glRasterPos2f
00007ffa1931f721 (__TEXT,__text) external _glRasterPos2fv
00007ffa1931f73e (__TEXT,__text) external _glRasterPos2i
00007ffa1931f75c (__TEXT,__text) external _glRasterPos2iv
00007ffa1931f779 (__TEXT,__text) external _glRasterPos2s
00007ffa1931f797 (__TEXT,__text) external _glRasterPos2sv
00007ffa1931f7b4 (__TEXT,__text) external _glRasterPos3d
00007ffa1931f7ce (__TEXT,__text) external _glRasterPos3dv
00007ffa1931f7eb (__TEXT,__text) external _glRasterPos3f
00007ffa1931f805 (__TEXT,__text) external _glRasterPos3fv
00007ffa1931f822 (__TEXT,__text) external _glRasterPos3i
00007ffa1931f843 (__TEXT,__text) external _glRasterPos3iv
00007ffa1931f860 (__TEXT,__text) external _glRasterPos3s
00007ffa1931f881 (__TEXT,__text) external _glRasterPos3sv
00007ffa1931f89e (__TEXT,__text) external _glRasterPos4d
00007ffa1931f8b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa1931f8d5 (__TEXT,__text) external _glRasterPos4f
00007ffa1931f8ef (__TEXT,__text) external _glRasterPos4fv
00007ffa1931f90c (__TEXT,__text) external _glRasterPos4i
00007ffa1931f930 (__TEXT,__text) external _glRasterPos4iv
00007ffa1931f94d (__TEXT,__text) external _glRasterPos4s
00007ffa1931f971 (__TEXT,__text) external _glRasterPos4sv
00007ffa1931f98e (__TEXT,__text) external _glReadBuffer
00007ffa1931f9aa (__TEXT,__text) external _glReadPixels
00007ffa1931f9da (__TEXT,__text) external _glRectd
00007ffa1931f9f4 (__TEXT,__text) external _glRectdv
00007ffa1931fa14 (__TEXT,__text) external _glRectf
00007ffa1931fa2e (__TEXT,__text) external _glRectfv
00007ffa1931fa4e (__TEXT,__text) external _glRecti
00007ffa1931fa72 (__TEXT,__text) external _glRectiv
00007ffa1931fa92 (__TEXT,__text) external _glRects
00007ffa1931fab6 (__TEXT,__text) external _glRectsv
00007ffa19323fc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa1931fad6 (__TEXT,__text) external _glRenderMode
00007ffa193226fd (__TEXT,__text) external _glRenderbufferStorage
00007ffa19326d02 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa1932290f (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa19326f14 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa19320b9e (__TEXT,__text) external _glResetHistogram
00007ffa19320bba (__TEXT,__text) external _glResetMinmax
00007ffa19323e67 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa1931faf2 (__TEXT,__text) external _glRotated
00007ffa1931fb0c (__TEXT,__text) external _glRotatef
00007ffa193211f0 (__TEXT,__text) external _glSampleCoverage
00007ffa19325af8 (__TEXT,__text) external _glSampleCoverageARB
00007ffa19323593 (__TEXT,__text) external _glSampleMaski
00007ffa19327ee7 (__TEXT,__text) external _glSamplePass
00007ffa19327ee1 (__TEXT,__text) external _glSamplePassARB
00007ffa19323757 (__TEXT,__text) external _glSamplerParameterIiv
00007ffa19323779 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffa19323717 (__TEXT,__text) external _glSamplerParameterf
