00007ffa42c26ae0 (__DATA,__bss) non-external _SVC_REQ_KEY
00007ffa42c26b00 (__DATA,__bss) non-external _if_addr_cache
                 (undefined) external _if_nametoindex (from libSystem)
                 (undefined) external _in6addr_loopback (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _inet_pton (from libSystem)
                 (undefined) external _ioctl (from libSystem)
                 (undefined) external _kevent64 (from libSystem)
00007ffa42c268d0 (__DATA,__data) non-external (was a private external) _kq
00007ffa42c268e8 (__DATA,__data) non-external _kq_control_fd
                 (undefined) external _kqueue (from libSystem)
                 (undefined) external _listen (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
00007ffa0fe4220c (__TEXT,__text) non-external _makefd_xprt
00007ffa0fe4ced5 (__TEXT,__text) non-external _makefd_xprt.cold.1
00007ffa0fe4cf83 (__TEXT,__text) non-external _makefd_xprt.cold.2
00007ffa0fe4d031 (__TEXT,__text) non-external _makefd_xprt.cold.3
00007ffa0fe4d0df (__TEXT,__text) non-external _makefd_xprt.cold.4
00007ffa0fe4d17a (__TEXT,__text) non-external _makefd_xprt.cold.5
                 (undefined) external _malloc (from libSystem)
00007ffa0fe3b18b (__TEXT,__text) non-external _marshal_new_auth
00007ffa0fe4ab4e (__TEXT,__text) non-external _marshal_new_auth.cold.1
00007ffa42c26570 (__DATA,__data) non-external _maxgrplist
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkstemps (from libSystem)
00007ffa40ad2a50 (__DATA_CONST,__const) non-external _nc_tab
00007ffa40ad2960 (__DATA_CONST,__const) non-external _netids
00007ffa0fe4f660 (__TEXT,__const) external _oncrpcVersionNumber
00007ffa0fe4f630 (__TEXT,__const) external _oncrpcVersionString
00007ffa42c268d8 (__DATA,__data) non-external _oncrpc_xprt_init
                 (undefined) external _open (from libSystem)
00007ffa0fe47298 (__TEXT,__text) non-external (was a private external) _open_socket
00007ffa42c26520 (__DATA,__data) non-external _ops
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pipe (from libSystem)
00007ffa42c26640 (__DATA,__data) non-external _pmap_addrs
00007ffa0fe3fd0d (__TEXT,__text) non-external _pmap_bcastrecv
00007ffa0fe3ef99 (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00007ffa0fe3fa45 (__TEXT,__text) non-external _pmap_mcastrecv
                 (undefined) external _poll (from libSystem)
00007ffa42c26828 (__DATA,__data) non-external _poll_timeout
00007ffa42c26a40 (__DATA,__data) non-external (was a private external) _portmap_netid
00007ffa42c26ad0 (__DATA,__bss) non-external _proglst
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_getugid_np (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_set_qos_class_self_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_setugid_np (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa0fe3d9d8 (__TEXT,__text) non-external _readstrm
00007ffa0fe426ad (__TEXT,__text) non-external _readstrm
00007ffa0fe4d384 (__TEXT,__text) non-external _readstrm.cold.1
00007ffa0fe4d432 (__TEXT,__text) non-external _readstrm.cold.2
                 (undefined) external _realloc (from libSystem)
00007ffa0fe4613c (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
00007ffa0fe4732d (__TEXT,__text) non-external (was a private external) _recvfrom_and_to
00007ffa0fe4f1ac (__TEXT,__text) non-external _recvfrom_and_to.cold.1
                 (undefined) external _recvmsg (from libSystem)
00007ffa0fe42616 (__TEXT,__text) non-external _rendezvous_abort_freeargs
00007ffa0fe42606 (__TEXT,__text) non-external _rendezvous_abort_getargs
00007ffa0fe4260e (__TEXT,__text) non-external _rendezvous_abort_reply
00007ffa0fe4261e (__TEXT,__text) non-external _rendezvous_destroy
00007ffa0fe42471 (__TEXT,__text) non-external _rendezvous_request
00007ffa0fe4d228 (__TEXT,__text) non-external _rendezvous_request.cold.1
00007ffa0fe425fb (__TEXT,__text) non-external _rendezvous_stat
00007ffa0fe3b981 (__TEXT,__text) external _reply_addr_cache_create
00007ffa0fe3b9d9 (__TEXT,__text) external _reply_addr_cache_destroy
00007ffa42c26680 (__DATA,__data) non-external _reply_dscrm
00007ffa0fe48127 (__TEXT,__text) non-external _reset_if_addr_cache
00007ffa0fe3cd1b (__TEXT,__text) non-external _rpc_createerr_destroy
00007ffa42c26aa0 (__DATA,__bss) non-external _rpc_createerr_key
00007ffa42c26578 (__DATA,__data) non-external _rpc_createerr_once
00007ffa40ad2680 (__DATA_CONST,__const) non-external _rpc_errlist
00007ffa42c26658 (__DATA,__data) non-external _rpc_multicast
00007ffa42c26630 (__DATA,__data) non-external _rpcb_addrs
00007ffa0fe3f7e7 (__TEXT,__text) non-external _rpcb_mcastrecv
00007ffa0fe49df2 (__TEXT,__text) non-external _rpcbind_getaddr_generic
00007ffa0fe4757a (__TEXT,__text) non-external _search_local_ifaddr_cache
                 (undefined) external _sendto (from libSystem)
00007ffa42c266b0 (__DATA,__data) non-external _server_ops
00007ffa0fe45e56 (__TEXT,__text) non-external _set_input_fragment
00007ffa0fe47feb (__TEXT,__text) non-external (was a private external) _set_local_ephemeral_sockname
00007ffa42c269e0 (__DATA,__data) non-external _set_retry_timeout
00007ffa42c26a48 (__DATA,__data) non-external _set_retry_timeout
00007ffa42c269f0 (__DATA,__data) non-external _set_total_timeout
00007ffa42c26a58 (__DATA,__data) non-external _set_total_timeout
                 (undefined) external _setsockopt (from libSystem)
00007ffa0fe45df9 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _sleep (from libSystem)
00007ffa0fe3cc1a (__TEXT,__text) non-external _slprintf
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ffa42c265c8 (__DATA,__data) non-external _strm_ops
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ffa42c26ab8 (__DATA,__bss) non-external _svc_active_threads
00007ffa0fe43cb6 (__TEXT,__text) non-external (was a private external) _svc_armxprt
00007ffa0fe4e410 (__TEXT,__text) non-external _svc_armxprt.cold.1
00007ffa0fe4e4be (__TEXT,__text) non-external _svc_armxprt.cold.2
00007ffa0fe4e547 (__TEXT,__text) non-external _svc_armxprt.cold.3
00007ffa0fe43e54 (__TEXT,__text) non-external (was a private external) _svc_clear_kq_control
00007ffa0fe416cd (__TEXT,__text) non-external _svc_complete
00007ffa42c26c04 (__DATA,__common) non-external (was a private external) _svc_cred_switch
00007ffa42c26738 (__DATA,__data) non-external _svc_exit_cond
00007ffa42c26abc (__DATA,__bss) non-external _svc_exit_flag
00007ffa0fe44220 (__TEXT,__text) non-external (was a private external) _svc_get_thread_req
00007ffa42c26ad8 (__DATA,__bss) non-external _svc_head
00007ffa0fe43e48 (__TEXT,__text) non-external (was a private external) _svc_kq_control
00007ffa42c26838 (__DATA,__data) non-external (was a private external) _svc_listen_backlog
00007ffa42c266e0 (__DATA,__data) non-external (was a private external) _svc_max_threads
00007ffa42c266e4 (__DATA,__data) non-external (was a private external) _svc_min_threads
00007ffa42c266e8 (__DATA,__data) non-external (was a private external) _svc_nreq
00007ffa0fe43b8c (__TEXT,__text) non-external _svc_oncrpc_start
00007ffa0fe4e206 (__TEXT,__text) non-external _svc_oncrpc_start.cold.1
00007ffa0fe4e2b4 (__TEXT,__text) non-external _svc_oncrpc_start.cold.2
00007ffa0fe4e362 (__TEXT,__text) non-external _svc_oncrpc_start.cold.3
00007ffa42c267f8 (__DATA,__data) non-external _svc_poll_cond
00007ffa42c267b8 (__DATA,__data) non-external _svc_poll_lock
00007ffa42c26ac0 (__DATA,__bss) non-external _svc_polling
00007ffa0fe43eda (__TEXT,__text) non-external (was a private external) _svc_rearmxprt
00007ffa0fe4e744 (__TEXT,__text) non-external _svc_rearmxprt.cold.1
00007ffa0fe4e7e5 (__TEXT,__text) non-external _svc_rearmxprt.cold.2
00007ffa0fe4e893 (__TEXT,__text) non-external _svc_rearmxprt.cold.3
00007ffa42c268f0 (__DATA,__data) non-external _svc_register_lock
00007ffa0fe44257 (__TEXT,__text) external _svc_req_clone
00007ffa0fe443a6 (__TEXT,__text) external _svc_req_destroy
00007ffa0fe43db5 (__TEXT,__text) non-external (was a private external) _svc_rmxprt
00007ffa0fe4e5e8 (__TEXT,__text) non-external _svc_rmxprt.cold.1
00007ffa42c266f0 (__DATA,__data) non-external (was a private external) _svc_stack_size
00007ffa0fe40f56 (__TEXT,__text) non-external _svc_start_threads
00007ffa0fe40f03 (__TEXT,__text) non-external _svc_thread
00007ffa42c266f8 (__DATA,__data) non-external _svc_thread_lock
00007ffa42c26bf8 (__DATA,__common) non-external (was a private external) _svc_thread_qos_class
00007ffa42c26bfc (__DATA,__common) non-external (was a private external) _svc_thread_relative_priority
00007ffa0fe4401d (__TEXT,__text) non-external (was a private external) _svc_unarmxprt
00007ffa0fe4e934 (__TEXT,__text) non-external _svc_unarmxprt.cold.1
00007ffa0fe4e9bd (__TEXT,__text) non-external _svc_unarmxprt.cold.2
00007ffa42c26768 (__DATA,__data) non-external _svc_workq_lock
00007ffa0fe437e7 (__TEXT,__text) non-external (was a private external) _svc_xprt_create
00007ffa0fe4e0aa (__TEXT,__text) non-external _svc_xprt_create.cold.1
00007ffa0fe4e158 (__TEXT,__text) non-external _svc_xprt_create.cold.2
00007ffa0fe43a2e (__TEXT,__text) non-external (was a private external) _svc_xprt_destroy
00007ffa40ad2820 (__DATA_CONST,__const) non-external _svcauthsw
00007ffa0fe40e40 (__TEXT,__text) non-external _svcraw_destroy
00007ffa0fe40e38 (__TEXT,__text) non-external _svcraw_freeargs
00007ffa0fe40e28 (__TEXT,__text) non-external _svcraw_getargs
00007ffa0fe40e15 (__TEXT,__text) non-external _svcraw_recv
00007ffa0fe40e30 (__TEXT,__text) non-external _svcraw_reply
00007ffa0fe40e1d (__TEXT,__text) non-external _svcraw_stat
00007ffa0fe42657 (__TEXT,__text) non-external _svcstrm_destroy
00007ffa0fe4d2d6 (__TEXT,__text) non-external _svcstrm_destroy.cold.1
00007ffa0fe41d02 (__TEXT,__text) non-external _svcstrm_domain_create
00007ffa0fe4c6e9 (__TEXT,__text) non-external _svcstrm_domain_create.cold.1
00007ffa0fe4c797 (__TEXT,__text) non-external _svcstrm_domain_create.cold.2
00007ffa0fe4c845 (__TEXT,__text) non-external _svcstrm_domain_create.cold.3
00007ffa0fe42ce9 (__TEXT,__text) non-external _svcstrm_freeargs
00007ffa0fe42b9d (__TEXT,__text) non-external _svcstrm_getargs
00007ffa42c26870 (__DATA,__data) non-external _svcstrm_op
00007ffa0fe429d0 (__TEXT,__text) non-external _svcstrm_recv
00007ffa0fe4d57b (__TEXT,__text) non-external _svcstrm_recv.cold.1
00007ffa0fe4d616 (__TEXT,__text) non-external _svcstrm_recv.cold.2
00007ffa0fe4d6c4 (__TEXT,__text) non-external _svcstrm_recv.cold.3
00007ffa42c26840 (__DATA,__data) non-external _svcstrm_rendezvous_op
00007ffa0fe42c35 (__TEXT,__text) non-external _svcstrm_reply
00007ffa0fe4d75f (__TEXT,__text) non-external _svcstrm_reply.cold.1
00007ffa0fe42b41 (__TEXT,__text) non-external _svcstrm_stat
00007ffa0fe41ec1 (__TEXT,__text) external _svcticots_create
00007ffa0fe41ecb (__TEXT,__text) external _svcticotsord_create
00007ffa0fe4c8f3 (__TEXT,__text) non-external _svcticotsord_create.cold.1
00007ffa0fe4c9a1 (__TEXT,__text) non-external _svcticotsord_create.cold.2
00007ffa0fe4ca4f (__TEXT,__text) non-external _svcticotsord_create.cold.3
00007ffa0fe4cae3 (__TEXT,__text) non-external _svcticotsord_create.cold.4
00007ffa0fe4cb82 (__TEXT,__text) non-external _svcticotsord_create.cold.5
00007ffa0fe4cc1d (__TEXT,__text) non-external _svcticotsord_create.cold.6
00007ffa0fe4cccb (__TEXT,__text) non-external _svcticotsord_create.cold.7
00007ffa0fe4cd79 (__TEXT,__text) non-external _svcticotsord_create.cold.8
00007ffa0fe4ce27 (__TEXT,__text) non-external _svcticotsord_create.cold.9
00007ffa0fe43789 (__TEXT,__text) non-external _svcudp_destroy
00007ffa0fe4dffc (__TEXT,__text) non-external _svcudp_destroy.cold.1
00007ffa0fe4375b (__TEXT,__text) non-external _svcudp_freeargs
00007ffa0fe433a1 (__TEXT,__text) non-external _svcudp_getargs
00007ffa42c268a0 (__DATA,__data) non-external _svcudp_op
00007ffa0fe43077 (__TEXT,__text) non-external _svcudp_recv
00007ffa0fe4dc21 (__TEXT,__text) non-external _svcudp_recv.cold.1
00007ffa0fe4dccf (__TEXT,__text) non-external _svcudp_recv.cold.2
00007ffa0fe4341f (__TEXT,__text) non-external _svcudp_reply
00007ffa0fe4dd7d (__TEXT,__text) non-external _svcudp_reply.cold.1
00007ffa0fe4de18 (__TEXT,__text) non-external _svcudp_reply.cold.2
00007ffa0fe4deb3 (__TEXT,__text) non-external _svcudp_reply.cold.3
00007ffa0fe4df4e (__TEXT,__text) non-external _svcudp_reply.cold.4
00007ffa0fe43396 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libSystem)
00007ffa0fe3cd2c (__TEXT,__text) non-external _tsd_init_buf
00007ffa0fe4b088 (__TEXT,__text) non-external _tsd_init_buf.cold.1
00007ffa0fe3c64d (__TEXT,__text) non-external _tsd_init_rpc_createerr
00007ffa0fe4ae93 (__TEXT,__text) non-external _tsd_init_rpc_createerr.cold.1
00007ffa42c265f8 (__DATA,__data) non-external _udp_ops
00007ffa0fe47ce5 (__TEXT,__text) non-external _ugetport
00007ffa0fe41896 (__TEXT,__text) non-external _universal
00007ffa0fe4c093 (__TEXT,__text) non-external _universal.cold.1
00007ffa0fe4c12e (__TEXT,__text) non-external _universal.cold.2
00007ffa0fe4c1c2 (__TEXT,__text) non-external _universal.cold.3
                 (undefined) external _unlink (from libSystem)
00007ffa42c26a00 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42c26a68 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42c26a10 (__DATA,__data) non-external _unset_total_timeout
00007ffa42c26a78 (__DATA,__data) non-external _unset_total_timeout
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007ffa0fe43e82 (__TEXT,__text) non-external _wakeup_kq
00007ffa0fe4e696 (__TEXT,__text) non-external _wakeup_kq.cold.1
                 (undefined) external _warnx (from libSystem)
00007ffa42c267a8 (__DATA,__data) non-external _workq
                 (undefined) external _write (from libSystem)
00007ffa0fe3dae1 (__TEXT,__text) non-external _writestrm
00007ffa0fe42874 (__TEXT,__text) non-external _writestrm
00007ffa0fe4d4cd (__TEXT,__text) non-external _writestrm.cold.1
00007ffa0fe4647b (__TEXT,__text) non-external _x_destroy
00007ffa0fe4646a (__TEXT,__text) non-external _x_getpostn
00007ffa0fe463fa (__TEXT,__text) non-external _x_inline
00007ffa0fe463ec (__TEXT,__text) non-external _x_putbytes
00007ffa0fe463dd (__TEXT,__text) non-external _x_putlong
00007ffa0fe46473 (__TEXT,__text) non-external _x_setpostn
00007ffa0fe409a4 (__TEXT,__text) non-external _xdr_accepted_reply
00007ffa0fe3fef6 (__TEXT,__text) non-external _xdr_callit_args
00007ffa0fe454b0 (__TEXT,__text) non-external (was a private external) _xdr_is_memstream
00007ffa0fe46126 (__TEXT,__text) non-external (was a private external) _xdr_is_recstream
00007ffa0fe40086 (__TEXT,__text) non-external _xdr_pmapcallres
00007ffa0fe40a33 (__TEXT,__text) non-external _xdr_rejected_reply
00007ffa0fe3ff73 (__TEXT,__text) non-external _xdr_rmt3callres
00007ffa0fe46c18 (__TEXT,__text) external _xdr_vmbytes
00007ffa0fe4f04e (__TEXT,__text) non-external _xdr_vmbytes.cold.1
00007ffa0fe4f6e0 (__TEXT,__const) non-external _xdr_zero
00007ffa0fe455f1 (__TEXT,__text) non-external _xdrmem_destroy
00007ffa0fe45530 (__TEXT,__text) non-external _xdrmem_getbytes
00007ffa0fe455f7 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ffa0fe454d9 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ffa0fe4559c (__TEXT,__text) non-external _xdrmem_getpos
00007ffa0fe45446 (__TEXT,__text) non-external (was a private external) _xdrmem_getrecord
00007ffa0fe45651 (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ffa0fe455e9 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ffa40ad2880 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ffa40ad2838 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ffa0fe45569 (__TEXT,__text) non-external _xdrmem_putbytes
00007ffa0fe45624 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ffa0fe45506 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ffa0fe455b6 (__TEXT,__text) non-external _xdrmem_setpos
00007ffa0fe4595b (__TEXT,__text) non-external _xdrrec_destroy
00007ffa0fe45740 (__TEXT,__text) non-external _xdrrec_getbytes
00007ffa0fe45672 (__TEXT,__text) non-external _xdrrec_getlong
00007ffa0fe4583b (__TEXT,__text) non-external _xdrrec_getpos
00007ffa0fe45fca (__TEXT,__text) non-external (was a private external) _xdrrec_getrecord
00007ffa0fe45910 (__TEXT,__text) non-external _xdrrec_inline
00007ffa0fe45b24 (__TEXT,__text) non-external (was a private external) _xdrrec_isrecordstart
00007ffa40ad28c8 (__DATA_CONST,__const) non-external (was a private external) _xdrrec_ops
00007ffa0fe457b5 (__TEXT,__text) non-external _xdrrec_putbytes
00007ffa0fe456da (__TEXT,__text) non-external _xdrrec_putlong
00007ffa0fe4588e (__TEXT,__text) non-external _xdrrec_setpos
00007ffa0fe465f9 (__TEXT,__text) non-external _xdrstdio_destroy
00007ffa0fe4655e (__TEXT,__text) non-external _xdrstdio_getbytes
00007ffa0fe464de (__TEXT,__text) non-external _xdrstdio_getlong
00007ffa0fe465be (__TEXT,__text) non-external _xdrstdio_getpos
00007ffa0fe465f1 (__TEXT,__text) non-external _xdrstdio_inline
00007ffa40ad2910 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ffa0fe4658e (__TEXT,__text) non-external _xdrstdio_putbytes
00007ffa0fe46525 (__TEXT,__text) non-external _xdrstdio_putlong
00007ffa0fe465d9 (__TEXT,__text) non-external _xdrstdio_setpos
00007ffa0fe43ab4 (__TEXT,__text) non-external (was a private external) _xprt_ref
00007ffa0fe43afa (__TEXT,__text) non-external (was a private external) _xprt_unref
