00000001a4329d90 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a4317fa4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00000001a4318028 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00000001a4318010 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00000001a4328fa8 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00000001a4328fa0 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00000001a4328f98 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00000001a4328c68 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00000001a4328cfc (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00000001a4328f90 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00000001a4328be8 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00000001a4328b98 (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00000001a4328bd4 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00000001a4328b0c (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00000001a43289f0 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00000001a432880c (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00000001a4328ac4 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00000001a4328b70 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00000001a4328ba0 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00000001a4328bdc (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00000001a4328b78 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00000001a4328bc8 (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00000001a4328bb4 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00000001a4328b64 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00000001a4328b8c (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00000001a4328bc0 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00000001a4328bac (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00000001a4328b5c (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00000001a4328b84 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00000001a4319f08 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00000001a4319bdc (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00000001a4319e00 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00000001a4319d14 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00000001a4319c28 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00000001a4319eec (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00000001a4319a5c (__TEXT,__text) non-external -[SPProvenanceTracking init]
00000001a4318834 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00000001a4318818 (__TEXT,__text) non-external -[StagedBundleData access:]
00000001a431882c (__TEXT,__text) non-external -[StagedBundleData bundle]
00000001a431832c (__TEXT,__text) non-external -[StagedBundleData handleReload]
00000001a43180a8 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00000001a4318824 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00000001a432fb90 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001a432fc18 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001a432fbc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00000001a432fbf0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00000001a432fbb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001a432fc28 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001a4329b70 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00000001a4329998 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00000001d597b8e0 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00000001a4324db0 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00000001dcfd6e20 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
00000001d6de3a08 (__AUTH,__objc_data) external _OBJC_CLASS_$_AKELData
00000001d6de4020 (__AUTH,__objc_data) external _OBJC_CLASS_$_AMFI
00000001d6de3bc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapper
00000001d6de40c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00000001d6de4048 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00000001d6de3b48 (__AUTH,__objc_data) external _OBJC_CLASS_$_BundleData
00000001d6de3c38 (__AUTH,__objc_data) external _OBJC_CLASS_$_GKScanResult
00000001d6de3e18 (__AUTH,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00000001d6de3ad0 (__AUTH,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00000001d6de3f08 (__AUTH,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00000001d6de40e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00000001d6de3cd8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00000001d6de3d78 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00000001d6de3be8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00000001d6de3a58 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00000001d6de3eb8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00000001d6de3d28 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00000001d6de3dc8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00000001d6de3918 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00000001d6de3940 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00000001d6de3c88 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPLog
00000001d6de3e68 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPMigration
00000001d6de3fa8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00000001d6de3f58 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00000001d6de3af8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00000001d6de39b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00000001d597b45c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00000001d597b460 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00000001d597b464 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00000001d597b5f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00000001d597b5f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00000001d597b5fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00000001d597b48c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00000001d597b490 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00000001d597b494 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00000001d597b4a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00000001d597b488 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00000001d597b498 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00000001d597b49c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00000001d597b4c4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00000001d597b4c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00000001d597b474 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00000001d597b470 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00000001d597b468 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00000001d597b46c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00000001d597b478 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00000001d597b47c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00000001d597b558 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00000001d597b588 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00000001d597b578 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00000001d597b57c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00000001d597b594 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00000001d597b598 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00000001d597b59c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00000001d597b568 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00000001d597b564 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00000001d597b5a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00000001d597b550 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00000001d597b584 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00000001d597b5c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00000001d597b580 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00000001d597b5b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00000001d597b5b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00000001d597b5bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00000001d597b5b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00000001d597b574 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00000001d597b560 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00000001d597b55c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00000001d597b54c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00000001d597b570 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00000001d597b548 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00000001d597b5c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00000001d597b5ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00000001d597b5a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00000001d597b590 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00000001d597b58c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00000001d597b5a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00000001d597b5c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00000001d597b56c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00000001d597b554 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00000001d597b544 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00000001d597b604 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00000001d597b600 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00000001d597b4dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00000001d597b4e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00000001d597b4cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00000001d597b4e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00000001d597b4d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00000001d597b4e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00000001d597b4d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00000001d597b4d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00000001d597b508 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00000001d597b504 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00000001d597b50c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00000001d597b510 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00000001d597b4c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00000001d597b4b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00000001d597b4a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00000001d597b4bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00000001d597b4b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00000001d597b4b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00000001d597b4a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00000001d597b4ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00000001d597b53c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00000001d597b538 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00000001d597b540 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00000001d597b4f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00000001d597b4ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00000001d597b528 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00000001d597b530 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00000001d597b520 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00000001d597b518 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00000001d597b514 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00000001d597b51c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00000001d597b534 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00000001d597b524 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00000001d597b52c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00000001d597b4fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00000001d597b4f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00000001d597b4f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00000001d597b500 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00000001d597b418 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00000001d597b41c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00000001d597b428 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00000001d597b42c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00000001d597b438 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00000001d597b430 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00000001d597b424 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00000001d597b420 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00000001d597b434 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00000001d597b5f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00000001d597b5ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00000001d597b5e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00000001d597b5d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.bundleID
00000001d597b5e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.cdhash
00000001d597b5d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.rootID
00000001d597b5e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.signingID
00000001d597b5dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.teamID
00000001d597b5cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.uniqueID
00000001d597b5d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.url
00000001d597b484 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._connection
00000001d597b480 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._interface
00000001d597b444 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00000001d597b44c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00000001d597b440 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00000001d597b450 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00000001d597b458 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00000001d597b454 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00000001d597b448 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00000001d597b43c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00000001d6de3a30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AKELData
00000001d6de3ff8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMFI
00000001d6de3b98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00000001d6de4098 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00000001d6de4070 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00000001d6de3b70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_BundleData
00000001d6de3c60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00000001d6de3e40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000001d6de3aa8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00000001d6de3f30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00000001d6de4110 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00000001d6de3d00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00000001d6de3da0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00000001d6de3c10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00000001d6de3a80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00000001d6de3ee0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00000001d6de3d50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001d6de3df0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001d6de3968 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001d6de3990 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001d6de3cb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001d6de3e90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001d6de3fd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001d6de3f80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00000001d6de3b20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
