                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFAbsoluteTimeGetGregorianDate (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFCalendarComposeAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFCalendarCreateWithIdentifier (from CoreFoundation)
                 (undefined) external _CFCalendarSetTimeZone (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopyDefault (from CoreFoundation)
                 (undefined) external _CFTimeZoneCreateWithName (from CoreFoundation)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGContextClearRect (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageSourceCopyPropertiesAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateThumbnailAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithData (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
00007ff818ae6f68 (__TEXT,__text) external _ICACloseSession
00007ff841805700 (__DATA_CONST,__const) external _kICANotificationPercentDownloadedKey
00007ff841805a88 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationProcIsOldStyleKey
00007ff841805a80 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationProcKey
00007ff841805670 (__DATA_CONST,__const) external _kICANotificationRawEventKey
00007ff8418056f0 (__DATA_CONST,__const) external _kICANotificationScannerButtonTypeKey
00007ff8418056e8 (__DATA_CONST,__const) external _kICANotificationScannerDocumentNameKey
00007ff8418057d0 (__DATA_CONST,__const) external _kICANotificationSubTypeDocumentLoaded
00007ff8418057d8 (__DATA_CONST,__const) external _kICANotificationSubTypeDocumentNotLoaded
00007ff841805668 (__DATA_CONST,__const) external _kICANotificationSubTypeKey
00007ff8418057c8 (__DATA_CONST,__const) external _kICANotificationSubTypePerformOverviewScan
00007ff8418057c0 (__DATA_CONST,__const) external _kICANotificationSubTypeWarmUpDone
00007ff8418057b8 (__DATA_CONST,__const) external _kICANotificationSubTypeWarmUpStarted
00007ff841805780 (__DATA_CONST,__const) external _kICANotificationTypeCaptureComplete
00007ff841805758 (__DATA_CONST,__const) external _kICANotificationTypeDeviceAdded
00007ff841805810 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeDeviceBrowserContentChanged
00007ff841805820 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeDeviceConnectionFailed
00007ff841805838 (__DATA_CONST,__const) external _kICANotificationTypeDeviceConnectionProgress
00007ff841805768 (__DATA_CONST,__const) external _kICANotificationTypeDeviceInfoChanged
00007ff841805818 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeDevicePairingFailed
00007ff841805770 (__DATA_CONST,__const) external _kICANotificationTypeDevicePropertyChanged
00007ff841805760 (__DATA_CONST,__const) external _kICANotificationTypeDeviceRemoved
00007ff8418057b0 (__DATA_CONST,__const) external _kICANotificationTypeDeviceStatusError
00007ff8418057a8 (__DATA_CONST,__const) external _kICANotificationTypeDeviceStatusInfo
00007ff841805778 (__DATA_CONST,__const) external _kICANotificationTypeDeviceWasReset
00007ff841805840 (__DATA_CONST,__const) external _kICANotificationTypeDownloadProgressStatus
00007ff841805a90 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeIsOldOldStyleKey
00007ff841805660 (__DATA_CONST,__const) external _kICANotificationTypeKey
00007ff8418057f0 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeNetworkSettingChanged
00007ff841805720 (__DATA_CONST,__const) external _kICANotificationTypeObjectAdded
00007ff841805730 (__DATA_CONST,__const) external _kICANotificationTypeObjectInfoChanged
00007ff841805728 (__DATA_CONST,__const) external _kICANotificationTypeObjectRemoved
00007ff8418057e8 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeObjectUpdatedKey
00007ff841805870 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeOldStyleKey
00007ff841805798 (__DATA_CONST,__const) external _kICANotificationTypeProprietary
00007ff841805788 (__DATA_CONST,__const) external _kICANotificationTypeRequestObjectTransfer
00007ff841805808 (__DATA_CONST,__const) external _kICANotificationTypeScanProgressStatus
00007ff841805860 (__DATA_CONST,__const) external _kICANotificationTypeScannerButtonPressed
00007ff841805868 (__DATA_CONST,__const) external _kICANotificationTypeScannerOverviewOverlayAvailable
00007ff841805858 (__DATA_CONST,__const) external _kICANotificationTypeScannerPageDone
00007ff841805850 (__DATA_CONST,__const) external _kICANotificationTypeScannerScanDone
00007ff841805848 (__DATA_CONST,__const) external _kICANotificationTypeScannerSessionClosed
00007ff841805828 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeStartTWAIN_UI
00007ff841805830 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeStoppedTWAIN_UI
00007ff841805738 (__DATA_CONST,__const) external _kICANotificationTypeStoreAdded
00007ff841805748 (__DATA_CONST,__const) external _kICANotificationTypeStoreFull
00007ff841805750 (__DATA_CONST,__const) external _kICANotificationTypeStoreInfoChanged
00007ff841805740 (__DATA_CONST,__const) external _kICANotificationTypeStoreRemoved
00007ff841805420 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeTWAINSessionClosed
00007ff841805418 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeTWAINSessionOpened
00007ff841805790 (__DATA_CONST,__const) external _kICANotificationTypeTransactionCanceled
00007ff8418057a0 (__DATA_CONST,__const) external _kICANotificationTypeUnreportedStatus
00007ff8418057f8 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeWebServerURLChanged
00007ff841805800 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeWebSharingChanged
00007ff841805690 (__DATA_CONST,__const) external _kICANotificationVendorErrorCodeKey
00007ff841805548 (__DATA_CONST,__const) external _kICAOBEXVersionKey
00007ff841805b30 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectArrayKey
00007ff841805698 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectInTemporaryStoreKey
00007ff841805278 (__DATA_CONST,__const) external _kICAObjectKey
00007ff841805288 (__DATA_CONST,__const) external _kICAObjectNameKey
00007ff841805a70 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectOfInterestKey
00007ff841805bb0 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectPropertyDictionaryKey
00007ff841805ae0 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectRefConKey
00007ff841805a38 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectSendMessageCmd
00007ff841805ad8 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectSubtypeKey
00007ff841805ad0 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectTypeKey
00007ff841805a98 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectsOfInterestKey
00007ff8418059f0 (__DATA_CONST,__const) non-external (was a private external) _kICAOpenSessionCmd
00007ff841805aa0 (__DATA_CONST,__const) non-external (was a private external) _kICAOptionsDictionaryKey
00007ff8418055b0 (__DATA_CONST,__const) external _kICAOrientationKey
00007ff841805590 (__DATA_CONST,__const) external _kICAOverwriteKey
00007ff841805b70 (__DATA_CONST,__const) non-external (was a private external) _kICAParameterDictionaryKey
00007ff841805ab8 (__DATA_CONST,__const) non-external (was a private external) _kICAParentObjectKey
00007ff8418054e0 (__DATA_CONST,__const) external _kICAPhysicalTransportsKey
00007ff841805500 (__DATA_CONST,__const) external _kICAPictureFolderKey
00007ff841805b38 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyArrayKey
00007ff841805b08 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataFlagsKey
00007ff841805b10 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataPtrKey
00007ff841805b00 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataSizeKey
00007ff841805af8 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataTypeKey
00007ff841805ae8 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyKey
00007ff841805b18 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyRefConKey
00007ff841805af0 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyTypeKey
00007ff841805498 (__DATA_CONST,__const) external _kICAProtocolKey
00007ff8418054a0 (__DATA_CONST,__const) non-external (was a private external) _kICAProtocolVersionKey
00007ff841805450 (__DATA_CONST,__const) non-external (was a private external) _kICARawExtensionsKey
00007ff841805328 (__DATA_CONST,__const) external _kICARawKey
00007ff841805630 (__DATA_CONST,__const) external _kICARefconKey
00007ff841805a50 (__DATA_CONST,__const) non-external (was a private external) _kICARegisterEventNotificationCmd
00007ff8418058e0 (__DATA_CONST,__const) non-external (was a private external) _kICARegisterForEventNotificationCmd
00007ff8418052b0 (__DATA_CONST,__const) external _kICARemoteDeviceKey
00007ff841805610 (__DATA_CONST,__const) non-external (was a private external) _kICARemoteDevicesKey
00007ff841805280 (__DATA_CONST,__const) non-external (was a private external) _kICARemoteObjectKey
00007ff841805b50 (__DATA_CONST,__const) non-external (was a private external) _kICARequestedByteCountKey
00007ff841805bd8 (__DATA_CONST,__const) non-external (was a private external) _kICAResultKey
00007ff841805ab0 (__DATA_CONST,__const) non-external (was a private external) _kICARootObjectKey
00007ff841805370 (__DATA_CONST,__const) external _kICASCSITransportType
00007ff841805580 (__DATA_CONST,__const) external _kICASaveAsFilenameKey
00007ff841805588 (__DATA_CONST,__const) external _kICASavedFilenameKey
00007ff8418059c0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerCloseSessionCmd
00007ff8418059d0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerGetParametersCmd
00007ff8418059c8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerInitializeCmd
00007ff8418059b8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerOpenSessionCmd
00007ff8418058d0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerOpenSessionShouldCallCloseSessionFirstKey
00007ff8418059d8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerSetParametersCmd
00007ff8418059e8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerStartCmd
00007ff8418059e0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerStatusCmd
00007ff841805b78 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerStatusKey
00007ff841805518 (__DATA_CONST,__const) external _kICAScreenHeightKey
00007ff841805520 (__DATA_CONST,__const) external _kICAScreenWidthKey
00007ff841805a60 (__DATA_CONST,__const) non-external (was a private external) _kICASendNotificationCmd
00007ff8418058b0 (__DATA_CONST,__const) non-external (was a private external) _kICASenderObjectKey
00007ff841805b68 (__DATA_CONST,__const) non-external (was a private external) _kICASessionIDKey
00007ff841805920 (__DATA_CONST,__const) non-external (was a private external) _kICASetObjectRefConCmd
00007ff841805950 (__DATA_CONST,__const) non-external (was a private external) _kICASetPropertyDataCmd
00007ff841805970 (__DATA_CONST,__const) non-external (was a private external) _kICASetPropertyRefConCmd
00007ff841805bf8 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupPasswordKey
00007ff841805bf0 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupRequiresPasswordKey
00007ff841805c18 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupScanningForRemoteDevicesKey
00007ff841805be8 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupSharedNameKey
00007ff841805c00 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupSharingEnabledKey
00007ff841805c10 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupWebServerURLKey
00007ff841805c08 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupWebSharingEnabledKey
00007ff841805508 (__DATA_CONST,__const) external _kICASoundFolderKey
00007ff8418055e8 (__DATA_CONST,__const) external _kICAStarRatingKey
00007ff841805b48 (__DATA_CONST,__const) non-external (was a private external) _kICAStartByteOffsetKey
00007ff8418054d8 (__DATA_CONST,__const) external _kICASupportedFeaturesKey
00007ff841805478 (__DATA_CONST,__const) non-external (was a private external) _kICASupportedFileExtensionsKey
00007ff8418054a8 (__DATA_CONST,__const) external _kICASupportingSoftwaresKey
00007ff841805368 (__DATA_CONST,__const) external _kICATCPIPTransportType
00007ff841805408 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINClientPSNKey
00007ff841805410 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINClientPathKey
00007ff8418053f0 (__DATA_CONST,__const) external _kICATWAINDSPathKey
00007ff841805618 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINDevicesKey
00007ff8418053f8 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINInfoDictionaryKey
00007ff841805400 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINSessionIsOpenKey
00007ff841805378 (__DATA_CONST,__const) external _kICATWAINTransportType
00007ff841805528 (__DATA_CONST,__const) external _kICATelephoneNetworksKey
00007ff841805b80 (__DATA_CONST,__const) non-external (was a private external) _kICAThumbnailFormatKey
00007ff841805bb8 (__DATA_CONST,__const) non-external (was a private external) _kICAThumbnailPropertyInfoKey
00007ff841805318 (__DATA_CONST,__const) external _kICAThumbnailPropertyKey
00007ff841805320 (__DATA_CONST,__const) external _kICAThumbnailSizeKey
00007ff8418053a8 (__DATA_CONST,__const) external _kICATransportTypeKey
00007ff841805458 (__DATA_CONST,__const) non-external (was a private external) _kICAUSBKey
00007ff8418053b8 (__DATA_CONST,__const) external _kICAUSBLocationIDKey
00007ff841805298 (__DATA_CONST,__const) external _kICAUSBProductIDKey
00007ff841805350 (__DATA_CONST,__const) external _kICAUSBTransportType
00007ff841805290 (__DATA_CONST,__const) external _kICAUSBVendorIDKey
00007ff841805a20 (__DATA_CONST,__const) non-external (was a private external) _kICAUnloadDeviceModuleCmd
00007ff841805a28 (__DATA_CONST,__const) non-external (was a private external) _kICAUpdateDeviceDictionaryCmd
00007ff841805a48 (__DATA_CONST,__const) non-external (was a private external) _kICAUploadFileCmd
00007ff8418052f8 (__DATA_CONST,__const) external _kICAUserAssignedDeviceNameKey
00007ff841805488 (__DATA_CONST,__const) external _kICAVendorNameKey
00007ff841805540 (__DATA_CONST,__const) external _kICAVideoCodecsKey
00007ff841805510 (__DATA_CONST,__const) external _kICAVideoFolderKey
00007ff841805558 (__DATA_CONST,__const) external _kICAWMCVersionKey
00007ff8418054e8 (__DATA_CONST,__const) non-external (was a private external) _kICAWiFiSecuritiesKey
00007ff8418054f0 (__DATA_CONST,__const) non-external (was a private external) _kICAWiFiSecurityAuthenticationKey
00007ff8418054f8 (__DATA_CONST,__const) non-external (was a private external) _kICAWiFiSecurityEncryptionKey
00007ff841805990 (__DATA_CONST,__const) non-external (was a private external) _kICDBulkNewObjectsCmd
00007ff8418059a8 (__DATA_CONST,__const) non-external (was a private external) _kICDBulkNewPropertiesCmd
00007ff841805a68 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceCallbackCmd
00007ff841805a58 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceNotificationCmd
00007ff841805978 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceRegisterCmd
00007ff841805980 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceUnregisterCmd
00007ff841805998 (__DATA_CONST,__const) non-external (was a private external) _kICDDisposeObjectCmd
00007ff8418059b0 (__DATA_CONST,__const) non-external (was a private external) _kICDDisposePropertyCmd
00007ff841805988 (__DATA_CONST,__const) non-external (was a private external) _kICDNewObjectCmd
00007ff8418059a0 (__DATA_CONST,__const) non-external (was a private external) _kICDNewPropertyCmd
00007ff841805340 (__DATA_CONST,__const) external _kMetaDataDictionaryKey
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
