00000001830146c8 (__DATA,__data) external _NDR_record
0000000180ee256c (__TEXT,__text) external _coalition_policy_set
0000000180ef1b3c (__TEXT,__text) external _coalition_reap
0000000180ef1b0c (__TEXT,__text) external _coalition_terminate
0000000180edfd04 (__TEXT,__text) external _connect
0000000180edfd30 (__TEXT,__text) external _connect$NOCANCEL
0000000180ee2598 (__TEXT,__text) external _connectx
0000000180ee25c4 (__TEXT,__text) external _csops
0000000180ee25f0 (__TEXT,__text) external _csops_audittoken
0000000180ef1d68 (__TEXT,__text) external _csr_check
0000000180ef1d98 (__TEXT,__text) external _csr_get_active_config
0000000180edf600 (__TEXT,__text) external _debug_control_port_for_pid
0000000180ef1f94 (__TEXT,__text) external _debug_syscall_reject
0000000180ef1e80 (__TEXT,__text) external _debug_syscall_reject_config
00000001830146c0 (__DATA,__data) external _denap_boost_assertion_token
0000000180ee261c (__TEXT,__text) external _disconnectx
0000000180ee6558 (__TEXT,__text) non-external _do_compat
0000000180ee2648 (__TEXT,__text) external _dup
0000000180ee2674 (__TEXT,__text) external _dup2
0000000180fe9228 (__DATA_CONST,__const) non-external _err_codes_auth
0000000180fe90b8 (__DATA_CONST,__const) non-external _err_codes_env_mgr
0000000180fe9420 (__DATA_CONST,__const) non-external _err_codes_exception
0000000180fe90f8 (__DATA_CONST,__const) non-external _err_codes_execd
0000000180fe91f8 (__DATA_CONST,__const) non-external _err_codes_io
0000000180fe8ca0 (__DATA_CONST,__const) non-external _err_codes_kern
0000000180fe93f0 (__DATA_CONST,__const) non-external _err_codes_loader
0000000180fe97d8 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000180fe9750 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000180fe9698 (__DATA_CONST,__const) non-external _err_codes_mach_send
0000000180fe93c0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000180fe9658 (__DATA_CONST,__const) non-external _err_codes_mig
0000000180fe9118 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000180fe9098 (__DATA_CONST,__const) non-external _err_codes_netname
0000000180fe9168 (__DATA_CONST,__const) non-external _err_codes_ns
0000000180fe9610 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000180fe95b0 (__DATA_CONST,__const) non-external _err_codes_send
0000000180fe9330 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000180fe9138 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000180fe9130 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000180fe8e68 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180fe9270 (__DATA_CONST,__const) non-external _err_codes_us
0000000180fe9458 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180fe9828 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
0000000180fe9548 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180fe8b60 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180fe8bd8 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000180fe8840 (__DATA_CONST,__const) non-external _err_os_sub
0000000180fe88e0 (__DATA_CONST,__const) non-external _err_server_sub
0000000180f12110 (__TEXT,__const) non-external _err_us_sub
0000000180fe8c50 (__DATA_CONST,__const) non-external _err_vm_sub
0000000183014898 (__DATA,__common) external _errno
0000000180f0d350 (__TEXT,__text) external _etap_trace_thread
0000000180ef3628 (__TEXT,__text) non-external _eth_rule_iterate
0000000180ef7d64 (__TEXT,__text) external _exc_server
0000000180ef7d30 (__TEXT,__text) external _exc_server_routine
0000000180ef738c (__TEXT,__text) external _exception_raise
0000000180ef7508 (__TEXT,__text) external _exception_raise_state
0000000180ef7778 (__TEXT,__text) external _exception_raise_state_identity
0000000180ee26a0 (__TEXT,__text) external _exchangedata
0000000180ee6e3c (__TEXT,__text) external _exclaves_aoe_message_loop
0000000180ee6dd4 (__TEXT,__text) external _exclaves_aoe_setup
0000000180ee6e08 (__TEXT,__text) external _exclaves_aoe_work_loop
0000000180ee6b5c (__TEXT,__text) external _exclaves_audio_buffer_copyout
0000000180ee6b94 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
0000000180ee6b2c (__TEXT,__text) external _exclaves_audio_buffer_create
0000000180ee6af8 (__TEXT,__text) external _exclaves_boot
0000000180ee68b0 (__TEXT,__text) external _exclaves_endpoint_call
0000000180ee69c4 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
0000000180ee6994 (__TEXT,__text) external _exclaves_inbound_buffer_create
0000000180ee6c9c (__TEXT,__text) external _exclaves_indicator_min_on_time
0000000180ee6a14 (__TEXT,__text) external _exclaves_launch_conclave
0000000180ee6a5c (__TEXT,__text) external _exclaves_lookup_service
0000000180ee6a04 (__TEXT,__text) external _exclaves_named_buffer_copyin
0000000180ee6a0c (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000180ee69fc (__TEXT,__text) external _exclaves_named_buffer_create
0000000180ee6d34 (__TEXT,__text) external _exclaves_notification_create
0000000180ee695c (__TEXT,__text) external _exclaves_outbound_buffer_copyout
0000000180ee692c (__TEXT,__text) external _exclaves_outbound_buffer_create
0000000180ee6bcc (__TEXT,__text) external _exclaves_sensor_create
0000000180ee6c00 (__TEXT,__text) external _exclaves_sensor_start
0000000180ee6c68 (__TEXT,__text) external _exclaves_sensor_status
0000000180ee6c34 (__TEXT,__text) external _exclaves_sensor_stop
0000000180eedaa8 (__TEXT,__text) external _execve
0000000180ee26cc (__TEXT,__text) external _faccessat
0000000180ee26f8 (__TEXT,__text) external _fchdir
0000000180ee2724 (__TEXT,__text) external _fchflags
0000000180eeb958 (__TEXT,__text) external _fchmod
0000000180ee2750 (__TEXT,__text) external _fchmodat
0000000180ee277c (__TEXT,__text) external _fchown
0000000180ee27a8 (__TEXT,__text) external _fchownat
0000000180ee27d4 (__TEXT,__text) external _fclonefileat
0000000180eee15c (__TEXT,__text) external _fcntl
0000000180eeddd8 (__TEXT,__text) external _fcntl$NOCANCEL
0000000180ee2800 (__TEXT,__text) external _fdatasync
0000000180ee282c (__TEXT,__text) external _ffsctl
0000000180ee2858 (__TEXT,__text) external _fgetattrlist
0000000180ee2884 (__TEXT,__text) external _fgetxattr
0000000180ee28b0 (__TEXT,__text) external _fhopen
0000000180ee28dc (__TEXT,__text) external _fileport_makefd
0000000180ee2908 (__TEXT,__text) external _fileport_makeport
0000000180ee2934 (__TEXT,__text) external _flistxattr
0000000180ee2960 (__TEXT,__text) external _flock
0000000180ee298c (__TEXT,__text) external _fmount
0000000180ee29b8 (__TEXT,__text) external _fpathconf
0000000180ee639c (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000180ee29e4 (__TEXT,__text) external _freadlink
0000000180ee2a10 (__TEXT,__text) external _fremovexattr
0000000180ef1da8 (__TEXT,__text) external _fs_snapshot_create
0000000180ef1df8 (__TEXT,__text) external _fs_snapshot_delete
0000000180ef1dc4 (__TEXT,__text) external _fs_snapshot_list
0000000180ef1e68 (__TEXT,__text) external _fs_snapshot_mount
0000000180ef1e14 (__TEXT,__text) external _fs_snapshot_rename
0000000180ef1e30 (__TEXT,__text) external _fs_snapshot_revert
0000000180ef1e4c (__TEXT,__text) external _fs_snapshot_root
0000000180ee2a3c (__TEXT,__text) external _fsctl
0000000180ee2a68 (__TEXT,__text) external _fsetattrlist
0000000180ee2a94 (__TEXT,__text) external _fsetxattr
0000000180ee2ac0 (__TEXT,__text) external _fsgetpath
0000000180ee2aec (__TEXT,__text) external _fsgetpath_ext
0000000180ee2b18 (__TEXT,__text) external _fstat
0000000180ee2b18 (__TEXT,__text) external _fstat64
0000000180ee2b44 (__TEXT,__text) external _fstatat
0000000180ee2b44 (__TEXT,__text) external _fstatat64
0000000180ee2b70 (__TEXT,__text) external _fstatfs
0000000180ee2b70 (__TEXT,__text) external _fstatfs64
0000000180eeb49c (__TEXT,__text) external _fstatfs_ext
0000000180ee2b9c (__TEXT,__text) external _fsync
0000000180ee0068 (__TEXT,__text) external _fsync$NOCANCEL
0000000180ee2bc8 (__TEXT,__text) external _ftruncate
0000000180ee2bf4 (__TEXT,__text) external _funmount
0000000180eeadac (__TEXT,__text) external _futimens
0000000180ee2c20 (__TEXT,__text) external _futimes
00000001830146d0 (__DATA,__crash_info) non-external _gCRAnnotations
0000000180ee0094 (__TEXT,__text) external _getattrlist
0000000180ee2c4c (__TEXT,__text) external _getattrlistat
0000000180ee2c78 (__TEXT,__text) external _getattrlistbulk
0000000180ef6754 (__TEXT,__text) external _getaudit
0000000180ee2ca4 (__TEXT,__text) external _getaudit_addr
0000000180ee2cd0 (__TEXT,__text) external _getauid
0000000180ee2cfc (__TEXT,__text) external _getdirentries
0000000180ee2d28 (__TEXT,__text) external _getdirentriesattr
0000000180ee2d54 (__TEXT,__text) external _getdtablesize
0000000180ee2d80 (__TEXT,__text) external _getegid
0000000180ee2dac (__TEXT,__text) external _getentropy
0000000180ee2dd8 (__TEXT,__text) external _geteuid
0000000180ee2e04 (__TEXT,__text) external _getfh
0000000180ee2e30 (__TEXT,__text) external _getfsstat
0000000180ee2e30 (__TEXT,__text) external _getfsstat64
0000000180ee2e5c (__TEXT,__text) external _getgid
0000000180ee2e88 (__TEXT,__text) external _getgroups
0000000180eea9b8 (__TEXT,__text) external _gethostuuid
0000000180ee81d4 (__TEXT,__text) external _getiopolicy_np
0000000180ee2eb4 (__TEXT,__text) external _getitimer
0000000180ee0144 (__TEXT,__text) external _getpeername
0000000180ee2ee0 (__TEXT,__text) external _getpgid
0000000180ee2f0c (__TEXT,__text) external _getpgrp
0000000180ee0170 (__TEXT,__text) external _getpid
0000000180ee2f38 (__TEXT,__text) external _getppid
0000000180ee2f64 (__TEXT,__text) external _getpriority
0000000180eee300 (__TEXT,__text) external _getrlimit
0000000180ee2f90 (__TEXT,__text) external _getrusage
0000000180ee01ec (__TEXT,__text) external _getsgroups_np
0000000180ee2fbc (__TEXT,__text) external _getsid
0000000180ee0218 (__TEXT,__text) external _getsockname
0000000180ee2fe8 (__TEXT,__text) external _getsockopt
0000000180ee3014 (__TEXT,__text) external _getuid
0000000180ee02cc (__TEXT,__text) external _getwgroups_np
0000000180ee3040 (__TEXT,__text) external _getxattr
0000000180ee306c (__TEXT,__text) external _grab_pgo_data
0000000180ee3098 (__TEXT,__text) external _graftdmg
0000000180ee30c4 (__TEXT,__text) external _guarded_close_np
0000000180ee30f0 (__TEXT,__text) external _guarded_kqueue_np
0000000180ee6418 (__TEXT,__text) external _guarded_open_dprotected_np
0000000180ef6bb0 (__TEXT,__text) external _guarded_open_np
0000000180ee311c (__TEXT,__text) external _guarded_pwrite_np
0000000180ee3148 (__TEXT,__text) external _guarded_write_np
0000000180ee3174 (__TEXT,__text) external _guarded_writev_np
0000000180f1581b (__TEXT,__cstring) non-external _hex
0000000180ee6468 (__TEXT,__text) external _host_check_multiuser_mode
0000000180ee6470 (__TEXT,__text) external _host_create_mach_voucher
0000000180edf570 (__TEXT,__text) external _host_create_mach_voucher_trap
0000000180ef8348 (__TEXT,__text) external _host_default_memory_manager
0000000180ef9e78 (__TEXT,__text) external _host_get_UNDServer
0000000180ee6448 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000180ef7df4 (__TEXT,__text) external _host_get_boot_info
0000000180ef8a18 (__TEXT,__text) external _host_get_clock_control
0000000180efae88 (__TEXT,__text) external _host_get_clock_service
0000000180ef9350 (__TEXT,__text) external _host_get_exception_ports
0000000180efad2c (__TEXT,__text) external _host_get_io_main
0000000180ee64e8 (__TEXT,__text) external _host_get_io_master
0000000180ee6460 (__TEXT,__text) external _host_get_multiuser_config_flags
0000000180ef8f8c (__TEXT,__text) external _host_get_special_port
0000000180efa498 (__TEXT,__text) external _host_info
0000000180efa6b8 (__TEXT,__text) external _host_kernel_version
0000000180efbab0 (__TEXT,__text) external _host_lockgroup_info
0000000180ee67a4 (__TEXT,__text) external _host_page_size
0000000180ef8128 (__TEXT,__text) external _host_priv_statistics
0000000180efab90 (__TEXT,__text) external _host_processor_info
0000000180ef9bec (__TEXT,__text) external _host_processor_set_priv
0000000180ef9a6c (__TEXT,__text) external _host_processor_sets
0000000180ef8898 (__TEXT,__text) external _host_processors
0000000180ef800c (__TEXT,__text) external _host_reboot
0000000180efc350 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000180efc4dc (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000180efb984 (__TEXT,__text) external _host_request_notification
0000000180efa1bc (__TEXT,__text) external _host_security_create_task_token
0000000180efa358 (__TEXT,__text) external _host_security_set_task_token
0000000180ee8040 (__TEXT,__text) external _host_self
0000000180edf414 (__TEXT,__text) external _host_self_trap
0000000180ef9d5c (__TEXT,__text) external _host_set_UNDServer
0000000180efc65c (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000000180ef9220 (__TEXT,__text) external _host_set_exception_ports
0000000180efc98c (__TEXT,__text) external _host_set_multiuser_config_flags
0000000180ef90f4 (__TEXT,__text) external _host_set_special_port
0000000180efb764 (__TEXT,__text) external _host_statistics
0000000180efbc40 (__TEXT,__text) external _host_statistics64
0000000180ef9614 (__TEXT,__text) external _host_swap_exception_ports
0000000180efb174 (__TEXT,__text) external _host_virtual_physical_table_info
00000001830146a8 (__DATA,__data) external _important_boost_assertion_token
0000000180ef36e4 (__TEXT,__text) non-external _inet_rule_iterate
00000001830d20f8 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
0000000180ee6290 (__TEXT,__text) non-external _internal_catch_exception_raise
0000000183014698 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000180ee6164 (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000183014690 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000180ee6024 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000183014688 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000180eee380 (__TEXT,__text) external _ioctl
0000000180ee31a0 (__TEXT,__text) external _issetugid
0000000180ee31cc (__TEXT,__text) external _kas_info
0000000180ef2078 (__TEXT,__text) external _kdebug_is_enabled
0000000180ef2264 (__TEXT,__text) external _kdebug_signpost
0000000180ef232c (__TEXT,__text) external _kdebug_signpost_end
0000000180ef226c (__TEXT,__text) non-external _kdebug_signpost_internal
0000000180ef2320 (__TEXT,__text) external _kdebug_signpost_start
0000000180ef20ec (__TEXT,__text) external _kdebug_timestamp
0000000180ef2104 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180ef2120 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000180ef213c (__TEXT,__text) external _kdebug_trace
0000000180ef21bc (__TEXT,__text) external _kdebug_trace_string
0000000180ef1ff4 (__TEXT,__text) external _kdebug_typefilter
0000000183014858 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
0000000180ef20d8 (__TEXT,__text) external _kdebug_using_continuous_time
0000000180ee31f8 (__TEXT,__text) external _kevent
0000000180ee3224 (__TEXT,__text) external _kevent64
0000000180ee3250 (__TEXT,__text) external _kevent_id
0000000180ee327c (__TEXT,__text) external _kevent_qos
0000000180ef9fd4 (__TEXT,__text) external _kext_request
0000000180ef1af0 (__TEXT,__text) external _kill
0000000180ef8dec (__TEXT,__text) external _kmod_control
0000000180ef8b84 (__TEXT,__text) external _kmod_create
0000000180ef8cd0 (__TEXT,__text) external _kmod_destroy
0000000180efaff4 (__TEXT,__text) external _kmod_get_info
0000000180ef6840 (__TEXT,__text) external _kpersona_alloc
0000000180ef68c0 (__TEXT,__text) external _kpersona_dealloc
0000000180ef6a10 (__TEXT,__text) external _kpersona_find
0000000180ef6af8 (__TEXT,__text) external _kpersona_find_by_type
0000000180ef6904 (__TEXT,__text) external _kpersona_get
0000000180ef6944 (__TEXT,__text) external _kpersona_getpath
0000000180ef6988 (__TEXT,__text) external _kpersona_info
0000000180ef6880 (__TEXT,__text) external _kpersona_palloc
0000000180ef69cc (__TEXT,__text) external _kpersona_pidinfo
0000000180ee32a8 (__TEXT,__text) external _kqueue
0000000180ee0508 (__TEXT,__text) external _lchown
0000000180ee32d4 (__TEXT,__text) external _ledger
0000000180ee3300 (__TEXT,__text) external _link
0000000180ee332c (__TEXT,__text) external _linkat
0000000180ee3358 (__TEXT,__text) external _lio_listio
0000000180ee0534 (__TEXT,__text) external _listen
0000000180ee3384 (__TEXT,__text) external _listxattr
0000000180f06fa0 (__TEXT,__text) external _lock_set_create
0000000180f07108 (__TEXT,__text) external _lock_set_destroy
0000000180eeb954 (__TEXT,__text) external _log_data_as_kernel
0000000180ee058c (__TEXT,__text) external _lseek
0000000180ee33b0 (__TEXT,__text) external _lstat
0000000180ee33b0 (__TEXT,__text) external _lstat64
0000000180edf2a0 (__TEXT,__text) external _mach_absolute_time
0000000180edf324 (__TEXT,__text) external _mach_absolute_time_kernel
0000000180eea99c (__TEXT,__text) external _mach_approximate_time
0000000180eeaa94 (__TEXT,__text) external _mach_boottime_usec
0000000180ee5f70 (__TEXT,__text) external _mach_continuous_approximate_time
0000000180ee5ef8 (__TEXT,__text) external _mach_continuous_time
0000000180edf330 (__TEXT,__text) external _mach_continuous_time_kernel
0000000180ee671c (__TEXT,__text) external _mach_error
0000000183014870 (__DATA,__common) external _mach_error_full_diag
0000000180ee66f8 (__TEXT,__text) external _mach_error_string
0000000180ee65f0 (__TEXT,__text) non-external _mach_error_string_int
0000000180ee64ec (__TEXT,__text) external _mach_error_type
0000000180f107a0 (__TEXT,__text) external _mach_eventlink_associate
0000000180f104e8 (__TEXT,__text) external _mach_eventlink_create
0000000180f10684 (__TEXT,__text) external _mach_eventlink_destroy
0000000180f108e0 (__TEXT,__text) external _mach_eventlink_disassociate
0000000180eead10 (__TEXT,__text) external _mach_eventlink_signal
0000000180eead6c (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000180eead2c (__TEXT,__text) external _mach_eventlink_wait_until
0000000180edf4b0 (__TEXT,__text) external _mach_generate_activity_id
0000000180eedf7c (__TEXT,__text) external _mach_get_times
0000000180ee8408 (__TEXT,__text) external _mach_host_self
0000000180ee502c (__TEXT,__text) external _mach_host_special_port_description
0000000180fe86a0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
0000000180ee508c (__TEXT,__text) external _mach_host_special_port_for_id
0000000183014510 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000180ee67b8 (__TEXT,__text) external _mach_init
0000000183014828 (__DATA,__bss) non-external _mach_init.mach_init_inited
0000000180ee67f0 (__TEXT,__text) non-external _mach_init_doit
0000000180f02320 (__TEXT,__text) external _mach_make_memory_entry
0000000180f0f834 (__TEXT,__text) external _mach_make_memory_entry_64
0000000180f100d0 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180f1037c (__TEXT,__text) external _mach_memory_entry_get_page_counts
0000000180f1024c (__TEXT,__text) external _mach_memory_entry_ownership
0000000180f0ff78 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000180efc778 (__TEXT,__text) external _mach_memory_info
0000000180efaa08 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000180efb5dc (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000180ee6f74 (__TEXT,__text) external _mach_msg
0000000180ee6e70 (__TEXT,__text) external _mach_msg2_internal
0000000180edf4e0 (__TEXT,__text) external _mach_msg2_trap
0000000180ee7224 (__TEXT,__text) external _mach_msg_destroy
0000000180ee7368 (__TEXT,__text) non-external _mach_msg_destroy_port
0000000180ee6f98 (__TEXT,__text) external _mach_msg_overwrite
0000000180edf42c (__TEXT,__text) external _mach_msg_overwrite_trap
0000000180ee7b38 (__TEXT,__text) external _mach_msg_priority_encode
0000000180ee7b28 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000180ee7b6c (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000180ee7b7c (__TEXT,__text) external _mach_msg_priority_qos
0000000180ee7b8c (__TEXT,__text) external _mach_msg_priority_relpri
0000000180ee71e8 (__TEXT,__text) external _mach_msg_receive
0000000180ee71ac (__TEXT,__text) external _mach_msg_send
0000000180ee77ac (__TEXT,__text) external _mach_msg_server
0000000180ee7744 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000180ee7b14 (__TEXT,__text) external _mach_msg_server_importance
0000000180ee7474 (__TEXT,__text) external _mach_msg_server_once
0000000180edf420 (__TEXT,__text) external _mach_msg_trap
0000000180f03624 (__TEXT,__text) external _mach_notify_dead_name
0000000180f03560 (__TEXT,__text) external _mach_notify_no_senders
0000000180f03484 (__TEXT,__text) external _mach_notify_port_deleted
0000000180f034ec (__TEXT,__text) external _mach_notify_port_destroyed
0000000180f035c8 (__TEXT,__text) external _mach_notify_send_once
0000000180ef55d4 (__TEXT,__text) external _mach_port_allocate
0000000180ef5958 (__TEXT,__text) external _mach_port_allocate_full
0000000180ef55d0 (__TEXT,__text) external _mach_port_allocate_name
0000000180ef5954 (__TEXT,__text) external _mach_port_allocate_qos
0000000180ef5f64 (__TEXT,__text) external _mach_port_assert_attributes
0000000180ef5d7c (__TEXT,__text) external _mach_port_construct
0000000180ef5648 (__TEXT,__text) external _mach_port_deallocate
0000000180ef5644 (__TEXT,__text) external _mach_port_destroy
0000000180ef5a14 (__TEXT,__text) external _mach_port_destruct
0000000180ef5c08 (__TEXT,__text) external _mach_port_dnrequest_info
0000000180ef5cc0 (__TEXT,__text) external _mach_port_extract_member
0000000180ef58bc (__TEXT,__text) external _mach_port_extract_right
0000000180ef58c4 (__TEXT,__text) external _mach_port_get_attributes
0000000180ef5d30 (__TEXT,__text) external _mach_port_get_context
0000000180ef56a4 (__TEXT,__text) external _mach_port_get_refs
0000000180ef5f60 (__TEXT,__text) external _mach_port_get_service_port_info
0000000180ef5728 (__TEXT,__text) external _mach_port_get_set_status
0000000180ef5960 (__TEXT,__text) external _mach_port_get_srights
0000000180ef5df4 (__TEXT,__text) external _mach_port_guard
0000000180ef5f54 (__TEXT,__text) external _mach_port_guard_with_flags
0000000180ef5c50 (__TEXT,__text) external _mach_port_insert_member
0000000180ef5844 (__TEXT,__text) external _mach_port_insert_right
0000000180ef5f5c (__TEXT,__text) external _mach_port_is_connection_for_service
0000000180ef5c0c (__TEXT,__text) external _mach_port_kernel_object
0000000180ef5d74 (__TEXT,__text) external _mach_port_kobject
0000000180ef5d78 (__TEXT,__text) external _mach_port_kobject_description
0000000180ef56a8 (__TEXT,__text) external _mach_port_mod_refs
0000000180ef572c (__TEXT,__text) external _mach_port_move_member
0000000180ef5558 (__TEXT,__text) external _mach_port_names
0000000180ef5720 (__TEXT,__text) external _mach_port_peek
0000000180ef55cc (__TEXT,__text) external _mach_port_rename
0000000180ef579c (__TEXT,__text) external _mach_port_request_notification
0000000180ef5950 (__TEXT,__text) external _mach_port_set_attributes
0000000180ef5d70 (__TEXT,__text) external _mach_port_set_context
0000000180ef5724 (__TEXT,__text) external _mach_port_set_mscount
0000000180ef58c0 (__TEXT,__text) external _mach_port_set_seqno
0000000180ef5968 (__TEXT,__text) external _mach_port_space_basic_info
0000000180ef5964 (__TEXT,__text) external _mach_port_space_info
0000000180ef5f58 (__TEXT,__text) external _mach_port_swap_guard
0000000180ef555c (__TEXT,__text) external _mach_port_type
0000000180ef5e6c (__TEXT,__text) external _mach_port_unguard
0000000180eeab7c (__TEXT,__text) external _mach_ports_lookup
0000000180eeaaf8 (__TEXT,__text) external _mach_ports_register
0000000180edf3f0 (__TEXT,__text) external _mach_reply_port
0000000180ee849c (__TEXT,__text) external _mach_right_recv_construct
0000000180ee8574 (__TEXT,__text) external _mach_right_recv_destruct
0000000180ee860c (__TEXT,__text) external _mach_right_send_create
0000000180ee8800 (__TEXT,__text) external _mach_right_send_once_consume
0000000180ee8794 (__TEXT,__text) external _mach_right_send_once_create
0000000180ee86e8 (__TEXT,__text) external _mach_right_send_release
0000000180ee8674 (__TEXT,__text) external _mach_right_send_retain
0000000180ef5ae8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
0000000180ef5b94 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000180eeaaa4 (__TEXT,__text) external _mach_task_is_self
0000000180ee840c (__TEXT,__text) external _mach_task_self
0000000183014f00 (__DATA,__common) external _mach_task_self_
0000000180ee504c (__TEXT,__text) external _mach_task_special_port_description
0000000180fe87c0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
0000000180ee5154 (__TEXT,__text) external _mach_task_special_port_for_id
0000000183014608 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000180ee8410 (__TEXT,__text) external _mach_thread_self
0000000180ee506c (__TEXT,__text) external _mach_thread_special_port_description
0000000180fe8820 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
0000000180ee5164 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000183014668 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000180ef1f9c (__TEXT,__text) external _mach_timebase_info
0000000183014850 (__DATA,__bss) non-external _mach_timebase_info.cached_info
0000000180edf5ac (__TEXT,__text) external _mach_timebase_info_trap
0000000180ef5f68 (__TEXT,__text) external _mach_vm_allocate
0000000180f017dc (__TEXT,__text) external _mach_vm_behavior_set
0000000180f01450 (__TEXT,__text) external _mach_vm_copy
0000000180ef601c (__TEXT,__text) external _mach_vm_deallocate
0000000180f02af4 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
0000000180f02c60 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
0000000180f03320 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
0000000180f02f68 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
0000000180f00ef0 (__TEXT,__text) external _mach_vm_inherit
0000000180f01a88 (__TEXT,__text) external _mach_vm_machine_attribute
0000000180ef6198 (__TEXT,__text) external _mach_vm_map
0000000180f016bc (__TEXT,__text) external _mach_vm_msync
0000000180f0260c (__TEXT,__text) external _mach_vm_page_info
0000000180f01d70 (__TEXT,__text) external _mach_vm_page_query
0000000180f027f8 (__TEXT,__text) external _mach_vm_page_range_query
0000000180ef60c4 (__TEXT,__text) external _mach_vm_protect
0000000180ef66b0 (__TEXT,__text) external _mach_vm_purgable_control
0000000180f02db8 (__TEXT,__text) external _mach_vm_range_create
0000000180ef640c (__TEXT,__text) external _mach_vm_read
0000000180f01198 (__TEXT,__text) external _mach_vm_read_list
0000000180f0156c (__TEXT,__text) external _mach_vm_read_overwrite
0000000180ee913c (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
0000000180ee9178 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
0000000180ee8f94 (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
0000000180ee8ee4 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
0000000180ee8de4 (__TEXT,__text) external _mach_vm_reclaim_query_state
0000000180ee88b0 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
0000000180ee8ef4 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
0000000180ee9060 (__TEXT,__text) external _mach_vm_reclaim_ring_copy
0000000180ee8f20 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
0000000180ee8978 (__TEXT,__text) external _mach_vm_reclaim_ring_resize
0000000180ee8a1c (__TEXT,__text) external _mach_vm_reclaim_round_capacity
0000000180ee8c0c (__TEXT,__text) external _mach_vm_reclaim_try_cancel
0000000180ee8a68 (__TEXT,__text) external _mach_vm_reclaim_try_enter
0000000180ee8e54 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180edf564 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
0000000180f020f0 (__TEXT,__text) external _mach_vm_region
