00007ff80daa7402 (__TEXT,__text) non-external _Annihilate
00007ff80daba4e8 (__TEXT,__text) non-external _header_fetch_from_payload
00007ff80daba21e (__TEXT,__text) non-external (was a private external) _is_format_invalid
00007ff80daba134 (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
00007ff80dabab43 (__TEXT,__text) non-external _is_image_valid
00007ff80daad68e (__TEXT,__text) non-external (was a private external) _join_thread
00007ff80db10310 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
00007ff80daf1a00 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
00007ff80daf1a60 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00007ff8424b9870 (__DATA,__const) non-external _kBrotliDictionary
00007ff80daf22e0 (__TEXT,__const) non-external _kBrotliDictionaryData
00007ff80daf1940 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
00007ff80daf19a0 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
00007ff80db4fbe0 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
00007ff80db11e90 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00007ff8424ba140 (__DATA,__const) non-external _kBrotliTransforms
00007ff80daf20c0 (__TEXT,__const) non-external _kCmdHistoSeed
00007ff80db10450 (__TEXT,__const) non-external _kCmdLut
00007ff80db439b0 (__TEXT,__const) non-external _kCodeLengthBits
00007ff80db10410 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff80db43990 (__TEXT,__const) non-external _kCodeLengthDepth
00007ff80db10430 (__TEXT,__const) non-external _kCodeLengthPrefixLength
00007ff80db10440 (__TEXT,__const) non-external _kCodeLengthPrefixValue
00007ff80db11d50 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
00007ff80db11d10 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
00007ff80db12540 (__TEXT,__const) non-external _kDistanceCacheIndex
00007ff80db12580 (__TEXT,__const) non-external _kDistanceCacheOffset
00007ff80db11c50 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
00007ff80db11c30 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
00007ff80db11cc0 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
00007ff80db11ca0 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
00007ff80db44500 (__TEXT,__const) non-external _kNonZeroRepsBits
00007ff80db43a00 (__TEXT,__const) non-external _kNonZeroRepsDepth
00007ff80db41560 (__TEXT,__const) non-external _kPrefixSuffix
00007ff80db41640 (__TEXT,__const) non-external _kPrefixSuffixMap
00007ff80daf1840 (__TEXT,__const) non-external _kReverseBits
00007ff80db45dc0 (__TEXT,__const) non-external _kStaticCommandCodeBits
00007ff80db45b00 (__TEXT,__const) non-external _kStaticCommandCodeDepth
00007ff80db125f0 (__TEXT,__const) non-external _kStaticDictionaryBuckets
00007ff80db603f0 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
00007ff80db503f0 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
00007ff80db225f0 (__TEXT,__const) non-external _kStaticDictionaryWords
00007ff80db46380 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff80db46340 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff80db416b0 (__TEXT,__const) non-external _kTransformsData
00007ff80db42390 (__TEXT,__const) non-external _kZeroRepsBits
00007ff80db41890 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff80da91d88 (__TEXT,__text) non-external _longest_match
00007ff80db4b250 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff80daad2cc (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
00007ff80dab793d (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
00007ff80dab7932 (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
00007ff80da97b10 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff80da97680 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff80da974c7 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff80da98a6f (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80da988b6 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80dacdde0 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80dacde40 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80dacde35 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80dacde2a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80dacde03 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80dacd6dc (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80dacd791 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80dab8201 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80dab810f (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80dab2f68 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80dac9f83 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80dac8afb (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80dac9fc6 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80dac6914 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80dac9f9f (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80dac8a19 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80dac9fd1 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80dac67d9 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80dac0480 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80dac9f33 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80dab5bc2 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80dac9f4f (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80dac9f76 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80dab5ba8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80db4c290 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80dac681e (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff80db4ba90 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80dac6a4e (__TEXT,__text) non-external _lzbitmap_process_block
00007ff80dac9fde (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80db4d290 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80db4b290 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80daeeb08 (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80da9401c (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80da97cee (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80daee74d (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80daeeb47 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80daee57e (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80daee5e9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80daeeecd (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80daee5a7 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80daee6b5 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80daeebec (__TEXT,__text) non-external _lzfsePushMatch
00007ff80da93d94 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80da93cc2 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80dac0473 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80dae176b (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80dae16d5 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80dae16c4 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80da95af4 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80dab9051 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80dab8ea4 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80dab9046 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80dab9d55 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8424b9940 (__DATA,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80da9572f (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80dad1deb (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80dad1db7 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80db11e50 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80db11e70 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80da95622 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80dab72a0 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80dab7296 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80dab726d (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80dab722c (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80da93c9a (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80da93d6e (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
00007ff80dac0ea6 (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
00007ff80dac0e6c (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
00007ff80daf131a (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80dac8977 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80dac896f (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80dac89d7 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80dac89cf (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
00007ff80db123d0 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80da93c72 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80daf1309 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80db503e0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80da93b24 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80da93be2 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80daf0eb6 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
00007ff80daf1241 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
00007ff80da951e3 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8424b9070 (__DATA,__const) non-external _lzvnDecode.opc_tbl
00007ff80dac9028 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80dac8fac (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80daa7d1e (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80daa7c8d (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80daa7c82 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80daacb9e (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80daacac8 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80daacab7 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff8424ba340 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80da95bc0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80da95b94 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80dac9bd9 (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80dac9c17 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80dac9bbf (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80dac88ed (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80dac8965 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80dac895b (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80dac8932 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80dac8910 (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80dac889f (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80dac88c7 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80dad148a (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80dad147f (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80dae8629 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80daa0c54 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80daa069c (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80daa085b (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80daa0940 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80dac0d7c (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80db46680 (__TEXT,__const) non-external _position_slot_base_position
00007ff80db46600 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80da92dc6 (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80daea3f2 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80da96c34 (__TEXT,__text) non-external _readHuffmanTable
00007ff80dac0cd0 (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80da8fd8b (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80da92eac (__TEXT,__text) non-external _scan_tree
00007ff80da92f9f (__TEXT,__text) non-external _send_tree
00007ff80dac9efa (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
00007ff80dac9e84 (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
00007ff80dac9e9b (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
00007ff80dac9e4f (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
00007ff80dacde4b (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
00007ff80dace05d (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
00007ff80dabb24b (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
00007ff80dabb797 (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
00007ff80dab4464 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
00007ff80dab4683 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff80dad1098 (__TEXT,__text) non-external _staticHuffmanTable
00007ff8424ba320 (__DATA,__data) non-external _static_bl_desc
00007ff8424ba300 (__DATA,__data) non-external _static_d_desc
00007ff80db4ea50 (__TEXT,__const) non-external _static_dtree
00007ff8424ba2e0 (__DATA,__data) non-external _static_l_desc
00007ff80db4e5d0 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8424ba240 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80daa79a3 (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80daa7bc5 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80daa7ac8 (__TEXT,__text) non-external _thread_pool_entry
00007ff80daa77f5 (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80daa7912 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
00007ff80dac0d28 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80db4fb96 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
00007ff80db4fb90 (__TEXT,__const) non-external (was a private external) _xz_header_magic
00007ff80daf129d (__TEXT,__text) non-external _xz_read_multi_byte
00007ff80daf124c (__TEXT,__text) non-external _xz_simple_crc32
00007ff80dae1b95 (__TEXT,__text) external _yzip_codec_create
00007ff80dae1bc3 (__TEXT,__text) external _yzip_codec_destroy
00007ff80dae1be8 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80daba370 (__TEXT,__text) external _yzip_image_create
00007ff80daba4c0 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80dabacd5 (__TEXT,__text) external _yzip_image_decode
00007ff80daba60d (__TEXT,__text) external _yzip_image_destroy
00007ff80daba617 (__TEXT,__text) external _yzip_image_encode
00007ff80dabaf20 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80dabafd6 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80dabaf85 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80dabb059 (__TEXT,__text) external _yzip_image_set_data
00007ff80dabb23e (__TEXT,__text) external _yzip_image_set_identifier
00007ff80dabb166 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80dab509d (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80dab4f91 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80dab4d04 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80dab5b26 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80dab558f (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80dab5a8a (__TEXT,__text) non-external _yzip_jobs_process
00007ff80dab4ca8 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80dae9c94 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80dae8997 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
00007ff80dae88a8 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
00007ff80dae89fe (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80dae9452 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80da9889c (__TEXT,__text) non-external (was a private external) _zError
00007ff8424b9020 (__DATA,__const) non-external (was a private external) _z_errmsg
00007ff80da90099 (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80da93a73 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80da97eec (__TEXT,__text) external _zero_coder_decode
00007ff80da97ff4 (__TEXT,__text) external _zero_coder_encode
00007ff80da9811a (__TEXT,__text) non-external _zero_coder_init_luts
00007ff8424bab50 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff8424bac50 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff8424bb450 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff8424bab40 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff80da98891 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80da95eff (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80da964e4 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80db464a0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80db46460 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80da98884 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80dad0f07 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80dad0efc (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80daa7f6e (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80daa7f63 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80dac9e49 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80dac9e21 (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80da93b01 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80dad145c (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80dad1454 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80dad1467 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80dad144c (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80da8fcc5 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80da9096e (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80da9924b (__TEXT,__text) non-external n_loop
00007ff80da9953a (__TEXT,__text) non-external scalar_loop
00007ff80da99230 (__TEXT,__text) non-external skip_loading_tables
00007ff8424ba290 (__DATA,__data) non-external sum2_coefficients
00007ff8424ba260 (__DATA,__data) non-external sum2_coefficients_nossse3
