00000001dbf4bf04 (__TEXT,__text) external _CGLGetCurrentContext
00000001dbf48590 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00000001dbf48558 (__TEXT,__text) external _glGetProgramPipelineiv
00000001dbf4817c (__TEXT,__text) external _glGetProgramStageiv
00000001dbf49634 (__TEXT,__text) external _glGetProgramStringARB
00000001dbf468a0 (__TEXT,__text) external _glGetProgramiv
00000001dbf49654 (__TEXT,__text) external _glGetProgramivARB
00000001dbf482e4 (__TEXT,__text) external _glGetQueryIndexediv
00000001dbf47c80 (__TEXT,__text) external _glGetQueryObjecti64v
00000001dbf4b7d0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001dbf45e18 (__TEXT,__text) external _glGetQueryObjectiv
00000001dbf4a018 (__TEXT,__text) external _glGetQueryObjectivARB
00000001dbf47ca0 (__TEXT,__text) external _glGetQueryObjectui64v
00000001dbf4b7f0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001dbf45e38 (__TEXT,__text) external _glGetQueryObjectuiv
00000001dbf4a038 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001dbf45df8 (__TEXT,__text) external _glGetQueryiv
00000001dbf49ff8 (__TEXT,__text) external _glGetQueryivARB
00000001dbf46c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001dbf4ae2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001dbf47c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001dbf47c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001dbf47c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001dbf47be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001dbf450e0 (__TEXT,__text) external _glGetSeparableFilter
00000001dbf468e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001dbf483dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001dbf469c8 (__TEXT,__text) external _glGetShaderSource
00000001dbf4a624 (__TEXT,__text) external _glGetShaderSourceARB
00000001dbf46880 (__TEXT,__text) external _glGetShaderiv
00000001dbf43534 (__TEXT,__text) external _glGetString
00000001dbf47624 (__TEXT,__text) external _glGetStringi
00000001dbf4809c (__TEXT,__text) external _glGetSubroutineIndex
00000001dbf4807c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001dbf47958 (__TEXT,__text) external _glGetSynciv
00000001dbf4354c (__TEXT,__text) external _glGetTexEnvfv
00000001dbf4356c (__TEXT,__text) external _glGetTexEnviv
00000001dbf4358c (__TEXT,__text) external _glGetTexGendv
00000001dbf435ac (__TEXT,__text) external _glGetTexGenfv
00000001dbf435cc (__TEXT,__text) external _glGetTexGeniv
00000001dbf435ec (__TEXT,__text) external _glGetTexImage
00000001dbf43614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001dbf43638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001dbf47564 (__TEXT,__text) external _glGetTexParameterIiv
00000001dbf4b6fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001dbf47584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001dbf4b71c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001dbf4b9cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001dbf4365c (__TEXT,__text) external _glGetTexParameterfv
00000001dbf4367c (__TEXT,__text) external _glGetTexParameteriv
00000001dbf4707c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001dbf4b180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001dbf476dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001dbf4b210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001dbf47668 (__TEXT,__text) external _glGetUniformIndices
00000001dbf4692c (__TEXT,__text) external _glGetUniformLocation
00000001dbf4a598 (__TEXT,__text) external _glGetUniformLocationARB
00000001dbf4b22c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001dbf4815c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001dbf4805c (__TEXT,__text) external _glGetUniformdv
00000001dbf46980 (__TEXT,__text) external _glGetUniformfv
00000001dbf4a5e4 (__TEXT,__text) external _glGetUniformfvARB
00000001dbf469a4 (__TEXT,__text) external _glGetUniformiv
00000001dbf4a604 (__TEXT,__text) external _glGetUniformivARB
00000001dbf473c0 (__TEXT,__text) external _glGetUniformuiv
00000001dbf4b618 (__TEXT,__text) external _glGetUniformuivEXT
00000001dbf47120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001dbf4b4d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001dbf47140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001dbf4b4f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001dbf48dcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001dbf46470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001dbf49438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001dbf46410 (__TEXT,__text) external _glGetVertexAttribdv
00000001dbf493d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001dbf46430 (__TEXT,__text) external _glGetVertexAttribfv
00000001dbf493f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001dbf46450 (__TEXT,__text) external _glGetVertexAttribiv
00000001dbf49418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001dbf4369c (__TEXT,__text) external _glHint
00000001dbf45230 (__TEXT,__text) external _glHistogram
00000001dbf436b8 (__TEXT,__text) external _glIndexMask
00000001dbf436d0 (__TEXT,__text) external _glIndexPointer
00000001dbf436f0 (__TEXT,__text) external _glIndexd
00000001dbf43704 (__TEXT,__text) external _glIndexdv
00000001dbf4371c (__TEXT,__text) external _glIndexf
00000001dbf43730 (__TEXT,__text) external _glIndexfv
00000001dbf43748 (__TEXT,__text) external _glIndexi
00000001dbf43760 (__TEXT,__text) external _glIndexiv
00000001dbf43778 (__TEXT,__text) external _glIndexs
00000001dbf43790 (__TEXT,__text) external _glIndexsv
00000001dbf437a8 (__TEXT,__text) external _glIndexub
00000001dbf437c0 (__TEXT,__text) external _glIndexubv
00000001dbf437d8 (__TEXT,__text) external _glInitNames
00000001dbf4b85c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001dbf437ec (__TEXT,__text) external _glInterleavedArrays
00000001dbf45eac (__TEXT,__text) external _glIsBuffer
00000001dbf4a0ac (__TEXT,__text) external _glIsBufferARB
00000001dbf4380c (__TEXT,__text) external _glIsEnabled
00000001dbf4b79c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001dbf46fc8 (__TEXT,__text) external _glIsEnabledi
00000001dbf4ba3c (__TEXT,__text) external _glIsFenceAPPLE
00000001dbf46c70 (__TEXT,__text) external _glIsFramebuffer
00000001dbf4ae4c (__TEXT,__text) external _glIsFramebufferEXT
00000001dbf43824 (__TEXT,__text) external _glIsList
00000001dbf4a854 (__TEXT,__text) external _glIsNamedStringARB
00000001dbf46868 (__TEXT,__text) external _glIsProgram
00000001dbf48f70 (__TEXT,__text) external _glIsProgramARB
00000001dbf48540 (__TEXT,__text) external _glIsProgramPipeline
00000001dbf45dac (__TEXT,__text) external _glIsQuery
00000001dbf49fac (__TEXT,__text) external _glIsQueryARB
00000001dbf46bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001dbf4ad9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001dbf47af4 (__TEXT,__text) external _glIsSampler
00000001dbf46850 (__TEXT,__text) external _glIsShader
00000001dbf478cc (__TEXT,__text) external _glIsSync
00000001dbf4383c (__TEXT,__text) external _glIsTexture
00000001dbf4822c (__TEXT,__text) external _glIsTransformFeedback
00000001dbf46f10 (__TEXT,__text) external _glIsVertexArray
00000001dbf4bb60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001dbf4b8e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001dbf4b810 (__TEXT,__text) external _glLabelObjectEXT
00000001dbf4bd40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001dbf43854 (__TEXT,__text) external _glLightModelf
00000001dbf4386c (__TEXT,__text) external _glLightModelfv
00000001dbf43888 (__TEXT,__text) external _glLightModeli
00000001dbf438a4 (__TEXT,__text) external _glLightModeliv
00000001dbf438c0 (__TEXT,__text) external _glLightf
00000001dbf438dc (__TEXT,__text) external _glLightfv
00000001dbf438fc (__TEXT,__text) external _glLighti
00000001dbf4391c (__TEXT,__text) external _glLightiv
00000001dbf4393c (__TEXT,__text) external _glLineStipple
00000001dbf43958 (__TEXT,__text) external _glLineWidth
00000001dbf4658c (__TEXT,__text) external _glLinkProgram
00000001dbf4a274 (__TEXT,__text) external _glLinkProgramARB
00000001dbf4396c (__TEXT,__text) external _glListBase
00000001dbf43984 (__TEXT,__text) external _glLoadIdentity
00000001dbf43998 (__TEXT,__text) external _glLoadMatrixd
00000001dbf439b0 (__TEXT,__text) external _glLoadMatrixf
00000001dbf439c8 (__TEXT,__text) external _glLoadName
00000001dbf45664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001dbf49b50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001dbf4567c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001dbf49b68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001dbf4a95c (__TEXT,__text) external _glLockArraysEXT
00000001dbf439e0 (__TEXT,__text) external _glLogicOp
00000001dbf439f8 (__TEXT,__text) external _glMap1d
00000001dbf43a1c (__TEXT,__text) external _glMap1f
00000001dbf43a40 (__TEXT,__text) external _glMap2d
00000001dbf43a6c (__TEXT,__text) external _glMap2f
00000001dbf45f30 (__TEXT,__text) external _glMapBuffer
00000001dbf4a130 (__TEXT,__text) external _glMapBufferARB
00000001dbf46e7c (__TEXT,__text) external _glMapBufferRange
00000001dbf43a98 (__TEXT,__text) external _glMapGrid1d
00000001dbf43ab0 (__TEXT,__text) external _glMapGrid1f
00000001dbf43ac8 (__TEXT,__text) external _glMapGrid2d
00000001dbf43ae4 (__TEXT,__text) external _glMapGrid2f
00000001dbf4b8fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001dbf4b924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001dbf4b94c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001dbf4b97c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001dbf43b00 (__TEXT,__text) external _glMaterialf
00000001dbf43b1c (__TEXT,__text) external _glMaterialfv
00000001dbf43b3c (__TEXT,__text) external _glMateriali
00000001dbf43b5c (__TEXT,__text) external _glMaterialiv
00000001dbf43b7c (__TEXT,__text) external _glMatrixMode
00000001dbf48308 (__TEXT,__text) external _glMinSampleShading
00000001dbf4a754 (__TEXT,__text) external _glMinSampleShadingARB
00000001dbf45254 (__TEXT,__text) external _glMinmax
00000001dbf43b94 (__TEXT,__text) external _glMultMatrixd
00000001dbf43bac (__TEXT,__text) external _glMultMatrixf
00000001dbf45694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001dbf49b80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001dbf456ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001dbf49b98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001dbf45ba0 (__TEXT,__text) external _glMultiDrawArrays
00000001dbf4ad08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001dbf4bbdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001dbf45bc4 (__TEXT,__text) external _glMultiDrawElements
00000001dbf4786c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001dbf4ad2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001dbf4bd60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001dbf4bd88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001dbf4bc00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001dbf452d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001dbf497c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001dbf452ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001dbf497d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001dbf45308 (__TEXT,__text) external _glMultiTexCoord1f
00000001dbf497f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001dbf45320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001dbf4980c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001dbf4533c (__TEXT,__text) external _glMultiTexCoord1i
00000001dbf49828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001dbf45358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001dbf49844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001dbf45374 (__TEXT,__text) external _glMultiTexCoord1s
00000001dbf49860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001dbf45390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001dbf4987c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001dbf453ac (__TEXT,__text) external _glMultiTexCoord2d
00000001dbf49898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001dbf453c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001dbf498b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001dbf453e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001dbf498cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001dbf453f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001dbf498e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001dbf45414 (__TEXT,__text) external _glMultiTexCoord2i
00000001dbf49900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001dbf45434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001dbf49920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001dbf45450 (__TEXT,__text) external _glMultiTexCoord2s
00000001dbf4993c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001dbf45470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001dbf4995c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001dbf4548c (__TEXT,__text) external _glMultiTexCoord3d
00000001dbf49978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001dbf454a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001dbf49990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001dbf454c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001dbf499ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001dbf454d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001dbf499c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001dbf454f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001dbf499e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001dbf45518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001dbf49a04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001dbf45534 (__TEXT,__text) external _glMultiTexCoord3s
00000001dbf49a20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001dbf45558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001dbf49a44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001dbf45574 (__TEXT,__text) external _glMultiTexCoord4d
00000001dbf49a60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001dbf4558c (__TEXT,__text) external _glMultiTexCoord4dv
00000001dbf49a78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001dbf455a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001dbf49a94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001dbf455c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001dbf49aac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001dbf455dc (__TEXT,__text) external _glMultiTexCoord4i
00000001dbf49ac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001dbf45604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001dbf49af0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001dbf45620 (__TEXT,__text) external _glMultiTexCoord4s
00000001dbf49b0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001dbf45648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001dbf49b34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001dbf4a7ec (__TEXT,__text) external _glNamedStringARB
00000001dbf43bc4 (__TEXT,__text) external _glNewList
00000001dbf43be0 (__TEXT,__text) external _glNormal3b
00000001dbf43c00 (__TEXT,__text) external _glNormal3bv
00000001dbf43c18 (__TEXT,__text) external _glNormal3d
00000001dbf43c2c (__TEXT,__text) external _glNormal3dv
00000001dbf43c44 (__TEXT,__text) external _glNormal3f
00000001dbf43c58 (__TEXT,__text) external _glNormal3fv
00000001dbf43c70 (__TEXT,__text) external _glNormal3i
00000001dbf43c90 (__TEXT,__text) external _glNormal3iv
00000001dbf43ca8 (__TEXT,__text) external _glNormal3s
00000001dbf43cc8 (__TEXT,__text) external _glNormal3sv
00000001dbf43ce0 (__TEXT,__text) external _glNormalPointer
00000001dbf4bca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001dbf4bcc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001dbf43d00 (__TEXT,__text) external _glOrtho
00000001dbf4be18 (__TEXT,__text) external _glPNTrianglesfATI
00000001dbf4be20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001dbf4be14 (__TEXT,__text) external _glPNTrianglesiATI
00000001dbf4be1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001dbf43d14 (__TEXT,__text) external _glPassThrough
00000001dbf481bc (__TEXT,__text) external _glPatchParameterfv
00000001dbf481a0 (__TEXT,__text) external _glPatchParameteri
00000001dbf48244 (__TEXT,__text) external _glPauseTransformFeedback
00000001dbf43d28 (__TEXT,__text) external _glPixelMapfv
00000001dbf43d48 (__TEXT,__text) external _glPixelMapuiv
00000001dbf43d68 (__TEXT,__text) external _glPixelMapusv
00000001dbf43d88 (__TEXT,__text) external _glPixelStoref
00000001dbf43da0 (__TEXT,__text) external _glPixelStorei
00000001dbf43dbc (__TEXT,__text) external _glPixelTransferf
00000001dbf43dd4 (__TEXT,__text) external _glPixelTransferi
00000001dbf43df0 (__TEXT,__text) external _glPixelZoom
00000001dbf45b10 (__TEXT,__text) external _glPointParameterf
00000001dbf49db8 (__TEXT,__text) external _glPointParameterfARB
00000001dbf45b28 (__TEXT,__text) external _glPointParameterfv
00000001dbf49dd0 (__TEXT,__text) external _glPointParameterfvARB
00000001dbf45b44 (__TEXT,__text) external _glPointParameteri
00000001dbf4be54 (__TEXT,__text) external _glPointParameteriNV
00000001dbf45b60 (__TEXT,__text) external _glPointParameteriv
00000001dbf4be70 (__TEXT,__text) external _glPointParameterivNV
00000001dbf43e04 (__TEXT,__text) external _glPointSize
00000001dbf4bd0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001dbf43e18 (__TEXT,__text) external _glPolygonMode
00000001dbf43e34 (__TEXT,__text) external _glPolygonOffset
00000001dbf43e48 (__TEXT,__text) external _glPolygonStipple
00000001dbf43e60 (__TEXT,__text) external _glPopAttrib
00000001dbf43e74 (__TEXT,__text) external _glPopClientAttrib
00000001dbf4b894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001dbf43e88 (__TEXT,__text) external _glPopMatrix
00000001dbf43e9c (__TEXT,__text) external _glPopName
00000001dbf477d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001dbf43eb0 (__TEXT,__text) external _glPrioritizeTextures
00000001dbf48450 (__TEXT,__text) external _glProgramBinary
00000001dbf49458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001dbf49474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001dbf49494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001dbf494b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001dbf49548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001dbf494d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001dbf494ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001dbf4950c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001dbf49528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001dbf4956c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001dbf48474 (__TEXT,__text) external _glProgramParameteri
00000001dbf4b030 (__TEXT,__text) external _glProgramParameteriEXT
00000001dbf49610 (__TEXT,__text) external _glProgramStringARB
00000001dbf48a6c (__TEXT,__text) external _glProgramUniform1d
00000001dbf48adc (__TEXT,__text) external _glProgramUniform1dv
00000001dbf4864c (__TEXT,__text) external _glProgramUniform1f
00000001dbf4874c (__TEXT,__text) external _glProgramUniform1fv
00000001dbf485b4 (__TEXT,__text) external _glProgramUniform1i
00000001dbf486bc (__TEXT,__text) external _glProgramUniform1iv
00000001dbf48854 (__TEXT,__text) external _glProgramUniform1ui
00000001dbf488ec (__TEXT,__text) external _glProgramUniform1uiv
00000001dbf48a88 (__TEXT,__text) external _glProgramUniform2d
00000001dbf48b00 (__TEXT,__text) external _glProgramUniform2dv
00000001dbf48668 (__TEXT,__text) external _glProgramUniform2f
00000001dbf48770 (__TEXT,__text) external _glProgramUniform2fv
00000001dbf485d4 (__TEXT,__text) external _glProgramUniform2i
00000001dbf486e0 (__TEXT,__text) external _glProgramUniform2iv
00000001dbf48874 (__TEXT,__text) external _glProgramUniform2ui
00000001dbf48910 (__TEXT,__text) external _glProgramUniform2uiv
00000001dbf48aa4 (__TEXT,__text) external _glProgramUniform3d
00000001dbf48b24 (__TEXT,__text) external _glProgramUniform3dv
00000001dbf48684 (__TEXT,__text) external _glProgramUniform3f
00000001dbf48794 (__TEXT,__text) external _glProgramUniform3fv
00000001dbf485f8 (__TEXT,__text) external _glProgramUniform3i
00000001dbf48704 (__TEXT,__text) external _glProgramUniform3iv
00000001dbf48898 (__TEXT,__text) external _glProgramUniform3ui
00000001dbf48934 (__TEXT,__text) external _glProgramUniform3uiv
00000001dbf48ac0 (__TEXT,__text) external _glProgramUniform4d
00000001dbf48b48 (__TEXT,__text) external _glProgramUniform4dv
00000001dbf486a0 (__TEXT,__text) external _glProgramUniform4f
00000001dbf487b8 (__TEXT,__text) external _glProgramUniform4fv
00000001dbf48620 (__TEXT,__text) external _glProgramUniform4i
00000001dbf48728 (__TEXT,__text) external _glProgramUniform4iv
00000001dbf488c0 (__TEXT,__text) external _glProgramUniform4ui
00000001dbf48958 (__TEXT,__text) external _glProgramUniform4uiv
00000001dbf48b6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001dbf487dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001dbf48be4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001dbf4897c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001dbf48c34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001dbf489cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001dbf48b94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001dbf48804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001dbf48c0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001dbf489a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001dbf48c84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001dbf48a1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001dbf48bbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001dbf4882c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001dbf48c5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001dbf489f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001dbf48cac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001dbf48a44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001dbf47898 (__TEXT,__text) external _glProvokingVertex
00000001dbf4b7b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001dbf43ed0 (__TEXT,__text) external _glPushAttrib
00000001dbf43ee8 (__TEXT,__text) external _glPushClientAttrib
00000001dbf4b878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001dbf43f00 (__TEXT,__text) external _glPushMatrix
00000001dbf43f14 (__TEXT,__text) external _glPushName
00000001dbf47c64 (__TEXT,__text) external _glQueryCounter
00000001dbf43f2c (__TEXT,__text) external _glRasterPos2d
00000001dbf43f40 (__TEXT,__text) external _glRasterPos2dv
00000001dbf43f58 (__TEXT,__text) external _glRasterPos2f
00000001dbf43f6c (__TEXT,__text) external _glRasterPos2fv
00000001dbf43f84 (__TEXT,__text) external _glRasterPos2i
00000001dbf43fa0 (__TEXT,__text) external _glRasterPos2iv
00000001dbf43fb8 (__TEXT,__text) external _glRasterPos2s
00000001dbf43fd4 (__TEXT,__text) external _glRasterPos2sv
00000001dbf43fec (__TEXT,__text) external _glRasterPos3d
00000001dbf44000 (__TEXT,__text) external _glRasterPos3dv
00000001dbf44018 (__TEXT,__text) external _glRasterPos3f
00000001dbf4402c (__TEXT,__text) external _glRasterPos3fv
00000001dbf44044 (__TEXT,__text) external _glRasterPos3i
00000001dbf44064 (__TEXT,__text) external _glRasterPos3iv
00000001dbf4407c (__TEXT,__text) external _glRasterPos3s
00000001dbf4409c (__TEXT,__text) external _glRasterPos3sv
00000001dbf440b4 (__TEXT,__text) external _glRasterPos4d
00000001dbf440c8 (__TEXT,__text) external _glRasterPos4dv
00000001dbf440e0 (__TEXT,__text) external _glRasterPos4f
00000001dbf440f4 (__TEXT,__text) external _glRasterPos4fv
00000001dbf4410c (__TEXT,__text) external _glRasterPos4i
00000001dbf44130 (__TEXT,__text) external _glRasterPos4iv
00000001dbf44148 (__TEXT,__text) external _glRasterPos4s
00000001dbf4416c (__TEXT,__text) external _glRasterPos4sv
00000001dbf44184 (__TEXT,__text) external _glReadBuffer
00000001dbf4419c (__TEXT,__text) external _glReadPixels
00000001dbf441cc (__TEXT,__text) external _glRectd
00000001dbf441e0 (__TEXT,__text) external _glRectdv
00000001dbf441fc (__TEXT,__text) external _glRectf
00000001dbf44210 (__TEXT,__text) external _glRectfv
00000001dbf4422c (__TEXT,__text) external _glRecti
00000001dbf44250 (__TEXT,__text) external _glRectiv
00000001dbf4426c (__TEXT,__text) external _glRects
00000001dbf44290 (__TEXT,__text) external _glRectsv
00000001dbf483a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001dbf442ac (__TEXT,__text) external _glRenderMode
00000001dbf46c2c (__TEXT,__text) external _glRenderbufferStorage
00000001dbf4ae08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001dbf46e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001dbf4b008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001dbf45274 (__TEXT,__text) external _glResetHistogram
00000001dbf4528c (__TEXT,__text) external _glResetMinmax
00000001dbf48258 (__TEXT,__text) external _glResumeTransformFeedback
00000001dbf442c4 (__TEXT,__text) external _glRotated
00000001dbf442d8 (__TEXT,__text) external _glRotatef
00000001dbf458b4 (__TEXT,__text) external _glSampleCoverage
00000001dbf49da0 (__TEXT,__text) external _glSampleCoverageARB
00000001dbf479fc (__TEXT,__text) external _glSampleMaski
00000001dbf4bee0 (__TEXT,__text) external _glSamplePass
00000001dbf4bedc (__TEXT,__text) external _glSamplePassARB
00000001dbf47ba4 (__TEXT,__text) external _glSamplerParameterIiv
00000001dbf47bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001dbf47b68 (__TEXT,__text) external _glSamplerParameterf
