                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804e01e4 (__TEXT,__text) non-external _LI_get_thread_info
                 (undefined) external _bootstrap_look_up (from libxpc)
                 (undefined) external _bootstrap_look_up2 (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00000001ead948c0 (__DATA,__bss) non-external _buf
                 (undefined) external _bzero (from libsystem_c)
00000001ead947e8 (__DATA,__bss) non-external _cache
00000001804ed164 (__TEXT,__text) non-external _cache_alias_all
00000001804ed150 (__TEXT,__text) non-external _cache_alias_byname
00000001804ed080 (__TEXT,__text) non-external _cache_close
00000001804de960 (__TEXT,__text) non-external _cache_fetch_item
00000001804ea974 (__TEXT,__text) non-external _cache_fetch_list
00000001804ea96c (__TEXT,__text) non-external _cache_fs_all
00000001804ed220 (__TEXT,__text) non-external _cache_fs_byfile
00000001804ed20c (__TEXT,__text) non-external _cache_fs_byspec
00000001804ed134 (__TEXT,__text) non-external _cache_group_all
00000001804e0888 (__TEXT,__text) non-external _cache_group_bygid
00000001804e4e28 (__TEXT,__text) non-external _cache_group_byname
00000001804ed13c (__TEXT,__text) non-external _cache_grouplist
00000001804ed16c (__TEXT,__text) non-external _cache_host_all
00000001804e998c (__TEXT,__text) non-external _cache_host_byaddr
00000001804e8358 (__TEXT,__text) non-external _cache_host_byname
00000001ead9478c (__DATA,__bss) non-external _cache_lock
00000001804ed25c (__TEXT,__text) non-external _cache_mac_all
00000001804ed248 (__TEXT,__text) non-external _cache_mac_bymac
00000001804ed234 (__TEXT,__text) non-external _cache_mac_byname
00000001804ed264 (__TEXT,__text) non-external _cache_nameinfo
00000001804ed19c (__TEXT,__text) non-external _cache_network_all
00000001804ed188 (__TEXT,__text) non-external _cache_network_byaddr
00000001804ed174 (__TEXT,__text) non-external _cache_network_byname
00000001804ed1d4 (__TEXT,__text) non-external _cache_protocol_all
00000001804ed1ac (__TEXT,__text) non-external _cache_protocol_byname
00000001804ed1c0 (__TEXT,__text) non-external _cache_protocol_bynumber
00000001804ed204 (__TEXT,__text) non-external _cache_rpc_all
00000001804ed1dc (__TEXT,__text) non-external _cache_rpc_byname
00000001804ed1f0 (__TEXT,__text) non-external _cache_rpc_bynumber
00000001804ed1a4 (__TEXT,__text) non-external _cache_service_all
00000001804e3634 (__TEXT,__text) non-external _cache_service_byname
00000001804ea47c (__TEXT,__text) non-external _cache_service_byport
00000001ead947e0 (__DATA,__bss) non-external _cache_timeout
00000001804ed12c (__TEXT,__text) non-external _cache_user_all
00000001804e34d8 (__TEXT,__text) non-external _cache_user_byname
00000001804de94c (__TEXT,__text) non-external _cache_user_byuid
00000001edb4c1d0 (__AUTH,__data) non-external _client_ops
00000001804ff430 (__TEXT,__text) external _clnt_broadcast
00000001804fa0a8 (__TEXT,__text) external _clnt_create
00000001804fa7e4 (__TEXT,__text) external _clnt_pcreateerror
00000001804fa554 (__TEXT,__text) external _clnt_perrno
00000001804fa514 (__TEXT,__text) external _clnt_perror
00000001804fa59c (__TEXT,__text) external _clnt_spcreateerror
00000001804fa4d8 (__TEXT,__text) external _clnt_sperrno
00000001804fa208 (__TEXT,__text) external _clnt_sperror
00000001804fab64 (__TEXT,__text) non-external _clntraw_abort
00000001804fa938 (__TEXT,__text) non-external _clntraw_call
00000001804fab70 (__TEXT,__text) non-external _clntraw_control
00000001804fa824 (__TEXT,__text) external _clntraw_create
00000001804fab6c (__TEXT,__text) non-external _clntraw_destroy
00000001804fab38 (__TEXT,__text) non-external _clntraw_freeres
00000001804fab68 (__TEXT,__text) non-external _clntraw_geterr
00000001ead948c8 (__DATA,__bss) non-external _clntraw_private
00000001804fb224 (__TEXT,__text) non-external _clnttcp_abort
00000001804fae8c (__TEXT,__text) non-external _clnttcp_call
00000001804fb1d4 (__TEXT,__text) non-external _clnttcp_control
00000001804fae80 (__TEXT,__text) external _clnttcp_create
00000001804fab78 (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
00000001804fb170 (__TEXT,__text) non-external _clnttcp_destroy
00000001804fb154 (__TEXT,__text) non-external _clnttcp_freeres
00000001804fb13c (__TEXT,__text) non-external _clnttcp_geterr
00000001804fbd80 (__TEXT,__text) non-external _clntudp_abort
00000001804fb768 (__TEXT,__text) external _clntudp_bufcreate
00000001804fb400 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
00000001804fb7dc (__TEXT,__text) non-external _clntudp_call
00000001804fbd0c (__TEXT,__text) non-external _clntudp_control
00000001804fb7a4 (__TEXT,__text) external _clntudp_create
00000001804fbca8 (__TEXT,__text) non-external _clntudp_destroy
00000001804fbc8c (__TEXT,__text) non-external _clntudp_freeres
00000001804fbc74 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00000001804fd794 (__TEXT,__text) non-external _common_prefix_length
00000001805053a0 (__TEXT,__text) external _configuration_profile_copy_property_list
0000000180505348 (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
00000001804f4140 (__TEXT,__text) non-external _copy_group_r
00000001804e1020 (__TEXT,__text) non-external _copy_user_r
00000001804fdcdc (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
00000001804fe584 (__TEXT,__text) non-external _darwin_directory_group_all
00000001804fe308 (__TEXT,__text) non-external _darwin_directory_group_bygid
00000001804fe1c0 (__TEXT,__text) non-external _darwin_directory_group_byname
00000001804fe448 (__TEXT,__text) non-external _darwin_directory_group_byuuid
00000001804fe62c (__TEXT,__text) non-external _darwin_directory_grouplist
0000000180506afc (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
00000001804fe118 (__TEXT,__text) non-external _darwin_directory_user_all
00000001804fdd54 (__TEXT,__text) non-external _darwin_directory_user_byname
00000001804fde9c (__TEXT,__text) non-external _darwin_directory_user_byuid
00000001804fdfdc (__TEXT,__text) non-external _darwin_directory_user_byuuid
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00000001804ebeac (__TEXT,__text) external _dn_expand
00000001804eda60 (__TEXT,__text) non-external _ds_alias_all
00000001804ed970 (__TEXT,__text) non-external _ds_alias_byname
00000001804eaab4 (__TEXT,__text) non-external _ds_fs_all
00000001804ee4ec (__TEXT,__text) non-external _ds_fs_byfile
00000001804ee3fc (__TEXT,__text) non-external _ds_fs_byspec
00000001804ed61c (__TEXT,__text) non-external _ds_group_all
00000001804e089c (__TEXT,__text) non-external _ds_group_bygid
00000001804e4e3c (__TEXT,__text) non-external _ds_group_byname
00000001804ed534 (__TEXT,__text) non-external _ds_group_byuuid
00000001804e9350 (__TEXT,__text) non-external _ds_grouplist
00000001804ed7ec (__TEXT,__text) non-external _ds_in_netgroup
00000001804ee6f0 (__TEXT,__text) non-external _ds_mac_bymac
00000001804ee600 (__TEXT,__text) non-external _ds_mac_byname
00000001804ed6d8 (__TEXT,__text) non-external _ds_netgroup_byname
00000001804edd7c (__TEXT,__text) non-external _ds_network_all
00000001804edc0c (__TEXT,__text) non-external _ds_network_byaddr
00000001804edb1c (__TEXT,__text) non-external _ds_network_byname
00000001804ee0cc (__TEXT,__text) non-external _ds_protocol_all
00000001804edef4 (__TEXT,__text) non-external _ds_protocol_byname
00000001804edfe4 (__TEXT,__text) non-external _ds_protocol_bynumber
00000001804ee350 (__TEXT,__text) non-external _ds_rpc_all
00000001804ee178 (__TEXT,__text) non-external _ds_rpc_byname
00000001804ee268 (__TEXT,__text) non-external _ds_rpc_bynumber
00000001804ede38 (__TEXT,__text) non-external _ds_service_all
00000001804e36ac (__TEXT,__text) non-external _ds_service_byname
00000001804ea48c (__TEXT,__text) non-external _ds_service_byport
00000001804ed488 (__TEXT,__text) non-external _ds_user_all
00000001804e4a58 (__TEXT,__text) non-external _ds_user_byname
00000001804dea98 (__TEXT,__text) non-external _ds_user_byuid
00000001804e537c (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
00000001804eb93c (__TEXT,__text) external _endfsent
00000001804e4f2c (__TEXT,__text) external _endgrent
00000001804f35ac (__TEXT,__text) external _endhostent
00000001804f391c (__TEXT,__text) external _endnetent
00000001804f2c3c (__TEXT,__text) external _endnetgrent
00000001804f3b5c (__TEXT,__text) external _endprotoent
00000001804e4d3c (__TEXT,__text) external _endpwent
00000001804f3ca4 (__TEXT,__text) external _endrpcent
00000001804f3a14 (__TEXT,__text) external _endservent
0000000180504dd8 (__TEXT,__text) external _ether_aton
00000001ead94798 (__DATA,__bss) non-external _ether_aton.ep
00000001804f35b8 (__TEXT,__text) external _ether_hostton
0000000180504c90 (__TEXT,__text) external _ether_line
0000000180504d48 (__TEXT,__text) external _ether_ntoa
00000001ead94780 (__DATA,__bss) non-external _ether_ntoa.s
00000001804f36bc (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
00000001804eb948 (__TEXT,__text) non-external _file_addrinfo
00000001804f0640 (__TEXT,__text) non-external _file_alias_all
00000001804f0638 (__TEXT,__text) non-external _file_alias_byname
00000001804eb158 (__TEXT,__text) non-external _file_fs_all
00000001804f074c (__TEXT,__text) non-external _file_fs_byfile
00000001804f0744 (__TEXT,__text) non-external _file_fs_byspec
00000001804f0434 (__TEXT,__text) non-external _file_group_all
00000001804f0424 (__TEXT,__text) non-external _file_group_bygid
00000001804ebb90 (__TEXT,__text) non-external _file_group_byname
00000001804e95a4 (__TEXT,__text) non-external _file_grouplist
00000001804f064c (__TEXT,__text) non-external _file_host_all
00000001804e9e88 (__TEXT,__text) non-external _file_host_byaddr
00000001804ebb18 (__TEXT,__text) non-external _file_host_byname
00000001804f053c (__TEXT,__text) non-external _file_in_netgroup
00000001804e3f70 (__TEXT,__text) non-external _file_is_valid
00000001804f0764 (__TEXT,__text) non-external _file_mac_all
00000001804f075c (__TEXT,__text) non-external _file_mac_bymac
00000001804f0754 (__TEXT,__text) non-external _file_mac_byname
00000001ead94278 (__DATA,__data) non-external _file_mutex
00000001804f0444 (__TEXT,__text) non-external _file_netgroup_byname
00000001804f0694 (__TEXT,__text) non-external _file_network_all
00000001804f0680 (__TEXT,__text) non-external _file_network_byaddr
00000001804f0664 (__TEXT,__text) non-external _file_network_byname
00000001804f06ec (__TEXT,__text) non-external _file_protocol_all
00000001804f06bc (__TEXT,__text) non-external _file_protocol_byname
00000001804f06d8 (__TEXT,__text) non-external _file_protocol_bynumber
00000001804f0730 (__TEXT,__text) non-external _file_rpc_all
00000001804f0700 (__TEXT,__text) non-external _file_rpc_byname
00000001804f071c (__TEXT,__text) non-external _file_rpc_bynumber
00000001804f06a8 (__TEXT,__text) non-external _file_service_all
00000001804e3818 (__TEXT,__text) non-external _file_service_byname
00000001804ea5bc (__TEXT,__text) non-external _file_service_byport
00000001804f0414 (__TEXT,__text) non-external _file_user_all
00000001804e5204 (__TEXT,__text) non-external _file_user_byname
00000001804e4780 (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00000001805036b8 (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
00000001805030e8 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
00000001804f5828 (__TEXT,__text) non-external _free_build_hostent
00000001804e29fc (__TEXT,__text) external _freeaddrinfo
00000001804e8900 (__TEXT,__text) external _freehostent
00000001804e310c (__TEXT,__text) external _freeifaddrs
0000000180505210 (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00000001ead94270 (__DATA,__data) external _gL1CacheEnabled
00000001804f5924 (__TEXT,__text) non-external _gai_child_has_forked
00000001ead94190 (__DATA,__data) non-external _gai_log.once
00000001804f58cc (__TEXT,__text) non-external _gai_log_init
00000001804f51c0 (__TEXT,__text) external _gai_strerror
00000001805035e8 (__TEXT,__text) non-external _get_input_bytes
00000001804e1244 (__TEXT,__text) external _getaddrinfo
00000001804f4004 (__TEXT,__text) external _getaddrinfo_async_cancel
00000001804e7aa4 (__TEXT,__text) external _getaddrinfo_async_handle_reply
00000001804f3ffc (__TEXT,__text) external _getaddrinfo_async_receive
00000001804f3fa8 (__TEXT,__text) external _getaddrinfo_async_send
00000001804f3f5c (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
00000001804f7a98 (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
00000001804ea6d4 (__TEXT,__text) external _getfsent
00000001804f3d10 (__TEXT,__text) external _getfsfile
00000001804f3cb0 (__TEXT,__text) external _getfsspec
00000001804f2a68 (__TEXT,__text) external _getgrent
00000001804e07f4 (__TEXT,__text) external _getgrgid
00000001804f42e8 (__TEXT,__text) external _getgrgid_r
00000001804e4d94 (__TEXT,__text) external _getgrnam
00000001804f407c (__TEXT,__text) external _getgrnam_r
00000001804f2ec8 (__TEXT,__text) external _getgroupcount
00000001804f2c48 (__TEXT,__text) external _getgrouplist
00000001804f2d48 (__TEXT,__text) external _getgrouplist_2
00000001804e9190 (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
00000001804f29fc (__TEXT,__text) external _getgruuid
00000001804f43ac (__TEXT,__text) external _getgruuid_r
00000001804f32c0 (__TEXT,__text) external _gethostbyaddr
00000001804f3364 (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
00000001804f3434 (__TEXT,__text) external _gethostbyaddr_async_cancel
00000001804f3438 (__TEXT,__text) external _gethostbyaddr_async_handleReply
00000001804f3430 (__TEXT,__text) external _gethostbyaddr_async_start
00000001804f3014 (__TEXT,__text) external _gethostbyname
00000001804f31b8 (__TEXT,__text) external _gethostbyname2
00000001804f30f0 (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
00000001804f31b0 (__TEXT,__text) external _gethostbyname_async_cancel
00000001804f31b4 (__TEXT,__text) external _gethostbyname_async_handleReply
00000001804f31ac (__TEXT,__text) external _gethostbyname_async_start
00000001804f353c (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
00000001804e2b14 (__TEXT,__text) external _getifaddrs
0000000180504ec4 (__TEXT,__text) external _getifmaddrs
00000001804f343c (__TEXT,__text) external _getipnodebyaddr
00000001804e7d04 (__TEXT,__text) external _getipnodebyname
00000001804e41a4 (__TEXT,__text) external _getnameinfo
00000001804f405c (__TEXT,__text) external _getnameinfo_async_cancel
00000001804f4060 (__TEXT,__text) external _getnameinfo_async_handle_reply
00000001804f4008 (__TEXT,__text) external _getnameinfo_async_send
00000001804ea280 (__TEXT,__text) external _getnameinfo_async_start
0000000180505214 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
00000001804f382c (__TEXT,__text) external _getnetbyaddr
00000001804f37cc (__TEXT,__text) external _getnetbyname
00000001804f38ac (__TEXT,__text) external _getnetent
00000001804f2be0 (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
00000001804f3a20 (__TEXT,__text) external _getprotobyname
00000001804f3a80 (__TEXT,__text) external _getprotobynumber
00000001804f3aec (__TEXT,__text) external _getprotoent
00000001804f2958 (__TEXT,__text) external _getpwent
00000001804e3444 (__TEXT,__text) external _getpwnam
00000001804f4470 (__TEXT,__text) external _getpwnam_r
00000001804dde04 (__TEXT,__text) external _getpwuid
00000001804e0e7c (__TEXT,__text) external _getpwuid_r
00000001804e5268 (__TEXT,__text) external _getpwuuid
00000001804f4534 (__TEXT,__text) external _getpwuuid_r
00000001804f3b68 (__TEXT,__text) external _getrpcbyname
00000001804f3bc8 (__TEXT,__text) external _getrpcbynumber
00000001804f3c34 (__TEXT,__text) external _getrpcent
00000001804fd91c (__TEXT,__text) external _getrpcport
00000001804e34ec (__TEXT,__text) external _getservbyname
00000001804f3928 (__TEXT,__text) external _getservbyport
00000001804f39a4 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
00000001804f45f8 (__TEXT,__text) external _group_from_gid
00000001ead94800 (__DATA,__bss) non-external _group_from_gid.buf
00000001e6b2da20 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00000001ead94374 (__DATA,__common) external _h_errno
00000001804ebdb0 (__TEXT,__text) external _herror
0000000180508ec7 (__TEXT,__cstring) non-external _hexchar
0000000180507b70 (__TEXT,__const) non-external _hexval
00000001804e4d08 (__TEXT,__text) external _hstrerror
0000000180503a4c (__TEXT,__text) external _htonl
0000000180503a5c (__TEXT,__text) external _htons
00000001804ec370 (__TEXT,__text) external _if_freenameindex
00000001804e4bac (__TEXT,__text) external _if_indextoname
00000001804ec220 (__TEXT,__text) external _if_nameindex
00000001804e4c58 (__TEXT,__text) external _if_nametoindex
0000000180507a10 (__TEXT,__const) external _in6addr_any
0000000180507a40 (__TEXT,__const) external _in6addr_linklocal_allnodes
0000000180507a50 (__TEXT,__const) external _in6addr_linklocal_allrouters
0000000180507a60 (__TEXT,__const) external _in6addr_linklocal_allv2routers
0000000180507a20 (__TEXT,__const) external _in6addr_loopback
0000000180507a30 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00000001ead94820 (__DATA,__bss) non-external _in_flight
00000001804ec4f4 (__TEXT,__text) non-external _inet6_insert_padopt
00000001804ec830 (__TEXT,__text) external _inet6_opt_append
00000001804eca94 (__TEXT,__text) external _inet6_opt_find
00000001804ec928 (__TEXT,__text) external _inet6_opt_finish
00000001804ecb30 (__TEXT,__text) external _inet6_opt_get_val
00000001804ec804 (__TEXT,__text) external _inet6_opt_init
00000001804ec9dc (__TEXT,__text) external _inet6_opt_next
00000001804ec9a0 (__TEXT,__text) external _inet6_opt_set_val
00000001804ec524 (__TEXT,__text) external _inet6_option_alloc
00000001804ec3b8 (__TEXT,__text) external _inet6_option_append
00000001804ec710 (__TEXT,__text) external _inet6_option_find
00000001804ec384 (__TEXT,__text) external _inet6_option_init
00000001804ec638 (__TEXT,__text) external _inet6_option_next
00000001804ec374 (__TEXT,__text) external _inet6_option_space
00000001804ecd78 (__TEXT,__text) external _inet6_rth_add
00000001804ecea8 (__TEXT,__text) external _inet6_rth_getaddr
00000001804ecd08 (__TEXT,__text) external _inet6_rth_init
00000001804ecdb8 (__TEXT,__text) external _inet6_rth_reverse
00000001804ece7c (__TEXT,__text) external _inet6_rth_segments
00000001804eccf0 (__TEXT,__text) external _inet6_rth_space
00000001804ecbb4 (__TEXT,__text) external _inet6_rthdr_add
00000001804ecc6c (__TEXT,__text) external _inet6_rthdr_getaddr
00000001804eccb0 (__TEXT,__text) external _inet6_rthdr_getflags
00000001804ecb88 (__TEXT,__text) external _inet6_rthdr_init
00000001804ecc14 (__TEXT,__text) external _inet6_rthdr_lasthop
00000001804ecc3c (__TEXT,__text) external _inet6_rthdr_segments
00000001804ecb6c (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
00000001804e90c8 (__TEXT,__text) external _initgroups
00000001804f2b0c (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
0000000180504aac (__TEXT,__text) external _iruserok
0000000180504388 (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00000001ead94308 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
00000001804f2758 (__TEXT,__text) external _kvarray_free
00000001804f17bc (__TEXT,__text) external _kvbuf_add_dict
00000001804f181c (__TEXT,__text) external _kvbuf_add_key
0000000180505500 (__TEXT,__text) non-external _kvbuf_add_key.cold.1
00000001804f1938 (__TEXT,__text) external _kvbuf_add_val
00000001804f1f48 (__TEXT,__text) external _kvbuf_add_val_len
0000000180505578 (__TEXT,__text) non-external _kvbuf_add_val_len.cold.1
00000001804f20cc (__TEXT,__text) external _kvbuf_append_kvbuf
00000001805055f0 (__TEXT,__text) non-external _kvbuf_append_kvbuf.cold.1
00000001804f2488 (__TEXT,__text) external _kvbuf_decode
00000001804f2078 (__TEXT,__text) external _kvbuf_free
00000001804f2028 (__TEXT,__text) external _kvbuf_get_len
00000001804f1d10 (__TEXT,__text) non-external _kvbuf_grow
00000001804f1cd0 (__TEXT,__text) external _kvbuf_init
00000001804f1c28 (__TEXT,__text) external _kvbuf_init_zone
00000001804f2048 (__TEXT,__text) external _kvbuf_make_nonpurgeable
00000001804f2034 (__TEXT,__text) external _kvbuf_make_purgeable
00000001804f1794 (__TEXT,__text) external _kvbuf_new
00000001804f1b98 (__TEXT,__text) external _kvbuf_new_zone
00000001804f21dc (__TEXT,__text) external _kvbuf_next_dict
00000001804f22c0 (__TEXT,__text) external _kvbuf_next_key
00000001804f23ec (__TEXT,__text) external _kvbuf_next_val
00000001804f23f4 (__TEXT,__text) external _kvbuf_next_val_len
00000001804f1624 (__TEXT,__text) external _kvbuf_query
00000001804f1aa8 (__TEXT,__text) external _kvbuf_query_key_int
00000001804f1b20 (__TEXT,__text) external _kvbuf_query_key_uint
00000001804f1994 (__TEXT,__text) external _kvbuf_query_key_val
00000001804f21a8 (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00000001804ed330 (__TEXT,__text) external _lookup_close_connections
00000001804e87c8 (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
00000001804f56a8 (__TEXT,__text) non-external _make_hostent6
00000001805011ec (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
00000001804f9d68 (__TEXT,__text) non-external _marshal_new_auth
00000001ead94300 (__DATA,__data) non-external _maxgrplist
00000001804e4f4c (__TEXT,__text) external _mbr_check_membership
00000001804e5224 (__TEXT,__text) external _mbr_check_membership_by_id
00000001804e4f6c (__TEXT,__text) external _mbr_check_membership_ext
00000001804f64d8 (__TEXT,__text) external _mbr_check_membership_refresh
00000001804f6bc4 (__TEXT,__text) external _mbr_check_service_membership
00000001804f6b78 (__TEXT,__text) external _mbr_close_connections
00000001804f632c (__TEXT,__text) external _mbr_gid_to_uuid
00000001804e4f38 (__TEXT,__text) external _mbr_group_name_to_uuid
00000001804dce14 (__TEXT,__text) external _mbr_identifier_to_uuid
00000001804dcef8 (__TEXT,__text) external _mbr_identifier_translate
0000000180505974 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
000000018050598c (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
00000001805059a4 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
00000001804f6ae8 (__TEXT,__text) external _mbr_reset_cache
00000001804f70f8 (__TEXT,__text) external _mbr_set_identifier_ttl
00000001804f6dd0 (__TEXT,__text) external _mbr_sid_to_string
00000001804f63ec (__TEXT,__text) external _mbr_sid_to_uuid
00000001804f6fb0 (__TEXT,__text) external _mbr_string_to_sid
00000001804f70f4 (__TEXT,__text) external _mbr_string_to_uuid
00000001804dcde0 (__TEXT,__text) external _mbr_uid_to_uuid
00000001804e5210 (__TEXT,__text) external _mbr_user_name_to_uuid
00000001804f6360 (__TEXT,__text) external _mbr_uuid_to_id
00000001804f64b4 (__TEXT,__text) external _mbr_uuid_to_sid
00000001804f6400 (__TEXT,__text) external _mbr_uuid_to_sid_type
00000001804f70d8 (__TEXT,__text) external _mbr_uuid_to_string
00000001804e8a98 (__TEXT,__text) non-external _mdns_addrinfo
00000001804f48a4 (__TEXT,__text) non-external _mdns_close
00000001804e99f0 (__TEXT,__text) non-external _mdns_hostbyaddr
00000001804e83bc (__TEXT,__text) non-external _mdns_hostbyname
00000001804ea3a4 (__TEXT,__text) non-external _mdns_is_valid
00000001804e5ba0 (__TEXT,__text) non-external _mdns_item_call
00000001804f48a8 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
00000001804f5748 (__TEXT,__text) non-external _merge_alias
                 (undefined) external _mmap (from libsystem_kernel)
00000001ead94840 (__DATA,__bss) non-external _module_count
00000001ead94838 (__DATA,__bss) non-external _module_list
00000001ead942b8 (__DATA,__data) non-external _module_mutex
                 (undefined) external _munmap (from libsystem_kernel)
00000001ece982c0 (__DATA_DIRTY,__data) non-external _mutex
00000001ece98300 (__DATA_DIRTY,__data) non-external _mutex
                 (undefined) external _nanosleep$NOCANCEL (from libsystem_c)
00000001ece984f8 (__DATA_DIRTY,__bss) non-external _nat64_v4_requires_synthesis
00000001ece984e8 (__DATA_DIRTY,__bss) non-external _nat64_v4_synthesize
00000001ead941c0 (__DATA,__data) non-external _net_config_mutex
00000001ead941b8 (__DATA,__data) non-external _net_config_token
00000001ead947b0 (__DATA,__bss) non-external _net_v4_count
