00000001dbaa5f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001dbaa35b0 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00000001dbaa0908 (__TEXT,__text) external _glGetProgramInfoLog
00000001dbaa35d0 (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00000001dbaa35f0 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00000001dbaa2590 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00000001dbaa2558 (__TEXT,__text) external _glGetProgramPipelineiv
00000001dbaa217c (__TEXT,__text) external _glGetProgramStageiv
00000001dbaa3634 (__TEXT,__text) external _glGetProgramStringARB
00000001dbaa08a0 (__TEXT,__text) external _glGetProgramiv
00000001dbaa3654 (__TEXT,__text) external _glGetProgramivARB
00000001dbaa22e4 (__TEXT,__text) external _glGetQueryIndexediv
00000001dbaa1c80 (__TEXT,__text) external _glGetQueryObjecti64v
00000001dbaa57d0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001dba9fe18 (__TEXT,__text) external _glGetQueryObjectiv
00000001dbaa4018 (__TEXT,__text) external _glGetQueryObjectivARB
00000001dbaa1ca0 (__TEXT,__text) external _glGetQueryObjectui64v
00000001dbaa57f0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001dba9fe38 (__TEXT,__text) external _glGetQueryObjectuiv
00000001dbaa4038 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001dba9fdf8 (__TEXT,__text) external _glGetQueryiv
00000001dbaa3ff8 (__TEXT,__text) external _glGetQueryivARB
00000001dbaa0c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001dbaa4e2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001dbaa1c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001dbaa1c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001dbaa1c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001dbaa1be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001dba9f0e0 (__TEXT,__text) external _glGetSeparableFilter
00000001dbaa08e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001dbaa23dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001dbaa09c8 (__TEXT,__text) external _glGetShaderSource
00000001dbaa4624 (__TEXT,__text) external _glGetShaderSourceARB
00000001dbaa0880 (__TEXT,__text) external _glGetShaderiv
00000001dba9d534 (__TEXT,__text) external _glGetString
00000001dbaa1624 (__TEXT,__text) external _glGetStringi
00000001dbaa209c (__TEXT,__text) external _glGetSubroutineIndex
00000001dbaa207c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001dbaa1958 (__TEXT,__text) external _glGetSynciv
00000001dba9d54c (__TEXT,__text) external _glGetTexEnvfv
00000001dba9d56c (__TEXT,__text) external _glGetTexEnviv
00000001dba9d58c (__TEXT,__text) external _glGetTexGendv
00000001dba9d5ac (__TEXT,__text) external _glGetTexGenfv
00000001dba9d5cc (__TEXT,__text) external _glGetTexGeniv
00000001dba9d5ec (__TEXT,__text) external _glGetTexImage
00000001dba9d614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001dba9d638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001dbaa1564 (__TEXT,__text) external _glGetTexParameterIiv
00000001dbaa56fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001dbaa1584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001dbaa571c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001dbaa59cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001dba9d65c (__TEXT,__text) external _glGetTexParameterfv
00000001dba9d67c (__TEXT,__text) external _glGetTexParameteriv
00000001dbaa107c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001dbaa5180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001dbaa16dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001dbaa5210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001dbaa1668 (__TEXT,__text) external _glGetUniformIndices
00000001dbaa092c (__TEXT,__text) external _glGetUniformLocation
00000001dbaa4598 (__TEXT,__text) external _glGetUniformLocationARB
00000001dbaa522c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001dbaa215c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001dbaa205c (__TEXT,__text) external _glGetUniformdv
00000001dbaa0980 (__TEXT,__text) external _glGetUniformfv
00000001dbaa45e4 (__TEXT,__text) external _glGetUniformfvARB
00000001dbaa09a4 (__TEXT,__text) external _glGetUniformiv
00000001dbaa4604 (__TEXT,__text) external _glGetUniformivARB
00000001dbaa13c0 (__TEXT,__text) external _glGetUniformuiv
00000001dbaa5618 (__TEXT,__text) external _glGetUniformuivEXT
00000001dbaa1120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001dbaa54d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001dbaa1140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001dbaa54f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001dbaa2dcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001dbaa0470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001dbaa3438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001dbaa0410 (__TEXT,__text) external _glGetVertexAttribdv
00000001dbaa33d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001dbaa0430 (__TEXT,__text) external _glGetVertexAttribfv
00000001dbaa33f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001dbaa0450 (__TEXT,__text) external _glGetVertexAttribiv
00000001dbaa3418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001dba9d69c (__TEXT,__text) external _glHint
00000001dba9f230 (__TEXT,__text) external _glHistogram
00000001dba9d6b8 (__TEXT,__text) external _glIndexMask
00000001dba9d6d0 (__TEXT,__text) external _glIndexPointer
00000001dba9d6f0 (__TEXT,__text) external _glIndexd
00000001dba9d704 (__TEXT,__text) external _glIndexdv
00000001dba9d71c (__TEXT,__text) external _glIndexf
00000001dba9d730 (__TEXT,__text) external _glIndexfv
00000001dba9d748 (__TEXT,__text) external _glIndexi
00000001dba9d760 (__TEXT,__text) external _glIndexiv
00000001dba9d778 (__TEXT,__text) external _glIndexs
00000001dba9d790 (__TEXT,__text) external _glIndexsv
00000001dba9d7a8 (__TEXT,__text) external _glIndexub
00000001dba9d7c0 (__TEXT,__text) external _glIndexubv
00000001dba9d7d8 (__TEXT,__text) external _glInitNames
00000001dbaa585c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001dba9d7ec (__TEXT,__text) external _glInterleavedArrays
00000001dba9feac (__TEXT,__text) external _glIsBuffer
00000001dbaa40ac (__TEXT,__text) external _glIsBufferARB
00000001dba9d80c (__TEXT,__text) external _glIsEnabled
00000001dbaa579c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001dbaa0fc8 (__TEXT,__text) external _glIsEnabledi
00000001dbaa5a3c (__TEXT,__text) external _glIsFenceAPPLE
00000001dbaa0c70 (__TEXT,__text) external _glIsFramebuffer
00000001dbaa4e4c (__TEXT,__text) external _glIsFramebufferEXT
00000001dba9d824 (__TEXT,__text) external _glIsList
00000001dbaa4854 (__TEXT,__text) external _glIsNamedStringARB
00000001dbaa0868 (__TEXT,__text) external _glIsProgram
00000001dbaa2f70 (__TEXT,__text) external _glIsProgramARB
00000001dbaa2540 (__TEXT,__text) external _glIsProgramPipeline
00000001dba9fdac (__TEXT,__text) external _glIsQuery
00000001dbaa3fac (__TEXT,__text) external _glIsQueryARB
00000001dbaa0bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001dbaa4d9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001dbaa1af4 (__TEXT,__text) external _glIsSampler
00000001dbaa0850 (__TEXT,__text) external _glIsShader
00000001dbaa18cc (__TEXT,__text) external _glIsSync
00000001dba9d83c (__TEXT,__text) external _glIsTexture
00000001dbaa222c (__TEXT,__text) external _glIsTransformFeedback
00000001dbaa0f10 (__TEXT,__text) external _glIsVertexArray
00000001dbaa5b60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001dbaa58e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001dbaa5810 (__TEXT,__text) external _glLabelObjectEXT
00000001dbaa5d40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001dba9d854 (__TEXT,__text) external _glLightModelf
00000001dba9d86c (__TEXT,__text) external _glLightModelfv
00000001dba9d888 (__TEXT,__text) external _glLightModeli
00000001dba9d8a4 (__TEXT,__text) external _glLightModeliv
00000001dba9d8c0 (__TEXT,__text) external _glLightf
00000001dba9d8dc (__TEXT,__text) external _glLightfv
00000001dba9d8fc (__TEXT,__text) external _glLighti
00000001dba9d91c (__TEXT,__text) external _glLightiv
00000001dba9d93c (__TEXT,__text) external _glLineStipple
00000001dba9d958 (__TEXT,__text) external _glLineWidth
00000001dbaa058c (__TEXT,__text) external _glLinkProgram
00000001dbaa4274 (__TEXT,__text) external _glLinkProgramARB
00000001dba9d96c (__TEXT,__text) external _glListBase
00000001dba9d984 (__TEXT,__text) external _glLoadIdentity
00000001dba9d998 (__TEXT,__text) external _glLoadMatrixd
00000001dba9d9b0 (__TEXT,__text) external _glLoadMatrixf
00000001dba9d9c8 (__TEXT,__text) external _glLoadName
00000001dba9f664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001dbaa3b50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001dba9f67c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001dbaa3b68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001dbaa495c (__TEXT,__text) external _glLockArraysEXT
00000001dba9d9e0 (__TEXT,__text) external _glLogicOp
00000001dba9d9f8 (__TEXT,__text) external _glMap1d
00000001dba9da1c (__TEXT,__text) external _glMap1f
00000001dba9da40 (__TEXT,__text) external _glMap2d
00000001dba9da6c (__TEXT,__text) external _glMap2f
00000001dba9ff30 (__TEXT,__text) external _glMapBuffer
00000001dbaa4130 (__TEXT,__text) external _glMapBufferARB
00000001dbaa0e7c (__TEXT,__text) external _glMapBufferRange
00000001dba9da98 (__TEXT,__text) external _glMapGrid1d
00000001dba9dab0 (__TEXT,__text) external _glMapGrid1f
00000001dba9dac8 (__TEXT,__text) external _glMapGrid2d
00000001dba9dae4 (__TEXT,__text) external _glMapGrid2f
00000001dbaa58fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001dbaa5924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001dbaa594c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001dbaa597c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001dba9db00 (__TEXT,__text) external _glMaterialf
00000001dba9db1c (__TEXT,__text) external _glMaterialfv
00000001dba9db3c (__TEXT,__text) external _glMateriali
00000001dba9db5c (__TEXT,__text) external _glMaterialiv
00000001dba9db7c (__TEXT,__text) external _glMatrixMode
00000001dbaa2308 (__TEXT,__text) external _glMinSampleShading
00000001dbaa4754 (__TEXT,__text) external _glMinSampleShadingARB
00000001dba9f254 (__TEXT,__text) external _glMinmax
00000001dba9db94 (__TEXT,__text) external _glMultMatrixd
00000001dba9dbac (__TEXT,__text) external _glMultMatrixf
00000001dba9f694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001dbaa3b80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001dba9f6ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001dbaa3b98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001dba9fba0 (__TEXT,__text) external _glMultiDrawArrays
00000001dbaa4d08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001dbaa5bdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001dba9fbc4 (__TEXT,__text) external _glMultiDrawElements
00000001dbaa186c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001dbaa4d2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001dbaa5d60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001dbaa5d88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001dbaa5c00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001dba9f2d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001dbaa37c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001dba9f2ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001dbaa37d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001dba9f308 (__TEXT,__text) external _glMultiTexCoord1f
00000001dbaa37f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001dba9f320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001dbaa380c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001dba9f33c (__TEXT,__text) external _glMultiTexCoord1i
00000001dbaa3828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001dba9f358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001dbaa3844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001dba9f374 (__TEXT,__text) external _glMultiTexCoord1s
00000001dbaa3860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001dba9f390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001dbaa387c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001dba9f3ac (__TEXT,__text) external _glMultiTexCoord2d
00000001dbaa3898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001dba9f3c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001dbaa38b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001dba9f3e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001dbaa38cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001dba9f3f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001dbaa38e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001dba9f414 (__TEXT,__text) external _glMultiTexCoord2i
00000001dbaa3900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001dba9f434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001dbaa3920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001dba9f450 (__TEXT,__text) external _glMultiTexCoord2s
00000001dbaa393c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001dba9f470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001dbaa395c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001dba9f48c (__TEXT,__text) external _glMultiTexCoord3d
00000001dbaa3978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001dba9f4a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001dbaa3990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001dba9f4c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001dbaa39ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001dba9f4d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001dbaa39c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001dba9f4f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001dbaa39e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001dba9f518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001dbaa3a04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001dba9f534 (__TEXT,__text) external _glMultiTexCoord3s
00000001dbaa3a20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001dba9f558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001dbaa3a44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001dba9f574 (__TEXT,__text) external _glMultiTexCoord4d
00000001dbaa3a60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001dba9f58c (__TEXT,__text) external _glMultiTexCoord4dv
00000001dbaa3a78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001dba9f5a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001dbaa3a94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001dba9f5c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001dbaa3aac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001dba9f5dc (__TEXT,__text) external _glMultiTexCoord4i
00000001dbaa3ac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001dba9f604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001dbaa3af0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001dba9f620 (__TEXT,__text) external _glMultiTexCoord4s
00000001dbaa3b0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001dba9f648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001dbaa3b34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001dbaa47ec (__TEXT,__text) external _glNamedStringARB
00000001dba9dbc4 (__TEXT,__text) external _glNewList
00000001dba9dbe0 (__TEXT,__text) external _glNormal3b
00000001dba9dc00 (__TEXT,__text) external _glNormal3bv
00000001dba9dc18 (__TEXT,__text) external _glNormal3d
00000001dba9dc2c (__TEXT,__text) external _glNormal3dv
00000001dba9dc44 (__TEXT,__text) external _glNormal3f
00000001dba9dc58 (__TEXT,__text) external _glNormal3fv
00000001dba9dc70 (__TEXT,__text) external _glNormal3i
00000001dba9dc90 (__TEXT,__text) external _glNormal3iv
00000001dba9dca8 (__TEXT,__text) external _glNormal3s
00000001dba9dcc8 (__TEXT,__text) external _glNormal3sv
00000001dba9dce0 (__TEXT,__text) external _glNormalPointer
00000001dbaa5ca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001dbaa5cc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001dba9dd00 (__TEXT,__text) external _glOrtho
00000001dbaa5e18 (__TEXT,__text) external _glPNTrianglesfATI
00000001dbaa5e20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001dbaa5e14 (__TEXT,__text) external _glPNTrianglesiATI
00000001dbaa5e1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001dba9dd14 (__TEXT,__text) external _glPassThrough
00000001dbaa21bc (__TEXT,__text) external _glPatchParameterfv
00000001dbaa21a0 (__TEXT,__text) external _glPatchParameteri
00000001dbaa2244 (__TEXT,__text) external _glPauseTransformFeedback
00000001dba9dd28 (__TEXT,__text) external _glPixelMapfv
00000001dba9dd48 (__TEXT,__text) external _glPixelMapuiv
00000001dba9dd68 (__TEXT,__text) external _glPixelMapusv
00000001dba9dd88 (__TEXT,__text) external _glPixelStoref
00000001dba9dda0 (__TEXT,__text) external _glPixelStorei
00000001dba9ddbc (__TEXT,__text) external _glPixelTransferf
00000001dba9ddd4 (__TEXT,__text) external _glPixelTransferi
00000001dba9ddf0 (__TEXT,__text) external _glPixelZoom
00000001dba9fb10 (__TEXT,__text) external _glPointParameterf
00000001dbaa3db8 (__TEXT,__text) external _glPointParameterfARB
00000001dba9fb28 (__TEXT,__text) external _glPointParameterfv
00000001dbaa3dd0 (__TEXT,__text) external _glPointParameterfvARB
00000001dba9fb44 (__TEXT,__text) external _glPointParameteri
00000001dbaa5e54 (__TEXT,__text) external _glPointParameteriNV
00000001dba9fb60 (__TEXT,__text) external _glPointParameteriv
00000001dbaa5e70 (__TEXT,__text) external _glPointParameterivNV
00000001dba9de04 (__TEXT,__text) external _glPointSize
00000001dbaa5d0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001dba9de18 (__TEXT,__text) external _glPolygonMode
00000001dba9de34 (__TEXT,__text) external _glPolygonOffset
00000001dba9de48 (__TEXT,__text) external _glPolygonStipple
00000001dba9de60 (__TEXT,__text) external _glPopAttrib
00000001dba9de74 (__TEXT,__text) external _glPopClientAttrib
00000001dbaa5894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001dba9de88 (__TEXT,__text) external _glPopMatrix
00000001dba9de9c (__TEXT,__text) external _glPopName
00000001dbaa17d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001dba9deb0 (__TEXT,__text) external _glPrioritizeTextures
00000001dbaa2450 (__TEXT,__text) external _glProgramBinary
00000001dbaa3458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001dbaa3474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001dbaa3494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001dbaa34b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001dbaa3548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001dbaa34d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001dbaa34ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001dbaa350c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001dbaa3528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001dbaa356c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001dbaa2474 (__TEXT,__text) external _glProgramParameteri
00000001dbaa5030 (__TEXT,__text) external _glProgramParameteriEXT
00000001dbaa3610 (__TEXT,__text) external _glProgramStringARB
00000001dbaa2a6c (__TEXT,__text) external _glProgramUniform1d
00000001dbaa2adc (__TEXT,__text) external _glProgramUniform1dv
00000001dbaa264c (__TEXT,__text) external _glProgramUniform1f
00000001dbaa274c (__TEXT,__text) external _glProgramUniform1fv
00000001dbaa25b4 (__TEXT,__text) external _glProgramUniform1i
00000001dbaa26bc (__TEXT,__text) external _glProgramUniform1iv
00000001dbaa2854 (__TEXT,__text) external _glProgramUniform1ui
00000001dbaa28ec (__TEXT,__text) external _glProgramUniform1uiv
00000001dbaa2a88 (__TEXT,__text) external _glProgramUniform2d
00000001dbaa2b00 (__TEXT,__text) external _glProgramUniform2dv
00000001dbaa2668 (__TEXT,__text) external _glProgramUniform2f
00000001dbaa2770 (__TEXT,__text) external _glProgramUniform2fv
00000001dbaa25d4 (__TEXT,__text) external _glProgramUniform2i
00000001dbaa26e0 (__TEXT,__text) external _glProgramUniform2iv
00000001dbaa2874 (__TEXT,__text) external _glProgramUniform2ui
00000001dbaa2910 (__TEXT,__text) external _glProgramUniform2uiv
00000001dbaa2aa4 (__TEXT,__text) external _glProgramUniform3d
00000001dbaa2b24 (__TEXT,__text) external _glProgramUniform3dv
00000001dbaa2684 (__TEXT,__text) external _glProgramUniform3f
00000001dbaa2794 (__TEXT,__text) external _glProgramUniform3fv
00000001dbaa25f8 (__TEXT,__text) external _glProgramUniform3i
00000001dbaa2704 (__TEXT,__text) external _glProgramUniform3iv
00000001dbaa2898 (__TEXT,__text) external _glProgramUniform3ui
00000001dbaa2934 (__TEXT,__text) external _glProgramUniform3uiv
00000001dbaa2ac0 (__TEXT,__text) external _glProgramUniform4d
00000001dbaa2b48 (__TEXT,__text) external _glProgramUniform4dv
00000001dbaa26a0 (__TEXT,__text) external _glProgramUniform4f
00000001dbaa27b8 (__TEXT,__text) external _glProgramUniform4fv
00000001dbaa2620 (__TEXT,__text) external _glProgramUniform4i
00000001dbaa2728 (__TEXT,__text) external _glProgramUniform4iv
00000001dbaa28c0 (__TEXT,__text) external _glProgramUniform4ui
00000001dbaa2958 (__TEXT,__text) external _glProgramUniform4uiv
00000001dbaa2b6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001dbaa27dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001dbaa2be4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001dbaa297c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001dbaa2c34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001dbaa29cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001dbaa2b94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001dbaa2804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001dbaa2c0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001dbaa29a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001dbaa2c84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001dbaa2a1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001dbaa2bbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001dbaa282c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001dbaa2c5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001dbaa29f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001dbaa2cac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001dbaa2a44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001dbaa1898 (__TEXT,__text) external _glProvokingVertex
00000001dbaa57b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001dba9ded0 (__TEXT,__text) external _glPushAttrib
00000001dba9dee8 (__TEXT,__text) external _glPushClientAttrib
00000001dbaa5878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001dba9df00 (__TEXT,__text) external _glPushMatrix
00000001dba9df14 (__TEXT,__text) external _glPushName
00000001dbaa1c64 (__TEXT,__text) external _glQueryCounter
00000001dba9df2c (__TEXT,__text) external _glRasterPos2d
00000001dba9df40 (__TEXT,__text) external _glRasterPos2dv
00000001dba9df58 (__TEXT,__text) external _glRasterPos2f
00000001dba9df6c (__TEXT,__text) external _glRasterPos2fv
00000001dba9df84 (__TEXT,__text) external _glRasterPos2i
00000001dba9dfa0 (__TEXT,__text) external _glRasterPos2iv
00000001dba9dfb8 (__TEXT,__text) external _glRasterPos2s
00000001dba9dfd4 (__TEXT,__text) external _glRasterPos2sv
00000001dba9dfec (__TEXT,__text) external _glRasterPos3d
00000001dba9e000 (__TEXT,__text) external _glRasterPos3dv
00000001dba9e018 (__TEXT,__text) external _glRasterPos3f
00000001dba9e02c (__TEXT,__text) external _glRasterPos3fv
00000001dba9e044 (__TEXT,__text) external _glRasterPos3i
00000001dba9e064 (__TEXT,__text) external _glRasterPos3iv
00000001dba9e07c (__TEXT,__text) external _glRasterPos3s
00000001dba9e09c (__TEXT,__text) external _glRasterPos3sv
00000001dba9e0b4 (__TEXT,__text) external _glRasterPos4d
00000001dba9e0c8 (__TEXT,__text) external _glRasterPos4dv
00000001dba9e0e0 (__TEXT,__text) external _glRasterPos4f
00000001dba9e0f4 (__TEXT,__text) external _glRasterPos4fv
00000001dba9e10c (__TEXT,__text) external _glRasterPos4i
00000001dba9e130 (__TEXT,__text) external _glRasterPos4iv
00000001dba9e148 (__TEXT,__text) external _glRasterPos4s
00000001dba9e16c (__TEXT,__text) external _glRasterPos4sv
00000001dba9e184 (__TEXT,__text) external _glReadBuffer
00000001dba9e19c (__TEXT,__text) external _glReadPixels
00000001dba9e1cc (__TEXT,__text) external _glRectd
00000001dba9e1e0 (__TEXT,__text) external _glRectdv
00000001dba9e1fc (__TEXT,__text) external _glRectf
00000001dba9e210 (__TEXT,__text) external _glRectfv
00000001dba9e22c (__TEXT,__text) external _glRecti
00000001dba9e250 (__TEXT,__text) external _glRectiv
00000001dba9e26c (__TEXT,__text) external _glRects
00000001dba9e290 (__TEXT,__text) external _glRectsv
00000001dbaa23a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001dba9e2ac (__TEXT,__text) external _glRenderMode
00000001dbaa0c2c (__TEXT,__text) external _glRenderbufferStorage
00000001dbaa4e08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001dbaa0e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001dbaa5008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001dba9f274 (__TEXT,__text) external _glResetHistogram
00000001dba9f28c (__TEXT,__text) external _glResetMinmax
00000001dbaa2258 (__TEXT,__text) external _glResumeTransformFeedback
