00007ffb083b65c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb083b39af (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffb083b39d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb083b288e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb083b2850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb083b2429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb083b3a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb083b0a04 (__TEXT,__text) external _glGetProgramiv
00007ffb083b3a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb083b25ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb083b1ef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb083b5df0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb083afebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb083b4487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb083b1f13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb083b5e12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb083afede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb083b44a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb083afe9a (__TEXT,__text) external _glGetQueryiv
00007ffb083b4465 (__TEXT,__text) external _glGetQueryivARB
00007ffb083b0dce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb083b53de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb083b1e8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb083b1eb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb083b1e6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb083b1e4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb083af0bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb083b0a4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb083b26b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb083b0b34 (__TEXT,__text) external _glGetShaderSource
00007ffb083b4b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb083b09e2 (__TEXT,__text) external _glGetShaderiv
00007ffb083ad240 (__TEXT,__text) external _glGetString
00007ffb083b1828 (__TEXT,__text) external _glGetStringi
00007ffb083b2334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb083b2312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb083b1b91 (__TEXT,__text) external _glGetSynciv
00007ffb083ad25c (__TEXT,__text) external _glGetTexEnvfv
00007ffb083ad27e (__TEXT,__text) external _glGetTexEnviv
00007ffb083ad2a0 (__TEXT,__text) external _glGetTexGendv
00007ffb083ad2c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb083ad2e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb083ad306 (__TEXT,__text) external _glGetTexImage
00007ffb083ad32d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb083ad351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb083b175d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb083b5d0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb083b177f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb083b5d31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb083b5ffe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb083ad375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb083ad397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb083b122e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb083b574a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb083b18e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb083b57df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb083b186e (__TEXT,__text) external _glGetUniformIndices
00007ffb083b0a95 (__TEXT,__text) external _glGetUniformLocation
00007ffb083b4a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb083b57fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb083b2407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb083b22f0 (__TEXT,__text) external _glGetUniformdv
00007ffb083b0aea (__TEXT,__text) external _glGetUniformfv
00007ffb083b4ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb083b0b0f (__TEXT,__text) external _glGetUniformiv
00007ffb083b4af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb083b15a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb083b5c20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb083b12d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb083b5aca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb083b12fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb083b5aec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb083b30f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb083b05b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb083b3801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb083b054d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb083b379b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb083b056f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb083b37bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb083b0591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb083b37df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb083ad3b9 (__TEXT,__text) external _glHint
00007ffb083af206 (__TEXT,__text) external _glHistogram
00007ffb083ad3d7 (__TEXT,__text) external _glIndexMask
00007ffb083ad3f3 (__TEXT,__text) external _glIndexPointer
00007ffb083ad415 (__TEXT,__text) external _glIndexd
00007ffb083ad42f (__TEXT,__text) external _glIndexdv
00007ffb083ad44c (__TEXT,__text) external _glIndexf
00007ffb083ad466 (__TEXT,__text) external _glIndexfv
00007ffb083ad483 (__TEXT,__text) external _glIndexi
00007ffb083ad49f (__TEXT,__text) external _glIndexiv
00007ffb083ad4bc (__TEXT,__text) external _glIndexs
00007ffb083ad4d8 (__TEXT,__text) external _glIndexsv
00007ffb083ad4f5 (__TEXT,__text) external _glIndexub
00007ffb083ad511 (__TEXT,__text) external _glIndexubv
00007ffb083ad52e (__TEXT,__text) external _glInitNames
00007ffb083b5e7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb083ad545 (__TEXT,__text) external _glInterleavedArrays
00007ffb083aff5c (__TEXT,__text) external _glIsBuffer
00007ffb083b4527 (__TEXT,__text) external _glIsBufferARB
00007ffb083ad567 (__TEXT,__text) external _glIsEnabled
00007ffb083b5db6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb083b1170 (__TEXT,__text) external _glIsEnabledi
00007ffb083b607a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb083b0df0 (__TEXT,__text) external _glIsFramebuffer
00007ffb083b5400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb083ad583 (__TEXT,__text) external _glIsList
00007ffb083b4d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb083b09c6 (__TEXT,__text) external _glIsProgram
00007ffb083b32b9 (__TEXT,__text) external _glIsProgramARB
00007ffb083b2834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb083afe44 (__TEXT,__text) external _glIsQuery
00007ffb083b440f (__TEXT,__text) external _glIsQueryARB
00007ffb083b0d32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb083b5342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb083b1d4a (__TEXT,__text) external _glIsSampler
00007ffb083b09aa (__TEXT,__text) external _glIsShader
00007ffb083b1af2 (__TEXT,__text) external _glIsSync
00007ffb083ad59f (__TEXT,__text) external _glIsTexture
00007ffb083b24e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb083b10ad (__TEXT,__text) external _glIsVertexArray
00007ffb083b61c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb083b5f10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb083b5e34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb083b63c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb083ad5bb (__TEXT,__text) external _glLightModelf
00007ffb083ad5d7 (__TEXT,__text) external _glLightModelfv
00007ffb083ad5f6 (__TEXT,__text) external _glLightModeli
00007ffb083ad614 (__TEXT,__text) external _glLightModeliv
00007ffb083ad633 (__TEXT,__text) external _glLightf
00007ffb083ad651 (__TEXT,__text) external _glLightfv
00007ffb083ad673 (__TEXT,__text) external _glLighti
00007ffb083ad694 (__TEXT,__text) external _glLightiv
00007ffb083ad6b6 (__TEXT,__text) external _glLineStipple
00007ffb083ad6d4 (__TEXT,__text) external _glLineWidth
00007ffb083b06b8 (__TEXT,__text) external _glLinkProgram
00007ffb083b4722 (__TEXT,__text) external _glLinkProgramARB
00007ffb083ad6ee (__TEXT,__text) external _glListBase
00007ffb083ad70a (__TEXT,__text) external _glLoadIdentity
00007ffb083ad721 (__TEXT,__text) external _glLoadMatrixd
00007ffb083ad73e (__TEXT,__text) external _glLoadMatrixf
00007ffb083ad75b (__TEXT,__text) external _glLoadName
00007ffb083af69f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb083b3faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb083af6bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb083b3fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb083b4e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb083ad777 (__TEXT,__text) external _glLogicOp
00007ffb083ad793 (__TEXT,__text) external _glMap1d
00007ffb083ad7b7 (__TEXT,__text) external _glMap1f
00007ffb083ad7db (__TEXT,__text) external _glMap2d
00007ffb083ad80f (__TEXT,__text) external _glMap2f
00007ffb083affea (__TEXT,__text) external _glMapBuffer
00007ffb083b45b5 (__TEXT,__text) external _glMapBufferARB
00007ffb083b100a (__TEXT,__text) external _glMapBufferRange
00007ffb083ad843 (__TEXT,__text) external _glMapGrid1d
00007ffb083ad85f (__TEXT,__text) external _glMapGrid1f
00007ffb083ad87b (__TEXT,__text) external _glMapGrid2d
00007ffb083ad899 (__TEXT,__text) external _glMapGrid2f
00007ffb083b5f2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb083b5f55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb083b5f7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb083b5fac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb083ad8b7 (__TEXT,__text) external _glMaterialf
00007ffb083ad8d5 (__TEXT,__text) external _glMaterialfv
00007ffb083ad8f7 (__TEXT,__text) external _glMateriali
00007ffb083ad918 (__TEXT,__text) external _glMaterialiv
00007ffb083ad93a (__TEXT,__text) external _glMatrixMode
00007ffb083b25d2 (__TEXT,__text) external _glMinSampleShading
00007ffb083b4c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb083af22a (__TEXT,__text) external _glMinmax
00007ffb083ad956 (__TEXT,__text) external _glMultMatrixd
00007ffb083ad973 (__TEXT,__text) external _glMultMatrixf
00007ffb083af6d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb083b3fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb083af6f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb083b4006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb083afbea (__TEXT,__text) external _glMultiDrawArrays
00007ffb083b52a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb083b6243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb083afc10 (__TEXT,__text) external _glMultiDrawElements
00007ffb083b1a83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb083b52c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb083b63e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb083b6411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb083b6269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb083af2bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb083b3bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb083af2d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb083b3be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb083af2f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb083b3c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb083af312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb083b3c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb083af331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb083b3c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb083af34f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb083b3c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb083af36e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb083b3c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb083af38c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb083b3c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb083af3ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb083b3cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb083af3c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb083b3cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb083af3e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb083b3cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb083af402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb083b3d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb083af421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb083b3d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb083af442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb083b3d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb083af461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb083b3d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb083af482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb083b3d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb083af4a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb083b3db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb083af4bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb083b3dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb083af4dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb083b3dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb083af4f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb083b3e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb083af517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb083b3e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb083af53b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb083b3e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb083af55a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb083b3e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb083af57e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb083b3e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb083af59d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb083b3ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb083af5b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb083b3ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb083af5d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb083b3ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb083af5f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb083b3f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb083af613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb083b3f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb083af63a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb083b3f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb083af659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb083b3f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb083af680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb083b3f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb083b4cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb083ad990 (__TEXT,__text) external _glNewList
00007ffb083ad9ae (__TEXT,__text) external _glNormal3b
00007ffb083ad9cf (__TEXT,__text) external _glNormal3bv
00007ffb083ad9ec (__TEXT,__text) external _glNormal3d
00007ffb083ada06 (__TEXT,__text) external _glNormal3dv
00007ffb083ada23 (__TEXT,__text) external _glNormal3f
00007ffb083ada3d (__TEXT,__text) external _glNormal3fv
00007ffb083ada5a (__TEXT,__text) external _glNormal3i
00007ffb083ada7b (__TEXT,__text) external _glNormal3iv
00007ffb083ada98 (__TEXT,__text) external _glNormal3s
00007ffb083adab9 (__TEXT,__text) external _glNormal3sv
00007ffb083adad6 (__TEXT,__text) external _glNormalPointer
00007ffb083b6326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb083b6347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb083adaf8 (__TEXT,__text) external _glOrtho
00007ffb083b64a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb083b64b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb083b649f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb083b64ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb083adb12 (__TEXT,__text) external _glPassThrough
00007ffb083b246b (__TEXT,__text) external _glPatchParameterfv
00007ffb083b244d (__TEXT,__text) external _glPatchParameteri
00007ffb083b2502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb083adb2c (__TEXT,__text) external _glPixelMapfv
00007ffb083adb4e (__TEXT,__text) external _glPixelMapuiv
00007ffb083adb70 (__TEXT,__text) external _glPixelMapusv
00007ffb083adb92 (__TEXT,__text) external _glPixelStoref
00007ffb083adbae (__TEXT,__text) external _glPixelStorei
00007ffb083adbcc (__TEXT,__text) external _glPixelTransferf
00007ffb083adbe8 (__TEXT,__text) external _glPixelTransferi
00007ffb083adc06 (__TEXT,__text) external _glPixelZoom
00007ffb083afb4e (__TEXT,__text) external _glPointParameterf
00007ffb083b41c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb083afb6a (__TEXT,__text) external _glPointParameterfv
00007ffb083b41e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb083afb89 (__TEXT,__text) external _glPointParameteri
00007ffb083b64ec (__TEXT,__text) external _glPointParameteriNV
00007ffb083afba7 (__TEXT,__text) external _glPointParameteriv
00007ffb083b650a (__TEXT,__text) external _glPointParameterivNV
00007ffb083adc20 (__TEXT,__text) external _glPointSize
00007ffb083b638c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb083adc3a (__TEXT,__text) external _glPolygonMode
00007ffb083adc58 (__TEXT,__text) external _glPolygonOffset
00007ffb083adc72 (__TEXT,__text) external _glPolygonStipple
00007ffb083adc8f (__TEXT,__text) external _glPopAttrib
00007ffb083adca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb083b5ebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb083adcbd (__TEXT,__text) external _glPopMatrix
00007ffb083adcd4 (__TEXT,__text) external _glPopName
00007ffb083b19d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb083adceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb083b2733 (__TEXT,__text) external _glProgramBinary
00007ffb083b3823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb083b3841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb083b3863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb083b3881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb083b3923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb083b38a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb083b38c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb083b38e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb083b3901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb083b3947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb083b2758 (__TEXT,__text) external _glProgramParameteri
00007ffb083b55f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb083b39f3 (__TEXT,__text) external _glProgramStringARB
00007ffb083b2d7a (__TEXT,__text) external _glProgramUniform1d
00007ffb083b2df2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb083b2953 (__TEXT,__text) external _glProgramUniform1f
00007ffb083b2a5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb083b28b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb083b29cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb083b2b60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb083b2c00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb083b2d98 (__TEXT,__text) external _glProgramUniform2d
00007ffb083b2e16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb083b2971 (__TEXT,__text) external _glProgramUniform2f
00007ffb083b2a7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb083b28d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb083b29ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb083b2b81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb083b2c24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb083b2db6 (__TEXT,__text) external _glProgramUniform3d
00007ffb083b2e3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb083b298f (__TEXT,__text) external _glProgramUniform3f
00007ffb083b2aa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb083b28f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb083b2a13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb083b2ba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb083b2c48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb083b2dd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb083b2e5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb083b29ad (__TEXT,__text) external _glProgramUniform4f
00007ffb083b2ac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb083b291f (__TEXT,__text) external _glProgramUniform4i
00007ffb083b2a37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb083b2bcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb083b2c6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb083b2e82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb083b2aeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb083b2ef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb083b2c90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb083b2f45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb083b2cde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb083b2ea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb083b2b12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb083b2f1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb083b2cb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb083b2f93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb083b2d2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb083b2ed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb083b2b39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb083b2f6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb083b2d05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb083b2fba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb083b2d53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb083b1ab8 (__TEXT,__text) external _glProvokingVertex
00007ffb083b5dd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb083add0e (__TEXT,__text) external _glPushAttrib
00007ffb083add2a (__TEXT,__text) external _glPushClientAttrib
00007ffb083b5e9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb083add46 (__TEXT,__text) external _glPushMatrix
00007ffb083add5d (__TEXT,__text) external _glPushName
00007ffb083b1ed3 (__TEXT,__text) external _glQueryCounter
00007ffb083add79 (__TEXT,__text) external _glRasterPos2d
00007ffb083add93 (__TEXT,__text) external _glRasterPos2dv
00007ffb083addb0 (__TEXT,__text) external _glRasterPos2f
00007ffb083addca (__TEXT,__text) external _glRasterPos2fv
00007ffb083adde7 (__TEXT,__text) external _glRasterPos2i
00007ffb083ade05 (__TEXT,__text) external _glRasterPos2iv
00007ffb083ade22 (__TEXT,__text) external _glRasterPos2s
00007ffb083ade40 (__TEXT,__text) external _glRasterPos2sv
00007ffb083ade5d (__TEXT,__text) external _glRasterPos3d
00007ffb083ade77 (__TEXT,__text) external _glRasterPos3dv
00007ffb083ade94 (__TEXT,__text) external _glRasterPos3f
00007ffb083adeae (__TEXT,__text) external _glRasterPos3fv
00007ffb083adecb (__TEXT,__text) external _glRasterPos3i
00007ffb083adeec (__TEXT,__text) external _glRasterPos3iv
00007ffb083adf09 (__TEXT,__text) external _glRasterPos3s
00007ffb083adf2a (__TEXT,__text) external _glRasterPos3sv
00007ffb083adf47 (__TEXT,__text) external _glRasterPos4d
00007ffb083adf61 (__TEXT,__text) external _glRasterPos4dv
00007ffb083adf7e (__TEXT,__text) external _glRasterPos4f
00007ffb083adf98 (__TEXT,__text) external _glRasterPos4fv
00007ffb083adfb5 (__TEXT,__text) external _glRasterPos4i
00007ffb083adfd9 (__TEXT,__text) external _glRasterPos4iv
00007ffb083adff6 (__TEXT,__text) external _glRasterPos4s
00007ffb083ae01a (__TEXT,__text) external _glRasterPos4sv
00007ffb083ae037 (__TEXT,__text) external _glReadBuffer
00007ffb083ae053 (__TEXT,__text) external _glReadPixels
00007ffb083ae083 (__TEXT,__text) external _glRectd
00007ffb083ae09d (__TEXT,__text) external _glRectdv
00007ffb083ae0bd (__TEXT,__text) external _glRectf
00007ffb083ae0d7 (__TEXT,__text) external _glRectfv
00007ffb083ae0f7 (__TEXT,__text) external _glRecti
00007ffb083ae11b (__TEXT,__text) external _glRectiv
00007ffb083ae13b (__TEXT,__text) external _glRects
00007ffb083ae15f (__TEXT,__text) external _glRectsv
00007ffb083b2673 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffb083ae17f (__TEXT,__text) external _glRenderMode
00007ffb083b0daa (__TEXT,__text) external _glRenderbufferStorage
00007ffb083b53ba (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffb083b0fbc (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffb083b55cc (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffb083af24b (__TEXT,__text) external _glResetHistogram
