00007ffb0b2555c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0b255368 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffb0b253a12 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffb0b24c1a7 (__TEXT,__text) external _glGetPixelMapfv
00007ffb0b24c1c6 (__TEXT,__text) external _glGetPixelMapuiv
00007ffb0b24c1e5 (__TEXT,__text) external _glGetPixelMapusv
00007ffb0b24c204 (__TEXT,__text) external _glGetPointerv
00007ffb0b24c223 (__TEXT,__text) external _glGetPolygonStipple
00007ffb0b25170b (__TEXT,__text) external _glGetProgramBinary
00007ffb0b25296b (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffb0b25298d (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffb0b24fa70 (__TEXT,__text) external _glGetProgramInfoLog
00007ffb0b2529af (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffb0b2529d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb0b25188e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb0b251850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb0b251429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb0b252a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb0b24fa04 (__TEXT,__text) external _glGetProgramiv
00007ffb0b252a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb0b2515ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb0b250ef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb0b254df0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb0b24eebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb0b253487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb0b250f13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb0b254e12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb0b24eede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb0b2534a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb0b24ee9a (__TEXT,__text) external _glGetQueryiv
00007ffb0b253465 (__TEXT,__text) external _glGetQueryivARB
00007ffb0b24fdce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb0b2543de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb0b250e8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb0b250eb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb0b250e6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb0b250e4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb0b24e0bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb0b24fa4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb0b2516b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb0b24fb34 (__TEXT,__text) external _glGetShaderSource
00007ffb0b253b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb0b24f9e2 (__TEXT,__text) external _glGetShaderiv
00007ffb0b24c240 (__TEXT,__text) external _glGetString
00007ffb0b250828 (__TEXT,__text) external _glGetStringi
00007ffb0b251334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb0b251312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb0b250b91 (__TEXT,__text) external _glGetSynciv
00007ffb0b24c25c (__TEXT,__text) external _glGetTexEnvfv
00007ffb0b24c27e (__TEXT,__text) external _glGetTexEnviv
00007ffb0b24c2a0 (__TEXT,__text) external _glGetTexGendv
00007ffb0b24c2c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb0b24c2e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb0b24c306 (__TEXT,__text) external _glGetTexImage
00007ffb0b24c32d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb0b24c351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb0b25075d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb0b254d0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb0b25077f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb0b254d31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb0b254ffe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb0b24c375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb0b24c397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb0b25022e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb0b25474a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb0b2508e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb0b2547df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb0b25086e (__TEXT,__text) external _glGetUniformIndices
00007ffb0b24fa95 (__TEXT,__text) external _glGetUniformLocation
00007ffb0b253a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb0b2547fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb0b251407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb0b2512f0 (__TEXT,__text) external _glGetUniformdv
00007ffb0b24faea (__TEXT,__text) external _glGetUniformfv
00007ffb0b253ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb0b24fb0f (__TEXT,__text) external _glGetUniformiv
00007ffb0b253af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb0b2505a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb0b254c20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb0b2502d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb0b254aca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb0b2502fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb0b254aec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb0b2520f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb0b24f5b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb0b252801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb0b24f54d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb0b25279b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb0b24f56f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb0b2527bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb0b24f591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb0b2527df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb0b24c3b9 (__TEXT,__text) external _glHint
00007ffb0b24e206 (__TEXT,__text) external _glHistogram
00007ffb0b24c3d7 (__TEXT,__text) external _glIndexMask
00007ffb0b24c3f3 (__TEXT,__text) external _glIndexPointer
00007ffb0b24c415 (__TEXT,__text) external _glIndexd
00007ffb0b24c42f (__TEXT,__text) external _glIndexdv
00007ffb0b24c44c (__TEXT,__text) external _glIndexf
00007ffb0b24c466 (__TEXT,__text) external _glIndexfv
00007ffb0b24c483 (__TEXT,__text) external _glIndexi
00007ffb0b24c49f (__TEXT,__text) external _glIndexiv
00007ffb0b24c4bc (__TEXT,__text) external _glIndexs
00007ffb0b24c4d8 (__TEXT,__text) external _glIndexsv
00007ffb0b24c4f5 (__TEXT,__text) external _glIndexub
00007ffb0b24c511 (__TEXT,__text) external _glIndexubv
00007ffb0b24c52e (__TEXT,__text) external _glInitNames
00007ffb0b254e7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb0b24c545 (__TEXT,__text) external _glInterleavedArrays
00007ffb0b24ef5c (__TEXT,__text) external _glIsBuffer
00007ffb0b253527 (__TEXT,__text) external _glIsBufferARB
00007ffb0b24c567 (__TEXT,__text) external _glIsEnabled
00007ffb0b254db6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb0b250170 (__TEXT,__text) external _glIsEnabledi
00007ffb0b25507a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb0b24fdf0 (__TEXT,__text) external _glIsFramebuffer
00007ffb0b254400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb0b24c583 (__TEXT,__text) external _glIsList
00007ffb0b253d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb0b24f9c6 (__TEXT,__text) external _glIsProgram
00007ffb0b2522b9 (__TEXT,__text) external _glIsProgramARB
00007ffb0b251834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb0b24ee44 (__TEXT,__text) external _glIsQuery
00007ffb0b25340f (__TEXT,__text) external _glIsQueryARB
00007ffb0b24fd32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb0b254342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb0b250d4a (__TEXT,__text) external _glIsSampler
00007ffb0b24f9aa (__TEXT,__text) external _glIsShader
00007ffb0b250af2 (__TEXT,__text) external _glIsSync
00007ffb0b24c59f (__TEXT,__text) external _glIsTexture
00007ffb0b2514e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb0b2500ad (__TEXT,__text) external _glIsVertexArray
00007ffb0b2551c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb0b254f10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb0b254e34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb0b2553c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb0b24c5bb (__TEXT,__text) external _glLightModelf
00007ffb0b24c5d7 (__TEXT,__text) external _glLightModelfv
00007ffb0b24c5f6 (__TEXT,__text) external _glLightModeli
00007ffb0b24c614 (__TEXT,__text) external _glLightModeliv
00007ffb0b24c633 (__TEXT,__text) external _glLightf
00007ffb0b24c651 (__TEXT,__text) external _glLightfv
00007ffb0b24c673 (__TEXT,__text) external _glLighti
00007ffb0b24c694 (__TEXT,__text) external _glLightiv
00007ffb0b24c6b6 (__TEXT,__text) external _glLineStipple
00007ffb0b24c6d4 (__TEXT,__text) external _glLineWidth
00007ffb0b24f6b8 (__TEXT,__text) external _glLinkProgram
00007ffb0b253722 (__TEXT,__text) external _glLinkProgramARB
00007ffb0b24c6ee (__TEXT,__text) external _glListBase
00007ffb0b24c70a (__TEXT,__text) external _glLoadIdentity
00007ffb0b24c721 (__TEXT,__text) external _glLoadMatrixd
00007ffb0b24c73e (__TEXT,__text) external _glLoadMatrixf
00007ffb0b24c75b (__TEXT,__text) external _glLoadName
00007ffb0b24e69f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb0b252faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb0b24e6bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb0b252fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb0b253e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb0b24c777 (__TEXT,__text) external _glLogicOp
00007ffb0b24c793 (__TEXT,__text) external _glMap1d
00007ffb0b24c7b7 (__TEXT,__text) external _glMap1f
00007ffb0b24c7db (__TEXT,__text) external _glMap2d
00007ffb0b24c80f (__TEXT,__text) external _glMap2f
00007ffb0b24efea (__TEXT,__text) external _glMapBuffer
00007ffb0b2535b5 (__TEXT,__text) external _glMapBufferARB
00007ffb0b25000a (__TEXT,__text) external _glMapBufferRange
00007ffb0b24c843 (__TEXT,__text) external _glMapGrid1d
00007ffb0b24c85f (__TEXT,__text) external _glMapGrid1f
00007ffb0b24c87b (__TEXT,__text) external _glMapGrid2d
00007ffb0b24c899 (__TEXT,__text) external _glMapGrid2f
00007ffb0b254f2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb0b254f55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb0b254f7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb0b254fac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb0b24c8b7 (__TEXT,__text) external _glMaterialf
00007ffb0b24c8d5 (__TEXT,__text) external _glMaterialfv
00007ffb0b24c8f7 (__TEXT,__text) external _glMateriali
00007ffb0b24c918 (__TEXT,__text) external _glMaterialiv
00007ffb0b24c93a (__TEXT,__text) external _glMatrixMode
00007ffb0b2515d2 (__TEXT,__text) external _glMinSampleShading
00007ffb0b253c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb0b24e22a (__TEXT,__text) external _glMinmax
00007ffb0b24c956 (__TEXT,__text) external _glMultMatrixd
00007ffb0b24c973 (__TEXT,__text) external _glMultMatrixf
00007ffb0b24e6d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb0b252fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb0b24e6f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb0b253006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb0b24ebea (__TEXT,__text) external _glMultiDrawArrays
00007ffb0b2542a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb0b255243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb0b24ec10 (__TEXT,__text) external _glMultiDrawElements
00007ffb0b250a83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb0b2542c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb0b2553e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb0b255411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb0b255269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb0b24e2bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb0b252bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb0b24e2d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb0b252be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb0b24e2f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb0b252c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb0b24e312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb0b252c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb0b24e331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb0b252c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb0b24e34f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb0b252c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb0b24e36e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb0b252c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb0b24e38c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb0b252c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb0b24e3ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb0b252cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb0b24e3c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb0b252cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb0b24e3e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb0b252cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb0b24e402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb0b252d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb0b24e421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb0b252d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb0b24e442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb0b252d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb0b24e461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb0b252d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb0b24e482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb0b252d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb0b24e4a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb0b252db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb0b24e4bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb0b252dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb0b24e4dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb0b252dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb0b24e4f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb0b252e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb0b24e517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb0b252e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb0b24e53b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb0b252e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb0b24e55a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb0b252e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb0b24e57e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb0b252e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb0b24e59d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb0b252ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb0b24e5b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb0b252ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb0b24e5d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb0b252ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb0b24e5f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb0b252f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb0b24e613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb0b252f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb0b24e63a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb0b252f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb0b24e659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb0b252f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb0b24e680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb0b252f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb0b253cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb0b24c990 (__TEXT,__text) external _glNewList
00007ffb0b24c9ae (__TEXT,__text) external _glNormal3b
00007ffb0b24c9cf (__TEXT,__text) external _glNormal3bv
00007ffb0b24c9ec (__TEXT,__text) external _glNormal3d
00007ffb0b24ca06 (__TEXT,__text) external _glNormal3dv
00007ffb0b24ca23 (__TEXT,__text) external _glNormal3f
00007ffb0b24ca3d (__TEXT,__text) external _glNormal3fv
00007ffb0b24ca5a (__TEXT,__text) external _glNormal3i
00007ffb0b24ca7b (__TEXT,__text) external _glNormal3iv
00007ffb0b24ca98 (__TEXT,__text) external _glNormal3s
00007ffb0b24cab9 (__TEXT,__text) external _glNormal3sv
00007ffb0b24cad6 (__TEXT,__text) external _glNormalPointer
00007ffb0b255326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb0b255347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb0b24caf8 (__TEXT,__text) external _glOrtho
00007ffb0b2554a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb0b2554b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb0b25549f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb0b2554ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb0b24cb12 (__TEXT,__text) external _glPassThrough
00007ffb0b25146b (__TEXT,__text) external _glPatchParameterfv
00007ffb0b25144d (__TEXT,__text) external _glPatchParameteri
00007ffb0b251502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb0b24cb2c (__TEXT,__text) external _glPixelMapfv
00007ffb0b24cb4e (__TEXT,__text) external _glPixelMapuiv
00007ffb0b24cb70 (__TEXT,__text) external _glPixelMapusv
00007ffb0b24cb92 (__TEXT,__text) external _glPixelStoref
00007ffb0b24cbae (__TEXT,__text) external _glPixelStorei
00007ffb0b24cbcc (__TEXT,__text) external _glPixelTransferf
00007ffb0b24cbe8 (__TEXT,__text) external _glPixelTransferi
00007ffb0b24cc06 (__TEXT,__text) external _glPixelZoom
00007ffb0b24eb4e (__TEXT,__text) external _glPointParameterf
00007ffb0b2531c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb0b24eb6a (__TEXT,__text) external _glPointParameterfv
00007ffb0b2531e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb0b24eb89 (__TEXT,__text) external _glPointParameteri
00007ffb0b2554ec (__TEXT,__text) external _glPointParameteriNV
00007ffb0b24eba7 (__TEXT,__text) external _glPointParameteriv
00007ffb0b25550a (__TEXT,__text) external _glPointParameterivNV
00007ffb0b24cc20 (__TEXT,__text) external _glPointSize
00007ffb0b25538c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb0b24cc3a (__TEXT,__text) external _glPolygonMode
00007ffb0b24cc58 (__TEXT,__text) external _glPolygonOffset
00007ffb0b24cc72 (__TEXT,__text) external _glPolygonStipple
00007ffb0b24cc8f (__TEXT,__text) external _glPopAttrib
00007ffb0b24cca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb0b254ebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb0b24ccbd (__TEXT,__text) external _glPopMatrix
00007ffb0b24ccd4 (__TEXT,__text) external _glPopName
00007ffb0b2509d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb0b24cceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb0b251733 (__TEXT,__text) external _glProgramBinary
00007ffb0b252823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb0b252841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb0b252863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb0b252881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb0b252923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb0b2528a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb0b2528c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb0b2528e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb0b252901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb0b252947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb0b251758 (__TEXT,__text) external _glProgramParameteri
00007ffb0b2545f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb0b2529f3 (__TEXT,__text) external _glProgramStringARB
00007ffb0b251d7a (__TEXT,__text) external _glProgramUniform1d
00007ffb0b251df2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb0b251953 (__TEXT,__text) external _glProgramUniform1f
00007ffb0b251a5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb0b2518b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb0b2519cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb0b251b60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb0b251c00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb0b251d98 (__TEXT,__text) external _glProgramUniform2d
00007ffb0b251e16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb0b251971 (__TEXT,__text) external _glProgramUniform2f
00007ffb0b251a7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb0b2518d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb0b2519ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb0b251b81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb0b251c24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb0b251db6 (__TEXT,__text) external _glProgramUniform3d
00007ffb0b251e3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb0b25198f (__TEXT,__text) external _glProgramUniform3f
00007ffb0b251aa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb0b2518f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb0b251a13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb0b251ba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb0b251c48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb0b251dd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb0b251e5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb0b2519ad (__TEXT,__text) external _glProgramUniform4f
00007ffb0b251ac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb0b25191f (__TEXT,__text) external _glProgramUniform4i
00007ffb0b251a37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb0b251bcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb0b251c6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb0b251e82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb0b251aeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb0b251ef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb0b251c90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb0b251f45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb0b251cde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb0b251ea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb0b251b12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb0b251f1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb0b251cb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb0b251f93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb0b251d2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb0b251ed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb0b251b39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb0b251f6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb0b251d05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb0b251fba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb0b251d53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb0b250ab8 (__TEXT,__text) external _glProvokingVertex
00007ffb0b254dd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb0b24cd0e (__TEXT,__text) external _glPushAttrib
00007ffb0b24cd2a (__TEXT,__text) external _glPushClientAttrib
00007ffb0b254e9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb0b24cd46 (__TEXT,__text) external _glPushMatrix
00007ffb0b24cd5d (__TEXT,__text) external _glPushName
00007ffb0b250ed3 (__TEXT,__text) external _glQueryCounter
00007ffb0b24cd79 (__TEXT,__text) external _glRasterPos2d
00007ffb0b24cd93 (__TEXT,__text) external _glRasterPos2dv
00007ffb0b24cdb0 (__TEXT,__text) external _glRasterPos2f
00007ffb0b24cdca (__TEXT,__text) external _glRasterPos2fv
00007ffb0b24cde7 (__TEXT,__text) external _glRasterPos2i
00007ffb0b24ce05 (__TEXT,__text) external _glRasterPos2iv
00007ffb0b24ce22 (__TEXT,__text) external _glRasterPos2s
00007ffb0b24ce40 (__TEXT,__text) external _glRasterPos2sv
00007ffb0b24ce5d (__TEXT,__text) external _glRasterPos3d
00007ffb0b24ce77 (__TEXT,__text) external _glRasterPos3dv
00007ffb0b24ce94 (__TEXT,__text) external _glRasterPos3f
00007ffb0b24ceae (__TEXT,__text) external _glRasterPos3fv
00007ffb0b24cecb (__TEXT,__text) external _glRasterPos3i
00007ffb0b24ceec (__TEXT,__text) external _glRasterPos3iv
00007ffb0b24cf09 (__TEXT,__text) external _glRasterPos3s
00007ffb0b24cf2a (__TEXT,__text) external _glRasterPos3sv
00007ffb0b24cf47 (__TEXT,__text) external _glRasterPos4d
