000000019fc64600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc63740 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
000000019fc63738 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
000000019fc633b4 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
000000019fc63448 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
000000019fc63730 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
000000019fc5213c (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
000000019fc52120 (__TEXT,__text) non-external -[StagedBundleData access:]
000000019fc52134 (__TEXT,__text) non-external -[StagedBundleData bundle]
000000019fc51bd0 (__TEXT,__text) non-external -[StagedBundleData handleReload]
000000019fc51934 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
000000019fc5212c (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
000000019fc69ea8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
000000019fc69f48 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
000000019fc69ee0 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
000000019fc69f14 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
000000019fc69ec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
000000019fc69f58 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
000000019fc643e0 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
000000019fc64254 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00000001d6f9b0c0 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
000000019fc5f218 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00000001d2b992c8 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
00000001d943ee30 (__AUTH,__objc_data) external _OBJC_CLASS_$_AKELData
00000001d943f3a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_AMFI
00000001d943ef98 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapper
00000001d943f448 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00000001d943f3d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00000001d943ef20 (__AUTH,__objc_data) external _OBJC_CLASS_$_BundleData
00000001d943f010 (__AUTH,__objc_data) external _OBJC_CLASS_$_GKScanResult
00000001d943f1f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00000001d943eef8 (__AUTH,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00000001d943f2e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00000001d943f470 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00000001d943f0b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00000001d943f150 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00000001d943efc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00000001d943ee80 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00000001d943f290 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00000001d943f100 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00000001d943f1a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00000001d943ed40 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00000001d943ed68 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00000001d943f060 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPLog
00000001d943f240 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPMigration
00000001d943f330 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00000001d943ede0 (__AUTH,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00000001d6f9a7e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00000001d6f9a7e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00000001d6f9a7ec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00000001d6f9a95c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00000001d6f9a958 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00000001d6f9a960 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00000001d6f9a80c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00000001d6f9a810 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00000001d6f9a814 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00000001d6f9a820 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00000001d6f9a808 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00000001d6f9a818 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00000001d6f9a81c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00000001d6f9a844 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00000001d6f9a848 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00000001d6f9a7fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00000001d6f9a7f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00000001d6f9a7f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00000001d6f9a7f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00000001d6f9a800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00000001d6f9a804 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00000001d6f9a8d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00000001d6f9a908 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00000001d6f9a8f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00000001d6f9a8fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00000001d6f9a914 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00000001d6f9a918 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00000001d6f9a91c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00000001d6f9a8e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00000001d6f9a8e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00000001d6f9a928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00000001d6f9a8d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00000001d6f9a904 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00000001d6f9a940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00000001d6f9a900 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00000001d6f9a934 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00000001d6f9a930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00000001d6f9a93c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00000001d6f9a938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00000001d6f9a8f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00000001d6f9a8e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00000001d6f9a8dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00000001d6f9a8cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00000001d6f9a8f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00000001d6f9a8c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00000001d6f9a948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00000001d6f9a92c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00000001d6f9a924 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00000001d6f9a910 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00000001d6f9a90c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00000001d6f9a920 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00000001d6f9a944 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00000001d6f9a8ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00000001d6f9a8d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00000001d6f9a8c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00000001d6f9a968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00000001d6f9a964 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00000001d6f9a85c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00000001d6f9a864 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00000001d6f9a84c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00000001d6f9a868 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00000001d6f9a850 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00000001d6f9a860 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00000001d6f9a854 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00000001d6f9a858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00000001d6f9a888 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00000001d6f9a884 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00000001d6f9a88c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00000001d6f9a890 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00000001d6f9a840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00000001d6f9a830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00000001d6f9a824 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00000001d6f9a83c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00000001d6f9a834 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00000001d6f9a838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00000001d6f9a828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00000001d6f9a82c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00000001d6f9a8bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00000001d6f9a8b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00000001d6f9a8c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00000001d6f9a870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00000001d6f9a86c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00000001d6f9a8a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00000001d6f9a8b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00000001d6f9a8a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00000001d6f9a898 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00000001d6f9a894 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00000001d6f9a89c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00000001d6f9a8b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00000001d6f9a8a4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00000001d6f9a8ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00000001d6f9a87c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00000001d6f9a874 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00000001d6f9a878 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00000001d6f9a880 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00000001d6f9a7a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00000001d6f9a7a4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00000001d6f9a7b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00000001d6f9a7b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00000001d6f9a7c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00000001d6f9a7b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00000001d6f9a7ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00000001d6f9a7a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00000001d6f9a7bc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00000001d6f9a954 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00000001d6f9a950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00000001d6f9a94c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00000001d6f9a7cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00000001d6f9a7d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00000001d6f9a7c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00000001d6f9a7d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00000001d6f9a7e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00000001d6f9a7dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00000001d6f9a7d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00000001d6f9a7c4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00000001d943ee58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AKELData
00000001d943f380 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMFI
00000001d943ef70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00000001d943f420 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00000001d943f3f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00000001d943ef48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_BundleData
00000001d943f038 (__AUTH,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00000001d943f218 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000001d943eed0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00000001d943f308 (__AUTH,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00000001d943f498 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00000001d943f0d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00000001d943f178 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00000001d943efe8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00000001d943eea8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00000001d943f2b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00000001d943f128 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001d943f1c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001d943ed90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001d943edb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001d943f088 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001d943f268 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001d943f358 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001d943ee08 (__AUTH,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
000000019fc56d70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc578bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc58fd8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc5f160 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc5fbe4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc63320 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc63aa8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc64224 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc64c88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc56d8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc58ff8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc5f17c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc5fbfc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc63340 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc63ac0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc64240 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc64ca8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc56e70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
000000019fc56da0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc5901c (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc5f19c (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc63360 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc56dbc (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc5902c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc5f1b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc63380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc56dd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc59048 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc5f1d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc6339c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc56de8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000019fc5905c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000019fc5f1f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000019fc56df4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000019fc5f1fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000019fc56e14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000019fc56e38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000019fc56e58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d2b99330 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
