00007ffb0de19a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0de0cad4 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
00007ffb0de0cb92 (__TEXT,__text) external __ZN12OSDictionary4freeEv
00007ffb0de0cca8 (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
00007ffb0de0cc5e (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
00007ffb0de0cd34 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
00007ffb0de07400 (__TEXT,__text) external __ZN12OSMappedFile14createFromPathEPKcymPPS_
00007ffb0de0772e (__TEXT,__text) external __ZN12OSMappedFile4freeEv
00007ffb0de076da (__TEXT,__text) external __ZN12OSMappedFile4initEv
00007ffb0de0dab4 (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
00007ffb0de0d860 (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
00007ffb0de0da0c (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
00007ffb0de0da44 (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
00007ffb0de0d90a (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
00007ffb0de0d8f2 (__TEXT,__text) external __ZN12OSOrderedSet4initEv
00007ffb0de0d96e (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
00007ffb0de0799a (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
00007ffb0de07872 (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb0de07a7c (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
00007ffb0de07b4c (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb0de2b817 (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
00007ffb0de07c0c (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb0de2b83a (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
00007ffb0de078de (__TEXT,__text) external __ZN13IOCommandPool4freeEv
00007ffb0de07862 (__TEXT,__text) external __ZN13IOCommandPool4initEv
00007ffb0de07940 (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
00007ffb0de19628 (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
00007ffb0de195d0 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00007ffb0de194de (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
00007ffb0de1947c (__TEXT,__text) external __ZN14IOReportLegend4freeEv
00007ffb0de192e6 (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00007ffb0de194d0 (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
00007ffb0de29876 (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
00007ffb0de1c75e (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007ffb0de01b76 (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007ffb0de1c950 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007ffb0de03a90 (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007ffb0de03c40 (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007ffb0de1c8de (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0de01a94 (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007ffb0de0402a (__TEXT,__text) external __ZN15IODispatchQueue16SleepWithTimeoutEPvy
00007ffb0de03d90 (__TEXT,__text) external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy
00007ffb0de2b3bb (__TEXT,__text) non-external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy.cold.1
00007ffb0de040c6 (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
00007ffb0de2b447 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
00007ffb0de2b46a (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
00007ffb0de03baa (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
00007ffb0de03bd4 (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
00007ffb0de2b398 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
00007ffb0de03a52 (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007ffb0de037f2 (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007ffb0de036b8 (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007ffb0de04078 (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
00007ffb0de0370c (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007ffb0de03232 (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007ffb0de2b1ae (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007ffb0de2b1d1 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007ffb0de2b1f4 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007ffb0de2b217 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007ffb0de2b23a (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007ffb0de2b25d (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00007ffb0de2b280 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
00007ffb0de2b2a3 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
00007ffb0de0415e (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
00007ffb0de019ce (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007ffb0de019e0 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007ffb0de1c65a (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb0de1c5f4 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007ffb0de0416a (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
00007ffb0de1c616 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007ffb0de18dca (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
00007ffb0de18a4c (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
00007ffb0de18ab8 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
00007ffb0de18eb4 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
00007ffb0de18efc (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
00007ffb0de18ac2 (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
00007ffb0de2c794 (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
00007ffb0de190ae (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
00007ffb0de1918e (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
00007ffb0de18bf0 (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
00007ffb0de2c7a6 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
00007ffb0de191a2 (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
00007ffb0de191b6 (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
00007ffb0de18360 (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
00007ffb0de183d2 (__TEXT,__text) external __ZN15IOStateReporter8initWithEP9IOServicetiy
00007ffb0de18d32 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
00007ffb0de18dc0 (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
00007ffb0de291b8 (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007ffb0de003e8 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007ffb0de00bb6 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007ffb0de00dcc (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007ffb0de2a73d (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007ffb0de2a760 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007ffb0de00d1a (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007ffb0de2a6fe (__TEXT,__text) non-external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass.cold.1
00007ffb0de0148e (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007ffb0de2a935 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007ffb0de2a958 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007ffb0de2a97b (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007ffb0de2a99e (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007ffb0de2a9c1 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
00007ffb0de2a9e4 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.6
00007ffb0de00f46 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007ffb0de2a81d (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007ffb0de2a840 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007ffb0de2a863 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
00007ffb0de2a886 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.4
00007ffb0de003de (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007ffb0de00418 (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007ffb0de0a350 (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007ffb0de0e1ba (__TEXT,__text) external __ZN15OSSerialization10freeBufferEPKvm
00007ffb0de2c125 (__TEXT,__text) non-external __ZN15OSSerialization10freeBufferEPKvm.cold.1
00007ffb0de0e17a (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007ffb0de2c102 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007ffb0de0e166 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007ffb0de0e170 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007ffb0de0e1de (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007ffb0de1ce1c (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007ffb0de1d134 (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007ffb0de0429c (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007ffb0de1cb12 (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffb0de1d220 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007ffb0de1ccde (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffb0de1d1a8 (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007ffb0de04284 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007ffb0de04274 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007ffb0de1cba8 (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffb0de1ca60 (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007ffb0de1cffa (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007ffb0de1ca6a (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007ffb0de174e2 (__TEXT,__text) external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
00007ffb0de2c4cb (__TEXT,__text) non-external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey.cold.1
00007ffb0de16d44 (__TEXT,__text) external __ZN16IOReporter_IVars12lockReporterEv
00007ffb0de17412 (__TEXT,__text) external __ZN16IOReporter_IVars14copyChannelIDsEv
00007ffb0de16d62 (__TEXT,__text) external __ZN16IOReporter_IVars14unlockReporterEv
00007ffb0de17826 (__TEXT,__text) external __ZN16IOReporter_IVars15getChannelIndexEyPi
00007ffb0de1776e (__TEXT,__text) external __ZN16IOReporter_IVars16getElementValuesEi
00007ffb0de2c4fc (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
00007ffb0de176fe (__TEXT,__text) external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
00007ffb0de2c4e3 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
00007ffb0de177a4 (__TEXT,__text) external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
00007ffb0de2c515 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
00007ffb0de17864 (__TEXT,__text) external __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
00007ffb0de170ea (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapCleanupEi
00007ffb0de2c40b (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
00007ffb0de2c424 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
00007ffb0de2c44b (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
00007ffb0de2c46b (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
00007ffb0de2c492 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
00007ffb0de16dd8 (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapPrepareEi
00007ffb0de2c307 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
00007ffb0de2c320 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
00007ffb0de2c332 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
00007ffb0de173ae (__TEXT,__text) external __ZN16IOReporter_IVars18handleCreateLegendEv
00007ffb0de1725a (__TEXT,__text) external __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
00007ffb0de16d26 (__TEXT,__text) external __ZN16IOReporter_IVars18lockReporterConfigEv
00007ffb0de1779c (__TEXT,__text) external __ZN16IOReporter_IVars19updateChannelValuesEi
00007ffb0de17314 (__TEXT,__text) external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
00007ffb0de2c4b2 (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
00007ffb0de177e8 (__TEXT,__text) external __ZN16IOReporter_IVars20getFirstElementIndexEyPi
00007ffb0de16f64 (__TEXT,__text) external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffb0de2c34b (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffb0de2c364 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffb0de2c37d (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffb0de2c3a4 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
00007ffb0de2c3c4 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
00007ffb0de2c3eb (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
00007ffb0de16d74 (__TEXT,__text) external __ZN16IOReporter_IVars20unlockReporterConfigEv
00007ffb0de1719c (__TEXT,__text) external __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
00007ffb0de16aa0 (__TEXT,__text) external __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
00007ffb0de1699e (__TEXT,__text) external __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
00007ffb0de16bb6 (__TEXT,__text) external __ZN16IOReporter_IVarsD0Ev
00007ffb0de16bac (__TEXT,__text) external __ZN16IOReporter_IVarsD1Ev
00007ffb0de16b0a (__TEXT,__text) external __ZN16IOReporter_IVarsD2Ev
00007ffb0de2c261 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
00007ffb0de2c288 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
00007ffb0de2c2a8 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
00007ffb0de2c2cf (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
00007ffb0de17a7c (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
00007ffb0de178fc (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
00007ffb0de17b0a (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
00007ffb0de1796e (__TEXT,__text) external __ZN16IOSimpleReporter8initWithEP9IOServicety
00007ffb0de179ee (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
00007ffb0de290cc (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007ffb0de2a1b4 (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
00007ffb0de28af4 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007ffb0de28bc0 (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007ffb0de2913a (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
00007ffb0de29256 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007ffb0de29286 (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007ffb0de292e8 (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007ffb0de298b4 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007ffb0de1ac28 (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
00007ffb0de1f246 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb0de1f3a4 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007ffb0de1f7a4 (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007ffb0de1f818 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007ffb0de1f526 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007ffb0de1f638 (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007ffb0de1f8b0 (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007ffb0de1f976 (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007ffb0de04fba (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007ffb0de2b5a1 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007ffb0de0630c (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007ffb0de062b8 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007ffb0de1f1e0 (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007ffb0de0636e (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007ffb0de2b6dc (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007ffb0de1f202 (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007ffb0de1fe00 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007ffb0de209dc (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007ffb0de2910a (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007ffb0de18354 (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
00007ffb0de1827e (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
00007ffb0de181f8 (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
00007ffb0de17bb0 (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffb0de17c60 (__TEXT,__text) external __ZN19IOHistogramReporter8initWithEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffb0de1fd10 (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00007ffb0de1d2da (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
00007ffb0de1d41a (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
00007ffb0de1deaa (__TEXT,__text) external __ZN20IOExtensiblePaniclog10AppendDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
00007ffb0de1dd66 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10InsertDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
00007ffb0de1e15c (__TEXT,__text) external __ZN20IOExtensiblePaniclog10SetUsedLenEjPFiP15OSMetaClassBase5IORPCE
00007ffb0de08bc6 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb0de1dc34 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11SetInactiveEPFiP15OSMetaClassBase5IORPCE
00007ffb0de08c8e (__TEXT,__text) external __ZN20IOExtensiblePaniclog11YieldBufferEj
00007ffb0de1e296 (__TEXT,__text) external __ZN20IOExtensiblePaniclog13Create_InvokeE5IORPCPFiP6OSDataP8OSStringjjPPS_E
00007ffb0de1e386 (__TEXT,__text) external __ZN20IOExtensiblePaniclog16SetActive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0de1e514 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17AppendData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
00007ffb0de1e45e (__TEXT,__text) external __ZN20IOExtensiblePaniclog17InsertData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
00007ffb0de1e648 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17SetUsedLen_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0de1e3f2 (__TEXT,__text) external __ZN20IOExtensiblePaniclog18SetInactive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0de1dfee (__TEXT,__text) external __ZN20IOExtensiblePaniclog20CopyMemoryDescriptorEPP24IOBufferMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb0de1e5ca (__TEXT,__text) external __ZN20IOExtensiblePaniclog27CopyMemoryDescriptor_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP24IOBufferMemoryDescriptorE
00007ffb0de08b6e (__TEXT,__text) external __ZN20IOExtensiblePaniclog4freeEv
00007ffb0de08b12 (__TEXT,__text) external __ZN20IOExtensiblePaniclog4initEv
00007ffb0de1d9a4 (__TEXT,__text) external __ZN20IOExtensiblePaniclog6CreateEP6OSDataP8OSStringjjPPS_
00007ffb0de1d93e (__TEXT,__text) external __ZN20IOExtensiblePaniclog8DispatchE5IORPC
00007ffb0de1db02 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9SetActiveEPFiP15OSMetaClassBase5IORPCE
00007ffb0de1d960 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9_DispatchEPS_5IORPC
00007ffb0de1fa98 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007ffb0de1fafa (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007ffb0de284b8 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
00007ffb0de285f8 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00007ffb0de29188 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007ffb0de1ac96 (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007ffb0de1acf8 (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007ffb0de190be (__TEXT,__text) external __ZN21IOStateReporter_IVars14_getStateValueEyy29IOStateReporter_valueSelector
00007ffb0de189b2 (__TEXT,__text) external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_
00007ffb0de2c77b (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_.cold.1
00007ffb0de18e18 (__TEXT,__text) external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy
00007ffb0de2c7b8 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy.cold.1
00007ffb0de18918 (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapCleanupEi
00007ffb0de2c6d4 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.1
00007ffb0de2c6ed (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.2
