                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CTFrameGetLines (from CoreText)
                 (undefined) external _CTFramesetterCreateFrame (from CoreText)
                 (undefined) external _CTFramesetterCreateWithAttributedString (from CoreText)
                 (undefined) external _NSFontAttributeName (from AppKit)
                 (undefined) external _NSParagraphStyleAttributeName (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_UIColor (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIFont (from AppKit)
                 (undefined) external _OBJC_CLASS_$_UIScreen (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIView (from UIKitCore)
00000001ee9b4438 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC11TeaTemplate15ColumnDebugView
00000001d8a298b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a29918 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a2996c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a2996c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a2a5fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a2be74 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a2d494 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a2de28 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a31940 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a34648 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a36224 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a36fd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a38348 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a3b1e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a3c6d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a42568 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a4d6b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a4d6b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a514c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a54420 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a561c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a56e04 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a577cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a5d574 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a5ee40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a61800 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001d8a427c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_30
00000001d8a5b188 (__TEXT,__text) non-external _OUTLINED_FUNCTION_30
00000001d8a5d7f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_30
00000001d8a427d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_31
00000001d8a5b194 (__TEXT,__text) non-external _OUTLINED_FUNCTION_31
00000001d8a5d810 (__TEXT,__text) non-external _OUTLINED_FUNCTION_31
00000001d8a427dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_32
00000001d8a5b1a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_32
00000001d8a5d81c (__TEXT,__text) non-external _OUTLINED_FUNCTION_32
00000001d8a427e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_33
00000001d8a5b1ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_33
00000001d8a5d82c (__TEXT,__text) non-external _OUTLINED_FUNCTION_33
00000001d8a427f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_34
00000001d8a5b1d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_34
00000001d8a5d854 (__TEXT,__text) non-external _OUTLINED_FUNCTION_34
00000001d8a42800 (__TEXT,__text) non-external _OUTLINED_FUNCTION_35
00000001d8a5b200 (__TEXT,__text) non-external _OUTLINED_FUNCTION_35
00000001d8a5d86c (__TEXT,__text) non-external _OUTLINED_FUNCTION_35
00000001d8a4281c (__TEXT,__text) non-external _OUTLINED_FUNCTION_36
00000001d8a5b218 (__TEXT,__text) non-external _OUTLINED_FUNCTION_36
00000001d8a5d884 (__TEXT,__text) non-external _OUTLINED_FUNCTION_36
00000001d8a42844 (__TEXT,__text) non-external _OUTLINED_FUNCTION_37
00000001d8a5b230 (__TEXT,__text) non-external _OUTLINED_FUNCTION_37
00000001d8a5d890 (__TEXT,__text) non-external _OUTLINED_FUNCTION_37
00000001d8a4286c (__TEXT,__text) non-external _OUTLINED_FUNCTION_38
00000001d8a5b254 (__TEXT,__text) non-external _OUTLINED_FUNCTION_38
00000001d8a5d8a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_38
00000001d8a42888 (__TEXT,__text) non-external _OUTLINED_FUNCTION_39
00000001d8a5b278 (__TEXT,__text) non-external _OUTLINED_FUNCTION_39
00000001d8a5d8c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_39
00000001d8a1104c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a11ecc (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a16c84 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a17b7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a17c20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a1ed68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a20580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a22c40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a2583c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a25878 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a283a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a298b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a29940 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a2a60c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a2c4d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a2d4ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a31968 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a34668 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a34668 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a3a9fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a3c6fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a42598 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a4cdd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a4d6cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a4d6cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a514d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a5442c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a56e14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a577d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a5adf0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a5d58c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a5ee70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a61814 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001d8a428a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_40
00000001d8a56f80 (__TEXT,__text) non-external _OUTLINED_FUNCTION_40
00000001d8a5b29c (__TEXT,__text) non-external _OUTLINED_FUNCTION_40
00000001d8a428b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_41
00000001d8a56fac (__TEXT,__text) non-external _OUTLINED_FUNCTION_41
00000001d8a5b2c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_41
00000001d8a428c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_42
00000001d8a5b2e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_42
00000001d8a5d8d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_42
00000001d8a428d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_43
00000001d8a5b2f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_43
00000001d8a5d8ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_43
00000001d8a428e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_44
00000001d8a5b304 (__TEXT,__text) non-external _OUTLINED_FUNCTION_44
00000001d8a5d8f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_44
00000001d8a428f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_45
00000001d8a5b310 (__TEXT,__text) non-external _OUTLINED_FUNCTION_45
00000001d8a5d90c (__TEXT,__text) non-external _OUTLINED_FUNCTION_45
00000001d8a4272c (__TEXT,__text) non-external _OUTLINED_FUNCTION_46
00000001d8a42904 (__TEXT,__text) non-external _OUTLINED_FUNCTION_46
00000001d8a5d920 (__TEXT,__text) non-external _OUTLINED_FUNCTION_46
00000001d8a4291c (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000001d8a5b324 (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000001d8a5d934 (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000001d8a42940 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000001d8a5b338 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000001d8a5d948 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000001d8a42958 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
00000001d8a5b34c (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
00000001d8a5d95c (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
00000001d8a11068 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a14e68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a17b9c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a186a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a1ed68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a1ed70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a2058c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a22c58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a25878 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a268f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a283c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a2996c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a2a630 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a2de48 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a2ee0c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a3198c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a36ff8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a3aa10 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a3c71c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a425b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a44dd8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a4cde4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a4d6e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a4d6e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a54438 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a56e7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a577e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a5ae00 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a5d5c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a5ee8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001d8a42964 (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000001d8a5b358 (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000001d8a5d970 (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000001d8a42970 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
00000001d8a5b36c (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
00000001d8a4297c (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
00000001d8a5b378 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
00000001d8a42990 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
00000001d8a5b38c (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
00000001d8a25878 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
00000001d8a5b3a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
00000001d8a429a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
00000001d8a5b3ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
00000001d8a429b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
00000001d8a5b3c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
00000001d8a429bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000001d8a5b3d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000001d8a429c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
00000001d8a5b3e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
00000001d8a429d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
00000001d8a5b408 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
00000001d8a1107c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a17bbc (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a1c240 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a20598 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a22c68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a25878 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a25884 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a26914 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a283cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a298b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a29958 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a2996c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a2ddec (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a2ddec (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a2de60 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a34678 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a37004 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a4cdf0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a514f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a54450 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a56e90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a577f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a5d600 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a5eeac (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001d8a429e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
00000001d8a5b428 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
00000001d8a429fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
00000001d8a5b448 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
00000001d8a42a10 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000001d8a5b460 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000001d8a42a1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000001d8a5b478 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000001d8a42a38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
00000001d8a42a54 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
00000001d8a42a70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
00000001d8a42a8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
00000001d8a42aac (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
00000001d8a42acc (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
00000001d8a11090 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a16c5c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a17bcc (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a205c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a22c80 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a25898 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a26924 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a283f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a2996c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a3468c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a3aa38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a425cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a42738 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a51510 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a54468 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a56ee8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a57810 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a5ae10 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a5d630 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a5eec8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001d8a42aec (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
00000001d8a42b04 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
00000001d8a42b1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
00000001d8a42b34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
00000001d8a110e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a17be8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a1ed68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a205dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a22c8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a258ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a2693c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a28404 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a3469c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a3aa44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a425dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a44df4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a5151c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a54480 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a56ef4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a5ae24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a5d644 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a5eed8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001d8a110ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a17c00 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a20600 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a22c40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a26948 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a298b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a346a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a3aa54 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a425ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a44e1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a5152c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a5448c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a56f20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a5ae38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a5d65c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a5eef0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d8a62ab8 (__TEXT,__const) external _TeaTemplateVersionNumber
00000001d8a62a90 (__TEXT,__const) external _TeaTemplateVersionString
00000001d8a4edc0 (__TEXT,__text) non-external _UIEdgeInsetsInsetRect
                 (undefined) external _UIEdgeInsetsZero (from UIKitCore)
00000001f65013d8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate13LayoutContext
00000001ef2f51d0 (__AUTH,__objc_data) non-external __DATA__TtC11TeaTemplate15ColumnDebugView
00000001f6501dd0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate15DebugLayoutData
00000001f6501260 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate18LayoutContextFrame
00000001f65021d8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate19LayoutContextRecord
00000001f65020c0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate20LayoutContextRecords
00000001f6501588 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate7Logging
00000001f6501ab0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC11TeaTemplateP33_964DFDDCBF2A244A01A2B6B14541880414_LayoutDecoder
00000001d8a62a58 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC11TeaTemplate15ColumnDebugView
00000001f6501918 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10BoxBuilder
00000001f6501f80 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10FlexBoxRow
00000001f6501518 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10LayoutItem
00000001f65019b0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10StackLayer
00000001f6502220 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate11EmbedLayout
00000001f6501fe8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate11FlexBoxNode
00000001f6501f58 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate11ListBuilder
00000001f6501100 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate12EmbedFactory
00000001f6500fa0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate12StackBuilder
00000001f6501e80 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13FlexBoxColumn
00000001f65018a8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13LayoutBuilder
00000001f65012f0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13LayoutContext
00000001f65019d8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13LayoutDecoder
00000001f65022c8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate14FlexBoxBuilder
00000001f65014a8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate14LayoutItemList
00000001f6501c78 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate15ColumnDebugView
00000001f6501d88 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate15DebugLayoutData
00000001f6501800 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate17NodeRepositioning
00000001f6501218 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate18LayoutContextFrame
00000001f6502150 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate19LayoutContextRecord
00000001f6502098 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate20LayoutContextRecords
00000001f6501be8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate28LayoutKeyedDecodingContainer
00000001f6501b40 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate3Box
00000001f65014f0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate3Log
00000001f6501798 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate4Node
00000001f6501af8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate4Prop
00000001f6501078 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate5Frame
00000001f6500fc8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate5Space
00000001f6501968 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate5Stack
00000001f65015d0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate6Cursor
00000001f6501420 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate6IfNode
00000001f6501e18 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate6Layout
