                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80f6a2226 (__TEXT,__text) external __cg_jcopy_block_row
00007ff80f6a3bf5 (__TEXT,__text) non-external _start_input_pass
00007ff80f6acc15 (__TEXT,__text) non-external _start_input_pass
00007ff80f6acc60 (__TEXT,__text) non-external _start_output_pass
00007ff80f69875c (__TEXT,__text) non-external _start_pass
00007ff80f69cf3f (__TEXT,__text) non-external _start_pass
00007ff80f69e89f (__TEXT,__text) non-external _start_pass
00007ff80f6c44d0 (__TEXT,__const) non-external _start_pass.aanscalefactor
00007ff80f6c4450 (__TEXT,__const) non-external _start_pass.aanscales
00007ff80f6c2356 (__TEXT,__text) non-external _start_pass_1_quant
00007ff80f698eaf (__TEXT,__text) non-external _start_pass_2_quant
00007ff80f6a156b (__TEXT,__text) non-external _start_pass_coef
00007ff80f6bde19 (__TEXT,__text) non-external _start_pass_coef
00007ff80f6a0da8 (__TEXT,__text) non-external _start_pass_dcolor
00007ff80f6ba334 (__TEXT,__text) non-external _start_pass_downsample
00007ff80f6b01c2 (__TEXT,__text) non-external _start_pass_dpost
00007ff80f69ffca (__TEXT,__text) non-external _start_pass_fdctmgr
00007ff80f6c48f0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
00007ff80f6c4870 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
00007ff80f6bf4db (__TEXT,__text) non-external _start_pass_huff
00007ff80f6bb67b (__TEXT,__text) non-external _start_pass_huff_decoder
00007ff80f6a22ef (__TEXT,__text) non-external _start_pass_main
00007ff80f6af6cb (__TEXT,__text) non-external _start_pass_main
00007ff80f6bb0a5 (__TEXT,__text) non-external _start_pass_merged_upsample
00007ff80f6a263e (__TEXT,__text) non-external _start_pass_prep
00007ff80f6afd93 (__TEXT,__text) non-external _start_pass_upsample
00007ff80f6c5070 (__TEXT,__const) non-external _std_chrominance_quant_tbl
00007ff80f6c4f70 (__TEXT,__const) non-external _std_luminance_quant_tbl
00007ff80f6c2fdc (__TEXT,__text) non-external _term_destination
00007ff80f6c31f4 (__TEXT,__text) non-external _term_mem_destination
00007ff80f69e65c (__TEXT,__text) non-external _term_source
                 (undefined) external _tmpfile (from libSystem)
00007ff80f69996c (__TEXT,__text) non-external _update_box
00007ff80f6aeec7 (__TEXT,__text) non-external _use_merged_upsample
00007ff80f69e45a (__TEXT,__text) non-external _write_backing_store
00007ff80f6be255 (__TEXT,__text) non-external _write_file_header
00007ff80f6beada (__TEXT,__text) non-external _write_file_trailer
00007ff80f6be486 (__TEXT,__text) non-external _write_frame_header
00007ff80f6bec12 (__TEXT,__text) non-external _write_marker_byte
00007ff80f6beba2 (__TEXT,__text) non-external _write_marker_header
00007ff80f6be77a (__TEXT,__text) non-external _write_scan_header
00007ff80f6beb00 (__TEXT,__text) non-external _write_tables_only
00007ff80f6a0f87 (__TEXT,__text) non-external _ycc_rgb_convert
00007ff80f6a126c (__TEXT,__text) non-external _ycck_cmyk_convert
