00007ffe060ce320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe06083895 (__TEXT,__text) non-external (was a private external) _MemBufferDecreaseSize
00007ffe06083804 (__TEXT,__text) non-external (was a private external) _MemBufferDestroy
00007ffe0608395e (__TEXT,__text) non-external (was a private external) _MemBufferFillFromBuffer
00007ffe060839ed (__TEXT,__text) non-external (was a private external) _MemBufferFillFromIStream
00007ffe06083a79 (__TEXT,__text) non-external (was a private external) _MemBufferFlushToOStream
00007ffe06083841 (__TEXT,__text) non-external (was a private external) _MemBufferGetDataPtr
00007ffe0608382a (__TEXT,__text) non-external (was a private external) _MemBufferGetDataSize
00007ffe0608384f (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffe06083834 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffe0608379b (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffe06083900 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffe06083b2b (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffe060847df (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffe06084aa2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffe06084ab2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffe06084c7a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffe06085117 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffe060851e3 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffe0608521f (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffe0608149c (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffe06081682 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffe060816b1 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffe060816c8 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffe060816df (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffe06084617 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffe060846e9 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffe06084717 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffe06084f89 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffe0608503f (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffe06083138 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffe06084ffa (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffe06083f3a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffe0608405f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffe06083f43 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffe06083fdb (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffe06084003 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffe0605d97e (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffe0605d954 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffe0605ce68 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffe060536c1 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffe060717db (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffe06053699 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffe0605367d (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffe06053661 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffe060717bf (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffe0605fdd5 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffe0605fdae (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffe060d8d86 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffe060d8d5f (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffe06062cfb (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffe06062cd4 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffe060648ec (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffe06064913 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffe060704aa (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffe06070483 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffe06071680 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffe060716c8 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffe060d8dad (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffe060d91ad (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffe060d9321 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffe060d99b3 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffe060d997d (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffe060d9a1a (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffe060d996d (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffe060d9669 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffe060d9c11 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffe060d95cd (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffe060d975b (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffe060806db (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffe060806b3 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffe060812dd (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffe06081484 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffe06089e5a (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffe06088972 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffe060888a7 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffe0608865f (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffe06087f0a (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffe060878f4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffe06087c98 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffe0607176c (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffe06071707 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffe06093e3d (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffe06075a00 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffe06093e47 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffe06093e51 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffe06093e6d (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffe06064d7e (__TEXT,__text) non-external _RNG
00007ffe060d562d (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffe060d546e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffe060d54c8 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffe0605964b (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffe060594df (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffe060595d2 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffe06097e29 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffe060717f7 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffe060657dd (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffe060979b3 (__TEXT,__text) non-external _SegmentStreamCancel
00007ffe06096aa0 (__TEXT,__text) non-external _SegmentStreamClose
00007ffe06096967 (__TEXT,__text) non-external _SegmentStreamCreate
00007ffe0609715f (__TEXT,__text) non-external _SegmentStreamPRead
00007ffe06097840 (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffe060979c0 (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffe060b7351 (__TEXT,__text) non-external _SemInit
00007ffe0606bbc9 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe060787e9 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe06087283 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe060aa167 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe06077ff9 (__TEXT,__text) non-external _SharedArrayPush
00007ffe060d6a98 (__TEXT,__text) non-external _SharedArrayPush
00007ffe060784b1 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffe06077c8b (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffe0607815e (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffe060780f2 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffe06078170 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffe06078555 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffe06078968 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffe06078942 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffe060788fb (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffe060789a1 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffe06077875 (__TEXT,__text) non-external _SimStreamClose
00007ffe060779a9 (__TEXT,__text) non-external _SimStreamPRead
00007ffe060779b6 (__TEXT,__text) non-external _SimStreamPWrite
00007ffe060779c3 (__TEXT,__text) non-external _SimStreamSimulate
00007ffe0607feb4 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffe0607ffb8 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffe0607fea0 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffe060803c0 (__TEXT,__text) non-external _StringTableCmp
00007ffe0607fd9e (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffe0607fe71 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffe06080345 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffe06080238 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffe060803b8 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffe060800a0 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffe06086310 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffe06086df5 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffe060875ab (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffe06087395 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffe060874b6 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffe060d4154 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffe060d45c4 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffe060d4905 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffe060d4a26 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffe060d4afa (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffe060533a3 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffe06053328 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffe4115cf10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffe060591b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffe060591d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffe06093c5a (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_fd (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
00007ffe0606e200 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffe0606d134 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffe0606dca7 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffe06059668 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffe060597f3 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffe0605aa92 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffe06059793 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffe06085317 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffe06085d42 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffe060a5550 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffe060a731e (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffe0608f0e2 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffe0608f2ec (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffe0608f068 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffe0608edf0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffe0605bd97 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffe0605c7f0 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffe060d5649 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffe060d5dc7 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffe060cc6fc (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffe060cc6e0 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffe06068fe0 (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffe06068fed (__TEXT,__text) non-external _aaCacheStreamClose
00007ffe06068973 (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffe06068cac (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffe06068e27 (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffe06068fc4 (__TEXT,__text) non-external _aaCacheStreamRead
00007ffe06068c3a (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffe0606910d (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffe06068fd2 (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffe060ac897 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffe0607a012 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffe060d1774 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffe060d1781 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffe060d18c4 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffe060d1640 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffe060ad37b (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffe060cb970 (__TEXT,__text) non-external (was a private external) _aaCreateArchString
00007ffe060d3608 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffe060d2d68 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffe060d2e0c (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffe060d2caa (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffe060d2b49 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffe060c18e2 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffe060c07c4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffe060c0d59 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffe060c0c17 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffe060abf90 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffe060ab8c1 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffe060ac584 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffe060ab174 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffe060aabe5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffe060ab4a2 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffe060ac748 (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffe060aa7e8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffe060aaa84 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffe060ac6ce (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffe060cbafc (__TEXT,__text) non-external (was a private external) _aaEntryMCOStringCreateWithPath
00007ffe060aabbc (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffe060be849 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffe060bdc8e (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffe060be137 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffe060bdfff (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffe060c88e0 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffe060c8b39 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffe060c8a00 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffe060a4e95 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffe060ccbd7 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffe060cc766 (__TEXT,__text) non-external _aaFileStreamClose
00007ffe060ccc18 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffe060cc734 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffe060ccaf3 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffe060ccb65 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffe060cca1f (__TEXT,__text) non-external _aaFileStreamRead
00007ffe060ccbe4 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffe060ccbff (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffe060cca89 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffe06096afc (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffe0607e97e (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffe060cc5d5 (__TEXT,__text) non-external _aaGetBinaryTypeString
00007ffe060cc1fb (__TEXT,__text) non-external _aaGetMagic
00007ffe060bbe34 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffe060bc197 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffe060bc446 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffe060ba7d0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffe060baf4c (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffe06095f9d (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffe06095ed9 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffe06095b6f (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffe06095e01 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffe06095e0e (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffe06095e1b (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffe06095e3f (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffe06095e2d (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffe0609d903 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffe06096f79 (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffe060cd36f (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffe060cd261 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffe060cd284 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffe060cc573 (__TEXT,__text) non-external _aaPReadExpected
00007ffe060cc2ad (__TEXT,__text) non-external _aaParseARSection
00007ffe060cc46b (__TEXT,__text) non-external _aaParseMachOSection
00007ffe06096657 (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffe060d2284 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffe060cd091 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffe060cd058 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffe060cd0b4 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffe060cd087 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffe060cd669 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffe060cd459 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffe060cd558 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffe060cd466 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffe060cc796 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffe060c2424 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffe060a1812 (__TEXT,__text) non-external _add_control
00007ffe060601f9 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffe0605fe86 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffe0607b692 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffe0607a5a2 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffe0607a2a2 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffe0607a220 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffe0607cd5c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffe0607c611 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffe0606016e (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffe0605fea2 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffe0605fe0a (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffe0605ff4a (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffe0607ba4d (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffe0607b91a (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffe0607b8c1 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffe0609f4b3 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffe0609e5c0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffe0606493c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffe060603f5 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffe060615a8 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffe060603e1 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffe0606850c (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffe060675b9 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffe060675ed (__TEXT,__text) non-external _aeaInputStreamClose
00007ffe060677ad (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffe06067d51 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffe060673aa (__TEXT,__text) non-external _aeaInputStreamRead
00007ffe06071032 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffe060e02a0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffe060600a0 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffe0606ad8d (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffe0606ada9 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffe0606b5ef (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffe0606bac3 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffe0606966e (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffe06069b39 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffe0606ab2d (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffe0606a48b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffe0607ccc5 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffe0605fdfc (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffe060600c6 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffe0606d754 (__TEXT,__text) non-external _afStreamCancel
00007ffe0606d5bd (__TEXT,__text) non-external _afStreamClose
00007ffe0606da7f (__TEXT,__text) non-external _afStreamCloseWithState
00007ffe0606d766 (__TEXT,__text) non-external _afStreamWrite
