00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006f9f8e (__TEXT,__text) external _coalition_info_set_name
00007ff8006f9fee (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8006f9f15 (__TEXT,__text) external _coalition_reap
00007ff8006f9ef4 (__TEXT,__text) external _coalition_terminate
00007ff8006ecb70 (__TEXT,__text) external _connect
00007ff8006ecb88 (__TEXT,__text) external _connect$NOCANCEL
00007ff8006ee16c (__TEXT,__text) external _connectx
00007ff8006ee184 (__TEXT,__text) external _csops
00007ff8006ee19c (__TEXT,__text) external _csops_audittoken
00007ff8006fa0bc (__TEXT,__text) external _csr_check
00007ff8006fa0dc (__TEXT,__text) external _csr_get_active_config
00007ff8006ec454 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8006fa296 (__TEXT,__text) external _debug_syscall_reject
00007ff8006fa1aa (__TEXT,__text) external _debug_syscall_reject_config
00007ff84008b9c8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8006ee1b4 (__TEXT,__text) external _disconnectx
00007ff8006f10a7 (__TEXT,__text) non-external _do_compat
00007ff8006ee1cc (__TEXT,__text) external _dup
00007ff8006ee1e4 (__TEXT,__text) external _dup2
00007ff84005bec0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84005bd50 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84005c0c0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84005bd90 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84005be90 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84005b930 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84005c090 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84005c4a0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84005c410 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84005c350 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84005c060 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84005c310 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84005bdb0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84005bd30 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84005be00 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84005c2c0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84005c260 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84005bfd0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84005bdd0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84005bdc8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84005bb00 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84005bf10 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84005c100 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84005c1f0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84005b830 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84005b8b0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84005b510 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84005b5b0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800715580 (__TEXT,__const) non-external _err_us_sub
00007ff84008ba60 (__DATA,__common) external _errno
00007ff800711b90 (__TEXT,__text) external _etap_trace_thread
00007ff8006ff487 (__TEXT,__text) external _exc_server
00007ff8006ff17e (__TEXT,__text) external _exc_server_routine
00007ff8006feb79 (__TEXT,__text) external _exception_raise
00007ff8006fecc5 (__TEXT,__text) external _exception_raise_state
00007ff8006fef19 (__TEXT,__text) external _exception_raise_state_identity
00007ff8006ee1fc (__TEXT,__text) external _exchangedata
00007ff8006f14be (__TEXT,__text) external _exclaves_boot
00007ff8006f1418 (__TEXT,__text) external _exclaves_endpoint_call
00007ff8006f1486 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff8006f14a2 (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff8006f1470 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff8006f66a7 (__TEXT,__text) external _execve
00007ff8006ee214 (__TEXT,__text) external _faccessat
00007ff8006ee22c (__TEXT,__text) external _fchdir
00007ff8006ee244 (__TEXT,__text) external _fchflags
00007ff8006f4b6e (__TEXT,__text) external _fchmod
00007ff8006ee25c (__TEXT,__text) external _fchmodat
00007ff8006ee274 (__TEXT,__text) external _fchown
00007ff8006ee28c (__TEXT,__text) external _fchownat
00007ff8006ee2a4 (__TEXT,__text) external _fclonefileat
00007ff8006f6c55 (__TEXT,__text) external _fcntl
00007ff8006f68c5 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8006ee2bc (__TEXT,__text) external _fdatasync
00007ff8006ee2d4 (__TEXT,__text) external _ffsctl
00007ff8006ee2ec (__TEXT,__text) external _fgetattrlist
00007ff8006ee304 (__TEXT,__text) external _fgetxattr
00007ff8006ee31c (__TEXT,__text) external _fhopen
00007ff8006ee334 (__TEXT,__text) external _fileport_makefd
00007ff8006ee34c (__TEXT,__text) external _fileport_makeport
00007ff8006ee364 (__TEXT,__text) external _flistxattr
00007ff8006ee37c (__TEXT,__text) external _flock
00007ff8006ee394 (__TEXT,__text) external _fmount
00007ff8006ee3ac (__TEXT,__text) external _fpathconf
00007ff8006f0e03 (__TEXT,__text) non-external _fprintf_stderr
00007ff8006ee3c4 (__TEXT,__text) external _freadlink
00007ff8006ee3dc (__TEXT,__text) external _fremovexattr
00007ff8006fa0ee (__TEXT,__text) external _fs_snapshot_create
00007ff8006fa138 (__TEXT,__text) external _fs_snapshot_delete
00007ff8006fa105 (__TEXT,__text) external _fs_snapshot_list
00007ff8006fa195 (__TEXT,__text) external _fs_snapshot_mount
00007ff8006fa14f (__TEXT,__text) external _fs_snapshot_rename
00007ff8006fa167 (__TEXT,__text) external _fs_snapshot_revert
00007ff8006fa17e (__TEXT,__text) external _fs_snapshot_root
00007ff8006ee3f4 (__TEXT,__text) external _fsctl
00007ff8006ee40c (__TEXT,__text) external _fsetattrlist
00007ff8006ee424 (__TEXT,__text) external _fsetxattr
00007ff8006ee43c (__TEXT,__text) external _fsgetpath
00007ff8006ee454 (__TEXT,__text) external _fsgetpath_ext
00007ff8006ee46c (__TEXT,__text) external _fstat
00007ff8006ee46c (__TEXT,__text) external _fstat64
00007ff8006ee484 (__TEXT,__text) external _fstatat
00007ff8006ee484 (__TEXT,__text) external _fstatat64
00007ff8006ee49c (__TEXT,__text) external _fstatfs
00007ff8006ee49c (__TEXT,__text) external _fstatfs64
00007ff8006ee4b4 (__TEXT,__text) external _fsync
00007ff8006ecd58 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8006ee4cc (__TEXT,__text) external _ftruncate
00007ff8006f444c (__TEXT,__text) external _futimens
00007ff8006ee4e4 (__TEXT,__text) external _futimes
00007ff84008b9d8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8006ecd70 (__TEXT,__text) external _getattrlist
00007ff8006ee4fc (__TEXT,__text) external _getattrlistat
00007ff8006ee514 (__TEXT,__text) external _getattrlistbulk
00007ff8006fe106 (__TEXT,__text) external _getaudit
00007ff8006ee52c (__TEXT,__text) external _getaudit_addr
00007ff8006ee544 (__TEXT,__text) external _getauid
00007ff8006ee55c (__TEXT,__text) external _getdirentries
00007ff8006ee574 (__TEXT,__text) external _getdirentriesattr
00007ff8006ee58c (__TEXT,__text) external _getdtablesize
00007ff8006ee5a4 (__TEXT,__text) external _getegid
00007ff8006ee5bc (__TEXT,__text) external _getentropy
00007ff8006ee5d4 (__TEXT,__text) external _geteuid
00007ff8006ee5ec (__TEXT,__text) external _getfh
00007ff8006ee604 (__TEXT,__text) external _getfsstat
00007ff8006ee604 (__TEXT,__text) external _getfsstat64
00007ff8006ee61c (__TEXT,__text) external _getgid
00007ff8006ee634 (__TEXT,__text) external _getgroups
00007ff8006f413b (__TEXT,__text) external _gethostuuid
00007ff8006f2723 (__TEXT,__text) external _getiopolicy_np
00007ff8006ee64c (__TEXT,__text) external _getitimer
00007ff8006ecdd0 (__TEXT,__text) external _getpeername
00007ff8006ee664 (__TEXT,__text) external _getpgid
00007ff8006ee67c (__TEXT,__text) external _getpgrp
00007ff8006ecde8 (__TEXT,__text) external _getpid
00007ff8006ee694 (__TEXT,__text) external _getppid
00007ff8006ee6ac (__TEXT,__text) external _getpriority
00007ff8006f6e58 (__TEXT,__text) external _getrlimit
00007ff8006ee6c4 (__TEXT,__text) external _getrusage
00007ff8006ece34 (__TEXT,__text) external _getsgroups_np
00007ff8006ee6dc (__TEXT,__text) external _getsid
00007ff8006ece4c (__TEXT,__text) external _getsockname
00007ff8006ee6f4 (__TEXT,__text) external _getsockopt
00007ff8006ee70c (__TEXT,__text) external _getuid
00007ff8006ecebc (__TEXT,__text) external _getwgroups_np
00007ff8006ee724 (__TEXT,__text) external _getxattr
00007ff8006ee73c (__TEXT,__text) external _grab_pgo_data
00007ff8006ee754 (__TEXT,__text) external _graftdmg
00007ff8006ee76c (__TEXT,__text) external _guarded_close_np
00007ff8006ee784 (__TEXT,__text) external _guarded_kqueue_np
00007ff8006f0ec3 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8006fe43a (__TEXT,__text) external _guarded_open_np
00007ff8006ee79c (__TEXT,__text) external _guarded_pwrite_np
00007ff8006ee7b4 (__TEXT,__text) external _guarded_write_np
00007ff8006ee7cc (__TEXT,__text) external _guarded_writev_np
00007ff800718b50 (__TEXT,__cstring) non-external _hex
00007ff8006f0f7d (__TEXT,__text) external _host_check_multiuser_mode
00007ff8006f0f83 (__TEXT,__text) external _host_create_mach_voucher
00007ff8006ec3c4 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8006ff96c (__TEXT,__text) external _host_default_memory_manager
00007ff8007010d3 (__TEXT,__text) external _host_get_UNDServer
00007ff8006f0f66 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8006ff4f6 (__TEXT,__text) external _host_get_boot_info
00007ff8006fff46 (__TEXT,__text) external _host_get_clock_control
00007ff800701e99 (__TEXT,__text) external _host_get_clock_service
00007ff800700741 (__TEXT,__text) external _host_get_exception_ports
00007ff800701d76 (__TEXT,__text) external _host_get_io_main
00007ff8006f0fd7 (__TEXT,__text) external _host_get_io_master
00007ff8006f0f77 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800700404 (__TEXT,__text) external _host_get_special_port
00007ff800701623 (__TEXT,__text) external _host_info
00007ff80070180b (__TEXT,__text) external _host_kernel_version
00007ff8007028fd (__TEXT,__text) external _host_lockgroup_info
00007ff8006f1334 (__TEXT,__text) external _host_page_size
00007ff8006ff784 (__TEXT,__text) external _host_priv_statistics
00007ff800701c19 (__TEXT,__text) external _host_processor_info
00007ff800700e9d (__TEXT,__text) external _host_processor_set_priv
00007ff800700d5b (__TEXT,__text) external _host_processor_sets
00007ff8006ffe04 (__TEXT,__text) external _host_processors
00007ff8006ff695 (__TEXT,__text) external _host_reboot
00007ff800703055 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8007031af (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8007027fe (__TEXT,__text) external _host_request_notification
00007ff80070138e (__TEXT,__text) external _host_security_create_task_token
00007ff80070150e (__TEXT,__text) external _host_security_set_task_token
00007ff8006f2523 (__TEXT,__text) external _host_self
00007ff8006ec274 (__TEXT,__text) external _host_self_trap
00007ff800700fd6 (__TEXT,__text) external _host_set_UNDServer
00007ff8007032f9 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff80070063d (__TEXT,__text) external _host_set_exception_ports
00007ff8007035c8 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff80070053e (__TEXT,__text) external _host_set_special_port
00007ff800702616 (__TEXT,__text) external _host_statistics
00007ff800702a4a (__TEXT,__text) external _host_statistics64
00007ff8007009be (__TEXT,__text) external _host_swap_exception_ports
00007ff800702119 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8006ef3cc (__TEXT,__text) external _i386_get_ldt
00007ff8006ef3e0 (__TEXT,__text) external _i386_set_ldt
00007ff84008b9b0 (__DATA,__data) external _important_boost_assertion_token
00007ff84005cef0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8006f0d87 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff84008b9a0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8006f0d0b (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff84008b998 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8006f0c8f (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff84008b990 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8006f6ec8 (__TEXT,__text) external _ioctl
00007ff8006ee7e4 (__TEXT,__text) external _issetugid
00007ff84008c0f0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff8006ee7fc (__TEXT,__text) external _kas_info
00007ff8006fa350 (__TEXT,__text) external _kdebug_is_enabled
00007ff8006fa4f5 (__TEXT,__text) external _kdebug_signpost
00007ff8006fa598 (__TEXT,__text) external _kdebug_signpost_end
00007ff8006fa4fd (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8006fa58c (__TEXT,__text) external _kdebug_signpost_start
00007ff8006fa3af (__TEXT,__text) external _kdebug_timestamp
00007ff8006fa3f1 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8006fa40b (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8006fa425 (__TEXT,__text) external _kdebug_trace
00007ff8006fa47e (__TEXT,__text) external _kdebug_trace_string
00007ff8006fa2e8 (__TEXT,__text) external _kdebug_typefilter
00007ff84008c118 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff8006fa39c (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8006ee814 (__TEXT,__text) external _kevent
00007ff8006ee82c (__TEXT,__text) external _kevent64
00007ff8006ee844 (__TEXT,__text) external _kevent_id
00007ff8006ee85c (__TEXT,__text) external _kevent_qos
00007ff8007011f6 (__TEXT,__text) external _kext_request
00007ff8006f9ed6 (__TEXT,__text) external _kill
00007ff80070029f (__TEXT,__text) external _kmod_control
00007ff800700084 (__TEXT,__text) external _kmod_create
00007ff8007001b0 (__TEXT,__text) external _kmod_destroy
00007ff800701fd7 (__TEXT,__text) external _kmod_get_info
00007ff8006fe1ca (__TEXT,__text) external _kpersona_alloc
00007ff8006fe226 (__TEXT,__text) external _kpersona_dealloc
00007ff8006fe315 (__TEXT,__text) external _kpersona_find
00007ff8006fe3b1 (__TEXT,__text) external _kpersona_find_by_type
00007ff8006fe256 (__TEXT,__text) external _kpersona_get
00007ff8006fe283 (__TEXT,__text) external _kpersona_getpath
00007ff8006fe2b3 (__TEXT,__text) external _kpersona_info
00007ff8006fe1f8 (__TEXT,__text) external _kpersona_palloc
00007ff8006fe2e4 (__TEXT,__text) external _kpersona_pidinfo
00007ff8006ee874 (__TEXT,__text) external _kqueue
00007ff8006ecff4 (__TEXT,__text) external _lchown
00007ff8006ee88c (__TEXT,__text) external _ledger
00007ff8006ee8a4 (__TEXT,__text) external _link
00007ff8006ee8bc (__TEXT,__text) external _linkat
00007ff8006ee8d4 (__TEXT,__text) external _lio_listio
00007ff8006ed00c (__TEXT,__text) external _listen
00007ff8006ee8ec (__TEXT,__text) external _listxattr
00007ff80070c536 (__TEXT,__text) external _lock_set_create
00007ff80070c670 (__TEXT,__text) external _lock_set_destroy
00007ff8006f4b69 (__TEXT,__text) external _log_data_as_kernel
00007ff8006ed03c (__TEXT,__text) external _lseek
00007ff8006ee904 (__TEXT,__text) external _lstat
00007ff8006ee904 (__TEXT,__text) external _lstat64
00007ff8006ec150 (__TEXT,__text) external _mach_absolute_time
00007ff8006f4123 (__TEXT,__text) external _mach_approximate_time
00007ff8006f41ab (__TEXT,__text) external _mach_boottime_usec
00007ff8006f0c14 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8006f0bef (__TEXT,__text) external _mach_continuous_time
00007ff8006f12a7 (__TEXT,__text) external _mach_error
00007ff84008ba28 (__DATA,__common) external _mach_error_full_diag
00007ff8006f1290 (__TEXT,__text) external _mach_error_string
00007ff8006f112e (__TEXT,__text) non-external _mach_error_string_int
00007ff8006f0fdc (__TEXT,__text) external _mach_error_type
00007ff8007147d6 (__TEXT,__text) external _mach_eventlink_associate
00007ff800714595 (__TEXT,__text) external _mach_eventlink_create
00007ff8007146f1 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8007148e6 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8006f43d5 (__TEXT,__text) external _mach_eventlink_signal
00007ff8006f4418 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8006f43e4 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8006ec310 (__TEXT,__text) external _mach_generate_activity_id
00007ff8006f6ac8 (__TEXT,__text) external _mach_get_times
00007ff8006f28fc (__TEXT,__text) external _mach_host_self
00007ff8006ef83f (__TEXT,__text) external _mach_host_special_port_description
00007ff84005b380 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8006ef881 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff84008b810 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8006f1341 (__TEXT,__text) external _mach_init
00007ff84008c0e0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff8006f135e (__TEXT,__text) non-external _mach_init_doit
00007ff80070853a (__TEXT,__text) external _mach_make_memory_entry
00007ff800713b98 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800714343 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800714492 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800714211 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8007033e8 (__TEXT,__text) external _mach_memory_info
00007ff800701acb (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8007024c8 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8006f160d (__TEXT,__text) external _mach_msg
00007ff8006f14d6 (__TEXT,__text) external _mach_msg2_internal
00007ff8006ec340 (__TEXT,__text) external _mach_msg2_trap
00007ff8006f18e5 (__TEXT,__text) external _mach_msg_destroy
00007ff8006f1a20 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8006f1626 (__TEXT,__text) external _mach_msg_overwrite
00007ff8006ec28c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8006f20f6 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8006f20ec (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8006f2130 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8006f213f (__TEXT,__text) external _mach_msg_priority_qos
00007ff8006f214e (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8006f18bd (__TEXT,__text) external _mach_msg_receive
00007ff8006f1896 (__TEXT,__text) external _mach_msg_send
00007ff8006f1d9b (__TEXT,__text) external _mach_msg_server
00007ff8006f1d57 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8006f20da (__TEXT,__text) external _mach_msg_server_importance
00007ff8006f1ae4 (__TEXT,__text) external _mach_msg_server_once
00007ff8006ec280 (__TEXT,__text) external _mach_msg_trap
00007ff80070923b (__TEXT,__text) external _mach_notify_dead_name
00007ff80070918f (__TEXT,__text) external _mach_notify_no_senders
00007ff8007090ce (__TEXT,__text) external _mach_notify_port_deleted
00007ff80070912f (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8007091f0 (__TEXT,__text) external _mach_notify_send_once
00007ff8006fd4b5 (__TEXT,__text) external _mach_port_allocate
00007ff8006fd6e9 (__TEXT,__text) external _mach_port_allocate_full
00007ff8006fd4b0 (__TEXT,__text) external _mach_port_allocate_name
00007ff8006fd6e4 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8006fdafd (__TEXT,__text) external _mach_port_assert_attributes
00007ff8006fd9da (__TEXT,__text) external _mach_port_construct
00007ff8006fd4fc (__TEXT,__text) external _mach_port_deallocate
00007ff8006fd4f7 (__TEXT,__text) external _mach_port_destroy
00007ff8006fd77e (__TEXT,__text) external _mach_port_destruct
00007ff8006fd8ed (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8006fd960 (__TEXT,__text) external _mach_port_extract_member
00007ff8006fd66c (__TEXT,__text) external _mach_port_extract_right
00007ff8006fd676 (__TEXT,__text) external _mach_port_get_attributes
00007ff8006fd9a0 (__TEXT,__text) external _mach_port_get_context
00007ff8006fd527 (__TEXT,__text) external _mach_port_get_refs
00007ff8006fdaf8 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8006fd579 (__TEXT,__text) external _mach_port_get_set_status
00007ff8006fd6f3 (__TEXT,__text) external _mach_port_get_srights
00007ff8006fda1f (__TEXT,__text) external _mach_port_guard
00007ff8006fdae9 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8006fd920 (__TEXT,__text) external _mach_port_insert_member
00007ff8006fd629 (__TEXT,__text) external _mach_port_insert_right
00007ff8006fdaf3 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8006fd8f2 (__TEXT,__text) external _mach_port_kernel_object
00007ff8006fd9d0 (__TEXT,__text) external _mach_port_kobject
00007ff8006fd9d5 (__TEXT,__text) external _mach_port_kobject_description
00007ff8006fd52c (__TEXT,__text) external _mach_port_mod_refs
00007ff8006fd57e (__TEXT,__text) external _mach_port_move_member
00007ff8006fd464 (__TEXT,__text) external _mach_port_names
00007ff8006fd56f (__TEXT,__text) external _mach_port_peek
00007ff8006fd4ab (__TEXT,__text) external _mach_port_rename
00007ff8006fd5be (__TEXT,__text) external _mach_port_request_notification
00007ff8006fd6df (__TEXT,__text) external _mach_port_set_attributes
00007ff8006fd9cb (__TEXT,__text) external _mach_port_set_context
00007ff8006fd574 (__TEXT,__text) external _mach_port_set_mscount
00007ff8006fd671 (__TEXT,__text) external _mach_port_set_seqno
00007ff8006fd6fd (__TEXT,__text) external _mach_port_space_basic_info
00007ff8006fd6f8 (__TEXT,__text) external _mach_port_space_info
00007ff8006fdaee (__TEXT,__text) external _mach_port_swap_guard
00007ff8006fd469 (__TEXT,__text) external _mach_port_type
00007ff8006fda62 (__TEXT,__text) external _mach_port_unguard
00007ff80070b3aa (__TEXT,__text) external _mach_ports_lookup
00007ff80070b2ad (__TEXT,__text) external _mach_ports_register
00007ff8006ec250 (__TEXT,__text) external _mach_reply_port
00007ff8006f2976 (__TEXT,__text) external _mach_right_recv_construct
00007ff8006f2a12 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8006f2a73 (__TEXT,__text) external _mach_right_send_create
00007ff8006f2bc8 (__TEXT,__text) external _mach_right_send_once_consume
00007ff8006f2b7a (__TEXT,__text) external _mach_right_send_once_create
00007ff8006f2b01 (__TEXT,__text) external _mach_right_send_release
00007ff8006f2ab5 (__TEXT,__text) external _mach_right_send_retain
00007ff8006fd806 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8006fd897 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8006f41b9 (__TEXT,__text) external _mach_task_is_self
00007ff8006f2901 (__TEXT,__text) external _mach_task_self
00007ff84008c0c8 (__DATA,__common) external _mach_task_self_
00007ff8006ef855 (__TEXT,__text) external _mach_task_special_port_description
00007ff84005b490 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8006ef91b (__TEXT,__text) external _mach_task_special_port_for_id
00007ff84008b910 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8006f2906 (__TEXT,__text) external _mach_thread_self
00007ff8006ef86b (__TEXT,__text) external _mach_thread_special_port_description
00007ff84005b4f0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8006ef92c (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff84008b970 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8006fa29d (__TEXT,__text) external _mach_timebase_info
00007ff84008c110 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff8006ec400 (__TEXT,__text) external _mach_timebase_info_trap
00007ff8006fdb02 (__TEXT,__text) external _mach_vm_allocate
00007ff800707aa5 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8007077a2 (__TEXT,__text) external _mach_vm_copy
00007ff8006fdb89 (__TEXT,__text) external _mach_vm_deallocate
00007ff800708ca2 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800708d8e (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800708e7a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8007072e7 (__TEXT,__text) external _mach_vm_inherit
00007ff800707d13 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8006fdc89 (__TEXT,__text) external _mach_vm_map
00007ff8007079b9 (__TEXT,__text) external _mach_vm_msync
00007ff8007087c4 (__TEXT,__text) external _mach_vm_page_info
00007ff800707fb8 (__TEXT,__text) external _mach_vm_page_query
00007ff8007089ca (__TEXT,__text) external _mach_vm_page_range_query
00007ff8006fdbf6 (__TEXT,__text) external _mach_vm_protect
00007ff8006fe0bc (__TEXT,__text) external _mach_vm_purgable_control
00007ff800708f66 (__TEXT,__text) external _mach_vm_range_create
00007ff8006fde8b (__TEXT,__text) external _mach_vm_read
00007ff800707525 (__TEXT,__text) external _mach_vm_read_list
00007ff80070788e (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8006f2ee7 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff8006f2cf5 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff8006f2e04 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8006f2c49 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff8006f2efb (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8006f2ed6 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800708326 (__TEXT,__text) external _mach_vm_region
00007ff800708101 (__TEXT,__text) external _mach_vm_region_recurse
00007ff8006fdd6f (__TEXT,__text) external _mach_vm_remap
00007ff8006fddfd (__TEXT,__text) external _mach_vm_remap_new
00007ff800700c55 (__TEXT,__text) external _mach_vm_wire
00007ff8007076a4 (__TEXT,__text) external _mach_vm_write
00007ff800714f65 (__TEXT,__text) external _mach_voucher_attr_command
00007ff8006f20df (__TEXT,__text) external _mach_voucher_deallocate
00007ff8007151aa (__TEXT,__text) external _mach_voucher_debug_info
00007ff800714d8b (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8007149d5 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8006fdaa4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8006ec3d0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8006ec40c (__TEXT,__text) external _mach_wait_until
00007ff800702dba (__TEXT,__text) external _mach_zone_force_gc
00007ff800703b5a (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800703a0b (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800702c34 (__TEXT,__text) external _mach_zone_info
00007ff800703827 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8007036b7 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8006ec388 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8006ec37c (__TEXT,__text) external _macx_backing_store_suspend
00007ff8006ec358 (__TEXT,__text) external _macx_swapoff
00007ff8006ec34c (__TEXT,__text) external _macx_swapon
00007ff8006ec370 (__TEXT,__text) external _macx_triggers
