0000000180ee3020 (__TEXT,__text) external _APL_dgemm
000000018109452c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00000001810bb07c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181114a80 (__TEXT,__text) external _cblas_ctrmv
00000001810a7f98 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001810ce494 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00000001810ff8e0 (__TEXT,__text) external _cblas_ctrsm
00000001810956c4 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00000001810bc1b4 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000181115514 (__TEXT,__text) external _cblas_ctrsv
00000001810a8a2c (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00000001810cef44 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00000001810dc220 (__TEXT,__text) external _cblas_dasum
0000000180f42278 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00000001810844fc (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00000001810dc27c (__TEXT,__text) external _cblas_daxpy
0000000180f422d4 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
0000000181084550 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00000001810dc358 (__TEXT,__text) external _cblas_dcopy
0000000180f423b0 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
0000000181084610 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00000001810dc1cc (__TEXT,__text) external _cblas_ddot
0000000180f42224 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00000001810844b8 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00000001810eb040 (__TEXT,__text) external _cblas_dgbmv
0000000181079e60 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
000000018108a640 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00000001810dd0c0 (__TEXT,__text) external _cblas_dgemm
0000000181022210 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
0000000181087b28 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
0000000180d8d188 (__TEXT,__text) external _cblas_dgemv
0000000180dddea0 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
000000018108305c (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180d8c5ac (__TEXT,__text) external _cblas_dger
0000000180ddddac (__TEXT,__text) external _cblas_dger$NEWLAPACK
0000000181082f6c (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00000001810dc3bc (__TEXT,__text) external _cblas_dnrm2
0000000180f42414 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
0000000181084664 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00000001810dc48c (__TEXT,__text) external _cblas_drot
0000000180f42518 (__TEXT,__text) external _cblas_drot$NEWLAPACK
0000000181084740 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
000000018110d894 (__TEXT,__text) external _cblas_drotg
00000001810a1304 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00000001810c779c (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00000001810dc534 (__TEXT,__text) external _cblas_drotm
0000000180f425c0 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00000001810847d8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
000000018110d988 (__TEXT,__text) external _cblas_drotmg
00000001810a13f8 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00000001810c7890 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00000001810ebdb4 (__TEXT,__text) external _cblas_dsbmv
000000018107a87c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
000000018108aa4c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180d8c578 (__TEXT,__text) external _cblas_dscal
0000000180f42438 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
0000000181084680 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00000001810d9ea0 (__TEXT,__text) external _cblas_dsdot
0000000180da177c (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
000000018107f244 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00000001810daf50 (__TEXT,__text) external _cblas_dspmv
0000000180ddf788 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00000001810834c0 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00000001810ee760 (__TEXT,__text) external _cblas_dspr
000000018107c7e0 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
000000018108b298 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00000001810eee48 (__TEXT,__text) external _cblas_dspr2
000000018107c9e0 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
000000018108b49c (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00000001810dc40c (__TEXT,__text) external _cblas_dswap
0000000180f42498 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00000001810846d0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00000001810d96e4 (__TEXT,__text) external _cblas_dsymm
0000000180da0fc0 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
000000018107ead8 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00000001810ea748 (__TEXT,__text) external _cblas_dsymv
000000018106b7c8 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
000000018108a390 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00000001810da4bc (__TEXT,__text) external _cblas_dsyr
0000000180dddff4 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00000001810831ac (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00000001810da57c (__TEXT,__text) external _cblas_dsyr2
0000000180dde0b4 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
0000000181083274 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00000001810dc618 (__TEXT,__text) external _cblas_dsyr2k
0000000180fa58f4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
0000000181086c94 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001810dc9c0 (__TEXT,__text) external _cblas_dsyrk
00000001810054bc (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
0000000181086fd8 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00000001810ecee4 (__TEXT,__text) external _cblas_dtbmv
000000018107abd8 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
000000018108ad88 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00000001810ee140 (__TEXT,__text) external _cblas_dtbsv
000000018107aea0 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
000000018108b010 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00000001810f1ea8 (__TEXT,__text) external _cblas_dtpmv
000000018107cc54 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
000000018108b6ec (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00000001810f51d8 (__TEXT,__text) external _cblas_dtpsv
000000018107cf68 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
000000018108b9e0 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001810dccfc (__TEXT,__text) external _cblas_dtrmm
000000018100a678 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
000000018108778c (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180d8cc68 (__TEXT,__text) external _cblas_dtrmv
0000000180dde1ac (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
000000018108336c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00000001810d9ad4 (__TEXT,__text) external _cblas_dtrsm
0000000180da13b0 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
000000018107ee90 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00000001810ea4d8 (__TEXT,__text) external _cblas_dtrsv
000000018106a2c0 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
000000018108a14c (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
0000000181116e7c (__TEXT,__text) external _cblas_dzasum
00000001810aa394 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00000001810d0814 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181116ee0 (__TEXT,__text) external _cblas_dznrm2
00000001810aa3f8 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00000001810d0868 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
0000000181120444 (__TEXT,__text) external _cblas_errprn
00000001810b31e4 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00000001810d968c (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181116c18 (__TEXT,__text) external _cblas_icamax
00000001810aa130 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00000001810d05d0 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180d8c330 (__TEXT,__text) external _cblas_idamax
000000018107dd04 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
000000018108bfc4 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00000001810f5600 (__TEXT,__text) external _cblas_isamax
000000018107d6e8 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
000000018108bc0c (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
0000000181116fd4 (__TEXT,__text) external _cblas_izamax
00000001810aa4ec (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00000001810d0954 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00000001810d9fb4 (__TEXT,__text) external _cblas_sasum
0000000180da1890 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
000000018107f328 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00000001810da010 (__TEXT,__text) external _cblas_saxpy
0000000180da18ec (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
000000018107f37c (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
0000000181116d50 (__TEXT,__text) external _cblas_scasum
00000001810aa268 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00000001810d0700 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
0000000181116dac (__TEXT,__text) external _cblas_scnrm2
00000001810aa2c4 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001810d074c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00000001810da0ec (__TEXT,__text) external _cblas_scopy
0000000180da19c8 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
000000018107f43c (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00000001810d9f6c (__TEXT,__text) external _cblas_sdot
0000000180da1848 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
000000018107f2f0 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00000001810d9ef4 (__TEXT,__text) external _cblas_sdsdot
0000000180da17d0 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
000000018107f288 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00000001810de600 (__TEXT,__text) external _cblas_sgbmv
00000001810658f0 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00000001810889a8 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00000001810da3dc (__TEXT,__text) external _cblas_sgemm
0000000180da3800 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
000000018107f6d4 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00000001810da44c (__TEXT,__text) external _cblas_sgemm_singlecore
00000001810dbe20 (__TEXT,__text) external _cblas_sgemv
0000000180ee8c1c (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
0000000181084170 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00000001810dbe84 (__TEXT,__text) external _cblas_sgemv_singlecore
00000001810dbbf0 (__TEXT,__text) external _cblas_sger
0000000180ee8b2c (__TEXT,__text) external _cblas_sger$NEWLAPACK
0000000181084080 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00000001810da150 (__TEXT,__text) external _cblas_snrm2
0000000180da1a2c (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
000000018107f490 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00000001810da254 (__TEXT,__text) external _cblas_srot
0000000180da1b30 (__TEXT,__text) external _cblas_srot$NEWLAPACK
000000018107f56c (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
000000018110dc64 (__TEXT,__text) external _cblas_srotg
00000001810a16d4 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00000001810c7b6c (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00000001810da2fc (__TEXT,__text) external _cblas_srotm
0000000180da1bd8 (__TEXT,__text) external _cblas_srotm$NEWLAPACK
000000018107f604 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
000000018110dd54 (__TEXT,__text) external _cblas_srotmg
00000001810a17c4 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00000001810c7c5c (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00000001810df2dc (__TEXT,__text) external _cblas_ssbmv
0000000181065cfc (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
0000000181088db4 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00000001810da174 (__TEXT,__text) external _cblas_sscal
0000000180da1a50 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
000000018107f4ac (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00000001810dfde0 (__TEXT,__text) external _cblas_sspmv
0000000181066058 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00000001810890f0 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00000001810e0480 (__TEXT,__text) external _cblas_sspr
0000000181066314 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001810893a0 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00000001810e0bd8 (__TEXT,__text) external _cblas_sspr2
0000000181066514 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
0000000181089594 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00000001810da1d4 (__TEXT,__text) external _cblas_sswap
0000000180da1ab0 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
000000018107f4fc (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00000001810dd6f8 (__TEXT,__text) external _cblas_ssymm
00000001810575cc (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00000001810880fc (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00000001810ddd58 (__TEXT,__text) external _cblas_ssymv
0000000181062dbc (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00000001810886f8 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00000001810dbee8 (__TEXT,__text) external _cblas_ssyr
0000000180ee8c80 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00000001810841c0 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00000001810dbf9c (__TEXT,__text) external _cblas_ssyr2
0000000180ee8d34 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
000000018108427c (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00000001810db148 (__TEXT,__text) external _cblas_ssyr2k
0000000180ded574 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00000001810836a0 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00000001810db4f0 (__TEXT,__text) external _cblas_ssyrk
0000000180e3b824 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00000001810839e4 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00000001810e1e30 (__TEXT,__text) external _cblas_stbmv
0000000181066780 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00000001810897e4 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00000001810e33d8 (__TEXT,__text) external _cblas_stbsv
0000000181066a48 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
0000000181089a6c (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00000001810e6944 (__TEXT,__text) external _cblas_stpmv
0000000181066d10 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
0000000181089cf4 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00000001810ea28c (__TEXT,__text) external _cblas_stpsv
0000000181067588 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
0000000181089f20 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00000001810db82c (__TEXT,__text) external _cblas_strmm
0000000180ee3708 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
0000000181083ce4 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00000001810dc080 (__TEXT,__text) external _cblas_strmv
0000000180ee8e18 (__TEXT,__text) external _cblas_strmv$NEWLAPACK
0000000181084364 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00000001810f5850 (__TEXT,__text) external _cblas_strsm
000000018107d938 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
000000018108bc10 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00000001810ddae8 (__TEXT,__text) external _cblas_strsv
0000000181061970 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001810884b4 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00000001811203ac (__TEXT,__text) external _cblas_xerbla
00000001810b314c (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00000001810d95f4 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
0000000181117400 (__TEXT,__text) external _cblas_zaxpy
00000001810aa918 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00000001810d0d60 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181117514 (__TEXT,__text) external _cblas_zcopy
00000001810aaa2c (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001810d0e68 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181117604 (__TEXT,__text) external _cblas_zdotc_sub
00000001810aab1c (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001810d0f54 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
0000000181117788 (__TEXT,__text) external _cblas_zdotu_sub
00000001810aac6c (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001810d1098 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00000001811178d8 (__TEXT,__text) external _cblas_zdrot
00000001810aadbc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00000001810d11dc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181117968 (__TEXT,__text) external _cblas_zdscal
00000001810aae4c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001810d1260 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
0000000181117fc0 (__TEXT,__text) external _cblas_zgbmv
00000001810ab304 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00000001810d16d0 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00000001811038b4 (__TEXT,__text) external _cblas_zgemm
00000001810973f4 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00000001810bde80 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
0000000181118704 (__TEXT,__text) external _cblas_zgemv
00000001810aba14 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00000001810d1dbc (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
0000000181119384 (__TEXT,__text) external _cblas_zgerc
00000001810ac694 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00000001810d2a78 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181119a6c (__TEXT,__text) external _cblas_zgeru
00000001810acd7c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001810d3158 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
000000018111a1e4 (__TEXT,__text) external _cblas_zhbmv
00000001810ad4f4 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00000001810d38c0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
0000000181104778 (__TEXT,__text) external _cblas_zhemm
00000001810982b8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00000001810beccc (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
000000018111a7d8 (__TEXT,__text) external _cblas_zhemv
00000001810adae8 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00000001810d3ecc (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
000000018111b198 (__TEXT,__text) external _cblas_zher
00000001810ae4a8 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00000001810d48bc (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
000000018111b8b0 (__TEXT,__text) external _cblas_zher2
00000001810aebc0 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00000001810d4fdc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00000001811057c4 (__TEXT,__text) external _cblas_zher2k
0000000181099304 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00000001810bfca8 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181106bac (__TEXT,__text) external _cblas_zherk
000000018109a6ec (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00000001810c0f98 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
000000018111bee0 (__TEXT,__text) external _cblas_zhpmv
00000001810af1f0 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00000001810d55ec (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
000000018111c400 (__TEXT,__text) external _cblas_zhpr
00000001810af710 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00000001810d5b18 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
000000018111c770 (__TEXT,__text) external _cblas_zhpr2
00000001810afa80 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00000001810d5e90 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181117a50 (__TEXT,__text) external _cblas_zrotg
00000001810aaf34 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001810d1340 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181117bd4 (__TEXT,__text) external _cblas_zscal
00000001810ab0b8 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00000001810d14c4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
0000000181117f4c (__TEXT,__text) external _cblas_zswap
00000001810ab290 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001810d1668 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181109550 (__TEXT,__text) external _cblas_zsymm
000000018109d090 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00000001810c3828 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
000000018110a5ac (__TEXT,__text) external _cblas_zsyr2k
000000018109e0ec (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00000001810c4814 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
000000018110b968 (__TEXT,__text) external _cblas_zsyrk
000000018109f4a8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00000001810c5a28 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
000000018111cd28 (__TEXT,__text) external _cblas_ztbmv
00000001810b0038 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00000001810d642c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
000000018111d410 (__TEXT,__text) external _cblas_ztbsv
00000001810b0720 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00000001810d6b40 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
000000018111dc7c (__TEXT,__text) external _cblas_ztpmv
00000001810b0f8c (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00000001810d73d8 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
000000018111e280 (__TEXT,__text) external _cblas_ztpsv
00000001810b1590 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00000001810d79ec (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
000000018110c630 (__TEXT,__text) external _cblas_ztrmm
00000001810a0170 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00000001810c665c (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
000000018111eefc (__TEXT,__text) external _cblas_ztrmv
00000001810b1d28 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00000001810d8194 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181107a14 (__TEXT,__text) external _cblas_ztrsm
000000018109b554 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00000001810c1d70 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
000000018111f83c (__TEXT,__text) external _cblas_ztrsv
00000001810b2668 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00000001810d8af4 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180d92fac (__TEXT,__text) external _ccopy
0000000181008874 (__TEXT,__text) external _ccopy$NEWLAPACK
00000001810874f8 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180d92fac (__TEXT,__text) external _ccopy_
0000000180d92fd4 (__TEXT,__text) external _cdotc
00000001810088b4 (__TEXT,__text) external _cdotc$NEWLAPACK
0000000181087538 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180d92fd4 (__TEXT,__text) external _cdotc_
0000000180d92ffc (__TEXT,__text) external _cdotu
00000001810088dc (__TEXT,__text) external _cdotu$NEWLAPACK
0000000181087560 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180d92ffc (__TEXT,__text) external _cdotu_
0000000180d91358 (__TEXT,__text) external _cgbmv
0000000180ddaa24 (__TEXT,__text) external _cgbmv$NEWLAPACK
000000018107fc44 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180d91358 (__TEXT,__text) external _cgbmv_
0000000180d8e27c (__TEXT,__text) external _cgemm
0000000180f42a44 (__TEXT,__text) external _cgemm$NEWLAPACK
0000000181084b14 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180d8e27c (__TEXT,__text) external _cgemm_
0000000180d9127c (__TEXT,__text) external _cgemv
0000000180dda694 (__TEXT,__text) external _cgemv$NEWLAPACK
000000018107f8cc (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180d9127c (__TEXT,__text) external _cgemv_
0000000180d91dc8 (__TEXT,__text) external _cgerc
0000000180ddac5c (__TEXT,__text) external _cgerc$NEWLAPACK
000000018107fe6c (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180d91dc8 (__TEXT,__text) external _cgerc_
0000000180d91e2c (__TEXT,__text) external _cgeru
0000000180ddad1c (__TEXT,__text) external _cgeru$NEWLAPACK
