00007ff8003291a2 (__TEXT,__text) external _NSAddImage
00007ff80032d30c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21__cxa_finalize_rangesEPK13__cxa_range_tj
00007ff80032d298 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers23pthread_key_create_freeEPm
00007ff80032d2ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers30pthread_key_create_thread_exitEPm
00007ff80032d35c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers31os_unfair_recursive_lock_unlockEP26os_unfair_recursive_lock_s
00007ff80032d34c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers42os_unfair_recursive_lock_lock_with_optionsEP26os_unfair_recursive_lock_s24os_unfair_lock_options_t
00007ff80032d3a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers44os_unfair_recursive_lock_unlock_forked_childEP26os_unfair_recursive_lock_s
00007ff80032d36a (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4exitEi
00007ff80032d254 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4freeEPv
00007ff80032d376 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6getenvEPKc
00007ff80032d246 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6mallocEm
00007ff80032d384 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7mkstempEPc
00007ff80032d23a (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7versionEv
00007ff80032a506 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache11baseAddressEv
00007ff80032ba1e (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache12localSymbolsEv
00007ff80032b994 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15forEachFilePathEU13block_pointerFvPKcE
00007ff80032b9d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15isPrivateMappedEv
00007ff80032b98a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4sizeEv
00007ff80032b980 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4uuidEv
00007ff80032ab34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals20use64BitDylibOffsetsEv
00007ff80032ab2a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals9localInfoEv
00007ff80032a4de (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11sharedCacheEv
00007ff80032a4e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image19sharedCacheVMOffsetEv
00007ff80032a03e (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapEPKvy
00007ff800331842 (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapEPKvy.cold.1
00007ff84002a0f0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN5dyld416LibSystemHelpersE
00007ff841a6d550 (__DATA,__bss) non-external __ZZN12_GLOBAL__N_115libDylAllocatorEvE9allocator
00007ff84002a2e0 (__DATA_CONST,__const) non-external __ZZN22dyld_process_info_base15copySegmentNameEPKcE11stdSegNames
00007ff84002a030 (__DATA_CONST,__const) non-external __ZZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathEPKcU13block_pointerFvPS1_EE13cacheDirPaths
00007ff800331071 (__TEXT,__text) non-external (was a private external) __ZnwmPN5dyld49AllocatorE
00007ff80032ecea (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff80032ed00 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff80032f81f (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
00007ff80032f68e (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_Pi_block_invoke
00007ff800330237 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_Pi_block_invoke
00007ff800328954 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff80032e3d1 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.3
00007ff80032f25a (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff80032f5aa (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.16
00007ff80032fd91 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800330153 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.22
00007ff80032dfd8 (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
00007ff80033160c (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff800331681 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff8003312a4 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff80033150a (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff80032a631 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff80032a58b (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff80032a935 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff80032a707 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff80032c235 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff80032c46d (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff80032c554 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff8003319a0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff80032c664 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff8003319c3 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff8003319e6 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.2
00007ff800331a09 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.3
00007ff80032bf56 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff8003289a1 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff8003303ac (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff80033034d (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff800330386 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff80032e73e (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840029f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84002a1a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84002a260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84002a570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84002a000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff84002a330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff84002a360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84002a390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff84002a3c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff84002a1d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84002a290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84002a3f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff84002a420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff84002a450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff84002a480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff84002a200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff84002a590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff84002a040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff84002a060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff84002a080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84002a2c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff84002a0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff84002a0d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff84002a5b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84002a4b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff84002a4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff84002a230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84002a5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84002a510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff84002a540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840029fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840029fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
                 (undefined) external ___bzero (from libsystem_platform)
00007ff800327f50 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff80032d210 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff80032d618 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff80032a81c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff800330308 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff80032e36e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff80032f75c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff80032a5c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80032a854 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff8003305f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff80032e3a6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80032f7ca (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff80032d6d6 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff80032d67d (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff80032dacf (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff80032d609 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff841a3af68 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff8003291db (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff8003288ac (__TEXT,__text) external __dyld_atfork_parent
00007ff800328897 (__TEXT,__text) external __dyld_atfork_prepare
00007ff8003291ef (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff8003295a4 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff80032958f (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff80032957a (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff800329544 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff800329523 (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff8003287d4 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8003280fa (__TEXT,__text) external __dyld_for_each_objc_class
00007ff800327fe5 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff800328f49 (__TEXT,__text) external __dyld_fork_child
00007ff800328080 (__TEXT,__text) external __dyld_get_image_header
00007ff800329278 (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff800328069 (__TEXT,__text) external __dyld_get_image_name
00007ff800328611 (__TEXT,__text) external __dyld_get_image_slide
00007ff800328879 (__TEXT,__text) external __dyld_get_image_uuid
00007ff8003288c1 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff800327f8b (__TEXT,__text) external __dyld_get_objc_selector
00007ff8003294c9 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff800327f70 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff8003280ac (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff80032943b (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff8003291f7 (__TEXT,__text) external __dyld_image_containing_address
00007ff800328057 (__TEXT,__text) external __dyld_image_count
00007ff80032862c (__TEXT,__text) external __dyld_images_for_addresses
00007ff80032891c (__TEXT,__text) external __dyld_initializer
00007ff800328039 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff80032941e (__TEXT,__text) external __dyld_is_objc_constant
00007ff800329409 (__TEXT,__text) external __dyld_launch_mode
00007ff8003291c7 (__TEXT,__text) external __dyld_launched_prebound
00007ff800329212 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff800329257 (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff800329233 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8003293f4 (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff8003294f9 (__TEXT,__text) external __dyld_objc_class_count
00007ff800327f2e (__TEXT,__text) external __dyld_objc_notify_register
00007ff80032950e (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8003291bf (__TEXT,__text) external __dyld_present
00007ff80032e5ee (__TEXT,__text) external __dyld_process_info_create
00007ff80032ecd6 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff80032ec95 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff80032ece0 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff80032ec59 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff80032ec40 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff80032ec7b (__TEXT,__text) external __dyld_process_info_get_platform
00007ff80032ec27 (__TEXT,__text) external __dyld_process_info_get_state
00007ff80033171a (__TEXT,__text) external __dyld_process_info_notify
00007ff800331796 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff8003317d6 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff8003317cc (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff80032ec84 (__TEXT,__text) external __dyld_process_info_release
00007ff80032ec72 (__TEXT,__text) external __dyld_process_info_retain
00007ff8003293d9 (__TEXT,__text) external __dyld_register_driverkit_main
00007ff800328003 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff800328938 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff800327dc0 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8003280e2 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff800329471 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff8003293c4 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff8003293af (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff800329456 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff800329565 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff8003294de (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800328825 (__TEXT,__text) external __tlv_atexit
00007ff800329299 (__TEXT,__text) external __tlv_bootstrap
00007ff8003288d8 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff841a6d53c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff80032885e (__TEXT,__text) external _dladdr
00007ff80032880d (__TEXT,__text) external _dlclose
00007ff8003288ed (__TEXT,__text) external _dlerror
00007ff800328145 (__TEXT,__text) external _dlopen
00007ff8003294ac (__TEXT,__text) external _dlopen_audited
00007ff80032948c (__TEXT,__text) external _dlopen_from
00007ff800328843 (__TEXT,__text) external _dlopen_preflight
00007ff80032815f (__TEXT,__text) external _dlsym
00007ff800332208 (__TEXT,__const) external _dyldVersionNumber
00007ff8003321e0 (__TEXT,__const) external _dyldVersionString
00007ff800329293 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff80032d68c (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff80032d630 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff800327fbb (__TEXT,__text) external _dyld_get_active_platform
00007ff800328902 (__TEXT,__text) external _dyld_get_base_platform
00007ff800329373 (__TEXT,__text) external _dyld_get_image_versions
00007ff800328e04 (__TEXT,__text) external _dyld_get_min_os_version
00007ff8003285e1 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff800327fa6 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff8003287f2 (__TEXT,__text) external _dyld_get_sdk_version
00007ff800328130 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff80032d738 (__TEXT,__text) external _dyld_image_content_for_section
00007ff80032d72e (__TEXT,__text) external _dyld_image_content_for_segment
00007ff80032d742 (__TEXT,__text) external _dyld_image_copy_uuid
00007ff80032d7bc (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff80032d7b2 (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff80032d7c6 (__TEXT,__text) external _dyld_image_get_installname
00007ff800328421 (__TEXT,__text) external _dyld_image_header_containing_address
00007ff80032d92d (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff8003280c7 (__TEXT,__text) external _dyld_image_path_containing_address
00007ff800329302 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff80032933a (__TEXT,__text) external _dyld_minos_at_least
00007ff800329391 (__TEXT,__text) external _dyld_need_closure
00007ff80032d3fb (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff80032d3ae (__TEXT,__text) external _dyld_process_create_for_task
00007ff80032d49a (__TEXT,__text) external _dyld_process_dispose
00007ff800328097 (__TEXT,__text) external _dyld_process_is_restricted
00007ff80032d4be (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff80032d4ec (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff80032d53a (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff80032d55e (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff80032d4e2 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff800329358 (__TEXT,__text) external _dyld_program_minos_at_least
00007ff8003285f6 (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff80032931c (__TEXT,__text) external _dyld_sdk_at_least
00007ff80032d59e (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff80032d410 (__TEXT,__text) external _dyld_shared_cache_create
00007ff80032d476 (__TEXT,__text) external _dyld_shared_cache_dispose
00007ff8003292cc (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff8003292e1 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff80032d5b9 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff80032d5c3 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff80032d7d0 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff80032d6e5 (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff80032d580 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff80032d58a (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff80032d594 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff8003292ae (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff80032d56c (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff800327fd0 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff80032d576 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff80032d7da (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff841a3af60 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff841a6d538 (__DATA,__data) non-external _features_hi32
00007ff841a6d534 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
                 (undefined) external _getenv (from libsystem_c)
00007ff841a6d540 (__DATA,__data) non-external _hasXSave
00007ff841a6d530 (__DATA,__data) non-external _inited
00007ff800328e5c (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _opendir$INODE64 (from libsystem_c)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r$INODE64 (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
00007ff80032843c (__TEXT,__text) non-external (was a private external) _tlv_get_addr
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_copy (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _vproc_swap_integer (from libxpc)
00007ff841a6d520 (__DATA,__data) external dyld_stub_binder
