00007ffb1bf6b35b (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1bf2587a (__TEXT,__text) non-external (was a private external) _MemBufferGetDataSize
00007ffb1bf2589f (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffb1bf25884 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffb1bf257eb (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffb1bf25952 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffb1bf25b7b (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffb1bf26833 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffb1bf26ae2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffb1bf26af2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffb1bf26cd8 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffb1bf271b6 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffb1bf27282 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffb1bf272be (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffb1bf23338 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffb1bf23521 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffb1bf23550 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffb1bf23567 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffb1bf2357e (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffb1bf26679 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffb1bf2674b (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffb1bf26779 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffb1bf2700a (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffb1bf270cf (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffb1bf2707d (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffb1bf27087 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffb1bf25f96 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffb1bf260bd (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffb1bf25f9f (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffb1bf26039 (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffb1bf26061 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffb1bf04fe3 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffb1bf04fb9 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffb1bf04383 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffb1befa9ff (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffb1bf17952 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffb1befa9d7 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffb1befa9c6 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffb1befa9aa (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffb1bf17936 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffb1bf06b31 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffb1bf06b0a (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffb1bf758c1 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffb1bf7589a (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffb1bf09cc0 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffb1bf09c99 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffb1bf0b8d8 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffb1bf0b929 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffb1bf16550 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffb1bf16529 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffb1bf177c7 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffb1bf1780f (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffb1bf758e8 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffb1bf75cf3 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffb1bf75e66 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffb1bf764fc (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffb1bf764a6 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffb1bf76557 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffb1bf76496 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffb1bf761a4 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffb1bf7674f (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffb1bf76109 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffb1bf76293 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffb1bf225b0 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffb1bf22588 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffb1bf23179 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffb1bf23320 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffb1bf2c085 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffb1bf2ab15 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffb1bf2aa4a (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffb1bf2a7ff (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffb1bf2a04d (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffb1bf29a58 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffb1bf29df0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffb1bf178cb (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffb1bf1784e (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffb1bf361ee (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffb1bf198ba (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffb1bf361f8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffb1bf36202 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffb1bf3621e (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffb1bf0bde4 (__TEXT,__text) non-external _RNG
00007ffb1bf71e0f (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffb1bf71c12 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffb1bf71c7f (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffb1bf00b64 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffb1bf009f7 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffb1bf00aeb (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffb1bf0c86d (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffb1bf1210a (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1bf1b63b (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1bf293de (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1bf475fe (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1bf1ae3b (__TEXT,__text) non-external _SharedArrayPush
00007ffb1bf73459 (__TEXT,__text) non-external _SharedArrayPush
00007ffb1bf1b302 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffb1bf1aad5 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffb1bf1af9e (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffb1bf1af32 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffb1bf1afb0 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffb1bf1b3a6 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffb1bf1b7b7 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffb1bf1b791 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffb1bf1b74b (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffb1bf1b7ef (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffb1bf21c7e (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffb1bf21d7f (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffb1bf21c6a (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffb1bf2227d (__TEXT,__text) non-external _StringTableCmp
00007ffb1bf21b65 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffb1bf21c3b (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffb1bf22202 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffb1bf22104 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffb1bf22275 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffb1bf21e6e (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffb1bf28444 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffb1bf28f3e (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffb1bf29713 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffb1bf294ee (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffb1bf2960f (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffb1bf70884 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffb1bf70d19 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffb1bf71063 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffb1bf71184 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffb1bf71258 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb1befa83b (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffb1befa7c0 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb408c2928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffb1bf00690 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb1bf006b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb1bf35fe3 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffb1bf14268 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffb1bf136bd (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffb1bf00b80 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffb1bf00d04 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffb1bf01fda (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffb1bf00ca3 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffb1bf273b6 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffb1bf27e30 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffb1bf430ec (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffb1bf3152d (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffb1bf31737 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffb1bf314d4 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffb1bf31270 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffb1bf03333 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffb1bf03d32 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffb1bf71e2b (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffb1bf72606 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffb1bf69662 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffb1bf49d3d (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffb1bf1cec6 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffb1bf6e924 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffb1bf6e931 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffb1bf6ea86 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffb1bf6e7f1 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffb1bf4a86c (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffb1bf70868 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffb1bf6ffe3 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffb1bf70087 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffb1bf6ff23 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffb1bf6fdc0 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffb1bf5f179 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffb1bf5e0f4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffb1bf5e662 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffb1bf5e520 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffb1bf493fe (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffb1bf48ce5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffb1bf49a42 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffb1bf48580 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffb1bf47fed (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffb1bf488b7 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffb1bf49bee (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffb1bf47c68 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffb1bf47e92 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffb1bf49b75 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffb1bf47fc4 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffb1bf5c111 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffb1bf5b580 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffb1bf5ba13 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffb1bf5b8db (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffb1bf66397 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffb1bf665f4 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffb1bf664bb (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffb1bf42a36 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffb1bf69b39 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffb1bf696c6 (__TEXT,__text) non-external _aaFileStreamClose
00007ffb1bf69b7a (__TEXT,__text) non-external _aaFileStreamFlush
00007ffb1bf6969a (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffb1bf69a53 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffb1bf69ac6 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffb1bf6997d (__TEXT,__text) non-external _aaFileStreamRead
00007ffb1bf69b46 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffb1bf69b61 (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffb1bf699e8 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffb1bf596c5 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffb1bf59a1f (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffb1bf59cde (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffb1bf581a0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffb1bf58981 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffb1bf383df (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffb1bf3831c (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffb1bf37fc8 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffb1bf38242 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffb1bf3824f (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffb1bf3825c (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffb1bf38280 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffb1bf3826e (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffb1bf6a2c7 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffb1bf6a1b7 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffb1bf6a1da (__TEXT,__text) non-external _aaMagicStreamRead
00007ffb1bf6f504 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffb1bf69ff0 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffb1bf69fb7 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffb1bf6a013 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffb1bf69fe6 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffb1bf6a62d (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffb1bf6a3b5 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffb1bf6a4dd (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffb1bf6a3c2 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffb1bf696f6 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffb1bf5fca0 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffb1bf3f72c (__TEXT,__text) non-external _add_control
00007ffb1bf06f63 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffb1bf06be4 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffb1bf1e67a (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffb1bf1d46f (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffb1bf1d141 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffb1bf1d0bf (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffb1bf1fe1c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffb1bf1f69e (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffb1bf06eda (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffb1bf06c00 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffb1bf06b66 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffb1bf06ca8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffb1bf1ea51 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffb1bf1e922 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffb1bf1e8c9 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffb1bf3cf70 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffb1bf3c0ac (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffb1bf0b98c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffb1bf0715f (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffb1bf08454 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffb1bf0714b (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffb1bf0f668 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffb1bf0e6ea (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffb1bf0e724 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffb1bf0e8f6 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffb1bf0ee89 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffb1bf0e4d0 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffb1bf17157 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffb1bf7bfa0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffb1bf06dff (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffb1bf112c2 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffb1bf112de (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffb1bf11afc (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffb1bf11ffc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffb1bf0fb08 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffb1bf10064 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffb1bf11055 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffb1bf1097d (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffb1bf1fd86 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffb1bf06b58 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffb1bf06e25 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffb1bf13ce1 (__TEXT,__text) non-external _afStreamCancel
00007ffb1bf13b3e (__TEXT,__text) non-external _afStreamClose
00007ffb1bf13ff1 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffb1bf13cf3 (__TEXT,__text) non-external _afStreamWrite
00007ffb1bf6d218 (__TEXT,__text) non-external _afscStreamCancel
00007ffb1bf6cbd2 (__TEXT,__text) non-external _afscStreamClose
00007ffb1bf6d665 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffb1bf6a785 (__TEXT,__text) non-external _afscStreamOpen
00007ffb1bf6d22a (__TEXT,__text) non-external _afscStreamWrite
00007ffb1bf5e0a8 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffb1bf5e062 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffb1befd3a1 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffb1bf35bdb (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffb1bf5aa34 (__TEXT,__text) non-external _append_field
00007ffb1bf577c0 (__TEXT,__text) non-external _applyEntryAttributes
00007ffb1bf35540 (__TEXT,__text) non-external _applyYEC
00007ffb1bf302ce (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffb1bf305d5 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffb1bf02a69 (__TEXT,__text) non-external _asyncContext
00007ffb1bf1cb69 (__TEXT,__text) non-external _asyncContext
00007ffb1bf02d86 (__TEXT,__text) non-external _asyncProgress
00007ffb1bf1ce8c (__TEXT,__text) non-external _asyncProgress
00007ffb1bf02d6e (__TEXT,__text) non-external _asyncSelect
00007ffb1bf24f19 (__TEXT,__text) non-external _bestMatchInRange
00007ffb1bf38596 (__TEXT,__text) non-external _blockGetFromCache
00007ffb1bf3843e (__TEXT,__text) non-external _blockReader
00007ffb1bf3870b (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffb1bf3a272 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffb1bf3abb7 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffb1bf3b573 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffb1bf3aa10 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffb1bf3ae1c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffb1bf3ae89 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffb1bf3a489 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffb1bf3a2c5 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffb1bf3a82a (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffb1bf3a9b1 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffb1bf77025 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
