                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
00000001920de530 (__TEXT,__text) external _NEAuditTokenForPID
00000001920d03cc (__TEXT,__text) external _ne_filter_deallocate_globals
00000001920d16d8 (__TEXT,__text) non-external _ne_filter_generate_crypto_signature
00000001920d0bfc (__TEXT,__text) external _ne_filter_get_definition
00000001d98adda0 (__DATA,__bss) non-external _ne_filter_get_definition.filter_definition
00000001d98adda8 (__DATA,__bss) non-external _ne_filter_get_definition.onceToken
00000001920d5c04 (__TEXT,__text) non-external _ne_filter_handle_input_finished
00000001920d4e90 (__TEXT,__text) non-external _ne_filter_handle_output_finished
00000001920d9048 (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
00000001920d1e54 (__TEXT,__text) non-external _ne_filter_process_verdict
00000001920dd244 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
00000001920d352c (__TEXT,__text) non-external _ne_filter_protocol_connect
00000001920da390 (__TEXT,__text) non-external _ne_filter_protocol_connected
00000001920d0f14 (__TEXT,__text) non-external _ne_filter_protocol_create
00000001920d2d34 (__TEXT,__text) non-external _ne_filter_protocol_destroy
00000001920da0d0 (__TEXT,__text) non-external _ne_filter_protocol_disconnect
00000001920d9dfc (__TEXT,__text) non-external _ne_filter_protocol_disconnected
00000001920d31ec (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
00000001920db1dc (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
00000001920d825c (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
00000001920dbd08 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
00000001920db964 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
00000001920ddf30 (__TEXT,__text) external _ne_filter_protocol_handle_message
00000001920ddcfc (__TEXT,__text) external _ne_filter_protocol_identifier
00000001d98addb8 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00000001d98addb0 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
00000001920d61f0 (__TEXT,__text) non-external _ne_filter_protocol_input_available
00000001920da830 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
00000001920db03c (__TEXT,__text) non-external _ne_filter_protocol_output_available
00000001920da564 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
00000001920dde58 (__TEXT,__text) external _ne_filter_protocol_release
00000001920dced4 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
00000001920ddd50 (__TEXT,__text) external _ne_filter_protocol_retain
00000001920d53e0 (__TEXT,__text) non-external _ne_filter_read_approved_frames
00000001920dab30 (__TEXT,__text) non-external _ne_filter_read_from_network
00000001920d0434 (__TEXT,__text) external _ne_filter_register_flow
00000001920cf2d0 (__TEXT,__text) external _ne_filter_request_connection
00000001920d4200 (__TEXT,__text) non-external _ne_filter_send_approved_frames
00000001920d019c (__TEXT,__text) external _ne_filter_send_message
00000001920d0430 (__TEXT,__text) external _ne_filter_set_test_crypto_state
00000001920d0408 (__TEXT,__text) external _ne_filter_set_test_provider_factory
00000001920d00cc (__TEXT,__text) external _ne_filter_sign_data
00000001920d02f4 (__TEXT,__text) external _ne_filter_stats_destroy
00000001920d024c (__TEXT,__text) external _ne_filter_stats_init
00000001920d0520 (__TEXT,__text) external _ne_filter_stats_report
00000001920d0978 (__TEXT,__text) external _ne_filter_stats_report_register
00000001920d0b08 (__TEXT,__text) external _ne_filter_stats_report_unregister
00000001920d2fa0 (__TEXT,__text) external _ne_filter_stats_toggle
00000001920d04a8 (__TEXT,__text) external _ne_filter_unregister_flow
00000001920cd8fc (__TEXT,__text) external _ne_force_reset_uuid_cache
00000001920c6a88 (__TEXT,__text) external _ne_get_configuration_generation
00000001d98ad7a0 (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00000001d98adc88 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00000001d98adc60 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00000001d98adc58 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00000001d98adc50 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00000001d98ad8d8 (__DATA,__bss) non-external _ne_helper_tracker_lock
00000001d98ad8e0 (__DATA,__bss) non-external _ne_helper_tracker_trie
00000001920cecdc (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00000001d4ec7ac0 (__DATA_CONST,__const) non-external _ne_necp_drop_dest_plist_paths
00000001d4ec7cb8 (__DATA_CONST,__const) non-external _ne_necp_legacy_level_to_string_mapping
00000001d4ec7bd8 (__DATA_CONST,__const) non-external _ne_necp_policy_string_to_level_mapping
00000001920c9bfc (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
00000001920c8d44 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
00000001920cb0b8 (__TEXT,__text) external _ne_session_address_matches_subnets
00000001920cd40c (__TEXT,__text) external _ne_session_agent_get_advisory
00000001920cd358 (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
00000001920c6d48 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
00000001920c6d64 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
00000001920c6d2c (__TEXT,__text) external _ne_session_app_vpn_configs_present
00000001920c7560 (__TEXT,__text) external _ne_session_cancel
00000001920cf25c (__TEXT,__text) external _ne_session_clear_caches
00000001920c6410 (__TEXT,__text) non-external _ne_session_clear_event_handler
00000001920c717c (__TEXT,__text) external _ne_session_content_filter_configs_present
00000001920cd038 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
00000001920cd244 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
00000001920cb4f4 (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
00000001920ce144 (__TEXT,__text) external _ne_session_copy_os_version_string
00000001920ca720 (__TEXT,__text) external _ne_session_copy_policy_match
00000001920cbfe4 (__TEXT,__text) external _ne_session_copy_security_session_info
00000001920cbddc (__TEXT,__text) external _ne_session_copy_socket_attributes
00000001920cef98 (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
00000001920c7208 (__TEXT,__text) external _ne_session_create
00000001920ca544 (__TEXT,__text) non-external _ne_session_create_xpc_string_from_necp_level
00000001920c6874 (__TEXT,__text) external _ne_session_disable_restrictions
00000001d98adc70 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00000001d98ad794 (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
00000001920c7198 (__TEXT,__text) external _ne_session_dns_proxy_configs_present
00000001920c71d0 (__TEXT,__text) external _ne_session_dns_settings_configs_present
00000001920c8958 (__TEXT,__text) external _ne_session_establish_ipc
00000001920c6928 (__TEXT,__text) external _ne_session_fallback_advisory
00000001d98adc78 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00000001d98ad798 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
00000001920c69dc (__TEXT,__text) external _ne_session_fallback_default
00000001d98adc80 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00000001d98ad79c (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
00000001920cd2dc (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
00000001920c8948 (__TEXT,__text) external _ne_session_get_configuration_id
00000001920cb73c (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
00000001920c7dd4 (__TEXT,__text) external _ne_session_get_info
00000001920c8324 (__TEXT,__text) external _ne_session_get_info2
00000001920c7de8 (__TEXT,__text) non-external _ne_session_get_info_with_parameters
00000001920c9b7c (__TEXT,__text) non-external _ne_session_get_necp_level_from_xpc_value
00000001920cb630 (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
00000001920c75ec (__TEXT,__text) external _ne_session_get_status
00000001920c7880 (__TEXT,__text) external _ne_session_info_type_to_string
00000001920ca5bc (__TEXT,__text) external _ne_session_initialize_necp_drop_all
00000001920c9db4 (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
00000001920c6ef0 (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
00000001d98adc90 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.enabled
00000001d98adc98 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.handler
00000001d98adca8 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.notify_lock
00000001d98ad7a4 (__DATA,__data) non-external _ne_session_is_always_on_vpn_enabled.notify_token
00000001d98adca0 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.queue
00000001920c6e88 (__TEXT,__text) external _ne_session_is_safeboot
00000001920c71ec (__TEXT,__text) external _ne_session_local_communication_configs_present
00000001920c78a8 (__TEXT,__text) external _ne_session_local_communication_send_info
00000001d98add50 (__DATA,__bss) non-external _ne_session_manager_get_info.current_info
00000001d98ad7ac (__DATA,__data) non-external _ne_session_manager_get_info.current_info_token
00000001920c66f8 (__TEXT,__text) external _ne_session_manager_get_pid
00000001920c6710 (__TEXT,__text) external _ne_session_manager_has_active_sessions
00000001920c5a7c (__TEXT,__text) external _ne_session_manager_is_running
00000001920c6c48 (__TEXT,__text) external _ne_session_on_demand_configs_present
00000001920c90f4 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array
00000001920c71b4 (__TEXT,__text) external _ne_session_path_controller_configs_present
00000001920cc270 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token
00000001920cc64c (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token_with_key
00000001920cab84 (__TEXT,__text) external _ne_session_policy_match_get_filter_unit
00000001920cab50 (__TEXT,__text) external _ne_session_policy_match_get_flow_divert_unit
00000001920caba8 (__TEXT,__text) external _ne_session_policy_match_get_scoped_interface_index
00000001920caaf4 (__TEXT,__text) external _ne_session_policy_match_get_service
00000001920cab90 (__TEXT,__text) external _ne_session_policy_match_get_service_action
00000001920caae8 (__TEXT,__text) external _ne_session_policy_match_get_service_type
00000001920cab70 (__TEXT,__text) external _ne_session_policy_match_is_drop
00000001920cab3c (__TEXT,__text) external _ne_session_policy_match_is_flow_divert
00000001920cab98 (__TEXT,__text) external _ne_session_policy_match_service_is_registered
00000001920c62e4 (__TEXT,__text) external _ne_session_release
00000001920c7454 (__TEXT,__text) external _ne_session_retain
00000001920c8338 (__TEXT,__text) external _ne_session_send_barrier
00000001920cbc98 (__TEXT,__text) external _ne_session_service_get_dns_service_id
00000001920cbbbc (__TEXT,__text) external _ne_session_service_get_dns_service_id_for_interface
00000001920cbbac (__TEXT,__text) external _ne_session_service_matches_address
00000001920cb334 (__TEXT,__text) external _ne_session_service_matches_address_for_interface
00000001920c7464 (__TEXT,__text) external _ne_session_set_event_handler
00000001920cbca0 (__TEXT,__text) external _ne_session_set_socket_attributes
00000001920ceec4 (__TEXT,__text) external _ne_session_set_socket_context_attribute
00000001920ced24 (__TEXT,__text) external _ne_session_set_socket_tracker_attributes
00000001920c67c0 (__TEXT,__text) external _ne_session_should_disable_nexus
00000001d98adc68 (__DATA,__bss) non-external _ne_session_should_disable_nexus.current_state
00000001d98ad790 (__DATA,__data) non-external _ne_session_should_disable_nexus.disable_nexus_token
00000001920c87cc (__TEXT,__text) external _ne_session_start
00000001920c8528 (__TEXT,__text) external _ne_session_start_on_behalf_of
00000001920c8700 (__TEXT,__text) external _ne_session_start_with_options
00000001920cbf94 (__TEXT,__text) external _ne_session_status_to_string
00000001920c87d4 (__TEXT,__text) external _ne_session_stop
00000001920cc258 (__TEXT,__text) external _ne_session_stop_all_with_plugin_type
00000001920cd53c (__TEXT,__text) external _ne_session_stop_reason_to_string
00000001920cbfbc (__TEXT,__text) external _ne_session_type_to_string
00000001920cb950 (__TEXT,__text) non-external _ne_session_update_cached_values
00000001920c6c40 (__TEXT,__text) external _ne_session_use_as_system_vpn
00000001920ccac4 (__TEXT,__text) non-external _ne_session_validate_flow_properties
00000001920c6d10 (__TEXT,__text) external _ne_session_vod_evaluate_connection_present
00000001920c7160 (__TEXT,__text) external _ne_session_vpn_include_all_networks_configs_present
                 (undefined) external _ne_tracker_build_cache (from libSystem)
                 (undefined) external _ne_tracker_clear_cache (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain_owner (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_app_list (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_web_list (from libSystem)
                 (undefined) external _ne_tracker_lookup_app_domains (from libSystem)
                 (undefined) external _ne_tracker_validate_domain (from libSystem)
                 (undefined) external _ne_trie_search (from libSystem)
00000001d98ad7b8 (__DATA,__data) non-external _ne_uuid_cache_changed.cache_change_token
00000001d98add80 (__DATA,__bss) non-external _ne_uuid_cache_changed.cache_generation
00000001920ca060 (__TEXT,__text) external _necp_drop_dest_copy_dest_entry_list
                 (undefined) external _necp_match_policy (from libSystem)
00000001920cac10 (__TEXT,__text) external _nehelper_copy_connection_for_delegate_class
00000001d98adcc0 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache
00000001d98add28 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache_lock
00000001920cabcc (__TEXT,__text) external _nehelper_queue
                 (undefined) external _nelog_is_debug_logging_enabled (from libSystem)
                 (undefined) external _nelog_is_info_logging_enabled (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
00000001920c60a8 (__TEXT,__text) non-external _notify_client
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _nw_context_get_globals_for_protocol (from Network)
                 (undefined) external _nw_endpoint_get_address (from Network)
                 (undefined) external _nw_endpoint_get_hostname (from Network)
                 (undefined) external _nw_endpoint_get_parent_endpoint_domain (from Network)
                 (undefined) external _nw_endpoint_get_port (from Network)
                 (undefined) external _nw_endpoint_get_type (from Network)
00000001920d1050 (__TEXT,__text) non-external _nw_filter_protocol_reset
                 (undefined) external _nw_frame_array_append (from Network)
                 (undefined) external _nw_frame_array_append_array (from Network)
                 (undefined) external _nw_frame_array_first (from Network)
                 (undefined) external _nw_frame_array_foreach (from Network)
                 (undefined) external _nw_frame_array_init (from Network)
                 (undefined) external _nw_frame_array_is_empty (from Network)
                 (undefined) external _nw_frame_array_next (from Network)
                 (undefined) external _nw_frame_array_prepend_array (from Network)
                 (undefined) external _nw_frame_array_remove (from Network)
                 (undefined) external _nw_frame_array_unclaimed_length (from Network)
                 (undefined) external _nw_frame_claim (from Network)
                 (undefined) external _nw_frame_create (from Network)
                 (undefined) external _nw_frame_finalize (from Network)
                 (undefined) external _nw_frame_get_buffer (from Network)
                 (undefined) external _nw_frame_reset (from Network)
                 (undefined) external _nw_frame_unclaimed_bytes (from Network)
                 (undefined) external _nw_frame_unclaimed_length (from Network)
                 (undefined) external _nw_parameters_copy_context (from Network)
                 (undefined) external _nw_parameters_get_data_mode (from Network)
                 (undefined) external _nw_parameters_get_e_proc_uuid (from Network)
                 (undefined) external _nw_parameters_get_effective_bundle_id (from Network)
                 (undefined) external _nw_parameters_get_ip_protocol (from Network)
                 (undefined) external _nw_parameters_get_pid (from Network)
                 (undefined) external _nw_parameters_get_proc_uuid (from Network)
                 (undefined) external _nw_parameters_get_server_mode (from Network)
                 (undefined) external _nw_parameters_get_url (from Network)
                 (undefined) external _nw_path_get_filter_unit (from Network)
                 (undefined) external _nw_protocol_definition_create_with_identifier (from Network)
                 (undefined) external _nw_protocol_definition_set_globals_allocator (from Network)
                 (undefined) external _nw_protocol_register (from Network)
                 (undefined) external _nw_protocol_set_default_one_to_one_callbacks (from Network)
                 (undefined) external _nw_queue_context_async (from Network)
                 (undefined) external _nw_release (from Network)
                 (undefined) external _nw_retain (from Network)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _proc_listallpids (from libSystem)
                 (undefined) external _proc_name (from libSystem)
                 (undefined) external _proc_pidinfo (from libSystem)
                 (undefined) external _sandbox_check (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _task_for_pid (from libSystem)
                 (undefined) external _task_get_special_port (from libSystem)
                 (undefined) external _task_info (from libSystem)
                 (undefined) external _tracker_action (from libSystem)
                 (undefined) external _uidna_close (from libicucore)
                 (undefined) external _uidna_nameToASCII_UTF8 (from libicucore)
                 (undefined) external _uidna_openUTS46 (from libicucore)
00000001920c5b8c (__TEXT,__text) non-external _update_all_session_clients
                 (undefined) external _uuid_clear (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_generate (from libSystem)
                 (undefined) external _uuid_is_null (from libSystem)
                 (undefined) external _uuid_unparse (from libSystem)
                 (undefined) external _uuid_unparse_lower (from libSystem)
                 (undefined) external _xpc_array_append_value (from libSystem)
                 (undefined) external _xpc_array_apply (from libSystem)
                 (undefined) external _xpc_array_create (from libSystem)
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_data (from libSystem)
                 (undefined) external _xpc_array_get_string (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_cancel (from libSystem)
                 (undefined) external _xpc_connection_create_from_endpoint (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_get_pid (from libSystem)
                 (undefined) external _xpc_connection_resume (from libSystem)
                 (undefined) external _xpc_connection_send_barrier (from libSystem)
                 (undefined) external _xpc_connection_send_message (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply_sync (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_connection_set_target_queue (from libSystem)
                 (undefined) external _xpc_copy (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_data_create (from libSystem)
                 (undefined) external _xpc_data_get_bytes (from libSystem)
                 (undefined) external _xpc_data_get_bytes_ptr (from libSystem)
                 (undefined) external _xpc_data_get_length (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_copy_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_audit_token (from libSystem)
                 (undefined) external _xpc_dictionary_get_bool (from libSystem)
                 (undefined) external _xpc_dictionary_get_count (from libSystem)
                 (undefined) external _xpc_dictionary_get_data (from libSystem)
                 (undefined) external _xpc_dictionary_get_dictionary (from libSystem)
                 (undefined) external _xpc_dictionary_get_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_remote_connection (from libSystem)
                 (undefined) external _xpc_dictionary_get_string (from libSystem)
                 (undefined) external _xpc_dictionary_get_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_bool (from libSystem)
                 (undefined) external _xpc_dictionary_set_data (from libSystem)
                 (undefined) external _xpc_dictionary_set_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_string_get_length (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uuid_create (from libSystem)
