00007ff8400f6df0 (__DATA,__data) external _NDR_record
00007ff8010cb024 (__TEXT,__text) external _chroot
00007ff8010dc7c7 (__TEXT,__text) external _clock_alarm
00007ff8010dc4be (__TEXT,__text) external _clock_alarm_reply
00007ff8010dc636 (__TEXT,__text) external _clock_get_attributes
00007ff8010dc525 (__TEXT,__text) external _clock_get_time
00007ff8010dc392 (__TEXT,__text) external _clock_set_attributes
00007ff8010dc2a7 (__TEXT,__text) external _clock_set_time
00007ff8010cd3cd (__TEXT,__text) external _clock_sleep
00007ff8010c9268 (__TEXT,__text) external _clock_sleep_trap
00007ff8010cd2c4 (__TEXT,__text) external _clonefile
00007ff8010cb03c (__TEXT,__text) external _clonefileat
00007ff8010cb054 (__TEXT,__text) external _close
00007ff8010c99e0 (__TEXT,__text) external _close$NOCANCEL
00007ff8010d786a (__TEXT,__text) external _coalition_create
00007ff8010d78e7 (__TEXT,__text) external _coalition_info_debug_info
00007ff8010d7973 (__TEXT,__text) external _coalition_info_pid_list
00007ff8010d78bb (__TEXT,__text) external _coalition_info_resource_usage
00007ff8010d793f (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8010d7913 (__TEXT,__text) external _coalition_info_set_name
00007ff8010d7998 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8010cb06c (__TEXT,__text) external _coalition_policy_get
00007ff8010cb084 (__TEXT,__text) external _coalition_policy_set
00007ff8010d789a (__TEXT,__text) external _coalition_reap
00007ff8010d7879 (__TEXT,__text) external _coalition_terminate
00007ff8010c9a40 (__TEXT,__text) external _connect
00007ff8010c9a58 (__TEXT,__text) external _connect$NOCANCEL
00007ff8010cb09c (__TEXT,__text) external _connectx
00007ff8010cb0b4 (__TEXT,__text) external _csops
00007ff8010cb0cc (__TEXT,__text) external _csops_audittoken
00007ff8010d7a6a (__TEXT,__text) external _csr_check
00007ff8010d7a8a (__TEXT,__text) external _csr_get_active_config
00007ff8010c9310 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8010d7c51 (__TEXT,__text) external _debug_syscall_reject
00007ff8010d7b58 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400f6de8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8010cb0e4 (__TEXT,__text) external _disconnectx
00007ff8010cd7d6 (__TEXT,__text) non-external _do_compat
00007ff8010cb0fc (__TEXT,__text) external _dup
00007ff8010cb114 (__TEXT,__text) external _dup2
00007ff8400b4ef0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400b4d80 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400b50f0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400b4dc0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400b4ec0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400b48c0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400b50c0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff8400b57d0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff8400b5740 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff8400b5680 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff8400b5090 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff8400b55c0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400b4de0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400b4d60 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff8400b4e30 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400b5570 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff8400b5510 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400b5000 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400b4e00 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400b4df8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff8400b4a90 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff8400b4f40 (__DATA_CONST,__const) non-external _err_codes_us
00007ff8400b5130 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff8400b58a0 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff8400b5220 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff8400b5600 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff8400b5820 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400b4cc0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400b5290 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8010f4010 (__TEXT,__const) non-external _err_us_sub
00007ff8400b58e0 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400f6fc8 (__DATA,__common) external _errno
00007ff8010f0085 (__TEXT,__text) external _etap_trace_thread
00007ff8010d9039 (__TEXT,__text) non-external _eth_rule_iterate
00007ff8010dd1f1 (__TEXT,__text) external _exc_server
00007ff8010dceca (__TEXT,__text) external _exc_server_routine
00007ff8010dc8c9 (__TEXT,__text) external _exception_raise
00007ff8010dca13 (__TEXT,__text) external _exception_raise_state
00007ff8010dcc66 (__TEXT,__text) external _exception_raise_state_identity
00007ff8010cb12c (__TEXT,__text) external _exchangedata
00007ff8010ce1ec (__TEXT,__text) external _exclaves_aoe_enumerate_and_setup_services
00007ff8010ce216 (__TEXT,__text) external _exclaves_aoe_get_all_service_infos
00007ff8010ce269 (__TEXT,__text) external _exclaves_aoe_message_loop
00007ff8010ce2bb (__TEXT,__text) external _exclaves_aoe_message_loop_with_service_id
00007ff8010ce1c7 (__TEXT,__text) external _exclaves_aoe_setup
00007ff8010ce240 (__TEXT,__text) external _exclaves_aoe_work_loop
00007ff8010ce292 (__TEXT,__text) external _exclaves_aoe_work_loop_with_service_id
00007ff8010cdda1 (__TEXT,__text) external _exclaves_arbitrated_buffer_copyout
00007ff8010cdd79 (__TEXT,__text) external _exclaves_arbitrated_buffer_create
00007ff8010cdd26 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff8010cdd4f (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff8010cdcfe (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff8010cdcd5 (__TEXT,__text) external _exclaves_boot
00007ff8010ce0c6 (__TEXT,__text) external _exclaves_daemon_notification_deregister
00007ff8010cdfc5 (__TEXT,__text) external _exclaves_daemon_notification_register
00007ff8010cdac1 (__TEXT,__text) external _exclaves_endpoint_call
00007ff8010cdbab (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff8010cdb7d (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff8010cde77 (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff8010cdbe6 (__TEXT,__text) external _exclaves_launch_conclave
00007ff8010cdc19 (__TEXT,__text) external _exclaves_lookup_service
00007ff8010cdbda (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff8010cdbe0 (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff8010cdbd4 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff8010cdf04 (__TEXT,__text) external _exclaves_notification_create
00007ff8010cdb54 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff8010cdb26 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff8010cddcb (__TEXT,__text) external _exclaves_sensor_create
00007ff8010cddf6 (__TEXT,__text) external _exclaves_sensor_start
00007ff8010cde4c (__TEXT,__text) external _exclaves_sensor_status
00007ff8010cde21 (__TEXT,__text) external _exclaves_sensor_stop
00007ff8010d4242 (__TEXT,__text) external _execve
00007ff8010cb144 (__TEXT,__text) external _faccessat
00007ff8010cb15c (__TEXT,__text) external _fchdir
00007ff8010cb174 (__TEXT,__text) external _fchflags
00007ff8010d2571 (__TEXT,__text) external _fchmod
00007ff8010cb18c (__TEXT,__text) external _fchmodat
00007ff8010cb1a4 (__TEXT,__text) external _fchown
00007ff8010cb1bc (__TEXT,__text) external _fchownat
00007ff8010cb1d4 (__TEXT,__text) external _fclonefileat
00007ff8010d4841 (__TEXT,__text) external _fcntl
00007ff8010d44a3 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8010cb1ec (__TEXT,__text) external _fdatasync
00007ff8010cb204 (__TEXT,__text) external _ffsctl
00007ff8010cb21c (__TEXT,__text) external _fgetattrlist
00007ff8010cb234 (__TEXT,__text) external _fgetxattr
00007ff8010cb24c (__TEXT,__text) external _fhopen
00007ff8010cb264 (__TEXT,__text) external _fileport_makefd
00007ff8010cb27c (__TEXT,__text) external _fileport_makeport
00007ff8010cb294 (__TEXT,__text) external _flistxattr
00007ff8010cb2ac (__TEXT,__text) external _flock
00007ff8010cb2c4 (__TEXT,__text) external _fmount
00007ff8010cb2dc (__TEXT,__text) external _fpathconf
00007ff8010cd5b2 (__TEXT,__text) non-external _fprintf_stderr
00007ff8010cb2f4 (__TEXT,__text) external _freadlink
00007ff8010cb30c (__TEXT,__text) external _fremovexattr
00007ff8010d7a9c (__TEXT,__text) external _fs_snapshot_create
00007ff8010d7ae6 (__TEXT,__text) external _fs_snapshot_delete
00007ff8010d7ab3 (__TEXT,__text) external _fs_snapshot_list
00007ff8010d7b43 (__TEXT,__text) external _fs_snapshot_mount
00007ff8010d7afd (__TEXT,__text) external _fs_snapshot_rename
00007ff8010d7b15 (__TEXT,__text) external _fs_snapshot_revert
00007ff8010d7b2c (__TEXT,__text) external _fs_snapshot_root
00007ff8010cb324 (__TEXT,__text) external _fsctl
00007ff8010cb33c (__TEXT,__text) external _fsetattrlist
00007ff8010cb354 (__TEXT,__text) external _fsetxattr
00007ff8010cb36c (__TEXT,__text) external _fsgetpath
00007ff8010cb384 (__TEXT,__text) external _fsgetpath_ext
00007ff8010cb39c (__TEXT,__text) external _fstat
00007ff8010cb39c (__TEXT,__text) external _fstat64
00007ff8010cb3b4 (__TEXT,__text) external _fstatat
00007ff8010cb3b4 (__TEXT,__text) external _fstatat64
00007ff8010cb3cc (__TEXT,__text) external _fstatfs
00007ff8010cb3cc (__TEXT,__text) external _fstatfs64
00007ff8010d215b (__TEXT,__text) external _fstatfs_ext
00007ff8010cb3e4 (__TEXT,__text) external _fsync
00007ff8010c9c28 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8010cb3fc (__TEXT,__text) external _ftruncate
00007ff8010cb414 (__TEXT,__text) external _funmount
00007ff8010d1b04 (__TEXT,__text) external _futimens
00007ff8010cb42c (__TEXT,__text) external _futimes
00007ff8400f6df8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8010c9c40 (__TEXT,__text) external _getattrlist
00007ff8010cb444 (__TEXT,__text) external _getattrlistat
00007ff8010cb45c (__TEXT,__text) external _getattrlistbulk
00007ff8010dbe6b (__TEXT,__text) external _getaudit
00007ff8010cb474 (__TEXT,__text) external _getaudit_addr
00007ff8010cb48c (__TEXT,__text) external _getauid
00007ff8010cb4a4 (__TEXT,__text) external _getdirentries
00007ff8010cb4bc (__TEXT,__text) external _getdirentriesattr
00007ff8010cb4d4 (__TEXT,__text) external _getdtablesize
00007ff8010cb4ec (__TEXT,__text) external _getegid
00007ff8010cb504 (__TEXT,__text) external _getentropy
00007ff8010cb51c (__TEXT,__text) external _geteuid
00007ff8010cb534 (__TEXT,__text) external _getfh
00007ff8010cb54c (__TEXT,__text) external _getfsstat
00007ff8010cb54c (__TEXT,__text) external _getfsstat64
00007ff8010cb564 (__TEXT,__text) external _getgid
00007ff8010cb57c (__TEXT,__text) external _getgroups
00007ff8010d170c (__TEXT,__text) external _gethostuuid
00007ff8010cf52f (__TEXT,__text) external _getiopolicy_np
00007ff8010cb594 (__TEXT,__text) external _getitimer
00007ff8010c9ca0 (__TEXT,__text) external _getpeername
00007ff8010cb5ac (__TEXT,__text) external _getpgid
00007ff8010cb5c4 (__TEXT,__text) external _getpgrp
00007ff8010c9cb8 (__TEXT,__text) external _getpid
00007ff8010cb5dc (__TEXT,__text) external _getppid
00007ff8010cb5f4 (__TEXT,__text) external _getpriority
00007ff8010d4a50 (__TEXT,__text) external _getrlimit
00007ff8010cb60c (__TEXT,__text) external _getrusage
00007ff8010c9d04 (__TEXT,__text) external _getsgroups_np
00007ff8010cb624 (__TEXT,__text) external _getsid
00007ff8010c9d1c (__TEXT,__text) external _getsockname
00007ff8010cb63c (__TEXT,__text) external _getsockopt
00007ff8010cb654 (__TEXT,__text) external _getuid
00007ff8010c9d8c (__TEXT,__text) external _getwgroups_np
00007ff8010cb66c (__TEXT,__text) external _getxattr
00007ff8010cb684 (__TEXT,__text) external _grab_pgo_data
00007ff8010cb69c (__TEXT,__text) external _graftdmg
00007ff8010cb6b4 (__TEXT,__text) external _guarded_close_np
00007ff8010cb6cc (__TEXT,__text) external _guarded_kqueue_np
00007ff8010cd672 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8010dc19f (__TEXT,__text) external _guarded_open_np
00007ff8010cb6e4 (__TEXT,__text) external _guarded_pwrite_np
00007ff8010cb6fc (__TEXT,__text) external _guarded_write_np
00007ff8010cb714 (__TEXT,__text) external _guarded_writev_np
00007ff8010f8a00 (__TEXT,__cstring) non-external _hex
00007ff8010cd72c (__TEXT,__text) external _host_check_multiuser_mode
00007ff8010cd732 (__TEXT,__text) external _host_create_mach_voucher
00007ff8010c9280 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8010dd6ea (__TEXT,__text) external _host_default_memory_manager
00007ff8010dee1b (__TEXT,__text) external _host_get_UNDServer
00007ff8010cd715 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8010dd26e (__TEXT,__text) external _host_get_boot_info
00007ff8010ddcb4 (__TEXT,__text) external _host_get_clock_control
00007ff8010dfbcc (__TEXT,__text) external _host_get_clock_service
00007ff8010de491 (__TEXT,__text) external _host_get_exception_ports
00007ff8010dfaaa (__TEXT,__text) external _host_get_io_main
00007ff8010cd77e (__TEXT,__text) external _host_get_io_master
00007ff8010cd726 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8010de160 (__TEXT,__text) external _host_get_special_port
00007ff8010df36f (__TEXT,__text) external _host_info
00007ff8010df555 (__TEXT,__text) external _host_kernel_version
00007ff8010e061d (__TEXT,__text) external _host_lockgroup_info
00007ff8010cd9dd (__TEXT,__text) external _host_page_size
00007ff8010dd504 (__TEXT,__text) external _host_priv_statistics
00007ff8010df95a (__TEXT,__text) external _host_processor_info
00007ff8010debf3 (__TEXT,__text) external _host_processor_set_priv
00007ff8010deab1 (__TEXT,__text) external _host_processor_sets
00007ff8010ddb72 (__TEXT,__text) external _host_processors
00007ff8010dd416 (__TEXT,__text) external _host_reboot
00007ff8010e0d6c (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8010e0ed0 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8010e051f (__TEXT,__text) external _host_request_notification
00007ff8010df0e1 (__TEXT,__text) external _host_security_create_task_token
00007ff8010df25c (__TEXT,__text) external _host_security_set_task_token
00007ff8010cf329 (__TEXT,__text) external _host_self
00007ff8010c9124 (__TEXT,__text) external _host_self_trap
00007ff8010ded1f (__TEXT,__text) external _host_set_UNDServer
00007ff8010e1018 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8010de38b (__TEXT,__text) external _host_set_exception_ports
00007ff8010e12e5 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8010de28d (__TEXT,__text) external _host_set_special_port
00007ff8010e0339 (__TEXT,__text) external _host_statistics
00007ff8010e076a (__TEXT,__text) external _host_statistics64
00007ff8010de710 (__TEXT,__text) external _host_swap_exception_ports
00007ff8010dfe3f (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8010cc314 (__TEXT,__text) external _i386_get_ldt
00007ff8010cc328 (__TEXT,__text) external _i386_set_ldt
00007ff8400f6dd0 (__DATA,__data) external _important_boost_assertion_token
00007ff8010d8f94 (__TEXT,__text) non-external _inet_rule_iterate
00007ff8400b6360 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8010cd51d (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400f6dc0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8010cd488 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400f6db8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8010cd3f3 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400f6db0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8010d4ac0 (__TEXT,__text) external _ioctl
00007ff8010cb72c (__TEXT,__text) external _issetugid
00007ff8010cb744 (__TEXT,__text) external _kas_info
00007ff8010d7d0a (__TEXT,__text) external _kdebug_is_enabled
00007ff8010d7ea4 (__TEXT,__text) external _kdebug_signpost
00007ff8010d7f47 (__TEXT,__text) external _kdebug_signpost_end
00007ff8010d7eac (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8010d7f3b (__TEXT,__text) external _kdebug_signpost_start
00007ff8010d7d67 (__TEXT,__text) external _kdebug_timestamp
00007ff8010d7da2 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8010d7dbc (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8010d7dd6 (__TEXT,__text) external _kdebug_trace
00007ff8010d7e2f (__TEXT,__text) external _kdebug_trace_string
00007ff8010d7ca3 (__TEXT,__text) external _kdebug_typefilter
00007ff8400f6f80 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff8010d7d54 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8010cb75c (__TEXT,__text) external _kevent
00007ff8010cb774 (__TEXT,__text) external _kevent64
00007ff8010cb78c (__TEXT,__text) external _kevent_id
00007ff8010cb7a4 (__TEXT,__text) external _kevent_qos
00007ff8010def3d (__TEXT,__text) external _kext_request
00007ff8010d785b (__TEXT,__text) external _kill
00007ff8010ddffd (__TEXT,__text) external _kmod_control
00007ff8010ddde5 (__TEXT,__text) external _kmod_create
00007ff8010ddf0f (__TEXT,__text) external _kmod_destroy
00007ff8010dfcfd (__TEXT,__text) external _kmod_get_info
00007ff8010dbf2f (__TEXT,__text) external _kpersona_alloc
00007ff8010dbf8b (__TEXT,__text) external _kpersona_dealloc
00007ff8010dc07a (__TEXT,__text) external _kpersona_find
00007ff8010dc116 (__TEXT,__text) external _kpersona_find_by_type
00007ff8010dbfbb (__TEXT,__text) external _kpersona_get
00007ff8010dbfe8 (__TEXT,__text) external _kpersona_getpath
00007ff8010dc018 (__TEXT,__text) external _kpersona_info
00007ff8010dbf5d (__TEXT,__text) external _kpersona_palloc
00007ff8010dc049 (__TEXT,__text) external _kpersona_pidinfo
00007ff8010cb7bc (__TEXT,__text) external _kqueue
00007ff8010c9ec4 (__TEXT,__text) external _lchown
00007ff8010cb7d4 (__TEXT,__text) external _ledger
00007ff8010cb7ec (__TEXT,__text) external _link
00007ff8010cb804 (__TEXT,__text) external _linkat
00007ff8010cb81c (__TEXT,__text) external _lio_listio
00007ff8010c9edc (__TEXT,__text) external _listen
00007ff8010cb834 (__TEXT,__text) external _listxattr
00007ff8010ea992 (__TEXT,__text) external _lock_set_create
00007ff8010eaabf (__TEXT,__text) external _lock_set_destroy
00007ff8010d256c (__TEXT,__text) external _log_data_as_kernel
00007ff8010c9f0c (__TEXT,__text) external _lseek
00007ff8010cb84c (__TEXT,__text) external _lstat
00007ff8010cb84c (__TEXT,__text) external _lstat64
00007ff8010c9000 (__TEXT,__text) external _mach_absolute_time
00007ff8010d16f4 (__TEXT,__text) external _mach_approximate_time
00007ff8010d177c (__TEXT,__text) external _mach_boottime_usec
00007ff8010cd380 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8010cd35b (__TEXT,__text) external _mach_continuous_time
00007ff8010cd958 (__TEXT,__text) external _mach_error
00007ff8400f6f98 (__DATA,__common) external _mach_error_full_diag
00007ff8010cd941 (__TEXT,__text) external _mach_error_string
00007ff8010cd84d (__TEXT,__text) non-external _mach_error_string_int
00007ff8010cd783 (__TEXT,__text) external _mach_error_type
00007ff8010f3227 (__TEXT,__text) external _mach_eventlink_associate
00007ff8010f2fea (__TEXT,__text) external _mach_eventlink_create
00007ff8010f3143 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8010f3338 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8010d1a8d (__TEXT,__text) external _mach_eventlink_signal
00007ff8010d1ad0 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8010d1a9c (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8010c91c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff8010d46b4 (__TEXT,__text) external _mach_get_times
00007ff8010cf6ee (__TEXT,__text) external _mach_host_self
00007ff8010cc787 (__TEXT,__text) external _mach_host_special_port_description
00007ff8400b4720 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8010cc7c9 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400f6c30 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8010cd9ea (__TEXT,__text) external _mach_init
00007ff8400f6f50 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff8010cda07 (__TEXT,__text) non-external _mach_init_doit
00007ff8010e640c (__TEXT,__text) external _mach_make_memory_entry
00007ff8010f2374 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8010f2c59 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8010f2ea8 (__TEXT,__text) external _mach_memory_entry_get_page_counts
00007ff8010f2da6 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8010f2b29 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8010e1106 (__TEXT,__text) external _mach_memory_info
00007ff8010e1a0a (__TEXT,__text) external _mach_memory_info_redacted
00007ff8010df80e (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8010e01ed (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8010ce41d (__TEXT,__text) external _mach_msg
00007ff8010ce2e4 (__TEXT,__text) external _mach_msg2_internal
00007ff8010c91f0 (__TEXT,__text) external _mach_msg2_trap
00007ff8010ce727 (__TEXT,__text) external _mach_msg_destroy
00007ff8010ce864 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8010ce436 (__TEXT,__text) external _mach_msg_overwrite
00007ff8010c913c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8010cef37 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8010cef2d (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8010cef71 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8010cef80 (__TEXT,__text) external _mach_msg_priority_qos
00007ff8010cef8f (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8010ce6ff (__TEXT,__text) external _mach_msg_receive
00007ff8010ce6d8 (__TEXT,__text) external _mach_msg_send
00007ff8010cebdf (__TEXT,__text) external _mach_msg_server
00007ff8010ceb9b (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8010cef1b (__TEXT,__text) external _mach_msg_server_importance
00007ff8010ce928 (__TEXT,__text) external _mach_msg_server_once
00007ff8010c9130 (__TEXT,__text) external _mach_msg_trap
00007ff8010e76eb (__TEXT,__text) external _mach_notify_dead_name
00007ff8010e763f (__TEXT,__text) external _mach_notify_no_senders
00007ff8010e757e (__TEXT,__text) external _mach_notify_port_deleted
00007ff8010e75df (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8010e76a0 (__TEXT,__text) external _mach_notify_send_once
00007ff8010db0ef (__TEXT,__text) external _mach_port_allocate
00007ff8010db31b (__TEXT,__text) external _mach_port_allocate_full
00007ff8010db0ea (__TEXT,__text) external _mach_port_allocate_name
00007ff8010db316 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8010db733 (__TEXT,__text) external _mach_port_assert_attributes
00007ff8010db610 (__TEXT,__text) external _mach_port_construct
00007ff8010db136 (__TEXT,__text) external _mach_port_deallocate
00007ff8010db131 (__TEXT,__text) external _mach_port_destroy
00007ff8010db3ae (__TEXT,__text) external _mach_port_destruct
00007ff8010db51d (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8010db596 (__TEXT,__text) external _mach_port_extract_member
00007ff8010db2a6 (__TEXT,__text) external _mach_port_extract_right
00007ff8010db2b0 (__TEXT,__text) external _mach_port_get_attributes
00007ff8010db5d6 (__TEXT,__text) external _mach_port_get_context
00007ff8010db161 (__TEXT,__text) external _mach_port_get_refs
00007ff8010db72e (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8010db1b3 (__TEXT,__text) external _mach_port_get_set_status
00007ff8010db325 (__TEXT,__text) external _mach_port_get_srights
00007ff8010db655 (__TEXT,__text) external _mach_port_guard
00007ff8010db71f (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8010db556 (__TEXT,__text) external _mach_port_insert_member
00007ff8010db263 (__TEXT,__text) external _mach_port_insert_right
00007ff8010db729 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8010db522 (__TEXT,__text) external _mach_port_kernel_object
00007ff8010db606 (__TEXT,__text) external _mach_port_kobject
00007ff8010db60b (__TEXT,__text) external _mach_port_kobject_description
00007ff8010db166 (__TEXT,__text) external _mach_port_mod_refs
00007ff8010db1b8 (__TEXT,__text) external _mach_port_move_member
00007ff8010db09e (__TEXT,__text) external _mach_port_names
00007ff8010db1a9 (__TEXT,__text) external _mach_port_peek
00007ff8010db0e5 (__TEXT,__text) external _mach_port_rename
00007ff8010db1f8 (__TEXT,__text) external _mach_port_request_notification
00007ff8010db311 (__TEXT,__text) external _mach_port_set_attributes
00007ff8010db601 (__TEXT,__text) external _mach_port_set_context
00007ff8010db1ae (__TEXT,__text) external _mach_port_set_mscount
00007ff8010db2ab (__TEXT,__text) external _mach_port_set_seqno
00007ff8010db32f (__TEXT,__text) external _mach_port_space_basic_info
00007ff8010db32a (__TEXT,__text) external _mach_port_space_info
00007ff8010db724 (__TEXT,__text) external _mach_port_swap_guard
00007ff8010db0a3 (__TEXT,__text) external _mach_port_type
00007ff8010db698 (__TEXT,__text) external _mach_port_unguard
00007ff8010d182a (__TEXT,__text) external _mach_ports_lookup
00007ff8010d17c6 (__TEXT,__text) external _mach_ports_register
00007ff8010c9100 (__TEXT,__text) external _mach_reply_port
00007ff8010cf768 (__TEXT,__text) external _mach_right_recv_construct
00007ff8010cf815 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8010cf876 (__TEXT,__text) external _mach_right_send_create
00007ff8010cf9cb (__TEXT,__text) external _mach_right_send_once_consume
00007ff8010cf97d (__TEXT,__text) external _mach_right_send_once_create
00007ff8010cf904 (__TEXT,__text) external _mach_right_send_release
00007ff8010cf8b8 (__TEXT,__text) external _mach_right_send_retain
00007ff8010db436 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8010db4c7 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8010d178a (__TEXT,__text) external _mach_task_is_self
00007ff8010cf6f3 (__TEXT,__text) external _mach_task_self
00007ff8400f7628 (__DATA,__common) external _mach_task_self_
00007ff8010cc79d (__TEXT,__text) external _mach_task_special_port_description
00007ff8400b4840 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8010cc863 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400f6d30 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8010cf6f8 (__TEXT,__text) external _mach_thread_self
00007ff8010cc7b3 (__TEXT,__text) external _mach_thread_special_port_description
00007ff8400b48a0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8010cc874 (__TEXT,__text) external _mach_thread_special_port_for_id
