00007ffa427457b0 (__DATA,__bss) non-external _SVC_REQ_KEY
00007ffa0c315f83 (__TEXT,__text) non-external _makefd_xprt.cold.2
00007ffa0c316031 (__TEXT,__text) non-external _makefd_xprt.cold.3
00007ffa0c3160df (__TEXT,__text) non-external _makefd_xprt.cold.4
00007ffa0c31617a (__TEXT,__text) non-external _makefd_xprt.cold.5
                 (undefined) external _malloc (from libSystem)
00007ffa0c304ba4 (__TEXT,__text) non-external _marshal_new_auth
00007ffa0c313b47 (__TEXT,__text) non-external _marshal_new_auth.cold.1
00007ffa42745240 (__DATA,__data) non-external _maxgrplist
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkstemps (from libSystem)
00007ffa40c92f00 (__DATA_CONST,__const) non-external _nc_tab
00007ffa40c92e10 (__DATA_CONST,__const) non-external _netids
00007ffa0c318670 (__TEXT,__const) external _oncrpcVersionNumber
00007ffa0c318640 (__TEXT,__const) external _oncrpcVersionString
00007ffa427455a8 (__DATA,__data) non-external _oncrpc_xprt_init
                 (undefined) external _open (from libSystem)
00007ffa0c31055c (__TEXT,__text) non-external (was a private external) _open_socket
00007ffa427451f0 (__DATA,__data) non-external _ops
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pipe (from libSystem)
00007ffa42745310 (__DATA,__data) non-external _pmap_addrs
00007ffa0c309304 (__TEXT,__text) non-external _pmap_bcastrecv
00007ffa0c30866a (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00007ffa0c30907b (__TEXT,__text) non-external _pmap_mcastrecv
                 (undefined) external _poll (from libSystem)
00007ffa427454f8 (__DATA,__data) non-external _poll_timeout
00007ffa42745710 (__DATA,__data) non-external (was a private external) _portmap_netid
00007ffa427457a0 (__DATA,__bss) non-external _proglst
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_getugid_np (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_set_qos_class_self_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_setugid_np (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa0c3071a4 (__TEXT,__text) non-external _readstrm
00007ffa0c30bbe0 (__TEXT,__text) non-external _readstrm
00007ffa0c316384 (__TEXT,__text) non-external _readstrm.cold.1
00007ffa0c316432 (__TEXT,__text) non-external _readstrm.cold.2
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
00007ffa0c3105f1 (__TEXT,__text) non-external (was a private external) _recvfrom_and_to
00007ffa0c3181be (__TEXT,__text) non-external _recvfrom_and_to.cold.1
                 (undefined) external _recvmsg (from libSystem)
00007ffa0c30bb49 (__TEXT,__text) non-external _rendezvous_abort_freeargs
00007ffa0c30bb39 (__TEXT,__text) non-external _rendezvous_abort_getargs
00007ffa0c30bb41 (__TEXT,__text) non-external _rendezvous_abort_reply
00007ffa0c30bb51 (__TEXT,__text) non-external _rendezvous_destroy
00007ffa0c30b9d0 (__TEXT,__text) non-external _rendezvous_request
00007ffa0c316228 (__TEXT,__text) non-external _rendezvous_request.cold.1
00007ffa0c30bb2e (__TEXT,__text) non-external _rendezvous_stat
00007ffa0c305295 (__TEXT,__text) external _reply_addr_cache_create
00007ffa0c3052ed (__TEXT,__text) external _reply_addr_cache_destroy
00007ffa42745350 (__DATA,__data) non-external _reply_dscrm
00007ffa0c31135c (__TEXT,__text) non-external _reset_if_addr_cache
00007ffa0c306503 (__TEXT,__text) non-external _rpc_createerr_destroy
00007ffa42745770 (__DATA,__bss) non-external _rpc_createerr_key
00007ffa42745248 (__DATA,__data) non-external _rpc_createerr_once
00007ffa40c92b30 (__DATA_CONST,__const) non-external _rpc_errlist
00007ffa42745328 (__DATA,__data) non-external _rpc_multicast
00007ffa42745300 (__DATA,__data) non-external _rpcb_addrs
00007ffa0c308e4d (__TEXT,__text) non-external _rpcb_mcastrecv
00007ffa0c312f4a (__TEXT,__text) non-external _rpcbind_getaddr_generic
00007ffa0c31082d (__TEXT,__text) non-external _search_local_ifaddr_cache
                 (undefined) external _sendto (from libSystem)
00007ffa42745380 (__DATA,__data) non-external _server_ops
00007ffa0c30f1c7 (__TEXT,__text) non-external _set_input_fragment
00007ffa0c311246 (__TEXT,__text) non-external (was a private external) _set_local_ephemeral_sockname
00007ffa427456b0 (__DATA,__data) non-external _set_retry_timeout
00007ffa42745718 (__DATA,__data) non-external _set_retry_timeout
00007ffa427456c0 (__DATA,__data) non-external _set_total_timeout
00007ffa42745728 (__DATA,__data) non-external _set_total_timeout
                 (undefined) external _setsockopt (from libSystem)
00007ffa0c30f16a (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _sleep (from libSystem)
00007ffa0c306411 (__TEXT,__text) non-external _slprintf
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ffa42745298 (__DATA,__data) non-external _strm_ops
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ffa42745788 (__DATA,__bss) non-external _svc_active_threads
00007ffa0c30d126 (__TEXT,__text) non-external (was a private external) _svc_armxprt
00007ffa0c317410 (__TEXT,__text) non-external _svc_armxprt.cold.1
00007ffa0c3174be (__TEXT,__text) non-external _svc_armxprt.cold.2
00007ffa0c317547 (__TEXT,__text) non-external _svc_armxprt.cold.3
00007ffa0c30d2c4 (__TEXT,__text) non-external (was a private external) _svc_clear_kq_control
00007ffa0c30ac8a (__TEXT,__text) non-external _svc_complete
00007ffa427458d4 (__DATA,__common) non-external (was a private external) _svc_cred_switch
00007ffa42745408 (__DATA,__data) non-external _svc_exit_cond
00007ffa4274578c (__DATA,__bss) non-external _svc_exit_flag
00007ffa0c30d675 (__TEXT,__text) non-external (was a private external) _svc_get_thread_req
00007ffa427457a8 (__DATA,__bss) non-external _svc_head
00007ffa0c30d2b8 (__TEXT,__text) non-external (was a private external) _svc_kq_control
00007ffa42745508 (__DATA,__data) non-external (was a private external) _svc_listen_backlog
00007ffa427453b0 (__DATA,__data) non-external (was a private external) _svc_max_threads
00007ffa427453b4 (__DATA,__data) non-external (was a private external) _svc_min_threads
00007ffa427453b8 (__DATA,__data) non-external (was a private external) _svc_nreq
00007ffa0c30cffc (__TEXT,__text) non-external _svc_oncrpc_start
00007ffa0c317206 (__TEXT,__text) non-external _svc_oncrpc_start.cold.1
00007ffa0c3172b4 (__TEXT,__text) non-external _svc_oncrpc_start.cold.2
00007ffa0c317362 (__TEXT,__text) non-external _svc_oncrpc_start.cold.3
00007ffa427454c8 (__DATA,__data) non-external _svc_poll_cond
00007ffa42745488 (__DATA,__data) non-external _svc_poll_lock
00007ffa42745790 (__DATA,__bss) non-external _svc_polling
00007ffa0c30d33e (__TEXT,__text) non-external (was a private external) _svc_rearmxprt
00007ffa0c317744 (__TEXT,__text) non-external _svc_rearmxprt.cold.1
00007ffa0c3177e5 (__TEXT,__text) non-external _svc_rearmxprt.cold.2
00007ffa0c317893 (__TEXT,__text) non-external _svc_rearmxprt.cold.3
00007ffa427455c0 (__DATA,__data) non-external _svc_register_lock
00007ffa0c30d6ac (__TEXT,__text) external _svc_req_clone
00007ffa0c30d7d3 (__TEXT,__text) external _svc_req_destroy
00007ffa0c30d225 (__TEXT,__text) non-external (was a private external) _svc_rmxprt
00007ffa0c3175e8 (__TEXT,__text) non-external _svc_rmxprt.cold.1
00007ffa427453c0 (__DATA,__data) non-external (was a private external) _svc_stack_size
00007ffa0c30a521 (__TEXT,__text) non-external _svc_start_threads
00007ffa0c30a4ce (__TEXT,__text) non-external _svc_thread
00007ffa0c30ac0a (__TEXT,__text) non-external _svc_thread_exit
00007ffa427453c8 (__DATA,__data) non-external _svc_thread_lock
00007ffa427458c8 (__DATA,__common) non-external (was a private external) _svc_thread_qos_class
00007ffa427458cc (__DATA,__common) non-external (was a private external) _svc_thread_relative_priority
00007ffa0c30d472 (__TEXT,__text) non-external (was a private external) _svc_unarmxprt
00007ffa0c317934 (__TEXT,__text) non-external _svc_unarmxprt.cold.1
00007ffa0c3179bd (__TEXT,__text) non-external _svc_unarmxprt.cold.2
00007ffa42745438 (__DATA,__data) non-external _svc_workq_lock
00007ffa0c30ccda (__TEXT,__text) non-external (was a private external) _svc_xprt_create
00007ffa0c3170aa (__TEXT,__text) non-external _svc_xprt_create.cold.1
00007ffa0c317158 (__TEXT,__text) non-external _svc_xprt_create.cold.2
00007ffa0c30ce9c (__TEXT,__text) non-external (was a private external) _svc_xprt_destroy
00007ffa40c92cd0 (__DATA_CONST,__const) non-external _svcauthsw
00007ffa0c30a40a (__TEXT,__text) non-external _svcraw_destroy
00007ffa0c30a402 (__TEXT,__text) non-external _svcraw_freeargs
00007ffa0c30a3f2 (__TEXT,__text) non-external _svcraw_getargs
00007ffa0c30a3df (__TEXT,__text) non-external _svcraw_recv
00007ffa0c30a3fa (__TEXT,__text) non-external _svcraw_reply
00007ffa0c30a3e7 (__TEXT,__text) non-external _svcraw_stat
00007ffa0c30bb8a (__TEXT,__text) non-external _svcstrm_destroy
00007ffa0c3162d6 (__TEXT,__text) non-external _svcstrm_destroy.cold.1
00007ffa0c30b2c2 (__TEXT,__text) non-external _svcstrm_domain_create
00007ffa0c3156e9 (__TEXT,__text) non-external _svcstrm_domain_create.cold.1
00007ffa0c315797 (__TEXT,__text) non-external _svcstrm_domain_create.cold.2
00007ffa0c315845 (__TEXT,__text) non-external _svcstrm_domain_create.cold.3
00007ffa0c30c216 (__TEXT,__text) non-external _svcstrm_freeargs
00007ffa0c30c0ca (__TEXT,__text) non-external _svcstrm_getargs
00007ffa42745540 (__DATA,__data) non-external _svcstrm_op
00007ffa0c30befd (__TEXT,__text) non-external _svcstrm_recv
00007ffa0c31657b (__TEXT,__text) non-external _svcstrm_recv.cold.1
00007ffa0c316616 (__TEXT,__text) non-external _svcstrm_recv.cold.2
00007ffa0c3166c4 (__TEXT,__text) non-external _svcstrm_recv.cold.3
00007ffa42745510 (__DATA,__data) non-external _svcstrm_rendezvous_op
00007ffa0c30c162 (__TEXT,__text) non-external _svcstrm_reply
00007ffa0c31675f (__TEXT,__text) non-external _svcstrm_reply.cold.1
00007ffa0c30c06e (__TEXT,__text) non-external _svcstrm_stat
00007ffa0c30b448 (__TEXT,__text) external _svcticots_create
00007ffa0c30b452 (__TEXT,__text) external _svcticotsord_create
00007ffa0c3158f3 (__TEXT,__text) non-external _svcticotsord_create.cold.1
00007ffa0c3159a1 (__TEXT,__text) non-external _svcticotsord_create.cold.2
00007ffa0c315a4f (__TEXT,__text) non-external _svcticotsord_create.cold.3
00007ffa0c315ae3 (__TEXT,__text) non-external _svcticotsord_create.cold.4
00007ffa0c315b82 (__TEXT,__text) non-external _svcticotsord_create.cold.5
00007ffa0c315c1d (__TEXT,__text) non-external _svcticotsord_create.cold.6
00007ffa0c315ccb (__TEXT,__text) non-external _svcticotsord_create.cold.7
00007ffa0c315d79 (__TEXT,__text) non-external _svcticotsord_create.cold.8
00007ffa0c315e27 (__TEXT,__text) non-external _svcticotsord_create.cold.9
00007ffa0c30cc7c (__TEXT,__text) non-external _svcudp_destroy
00007ffa0c316ffc (__TEXT,__text) non-external _svcudp_destroy.cold.1
00007ffa0c30cc5c (__TEXT,__text) non-external _svcudp_freeargs
00007ffa0c30c890 (__TEXT,__text) non-external _svcudp_getargs
00007ffa42745570 (__DATA,__data) non-external _svcudp_op
00007ffa0c30c562 (__TEXT,__text) non-external _svcudp_recv
00007ffa0c316c21 (__TEXT,__text) non-external _svcudp_recv.cold.1
00007ffa0c316ccf (__TEXT,__text) non-external _svcudp_recv.cold.2
00007ffa0c30c90e (__TEXT,__text) non-external _svcudp_reply
00007ffa0c316d7d (__TEXT,__text) non-external _svcudp_reply.cold.1
00007ffa0c316e18 (__TEXT,__text) non-external _svcudp_reply.cold.2
00007ffa0c316eb3 (__TEXT,__text) non-external _svcudp_reply.cold.3
00007ffa0c316f4e (__TEXT,__text) non-external _svcudp_reply.cold.4
00007ffa0c30c885 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libSystem)
00007ffa0c306514 (__TEXT,__text) non-external _tsd_init_buf
00007ffa0c314084 (__TEXT,__text) non-external _tsd_init_buf.cold.1
00007ffa0c305edd (__TEXT,__text) non-external _tsd_init_rpc_createerr
00007ffa0c313e8f (__TEXT,__text) non-external _tsd_init_rpc_createerr.cold.1
00007ffa427452c8 (__DATA,__data) non-external _udp_ops
00007ffa0c310f5e (__TEXT,__text) non-external _ugetport
00007ffa0c30ae56 (__TEXT,__text) non-external _universal
00007ffa0c315093 (__TEXT,__text) non-external _universal.cold.1
00007ffa0c31512e (__TEXT,__text) non-external _universal.cold.2
00007ffa0c3151c2 (__TEXT,__text) non-external _universal.cold.3
                 (undefined) external _unlink (from libSystem)
00007ffa427456d0 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42745738 (__DATA,__data) non-external _unset_retry_timeout
00007ffa427456e0 (__DATA,__data) non-external _unset_total_timeout
00007ffa42745748 (__DATA,__data) non-external _unset_total_timeout
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007ffa0c30d2ec (__TEXT,__text) non-external _wakeup_kq
00007ffa0c317696 (__TEXT,__text) non-external _wakeup_kq.cold.1
                 (undefined) external _warnx (from libSystem)
00007ffa42745478 (__DATA,__data) non-external _workq
                 (undefined) external _write (from libSystem)
00007ffa0c3072a7 (__TEXT,__text) non-external _writestrm
00007ffa0c30bda1 (__TEXT,__text) non-external _writestrm
00007ffa0c3164cd (__TEXT,__text) non-external _writestrm.cold.1
00007ffa0c30f761 (__TEXT,__text) non-external _x_destroy
00007ffa0c30f750 (__TEXT,__text) non-external _x_getpostn
00007ffa0c30f6e0 (__TEXT,__text) non-external _x_inline
00007ffa0c30f6d2 (__TEXT,__text) non-external _x_putbytes
00007ffa0c30f6c3 (__TEXT,__text) non-external _x_putlong
00007ffa0c30f759 (__TEXT,__text) non-external _x_setpostn
00007ffa0c309f84 (__TEXT,__text) non-external _xdr_accepted_reply
00007ffa0c3094d8 (__TEXT,__text) non-external _xdr_callit_args
00007ffa0c30e7ce (__TEXT,__text) non-external (was a private external) _xdr_is_memstream
00007ffa0c30f484 (__TEXT,__text) non-external (was a private external) _xdr_is_recstream
00007ffa0c30965e (__TEXT,__text) non-external _xdr_pmapcallres
00007ffa0c30a013 (__TEXT,__text) non-external _xdr_rejected_reply
00007ffa0c309555 (__TEXT,__text) non-external _xdr_rmt3callres
00007ffa0c30feae (__TEXT,__text) external _xdr_vmbytes
00007ffa0c318060 (__TEXT,__text) non-external _xdr_vmbytes.cold.1
00007ffa0c3186e0 (__TEXT,__const) non-external _xdr_zero
00007ffa0c30e913 (__TEXT,__text) non-external _xdrmem_destroy
00007ffa0c30e84e (__TEXT,__text) non-external _xdrmem_getbytes
00007ffa0c30e919 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ffa0c30e7f7 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ffa0c30e8ba (__TEXT,__text) non-external _xdrmem_getpos
00007ffa0c30e765 (__TEXT,__text) non-external (was a private external) _xdrmem_getrecord
00007ffa0c30e973 (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ffa0c30e90b (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ffa40c92d30 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ffa40c92ce8 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ffa0c30e887 (__TEXT,__text) non-external _xdrmem_putbytes
00007ffa0c30e946 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ffa0c30e824 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ffa0c30e8d8 (__TEXT,__text) non-external _xdrmem_setpos
00007ffa0c30ec76 (__TEXT,__text) non-external _xdrrec_destroy
00007ffa0c30ea5b (__TEXT,__text) non-external _xdrrec_getbytes
00007ffa0c30e994 (__TEXT,__text) non-external _xdrrec_getlong
00007ffa0c30eb56 (__TEXT,__text) non-external _xdrrec_getpos
00007ffa0c30f334 (__TEXT,__text) non-external (was a private external) _xdrrec_getrecord
00007ffa0c30ec2b (__TEXT,__text) non-external _xdrrec_inline
00007ffa0c30ee39 (__TEXT,__text) non-external (was a private external) _xdrrec_isrecordstart
00007ffa40c92d78 (__DATA_CONST,__const) non-external (was a private external) _xdrrec_ops
00007ffa0c30ead0 (__TEXT,__text) non-external _xdrrec_putbytes
00007ffa0c30e9f5 (__TEXT,__text) non-external _xdrrec_putlong
00007ffa0c30eba9 (__TEXT,__text) non-external _xdrrec_setpos
00007ffa0c30f8dc (__TEXT,__text) non-external _xdrstdio_destroy
00007ffa0c30f83b (__TEXT,__text) non-external _xdrstdio_getbytes
00007ffa0c30f7c4 (__TEXT,__text) non-external _xdrstdio_getlong
00007ffa0c30f89b (__TEXT,__text) non-external _xdrstdio_getpos
00007ffa0c30f8d4 (__TEXT,__text) non-external _xdrstdio_inline
00007ffa40c92dc0 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ffa0c30f86b (__TEXT,__text) non-external _xdrstdio_putbytes
00007ffa0c30f802 (__TEXT,__text) non-external _xdrstdio_putlong
00007ffa0c30f8bc (__TEXT,__text) non-external _xdrstdio_setpos
00007ffa0c30cf22 (__TEXT,__text) non-external (was a private external) _xprt_ref
00007ffa0c30cf6b (__TEXT,__text) non-external (was a private external) _xprt_unref
