00007ff80b7a7dfe (__TEXT,__text) non-external _Annihilate
00007ff80b8434a0 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff80b843460 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff80b83e830 (__TEXT,__const) non-external _kTransformsData
00007ff80b83f4b0 (__TEXT,__const) non-external _kZeroRepsBits
00007ff80b83e9b0 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff80b791786 (__TEXT,__text) non-external _longest_match
00007ff842313840 (__DATA,__common) non-external (was a private external) _lut_ok
00007ff842313850 (__DATA,__common) non-external (was a private external) _lut_quantize
00007ff80b848390 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff80b797e90 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff80b797a00 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff80b797848 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff80b798c1f (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80b798a72 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80b7c7d34 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80b7c7d94 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80b7c7d89 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80b7c7d7e (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80b7c7d57 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80b7c75f0 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80b7c76a6 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80b7b7937 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80b7b7850 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80b7c0734 (__TEXT,__text) non-external (was a private external) _lzbitmap_alloc
00007ff80b7c0783 (__TEXT,__text) non-external (was a private external) _lzbitmap_buf_align
00007ff80b7c23c3 (__TEXT,__text) non-external (was a private external) _lzbitmap_create_dictionary_and_token_map
00007ff80b7b35ec (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80b7c3f35 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80b7c2c0a (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80b7c3f81 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80b7c286b (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80b7c25c4 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_block
00007ff80b7c3f56 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80b7c2b28 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80b7c3f8c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80b7c088b (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80b7bc77c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80b7c3edc (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80b7b6e20 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80b7c3efd (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80b7c3f28 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80b7b5a43 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80b7b5a5d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser0
00007ff80b7b60e8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser1
00007ff80b7b679d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser2
00007ff80b8493d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80b7c0712 (__TEXT,__text) non-external (was a private external) _lzbitmap_flags
00007ff80b7c22c8 (__TEXT,__text) non-external (was a private external) _lzbitmap_get_top_k
00007ff80b7c0795 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_encode_state
00007ff80b7c2288 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_token_info
00007ff80b7c2493 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_masks_and_buffer_commands
00007ff80b7c24d6 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_nibbles
00007ff80b848bd0 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80b7c08d0 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l0
00007ff80b7c10b1 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l1
00007ff80b7c18f4 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l2
00007ff80b7c27bc (__TEXT,__text) non-external (was a private external) _lzbitmap_process_block
00007ff80b7c074e (__TEXT,__text) non-external (was a private external) _lzbitmap_store
00007ff80b7c3f99 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80b84a3d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80b8483d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80b7ecba7 (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80b793b28 (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80b798069 (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80b7ec840 (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80b7ecbe6 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80b7ec674 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80b7ec6df (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80b7ecf89 (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80b7ec69d (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80b7ec7a8 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80b7ecc8b (__TEXT,__text) non-external _lzfsePushMatch
00007ff80b793899 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80b7937c6 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80b7bc76f (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80b7db443 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80b7db3ad (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80b7db39c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80b7954e2 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80b7b8687 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80b7b84f5 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80b7b867c (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80b7b93f1 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff842312620 (__DATA,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80b795202 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80b7cb4a3 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80b7cb459 (__TEXT,__text) non-external (was a private external) _lzfse_encode_lzvn_algo
00007ff80b7cb46f (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80b80f2f0 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80b80f310 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80b79511b (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80b7b71fd (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80b7b71f3 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80b7b71ca (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80b7b7189 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80b79379e (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80b793873 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80b7c2a86 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80b7c2a7e (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80b7c2ae6 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80b7c2ade (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80b793776 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80b7eea89 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80b84d4f0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80b793626 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80b7936e6 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80b794ce1 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff842311c30 (__DATA,__const) non-external _lzvnDecode.opc_tbl
00007ff80b7c312d (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80b7c30aa (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80b7a86ea (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80b7a8659 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80b7a864e (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80b7ad372 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80b7ad29d (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80b7ad28c (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff842313040 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80b7955c0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80b795584 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80b7c3c4d (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80b7c3c8b (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80b7c3c33 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80b7c29fc (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80b7c2a74 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80b7c2a6a (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80b7c2a41 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80b7c2a1f (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80b7c29ae (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80b7c29d6 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80b7cabae (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80b7cab4d (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80b7e6572 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80b7cab58 (__TEXT,__text) non-external (was a private external) _lzx_e8_translation
00007ff80b7a1484 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80b7a0efd (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80b7a10ba (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80b7a11a5 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80b7bd08d (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80b8437a0 (__TEXT,__const) non-external _position_slot_base_position
00007ff80b843720 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80b7928cd (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80b7e7f79 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80b796fd0 (__TEXT,__text) non-external _readHuffmanTable
00007ff80b7bcfdc (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80b78f3cb (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80b7929a3 (__TEXT,__text) non-external _scan_tree
00007ff80b792a8d (__TEXT,__text) non-external _send_tree
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff842313020 (__DATA,__data) non-external _static_bl_desc
00007ff842313000 (__DATA,__data) non-external _static_d_desc
00007ff80b84bb80 (__TEXT,__const) non-external _static_dtree
00007ff842312fe0 (__DATA,__data) non-external _static_l_desc
00007ff80b84b700 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff842312f40 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80b7a836b (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80b7a8596 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80b7a8499 (__TEXT,__text) non-external _thread_pool_entry
00007ff80b7a81bb (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80b7a82dc (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
00007ff80b7bd039 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80b7db892 (__TEXT,__text) external _yzip_codec_create
00007ff80b7db8c4 (__TEXT,__text) external _yzip_codec_destroy
00007ff80b7db8e9 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80b7b97c8 (__TEXT,__text) external _yzip_image_create
00007ff80b7b9918 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80b7b9c4b (__TEXT,__text) external _yzip_image_decode
00007ff80b7b9a42 (__TEXT,__text) external _yzip_image_destroy
00007ff80b7b9a4c (__TEXT,__text) external _yzip_image_encode
00007ff80b7b9d58 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80b7b9e14 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80b7b9dc1 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80b7b9e8c (__TEXT,__text) external _yzip_image_set_data
00007ff80b7ba164 (__TEXT,__text) external _yzip_image_set_identifier
00007ff80b7ba0ed (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80b7b4ec9 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80b7b4dc0 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80b7b4bb4 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80b7b59c3 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80b7b5399 (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80b7b5927 (__TEXT,__text) non-external _yzip_jobs_process
00007ff80b7b4b58 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80b7e79d9 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80b7e6818 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80b7e7172 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80b798a58 (__TEXT,__text) non-external (was a private external) _zError
00007ff842311be0 (__DATA,__const) non-external (was a private external) _z_errmsg
00007ff80b78f6da (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80b793575 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80b798a4d (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80b795b8e (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80b79650c (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80b8435c0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80b843580 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80b7ca97b (__TEXT,__text) non-external (was a private external) _zlibDecodeStateInit
00007ff80b798a40 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80b7ca990 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80b7ca970 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80b7958fc (__TEXT,__text) non-external (was a private external) _zlib_decode_stream_process
00007ff80b7a893b (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80b7a8930 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80b79005f (__TEXT,__text) non-external (was a private external) _zlib_encode_stream_process
00007ff80b7c3ed6 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80b7c3eae (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80b793603 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80b7cab2a (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80b7cab22 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80b7cab35 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80b7cab1a (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80b78f305 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80b790039 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80b79940b (__TEXT,__text) non-external n_loop
00007ff80b7996fa (__TEXT,__text) non-external scalar_loop
00007ff80b7993f0 (__TEXT,__text) non-external skip_loading_tables
00007ff842312f90 (__DATA,__data) non-external sum2_coefficients
00007ff842312f60 (__DATA,__data) non-external sum2_coefficients_nossse3
