                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000219404028 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020b1a70f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints13ComputeExtentERKNS_7VtArrayINS_7GfVec3fEEERKNS1_IfEERKNS_10GfMatrix4dEPS3_
000000020b1a6288 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints14_IsTypedSchemaEv
000000020b1a6204 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints16_GetStaticTfTypeEv
000000020b1a6adc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints22SetWidthsInterpolationERKNS_7TfTokenE
000000020b1a6630 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints23GetSchemaAttributeNamesEb
000000020b1a5dcc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b1a5fa0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b1a5da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPointsD0Ev
000000020b1a5da0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPointsD1Ev
000000020b1a5d9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPointsD2Ev
000000020b1b5a10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere13ComputeExtentEdPNS_7VtArrayINS_7GfVec3fEEE
000000020b1b5a84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere13ComputeExtentEdRKNS_10GfMatrix4dEPNS_7VtArrayINS_7GfVec3fEEE
000000020b1b5348 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere14_IsTypedSchemaEv
000000020b1b52c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere16_GetStaticTfTypeEv
000000020b1b56f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere23GetSchemaAttributeNamesEb
000000020b1b4e8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b1b5060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b1b4e64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphereD0Ev
000000020b1b4e60 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphereD1Ev
000000020b1b4e5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphereD2Ev
000000020b1b87a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset13GetFamilyTypeERKNS_16UsdGeomImageableERKNS_7TfTokenE
000000020b1b715c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset13SetFamilyTypeERKNS_16UsdGeomImageableERKNS_7TfTokenES6_
000000020b1b7c8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset14GetGeomSubsetsERKNS_16UsdGeomImageableERKNS_7TfTokenES6_
000000020b1b9968 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset14ValidateFamilyERKNS_16UsdGeomImageableERKNS_7TfTokenES6_PNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
000000020b1b64fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset14_IsTypedSchemaEv
000000020b1b8e28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset15ValidateSubsetsERKNSt3__16vectorIS0_NS1_9allocatorIS0_EEEEmRKNS_7TfTokenEPNS1_12basic_stringIcNS1_11char_traitsIcEENS3_IcEEEE
000000020b1b6da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset16CreateGeomSubsetERKNS_16UsdGeomImageableERKNS_7TfTokenES6_RKNS_7VtArrayIiEES6_S6_
000000020b1b6478 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset16_GetStaticTfTypeEv
000000020b1b7834 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset17GetAllGeomSubsetsERKNS_16UsdGeomImageableE
000000020b1b8994 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset20GetUnassignedIndicesERKNSt3__16vectorIS0_NS1_9allocatorIS0_EEEEmRKNS_11UsdTimeCodeE
000000020b1b72f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset22CreateUniqueGeomSubsetERKNS_16UsdGeomImageableERKNS_7TfTokenES6_RKNS_7VtArrayIiEES6_S6_
000000020b1b6a20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset23GetSchemaAttributeNamesEb
000000020b1b8164 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset27GetAllGeomSubsetFamilyNamesERKNS_16UsdGeomImageableE
000000020b1b6040 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b1b6214 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b1b6018 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubsetD0Ev
000000020b1b6014 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubsetD1Ev
000000020b1b6010 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubsetD2Ev
0000000219651700 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomTokensE
000000020b20f300 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI14_IsTypedSchemaEv
000000020b20f27c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI16_GetStaticTfTypeEv
000000020b20f6c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI23GetSchemaAttributeNamesEb
000000020b20ee20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b20f0ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI5ApplyERKNS_7UsdPrimE
000000020b20f004 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI8CanApplyERKNS_7UsdPrimEPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000020b20edf8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPID0Ev
000000020b20edf4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPID1Ev
000000020b20edf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPID2Ev
000000020b014f10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences12AddReferenceERKNS_12SdfReferenceENS_15UsdListPositionE
000000020b0152d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences12AddReferenceERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_14SdfLayerOffsetENS_15UsdListPositionE
000000020b0151e0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences12AddReferenceERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_7SdfPathERKNS_14SdfLayerOffsetENS_15UsdListPositionE
000000020b015a0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences13SetReferencesERKNSt3__16vectorINS_12SdfReferenceENS1_9allocatorIS3_EEEE
000000020b015830 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences15ClearReferencesEv
000000020b015550 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences15RemoveReferenceERKNS_12SdfReferenceE
000000020b01542c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences20AddInternalReferenceERKNS_7SdfPathERKNS_14SdfLayerOffsetENS_15UsdListPositionE
000000020b224520 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI14_IsTypedSchemaEv
000000020b22449c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI16_GetStaticTfTypeEv
000000020b224eb8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI23GetSchemaAttributeNamesEb
000000020b224040 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2242cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI5ApplyERKNS_7UsdPrimE
000000020b224224 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI8CanApplyERKNS_7UsdPrimEPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000020b224018 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPID0Ev
000000020b224014 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPID1Ev
000000020b224010 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPID2Ev
000000020b018ce0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC1ERKNS_7UsdPrimE
000000020b018d9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC1ERKS0_
000000020b018c28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC2ERKNS_7UsdPrimE
000000020b018ce4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC2ERKS0_
000000020b018e00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseD0Ev
000000020b018dfc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseD1Ev
000000020b018da0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseD2Ev
000000020b1e1d44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInput20IsInterfaceInputNameERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020b1e1ca4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInput7IsInputERKNS_12UsdAttributeE
000000020b1e14d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC1ENS_7UsdPrimERKNS_7TfTokenERKNS_16SdfValueTypeNameE
000000020b1e1060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC1ERKNS_12UsdAttributeE
000000020b1e11dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC2ENS_7UsdPrimERKNS_7TfTokenERKNS_16SdfValueTypeNameE
000000020b1e0f88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC2ERKNS_12UsdAttributeE
000000020b202694 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils11GetFullNameERKNS_7TfTokenENS_21UsdShadeAttributeTypeE
000000020b202388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils18GetBaseNameAndTypeERKNS_7TfTokenE
000000020b2022d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils25GetPrefixForAttributeTypeENS_21UsdShadeAttributeTypeE
000000020b203138 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils27GetValueProducingAttributesERKNS_13UsdShadeInputEb
000000020b20322c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils27GetValueProducingAttributesERKNS_14UsdShadeOutputEb
000000020b202558 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils7GetTypeERKNS_7TfTokenE
0000000219651778 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSkelTokensE
000000020b14c94c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache12RequestStageEONS_20UsdStageCacheRequestE
000000020b150f48 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache12SetDebugNameERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020b14c324 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache4swapERS0_
000000020b150e20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache5ClearEv
000000020b14fca4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache5EraseENS0_2IdE
000000020b150170 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache5EraseERKNS_8TfRefPtrINS_8UsdStageEEE
000000020b14cfd0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache6InsertERKNS_8TfRefPtrINS_8UsdStageEEE
000000020b150330 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache8EraseAllERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020b150944 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache8EraseAllERKNS_9TfWeakPtrINS_8SdfLayerEEES5_
000000020b150b70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache8EraseAllERKNS_9TfWeakPtrINS_8SdfLayerEEES5_RKNS_17ArResolverContextE
000000020b14c2b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC1ERKS0_
000000020b14c170 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC1Ev
000000020b14c174 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC2ERKS0_
000000020b14c10c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC2Ev
000000020b14c2ec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheD1Ev
000000020b14c2b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheD2Ev
000000020b14c5f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheaSERKS0_
000000020b157568 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdTokensTypeC1Ev
000000020b156f80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdTokensTypeC2Ev
000000020b29eda4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop14_IsTypedSchemaEv
000000020b29ed20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop16_GetStaticTfTypeEv
000000020b29efd0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop23GetSchemaAttributeNamesEb
000000020b29e8e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b29eabc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b29e8c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdropD0Ev
000000020b29e8bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdropD1Ev
000000020b29e8b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdropD2Ev
000000020b15c754 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet10AddVariantERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS_15UsdListPositionE
000000020b15c9a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet14_AddVariantSetENS_15UsdListPositionE
000000020b15d270 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet19SetVariantSelectionERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020b15d3f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet21BlockVariantSelectionEv
000000020b15d390 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet21ClearVariantSelectionEv
000000020b15d2f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet25_CreatePrimSpecForEditingEv
000000020aef3b28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache20PopulateClipsForPrimERKNS_7SdfPathERKNS_12PcpPrimIndexE
000000020aef4ad8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache22InvalidateClipsForPrimERKNS_7SdfPathE
000000020aef3350 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextC1ERS0_
000000020aef3298 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextC2ERS0_
000000020aef3388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextD1Ev
000000020aef3354 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextD2Ev
000000020aef447c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache6ReloadEv
000000020aef3468 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatC1ERS0_
000000020aef338c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatC2ERS0_
000000020aef34a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatD1Ev
000000020aef346c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatD2Ev
000000020aef34e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheC1Ev
000000020aef34d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheC2Ev
000000020aef3500 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheD1Ev
000000020aef34fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheD2Ev
000000020af01ee4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData10CreateSpecERKNS_7SdfPathENS_11SdfSpecTypeE
000000020af03334 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData13SetTimeSampleERKNS_7SdfPathEdRKNS_7VtValueE
000000020af036c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData15EraseTimeSampleERKNS_7SdfPathEd
000000020af011c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData23GetSoftwareVersionTokenEv
000000020af02b94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData3SetERKNS_7SdfPathERKNS_7TfTokenERKNS_25SdfAbstractDataConstValueE
000000020af02994 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData3SetERKNS_7SdfPathERKNS_7TfTokenERKNS_7VtValueE
000000020af016f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020af011c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData4SaveERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020af02cb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData5EraseERKNS_7SdfPathERKNS_7TfTokenE
000000020af011c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData7CanReadERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020af01adc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData8MoveSpecERKNS_7SdfPathES3_
000000020af01954 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData9EraseSpecERKNS_7SdfPathE
000000020af010b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataC1Ev
000000020af01020 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataC2Ev
000000020af01164 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataD0Ev
000000020af0110c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataD1Ev
000000020af010b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataD2Ev
000000020af2146c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10Spec_0_0_1C1ERKNS1_4SpecE
000000020af21458 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10Spec_0_0_1C2ERKNS1_4SpecE
000000020af1b074 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_AddStringERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020af17f74 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC1ERKNS1_7VersionE
000000020af1381c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC1Ev
000000020af214b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC2ERKNS1_7VersionE
000000020af21480 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_BootStrapC2Ev
000000020af12210 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_FileRangeD1Ev
000000020af121d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_FileRangeD2Ev
000000020af15030 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_InitAssetEv
000000020af148d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_InitPreadEv
000000020af12c10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_MmapAssetEPKcRKNSt3__110shared_ptrINS_7ArAssetEEE
000000020af17910 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile10_PackValueERKNS_7VtValueE
000000020af19714 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile11_WritePathsERNS1_7_WriterE
000000020af1a274 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile11_WriteSpecsERNS1_7_WriterE
000000020af16578 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12StartPackingERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020af17d6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_AddFieldSetERKNSt3__16vectorINS0_10FieldIndexENS2_9allocatorIS4_EEEE
000000020af124a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping14ZeroCopySource9_DetachedEPNS_25Vt_ArrayForeignDataSourceE
