                 (undefined) external _APP_SANDBOX_READ (from libsystem_sandbox)
00007ff8421d5678 (__DATA,__data) external _CMFSSEAM_DEFAULT
00007ff80acfcef8 (__TEXT,__text) non-external __container_serialize_copy_deserialized_reference_v1
00007ff8421d5868 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.onceToken
00007ff8421d5860 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.queue
00007ff8421d5880 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.key
00007ff8421d5888 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.onceToken
00007ff8421d5878 (__DATA,__bss) non-external __incomingPreprocessor
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_crash (from libsystem_c)
                 (undefined) external __os_feature_enabled_impl (from libsystem_featureflags)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_disabled (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
                 (undefined) external __os_signpost_emit_with_name_impl (from libsystem_trace)
00007ff8421d5870 (__DATA,__bss) non-external __outgoingPostprocessor
00007ff8421d5668 (__DATA,__data) non-external __outgoingSender
                 (undefined) external __xpc_error_connection_interrupted (from libxpc)
                 (undefined) external __xpc_error_connection_invalid (from libxpc)
                 (undefined) external __xpc_error_termination_imminent (from libxpc)
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_error (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
                 (undefined) external _acl_add_perm (from libsystem_c)
                 (undefined) external _acl_create_entry (from libsystem_c)
                 (undefined) external _acl_free (from libsystem_c)
                 (undefined) external _acl_get_flagset_np (from libsystem_c)
                 (undefined) external _acl_get_permset (from libsystem_c)
                 (undefined) external _acl_init (from libsystem_c)
                 (undefined) external _acl_set_flagset_np (from libsystem_c)
                 (undefined) external _acl_set_permset (from libsystem_c)
                 (undefined) external _acl_set_qualifier (from libsystem_c)
                 (undefined) external _acl_set_tag_type (from libsystem_c)
                 (undefined) external _acl_to_text (from libsystem_c)
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asprintf (from libsystem_c)
00007ff80acf6dd5 (__TEXT,__text) non-external _c_array_append
00007ff80acf6eb4 (__TEXT,__text) non-external _c_array_deinit
                 (undefined) external _calloc (from libsystem_malloc)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00007ff80ad14f80 (__TEXT,__text) external _container_acquire_sandbox_extension
00007ff80acfe108 (__TEXT,__text) external _container_audit_token_copy_codesign_hash
00007ff80acfe0e5 (__TEXT,__text) external _container_audit_token_copy_codesign_identifier
00007ff80acfe250 (__TEXT,__text) external _container_audit_token_copy_entitlement
00007ff80acfe118 (__TEXT,__text) external _container_audit_token_copy_executable_name
00007ff80acfe400 (__TEXT,__text) external _container_audit_token_for_pid
00007ff80acfe0fb (__TEXT,__text) external _container_audit_token_get_codesign_status
00007ff80acfe3f7 (__TEXT,__text) external _container_audit_token_get_egid
00007ff80acfe3ee (__TEXT,__text) external _container_audit_token_get_euid
00007ff80acfe0f2 (__TEXT,__text) external _container_audit_token_get_pid
00007ff80acfe2ff (__TEXT,__text) external _container_audit_token_get_platform
00007ff80acfe5f1 (__TEXT,__text) external _container_audit_token_is_valid
00007ff80ad09dbd (__TEXT,__text) external _container_base64_decode
00007ff80ad09fbb (__TEXT,__text) external _container_base64_decode_string
00007ff80ad09bf8 (__TEXT,__text) external _container_base64_encode
00007ff80ad09d96 (__TEXT,__text) external _container_base64_encode_string
00007ff80ad0ef08 (__TEXT,__text) external _container_bundle_copy_data_container
00007ff80ad0e4a9 (__TEXT,__text) external _container_bundle_copy_data_container_path
00007ff80ad02822 (__TEXT,__text) external _container_class_for_each_normalized_class
00007ff80ad02787 (__TEXT,__text) external _container_class_normalized
00007ff80ad02808 (__TEXT,__text) external _container_class_supports_data_subdirectory
00007ff80ad0273b (__TEXT,__text) external _container_class_supports_randomized_path
00007ff80ad027aa (__TEXT,__text) external _container_class_supports_randomized_path_on_current_platform
00007ff80acf875f (__TEXT,__text) external _container_client_copy_decoded_from_xpc_object
00007ff80acf8504 (__TEXT,__text) external _container_client_copy_encoded_xpc_object
00007ff80acf8c40 (__TEXT,__text) external _container_client_copy_entitlement
00007ff80acf9152 (__TEXT,__text) external _container_client_create_from_audit_token
00007ff80acf8efb (__TEXT,__text) external _container_client_get_audit_token
00007ff80acf8bb4 (__TEXT,__text) external _container_client_get_codesign_identifier
00007ff80acf8e7b (__TEXT,__text) external _container_client_get_egid
00007ff80acf8dfb (__TEXT,__text) external _container_client_get_euid
00007ff80acf8d7d (__TEXT,__text) external _container_client_get_persona_unique_string
00007ff80acf8f96 (__TEXT,__text) external _container_client_get_pid
00007ff80acf8cfd (__TEXT,__text) external _container_client_get_platform
00007ff80acf82e9 (__TEXT,__text) external _container_client_initializer
00007ff80acf9116 (__TEXT,__text) external _container_client_is_alive
00007ff80acf9101 (__TEXT,__text) external _container_client_is_platform_binary
00007ff80acf9016 (__TEXT,__text) external _container_client_is_sandboxed
00007ff80acf90ec (__TEXT,__text) external _container_client_is_signature_valid
00007ff80acf90d7 (__TEXT,__text) external _container_client_is_signed
00007ff80acf90c1 (__TEXT,__text) external _container_client_is_test_client
00007ff80acf8197 (__TEXT,__text) external _container_codesign_copy_cdhash
00007ff80acf802b (__TEXT,__text) external _container_codesign_copy_cs_identity
00007ff80acf821e (__TEXT,__text) external _container_codesign_copy_current_identifier
00007ff80acf7f88 (__TEXT,__text) external _container_codesign_get_self_audit_token
00007ff80acf8264 (__TEXT,__text) external _container_codesign_get_status
00007ff80acf953e (__TEXT,__text) external _container_copy_client
00007ff80ad12d29 (__TEXT,__text) external _container_copy_code_signing_info_for_identifier
00007ff80ad14ca8 (__TEXT,__text) external _container_copy_from_path
00007ff80ad07572 (__TEXT,__text) external _container_copy_info
00007ff80ad11b11 (__TEXT,__text) external _container_copy_info_value_for_key
00007ff80ad07c3d (__TEXT,__text) external _container_copy_object
00007ff80ad07286 (__TEXT,__text) external _container_copy_path
00007ff80ad1467d (__TEXT,__text) external _container_copy_persona_unique_strings
00007ff80ad07af3 (__TEXT,__text) external _container_copy_sandbox_token
00007ff80ad07d89 (__TEXT,__text) external _container_copy_unlocalized_description
00007ff80ad07ebb (__TEXT,__text) external _container_create_merged_array
00007ff80ad0f0d9 (__TEXT,__text) external _container_create_or_lookup
00007ff80ad1528c (__TEXT,__text) external _container_create_or_lookup_app_group_path_by_app_group_identifier
00007ff80ad0ffee (__TEXT,__text) external _container_create_or_lookup_app_group_paths
00007ff80ad0fffe (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_current_user
00007ff80ad100e9 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_platform
00007ff80ad10389 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements
00007ff80ad1039d (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements_4ls
00007ff80ad0f0f8 (__TEXT,__text) external _container_create_or_lookup_for_current_user
00007ff80ad0f22d (__TEXT,__text) external _container_create_or_lookup_for_platform
00007ff80ad1037c (__TEXT,__text) external _container_create_or_lookup_group_container_paths_for_current_user
00007ff80ad0daa4 (__TEXT,__text) external _container_create_or_lookup_path
00007ff80ad0dbcf (__TEXT,__text) external _container_create_or_lookup_path_for_current_user
00007ff80ad0dd04 (__TEXT,__text) external _container_create_or_lookup_path_for_platform
00007ff80ad0f7a4 (__TEXT,__text) external _container_create_or_lookup_system_group_paths
00007ff80ad13dac (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_path
00007ff80ad13f22 (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_relative_path
00007ff80ad1156a (__TEXT,__text) external _container_delete
00007ff80ad12adb (__TEXT,__text) external _container_delete_all_container_content
00007ff80ad12920 (__TEXT,__text) external _container_delete_all_data_container_content
00007ff80ad1292d (__TEXT,__text) external _container_delete_all_data_container_content_for_current_user
00007ff80ad116f0 (__TEXT,__text) external _container_delete_array_of_containers
00007ff80ad1409b (__TEXT,__text) external _container_delete_user_managed_assets
00007ff80ad112e8 (__TEXT,__text) external _container_delete_with_class_and_identifier_for_current_user
00007ff80ad112d3 (__TEXT,__text) external _container_delete_with_uid_class_and_identifier
00007ff80ad125d7 (__TEXT,__text) external _container_disk_usage
00007ff80ad06d2f (__TEXT,__text) external _container_disposition
00007ff80ad06dca (__TEXT,__text) external _container_disposition_for_array
00007ff80ad02132 (__TEXT,__text) external _container_entitlements_copy_container_identifiers
00007ff80acf640b (__TEXT,__text) external _container_error_copy
00007ff80acf659d (__TEXT,__text) external _container_error_copy_unlocalized_description
00007ff80acf6307 (__TEXT,__text) external _container_error_create
00007ff80acf6426 (__TEXT,__text) external _container_error_free
00007ff80acf63f8 (__TEXT,__text) external _container_error_get_category
00007ff80acf63da (__TEXT,__text) external _container_error_get_path
00007ff80acf6402 (__TEXT,__text) external _container_error_get_posix_errno
00007ff80acf63e4 (__TEXT,__text) external _container_error_get_type
00007ff80acf62ff (__TEXT,__text) external _container_error_is_fatal
00007ff80acf665e (__TEXT,__text) external _container_error_is_file_system_error
00007ff80acf635d (__TEXT,__text) external _container_error_reinitialize
00007ff80ad148b2 (__TEXT,__text) external _container_flush_container_cache
00007ff80ad14a98 (__TEXT,__text) external _container_flush_persona_cache
00007ff80ad07d2f (__TEXT,__text) external _container_free_array_of_containers
00007ff80acf96c9 (__TEXT,__text) external _container_free_client
00007ff80ad07d25 (__TEXT,__text) external _container_free_object
00007ff80acf6f35 (__TEXT,__text) external _container_frozenset_copyout_external_bytes
00007ff80acf68cc (__TEXT,__text) external _container_frozenset_create
00007ff80acf6f6c (__TEXT,__text) external _container_frozenset_create_from_external_bytes
00007ff80acf6efe (__TEXT,__text) external _container_frozenset_destroy
00007ff80acf71d6 (__TEXT,__text) external _container_frozenset_enumerate_matches
00007ff80acf703a (__TEXT,__text) external _container_frozenset_get_container_class_of_container_at_index
00007ff80acf6fb3 (__TEXT,__text) external _container_frozenset_get_count
00007ff80acf6fc4 (__TEXT,__text) external _container_frozenset_get_generation
00007ff80acf7077 (__TEXT,__text) external _container_frozenset_get_identifier_of_container_at_index
00007ff80acf6ff6 (__TEXT,__text) external _container_frozenset_get_is_new_of_container_at_index
00007ff80acf7017 (__TEXT,__text) external _container_frozenset_get_is_transient_of_container_at_index
00007ff80acf70e5 (__TEXT,__text) external _container_frozenset_get_path_of_container_at_index
00007ff80acf70ad (__TEXT,__text) external _container_frozenset_get_persona_unique_string_of_container_at_index
00007ff80acf7190 (__TEXT,__text) external _container_frozenset_get_stored_string
00007ff80acf705b (__TEXT,__text) external _container_frozenset_get_uid_of_container_at_index
00007ff80acf711e (__TEXT,__text) external _container_frozenset_get_uma_relative_path_of_container_at_index
00007ff80acf7157 (__TEXT,__text) external _container_frozenset_get_unique_path_component_of_container_at_index
00007ff80acf6fd5 (__TEXT,__text) external _container_frozenset_get_uuid_of_container_at_index
00007ff80acf7a4f (__TEXT,__text) external _container_fs_add_path_component
00007ff80acf7be9 (__TEXT,__text) external _container_fs_append_trailing_slash
00007ff80acf76dd (__TEXT,__text) external _container_fs_item_exists
00007ff80acf75a9 (__TEXT,__text) external _container_fs_item_exists_at
00007ff80acf780c (__TEXT,__text) external _container_fs_load_plist_at
00007ff80acf7b60 (__TEXT,__text) external _container_fs_path_at
00007ff80acf7ace (__TEXT,__text) external _container_fs_resolve_dirent_type_at
00007ff80ad1088e (__TEXT,__text) external _container_get_all_with_class
00007ff80ad108a3 (__TEXT,__text) external _container_get_all_with_class_for_current_user
00007ff80ad06da4 (__TEXT,__text) external _container_get_class
00007ff80acf663c (__TEXT,__text) external _container_get_error_description
00007ff80ad07230 (__TEXT,__text) external _container_get_identifier
00007ff80ad0780f (__TEXT,__text) external _container_get_info
00007ff80ad078f9 (__TEXT,__text) external _container_get_info_value_for_key
00007ff80ad07260 (__TEXT,__text) external _container_get_path
00007ff80ad0724d (__TEXT,__text) external _container_get_persona_unique_string
00007ff80ad06db7 (__TEXT,__text) external _container_get_uid
00007ff80ad07243 (__TEXT,__text) external _container_get_unique_path_component
00007ff80ad07273 (__TEXT,__text) external _container_get_user_managed_assets_relative_path
00007ff8421d5af8 (__DATA,__bss) non-external _container_global_sandbox_extension_per_persona_lock
00007ff80ad1065a (__TEXT,__text) external _container_group_container_identifiers_for_current_user
00007ff80ad025c4 (__TEXT,__text) external _container_internal_get_first_boot_uuid
00007ff8421d5898 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.length
00007ff8421d58a0 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.once
00007ff8421d5890 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.uuid
00007ff80ad12f6b (__TEXT,__text) external _container_invalidate_code_signing_cache
00007ff80ad08030 (__TEXT,__text) external _container_is_equal
00007ff80ad07a9f (__TEXT,__text) external _container_is_new
00007ff80ad0754c (__TEXT,__text) external _container_is_transient
00007ff80ad024e0 (__TEXT,__text) external _container_log_client_fault_logging_is_enabled
00007ff80ad02d78 (__TEXT,__text) external _container_log_error
00007ff80ad039c1 (__TEXT,__text) external _container_log_error_with_faults
00007ff80ad03440 (__TEXT,__text) external _container_log_ext_error
00007ff80ad039d5 (__TEXT,__text) external _container_log_ext_error_with_faults
00007ff80ad02b21 (__TEXT,__text) external _container_log_handle_for_category
00007ff8421d58b0 (__DATA,__bss) non-external _container_log_handle_for_category.logHandles
00007ff8421d5968 (__DATA,__bss) non-external _container_log_handle_for_category.onceToken
00007ff80ad03df1 (__TEXT,__text) external _container_log_replication_disable
00007ff80ad039e9 (__TEXT,__text) external _container_log_replication_enable_to_uid_relative_path
00007ff80ad03e04 (__TEXT,__text) external _container_log_replication_prune_for_uid
00007ff80ad024ec (__TEXT,__text) external _container_log_set_client_fault_logging
00007ff80ad0919a (__TEXT,__text) external _container_object_copy
00007ff80ad08e33 (__TEXT,__text) external _container_object_create
00007ff80ad08f91 (__TEXT,__text) external _container_object_create_blank
00007ff80ad08fa5 (__TEXT,__text) external _container_object_free
00007ff80ad09351 (__TEXT,__text) external _container_object_get_class
00007ff80ad09315 (__TEXT,__text) external _container_object_get_identifier
00007ff80ad09829 (__TEXT,__text) external _container_object_get_info
00007ff80ad093e0 (__TEXT,__text) external _container_object_get_path
00007ff80ad09458 (__TEXT,__text) external _container_object_get_persona_unique_string
00007ff80ad0987f (__TEXT,__text) external _container_object_get_query
00007ff80ad09854 (__TEXT,__text) external _container_object_get_sandbox_token
00007ff80ad0939a (__TEXT,__text) external _container_object_get_uid
00007ff80ad0941c (__TEXT,__text) external _container_object_get_unique_path_component
00007ff80ad0952e (__TEXT,__text) external _container_object_get_user_managed_assets_relative_path
00007ff80ad092ce (__TEXT,__text) external _container_object_get_uuid
00007ff80ad09494 (__TEXT,__text) external _container_object_is_new
00007ff80ad094e0 (__TEXT,__text) external _container_object_is_transient
00007ff80ad0956a (__TEXT,__text) external _container_object_sandbox_extension_activate
00007ff80ad09be3 (__TEXT,__text) external _container_object_set_backing_store_from_query
00007ff80ad09889 (__TEXT,__text) external _container_object_set_class
00007ff80ad09acb (__TEXT,__text) external _container_object_set_info
00007ff80ad09a31 (__TEXT,__text) external _container_object_set_path
00007ff80ad09b05 (__TEXT,__text) external _container_object_set_sandbox_token
00007ff80ad09b5b (__TEXT,__text) external _container_object_set_transient
00007ff80ad09a7e (__TEXT,__text) external _container_object_set_unique_path_component
00007ff80ad09b96 (__TEXT,__text) external _container_object_set_user_managed_assets_relative_path
00007ff80ad09b75 (__TEXT,__text) external _container_object_set_uuid
00007ff80ad06e5f (__TEXT,__text) external _container_object_update_metadata
00007ff80acfdeae (__TEXT,__text) external _container_operation_complete_background_tasks
00007ff80acfd308 (__TEXT,__text) external _container_operation_delete
00007ff80acfd4d3 (__TEXT,__text) external _container_operation_delete_array
00007ff80acfdb39 (__TEXT,__text) external _container_operation_delete_reclaim_disk_space
00007ff80acf9763 (__TEXT,__text) external _container_paths_context_create
00007ff80acf9d0d (__TEXT,__text) external _container_paths_context_free
00007ff80acf97d0 (__TEXT,__text) external _container_paths_context_set_class
00007ff80acf99cb (__TEXT,__text) external _container_paths_context_set_flags
00007ff80acf9aca (__TEXT,__text) external _container_paths_context_set_persona_unique_string
00007ff80acf98ce (__TEXT,__text) external _container_paths_context_set_transient
00007ff80acf9c11 (__TEXT,__text) external _container_paths_context_set_uid
00007ff80acfa0ab (__TEXT,__text) external _container_paths_copy_container_at
00007ff80acf9d79 (__TEXT,__text) external _container_paths_copy_container_from_path
00007ff80ad16478 (__TEXT,__const) non-external _container_paths_copy_container_from_path.data_dir
00007ff80acfbc09 (__TEXT,__text) external _container_paths_copy_container_root_path_for_context
00007ff80acfc9a3 (__TEXT,__text) external _container_paths_copy_uid_home_relative
00007ff80acfc300 (__TEXT,__text) external _container_paths_create_uid_home_relative
00007ff80acfa744 (__TEXT,__text) external _container_paths_enumerate_containers_at
00007ff80ad0c93d (__TEXT,__text) external _container_perfect_hash_copyout_external_bytes
00007ff80ad0c9bb (__TEXT,__text) external _container_perfect_hash_count
00007ff80ad0b7a8 (__TEXT,__text) external _container_perfect_hash_create
00007ff80ad0c974 (__TEXT,__text) external _container_perfect_hash_create_from_external_bytes
00007ff80ad0c906 (__TEXT,__text) external _container_perfect_hash_destroy
00007ff80ad0ca08 (__TEXT,__text) external _container_perfect_hash_index_of
00007ff80ad0c9c4 (__TEXT,__text) external _container_perfect_hash_num_indexes
00007ff80ad1338e (__TEXT,__text) external _container_perform_data_migration
00007ff80ad135a5 (__TEXT,__text) external _container_perform_data_migration_for_current_user
00007ff80ad14c16 (__TEXT,__text) external _container_perform_with_client_context
00007ff80ad0287f (__TEXT,__text) external _container_persona_collect_all_ids
00007ff80ad02ac1 (__TEXT,__text) external _container_persona_convert_unique_string_to_persona_uid
00007ff80ad029a7 (__TEXT,__text) external _container_persona_foreach
00007ff80ad123a7 (__TEXT,__text) external _container_process_restored_container
00007ff80ad0d760 (__TEXT,__text) external _container_pwd_copy_user_home_path
00007ff80ad0d220 (__TEXT,__text) external _container_pwd_for_name
00007ff80ad0d563 (__TEXT,__text) external _container_pwd_for_uid
00007ff80ad068e9 (__TEXT,__text) external _container_query_copy
00007ff80ad0552c (__TEXT,__text) external _container_query_count_results
00007ff80ad03e8e (__TEXT,__text) external _container_query_create
00007ff80ad03eda (__TEXT,__text) external _container_query_create_from_container
00007ff80ad06bf3 (__TEXT,__text) external _container_query_free
00007ff80ad068d4 (__TEXT,__text) external _container_query_get_last_error
00007ff80ad0606e (__TEXT,__text) external _container_query_get_single_result
00007ff80ad05e21 (__TEXT,__text) external _container_query_iterate_results_sync
00007ff80ad0628c (__TEXT,__text) external _container_query_iterate_results_with_identifier_sync
00007ff80ad0650b (__TEXT,__text) external _container_query_iterate_results_with_subquery_sync
00007ff80ad053b2 (__TEXT,__text) external _container_query_operation_set_client
00007ff80ad0524e (__TEXT,__text) external _container_query_operation_set_flags
00007ff80ad050ea (__TEXT,__text) external _container_query_operation_set_platform
00007ff80ad04122 (__TEXT,__text) external _container_query_set_class
00007ff80ad04c8a (__TEXT,__text) external _container_query_set_group_identifiers
00007ff80ad04320 (__TEXT,__text) external _container_query_set_identifiers
00007ff80ad04f82 (__TEXT,__text) external _container_query_set_include_other_owners
00007ff80ad04780 (__TEXT,__text) external _container_query_set_persona_unique_string
00007ff80ad049b0 (__TEXT,__text) external _container_query_set_transient
00007ff80ad04618 (__TEXT,__text) external _container_query_set_uid
00007ff80acf7955 (__TEXT,__text) external _container_realpath
00007ff80ad11e0b (__TEXT,__text) external _container_recreate_structure
00007ff80acffb97 (__TEXT,__text) external _container_references_add
00007ff80acff30a (__TEXT,__text) external _container_references_create
00007ff80acffaf5 (__TEXT,__text) external _container_references_free
00007ff80ad0151c (__TEXT,__text) external _container_references_get_last_error
00007ff80ad01368 (__TEXT,__text) external _container_references_iterate_by_group_sync
00007ff80ad007eb (__TEXT,__text) external _container_references_iterate_by_owner_sync
00007ff80acff9d4 (__TEXT,__text) external _container_references_operation_set_flags
00007ff80ad00640 (__TEXT,__text) external _container_references_remove
00007ff80acff353 (__TEXT,__text) external _container_references_set_class
00007ff80acff7a9 (__TEXT,__text) external _container_references_set_persona_unique_string
00007ff80acff687 (__TEXT,__text) external _container_references_set_uid
00007ff80ad1203b (__TEXT,__text) external _container_regenerate_uuid
00007ff80ad15bde (__TEXT,__text) external _container_repair_user_data
00007ff80ad10a5a (__TEXT,__text) external _container_replace
00007ff80acf7c1a (__TEXT,__text) external _container_retry_test
00007ff80ad08944 (__TEXT,__text) external _container_sandbox_extension_consume
00007ff80ad0816d (__TEXT,__text) external _container_sandbox_extension_revoke
00007ff80ad08d03 (__TEXT,__text) external _container_sandbox_issue_custom_extension
00007ff80ad08ce9 (__TEXT,__text) external _container_sandbox_issue_extension
00007ff80ad03e36 (__TEXT,__text) external _container_seam_fs_ensure_lazy_loaded
00007ff8421d5af0 (__DATA,__bss) non-external _container_seam_fs_ensure_lazy_loaded.once
00007ff80ad03e7a (__TEXT,__text) external _container_seam_fs_reset
00007ff80ad03e0a (__TEXT,__text) external _container_seam_fs_set_common
00007ff80acfcd71 (__TEXT,__text) external _container_serialize_copy_deserialized_reference
00007ff80acfcb85 (__TEXT,__text) external _container_serialize_copy_serialized_reference
00007ff80ad110d8 (__TEXT,__text) external _container_set_code_signing_info_for_identifier
00007ff80ad13140 (__TEXT,__text) external _container_set_data_protection_for_current_user
00007ff80ad1188a (__TEXT,__text) external _container_set_info_value
00007ff80acf7dcc (__TEXT,__text) external _container_set_test_lock
00007ff80ad136ed (__TEXT,__text) external _container_stage_shared_system_content
00007ff80ad0aea6 (__TEXT,__text) external _container_string_rom_copyout_external_bytes
00007ff80ad0af24 (__TEXT,__text) external _container_string_rom_count
00007ff80ad09fcc (__TEXT,__text) external _container_string_rom_create
00007ff80ad0aedd (__TEXT,__text) external _container_string_rom_create_from_external_bytes
00007ff80ad0ae6f (__TEXT,__text) external _container_string_rom_destroy
00007ff80ad0b228 (__TEXT,__text) external _container_string_rom_index_of
00007ff80ad0af35 (__TEXT,__text) external _container_string_rom_string_at_index
00007ff80ad142b1 (__TEXT,__text) external _container_subdirectories_for_class
00007ff80ad0f5c1 (__TEXT,__text) external _container_system_group_path_for_identifier
00007ff80ad0f3f8 (__TEXT,__text) external _container_system_path_for_identifier
00007ff80ad07065 (__TEXT,__text) external _container_update_with_container
00007ff80ad13979 (__TEXT,__text) external _container_user_managed_assets_path
00007ff80ad13c4c (__TEXT,__text) external _container_user_managed_assets_relative_path
00007ff80ad024f9 (__TEXT,__text) external _container_xpc_connection_is_shared
00007ff80acfe816 (__TEXT,__text) external _container_xpc_create_connection
00007ff80acf5b46 (__TEXT,__text) external _container_xpc_decode_container_object
00007ff80acf5e9d (__TEXT,__text) external _container_xpc_decode_create_container_object_array
00007ff80acf6187 (__TEXT,__text) external _container_xpc_decode_error
00007ff80acf57dc (__TEXT,__text) external _container_xpc_encode_client_onto_message
00007ff80acf5ad9 (__TEXT,__text) external _container_xpc_encode_container_array
00007ff80acf58cd (__TEXT,__text) external _container_xpc_encode_container_as_object
00007ff80acf581b (__TEXT,__text) external _container_xpc_encode_container_metadata_as_object
00007ff80acf59a1 (__TEXT,__text) external _container_xpc_encode_container_object
00007ff80acf6168 (__TEXT,__text) external _container_xpc_encode_error
00007ff80acf60fc (__TEXT,__text) external _container_xpc_encode_error_as_object
00007ff80ad020a5 (__TEXT,__text) external _container_xpc_get_incoming_reply_preprocess_block
00007ff80ad01de6 (__TEXT,__text) external _container_xpc_get_outgoing_message_postprocess_block
00007ff80ad01df3 (__TEXT,__text) external _container_xpc_get_outgoing_message_send_block
00007ff80acff301 (__TEXT,__text) external _container_xpc_get_raw_connection
00007ff80acff2c1 (__TEXT,__text) external _container_xpc_invalidate_connection
00007ff80acfec4f (__TEXT,__text) external _container_xpc_release
00007ff80ad0152e (__TEXT,__text) external _container_xpc_send_message
00007ff80ad01e00 (__TEXT,__text) external _container_xpc_send_sync_message
00007ff80ad01efb (__TEXT,__text) external _container_xpc_send_sync_message_with_object
00007ff80ad01f4e (__TEXT,__text) external _container_xpc_set_client_context_during_block
00007ff80ad020b2 (__TEXT,__text) external _container_xpc_set_incoming_reply_preprocess_block
00007ff80ad0206f (__TEXT,__text) external _container_xpc_set_outgoing_message_postprocess_block
00007ff80ad020e8 (__TEXT,__text) external _container_xpc_set_outgoing_message_send_block
00007ff80ad02505 (__TEXT,__text) external _container_xpc_set_use_shared_connection
00007ff80acfe61d (__TEXT,__text) external _container_xpc_shared_copy_connection
00007ff80ad16458 (__TEXT,__const) non-external (was a private external) _containermanagerVersionNumber
00007ff80ad16410 (__TEXT,__const) non-external (was a private external) _containermanagerVersionString
                 (undefined) external _csops_audittoken (from libsystem_kernel)
                 (undefined) external _dirstat_np (from libsystem_darwin)
                 (undefined) external _dispatch_after (from libdispatch)
                 (undefined) external _dispatch_apply (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_barrier_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_time (from libdispatch)
                 (undefined) external _dlsym (from libdyld)
                 (undefined) external _dup (from libsystem_kernel)
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_program_sdk_at_least (from libdyld)
                 (undefined) external _fchflags (from libsystem_kernel)
                 (undefined) external _fchmod (from libsystem_kernel)
                 (undefined) external _fchmodx_np (from libsystem_c)
                 (undefined) external _fchown (from libsystem_kernel)
                 (undefined) external _fcntl (from libsystem_kernel)
                 (undefined) external _fdopendir$INODE64 (from libsystem_c)
                 (undefined) external _fgetxattr (from libsystem_kernel)
                 (undefined) external _filesec_free (from libsystem_c)
                 (undefined) external _filesec_get_property (from libsystem_c)
                 (undefined) external _filesec_init (from libsystem_c)
                 (undefined) external _filesec_set_property (from libsystem_c)
                 (undefined) external _fls (from libsystem_platform)
                 (undefined) external _flsl (from libsystem_platform)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fremovexattr (from libsystem_kernel)
                 (undefined) external _fsctl (from libsystem_kernel)
                 (undefined) external _fsetxattr (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatx_np$INODE64 (from libsystem_c)
                 (undefined) external _fsync (from libsystem_kernel)
                 (undefined) external _fts_close$INODE64 (from libsystem_c)
                 (undefined) external _fts_open$INODE64 (from libsystem_c)
                 (undefined) external _fts_read$INODE64 (from libsystem_c)
00007ff8421d5988 (__DATA,__bss) non-external _gCMFSCustomSeamStore
00007ff8421d57e0 (__DATA,__data) external _gCMFSSeam
00007ff8421d5670 (__DATA,__data) non-external _gClientFaultLoggingEnabled
00007ff8421d5671 (__DATA,__data) non-external _gContainerXPCUsesSharedConnection
00007ff8421d5800 (__DATA,__bss) non-external _gSharedClientConnection
00007ff8421d57f0 (__DATA,__bss) non-external _gSharedClientConnectionLock
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
