000000019816371c (__TEXT,__text) non-external +[CalAlarm alarm]
000000019816d7e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendar
000000019816d800 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendarItem
000000019816d818 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendarStore
000000019816d8e0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalEvent
000000019816d900 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalNthWeekDay
000000019816d918 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceEnd
000000019816d938 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceRule
000000019816d958 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalTask
00000001f01ba210 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_CalCalendarStore
000000019816d970 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAlarm
000000019816dae0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAttendee
000000019816db70 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendar
000000019816dc50 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarItem
000000019816ddb8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarStore
000000019816ded8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalEvent
000000019816dff8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalNthWeekDay
000000019816e078 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalPredicate
000000019816e0c8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceEnd
000000019816e170 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceRule
000000019816e2b0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalTask
00000001f01ba4a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAlarm
00000001f01ba158 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAttendee
00000001f01ba358 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendar
00000001f01bab20 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarItem
00000001f01ba270 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarStore
00000001f01ba630 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalEvent
00000001f01ba900 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalNthWeekDay
00000001f01ba080 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalPredicate
00000001f01baa08 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceEnd
00000001f01ba798 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceRule
00000001f01bac90 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalTask
00000001f01ba508 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAlarm
00000001f01ba180 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAttendee
00000001f01ba380 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendar
00000001f01bab68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendarItem
00000001f01ba298 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendarStore
00000001f01ba658 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalEvent
00000001f01ba928 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalNthWeekDay
00000001f01baa30 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceEnd
00000001f01ba7c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceRule
00000001f01bacb8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalTask
000000019816e378 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001f01ba0f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001f01ba440 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAlarm
00000001f01ba0f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAttendee
00000001f01ba2f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendar
00000001f01baac0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendarItem
00000001f01ba8a0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalNthWeekDay
00000001f01ba9a8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceEnd
00000001f01ba738 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceRule
00000001f01ba5a0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalAlarm
00000001f01ba1c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalAttendee
00000001f01ba3f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendar
00000001f01bac00 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarItem
00000001f01ba2b0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarStore
00000001f01ba6f0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalEvent
00000001f01ba960 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalNthWeekDay
00000001f01ba0a8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalPredicate
00000001f01baa78 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalRecurrenceEnd
00000001f01ba858 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalRecurrenceRule
00000001f01bad10 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalTask
00000001e78302f0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCopying
00000001f01ba458 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalAlarm
00000001f01ba110 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalAttendee
00000001f01ba310 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendar
00000001f01baad8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarItem
00000001f01ba228 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarStore
00000001f01ba5e8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalEvent
00000001f01ba8b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalNthWeekDay
00000001f01ba038 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalPredicate
00000001f01ba9c0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalRecurrenceEnd
00000001f01ba750 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalRecurrenceRule
00000001f01bac48 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalTask
00000001eb1f2298 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCopying
                 (undefined) external __Unwind_Resume (from libSystem)
0000000198164e2c (__TEXT,__text) non-external ___58+[CalCalendarStore requestAccessForEntityType:eventStore:]_block_invoke
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001f01b92a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e20_v20?0B8"NSError"12l
0000000198164e40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
0000000198164e88 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001eb1f22f8 (__DATA,__bss) non-external __defaultCalendarStore
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
0000000198170f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URL
0000000198170fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
0000000198170fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
0000000198170fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarDoesNotSupportEventsErrorWithCalendarName:
0000000198171000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarDoesNotSupportTasksErrorWithCalendarName:
0000000198171020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarNotEditableErrorWithCalendarName:isEvent:
0000000198171040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarNotFoundWithCalendarName:isEvent:
0000000198171060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteDate
0000000198171080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteTrigger
00000001981710a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acknowledged
00000001981710c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acknowledgedDate
00000001981710e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$action
0000000198171100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addAlarm:
0000000198171120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
0000000198171140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$address
0000000198171160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alarms
0000000198171180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allAlarms
00000001981711a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allocWithZone:
00000001981711c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowEvents
00000001981711e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowReminders
0000000198171200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowedEntityTypes
0000000198171220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowsContentModifications
0000000198171240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
0000000198171260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
0000000198171280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001981712a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001981712c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attendees
00000001981712e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableCalendarTitle:
0000000198171300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableCalendarTitle:forCalendar:
0000000198171320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleForClass:
0000000198171340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendar
0000000198171360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarForEntityType:eventStore:
0000000198171380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarIdentifier
00000001981713a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithIdentifier:
00000001981713c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithUID:
00000001981713e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendars
0000000198171400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarsForEntityType:
0000000198171420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
0000000198171440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$color
0000000198171460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$commonName
0000000198171480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001981714a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$completedDate
00000001981714c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$completionDate
00000001981714e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
0000000198171500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
0000000198171520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
0000000198171540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
0000000198171560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateByAddingTimeInterval:
0000000198171580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateStamp
00000001981715a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeInterval:sinceDate:
00000001981715c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dayOfTheWeek
00000001981715e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dayOfWeek:
0000000198171600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dayOfWeek:weekNumber:
0000000198171620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$daysOfTheMonth
0000000198171640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$daysOfTheWeek
0000000198171660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCalendarStore
0000000198171680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001981716a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjectsAndKeys:
00000001981716c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001981716e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dueDate
0000000198171700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duplicate
0000000198171720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekAlarm
0000000198171740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekCalendar
0000000198171760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekCalendarItem
0000000198171780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekEvent
00000001981717a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekRecurrenceEnd
00000001981717c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekRecurrenceRule
00000001981717e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekReminder
0000000198171800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekSpanFromCalSpan:
0000000198171820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$emailAddress
0000000198171840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$endDate
0000000198171860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
0000000198171880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventStore
00000001981718a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventWithEventStore:
00000001981718c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventWithUID:occurrence:
00000001981718e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventWithUniqueId:occurrenceDate:
0000000198171900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventsMatchingPredicate:
0000000198171920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$existsInStore
0000000198171940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$externalID
0000000198171960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
0000000198171980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$frequency
00000001981719a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generateUntitledTitle
00000001981719c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleUnsavedRelateToDictionaryWithCalendarItem:
00000001981719e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasAlarms
0000000198171a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
0000000198171a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iCalendarValueFromDate:isDateOnly:isFloating:
0000000198171a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iCalendarValueFromDayOfTheWeek:
0000000198171a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iCalendarValueFromRecurrenceType:
0000000198171a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initRecurrenceWithFrequency:interval:daysOfTheWeek:daysOfTheMonth:monthsOfTheYear:weeksOfTheYear:daysOfTheYear:setPositions:end:
0000000198171aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initRecurrenceWithFrequency:interval:end:
0000000198171ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKAlarm:
0000000198171ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKCalendar:
0000000198171b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKCalendarItem:
0000000198171b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKParticipant:
0000000198171b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKRecurrenceDayOfWeek:
0000000198171b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKRecurrenceEnd:
0000000198171b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKRecurrenceRule:
0000000198171ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEndDate:
0000000198171bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEventStore:
0000000198171be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOccurrenceCount:
0000000198171c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithType:subpredicates:
0000000198171c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
0000000198171c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
0000000198171c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interval
0000000198171c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAllDay
0000000198171ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCompleted
0000000198171cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDefaultAlarm
0000000198171ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDetached
0000000198171d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEditable
0000000198171d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
0000000198171d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToArray:
0000000198171d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToDate:
0000000198171d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
0000000198171da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastModifiedDate
0000000198171dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localSourceEnableIfNeeded
0000000198171de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedStringForKey:value:table:
0000000198171e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedStringWithFormat:
0000000198171e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$location
0000000198171e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$monthsOfTheYear
0000000198171e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
0000000198171e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notes
0000000198171ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nthWeekDaysOfTheMonth
0000000198171ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
0000000198171ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndex:
0000000198171f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
0000000198171f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$occurrence
0000000198171f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$occurrenceCount
0000000198171f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$originalAlarm
0000000198171f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$originalStartDate
0000000198171fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$participantStatus
0000000198171fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForCalendarStoreForRemindersInCalendars:
0000000198171fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForCompletedRemindersWithCompletionDateStarting:ending:calendars:
0000000198172000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForEventsWithStartDate:endDate:calendars:
0000000198172020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForEventsWithStartDate:endDate:uniqueID:calendars:
0000000198172040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForIncompleteRemindersWithDueDateStarting:ending:calendars:
0000000198172060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$priority
0000000198172080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$raise:format:
00000001981720a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceEnd
00000001981720c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceEndWithEndDate:
00000001981720e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceEndWithOccurrenceCount:
0000000198172100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceInterval
0000000198172120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceRule
0000000198172140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceRules
0000000198172160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceType
0000000198172180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$relatedToString
00000001981721a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$relativeOffset
00000001981721c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$relativeTrigger
00000001981721e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reminderWithEventStore:
0000000198172200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reminderWithUniqueId:
0000000198172220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$remindersMatchingPredicate:
0000000198172240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAlarm:
0000000198172260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
0000000198172280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeCalendar:commit:error:
00000001981722a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeEvent:span:error:
00000001981722c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeReminder:commit:error:
00000001981722e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestAccessForEntityType:eventStore:
0000000198172300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestFullAccessToEventsWithCompletion:
0000000198172320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestFullAccessToRemindersWithCompletion:
0000000198172340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$saveCalendar:commit:error:
0000000198172360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$saveEvent:span:error:
0000000198172380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$saveReminder:error:
00000001981723a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAbsoluteDate:
00000001981723c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAcknowledgedDate:
00000001981723e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAlarms:
0000000198172400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAllDay:
0000000198172420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCalendar:
0000000198172440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setColor:
0000000198172460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCompleted:
0000000198172480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCompletionDate:
00000001981724a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDateFormat:
00000001981724c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDueDate:
00000001981724e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setEkCalendarItem:
0000000198172500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setEmailAddress:
0000000198172520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setEndDate:
0000000198172540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFormatterBehavior:
0000000198172560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setLocation:
0000000198172580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setNotes:
00000001981725a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setOriginalAlarm:
00000001981725c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setPriority:
