00007ff80363fa70 (__TEXT,__text) external _APL_dgemm
00007ff803723f29 (__TEXT,__text) external _cblas_ctrmv
00007ff8036f1ae0 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff803702da6 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff803711c16 (__TEXT,__text) external _cblas_ctrsm
00007ff803623ab0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff8036dca35 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff803724a4e (__TEXT,__text) external _cblas_ctrsv
00007ff8036f2605 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff803703916 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff803713d81 (__TEXT,__text) external _cblas_dasum
00007ff803642c90 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff8036df3bd (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff803713db5 (__TEXT,__text) external _cblas_daxpy
00007ff803642cc4 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff8036df3ee (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff803713ea7 (__TEXT,__text) external _cblas_dcopy
00007ff803642db6 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff8036df4c8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff803713d21 (__TEXT,__text) external _cblas_ddot
00007ff803642c30 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff8036df366 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff80370f09b (__TEXT,__text) external _cblas_dgbmv
00007ff8035af6f4 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff8036d9dac (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff80371a015 (__TEXT,__text) external _cblas_dgemm
00007ff8036a36fc (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff8036e7ab3 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff8036a3752 (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff803561260 (__TEXT,__text) external _cblas_dgemv
00007ff8035ae293 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff8036d9a3a (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff8035ae2e0 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff80355dc66 (__TEXT,__text) external _cblas_dger
00007ff8035adfd0 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff8036d9785 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff803713f20 (__TEXT,__text) external _cblas_dnrm2
00007ff803642e2f (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff8036df532 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff80371400e (__TEXT,__text) external _cblas_drot
00007ff803642f51 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff8036df63e (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff8037205da (__TEXT,__text) external _cblas_drotg
00007ff8036eb908 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff8036fcf87 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff803714098 (__TEXT,__text) external _cblas_drotm
00007ff803642fdb (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff8036df6be (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff80372070a (__TEXT,__text) external _cblas_drotmg
00007ff8036eba38 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff8036fd0b7 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff80370f447 (__TEXT,__text) external _cblas_dsbmv
00007ff8035b8270 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff8036da186 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff80355dc32 (__TEXT,__text) external _cblas_dscal
00007ff803642e5d (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff8036df560 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff80370db70 (__TEXT,__text) external _cblas_dsdot
00007ff803586a66 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff8036d584c (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff80370d5d2 (__TEXT,__text) external _cblas_dspmv
00007ff80357cc8a (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff8036d529b (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff803717b0c (__TEXT,__text) external _cblas_dspr
00007ff8036806a3 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff8036e501c (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff8037110ae (__TEXT,__text) external _cblas_dspr2
00007ff8035fbd35 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff8036dbe8b (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff803713f7c (__TEXT,__text) external _cblas_dswap
00007ff803642ebf (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff8036df5ba (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff80370d24e (__TEXT,__text) external _cblas_dsymm
00007ff80357bc6c (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff8036d4f0b (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff803711fc1 (__TEXT,__text) external _cblas_dsymv
00007ff803624a5d (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff8036dcdf2 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff80370eeb1 (__TEXT,__text) external _cblas_dsyr
00007ff8035ae330 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff8036d9a75 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff80370ef78 (__TEXT,__text) external _cblas_dsyr2
00007ff8035ae3f7 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff8036d9b46 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff803714862 (__TEXT,__text) external _cblas_dsyr2k
00007ff80364926b (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff8036e1d78 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff8037177fa (__TEXT,__text) external _cblas_dsyrk
00007ff80367fcdb (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff8036e4cdf (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff80370e0cd (__TEXT,__text) external _cblas_dtbmv
00007ff80358b99c (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff8036d5d34 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff80370ffa9 (__TEXT,__text) external _cblas_dtbsv
00007ff8035cefd8 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff8036dad6c (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff8037167c6 (__TEXT,__text) external _cblas_dtpmv
00007ff803668dd2 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff8036e3ccf (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff8037108f0 (__TEXT,__text) external _cblas_dtpsv
00007ff8035dd5c7 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff8036db69d (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff803718aa8 (__TEXT,__text) external _cblas_dtrmm
00007ff803691c90 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff8036e6530 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff80355e5cf (__TEXT,__text) external _cblas_dtrmv
00007ff8035ae51a (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff8036d9c69 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff80370d745 (__TEXT,__text) external _cblas_dtrsm
00007ff80357de2b (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff8036d541b (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff80370eb49 (__TEXT,__text) external _cblas_dtrsv
00007ff8035a9020 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff8036d679c (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff80370e2ef (__TEXT,__text) external _cblas_dzasum
00007ff80358c6f2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff8036d5f55 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff8037257d6 (__TEXT,__text) external _cblas_dznrm2
00007ff8036f338d (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff803704741 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff80372b549 (__TEXT,__text) external _cblas_errprn
00007ff8036fb274 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff80370c3c9 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff80370f722 (__TEXT,__text) external _cblas_icamax
00007ff8035b9625 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff8036da49a (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff80355d8c0 (__TEXT,__text) external _cblas_idamax
00007ff803633258 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff8036de0b4 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff80371859b (__TEXT,__text) external _cblas_isamax
00007ff80368589d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff8036e5b2c (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff8037106ef (__TEXT,__text) external _cblas_izamax
00007ff8035d759c (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff8036db4ab (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff80370dcaf (__TEXT,__text) external _cblas_sasum
00007ff803586ba5 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff8036d596a (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff80370dce3 (__TEXT,__text) external _cblas_saxpy
00007ff803586bd9 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff8036d599b (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff80371b179 (__TEXT,__text) external _cblas_scasum
00007ff8036b703a (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff8036e8c6f (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff803712a1d (__TEXT,__text) external _cblas_scnrm2
00007ff80362ac9c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff8036ddcdf (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff80370ddd3 (__TEXT,__text) external _cblas_scopy
00007ff803586cc9 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff8036d5a73 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff80370dc4f (__TEXT,__text) external _cblas_sdot
00007ff803586b45 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff8036d5919 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff80370dbd0 (__TEXT,__text) external _cblas_sdsdot
00007ff803586ac6 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff8036d58a3 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff80371adcd (__TEXT,__text) external _cblas_sgbmv
00007ff8036aebaf (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff8036e8895 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff80370e37e (__TEXT,__text) external _cblas_sgemm
00007ff803594a20 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff8036d5fe4 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff803594a76 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff8037139bb (__TEXT,__text) external _cblas_sgemv
00007ff8036405c3 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff8036deffe (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff803640610 (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff8037136fc (__TEXT,__text) external _cblas_sger
00007ff803640304 (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff8036ded40 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff80370de4c (__TEXT,__text) external _cblas_snrm2
00007ff803586d42 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff8036d5add (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff80370df6e (__TEXT,__text) external _cblas_srot
00007ff803586e64 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff8036d5be9 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff803720bfb (__TEXT,__text) external _cblas_srotg
00007ff8036ebf29 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff8036fd5a8 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff80370dff8 (__TEXT,__text) external _cblas_srotm
00007ff803586eee (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff8036d5c69 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff803720d0c (__TEXT,__text) external _cblas_srotmg
00007ff8036ec03a (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff8036fd6b9 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff803710dd3 (__TEXT,__text) external _cblas_ssbmv
00007ff8035f876b (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff8036dbb77 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff80370de7a (__TEXT,__text) external _cblas_sscal
00007ff803586d70 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff8036d5b0b (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff803712c75 (__TEXT,__text) external _cblas_sspmv
00007ff8036330e5 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff8036ddf34 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff80371122a (__TEXT,__text) external _cblas_sspr
00007ff803613186 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff8036dc00f (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff8037131e3 (__TEXT,__text) external _cblas_sspr2
00007ff80363dbc3 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff8036de819 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff80370dedc (__TEXT,__text) external _cblas_sswap
00007ff803586dd2 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff8036d5b65 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff80371aa49 (__TEXT,__text) external _cblas_ssymm
00007ff8036a7ec0 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff8036e8505 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff803712de8 (__TEXT,__text) external _cblas_ssymv
00007ff8036343d8 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff8036de413 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff803713a08 (__TEXT,__text) external _cblas_ssyr
00007ff803640660 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff8036df039 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff803713ace (__TEXT,__text) external _cblas_ssyr2
00007ff803640726 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff8036df105 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff80370fccb (__TEXT,__text) external _cblas_ssyr2k
00007ff8035cbbfe (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff8036daa8b (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff803712160 (__TEXT,__text) external _cblas_ssyrk
00007ff803625ea0 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff8036dcf98 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff8037158d9 (__TEXT,__text) external _cblas_stbmv
00007ff803652c42 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff8036e2dd1 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff8037101cb (__TEXT,__text) external _cblas_stbsv
00007ff8035d4f82 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff8036daf8d (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff80371b3a6 (__TEXT,__text) external _cblas_stpmv
00007ff8036c31a4 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff8036e8e98 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff80371b1d8 (__TEXT,__text) external _cblas_stpsv
00007ff8036bbcf8 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff8036e8cce (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff80371335f (__TEXT,__text) external _cblas_strmm
00007ff80363ff67 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff8036de99d (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff803713be4 (__TEXT,__text) external _cblas_strmv
00007ff80364083c (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff8036df223 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff80371bb02 (__TEXT,__text) external _cblas_strsm
00007ff8036d0490 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff8036e98d5 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff803712a8b (__TEXT,__text) external _cblas_strsv
00007ff803630c1e (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff8036ddd4c (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff80372b4e7 (__TEXT,__text) external _cblas_xerbla
00007ff8036fb212 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff80370c363 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff8037144fe (__TEXT,__text) external _cblas_zaxpy
00007ff803647db8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff8036e1a13 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff80370e864 (__TEXT,__text) external _cblas_zcopy
00007ff8035a3fe3 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff8036d64a8 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff80370e7cb (__TEXT,__text) external _cblas_zdotc_sub
00007ff803598585 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff8036d6420 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff80371a87e (__TEXT,__text) external _cblas_zdotu_sub
00007ff8036a7b3f (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff8036e834d (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff803716b6c (__TEXT,__text) external _cblas_zdrot
00007ff8036785f0 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff8036e4079 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff80371a917 (__TEXT,__text) external _cblas_zdscal
00007ff8036a7d63 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff8036e83d5 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff803725c84 (__TEXT,__text) external _cblas_zgbmv
00007ff8036f36ad (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff803704a64 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff80371a346 (__TEXT,__text) external _cblas_zgemm
00007ff8036a493f (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff8036e7de0 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff8037263d0 (__TEXT,__text) external _cblas_zgemv
00007ff8036f3dc0 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff803705190 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff803718e45 (__TEXT,__text) external _cblas_zgerc
00007ff80369d3e0 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff8036e68d3 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff80371b559 (__TEXT,__text) external _cblas_zgeru
00007ff8036c3357 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff8036e9052 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff803727200 (__TEXT,__text) external _cblas_zhbmv
00007ff8036f4bf0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff803705fd0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff80371188d (__TEXT,__text) external _cblas_zhemm
00007ff8036137e9 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff8036dc6a5 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff80372743f (__TEXT,__text) external _cblas_zhemv
00007ff8036f52b1 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff80370669c (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff803715e84 (__TEXT,__text) external _cblas_zher
00007ff803657f88 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff8036e3382 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff803727cd0 (__TEXT,__text) external _cblas_zher2
00007ff8036f5ee7 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff80370735c (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff80371876c (__TEXT,__text) external _cblas_zher2k
00007ff80368d072 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff8036e61e2 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff80370e3d4 (__TEXT,__text) external _cblas_zherk
00007ff80359818e (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff8036d6027 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff803728489 (__TEXT,__text) external _cblas_zhpmv
00007ff8036f66a0 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff803707b15 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff803728681 (__TEXT,__text) external _cblas_zhpr
00007ff8036f6c59 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff803707d1d (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff8037287b7 (__TEXT,__text) external _cblas_zhpr2
00007ff8036f6fba (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff803708082 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff8037258d3 (__TEXT,__text) external _cblas_zrotg
00007ff8036f3460 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff803704817 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff8037152d3 (__TEXT,__text) external _cblas_zscal
00007ff80364fdd0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff8036e27fc (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff803714ec9 (__TEXT,__text) external _cblas_zswap
00007ff80364ec61 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff8036e23e9 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff803714175 (__TEXT,__text) external _cblas_zsymm
00007ff803644fec (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff8036e1683 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff80371a06b (__TEXT,__text) external _cblas_zsyr2k
00007ff8036a37ab (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff8036e7af6 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff80370f8f6 (__TEXT,__text) external _cblas_zsyrk
00007ff8035b9bf7 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff8036da658 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff803728ee0 (__TEXT,__text) external _cblas_ztbmv
00007ff8036f76e3 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff803708790 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff803729127 (__TEXT,__text) external _cblas_ztbsv
00007ff8036f7f9c (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff80370908a (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff80372936e (__TEXT,__text) external _cblas_ztpmv
00007ff8036f8a34 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff803709b63 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff803729573 (__TEXT,__text) external _cblas_ztpsv
00007ff8036f9111 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff80370a235 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff803714f2d (__TEXT,__text) external _cblas_ztrmm
00007ff80364ed4b (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff8036e2450 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00007ff803729d61 (__TEXT,__text) external _cblas_ztrmv
00007ff8036f99fc (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00007ff80370ab1c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00007ff803712472 (__TEXT,__text) external _cblas_ztrsm
00007ff803626e53 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00007ff8036dd2d5 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00007ff80372a816 (__TEXT,__text) external _cblas_ztrsv
00007ff8036fa4b1 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00007ff80370b61e (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
00007ff803566250 (__TEXT,__text) external _ccopy
00007ff80368682e (__TEXT,__text) external _ccopy$NEWLAPACK
00007ff8036e5edb (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
00007ff803566250 (__TEXT,__text) external _ccopy_
00007ff803566264 (__TEXT,__text) external _cdotc
00007ff803686872 (__TEXT,__text) external _cdotc$NEWLAPACK
00007ff8036e5f27 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
00007ff803566264 (__TEXT,__text) external _cdotc_
00007ff803566286 (__TEXT,__text) external _cdotu
00007ff803686894 (__TEXT,__text) external _cdotu$NEWLAPACK
00007ff8036e5f4c (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
00007ff803566286 (__TEXT,__text) external _cdotu_
00007ff803564a5e (__TEXT,__text) external _cgbmv
