00007ff9042701ed (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90425d338 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff90425d29e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff90425d32f (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff90425d311 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90426f5f5 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff90426f5eb (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90426f5e1 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff90426f298 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff90426f327 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff90426f5d7 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff90426f239 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff90426f1cd (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff90426f21e (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff90426f0ab (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff90426eed3 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff90426f197 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff90426f1d7 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff90426f228 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff90426f1a1 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff90426f20d (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff90426f1f2 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff90426f186 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff90426f1bc (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff90426f203 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff90426f1e8 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff90426f17c (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff90426f1b2 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff90425f51d (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff90425f239 (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff90425f41f (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff90425f34d (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff90425f27b (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff90425f4f1 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff90425f089 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff90425db2a (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff90425db05 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff90425db20 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff90425d5f9 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff90425d395 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff90425db16 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff904275760 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff9042757e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff904275798 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff9042757f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff9042757c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff904275780 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff904270089 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff90426ffbd (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff9426fed38 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff90426a9da (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff9426f74e0 (__DATA,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
00007ff9426fdc68 (__DATA,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff9426fe280 (__DATA,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff9426fde20 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff9426fe320 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff9426fe2a8 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff9426fdda8 (__DATA,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff9426fde98 (__DATA,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff9426fe078 (__DATA,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff9426fdd30 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff9426fe168 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff9426fe348 (__DATA,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff9426fdf38 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff9426fdfd8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff9426fde48 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff9426fdcb8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff9426fe118 (__DATA,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff9426fdf88 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff9426fe028 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff9426fdb78 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff9426fdba0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff9426fdee8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff9426fe0c8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff9426fe208 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff9426fe1b8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff9426fdd58 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff9426fdc18 (__DATA,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff9426fd820 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff9426fd828 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff9426fd830 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff9426fdb58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff9426fdb50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff9426fdb60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff9426fd880 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff9426fd888 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff9426fd890 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff9426fd8a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff9426fd878 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff9426fd898 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff9426fd8a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff9426fd8f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff9426fd8f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff9426fd850 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff9426fd848 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff9426fd838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff9426fd840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff9426fd858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff9426fd860 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff9426fda18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff9426fda78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff9426fda58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00007ff9426fda60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00007ff9426fda90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00007ff9426fda98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00007ff9426fdaa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00007ff9426fda38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00007ff9426fda30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00007ff9426fdab8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00007ff9426fda08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00007ff9426fda70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00007ff9426fdae8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00007ff9426fda68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00007ff9426fdad0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00007ff9426fdac8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00007ff9426fdae0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00007ff9426fdad8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00007ff9426fda50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00007ff9426fda28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00007ff9426fda20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00007ff9426fda00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00007ff9426fda48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00007ff9426fd9f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00007ff9426fdaf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00007ff9426fdac0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00007ff9426fdab0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00007ff9426fda88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00007ff9426fda80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00007ff9426fdaa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00007ff9426fdaf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00007ff9426fda40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00007ff9426fda10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00007ff9426fd9f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00007ff9426fdb70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00007ff9426fdb68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00007ff9426fd920 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00007ff9426fd930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00007ff9426fd900 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00007ff9426fd938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00007ff9426fd908 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00007ff9426fd928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00007ff9426fd910 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00007ff9426fd918 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00007ff9426fd978 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00007ff9426fd970 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00007ff9426fd980 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00007ff9426fd988 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00007ff9426fd8e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00007ff9426fd8c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00007ff9426fd8b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00007ff9426fd8e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00007ff9426fd8d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00007ff9426fd8d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00007ff9426fd8b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00007ff9426fd8c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00007ff9426fd9e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00007ff9426fd9d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00007ff9426fd9e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00007ff9426fd948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00007ff9426fd940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00007ff9426fd9b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00007ff9426fd9c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00007ff9426fd9a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00007ff9426fd998 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00007ff9426fd990 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00007ff9426fd9a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00007ff9426fd9d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00007ff9426fd9b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00007ff9426fd9c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00007ff9426fd960 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00007ff9426fd950 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00007ff9426fd958 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00007ff9426fd968 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00007ff9426fd798 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00007ff9426fd7a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00007ff9426fd7b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00007ff9426fd7c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00007ff9426fd7d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00007ff9426fd7c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00007ff9426fd7b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00007ff9426fd7a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00007ff9426fd7d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00007ff9426fdb48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00007ff9426fdb40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00007ff9426fdb38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00007ff9426fdb18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.bundleID
00007ff9426fdb30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.cdhash
00007ff9426fdb08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.rootID
00007ff9426fdb28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.signingID
00007ff9426fdb20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.teamID
00007ff9426fdb00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.uniqueID
00007ff9426fdb10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.url
00007ff9426fd870 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._connection
00007ff9426fd868 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._interface
00007ff9426fd7f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00007ff9426fd800 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00007ff9426fd7e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00007ff9426fd808 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00007ff9426fd818 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00007ff9426fd810 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00007ff9426fd7f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00007ff9426fd7e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00007ff9426fdc90 (__DATA,__objc_data) external _OBJC_METACLASS_$_AKELData
00007ff9426fe258 (__DATA,__objc_data) external _OBJC_METACLASS_$_AMFI
00007ff9426fddf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00007ff9426fe2f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00007ff9426fe2d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00007ff9426fddd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_BundleData
00007ff9426fdec0 (__DATA,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00007ff9426fe0a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff9426fdd08 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00007ff9426fe190 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00007ff9426fe370 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00007ff9426fdf60 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00007ff9426fe000 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00007ff9426fde70 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00007ff9426fdce0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00007ff9426fe140 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00007ff9426fdfb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00007ff9426fe050 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00007ff9426fdbc8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00007ff9426fdbf0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
