00007ffa427458d0 (__DATA,__bss) non-external _SVC_REQ_KEY
00007ffa0c326f83 (__TEXT,__text) non-external _makefd_xprt.cold.2
00007ffa0c327031 (__TEXT,__text) non-external _makefd_xprt.cold.3
00007ffa0c3270df (__TEXT,__text) non-external _makefd_xprt.cold.4
00007ffa0c32717a (__TEXT,__text) non-external _makefd_xprt.cold.5
                 (undefined) external _malloc (from libSystem)
00007ffa0c315ba4 (__TEXT,__text) non-external _marshal_new_auth
00007ffa0c324b47 (__TEXT,__text) non-external _marshal_new_auth.cold.1
00007ffa42745360 (__DATA,__data) non-external _maxgrplist
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkstemps (from libSystem)
00007ffa40c93000 (__DATA_CONST,__const) non-external _nc_tab
00007ffa40c92f10 (__DATA_CONST,__const) non-external _netids
00007ffa0c329670 (__TEXT,__const) external _oncrpcVersionNumber
00007ffa0c329640 (__TEXT,__const) external _oncrpcVersionString
00007ffa427456c8 (__DATA,__data) non-external _oncrpc_xprt_init
                 (undefined) external _open (from libSystem)
00007ffa0c32155c (__TEXT,__text) non-external (was a private external) _open_socket
00007ffa42745310 (__DATA,__data) non-external _ops
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pipe (from libSystem)
00007ffa42745430 (__DATA,__data) non-external _pmap_addrs
00007ffa0c31a304 (__TEXT,__text) non-external _pmap_bcastrecv
00007ffa0c31966a (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00007ffa0c31a07b (__TEXT,__text) non-external _pmap_mcastrecv
                 (undefined) external _poll (from libSystem)
00007ffa42745618 (__DATA,__data) non-external _poll_timeout
00007ffa42745830 (__DATA,__data) non-external (was a private external) _portmap_netid
00007ffa427458c0 (__DATA,__bss) non-external _proglst
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_getugid_np (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_set_qos_class_self_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_setugid_np (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa0c3181a4 (__TEXT,__text) non-external _readstrm
00007ffa0c31cbe0 (__TEXT,__text) non-external _readstrm
00007ffa0c327384 (__TEXT,__text) non-external _readstrm.cold.1
00007ffa0c327432 (__TEXT,__text) non-external _readstrm.cold.2
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
00007ffa0c3215f1 (__TEXT,__text) non-external (was a private external) _recvfrom_and_to
00007ffa0c3291be (__TEXT,__text) non-external _recvfrom_and_to.cold.1
                 (undefined) external _recvmsg (from libSystem)
00007ffa0c31cb49 (__TEXT,__text) non-external _rendezvous_abort_freeargs
00007ffa0c31cb39 (__TEXT,__text) non-external _rendezvous_abort_getargs
00007ffa0c31cb41 (__TEXT,__text) non-external _rendezvous_abort_reply
00007ffa0c31cb51 (__TEXT,__text) non-external _rendezvous_destroy
00007ffa0c31c9d0 (__TEXT,__text) non-external _rendezvous_request
00007ffa0c327228 (__TEXT,__text) non-external _rendezvous_request.cold.1
00007ffa0c31cb2e (__TEXT,__text) non-external _rendezvous_stat
00007ffa0c316295 (__TEXT,__text) external _reply_addr_cache_create
00007ffa0c3162ed (__TEXT,__text) external _reply_addr_cache_destroy
00007ffa42745470 (__DATA,__data) non-external _reply_dscrm
00007ffa0c32235c (__TEXT,__text) non-external _reset_if_addr_cache
00007ffa0c317503 (__TEXT,__text) non-external _rpc_createerr_destroy
00007ffa42745890 (__DATA,__bss) non-external _rpc_createerr_key
00007ffa42745368 (__DATA,__data) non-external _rpc_createerr_once
00007ffa40c92c30 (__DATA_CONST,__const) non-external _rpc_errlist
00007ffa42745448 (__DATA,__data) non-external _rpc_multicast
00007ffa42745420 (__DATA,__data) non-external _rpcb_addrs
00007ffa0c319e4d (__TEXT,__text) non-external _rpcb_mcastrecv
00007ffa0c323f4a (__TEXT,__text) non-external _rpcbind_getaddr_generic
00007ffa0c32182d (__TEXT,__text) non-external _search_local_ifaddr_cache
                 (undefined) external _sendto (from libSystem)
00007ffa427454a0 (__DATA,__data) non-external _server_ops
00007ffa0c3201c7 (__TEXT,__text) non-external _set_input_fragment
00007ffa0c322246 (__TEXT,__text) non-external (was a private external) _set_local_ephemeral_sockname
00007ffa427457d0 (__DATA,__data) non-external _set_retry_timeout
00007ffa42745838 (__DATA,__data) non-external _set_retry_timeout
00007ffa427457e0 (__DATA,__data) non-external _set_total_timeout
00007ffa42745848 (__DATA,__data) non-external _set_total_timeout
                 (undefined) external _setsockopt (from libSystem)
00007ffa0c32016a (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _sleep (from libSystem)
00007ffa0c317411 (__TEXT,__text) non-external _slprintf
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ffa427453b8 (__DATA,__data) non-external _strm_ops
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ffa427458a8 (__DATA,__bss) non-external _svc_active_threads
00007ffa0c31e126 (__TEXT,__text) non-external (was a private external) _svc_armxprt
00007ffa0c328410 (__TEXT,__text) non-external _svc_armxprt.cold.1
00007ffa0c3284be (__TEXT,__text) non-external _svc_armxprt.cold.2
00007ffa0c328547 (__TEXT,__text) non-external _svc_armxprt.cold.3
00007ffa0c31e2c4 (__TEXT,__text) non-external (was a private external) _svc_clear_kq_control
00007ffa0c31bc8a (__TEXT,__text) non-external _svc_complete
00007ffa427459f4 (__DATA,__common) non-external (was a private external) _svc_cred_switch
00007ffa42745528 (__DATA,__data) non-external _svc_exit_cond
00007ffa427458ac (__DATA,__bss) non-external _svc_exit_flag
00007ffa0c31e675 (__TEXT,__text) non-external (was a private external) _svc_get_thread_req
00007ffa427458c8 (__DATA,__bss) non-external _svc_head
00007ffa0c31e2b8 (__TEXT,__text) non-external (was a private external) _svc_kq_control
00007ffa42745628 (__DATA,__data) non-external (was a private external) _svc_listen_backlog
00007ffa427454d0 (__DATA,__data) non-external (was a private external) _svc_max_threads
00007ffa427454d4 (__DATA,__data) non-external (was a private external) _svc_min_threads
00007ffa427454d8 (__DATA,__data) non-external (was a private external) _svc_nreq
00007ffa0c31dffc (__TEXT,__text) non-external _svc_oncrpc_start
00007ffa0c328206 (__TEXT,__text) non-external _svc_oncrpc_start.cold.1
00007ffa0c3282b4 (__TEXT,__text) non-external _svc_oncrpc_start.cold.2
00007ffa0c328362 (__TEXT,__text) non-external _svc_oncrpc_start.cold.3
00007ffa427455e8 (__DATA,__data) non-external _svc_poll_cond
00007ffa427455a8 (__DATA,__data) non-external _svc_poll_lock
00007ffa427458b0 (__DATA,__bss) non-external _svc_polling
00007ffa0c31e33e (__TEXT,__text) non-external (was a private external) _svc_rearmxprt
00007ffa0c328744 (__TEXT,__text) non-external _svc_rearmxprt.cold.1
00007ffa0c3287e5 (__TEXT,__text) non-external _svc_rearmxprt.cold.2
00007ffa0c328893 (__TEXT,__text) non-external _svc_rearmxprt.cold.3
00007ffa427456e0 (__DATA,__data) non-external _svc_register_lock
00007ffa0c31e6ac (__TEXT,__text) external _svc_req_clone
00007ffa0c31e7d3 (__TEXT,__text) external _svc_req_destroy
00007ffa0c31e225 (__TEXT,__text) non-external (was a private external) _svc_rmxprt
00007ffa0c3285e8 (__TEXT,__text) non-external _svc_rmxprt.cold.1
00007ffa427454e0 (__DATA,__data) non-external (was a private external) _svc_stack_size
00007ffa0c31b521 (__TEXT,__text) non-external _svc_start_threads
00007ffa0c31b4ce (__TEXT,__text) non-external _svc_thread
00007ffa0c31bc0a (__TEXT,__text) non-external _svc_thread_exit
00007ffa427454e8 (__DATA,__data) non-external _svc_thread_lock
00007ffa427459e8 (__DATA,__common) non-external (was a private external) _svc_thread_qos_class
00007ffa427459ec (__DATA,__common) non-external (was a private external) _svc_thread_relative_priority
00007ffa0c31e472 (__TEXT,__text) non-external (was a private external) _svc_unarmxprt
00007ffa0c328934 (__TEXT,__text) non-external _svc_unarmxprt.cold.1
00007ffa0c3289bd (__TEXT,__text) non-external _svc_unarmxprt.cold.2
00007ffa42745558 (__DATA,__data) non-external _svc_workq_lock
00007ffa0c31dcda (__TEXT,__text) non-external (was a private external) _svc_xprt_create
00007ffa0c3280aa (__TEXT,__text) non-external _svc_xprt_create.cold.1
00007ffa0c328158 (__TEXT,__text) non-external _svc_xprt_create.cold.2
00007ffa0c31de9c (__TEXT,__text) non-external (was a private external) _svc_xprt_destroy
00007ffa40c92dd0 (__DATA_CONST,__const) non-external _svcauthsw
00007ffa0c31b40a (__TEXT,__text) non-external _svcraw_destroy
00007ffa0c31b402 (__TEXT,__text) non-external _svcraw_freeargs
00007ffa0c31b3f2 (__TEXT,__text) non-external _svcraw_getargs
00007ffa0c31b3df (__TEXT,__text) non-external _svcraw_recv
00007ffa0c31b3fa (__TEXT,__text) non-external _svcraw_reply
00007ffa0c31b3e7 (__TEXT,__text) non-external _svcraw_stat
00007ffa0c31cb8a (__TEXT,__text) non-external _svcstrm_destroy
00007ffa0c3272d6 (__TEXT,__text) non-external _svcstrm_destroy.cold.1
00007ffa0c31c2c2 (__TEXT,__text) non-external _svcstrm_domain_create
00007ffa0c3266e9 (__TEXT,__text) non-external _svcstrm_domain_create.cold.1
00007ffa0c326797 (__TEXT,__text) non-external _svcstrm_domain_create.cold.2
00007ffa0c326845 (__TEXT,__text) non-external _svcstrm_domain_create.cold.3
00007ffa0c31d216 (__TEXT,__text) non-external _svcstrm_freeargs
00007ffa0c31d0ca (__TEXT,__text) non-external _svcstrm_getargs
00007ffa42745660 (__DATA,__data) non-external _svcstrm_op
00007ffa0c31cefd (__TEXT,__text) non-external _svcstrm_recv
00007ffa0c32757b (__TEXT,__text) non-external _svcstrm_recv.cold.1
00007ffa0c327616 (__TEXT,__text) non-external _svcstrm_recv.cold.2
00007ffa0c3276c4 (__TEXT,__text) non-external _svcstrm_recv.cold.3
00007ffa42745630 (__DATA,__data) non-external _svcstrm_rendezvous_op
00007ffa0c31d162 (__TEXT,__text) non-external _svcstrm_reply
00007ffa0c32775f (__TEXT,__text) non-external _svcstrm_reply.cold.1
00007ffa0c31d06e (__TEXT,__text) non-external _svcstrm_stat
00007ffa0c31c448 (__TEXT,__text) external _svcticots_create
00007ffa0c31c452 (__TEXT,__text) external _svcticotsord_create
00007ffa0c3268f3 (__TEXT,__text) non-external _svcticotsord_create.cold.1
00007ffa0c3269a1 (__TEXT,__text) non-external _svcticotsord_create.cold.2
00007ffa0c326a4f (__TEXT,__text) non-external _svcticotsord_create.cold.3
00007ffa0c326ae3 (__TEXT,__text) non-external _svcticotsord_create.cold.4
00007ffa0c326b82 (__TEXT,__text) non-external _svcticotsord_create.cold.5
00007ffa0c326c1d (__TEXT,__text) non-external _svcticotsord_create.cold.6
00007ffa0c326ccb (__TEXT,__text) non-external _svcticotsord_create.cold.7
00007ffa0c326d79 (__TEXT,__text) non-external _svcticotsord_create.cold.8
00007ffa0c326e27 (__TEXT,__text) non-external _svcticotsord_create.cold.9
00007ffa0c31dc7c (__TEXT,__text) non-external _svcudp_destroy
00007ffa0c327ffc (__TEXT,__text) non-external _svcudp_destroy.cold.1
00007ffa0c31dc5c (__TEXT,__text) non-external _svcudp_freeargs
00007ffa0c31d890 (__TEXT,__text) non-external _svcudp_getargs
00007ffa42745690 (__DATA,__data) non-external _svcudp_op
00007ffa0c31d562 (__TEXT,__text) non-external _svcudp_recv
00007ffa0c327c21 (__TEXT,__text) non-external _svcudp_recv.cold.1
00007ffa0c327ccf (__TEXT,__text) non-external _svcudp_recv.cold.2
00007ffa0c31d90e (__TEXT,__text) non-external _svcudp_reply
00007ffa0c327d7d (__TEXT,__text) non-external _svcudp_reply.cold.1
00007ffa0c327e18 (__TEXT,__text) non-external _svcudp_reply.cold.2
00007ffa0c327eb3 (__TEXT,__text) non-external _svcudp_reply.cold.3
00007ffa0c327f4e (__TEXT,__text) non-external _svcudp_reply.cold.4
00007ffa0c31d885 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libSystem)
00007ffa0c317514 (__TEXT,__text) non-external _tsd_init_buf
00007ffa0c325084 (__TEXT,__text) non-external _tsd_init_buf.cold.1
00007ffa0c316edd (__TEXT,__text) non-external _tsd_init_rpc_createerr
00007ffa0c324e8f (__TEXT,__text) non-external _tsd_init_rpc_createerr.cold.1
00007ffa427453e8 (__DATA,__data) non-external _udp_ops
00007ffa0c321f5e (__TEXT,__text) non-external _ugetport
00007ffa0c31be56 (__TEXT,__text) non-external _universal
00007ffa0c326093 (__TEXT,__text) non-external _universal.cold.1
00007ffa0c32612e (__TEXT,__text) non-external _universal.cold.2
00007ffa0c3261c2 (__TEXT,__text) non-external _universal.cold.3
                 (undefined) external _unlink (from libSystem)
00007ffa427457f0 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42745858 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42745800 (__DATA,__data) non-external _unset_total_timeout
00007ffa42745868 (__DATA,__data) non-external _unset_total_timeout
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007ffa0c31e2ec (__TEXT,__text) non-external _wakeup_kq
00007ffa0c328696 (__TEXT,__text) non-external _wakeup_kq.cold.1
                 (undefined) external _warnx (from libSystem)
00007ffa42745598 (__DATA,__data) non-external _workq
                 (undefined) external _write (from libSystem)
00007ffa0c3182a7 (__TEXT,__text) non-external _writestrm
00007ffa0c31cda1 (__TEXT,__text) non-external _writestrm
00007ffa0c3274cd (__TEXT,__text) non-external _writestrm.cold.1
00007ffa0c320761 (__TEXT,__text) non-external _x_destroy
00007ffa0c320750 (__TEXT,__text) non-external _x_getpostn
00007ffa0c3206e0 (__TEXT,__text) non-external _x_inline
00007ffa0c3206d2 (__TEXT,__text) non-external _x_putbytes
00007ffa0c3206c3 (__TEXT,__text) non-external _x_putlong
00007ffa0c320759 (__TEXT,__text) non-external _x_setpostn
00007ffa0c31af84 (__TEXT,__text) non-external _xdr_accepted_reply
00007ffa0c31a4d8 (__TEXT,__text) non-external _xdr_callit_args
00007ffa0c31f7ce (__TEXT,__text) non-external (was a private external) _xdr_is_memstream
00007ffa0c320484 (__TEXT,__text) non-external (was a private external) _xdr_is_recstream
00007ffa0c31a65e (__TEXT,__text) non-external _xdr_pmapcallres
00007ffa0c31b013 (__TEXT,__text) non-external _xdr_rejected_reply
00007ffa0c31a555 (__TEXT,__text) non-external _xdr_rmt3callres
00007ffa0c320eae (__TEXT,__text) external _xdr_vmbytes
00007ffa0c329060 (__TEXT,__text) non-external _xdr_vmbytes.cold.1
00007ffa0c3296e0 (__TEXT,__const) non-external _xdr_zero
00007ffa0c31f913 (__TEXT,__text) non-external _xdrmem_destroy
00007ffa0c31f84e (__TEXT,__text) non-external _xdrmem_getbytes
00007ffa0c31f919 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ffa0c31f7f7 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ffa0c31f8ba (__TEXT,__text) non-external _xdrmem_getpos
00007ffa0c31f765 (__TEXT,__text) non-external (was a private external) _xdrmem_getrecord
00007ffa0c31f973 (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ffa0c31f90b (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ffa40c92e30 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ffa40c92de8 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ffa0c31f887 (__TEXT,__text) non-external _xdrmem_putbytes
00007ffa0c31f946 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ffa0c31f824 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ffa0c31f8d8 (__TEXT,__text) non-external _xdrmem_setpos
00007ffa0c31fc76 (__TEXT,__text) non-external _xdrrec_destroy
00007ffa0c31fa5b (__TEXT,__text) non-external _xdrrec_getbytes
00007ffa0c31f994 (__TEXT,__text) non-external _xdrrec_getlong
00007ffa0c31fb56 (__TEXT,__text) non-external _xdrrec_getpos
00007ffa0c320334 (__TEXT,__text) non-external (was a private external) _xdrrec_getrecord
00007ffa0c31fc2b (__TEXT,__text) non-external _xdrrec_inline
00007ffa0c31fe39 (__TEXT,__text) non-external (was a private external) _xdrrec_isrecordstart
00007ffa40c92e78 (__DATA_CONST,__const) non-external (was a private external) _xdrrec_ops
00007ffa0c31fad0 (__TEXT,__text) non-external _xdrrec_putbytes
00007ffa0c31f9f5 (__TEXT,__text) non-external _xdrrec_putlong
00007ffa0c31fba9 (__TEXT,__text) non-external _xdrrec_setpos
00007ffa0c3208dc (__TEXT,__text) non-external _xdrstdio_destroy
00007ffa0c32083b (__TEXT,__text) non-external _xdrstdio_getbytes
00007ffa0c3207c4 (__TEXT,__text) non-external _xdrstdio_getlong
00007ffa0c32089b (__TEXT,__text) non-external _xdrstdio_getpos
00007ffa0c3208d4 (__TEXT,__text) non-external _xdrstdio_inline
00007ffa40c92ec0 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ffa0c32086b (__TEXT,__text) non-external _xdrstdio_putbytes
00007ffa0c320802 (__TEXT,__text) non-external _xdrstdio_putlong
00007ffa0c3208bc (__TEXT,__text) non-external _xdrstdio_setpos
00007ffa0c31df22 (__TEXT,__text) non-external (was a private external) _xprt_ref
00007ffa0c31df6b (__TEXT,__text) non-external (was a private external) _xprt_unref
